Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata
OG0000772	AT1G16960	Al_scaffold_0001_1753
OG0000772	AT1G53400	fgenesh2_kg.1__4424__AT1G53400.1
OG0000773	AT3G62170	fgenesh2_kg.5__2718__AT3G62170.1
OG0000773	AT2G47030	fgenesh2_kg.4__2937__AT2G47040.1
OG0000774	AT5G22910	fgenesh1_pm.C_scaffold_6001807
OG0000774	AT3G44910	Al_scaffold_0005_1236
OG0000774	AT3G44920	fgenesh1_pg.C_scaffold_5000973
OG0000774	AT3G44930	fgenesh1_pm.C_scaffold_5000718
OG0000775	AT3G47340	scaffold_501657.1
OG0000775	AT5G65010	fgenesh2_kg.8__2539__AT5G65010.2
OG0000775	AT5G10240	scaffold_601038.1
OG0000776	AT2G19030, AT2G19040	scaffold_304310.1
OG0000776	AT2G19045	scaffold_304309.1
OG0000776	AT3G25165	scaffold_303084.1
OG0000776	AT4G13075	fgenesh2_kg.9__54__AT4G13075.1
OG0000776	AT3G25170	scaffold_303085.1
OG0000777	AT1G26799	fgenesh1_pm.C_scaffold_1002090
OG0000778	AT5G43695	scaffold_800680.1
OG0000778	AT3G03828	fgenesh1_pm.C_scaffold_3000278
OG0000778	AT3G03826	scaffold_300371.1
OG0000778	AT2G04622	fgenesh1_pm.C_scaffold_3002288
OG0000779	AT3G55677	fgenesh2_kg.5__1993__AT3G55677.1
OG0000779	AT3G55665, AT3G55672	scaffold_502702.1
OG0000779	AT3G55252	scaffold_502647.1
OG0000780	AT3G44718	fgenesh2_kg.5__867__AT3G44718.1
OG0000783	AT2G14960	fgenesh2_kg.3__3080__AT2G14960.1
OG0000783	AT2G23170	fgenesh2_kg.4__248__AT2G23170.1
OG0000783	AT1G59500	fgenesh2_kg.2__494__AT4G37390.1
OG0000783	AT4G37390	fgenesh2_kg.7__315__AT1G59500.1
OG0000784	AT1G51480	fgenesh2_kg.7__3073__AT5G43730.1
OG0000784	AT5G43740, AT5G43730	Al_scaffold_0008_611, Al_scaffold_0008_617, fgenesh2_kg.37__3__AT5G43730.1
OG0000785	AT5G41630	Al_scaffold_0007_3459, Al_scaffold_0007_3486
OG0000785	AT5G35926, AT5G41840	Al_scaffold_0007_3461
OG0000785	AT4G00320, AT5G41830	Al_scaffold_0007_3462
OG0000786	AT3G28600	scaffold_500834.1
OG0000787	AT1G03982	Al_scaffold_0001_321
OG0000787	AT4G28556	fgenesh2_kg.7__1341__AT4G28556.1
OG0000787	AT2G20430	fgenesh1_pg.C_scaffold_3003367
OG0000788	AT1G58440	fgenesh2_kg.2__519__AT1G58440.1
OG0000788	AT2G22830	Al_scaffold_0004_231
OG0000788	AT4G37760	fgenesh2_kg.7__273__AT4G37760.1
OG0000789	AT5G39310	fgenesh1_pg.C_scaffold_7003247
OG0000789	AT5G39260	fgenesh2_kg.7__3495__AT5G39260.1
OG0000789	AT5G39300, AT5G39280	fgenesh1_pm.C_scaffold_7002792
OG0000789	AT5G39290, AT5G39270	fgenesh1_pm.C_scaffold_7002793
OG0000790	AT1G80230	fgenesh2_kg.2__2361__AT1G80230.1
OG0000790	AT3G15640	fgenesh2_kg.3__1717__AT3G15640.1
OG0000791	AT5G07720	fgenesh2_kg.6__741__AT5G07720.1
OG0000791	AT1G18690	fgenesh1_pm.C_scaffold_1001597
OG0000791	AT1G74380	fgenesh2_kg.2__1701__AT1G74380.1
OG0000792	AT4G12150, AT4G12140	fgenesh1_pm.C_scaffold_6002562, scaffold_105631.1, scaffold_105628.1
OG0000793	AT3G27440	Al_scaffold_0005_621
OG0000793	AT4G26510	fgenesh1_pm.C_scaffold_7001259
OG0000794	AT3G59070	fgenesh2_kg.5__2365__AT3G59070.1
OG0000794	AT5G48750	Al_scaffold_0008_1146, fgenesh1_pg.C_scaffold_8000911, scaffold_3400003.1, scaffold_3400004.1, scaffold_801242.1
OG0000795	AT1G30420	scaffold_103378.1
OG0000795	AT1G30410	fgenesh1_pm.C_scaffold_1002459
OG0000795	AT2G34660	fgenesh2_kg.4__1490__AT2G34660.1
OG0000795	AT1G30400	fgenesh2_kg.1__3217__AT1G30400.2
OG0000796	AT5G64640	scaffold_803184.1
OG0000796	AT5G09760	fgenesh1_pm.C_scaffold_6000741
OG0000797	AT3G18470	fgenesh2_kg.3__2050__AT3G18470.1
OG0000797	AT3G18460	fgenesh1_pg.C_scaffold_3001746
OG0000797	AT3G18450	fgenesh2_kg.3__2048__AT3G18450.1
OG0000797	AT1G49030	fgenesh1_pg.C_scaffold_1003595
OG0000798	AT1G64400	fgenesh2_kg.2__39__AT1G64400.1
OG0000798	AT4G11030	fgenesh1_pg.C_scaffold_6002759
OG0000798	AT4G23850	fgenesh2_kg.7__1917__AT4G23850.1
OG0000799	AT4G05230	fgenesh2_kg.6__3305__AT4G05230.1
OG0000800	AT5G43780	fgenesh2_kg.8__443__AT5G43780.1
OG0000800	AT4G14680	fgenesh2_kg.7__2871__AT4G14680.1
OG0000800	AT3G22890	fgenesh2_kg.3__2500__AT3G22890.1
OG0000801	AT3G01070	fgenesh1_pm.C_scaffold_3000099
OG0000801	AT5G15350	scaffold_601565.1
OG0000801	AT4G12880	fgenesh1_pm.C_scaffold_9000072
OG0000802	AT1G04430	fgenesh2_kg.1__374__AT1G04430.1
OG0000802	AT4G14360	fgenesh2_kg.7__2900__AT4G14360.1
OG0000802	AT3G23300	fgenesh2_kg.3__2546__AT3G23300.1
OG0000803	AT1G03430	scaffold_100289.1
OG0000803	AT5G39340	fgenesh2_kg.7__3486__AT5G39340.1
OG0000803	AT3G29350	scaffold_500945.1
OG0000804	AT5G11170, AT5G11200	Al_scaffold_0001_4120, fgenesh2_kg.6__1084__AT5G11200.1
OG0000805	AT3G02380	fgenesh2_kg.3__173__AT3G02380.1
OG0000805	AT5G15850	fgenesh2_kg.6__1566__AT5G15850.1
OG0000805	AT5G15840	fgenesh2_kg.6__1563__AT5G15840.1
OG0000806	AT4G02850	fgenesh1_pm.C_scaffold_6002736
OG0000806	AT4G02860	fgenesh2_kg.6__3407__AT4G02860.1
OG0000806	AT1G03210	fgenesh1_pm.C_scaffold_1000202
OG0000807	AT5G50460	fgenesh2_kg.7__1779__AT4G24920.1
OG0000807	AT5G50460	fgenesh2_kg.8__929__AT5G50460.1
OG0000807	AT3G48570	scaffold_501808.1
OG0000808	AT1G55310	scaffold_105321.1
OG0000808	AT3G13570	fgenesh2_kg.3__1448__AT3G13570.1
OG0000809	AT5G05380	scaffold_600510.1
OG0000809	AT2G40380	fgenesh2_kg.4__2152__AT2G40380.1
OG0000809	AT3G56110	fgenesh2_kg.5__2042__AT3G56110.1
OG0000810	AT5G60780	fgenesh1_pm.C_scaffold_8001671
OG0000810	AT3G45060	fgenesh2_kg.5__893__AT3G45060.1
OG0000812	AT5G55160	scaffold_802058.1
OG0000812	AT4G26840	fgenesh2_kg.7__1549__AT4G26840.1
OG0000813	AT3G56340	fgenesh2_kg.4__2176__AT2G40590.1
OG0000813	AT2G40510	Al_scaffold_0004_2658
OG0000814	AT4G20110	fgenesh2_kg.7__2290__AT4G20110.1
OG0000814	AT2G34940	fgenesh1_pm.C_scaffold_4001267
OG0000814	AT1G30900	fgenesh1_pm.C_scaffold_1002513
OG0000815	AT4G12810, AT4G12820	Al_scaffold_0009_152
OG0000815	AT1G67160	scaffold_201518.1
OG0000815	AT3G03730	scaffold_300358.1, scaffold_91900002.1
OG0000815	AT3G03726	scaffold_300340.1
OG0000815	AT3G22337, AT3G22345, AT3G22333	Al_scaffold_0998_2, fgenesh2_kg.3__2448__AT3G22345.1
OG0000816	AT2G43720	fgenesh2_kg.4__2546__AT2G43720.1
OG0000816	AT1G05730	fgenesh2_kg.1__534__AT1G05730.1
OG0000816	AT2G31725	fgenesh2_kg.4__1155__AT2G31725.1
OG0000817	AT5G24420	scaffold_602537.1
OG0000817	AT5G24410	fgenesh1_pm.C_scaffold_6001954
OG0000817	AT3G49360	scaffold_501920.1
OG0000818	AT5G43120	scaffold_800774.1
OG0000818	AT3G50030	fgenesh1_pm.C_scaffold_5001124
OG0000818	AT5G10200	scaffold_601034.1
OG0000819	AT4G16545	Al_scaffold_0007_2564
OG0000819	AT4G16540, AT2G03020	scaffold_702824.1
OG0000820	AT3G26150	fgenesh1_pm.C_scaffold_5000301
OG0000820	AT3G26160	Al_scaffold_0005_443
OG0000820	AT3G26170, AT3G26180	fgenesh2_kg.5__376__AT3G26170.1
OG0000821	AT3G49580	fgenesh2_kg.5__1306__AT3G49580.1
OG0000821	AT3G49570	fgenesh2_kg.5__1305__AT3G49570.1
OG0000821	AT5G24655	scaffold_602567.1
OG0000822	AT1G65730	fgenesh2_kg.2__807__AT1G65730.1
OG0000822	AT1G48370	fgenesh2_kg.1__3928__AT1G48370.1
OG0000822	AT3G17650	fgenesh2_kg.3__1947__AT3G17650.1
OG0000823	AT4G27030	fgenesh2_kg.7__1526__AT4G27030.1
OG0000823	AT2G22890	fgenesh2_kg.4__211__AT2G22890.1, scaffold_303846.1
OG0000823	AT1G62190	Al_scaffold_0002_304
OG0000824	AT3G55280	fgenesh2_kg.5__1941__AT3G55280.1
OG0000824	AT2G39460	fgenesh1_pm.C_scaffold_4001690, scaffold_46300002.1
OG0000825	AT1G68905	fgenesh2_kg.2__1147__AT1G68905.1
OG0000825	AT1G68907	Al_scaffold_0002_1552
OG0000826	AT4G35670	scaffold_700547.1
OG0000826	AT5G27530	fgenesh1_pm.C_scaffold_6002170
OG0000826	AT5G44840, AT5G44830	scaffold_800484.1
OG0000828	AT1G12140	fgenesh1_pg.C_scaffold_1001072
OG0000828	AT1G62570	scaffold_200299.1
OG0000828	AT1G62560	fgenesh2_kg.2__222__AT1G62560.1
OG0000828	AT1G62540	fgenesh1_pm.C_scaffold_2000176
OG0000829	AT3G46260	Al_scaffold_0005_1411
OG0000829	AT3G46270	Al_scaffold_0005_1410
OG0000829	AT3G46280	scaffold_501528.1
OG0000830	AT4G28510	fgenesh2_kg.7__1350__AT4G28510.1
OG0000830	AT2G20530	fgenesh2_kg.3__3583__AT2G20530.1
OG0000830	AT1G03860	fgenesh2_kg.1__315__AT1G03860.1
OG0000831	AT1G09940	fgenesh2_kg.1__1059__AT1G09940.1
OG0000831	AT2G31250	scaffold_401655.1
OG0000831	AT1G58290	fgenesh2_kg.2__575__AT1G58290.1
OG0000832	AT1G10450	fgenesh2_kg.1__1113__AT1G10450.1
OG0000832	AT1G59890	scaffold_200636.1
OG0000833	AT3G09680	fgenesh2_kg.3__991__AT3G09680.1
OG0000833	AT5G02960	fgenesh2_kg.6__206__AT5G02960.1
OG0000834	AT3G58510	fgenesh2_kg.5__2293__AT3G58510.1
OG0000834	AT2G42520	fgenesh2_kg.4__2405__AT2G42520.1
OG0000834	AT3G58570	fgenesh2_kg.5__2300__AT3G58570.1
OG0000835	AT4G12480	fgenesh2_kg.6__3187__AT4G12480.1
OG0000835	AT4G12490, AT4G12500	scaffold_603707.1, scaffold_603705.1
OG0000836	AT2G43580	fgenesh2_kg.4__2529__AT2G43580.1
OG0000836	AT2G43590	fgenesh2_kg.4__2530__AT2G43590.1
OG0000838	AT4G19470	fgenesh1_pg.C_scaffold_7001977
OG0000838	AT4G19510	Al_scaffold_0007_2211
OG0000839	AT4G32670	fgenesh2_kg.7__874__AT4G32670.1
OG0000840	AT5G39090	fgenesh2_kg.7__3512__AT5G39090.1
OG0000840	AT5G39050	fgenesh2_kg.7__3513__AT5G39050.1
OG0000840	AT5G39080	Al_scaffold_0007_3823
OG0000841	AT1G66940	fgenesh1_pm.C_scaffold_2000750
OG0000843	AT2G04830	fgenesh1_pg.C_scaffold_3002571
OG0000843	AT2G04810	scaffold_303257.1
OG0000843	AT2G04840	fgenesh2_kg.3__2814__AT2G04840.1
OG0000843	AT5G38270	fgenesh2_kg.7__3588__AT5G38270.1, fgenesh2_kg.1__2219__AT5G38270.1
OG0000843	AT2G03560	scaffold_500340.1
OG0000844	AT4G22310	fgenesh2_kg.7__2069__AT4G22310.1
OG0000844	AT4G05590	fgenesh2_kg.6__3200__AT4G05590.2
OG0000845	AT5G35790	fgenesh2_kg.7__3069__AT5G35790.1
OG0000845	AT1G24280	scaffold_103039.1
OG0000845	AT5G13110	scaffold_601320.1
OG0000846	AT4G39340	fgenesh2_kg.7__144__AT4G39340.1
OG0000846	AT2G21740	scaffold_400105.1
OG0000846	AT2G21750	scaffold_400106.1
OG0000847	AT3G13090	Al_scaffold_0003_1332
OG0000847	AT3G13100	Al_scaffold_0003_1333
OG0000847	AT3G13080	scaffold_202056.1, fgenesh2_kg.3__1383__AT3G13080.1
OG0000848	AT2G36590	fgenesh2_kg.4__1696__AT2G36590.1
OG0000848	AT2G39890	fgenesh2_kg.4__2084__AT2G39890.2
OG0000848	AT3G55740	fgenesh2_kg.5__2000__AT3G55740.1
OG0000849	AT2G35795	fgenesh2_kg.4__1611__AT2G35795.1
OG0000849	AT5G03030	scaffold_600225.1
OG0000849	AT3G09700	Al_scaffold_0003_968
OG0000850	AT5G50040	fgenesh2_kg.8__878__AT5G50040.1
OG0000850	AT1G54980	Al_scaffold_0001_5127
OG0000851	AT1G26762	scaffold_801404.1
OG0000852	AT1G06410	fgenesh2_kg.1__614__AT1G06410.1
OG0000852	AT4G17770	fgenesh1_pm.C_scaffold_7001977
OG0000852	AT1G68020	Al_scaffold_0002_1456
OG0000853	AT2G17680	scaffold_304086.1
OG0000853	AT4G35710	fgenesh2_kg.7__510__AT4G35710.1
OG0000853	AT4G35690	scaffold_700544.1
OG0000854	AT1G02250	fgenesh1_pg.C_scaffold_1000123
OG0000854	AT1G02220, AT3G04420	fgenesh1_pm.C_scaffold_1000114
OG0000854	AT1G02230	Al_scaffold_0001_137
OG0000855	AT3G44010	Al_scaffold_0005_1121
OG0000855	AT3G43980	Al_scaffold_0005_1121
OG0000855	AT4G33865	Al_scaffold_0005_1121
OG0000855	AT3G44010	fgenesh2_kg.7__726__AT4G33865.1
OG0000855	AT3G43980	fgenesh2_kg.7__726__AT4G33865.1
OG0000855	AT4G33865	fgenesh2_kg.7__726__AT4G33865.1
OG0000855	AT3G44010	scaffold_501194.1
OG0000855	AT3G43980	scaffold_501194.1
OG0000855	AT4G33865	scaffold_501194.1
OG0000855	AT3G44010	scaffold_700761.1
OG0000855	AT3G43980	scaffold_700761.1
OG0000855	AT4G33865	scaffold_700761.1
OG0000856	AT4G13266	fgenesh1_pg.C_scaffold_9000045
OG0000856	AT3G13950	Al_scaffold_0003_1448, Al_scaffold_0795_1
OG0000857	AT1G60280	scaffold_200589.1
OG0000857	AT1G60340, AT1G60300	fgenesh1_pg.C_scaffold_2000441
OG0000857	AT1G60350	fgenesh2_kg.2__422__AT1G60350.1
OG0000857	AT1G60380	scaffold_200606.1
OG0000859	AT1G79670	fgenesh2_kg.2__2273__AT1G79670.2
OG0000859	AT1G16150	fgenesh2_kg.1__1768__AT1G16150.1
OG0000859	AT1G16110	fgenesh2_kg.1__1766__AT1G16110.1
OG0000859	AT1G16160	Al_scaffold_0001_1675
OG0000859	AT1G16120	Al_scaffold_0001_1673
OG0000860	AT5G37970	fgenesh1_pm.C_scaffold_7002881
OG0000860	AT5G38780, AT5G38100	fgenesh2_kg.7__3602__AT5G38100.1
OG0000861	AT3G62870	fgenesh2_kg.5__2784__AT3G62870.1
OG0000861	AT2G47610	fgenesh2_kg.4__3001__AT2G47610.1
OG0000862	AT3G09630	fgenesh2_kg.3__983__AT3G09630.2
OG0000862	AT5G02870	fgenesh2_kg.6__199__AT5G02870.1
OG0000863	AT2G45970	scaffold_403550.1
OG0000863	AT1G01600	scaffold_100080.1
OG0000863	AT4G00360	scaffold_604265.1
OG0000864	AT3G04120	fgenesh2_kg.3__374__AT3G04120.1
OG0000864	AT1G13440	fgenesh2_kg.1__1453__AT1G13440.1
OG0000865	AT2G46030	fgenesh2_kg.4__2808__AT2G46030.1
OG0000865	AT1G63800	fgenesh2_kg.2__105__AT1G63800.1
OG0000865	AT5G41340	fgenesh2_kg.7__3277__AT5G41340.1
OG0000866	AT1G66580	fgenesh2_kg.2__1237__AT1G66580.1
OG0000866	AT1G14320	scaffold_101601.1
OG0000866	AT1G26910	scaffold_102824.1
OG0000867	AT1G61330	Al_scaffold_0002_400
OG0000868	AT5G10170	fgenesh2_kg.6__978__AT5G10170.1
OG0000868	AT4G39800	scaffold_700208.1
OG0000868	AT2G22240	scaffold_400174.1
OG0000869	AT2G44240	fgenesh1_pm.C_scaffold_4002147
OG0000870	AT1G66240	fgenesh2_kg.2__858__AT1G66240.1
OG0000870	AT3G56240	fgenesh2_kg.5__2056__AT3G56240.1
OG0000871	AT2G36620	fgenesh2_kg.4__1700__AT2G36620.1
OG0000871	AT3G53020	fgenesh2_kg.5__1669__AT3G53020.1
OG0000872	AT1G52400	fgenesh2_kg.1__4318__AT1G52400.1
OG0000872	AT1G75940	fgenesh1_pm.C_scaffold_2001550
OG0000872	AT3G21370	scaffold_302551.1
OG0000873	AT4G36350	fgenesh1_pm.C_scaffold_7000357
OG0000873	AT1G56360	fgenesh2_kg.1__4753__AT1G56360.1
OG0000873	AT3G46120, AT2G18130	fgenesh2_kg.3__3418__AT2G18130.1
OG0000874	AT4G36690	fgenesh2_kg.7__398__AT4G36690.1
OG0000874	AT1G60900	fgenesh2_kg.2__371__AT1G60900.1
OG0000876	AT1G32763	fgenesh1_pm.C_scaffold_1002618
OG0000876	AT3G04545, AT3G04540	fgenesh1_pm.C_scaffold_3000333
OG0000876	AT2G33233	Al_scaffold_0004_1231
OG0000876	AT3G48231	scaffold_401894.1
OG0000879	AT3G29255	Al_scaffold_0005_844
OG0000879	AT5G48010	Al_scaffold_0008_969
OG0000879	AT4G15370	fgenesh2_kg.7__2790__AT4G15370.1
OG0000879	AT1G78500	fgenesh1_pm.C_scaffold_2001782, fgenesh2_kg.2__2143__AT1G78500.1
OG0000880	AT1G35190	fgenesh2_kg.1__3615__AT1G35190.1
OG0000880	AT3G46500	fgenesh2_kg.5__1013__AT3G46500.1, scaffold_501542.1
OG0000880	AT3G46490	scaffold_501541.1, fgenesh1_pg.C_scaffold_132000003, fgenesh2_kg.5__1012__AT3G46490.1
OG0000881	AT4G01026	scaffold_604191.1
OG0000881	AT1G01360	Al_scaffold_0001_94
OG0000882	AT1G27160	fgenesh1_pg.C_scaffold_3002498, fgenesh1_pm.C_scaffold_3002243
OG0000882	AT1G14610	fgenesh2_kg.1__1593__AT1G14610.1
OG0000883	AT5G63630	Al_scaffold_0008_2896
OG0000883	AT5G08620	scaffold_600899.1
OG0000883	AT5G08610	fgenesh2_kg.6__837__AT5G08610.1
OG0000884	AT2G25240	fgenesh2_kg.4__440__AT2G25240.1
OG0000884	AT3G45220	scaffold_501375.1
OG0000885	AT1G75620	scaffold_202509.1
OG0000885	AT1G19900	fgenesh2_kg.1__2169__AT1G19900.1
OG0000886	AT2G30230	fgenesh2_kg.4__995__AT2G30230.1
OG0000886	AT1G06980	fgenesh2_kg.1__674__AT1G06980.1
OG0000887	AT2G16730	fgenesh2_kg.3__3257__AT2G16730.1
OG0000887	AT4G35010	fgenesh2_kg.7__589__AT4G35010.1
OG0000888	AT4G33860	scaffold_700766.1
OG0000888	AT4G33830	fgenesh2_kg.7__729__AT4G33830.1
OG0000888	AT4G33840	fgenesh2_kg.7__728__AT4G33840.1
OG0000889	AT1G13080	fgenesh2_kg.1__1415__AT1G13080.1
OG0000890	AT3G23390	fgenesh2_kg.3__2555__AT3G23390.1
OG0000890	AT3G23390	scaffold_703188.1
OG0000891	AT1G21160	fgenesh1_pm.C_scaffold_1001799, scaffold_102834.1
OG0000891	AT2G27700	Al_scaffold_0004_1220
OG0000891	AT1G76720	scaffold_202628.1
OG0000891	AT1G76810	fgenesh2_kg.2__1970__AT1G76810.1
OG0000892	AT2G38540	fgenesh2_kg.4__1923__AT2G38540.1
OG0000892	AT2G15050	fgenesh2_kg.3__3087__AT2G15050.1
OG0000893	AT3G47730	fgenesh2_kg.5__1127__AT3G47730.1
OG0000893	AT5G61690	fgenesh2_kg.8__2152__AT5G61690.1
OG0000893	AT5G61730	Al_scaffold_0008_2678
OG0000894	AT1G44010	fgenesh1_pm.C_scaffold_1002896
OG0000894	AT1G15620	Al_scaffold_0001_1622
OG0000894	AT1G15600	fgenesh1_pm.C_scaffold_1001331
OG0000896	AT1G10010	fgenesh2_kg.1__1066__AT1G10010.1
OG0000896	AT1G58360	scaffold_200732.1
OG0000897	AT1G05520	fgenesh2_kg.1__506__AT1G05520.1
OG0000897	AT3G23660	fgenesh2_kg.3__2579__AT3G23660.1
OG0000897	AT4G14160	fgenesh2_kg.7__2926__AT4G14160.1
OG0000898	AT3G47010	fgenesh1_pm.C_scaffold_5000873
OG0000898	AT3G47050	fgenesh2_kg.5__1074__AT3G47050.1
OG0000898	AT3G47040	fgenesh2_kg.5__1072__AT3G47040.1
OG0000898	AT3G47000	fgenesh2_kg.5__1071__AT3G47000.1
OG0000899	AT1G23250, AT1G23240	fgenesh2_kg.1__2537__AT1G23240.1
OG0000899	AT1G70680	scaffold_201959.1
OG0000899	AT1G70670	scaffold_201958.1
OG0000900	AT2G29110	Al_scaffold_0041_1, fgenesh2_kg.4__889__AT2G29110.1
OG0000900	AT2G29120	Al_scaffold_0041_2
OG0000901	AT5G38210	fgenesh2_kg.7__3592__AT5G38210.1
OG0000901	AT1G66880	scaffold_201470.1
OG0000902	AT4G16720	scaffold_702723.1
OG0000903	AT4G05380	fgenesh2_kg.6__3316__AT4G05380.1
OG0000904	AT1G43780	Al_scaffold_0001_3839
OG0000904	AT5G42230	fgenesh1_pm.C_scaffold_8000522, fgenesh2_kg.482__1__AT5G42230.1, fgenesh2_kg.8__623__AT5G42230.1
OG0000904	AT5G42240	fgenesh2_kg.8__622__AT5G42240.1
OG0000904	AT2G12480	Al_scaffold_0003_3181
OG0000905	AT2G25140	Al_scaffold_0004_581
OG0000905	AT5G15450	scaffold_601573.1
OG0000906	AT3G04840	fgenesh2_kg.3__456__AT3G04840.1
OG0000906	AT4G34670	fgenesh2_kg.7__621__AT4G34670.1
OG0000907	AT4G01550	fgenesh1_pm.C_scaffold_6002854
OG0000907	AT4G01540, AT4G01520	fgenesh1_pg.C_scaffold_6003280, scaffold_604133.1
OG0000908	AT3G02190	fgenesh2_kg.3__153__AT3G02190.1
OG0000908	AT2G25210	scaffold_400639.1, scaffold_701000.1
OG0000909	AT3G57470	Al_scaffold_0005_2665
OG0000909	AT2G41790	fgenesh2_kg.4__2306__AT2G41790.1, fgenesh2_kg.4__2320__AT2G41790.1
OG0000910	AT5G33406	scaffold_200236.1, fgenesh1_pg.C_scaffold_2000172
OG0000911	AT5G25250	fgenesh2_kg.6__2510__AT5G25250.1
OG0000911	AT5G25260	Al_scaffold_0006_2423
OG0000911	AT5G64870	fgenesh2_kg.8__2523__AT5G64870.1
OG0000912	AT3G47960	Al_scaffold_0303_1, fgenesh1_pm.C_scaffold_5000944
OG0000912	AT5G62680	fgenesh2_kg.8__2266__AT5G62680.1
OG0000913	AT1G11350	Al_scaffold_0001_1145, fgenesh2_kg.1__1225__AT1G11350.1
OG0000913	AT1G11330	fgenesh2_kg.1__1223__AT1G11330.1
OG0000914	AT1G58265, AT1G58260	fgenesh1_pm.C_scaffold_2000450, scaffold_200783.1
OG0000915	AT5G65550	fgenesh1_pg.C_scaffold_8002541
OG0000915	AT2G22590	fgenesh2_kg.4__178__AT2G22590.1
OG0000916	AT5G12970	fgenesh2_kg.6__1248__AT5G12970.1
OG0000916	AT3G57880	fgenesh2_kg.5__2232__AT3G57880.1
OG0000916	AT1G51570	fgenesh2_kg.1__4224__AT1G51570.1
OG0000917	AT1G67430	fgenesh2_kg.2__971__AT1G67430.1
OG0000917	AT1G27400	fgenesh2_kg.1__2897__AT1G27400.1
OG0000918	AT1G70960	scaffold_202000.1
OG0000918	AT1G70380	scaffold_201916.1
OG0000918	AT1G70390	scaffold_201586.1
OG0000918	AT1G70970	scaffold_201996.1
OG0000925	AT1G09080	fgenesh1_pm.C_scaffold_1000734
OG0000925	AT5G42020, AT5G28540	fgenesh2_kg.7__3214__AT5G42020.1
OG0000926	AT3G23120	scaffold_302776.1
OG0000926	AT3G23110	fgenesh2_kg.3__2522__AT3G23110.1
OG0000927	AT1G28020	Al_scaffold_0001_2882
OG0000928	AT5G04720	fgenesh2_kg.6__385__AT5G04720.1
OG0000928	AT4G33300	scaffold_700831.1
OG0000929	AT1G24090	fgenesh1_pm.C_scaffold_1002034
OG0000929	AT5G51080	Al_scaffold_0243_1, fgenesh1_pg.C_scaffold_8001143
OG0000930	AT4G37370	fgenesh2_kg.7__318__AT4G37370.1
OG0000930	AT4G37340, AT4G37360	fgenesh2_kg.7__319__AT4G37340.1
OG0000930	AT1G66540	fgenesh2_kg.2__885__AT1G66540.1, fgenesh2_kg.2__891__AT1G66540.1
OG0000931	AT4G25800	fgenesh2_kg.7__1673__AT4G25800.2
OG0000931	AT5G57580	fgenesh2_kg.8__1671__AT5G57580.1
OG0000931	AT2G18750	scaffold_304343.1
OG0000932	AT4G27660	fgenesh2_kg.7__1452__AT4G27660.1
OG0000932	AT5G54148	scaffold_801929.1, fgenesh2_kg.8__1312__AT5G54150.1
OG0000933	AT4G14030	scaffold_703238.1
OG0000934	AT5G05630	scaffold_600535.1
OG0000934	AT1G31820	scaffold_103532.1
OG0000934	AT1G31830	scaffold_103533.1
OG0000935	AT1G15010	fgenesh2_kg.1__1643__AT1G15010.1
OG0000935	AT2G01300	scaffold_500026.1
OG0000936	AT2G21930	scaffold_400125.1
OG0000937	AT2G05642	fgenesh1_pm.C_scaffold_5000120, Al_scaffold_0002_751
OG0000937	AT1G36920	fgenesh1_pg.C_scaffold_6002741, scaffold_701020.1
OG0000937	AT1G36922	Al_scaffold_0008_1137, fgenesh2_kg.4__1200__AT1G36920.1, Al_scaffold_0877_1, fgenesh2_kg.1__3530__AT1G36920.1
OG0000938	AT3G04940	scaffold_300520.1
OG0000938	AT5G28020	fgenesh2_kg.6__2759__AT5G28020.4
OG0000938	AT5G28030	fgenesh2_kg.6__2770__AT5G28020.3, scaffold_801267.1
OG0000939	AT5G47880	fgenesh2_kg.8__647__AT5G47880.2
OG0000939	AT3G26618	fgenesh2_kg.5__418__AT3G26618.1
OG0000939	AT1G12920	scaffold_101438.1
OG0000940	AT1G23020	fgenesh2_kg.1__2506__AT1G23020.1
OG0000940	AT1G01590	Al_scaffold_0001_67
OG0000940	AT1G01580	fgenesh2_kg.1__73__AT1G01580.1
OG0000942	AT2G29690	fgenesh2_kg.4__945__AT2G29690.1
OG0000942	AT3G55870	fgenesh1_pg.C_scaffold_5002065
OG0000942	AT5G05730	fgenesh2_kg.6__508__AT5G05730.1
OG0000943	AT3G09100	fgenesh2_kg.3__923__AT3G09100.2
OG0000943	AT5G01290	scaffold_600085.1
OG0000943	AT5G28210	scaffold_602982.1
OG0000944	AT1G02405	fgenesh2_kg.1__154__AT1G02405.1
OG0000944	AT1G70990	fgenesh2_kg.2__1359__AT1G70990.1
OG0000944	AT1G23040	fgenesh2_kg.1__2508__AT1G23040.1
OG0000945	AT3G26010	scaffold_500484.1
OG0000945	AT4G22430	scaffold_702329.1
OG0000946	AT3G61150	fgenesh1_pm.C_scaffold_5002090
OG0000947	AT5G03850	fgenesh1_pm.C_scaffold_6000255
OG0000947	AT3G10090	fgenesh1_pm.C_scaffold_6000255
OG0000947	AT5G03850	fgenesh2_kg.3__1038__AT3G10090.1
OG0000947	AT3G10090	fgenesh2_kg.3__1038__AT3G10090.1
OG0000947	AT5G03850	scaffold_201164.1
OG0000947	AT3G10090	scaffold_201164.1
OG0000947	AT5G03850	scaffold_803118.1
OG0000947	AT3G10090	scaffold_803118.1
