Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0002584	AT1G17430	EUTSA_v10008164mg
OG0002585	AT5G49215	EUTSA_v10004215mg
OG0002585	AT3G06770	EUTSA_v10020733mg
OG0002586	AT3G05640	EUTSA_v10020968mg
OG0002586	AT5G27930	EUTSA_v10004414mg
OG0002587	AT2G17780	EUTSA_v10023167mg
OG0002587	AT4G35920	EUTSA_v10025310mg
OG0002588	AT1G01170	EUTSA_v10009224mg
OG0002588	AT4G00860	EUTSA_v10029140mg
OG0002589	AT1G14640	EUTSA_v10016290mg
OG0002589	AT1G14650	EUTSA_v10006856mg
OG0002590	AT3G57785	EUTSA_v10006322mg
OG0002590	AT2G42310	EUTSA_v10017449mg
OG0002591	AT2G33010	EUTSA_v10017728mg
OG0002591	AT2G33000	EUTSA_v10017579mg
OG0002592	AT1G78820	EUTSA_v10018557mg
OG0002593	AT1G11540	EUTSA_v10007599mg
OG0002593	AT1G61740	EUTSA_v10023449mg
OG0002594	AT1G01790	EUTSA_v10006595mg, EUTSA_v10006607mg
OG0002595	AT2G41960	EUTSA_v10016156mg, EUTSA_v10016161mg
OG0002596	AT3G13062	EUTSA_v10020844mg
OG0002596	AT1G55960	EUTSA_v10011546mg
OG0002597	AT1G17730	EUTSA_v10008799mg
OG0002597	AT1G73030	EUTSA_v10019148mg
OG0002598	AT1G74480	EUTSA_v10019554mg
OG0002598	AT1G18790	EUTSA_v10009845mg
OG0002599	AT4G16155	EUTSA_v10024608mg
OG0002599	AT3G16950	EUTSA_v10020389mg
OG0002600	AT4G01510	EUTSA_v10028930mg
OG0002600	AT1G01020	EUTSA_v10008618mg
OG0002601	AT1G53590	EUTSA_v10011273mg
OG0002601	AT3G14590	EUTSA_v10020164mg
OG0002602	AT2G18450	EUTSA_v10022591mg
OG0002602	AT5G66760	EUTSA_v10003821mg
OG0002603	AT1G44224	EUTSA_v10011704mg, EUTSA_v10012327mg
OG0002603	AT3G50570	EUTSA_v10011140mg
OG0002604	AT1G28695, AT1G28700, AT1G28710	EUTSA_v10028197mg, EUTSA_v10029163mg, EUTSA_v10011621mg
OG0002605	AT2G46400	EUTSA_v10001568mg
OG0002606	AT1G54070	EUTSA_v10011865mg
OG0002608	AT3G59950	EUTSA_v10005940mg
OG0002608	AT2G44140	EUTSA_v10001432mg
OG0002609	AT5G65180	EUTSA_v10004419mg
OG0002609	AT5G10060	EUTSA_v10013419mg
OG0002611	AT1G24230, AT1G27280, AT1G24250, AT1G23810, AT1G27270, AT1G27260	EUTSA_v10009549mg, EUTSA_v10009749mg
OG0002612	AT1G51770	EUTSA_v10012322mg
OG0002612	AT3G21310	EUTSA_v10021956mg
OG0002613	AT4G21902	EUTSA_v10026583mg
OG0002613	AT4G04745	EUTSA_v10029169mg
OG0002614	AT5G49560	EUTSA_v10027491mg
OG0002614	AT3G50850	EUTSA_v10010630mg
OG0002615	AT3G47060	EUTSA_v10010128mg
OG0002616	AT2G14120	EUTSA_v10022566mg
OG0002616	AT4G33650	EUTSA_v10024438mg
OG0002617	AT2G27070, AT5G07210	EUTSA_v10016040mg
OG0002618	AT5G47610	EUTSA_v10001049mg
OG0002618	AT4G17245	EUTSA_v10026467mg
OG0002619	AT2G20580	EUTSA_v10001903mg
OG0002619	AT4G28470	EUTSA_v10024363mg
OG0002620	AT1G16300	EUTSA_v10007716mg
OG0002620	AT1G79530	EUTSA_v10018604mg
OG0002621	AT3G09820	EUTSA_v10021067mg
OG0002621	AT5G03300	EUTSA_v10014008mg
OG0002622	AT3G04700	EUTSA_v10021572mg
OG0002622	AT5G28690	EUTSA_v10004951mg
OG0002623	AT5G36970	EUTSA_v10028131mg
OG0002623	AT1G65690	EUTSA_v10019035mg
OG0002624	AT4G33230	EUTSA_v10024699mg
OG0002624	AT2G26450	EUTSA_v10001934mg
OG0002625	AT5G35700	EUTSA_v10003746mg
OG0002625	AT2G04750	EUTSA_v10003006mg
OG0002626	AT5G17440	EUTSA_v10013707mg
OG0002627	AT3G44720	EUTSA_v10003028mg
OG0002627	AT5G22630	EUTSA_v10016085mg
OG0002628	AT5G18220	EUTSA_v10015448mg
OG0002628	AT3G04010	EUTSA_v10020592mg
OG0002629	AT2G42290	EUTSA_v10017834mg
OG0002629	AT3G57830	EUTSA_v10005826mg
OG0002630	AT2G22850	EUTSA_v10000309mg
OG0002630	AT4G37730	EUTSA_v10027117mg
OG0002631	AT2G47630	EUTSA_v10001520mg
OG0002631	AT3G62860	EUTSA_v10006073mg
OG0002632	AT5G41900	EUTSA_v10027739mg
OG0002632	AT1G64670	EUTSA_v10023434mg
OG0002633	AT3G63460	EUTSA_v10005758mg
OG0002634	AT1G07090	EUTSA_v10009726mg
OG0002635	AT1G15150, AT1G15160, AT1G15180, AT1G15170	EUTSA_v10007529mg
OG0002636	AT5G54510	EUTSA_v10012997mg
OG0002636	AT4G27260	EUTSA_v10024696mg
OG0002637	AT1G80180	EUTSA_v10019690mg
OG0002637	AT1G15400	EUTSA_v10009053mg
OG0002638	AT3G05490	EUTSA_v10021783mg
OG0002639	AT1G33920	EUTSA_v10001196mg
OG0002639	AT4G19840	EUTSA_v10026213mg
OG0002640	AT3G05830	EUTSA_v10021934mg
OG0002640	AT5G26770	EUTSA_v10004552mg
OG0002641	AT2G36026	EUTSA_v10017772mg
OG0002642	AT2G35690	EUTSA_v10016360mg
OG0002642	AT4G16760	EUTSA_v10024621mg
OG0002643	AT5G08360	EUTSA_v10014556mg
OG0002643	AT5G23380	EUTSA_v100054381mg
OG0002644	AT3G06750	EUTSA_v10021706mg
OG0002644	AT5G49280	EUTSA_v10005027mg
OG0002645	AT1G29980	EUTSA_v10007784mg
OG0002645	AT2G34510	EUTSA_v10016749mg
OG0002646	AT5G18150	EUTSA_v10015170mg
OG0002646	AT5G14602	EUTSA_v10015306mg
OG0002647	AT5G15460	EUTSA_v10015016mg
OG0002647	AT3G01050	EUTSA_v10021787mg
OG0002648	AT1G32380	EUTSA_v10007797mg
OG0002648	AT2G35390	EUTSA_v10016745mg
OG0002649	AT1G52730	EUTSA_v10011626mg
OG0002649	AT3G15610	EUTSA_v10021071mg
OG0002650	AT1G72660	EUTSA_v10019770mg
OG0002650	AT1G17470	EUTSA_v10007806mg
OG0002651	AT2G34820	EUTSA_v10017751mg
OG0002651	AT1G30670	EUTSA_v10009765mg
OG0002652	AT1G45010	EUTSA_v10011751mg
OG0002652	AT1G35170, AT1G35180	EUTSA_v10001837mg
OG0002653	AT3G52560	EUTSA_v10010800mg
OG0002654	AT3G62700	EUTSA_v10005741mg
OG0002654	AT2G47800	EUTSA_v10011183mg
OG0002655	AT3G50220	EUTSA_v10010543mg
OG0002655	AT5G67210	EUTSA_v10004623mg
OG0002656	AT4G02930	EUTSA_v10028651mg
OG0002657	AT3G07600	EUTSA_v10021695mg
OG0002658	AT1G28010	EUTSA_v10006583mg
OG0002658	AT1G27940	EUTSA_v10006582mg
OG0002659	AT5G67540	EUTSA_v10004148mg
OG0002659	AT3G49880	EUTSA_v10010347mg
OG0002660	AT4G33050	EUTSA_v10025033mg
OG0002660	AT2G26190	EUTSA_v10001975mg
OG0002661	AT1G49990	EUTSA_v10011517mg, EUTSA_v10023522mg
OG0002662	AT4G09180	EUTSA_v10028883mg
OG0002663	AT1G08410	EUTSA_v10007194mg
OG0002663	AT2G27200	EUTSA_v10001955mg
OG0002664	AT2G44890, AT2G45510	EUTSA_v10001408mg
OG0002665	AT2G19390	EUTSA_v10022522mg
OG0002665	AT4G29790	EUTSA_v10024244mg
OG0002666	AT5G01950	EUTSA_v10012735mg
OG0002666	AT1G06840	EUTSA_v10006712mg
OG0002667	AT1G52670	EUTSA_v10011715mg
OG0002667	AT3G15690	EUTSA_v10021338mg
OG0002668	AT3G28580	EUTSA_v100053381mg
OG0002669	AT5G27870	EUTSA_v10003734mg
OG0002669	AT3G05610	EUTSA_v10020314mg
OG0002670	AT1G67530	EUTSA_v10018154mg
OG0002670	AT1G24330	EUTSA_v10006862mg
OG0002671	AT3G26020	EUTSA_v10004020mg
OG0002671	AT1G13460	EUTSA_v10007450mg
OG0002672	AT2G24681	EUTSA_v10000579mg
OG0002673	AT4G30990	EUTSA_v10024182mg
OG0002674	AT1G35670	EUTSA_v10019860mg, EUTSA_v10001816mg
OG0002674	AT4G09570	EUTSA_v10028598mg
OG0002675	AT4G27620	EUTSA_v10025690mg
OG0002675	AT4G27610	EUTSA_v10025651mg
OG0002676	AT5G15930	EUTSA_v10013946mg
OG0002676	AT3G02460	EUTSA_v10021030mg
OG0002677	AT4G11650	EUTSA_v10029289mg
OG0002679	AT4G19130	EUTSA_v10024555mg
OG0002679	AT5G45400	EUTSA_v10000781mg
OG0002680	AT2G36580	EUTSA_v10016506mg
OG0002680	AT3G52990	EUTSA_v10010288mg
OG0002681	AT1G22870	EUTSA_v10006737mg
OG0002681	AT1G71410	EUTSA_v10018097mg
OG0002682	AT3G56660	EUTSA_v10005827mg
OG0002682	AT2G40950	EUTSA_v10016317mg
OG0002683	AT2G25850	EUTSA_v10001908mg
OG0002683	AT4G32850	EUTSA_v10024486mg
OG0002684	AT3G56920	EUTSA_v10006138mg
OG0002684	AT2G40990	EUTSA_v10016704mg
OG0002685	AT5G65620	EUTSA_v10003666mg
OG0002685	AT5G10540	EUTSA_v10012826mg
OG0002686	AT1G13780, AT5G27750	EUTSA_v10007600mg
OG0002687	AT2G29390	EUTSA_v10017113mg
OG0002687	AT1G07420	EUTSA_v10008485mg
OG0002688	AT5G19820	EUTSA_v10012502mg
OG0002689	AT1G50360	EUTSA_v10011193mg
OG0002689	AT3G19960	EUTSA_v10019925mg
OG0002690	AT4G00750	EUTSA_v10028512mg
OG0002690	AT2G45750	EUTSA_v10001358mg
OG0002691	AT4G14150	EUTSA_v10024229mg
OG0002691	AT3G23670	EUTSA_v10002371mg
OG0002692	AT1G16190	EUTSA_v10007982mg
OG0002692	AT1G79650	EUTSA_v10018655mg
OG0002693	AT2G04480	EUTSA_v10002998mg
OG0002693	AT5G35870	EUTSA_v10005712mg
OG0002694	AT3G45240	EUTSA_v10002549mg
OG0002694	AT5G60550	EUTSA_v10013666mg
OG0002695	AT3G19950	EUTSA_v10021059mg
OG0002696	AT4G12430	EUTSA_v10029220mg
OG0002696	AT4G22590	EUTSA_v10025482mg
OG0002698	AT3G11260	EUTSA_v10022017mg
OG0002698	AT5G05770	EUTSA_v10015842mg
OG0002699	AT5G13920	EUTSA_v10013728mg
OG0002700	AT1G62620, AT1G63370, AT1G62600, AT1G63390	EUTSA_v10023249mg, EUTSA_v10000726mg, EUTSA_v10000434mg
OG0002701	AT2G41810	EUTSA_v10016825mg, EUTSA_v10017674mg
OG0002701	AT2G41800	EUTSA_v10016810mg
OG0002702	AT3G51895	EUTSA_v10010178mg
OG0002703	AT5G46680	EUTSA_v10001221mg
OG0002704	AT4G29710, AT4G29700	EUTSA_v10027375mg
OG0002704	AT4G29690	EUTSA_v10025136mg
OG0002705	AT1G55520	EUTSA_v10011790mg
OG0002705	AT3G13445	EUTSA_v10022351mg, EUTSA_v10021552mg
OG0002706	AT4G30260	EUTSA_v10025913mg
OG0002707	AT3G02020	EUTSA_v10024044mg, EUTSA_v10020441mg
OG0002707	AT5G14060	EUTSA_v10013157mg
OG0002708	AT1G04540	EUTSA_v10007144mg
OG0002708	AT2G33320	EUTSA_v10016412mg
OG0002710	AT5G09930	EUTSA_v10012861mg
OG0002710	AT5G64840	EUTSA_v10003741mg
OG0002711	AT5G18190	EUTSA_v10012841mg
OG0002711	AT3G03940	EUTSA_v10020173mg
OG0002712	AT4G14450	EUTSA_v10027546mg
OG0002712	AT3G23170	EUTSA_v10021654mg
OG0002713	AT5G53160	EUTSA_v10014777mg
OG0002714	AT5G44360	EUTSA_v10003322mg
OG0002714	AT4G20860	EUTSA_v10026881mg
OG0002715	AT4G34450	EUTSA_v10024368mg
OG0002716	AT5G63110	EUTSA_v10005608mg
OG0002717	AT2G32010	EUTSA_v10016405mg
OG0002717	AT1G05470	EUTSA_v10007110mg
OG0002718	AT3G21940, AT2G31620, AT3G21960	EUTSA_v10022184mg
OG0002719	AT1G11170	EUTSA_v10007686mg
OG0002719	AT1G61240	EUTSA_v10023474mg
OG0002720	AT4G24590	EUTSA_v10026080mg
OG0002721	AT5G41310	EUTSA_v10027635mg
OG0002721	AT1G63640	EUTSA_v10027628mg
OG0002722	AT1G17940	EUTSA_v10007785mg
OG0002722	AT1G73390	EUTSA_v10018609mg
OG0002723	AT1G51710	EUTSA_v10011383mg
OG0002723	AT3G21280	EUTSA_v10020636mg
OG0002724	AT1G47490, AT1G47500	EUTSA_v10011476mg
OG0002725	AT1G61250	EUTSA_v10023622mg
OG0002725	AT1G11180	EUTSA_v10008358mg
OG0002726	AT2G16850	EUTSA_v10025940mg
OG0002727	AT5G22290	EUTSA_v10013903mg
OG0002727	AT3G44290	EUTSA_v10010675mg
OG0002728	AT4G26580	EUTSA_v10025652mg
OG0002728	AT5G55970	EUTSA_v10014037mg
OG0002729	AT2G29960	EUTSA_v10016970mg
OG0002729	AT5G58710	EUTSA_v10014704mg
OG0002730	AT4G21745	EUTSA_v10027539mg
OG0002730	AT4G04900	EUTSA_v10029507mg
OG0002731	AT5G46050	EUTSA_v10000830mg
OG0002732	AT2G38630	EUTSA_v10016625mg
OG0002732	AT3G54190	EUTSA_v10010345mg
OG0002733	AT4G19500	EUTSA_v10027276mg
OG0002735	AT1G49730	EUTSA_v10011356mg
OG0002735	AT3G19300	EUTSA_v10020248mg
OG0002736	AT3G01320	EUTSA_v10019899mg
OG0002736	AT5G15020	EUTSA_v10005633mg, EUTSA_v10012461mg
OG0002737	AT5G46640	EUTSA_v10000913mg
OG0002737	AT4G17950	EUTSA_v10025249mg
OG0002738	AT1G78430	EUTSA_v10019440mg
OG0002738	AT1G17140	EUTSA_v10008080mg
OG0002739	AT2G16380	EUTSA_v10022634mg
OG0002739	AT4G34580	EUTSA_v10024823mg
OG0002740	AT1G75750	EUTSA_v10019363mg
OG0002740	AT2G18420	EUTSA_v10023192mg
OG0002741	AT2G05910	EUTSA_v10002675mg
OG0002743	AT1G73630	EUTSA_v10019258mg
OG0002743	AT1G18210	EUTSA_v10008945mg
OG0002744	AT1G71360	EUTSA_v10018312mg
OG0002744	AT1G22882	EUTSA_v10006998mg
OG0002745	AT1G60630	EUTSA_v10023334mg
OG0002745	AT1G10850	EUTSA_v10007013mg
OG0002746	AT5G04870	EUTSA_v10012990mg
OG0002746	AT3G10660	EUTSA_v10020268mg
OG0002747	AT2G17190	EUTSA_v10022621mg
OG0002748	AT5G11190	EUTSA_v10015363mg
OG0002748	AT5G25390	EUTSA_v10005514mg
OG0002749	AT1G26360	EUTSA_v10007629mg
OG0002749	AT1G69240	EUTSA_v10018532mg
OG0002750	AT3G06700, AT3G06680	EUTSA_v10021900mg
OG0002751	AT3G23790	EUTSA_v10002419mg
OG0002751	AT4G14070	EUTSA_v10024478mg
OG0002752	AT5G16070	EUTSA_v10013205mg
OG0002752	AT3G02530	EUTSA_v10020484mg
OG0002753	AT5G63880	EUTSA_v10004899mg
OG0002753	AT5G09260	EUTSA_v10014638mg
OG0002754	AT4G10390	EUTSA_v10028779mg
OG0002754	AT1G33260	EUTSA_v10008055mg
OG0002755	AT5G60170	EUTSA_v10012563mg, EUTSA_v10012567mg
OG0002756	AT1G70500	EUTSA_v10019797mg
OG0002758	AT2G31945	EUTSA_v10017532mg
OG0002759	AT5G26250	EUTSA_v10005607mg
OG0002759	AT3G05960	EUTSA_v10020542mg
OG0002760	AT3G52370	EUTSA_v10010381mg
OG0002760	AT2G35860	EUTSA_v10016656mg
OG0002761	AT1G02380	EUTSA_v10009390mg
OG0002761	AT4G01960	EUTSA_v10028934mg
OG0002762	AT5G17165	EUTSA_v10017419mg
OG0002762	AT3G03150	EUTSA_v10021768mg
OG0002763	AT2G35160	EUTSA_v10016339mg
OG0002763	AT2G22740	EUTSA_v10000700mg
OG0002764	AT2G17970	EUTSA_v10022661mg
OG0002765	AT3G18295	EUTSA_v10021480mg
OG0002766	AT2G22910	EUTSA_v10000095mg
OG0002766	AT4G37670	EUTSA_v10024840mg
OG0002767	AT4G11050	EUTSA_v10028514mg
OG0002767	AT1G64390	EUTSA_v10023353mg
OG0002768	AT2G33150	EUTSA_v10016622mg
OG0002769	AT2G43090	EUTSA_v10017142mg
OG0002770	AT3G55515	EUTSA_v10010948mg
OG0002770	AT2G39705	EUTSA_v10017695mg
OG0002771	AT4G35655	EUTSA_v10026942mg
OG0002771	AT2G17660	EUTSA_v10023043mg
OG0002772	AT1G57720	EUTSA_v10023493mg
OG0002772	AT1G09640	EUTSA_v10007759mg
OG0002773	AT4G37290	EUTSA_v10027040mg
OG0002773	AT2G23270	EUTSA_v10000531mg
OG0002774	AT5G28646	EUTSA_v10005603mg
OG0002774	AT3G04630	EUTSA_v10022180mg
OG0002775	AT4G24490, AT5G41820	EUTSA_v10024594mg
OG0002776	AT2G46280, AT5G57650, AT2G46290	EUTSA_v10004580mg
OG0002777	AT2G37160	EUTSA_v10016480mg
OG0002777	AT3G53390	EUTSA_v10010255mg
OG0002778	AT3G03110	EUTSA_v10019949mg
OG0002778	AT5G17020	EUTSA_v10012517mg
OG0002779	AT2G16570	EUTSA_v10022626mg
OG0002779	AT4G34740	EUTSA_v10024812mg
OG0002780	AT5G59590, AT5G59580	EUTSA_v10007597mg, EUTSA_v10013505mg
OG0002781	AT5G64667	EUTSA_v10005301mg
OG0002781	AT5G09805	EUTSA_v10015116mg
OG0002782	AT1G61210	EUTSA_v10023227mg
OG0002782	AT1G11160	EUTSA_v10006699mg
OG0002783	AT3G46430, AT5G59613	EUTSA_v10003016mg
OG0002784	AT3G25110	EUTSA_v10002587mg
OG0002785	AT1G78990	EUTSA_v10018518mg
OG0002786	AT2G05230, AT2G05250	EUTSA_v10002426mg
OG0002786	AT5G35753	EUTSA_v10003738mg
OG0002787	AT5G26150	EUTSA_v10005575mg
OG0002787	AT5G12000	EUTSA_v10012830mg
OG0002788	AT5G06390	EUTSA_v10013481mg
OG0002788	AT3G11700	EUTSA_v10020679mg
OG0002789	AT4G34400	EUTSA_v10028696mg, EUTSA_v10025812mg, EUTSA_v10026054mg
OG0002790	AT5G38650	EUTSA_v10027984mg
OG0002790	AT1G67250	EUTSA_v10019303mg
OG0002791	AT3G06310	EUTSA_v10021810mg
OG0002791	AT5G18800	EUTSA_v10015085mg
OG0002792	AT2G33220	EUTSA_v10017386mg
OG0002792	AT1G04630	EUTSA_v10009042mg
OG0002794	AT3G62610	EUTSA_v10006080mg
OG0002794	AT2G47460	EUTSA_v10001498mg
OG0002795	AT2G45070, AT3G60540	EUTSA_v10006343mg
OG0002796	AT4G35570	EUTSA_v10026524mg
OG0002796	AT2G17560	EUTSA_v10022905mg
OG0002797	AT3G52600	EUTSA_v10010231mg
OG0002797	AT2G36190	EUTSA_v10016415mg
OG0002798	AT4G25707	EUTSA_v10015678mg
OG0002799	AT5G24870	EUTSA_v10004038mg
OG0002799	AT5G10650	EUTSA_v10013256mg
OG0002800	AT4G05330	EUTSA_v10028788mg
OG0002800	AT4G21160	EUTSA_v10025660mg
OG0002801	AT1G08880	EUTSA_v10008780mg
OG0002801	AT1G54690	EUTSA_v10023750mg
OG0002802	AT5G43070	EUTSA_v10003281mg
OG0002802	AT1G47200	EUTSA_v10011812mg
OG0002803	AT2G33530	EUTSA_v10016623mg
OG0002803	AT1G28110	EUTSA_v10007573mg
OG0002804	AT2G37360	EUTSA_v10016295mg
OG0002804	AT3G53510	EUTSA_v10010147mg
OG0002805	AT2G23950	EUTSA_v10000081mg
OG0002805	AT4G30520	EUTSA_v10024678mg
OG0002806	AT1G61255	EUTSA_v10024143mg
OG0002806	AT4G21620	EUTSA_v10026556mg
OG0002807	AT1G16700	EUTSA_v10008714mg
OG0002807	AT1G79010	EUTSA_v10019110mg
OG0002808	AT3G54830	EUTSA_v10010278mg
OG0002808	AT2G39130	EUTSA_v10016467mg
OG0002809	AT3G25940, AT1G20065	EUTSA_v10009132mg, EUTSA_v10019327mg
OG0002810	AT5G18490	EUTSA_v10013152mg
OG0002810	AT3G04350	EUTSA_v10020390mg
OG0002811	AT4G11350	EUTSA_v10028593mg
OG0002811	AT4G23490	EUTSA_v10024902mg
OG0002812	AT5G47440	EUTSA_v10000905mg
OG0002812	AT4G17350	EUTSA_v10025351mg
OG0002813	AT4G35460	EUTSA_v10025459mg
OG0002813	AT2G17420	EUTSA_v10022728mg
OG0002814	AT1G18200	EUTSA_v10008703mg
OG0002814	AT1G73640	EUTSA_v10019086mg
OG0002815	AT1G21770	EUTSA_v10009164mg
OG0002815	AT1G77540	EUTSA_v10019334mg
OG0002816	AT4G36710	EUTSA_v10025054mg
OG0002817	AT5G37810	EUTSA_v10027876mg
OG0002817	AT5G37820	EUTSA_v10028080mg
OG0002818	AT5G07300	EUTSA_v10012927mg
OG0002819	AT3G48940	EUTSA_v10011156mg
OG0002819	AT5G23750	EUTSA_v10004940mg
OG0002820	AT3G27420	EUTSA_v10004828mg
OG0002820	AT5G40600	EUTSA_v10027933mg
OG0002821	AT4G18220, AT4G18210	EUTSA_v10025416mg
OG0002822	AT3G29780	EUTSA_v10005153mg
OG0002823	AT2G34720	EUTSA_v10017261mg
OG0002824	AT4G25560	EUTSA_v10026022mg
OG0002824	AT5G52260	EUTSA_v10014388mg
OG0002825	AT3G21175	EUTSA_v10020970mg
OG0002825	AT1G51600	EUTSA_v10011695mg
OG0002827	AT2G47370, AT5G28660	EUTSA_v10001544mg
OG0002828	AT4G26640	EUTSA_v10024810mg
OG0002829	AT1G78510	EUTSA_v10018616mg
OG0002829	AT1G17050	EUTSA_v10007715mg
OG0002830	AT1G79470	EUTSA_v10018438mg
OG0002830	AT1G16350	EUTSA_v10007432mg
OG0002831	AT3G24020	EUTSA_v10002774mg
OG0002831	AT4G13580	EUTSA_v10027245mg
OG0002832	AT2G35640	EUTSA_v10016925mg
OG0002832	AT1G31310	EUTSA_v10007862mg
OG0002833	AT5G38690	EUTSA_v10028126mg, EUTSA_v10015379mg
OG0002834	AT5G44500	EUTSA_v10001000mg
OG0002834	AT4G20440	EUTSA_v10026002mg
OG0002835	AT5G45510	EUTSA_v10000742mg
OG0002836	AT1G62870	EUTSA_v10023299mg
OG0002836	AT1G12380	EUTSA_v10006821mg
OG0002837	AT1G76550	EUTSA_v10018291mg
OG0002837	AT1G20950	EUTSA_v10007087mg
OG0002838	AT1G11770	EUTSA_v10007344mg
OG0002838	AT1G01980	EUTSA_v10007313mg
OG0002839	AT3G59800	EUTSA_v10006256mg
OG0002840	AT2G42005	EUTSA_v10000183mg
OG0002840	AT4G38250	EUTSA_v10025229mg
OG0002841	AT1G67490	EUTSA_v10018104mg
OG0002841	AT1G24320	EUTSA_v10006835mg
OG0002842	AT4G22900	EUTSA_v10027461mg
OG0002842	AT4G11950	EUTSA_v10029314mg
OG0002843	AT3G20590, AT3G20600	EUTSA_v10021500mg
OG0002844	AT5G12030, AT5G12020	EUTSA_v10014910mg
OG0002845	AT1G71020	EUTSA_v10018269mg
OG0002845	AT1G23030	EUTSA_v10007104mg
OG0002846	AT4G07410	EUTSA_v10028433mg
OG0002846	AT1G27470	EUTSA_v10006817mg
OG0002847	AT1G10150	EUTSA_v10007757mg
OG0002847	AT1G59510	EUTSA_v10023999mg
OG0002848	AT4G19660	EUTSA_v10024752mg
OG0002848	AT5G45110	EUTSA_v10000824mg
OG0002849	AT1G14920	EUTSA_v10007323mg
OG0002849	AT2G01570	EUTSA_v10005482mg
OG0002850	AT1G14480	EUTSA_v10009831mg
OG0002852	AT3G26650	EUTSA_v10004349mg
OG0002852	AT1G12900	EUTSA_v10007809mg
OG0002853	AT3G25290	EUTSA_v10002560mg
OG0002853	AT4G12980	EUTSA_v10025414mg
OG0002855	AT2G01150	EUTSA_v10001158mg
OG0002855	AT1G15100	EUTSA_v10008995mg
OG0002856	AT4G10730	EUTSA_v10028480mg
OG0002856	AT4G24100	EUTSA_v10024570mg
OG0002857	AT2G48110	EUTSA_v10001284mg
OG0002857	AT3G23590	EUTSA_v10019912mg
OG0002858	AT5G10770	EUTSA_v10013429mg
OG0002859	AT5G07490	EUTSA_v10015492mg
OG0002859	AT5G61630	EUTSA_v10005478mg
OG0002860	AT4G39917	EUTSA_v10027362mg, EUTSA_v10027453mg
OG0002861	AT4G11880	EUTSA_v10028949mg
OG0002861	AT4G22950	EUTSA_v10027077mg
OG0002867	AT1G07730	EUTSA_v10007858mg
OG0002867	AT2G28670	EUTSA_v10016661mg
OG0002868	AT4G19950	EUTSA_v10026779mg
OG0002868	AT5G44860	EUTSA_v10001106mg
OG0002869	AT4G31860	EUTSA_v10025532mg
OG0002869	AT2G25070	EUTSA_v10000214mg
OG0002870	AT5G20570	EUTSA_v10015047mg
OG0002871	AT4G21560	EUTSA_v10026248mg
OG0002871	AT4G05000	EUTSA_v10028962mg
OG0002872	AT4G16480	EUTSA_v10024765mg
OG0002872	AT2G35740	EUTSA_v10016473mg
OG0002873	AT3G05940	EUTSA_v10020796mg
OG0002873	AT5G26740	EUTSA_v10004284mg
OG0002874	AT5G57890, AT1G25220, AT1G24909, AT1G25083, AT1G25155, AT1G24807	EUTSA_v10008447mg
OG0002876	AT1G54440	EUTSA_v100233391mg
OG0002876	AT5G35910	EUTSA_v10003636mg
OG0002877	AT5G14490	EUTSA_v10015728mg
OG0002877	AT3G01600	EUTSA_v10022099mg
OG0002878	AT5G60220	EUTSA_v10014304mg
OG0002878	AT3G45600	EUTSA_v10002614mg
OG0002879	AT5G39690, AT3G55210, AT3G56560, AT3G56530	EUTSA_v10006408mg, EUTSA_v10029162mg
OG0002880	AT2G45950	EUTSA_v10001775mg
OG0002880	AT3G61415	EUTSA_v10006063mg
OG0002881	AT5G61960	EUTSA_v10003623mg
OG0002881	AT5G07290	EUTSA_v10012619mg
OG0002882	AT1G33320	EUTSA_v10013649mg
OG0002882	AT3G01120	EUTSA_v10020394mg
OG0002883	AT5G35945, AT1G67390	EUTSA_v10009850mg
OG0002884	AT2G20590	EUTSA_v10001984mg
OG0002885	AT2G44280	EUTSA_v10001436mg
OG0002885	AT3G60070	EUTSA_v10005961mg
OG0002886	AT2G41445	EUTSA_v10017656mg
OG0002887	AT4G39180	EUTSA_v10024853mg
OG0002887	AT2G21540	EUTSA_v10000115mg
OG0002888	AT2G24765	EUTSA_v10000339mg
OG0002889	AT3G10300	EUTSA_v10021208mg
OG0002889	AT5G04170	EUTSA_v10013932mg
OG0002890	AT3G17140	EUTSA_v10021672mg
OG0002890	AT1G47960	EUTSA_v10011825mg
OG0002891	AT2G34210	EUTSA_v10017893mg
OG0002891	AT4G08350	EUTSA_v10028382mg
OG0002892	AT2G42980	EUTSA_v10016513mg
OG0002892	AT3G59080	EUTSA_v10005882mg
OG0002893	AT1G14170	EUTSA_v10006996mg
OG0002894	AT5G63850	EUTSA_v10004152mg
OG0002894	AT5G09220	EUTSA_v10013363mg
OG0002895	AT5G45560	EUTSA_v10000794mg
OG0002895	AT4G19040	EUTSA_v10024539mg
OG0002896	AT5G55240	EUTSA_v10015338mg
OG0002896	AT4G26740	EUTSA_v10027334mg
OG0002897	AT5G57060	EUTSA_v10014992mg
OG0002897	AT4G26060	EUTSA_v10026549mg
OG0002898	AT1G16690	EUTSA_v10007658mg
OG0002898	AT1G79020	EUTSA_v10018536mg
OG0002899	AT3G20620	EUTSA_v10022358mg
OG0002900	AT2G42650	EUTSA_v10016795mg
OG0002900	AT3G58660	EUTSA_v10006007mg
OG0002901	AT1G75140	EUTSA_v10018268mg
OG0002901	AT1G19370	EUTSA_v10009294mg
OG0002902	AT5G01180	EUTSA_v10013125mg
