Orthogroup	Arabidopsis_thaliana	Tarenaya_hassleriana
OG0001939	AT5G08300, AT5G23250	Th2v11852
OG0001940	AT1G17810, AT1G73190	Th2v05933, Th2v21054, Th2v31121
OG0001941	AT2G37790	Th2v03688
OG0001941	AT2G37770	Th2v16931
OG0001942	AT2G37960, AT3G54060	Th2v03697, Th2v14584
OG0001943	AT1G05640, AT2G31820	Th2v21265, Th2v15959, Th2v08147
OG0001944	AT2G18860, AT4G30240	Th2v01728, Th2v12439
OG0001945	AT3G54600	Th2v06581
OG0001945	AT2G38860	Th2v06580, Th2v15280
OG0001946	AT5G45810, AT4G18700	Th2v16555, Th2v07383, Th2v10694
OG0001947	AT1G77500, AT1G21740	Th2v05701, Th2v20786
OG0001948	AT3G20060, AT1G50490	Th2v16999
OG0001949	AT5G12110, AT5G19510	Th2v07733, Th2v15568, Th2v24464
OG0001950	AT1G74960	Th2v05869, Th2v20972, Th2v03779, Th2v19818
OG0001951	AT2G25250, AT4G32020	Th2v01859, Th2v02060, Th2v11105
OG0001952	AT4G39950, AT2G22330	Th2v02354, Th2v03181
OG0001953	AT1G20925, AT1G76530, AT1G76520	Th2v09801
OG0001954	AT1G15960, AT1G80830	Th2v10172
OG0001955	AT1G33040, AT4G10480	Th2v16852, Th2v04627, Th2v10904
OG0001956	AT1G14720, AT2G01850	Th2v05408, Th2v00050, Th2v06531, Th2v15230
OG0001957	AT3G56700	Th2v13132, Th2v13133, Th2v27474, Th2v27473, Th2v27472
OG0001958	AT1G23840, AT1G23830, AT1G23850	Th2v25036
OG0001959	AT1G27360, AT1G27370	Th2v28204, Th2v29790
OG0001960	AT1G04810, AT2G32730	Th2v08075, Th2v16067
OG0001961	AT1G24170, AT1G70090	Th2v04012
OG0001962	AT2G17620, AT4G35620	Th2v02471, Th2v12182
OG0001963	AT2G43240, AT3G59360	Th2v06909, Th2v13318, Th2v25950
OG0001964	AT5G47490, AT5G47480	Th2v10585, Th2v10619, Th2v17091
OG0001965	AT1G76510, AT1G20910	Th2v05759, Th2v20852, Th2v09800
OG0001966	AT5G44560	Th2v04306, Th2v16634
OG0001967	AT2G46330, AT3G61640	Th2v12908, Th2v22603
OG0001968	AT5G45130, AT4G19640	Th2v07361, Th2v10719, Th2v04260
OG0001969	AT5G18620, AT3G06400	Th2v11335, Th2v18390
OG0001970	AT1G16460, AT1G79230	Th2v05648, Th2v10113
OG0001971	AT1G07160, AT2G30020	Th2v01117, Th2v07465, Th2v15805
OG0001972	AT3G15270, AT1G53160	Th2v22028
OG0001973	AT3G57950, AT2G42180	Th2v13224, Th2v25861
OG0001974	AT1G22520, AT1G72170	Th2v21154, Th2v27946
OG0001975	AT2G18690, AT2G18680	Th2v01743
OG0001976	AT3G47820, AT5G62560	Th2v13991, Th2v24001
OG0001977	AT2G34850, AT5G44480, AT4G20460	Th2v16641
OG0001978	AT4G15165, AT3G22110	Th2v19308, Th2v18204, Th2v24614
OG0001979	AT3G30775, AT5G38710	Th2v00463, Th2v06313, Th2v15012
OG0001980	AT3G03980, AT5G18210	Th2v09162
OG0001981	AT2G03340, AT1G13960	Th2v00129, Th2v28702
OG0001982	AT1G34510	Th2v30391
OG0001982	AT4G26010	Th2v30388, Th2v30390, Th2v30787
OG0001983	AT5G55120, AT4G26850	Th2v05490, Th2v09430
OG0001984	AT1G14970, AT2G01480	Th2v00021, Th2v05432
OG0001985	AT1G14910, AT2G01600	Th2v00027, Th2v05424
OG0001986	AT1G80050	Th2v07785
OG0001986	AT5G11160	Th2v11112
OG0001987	AT5G05790, AT3G11280	Th2v14367, Th2v22192, Th2v20234
OG0001988	AT2G21330, AT4G38970	Th2v02310, Th2v03263, Th2v12568
OG0001989	AT4G14830, AT3G22530	Th2v19348, Th2v18664, Th2v24599
OG0001990	AT1G18300, AT1G73540	Th2v09941, Th2v29480
OG0001992	AT3G60800	Th2v07047, Th2v18125, Th2v12832, Th2v22520
OG0001993	AT1G08200, AT2G27860	Th2v17919, Th2v18878, Th2v01044, Th2v08357
OG0001994	AT3G47710, AT1G74500	Th2v11914, Th2v13979
OG0001995	AT1G02816, AT4G02370	Th2v07932
OG0001996	AT5G14740, AT3G01500	Th2v07000, Th2v18162, Th2v24708
OG0001997	AT4G17980, AT5G46590	Th2v16503, Th2v27165
OG0001998	AT4G28440, AT1G03810	Th2v12664
OG0001999	AT4G26590, AT5G55930	Th2v09481, Th2v09480, Th2v21675
OG0002000	AT1G77240, AT1G21540, AT1G21530	Th2v05718, Th2v20806
OG0002001	AT2G02870, AT1G14330	Th2v00098, Th2v06498, Th2v15195
OG0002002	AT4G19690	Th2v07358, Th2v10722
OG0002004	AT1G31670, AT1G31690, AT1G31710	Th2v19333, Th2v05847, Th2v20945, Th2v19334
OG0002005	AT2G43460, AT3G59540	Th2v19997, Th2v06920, Th2v13344, Th2v25967
OG0002007	AT5G18170, AT3G03910	Th2v18520
OG0002008	AT4G27780, AT5G53470	Th2v26957, Th2v28361
OG0002009	AT1G73200, AT1G17820	Th2v09963
OG0002010	AT5G01390, AT3G08910	Th2v08968
OG0002011	AT1G52190, AT3G16180	Th2v21926
OG0002012	AT4G17590, AT4G26600, AT5G55920	Th2v21674
OG0002013	AT3G62720	Th2v07294
OG0002013	AT4G02500	Th2v16278
OG0002014	AT5G45720, AT4G18820	Th2v27282
OG0002015	AT3G14310, AT1G53830	Th2v00919, Th2v23720
OG0002016	AT5G50250, AT4G24770	Th2v26811, Th2v30182, Th2v31505
OG0002017	AT2G29970, AT1G07200	Th2v08248
OG0002018	AT5G66310, AT3G51150	Th2v11662, Th2v14159, Th2v26727
OG0002019	AT5G65530, AT5G10520	Th2v11765, Th2v13593
OG0002020	AT1G03610, AT4G03420	Th2v07991
OG0002021	AT2G42960, AT3G59110	Th2v13297, Th2v25930, Th2v03522, Th2v06891
OG0002022	AT1G53840	Th2v00920
OG0002023	AT3G15950, AT1G52410	Th2v21952
OG0002024	AT5G04510, AT3G10540	Th2v20130
OG0002025	AT3G22810, AT4G14740	Th2v19364, Th2v24593
OG0002026	AT4G38350	Th2v12622
OG0002026	AT1G42470	Th2v11010, Th2v29634
OG0002027	AT1G76970, AT1G21380	Th2v30750, Th2v09834, Th2v05728, Th2v20816
OG0002028	AT4G20360	Th2v10748, Th2v16633
OG0002029	AT3G58810	Th2v20417
OG0002029	AT2G46800	Th2v10900, Th2v07227, Th2v12957, Th2v22655
OG0002030	AT1G48940, AT3G18590	Th2v25576
OG0002031	AT5G20810, AT3G43120	Th2v21474
OG0002032	AT5G54900, AT4G27000	Th2v21625
OG0002033	AT1G73950, AT1G18470	Th2v09899, Th2v23511
OG0002034	AT3G45720, AT3G45690, AT3G45680, AT3G45700, AT3G45710	Th2v18826
OG0002035	AT4G27320, AT5G54430	Th2v28297, Th2v20404
OG0002036	AT1G12310, AT1G62820	Th2v06019, Th2v14728, Th2v04901, Th2v20568
OG0002037	AT5G45280, AT4G19410	Th2v04241
OG0002038	AT1G56030, AT1G56040	Th2v23575
OG0002039	AT1G22810, AT1G71520	Th2v27897
OG0002040	AT1G21610, AT1G77310	Th2v05712, Th2v20799, Th2v09858
OG0002041	AT5G19090, AT3G06130	Th2v24640, Th2v11288, Th2v18412
OG0002042	AT5G06050	Th2v22183
OG0002042	AT2G39750	Th2v03367, Th2v22347
OG0002043	AT5G55550, AT4G26650	Th2v09453, Th2v05498, Th2v21658
OG0002044	AT1G50930, AT3G20557	Th2v24428
OG0002047	AT1G22570, AT1G22550	Th2v27942
OG0002048	AT2G34790, AT1G30760	Th2v01408, Th2v27871
OG0002049	AT1G17530, AT1G72750	Th2v26107, Th2v09995, Th2v23260
OG0002050	AT2G40800, AT3G56430	Th2v03423, Th2v06753, Th2v15452
OG0002052	AT1G23340, AT1G70550	Th2v25060, Th2v25700
OG0002053	AT3G59970, AT2G44160	Th2v07128, Th2v18053, Th2v13397, Th2v26013
OG0002054	AT3G54250, AT2G38700	Th2v06622, Th2v15321
OG0002055	AT1G27350, AT1G27330	Th2v03886, Th2v31422, Th2v28202
OG0002056	AT5G06770, AT3G12130	Th2v17715, Th2v08694, Th2v14311, Th2v22136
OG0002057	AT1G18360, AT1G73480	Th2v05924, Th2v21043
OG0002059	AT5G06510, AT3G05690	Th2v08717, Th2v20307
OG0002060	AT5G04540, AT3G10550	Th2v20132, Th2v14408, Th2v22236
OG0002061	AT2G22400, AT4G40000	Th2v03174
OG0002062	AT4G14440, AT4G14430	Th2v19405
OG0002063	AT5G37550, AT1G66190	Th2v00556, Th2v05278
OG0002064	AT5G05610, AT3G11200	Th2v22200, Th2v20222
OG0002065	AT1G15310, AT5G49500, AT1G48900	Th2v07782
OG0002066	AT3G49410, AT5G24450	Th2v21359
OG0002067	AT1G76940, AT1G21320	Th2v09828, Th2v05734, Th2v20824, Th2v06933
OG0002068	AT4G24810, AT5G50330	Th2v09413, Th2v26818
OG0002069	AT1G51840	Th2v07536
OG0002070	AT2G44570, AT2G44540, AT2G44550, AT2G44560	Th2v12767, Th2v22454
OG0002071	AT4G24800	Th2v26816
OG0002071	AT5G63190, AT3G48390	Th2v23958
OG0002072	AT5G44460, AT4G20780	Th2v04314
OG0002073	AT1G20030, AT1G75800	Th2v04083, Th2v28087
OG0002074	AT1G49270, AT3G18810	Th2v31003
OG0002076	AT5G17600, AT3G03550	Th2v22918
OG0002077	AT5G46340	Th2v16516
OG0002077	AT1G29890, AT2G34410	Th2v01349, Th2v26571
OG0002078	AT5G19160, AT3G06080	Th2v11299, Th2v24637
OG0002079	AT2G19350, AT4G29850	Th2v02162, Th2v05552
OG0002080	AT4G34131, AT4G34135	Th2v02564, Th2v02777
OG0002081	AT4G24960, AT5G50720	Th2v09387, Th2v30014
OG0002082	AT1G53700, AT3G14370	Th2v00913, Th2v26070
OG0002083	AT2G41880, AT3G57550	Th2v13192, Th2v25834, Th2v06817, Th2v15519
OG0002084	AT3G58000, AT2G42140	Th2v06836, Th2v15534, Th2v13230, Th2v25866
OG0002086	AT2G20670, AT4G32480	Th2v02256
OG0002087	AT1G29230, AT2G34180	Th2v26528
OG0002088	AT1G76140, AT1G20380	Th2v05799, Th2v20893, Th2v28126
OG0002089	AT4G37250, AT2G23300	Th2v12316
OG0002090	AT5G49945, AT4G24330	Th2v28604, Th2v29871
OG0002091	AT5G49910, AT4G24280	Th2v03800, Th2v19801
OG0002092	AT5G15080, AT3G01300	Th2v07015, Th2v18152, Th2v23127
OG0002093	AT3G09710, AT5G03040	Th2v14452, Th2v20010
OG0002094	AT2G21060	Th2v12591
OG0002095	AT1G50400, AT3G20000	Th2v08459, Th2v19796, Th2v25112
OG0002096	AT2G30575, AT1G06780	Th2v10458, Th2v01137, Th2v08223
OG0002097	AT5G14040	Th2v06966, Th2v18194, Th2v24735
OG0002098	AT1G49475, AT4G01580, AT3G18960	Th2v29970
OG0002099	AT1G04550, AT2G33310	Th2v08062, Th2v27095
OG0002100	AT1G34180, AT1G34190	Th2v17137, Th2v04691, Th2v10928
OG0002101	AT2G32270, AT1G05300	Th2v08123, Th2v15998
OG0002102	AT5G41600, AT1G64090	Th2v04836, Th2v20476
OG0002103	AT3G06740, AT5G49300	Th2v11381, Th2v18369
OG0002104	AT4G25400, AT5G51780	Th2v09308
OG0002105	AT3G59050, AT2G43020	Th2v03327, Th2v13304, Th2v25938
OG0002106	AT4G04020, AT4G22240	Th2v10808, Th2v16711
OG0002107	AT5G28040, AT3G04930	Th2v11146, Th2v18483
OG0002108	AT1G15760, AT1G80520	Th2v10208
OG0002109	AT5G42140	Th2v17213, Th2v20324
OG0002109	AT1G76950	Th2v05733, Th2v20823
OG0002110	AT1G53090, AT3G15354	Th2v22016
OG0002111	AT4G00850	Th2v07855, Th2v16368
OG0002111	AT1G01160	Th2v26985
OG0002112	AT3G44260, AT5G22250	Th2v17950, Th2v18917
OG0002113	AT4G23020, AT4G11780	Th2v16760
OG0002114	AT1G54220, AT3G13930	Th2v23680
OG0002115	AT5G16770, AT3G02940	Th2v09101
OG0002116	AT3G01700, AT5G14380	Th2v06986, Th2v18174, Th2v23178
OG0002117	AT4G32940, AT2G25940	Th2v01956, Th2v02012
OG0002118	AT3G11270, AT5G05780	Th2v08782, Th2v14368, Th2v22193, Th2v30858, Th2v20233
OG0002119	AT1G11990, AT1G62330	Th2v04920, Th2v06000, Th2v14709
OG0002120	AT1G63840, AT5G41400	Th2v20491, Th2v06054, Th2v14762, Th2v04848
OG0002121	AT1G33490, AT4G10140	Th2v17114
OG0002122	AT5G03200, AT3G09770	Th2v08892, Th2v20020
OG0002123	AT1G06070, AT2G31370	Th2v08166
OG0002125	AT1G15500, AT1G80300	Th2v10233, Th2v23426
OG0002126	AT3G05910, AT5G26670	Th2v11254, Th2v18432
OG0002127	AT4G28620, AT4G28630, AT5G58270	Th2v11637
OG0002128	AT1G10300, AT1G50920	Th2v17524, Th2v06172, Th2v14876, Th2v17527
OG0002129	AT4G32830, AT2G25880	Th2v02015, Th2v11095
OG0002130	AT2G40740	Th2v03417, Th2v03418, Th2v06750, Th2v15449
OG0002131	AT2G17110, AT4G35240	Th2v02490, Th2v02905
OG0002132	AT3G05290, AT5G27520	Th2v18462, Th2v25435
OG0002133	AT4G17660, AT5G47070	Th2v10639, Th2v27196
OG0002134	AT4G05523, AT1G13120	Th2v00219
OG0002135	AT5G22930, AT3G44940	Th2v17912, Th2v18869
OG0002136	AT3G06380, AT5G18680	Th2v11332
OG0002139	AT3G11070, AT5G05520	Th2v08768, Th2v20214
OG0002140	AT1G45145, AT5G42980	Th2v10306, Th2v01219, Th2v29066
OG0002141	AT3G05020, AT5G27200	Th2v11157, Th2v18480
OG0002142	AT1G24265, AT1G24267	Th2v28194, Th2v03880, Th2v29794
OG0002143	AT1G06680	Th2v01144, Th2v08215
OG0002144	AT1G22600, AT1G72100	Th2v27938
OG0002145	AT2G46930, AT3G62060	Th2v12972, Th2v22671
OG0002146	AT4G35630, AT2G17630	Th2v02941, Th2v12183
OG0002147	AT5G06950, AT3G12250	Th2v08683
OG0002148	AT3G21190, AT1G51630	Th2v21873, Th2v30024
OG0002150	AT3G24550	Th2v25307, Th2v19553
OG0002151	AT2G24010, AT2G24000	Th2v12453
OG0002151	AT4G30610	Th2v31395
OG0002152	AT4G27100, AT5G54780	Th2v10271, Th2v21613
OG0002153	AT4G17680, AT5G47050	Th2v10641, Th2v17057
OG0002154	AT2G22660, AT4G37900	Th2v02372, Th2v03152
OG0002155	AT1G55230, AT1G55240, AT5G19870	Th2v23671, Th2v26085
OG0002156	AT4G17560, AT5G47190	Th2v17050
OG0002157	AT5G18280, AT3G04080	Th2v09157, Th2v18512
OG0002158	AT5G23490, AT5G08440	Th2v24143
OG0002159	AT1G24140, AT1G70170	Th2v25670
OG0002160	AT4G35780, AT2G17700	Th2v02970, Th2v21585, Th2v12191
OG0002161	AT4G03160, AT4G03170, AT1G20600	Th2v22348
OG0002162	AT2G03280, AT1G14020	Th2v06492, Th2v15189, Th2v28696
OG0002163	AT5G21105, AT5G21100	Th2v17975, Th2v18952
OG0002164	AT5G26990, AT3G05700	Th2v18442, Th2v25457
OG0002165	AT2G16700, AT4G34970	Th2v02876, Th2v12102
OG0002167	AT4G26670, AT5G55510	Th2v09449
OG0002169	AT2G30000	Th2v15803
OG0002169	AT1G07170	Th2v15803
OG0002170	AT5G52570, AT4G25700	Th2v09744, Th2v28955
OG0002171	AT3G59340, AT3G59310, AT3G59320, AT3G59330	Th2v06906
OG0002172	AT2G01980, AT1G14660	Th2v00058
OG0002174	AT2G47250, AT5G14900, AT3G62310	Th2v07270, Th2v16326
OG0002175	AT2G34750, AT2G39240, AT1G30590	Th2v01413
OG0002176	AT3G08640, AT3G08630	Th2v14531, Th2v26424
OG0002177	AT3G45210, AT5G60680	Th2v17899, Th2v18851
OG0002178	AT2G02470, AT1G14510	Th2v06509, Th2v15206, Th2v28669
OG0002179	AT5G59240, AT5G20290	Th2v19046, Th2v21511, Th2v18026, Th2v17662
OG0002180	AT3G29100, AT5G39510	Th2v00406, Th2v23097
OG0002181	AT3G57380, AT2G41640	Th2v06803, Th2v15502, Th2v13176, Th2v25819
OG0002182	AT3G06300, AT5G18900	Th2v11322, Th2v18401
OG0002183	AT3G50230, AT5G67200	Th2v11721, Th2v14228, Th2v26654
OG0002184	AT4G02650, AT1G03050	Th2v16265
OG0002185	AT3G02180, AT5G15600	Th2v23074
OG0002186	AT2G14850, AT4G33890	Th2v02576, Th2v02742, Th2v12007
OG0002187	AT3G48870	Th2v14088, Th2v17341
OG0002187	AT5G50920	Th2v09366, Th2v26844
OG0002188	AT2G34310, AT1G29530	Th2v01334, Th2v26554
OG0002189	AT5G03320, AT3G09830	Th2v20027
OG0002190	AT1G63480, AT1G63470	Th2v04864, Th2v20507
OG0002191	AT5G42540	Th2v11026, Th2v30567
OG0002191	AT1G75660	Th2v04074, Th2v28057
OG0002192	AT1G67110, AT5G38450	Th2v00480, Th2v06301, Th2v15001
OG0002193	AT5G26731, AT3G05937	Th2v18429, Th2v24624
OG0002194	AT4G28000, AT5G52882	Th2v09730, Th2v26925
OG0002195	AT5G55200, AT4G26780	Th2v21641, Th2v09437, Th2v31172
OG0002196	AT1G03040, AT4G02590	Th2v07946, Th2v16268
OG0002197	AT4G34950, AT2G16660	Th2v02515
OG0002198	AT5G64260, AT5G09440	Th2v13721
OG0002199	AT3G27080, AT5G40930	Th2v28482
OG0002200	AT2G28930, AT1G07570	Th2v01099, Th2v07544, Th2v15738, Th2v08285
OG0002201	AT5G59160, AT3G46820	Th2v21298
OG0002202	AT3G20040, AT1G50460	Th2v19191, Th2v19192
OG0002203	AT5G35740, AT2G04910	Th2v08558, Th2v25218
OG0002204	AT1G04510, AT2G33340	Th2v16085, Th2v27093
OG0002205	AT2G01270, AT1G15020	Th2v05442
OG0002206	AT1G49230	Th2v29434
OG0002207	AT3G20010, AT1G50410	Th2v00707
OG0002208	AT3G08510, AT3G55940	Th2v03388, Th2v22402
OG0002209	AT3G11500, AT2G23930	Th2v08745, Th2v14354, Th2v22178
OG0002210	AT5G04090, AT3G10250	Th2v14422, Th2v22250, Th2v08812, Th2v20089
OG0002212	AT1G50090, AT1G50110	Th2v08454
OG0002213	AT2G37940, AT3G54020	Th2v03693, Th2v14587
OG0002214	AT3G49700, AT5G65800	Th2v11755, Th2v13566
OG0002215	AT4G25150, AT5G51260	Th2v09344
OG0002216	AT2G31910, AT1G05580	Th2v15970, Th2v01189, Th2v15971
OG0002217	AT3G01270, AT5G15110	Th2v23122, Th2v24692
OG0002218	AT4G27240, AT5G54630	Th2v28289, Th2v28290
OG0002219	AT4G26830, AT5G55180	Th2v05494, Th2v21640
OG0002220	AT3G02930, AT5G16730	Th2v09098, Th2v22989
OG0002221	AT3G19310, AT1G49740	Th2v29119
OG0002222	AT5G23090, AT5G08190	Th2v13822
OG0002223	AT5G24610	Th2v17411
OG0002223	AT3G49550	Th2v21367
OG0002224	AT5G41315, AT1G63650	Th2v04860, Th2v06046, Th2v14755
OG0002225	AT4G26630, AT5G55660	Th2v05502, Th2v09463, Th2v21665
OG0002226	AT1G13280, AT3G25780	Th2v28557, Th2v00193, Th2v06456, Th2v15154
OG0002227	AT5G06480, AT3G11780	Th2v20306
OG0002229	AT1G14240, AT1G14250, AT1G14230	Th2v06495, Th2v15192
OG0002230	AT3G09380, AT1G68310	Th2v03965
OG0002231	AT1G71050, AT1G22990	Th2v04057
OG0002232	AT2G19830, AT4G29160	Th2v01632, Th2v02194
OG0002235	AT4G18610	Th2v07386, Th2v10690, Th2v27270
OG0002236	AT1G62380, AT1G12010	Th2v04915, Th2v20597
OG0002237	AT3G16860, AT4G16120	Th2v18264, Th2v25510, Th2v25514
OG0002238	AT3G59500	Th2v13333, Th2v25963
OG0002238	AT1G30890	Th2v10512
OG0002239	AT2G24400, AT4G31320	Th2v02089
OG0002240	AT1G10950	Th2v06099, Th2v14808, Th2v04975, Th2v20736
OG0002241	AT5G63680, AT5G08570	Th2v13765, Th2v24150
OG0002242	AT4G22758	Th2v04487
OG0002243	AT1G26770, AT1G69530	Th2v24952, Th2v25620
OG0002244	AT1G49750, AT3G19320	Th2v29409, Th2v29118
OG0002245	AT1G53470, AT3G14810	Th2v23749, Th2v27415, Th2v26037
OG0002246	AT5G58930, AT3G46990	Th2v17807, Th2v18731, Th2v21309
OG0002248	AT5G19060, AT3G06150	Th2v11283, Th2v18410
OG0002250	AT1G59610, AT1G10290	Th2v28570, Th2v05027, Th2v06129, Th2v14838
OG0002251	AT5G13090, AT1G24270	Th2v28192, Th2v30354, Th2v31508
OG0002252	AT3G23830, AT4G13850	Th2v19482, Th2v24552
OG0002253	AT5G55050	Th2v21631, Th2v05487, Th2v09425
OG0002254	AT2G38170, AT3G51860	Th2v16987
OG0002255	AT3G59920, AT2G44100	Th2v06954, Th2v13394, Th2v26009
OG0002256	AT2G17390, AT4G35450	Th2v02483, Th2v02926
OG0002257	AT2G20560, AT4G28480	Th2v12666
OG0002258	AT5G13860, AT3G12400	Th2v08671, Th2v14296, Th2v22119
OG0002259	AT1G17790, AT1G73150	Th2v05936, Th2v21057, Th2v09969
OG0002260	AT1G80160, AT1G15380	Th2v23435
OG0002262	AT1G23147, AT1G23145, AT4G11510, AT3G04735	Th2v11127
OG0002263	AT1G33607, AT5G08055, AT5G08315, AT5G19315	Th2v24125, Th2v02698, Th2v02697, Th2v04550, Th2v22073
OG0002267	AT3G57780, AT2G42320	Th2v13207, Th2v25847
OG0002268	AT1G20610, AT1G76310	Th2v04103, Th2v28143
OG0002269	AT4G14368, AT3G23270	Th2v19420, Th2v24573
OG0002270	AT3G25585, AT1G13560	Th2v28568, Th2v00179, Th2v06464, Th2v15162
OG0002271	AT1G15270, AT3G16040	Th2v00849, Th2v21939
OG0002272	AT1G07510, AT2G29080	Th2v01094, Th2v07529, Th2v15749
OG0002273	AT4G38780, AT1G80070	Th2v10256, Th2v07758
OG0002274	AT3G25230	Th2v19588, Th2v25387
OG0002274	AT5G48570	Th2v11454, Th2v24792
OG0002275	AT5G01570, AT3G08880	Th2v08973, Th2v19888
OG0002276	AT4G03950, AT1G61800	Th2v20635
OG0002277	AT2G25430, AT4G32285	Th2v01873, Th2v11119
OG0002278	AT4G17900	Th2v17080, Th2v27174
OG0002279	AT2G19780, AT4G29240	Th2v01641, Th2v12493
OG0002280	AT3G60350, AT2G44900	Th2v07088, Th2v18087, Th2v12788, Th2v22475
OG0002281	AT4G03010, AT1G03440	Th2v07967, Th2v16222
OG0002282	AT2G35585, AT1G31940	Th2v01464, Th2v27784
OG0002283	AT4G24630, AT5G50020	Th2v28595, Th2v29880
OG0002284	AT1G76405, AT1G20816	Th2v05777, Th2v20872, Th2v09787
OG0002285	AT1G12780, AT1G63180	Th2v04869, Th2v20531
OG0002286	AT1G68650, AT1G25520	Th2v07801, Th2v29699, Th2v24866
OG0002287	AT5G04410, AT3G10500	Th2v14412, Th2v22240, Th2v20123
OG0002288	AT1G69460	Th2v24943
OG0002288	AT1G26690	Th2v03992
OG0002289	AT3G17920, AT1G48540	Th2v26340, Th2v27629
OG0002290	AT3G07195, AT5G48657	Th2v11442
OG0002291	AT5G65925, AT3G49820	Th2v13552
OG0002292	AT1G58080, AT1G09795	Th2v06153, Th2v14860, Th2v24318
OG0002293	AT1G59725, AT1G10350	Th2v05023
OG0002294	AT2G34355	Th2v01339, Th2v01340
OG0002294	AT2G34350	Th2v01338
OG0002295	AT1G59980	Th2v05007
OG0002295	AT1G24120	Th2v04017, Th2v25672, Th2v24965
OG0002296	AT1G54340	Th2v00579
OG0002296	AT1G65930	Th2v06277, Th2v14978, Th2v05261
OG0002297	AT1G76300	Th2v04102
OG0002297	AT1G20580	Th2v28141
OG0002298	AT4G20390, AT5G44550	Th2v04307
OG0002299	AT2G26160, AT3G25750, AT1G44080, AT4G35733	Th2v02947
OG0002300	AT3G26960, AT5G41050	Th2v28491
OG0002301	AT2G29990, AT1G07180	Th2v07469, Th2v15801
OG0002302	AT2G45440, AT3G60880	Th2v07132, Th2v12840, Th2v22529
OG0002303	AT4G32375, AT4G32380, AT4G32370	Th2v02047
OG0002304	AT4G28420, AT2G20610	Th2v02250
OG0002305	AT5G65750	Th2v13570
OG0002305	AT3G55410	Th2v03357
OG0002306	AT4G15765	Th2v18240, Th2v18241, Th2v31421
OG0002306	AT4G15760	Th2v25494, Th2v26254
OG0002307	AT4G21880, AT4G04790	Th2v04404
OG0002308	AT1G19710, AT1G75420	Th2v04064, Th2v05840, Th2v20938
OG0002309	AT2G41140, AT3G56760	Th2v03435, Th2v28441
OG0002310	AT1G69990, AT1G27190	Th2v04008, Th2v24975
OG0002311	AT3G53690	Th2v11928
OG0002312	AT1G23760, AT1G70370	Th2v25685, Th2v04031, Th2v18036, Th2v25044
OG0002313	AT3G02790, AT5G16470	Th2v09078
OG0002314	AT5G67500	Th2v11746, Th2v14251, Th2v26626, Th2v31335
OG0002315	AT1G10970, AT1G60960	Th2v29027
OG0002316	AT4G38200	Th2v02274
OG0002316	AT4G35380	Th2v12156
OG0002317	AT1G13860, AT2G03480	Th2v00138, Th2v06482, Th2v15179
OG0002318	AT5G66580, AT3G50800	Th2v11686, Th2v13463
OG0002319	AT1G33770, AT4G10010	Th2v04669
OG0002320	AT5G09660, AT2G22780	Th2v13691, Th2v24197
OG0002321	AT1G76100, AT1G20340	Th2v04095, Th2v05802, Th2v20896
OG0002322	AT2G24060, AT4G30690	Th2v01772
OG0002323	AT3G49960, AT5G67400	Th2v11735, Th2v14242, Th2v26640
OG0002324	AT4G30550, AT2G23970	Th2v01764, Th2v12455
OG0002325	AT5G13210, AT3G24780	Th2v28178
OG0002326	AT5G04130, AT3G10270	Th2v08814, Th2v20091
OG0002328	AT5G03890, AT3G10120	Th2v08861, Th2v20076
OG0002329	AT5G27470	Th2v11180, Th2v25434
OG0002330	AT2G39280, AT3G55020	Th2v06650, Th2v15349, Th2v22296
OG0002332	AT1G51040, AT1G49340	Th2v30047
OG0002333	AT2G16230, AT4G34480	Th2v02835, Th2v29674
OG0002334	AT2G36680, AT3G53120	Th2v11080, Th2v30048
OG0002335	AT2G44010, AT3G59880	Th2v27464
OG0002336	AT2G28860, AT2G28850, AT2G34490, AT2G34500	Th2v01358
OG0002337	AT1G37130	Th2v04775, Th2v10975
OG0002337	AT1G77760	Th2v05681, Th2v20763
OG0002338	AT3G02980, AT5G16800	Th2v09104, Th2v22985
OG0002339	AT2G32960, AT1G05000	Th2v16035, Th2v27124
OG0002340	AT3G63380	Th2v13102, Th2v22810
OG0002340	AT3G22910	Th2v19372
OG0002341	AT3G03010, AT5G16870	Th2v09109
OG0002342	AT5G26120, AT3G10740	Th2v08809, Th2v20171
OG0002343	AT1G32610, AT2G35230	Th2v01500, Th2v29224
OG0002344	AT1G33480, AT4G10150, AT4G10160	Th2v04655, Th2v10917
OG0002345	AT4G12000, AT4G22850	Th2v04496
OG0002346	AT2G46940, AT3G62070	Th2v27552
OG0002347	AT5G25450, AT4G32470	Th2v02039
OG0002348	AT5G46610, AT4G17970	Th2v27166
OG0002349	AT1G31660	Th2v01443
OG0002350	AT4G08510, AT1G36990	Th2v10968, Th2v04772, Th2v17172
OG0002351	AT5G07120, AT5G37050, AT5G58440	Th2v17786
OG0002352	AT1G61930, AT1G11700	Th2v04936
OG0002353	AT5G09670, AT5G64550	Th2v13689
OG0002354	AT3G20760, AT1G51130	Th2v24419
OG0002355	AT5G66910, AT5G66900	Th2v11707
OG0002356	AT3G62990, AT2G47950	Th2v07331, Th2v13068, Th2v22776
OG0002357	AT3G16650, AT4G15900	Th2v25505, Th2v26293, Th2v27678
OG0002358	AT1G15770, AT1G15780	Th2v23402
OG0002359	AT4G17410, AT5G47430	Th2v27215
