Orthogroup	Arabidopsis_thaliana	Thellungiella_parvula
OG0002122	AT5G03200	Sp6g39520.1
OG0002122	AT3G09770	Sp3g08110.1
OG0002123	AT1G06070	Sp1g04880.1
OG0002123	AT2G31370	Sp4g13850.1
OG0002125	AT1G15500	Sp1g13860.1
OG0002125	AT1G80300	Sp5g35510.1
OG0002126	AT3G05910	Sp3g04800.1
OG0002126	AT5G26670	Sp2g21310.1
OG0002127	AT4G28630	Sp6g12100.1, Sp7g26600.1
OG0002127	AT5G58270	Sp6g19930.1
OG0002128	AT1G10300, AT1G50920	Sp1g03550.1
OG0002129	AT4G32830	Sp7g30600.1
OG0002129	AT2G25880	Sp4g05720.1
OG0002130	AT2G40740	Sp4g23050.1
OG0002131	AT2G17110	Sp3g30410.1
OG0002131	AT4G35240	Sp7g33010.1
OG0002132	AT3G05290	Sp3g04140.1
OG0002132	AT5G27520	Sp2g20710.1
OG0002133	AT4G17660	Sp7g16480.1
OG0002133	AT5G47070	Sp2g11880.1
OG0002134	AT4G05523	Sp2g10400.1
OG0002134	AT1G13120	Sp1g11650.1
OG0002135	AT5G22930	Sp6g22460.1
OG0002135	AT3G44940	Sp5g16290.1
OG0002136	AT3G06380	Sp3g05290.1
OG0002136	AT5G18680	Sp6g25660.1
OG0002139	AT3G11070	Sp3g09400.1
OG0002139	AT5G05520	Sp6g37330.1
OG0002140	AT1G45145	Sp1g33900.1
OG0002140	AT5G42980	Sp2g07740.1
OG0002141	AT3G05020	Sp3g03850.1
OG0002141	AT5G27200	Sp2g20440.1
OG0002142	AT1G24265	Sp1g23510.1
OG0002142	AT1G24267	Sp1g23500.1
OG0002143	AT1G06680	Sp1g05410.1
OG0002144	AT1G22600	Sp1g20090.1
OG0002144	AT1G72100	Sp5g27160.1
OG0002145	AT2G46930	Sp4g28960.1
OG0002145	AT3G62060	Sp5g01310.1
OG0002146	AT4G35630	Sp7g33400.1
OG0002146	AT2G17630	Sp3g30960.1
OG0002147	AT5G06950	Sp6g35920.1
OG0002147	AT3G12250	Sp3g10470.1
OG0002148	AT3G21190	Sp3g19170.1
OG0002148	AT1G51630	Sp1g38270.1
OG0002149	AT3G44320, AT3G44310, AT3G44300	Sp2g02540.1, Sp5g16970.1, Sp5g16960.1
OG0002150	AT3G24550	Sp3g22330.1
OG0002151	AT2G24000	Sp4g02910.1
OG0002151	AT4G30610	Sp7g28480.1
OG0002152	AT4G27100	Sp7g25070.1
OG0002152	AT5G54780	Sp6g16720.1
OG0002153	AT4G17680	Sp7g16460.1
OG0002153	AT5G47050	Sp2g11860.1
OG0002154	AT2G22660	Sp4g01683.1
OG0002154	AT4G37900	Sp7g35540.1
OG0002155	AT5G19870	Sp6g24520.1
OG0002156	AT4G17560	Sp7g16600.1
OG0002156	AT5G47190	Sp2g11990.1
OG0002157	AT5G18280	Sp6g26020.1
OG0002157	AT3G04080	Sp3g03050.1
OG0002158	AT5G23490	Sp2g23690.1
OG0002158	AT5G08440	Sp6g34480.1
OG0002159	AT1G24140	Sp1g21470.1
OG0002159	AT1G70170	Sp5g25290.1
OG0002160	AT4G35780	Sp7g33540.1
OG0002160	AT2G17700	Sp3g31090.1
OG0002161	AT4G03170, AT1G20600	Sp4g22450.1, Sp5g18240.1
OG0002162	AT2G03280	Sp2g14210.1
OG0002162	AT1G14020	Sp1g12380.1
OG0002163	AT5G21105	Sp6g23410.1
OG0002163	AT5G21100	Sp6g23420.1
OG0002164	AT5G26990	Sp2g21060.1
OG0002164	AT3G05700	Sp3g04580.1
OG0002165	AT2G16700	Sp3g30080.1
OG0002165	AT4G34970	Sp7g32730.1
OG0002166	AT3G44190	Sp5g17130.1
OG0002166	AT5G22140	Sp6g23040.1
OG0002167	AT4G26670	Sp7g24640.1
OG0002167	AT5G55510	Sp6g17400.1
OG0002168	AT4G18530	Sp7g15500.1
OG0002169	AT2G30000, AT1G07170	Sp4g12570.1, Sp1g05940.1
OG0002170	AT5G52570	Sp6g14770.1
OG0002170	AT4G25700	Sp7g23740.1
OG0002171	AT3G59340	Sp5g03780.1
OG0002171	AT3G59310	Sp5g03790.1
OG0002172	AT2G01980	Sp2g13410.1
OG0002172	AT1G14660	Sp1g13020.1, Sp1g13030.1, Sp1g13040.1
OG0002173	AT3G58320	Sp5g04450.1
OG0002174	AT3G62310	Sp5g01080.1
OG0002175	AT2G34750	Sp4g17040.1
OG0002177	AT3G45210	Sp5g16090.1
OG0002177	AT5G60680	Sp6g22250.1
OG0002178	AT2G02470	Sp2g13700.1
OG0002178	AT1G14510	Sp1g12870.1
OG0002180	AT3G29100	Sp2g17740.1
OG0002180	AT5G39510	Sp7g02450.1
OG0002181	AT3G57380	Sp5g05220.1
OG0002181	AT2G41640	Sp4g23890.1
OG0002182	AT3G06300	Sp3g05210.1
OG0002182	AT5G18900	Sp6g25490.1
OG0002183	AT3G50230	Sp5g11930.1
OG0002183	AT5G67200	Sp2g29470.1
OG0002184	AT4G02650	Sp6g02560.1
OG0002184	AT1G03050	Sp1g02040.1
OG0002185	AT3G02180	Sp3g01260.1
OG0002185	AT5G15600	Sp6g28500.1
OG0002186	AT2G14850	Sp3g28100.1
OG0002186	AT4G33890	Sp7g31620.1
OG0002187	AT3G48870	Sp5g13180.1
OG0002187	AT5G50920	Sp6g13090.1
OG0002188	AT2G34310	Sp4g16580.1
OG0002188	AT1G29530	Sp1g25470.1
OG0002189	AT5G03320	SpUn0341_0010.1
OG0002189	AT3G09830	Sp3g08160.1
OG0002190	AT1G63480, AT1G63470	Sp2g01140.1
OG0002191	AT5G42540	Sp1g12700.1
OG0002191	AT1G75660	Sp5g30760.1
OG0002192	AT1G67110	Sp5g22040.1
OG0002192	AT5G38450	Sp7g03600.1
OG0002193	AT5G26731	Sp2g21390.1
OG0002193	AT3G05937	Sp3g04850.1
OG0002194	AT4G28000	Sp7g25940.1
OG0002194	AT5G52882	Sp6g15050.1
OG0002195	AT5G55200	Sp6g17130.1
OG0002195	AT4G26780	Sp7g24760.1
OG0002196	AT1G03040	Sp1g02030.1
OG0002196	AT4G02590	Sp6g02500.1
OG0002197	AT4G34950	Sp7g32710.1
OG0002197	AT2G16660	Sp3g30090.1
OG0002198	AT5G64260	Sp2g27320.1
OG0002198	AT5G09440	Sp6g33890.1
OG0002199	AT3G27080	Sp2g16210.1, Sp2g16205.1
OG0002199	AT5G40930	Sp7g01020.1
OG0002200	AT2G28930	Sp4g11740.1
OG0002200	AT1G07570	Sp1g06300.1
OG0002201	AT3G46820	Sp5g14910.1
OG0002202	AT3G20040	Sp3g18070.1
OG0002202	AT1G50460	Sp1g37290.1
OG0002203	AT5G35740	Sp7g06430.1
OG0002203	AT2G04910	Sp3g23510.1
OG0002204	AT1G04510	Sp1g03340.1
OG0002204	AT2G33340	Sp4g15650.1
OG0002205	AT2G01270	Sp2g12730.1
OG0002205	AT1G15020	Sp1g13410.1
OG0002206	AT1G49230	Sp1g36110.1
OG0002207	AT3G20010	Sp3g18040.1
OG0002207	AT1G50410	Sp1g37240.1
OG0002208	AT3G08510	Sp3g07000.1
OG0002208	AT3G55940	Sp7g11290.1, Sp5g06590.1
OG0002209	AT3G11500	Sp3g09730.1
OG0002209	AT2G23930	Sp4g02830.1
OG0002210	AT5G04090	Sp6g38650.1
OG0002210	AT3G10250	Sp3g08520.1
OG0002212	AT1G50090	Sp1g36980.1, Sp1g36940.1
OG0002212	AT1G50110	Sp1g36990.1
OG0002213	AT2G37940	Sp4g20250.1
OG0002213	AT3G54020	Sp5g08370.1
OG0002214	AT3G49700	Sp5g12390.1
OG0002214	AT5G65800	Sp2g28890.1
OG0002215	AT4G25150	Sp7g23150.1
OG0002215	AT5G51260	Sp6g13450.1
OG0002216	AT2G31910	Sp4g14270.1
OG0002216	AT1G05580	Sp1g04430.1
OG0002217	AT3G01270	Sp3g00830.1
OG0002217	AT5G15110	Sp6g28960.1
OG0002218	AT4G27240	Sp7g25160.1
OG0002218	AT5G54630	Sp6g16590.1
OG0002219	AT5G55180	Sp6g17110.1
OG0002220	AT3G02930	Sp3g01990.1
OG0002220	AT5G16730	Sp6g27420.1
OG0002221	AT3G19310	Sp3g17390.1
OG0002221	AT1G49740	Sp1g36630.1
OG0002222	AT5G23090	Sp2g24030.1
OG0002222	AT5G08190	Sp6g34750.1
OG0002223	AT5G24610	Sp2g22770.1
OG0002223	AT3G49550	Sp5g12560.1
OG0002224	AT5G41315	SpUn0010_0110.1, Sp7g00630.1
OG0002224	AT1G63650	Sp2g01010.1
OG0002225	AT4G26630	Sp7g24590.1
OG0002225	AT5G55660	Sp6g17570.1
OG0002226	AT1G13280	Sp1g11790.1
OG0002226	AT3G25780	Sp2g15020.1
OG0002227	AT5G06480	Sp6g36380.1
OG0002227	AT3G11780	Sp3g10010.1
OG0002229	AT1G14240, AT1G14250	Sp1g12600.1, Sp1g12590.1
OG0002229	AT1G14230	Sp1g12580.1
OG0002230	AT1G68310	Sp5g23360.1
OG0002231	AT1G71050	Sp5g26220.1
OG0002231	AT1G22990	Sp1g20450.1
OG0002232	AT4G29160	Sp7g27090.1
OG0002233	AT5G47550	Sp2g12280.1
OG0002234	AT1G54300, AT3G05770	Sp2g07670.1
OG0002236	AT1G12010	Sp1g10680.1
OG0002237	AT3G16860	Sp3g15110.1
OG0002238	AT3G59500	Sp5g03660.1
OG0002238	AT1G30890	Sp1g26790.1
OG0002239	AT2G24400	Sp4g03430.1
OG0002239	AT4G31320	Sp7g29170.1
OG0002240	AT1G10950	Sp1g09670.1
OG0002241	AT5G63680	Sp2g26780.1
OG0002241	AT5G08570	Sp6g34290.1
OG0002242	AT4G22758	Sp7g20810.1
OG0002243	AT1G26770	Sp1g22030.1
OG0002243	AT1G69530	Sp5g24650.1
OG0002244	AT1G49750	Sp1g36640.1
OG0002244	AT3G19320	Sp3g17400.1
OG0002245	AT1G53470	Sp1g40010.1
OG0002245	AT3G14810	Sp3g13030.1
OG0002246	AT5G58930	Sp6g20630.1
OG0002246	AT3G46990	Sp5g14730.1
OG0002248	AT5G19060	Sp6g25320.1
OG0002248	AT3G06150	Sp3g05110.1
OG0002249	AT4G36590	Sp4g11470.1, Sp7g34230.1
OG0002250	AT1G59610	Sp2g04970.1
OG0002250	AT1G10290	Sp1g08880.1
OG0002251	AT5G13090	Sp6g30890.1
OG0002251	AT1G24270	Sp1g23490.1
OG0002252	AT3G23830	Sp3g21550.1
OG0002252	AT4G13850	Sp7g11680.1
OG0002253	AT5G55050	Sp6g16990.1, Sp6g16980.1
OG0002254	AT2G38170	Sp4g20490.1
OG0002254	AT3G51860	Sp5g10410.1
OG0002255	AT3G59920	Sp5g03250.1
OG0002255	AT2G44100	Sp4g26180.1
OG0002256	AT2G17390	Sp3g30720.1
OG0002256	AT4G35450	Sp7g33220.1
OG0002257	AT2G20560	Sp3g33770.1
OG0002257	AT4G28480	Sp7g26450.1
OG0002258	AT5G13860	Sp6g30140.1
OG0002258	AT3G12400	Sp3g10590.1
OG0002259	AT1G17790	Sp1g15870.1
OG0002259	AT1G73150	Sp5g28110.1
OG0002260	AT1G80160	Sp5g35640.1
OG0002260	AT1G15380	Sp1g13710.1
OG0002267	AT3G57780	Sp5g04910.1
OG0002267	AT2G42320	Sp4g24490.1
OG0002268	AT1G20610	Sp1g18300.1
OG0002268	AT1G76310	Sp5g31450.1
OG0002269	AT4G14368	Sp7g12450.1
OG0002269	AT3G23270	Sp3g20920.1, Sp5g23260.1
OG0002270	AT3G25585	Sp2g14850.1
OG0002270	AT1G13560	Sp1g11950.1
OG0002271	AT1G15270	Sp1g13580.1
OG0002271	AT3G16040	Sp3g14390.1
OG0002272	AT1G07510	Sp1g06240.1
OG0002272	AT2G29080	Sp4g11900.1
OG0002273	AT1G80070	Sp5g35830.1
OG0002274	AT3G25230	Sp3g22860.1
OG0002274	AT5G48570	Sp2g18930.1
OG0002275	AT3G08880	Sp3g07270.1
OG0002276	AT4G03950	Sp1g10220.1
OG0002276	AT1G61800	Sp2g02730.1
OG0002277	AT2G25430	Sp4g04660.1
OG0002277	AT4G32285	Sp7g30040.1
OG0002278	AT4G17900	Sp7g16210.1
OG0002279	AT2G19780	Sp3g33130.1
OG0002279	AT4G29240	Sp7g27170.1
OG0002280	AT3G60350	Sp5g02870.1, SpUN0080_0050.1
OG0002280	AT2G44900	Sp4g26970.1
OG0002281	AT4G03010	Sp6g03050.1
OG0002281	AT1G03440	Sp1g02410.1
OG0002282	AT2G35585	Sp4g17800.1
OG0002282	AT1G31940	Sp1g27670.1
OG0002283	AT4G24630	Sp7g22620.1
OG0002283	AT5G50020	Sp6g11850.1
OG0002284	AT1G76405	Sp5g31560.1
OG0002284	AT1G20816	Sp1g18510.1
OG0002285	AT1G12780	Sp1g11340.1
OG0002285	AT1G63180	Sp2g01390.1
OG0002286	AT1G68650	Sp5g23750.1
OG0002286	AT1G25520	Sp1g22690.1
OG0002287	AT5G04410	Sp6g38330.1
OG0002287	AT3G10500	Sp3g08760.1
OG0002288	AT1G69460	Sp5g24530.1
OG0002288	AT1G26690	Sp1g22110.1
OG0002289	AT3G17920	Sp3g16040.1
OG0002289	AT1G48540	Sp1g35480.1
OG0002290	AT3G07195	Sp3g06140.1
OG0002290	AT5G48657	Sp2g19070.1
OG0002291	AT5G65925	Sp2g29000.1
OG0002291	AT3G49820	Sp5g12270.1
OG0002292	AT1G58080	Sp2g05490.1
OG0002292	AT1G09795	Sp1g08400.1
OG0002293	AT1G59725	Sp2g04820.1
OG0002293	AT1G10350	Sp1g08950.1
OG0002294	AT2G34355	Sp4g16620.1
OG0002294	AT2G34350	Sp4g16610.1
OG0002295	AT1G59980	Sp2g04620.1
OG0002295	AT1G24120	Sp1g21450.1
OG0002296	AT1G54340	Sp1g41880.1
OG0002296	AT1G65930	Sp5g21000.1
OG0002297	AT1G76300	Sp5g31440.1
OG0002297	AT1G20580	Sp1g18290.1
OG0002298	AT4G20390	Sp7g18760.1
OG0002298	AT5G44550	SpUn0524_0010.1
OG0002300	AT3G26960	Sp2g16110.1
OG0002300	AT5G41050	Sp7g00860.1
OG0002301	AT2G29990	Sp4g12550.1
OG0002301	AT1G07180	Sp1g05950.1
OG0002302	AT2G45440	Sp4g27470.1
OG0002302	AT3G60880	Sp5g02370.1
OG0002303	AT4G32370	Sp7g30140.1
OG0002304	AT4G28420	Sp7g26400.1
OG0002304	AT2G20610	Sp3g33870.1
OG0002305	AT5G65750	Sp2g28850.1
OG0002305	AT3G55410	Sp5g07060.1
OG0002306	AT4G15765	Sp7g14100.1
OG0002306	AT4G15760	Sp7g14090.1
OG0002307	AT4G21880	Sp7g20030.1
OG0002307	AT4G04790	Sp6g04150.1
OG0002308	AT1G19710	Sp1g17540.1
OG0002308	AT1G75420	Sp5g30560.1
OG0002309	AT2G41140	Sp4g23450.1
OG0002309	AT3G56760	Sp5g05810.1
OG0002310	AT1G69990	Sp5g25100.1
OG0002310	AT1G27190	Sp1g21580.1
OG0002311	AT3G53690	Sp4g07320.1
OG0002312	AT1G70370	Sp5g25480.1
OG0002313	AT3G02790	Sp3g01820.1
OG0002313	AT5G16470	Sp6g27710.1
OG0002314	AT5G67500	Sp2g29150.1
OG0002315	AT1G10970	Sp1g09690.1
OG0002315	AT1G60960	Sp2g03620.1
OG0002316	AT4G38200	Sp7g37550.1
OG0002316	AT4G35380	Sp7g33170.1
OG0002317	AT1G13860	Sp1g12100.1
OG0002317	AT2G03480	Sp2g14390.1
OG0002318	AT5G66580	Sp2g30130.1
OG0002318	AT3G50800	Sp5g11420.1
OG0002319	AT1G33770	Sp1g29110.1
OG0002319	AT4G10010	Sp6g07370.1
OG0002320	AT5G09660	Sp6g33720.1
OG0002320	AT2G22780	Sp4g01770.1
OG0002321	AT1G76100	Sp5g31220.1
OG0002321	AT1G20340	Sp1g18060.1
OG0002322	AT2G24060	Sp4g02970.1
OG0002322	AT4G30690	Sp7g28600.1
OG0002323	AT3G49960	Sp5g12150.1
OG0002323	AT5G67400	Sp2g29260.1
OG0002324	AT4G30550	Sp7g28430.1
OG0002324	AT2G23970	Sp4g02880.1
OG0002326	AT5G04130	Sp6g38620.1
OG0002326	AT3G10270	Sp3g08540.1
OG0002327	AT3G28500	Sp2g17260.1
OG0002327	AT5G40040	Sp7g02060.1
OG0002328	AT5G03890	Sp6g38840.1
OG0002328	AT3G10120	Sp3g08400.1
OG0002329	AT5G27470	Sp2g20690.1
OG0002330	AT2G39280	Sp4g21600.1, SpUn0018_0070.1
OG0002330	AT3G55020	Sp5g07400.1
OG0002332	AT1G51040	Sp1g37760.1
OG0002332	AT1G49340	Sp1g36200.1
OG0002333	AT2G16230	Sp3g29420.1
OG0002333	AT4G34480	Sp7g32270.1
OG0002334	AT2G36680	Sp4g18950.1
OG0002334	AT3G53120	Sp5g09200.1
OG0002335	AT2G44010	Sp4g26100.1
OG0002335	AT3G59880	Sp5g03270.1
OG0002336	AT2G28860, AT2G28850, AT2G34490, AT2G34500	Sp4g16760.1
OG0002337	AT1G37130	Sp1g31260.1
OG0002337	AT1G77760	Sp5g32930.1
OG0002338	AT3G02980	Sp3g02040.1
OG0002338	AT5G16800	Sp6g27330.1
OG0002339	AT2G32960	Sp4g15320.1
OG0002339	AT1G05000	Sp1g03880.1
OG0002340	AT3G63380	Sp5g00170.1
OG0002340	AT3G22910	Sp3g20600.1, SpUn0119_0020.1
OG0002341	AT3G03010	Sp3g02070.1
OG0002341	AT5G16870	Sp6g27230.1
OG0002342	AT5G26120	Sp6g37780.1
OG0002342	AT3G10740	Sp3g09070.1
OG0002343	AT2G35230	Sp4g17450.1
OG0002344	AT1G33480	Sp1g28930.1
OG0002344	AT4G10150, AT4G10160	Sp6g07260.1
OG0002345	AT4G12000	Sp6g05510.1
OG0002345	AT4G22850	Sp7g20930.1
OG0002346	AT3G62070	Sp5g01300.1
OG0002347	AT4G32470	Sp4g05010.1, Sp7g30260.1
OG0002348	AT5G46610	Sp2g11440.1
OG0002348	AT4G17970	Sp7g16140.1
OG0002349	AT1G31660	Sp1g27340.1
OG0002350	AT4G08510	Sp6g09350.1
OG0002350	AT1G36990	Sp1g31190.1
OG0002351	AT5G07120	SpUn0354_0020.1
OG0002352	AT1G61930	Sp2g02630.1
OG0002352	AT1G11700	Sp1g10310.1
OG0002353	AT5G09670	Sp6g33710.1
OG0002353	AT5G64550	Sp2g27620.1
OG0002354	AT3G20760	Sp3g18780.1
OG0002354	AT1G51130	Sp1g37860.1
OG0002355	AT5G66900	Sp2g29750.1
OG0002356	AT3G62990	Sp5g00530.1
OG0002356	AT2G47950	Sp4g29870.1
OG0002357	AT3G16650	Sp3g14940.1
OG0002357	AT4G15900	Sp7g14350.1
OG0002358	AT1G15770, AT1G15780	Sp1g14070.1
OG0002359	AT4G17410	Sp7g16790.1
OG0002359	AT5G47430	Sp2g12130.1
OG0002360	AT2G20260	Sp3g33490.1
OG0002360	AT4G28750	Sp7g26760.1
OG0002361	AT3G04550	Sp3g03390.1
OG0002361	AT5G28500	Sp2g20170.1
OG0002362	AT4G37580	Sp7g35250.1
OG0002362	AT2G23060	Sp4g02080.1
OG0002364	AT2G31730	Sp4g14190.1
OG0002364	AT1G05710	Sp1g04530.1
OG0002365	AT3G01520	Sp3g00530.1
OG0002365	AT5G14680	Sp6g29360.1
OG0002366	AT5G23700	Sp2g23530.1
OG0002366	AT3G48860	Sp5g13190.1
OG0002367	AT3G50650	Sp5g11570.1
OG0002367	AT5G66770	Sp2g29910.1
OG0002368	AT1G10370	Sp1g08970.1
OG0002370	AT3G23340	Sp3g21010.1
OG0002370	AT4G14340	Sp7g12370.1
OG0002371	AT1G32470	Sp1g28430.1
OG0002371	AT2G35370	Sp4g17590.1
OG0002372	AT1G56010	Sp1g41620.1
OG0002372	AT3G12977	Sp3g11130.1
OG0002373	AT1G25400	Sp1g22820.1
OG0002373	AT1G68440	Sp5g23510.1
OG0002374	AT2G21210	Sp4g00390.1
OG0002374	AT4G38840	Sp7g36990.1
OG0002375	AT3G05130	Sp3g03950.1
OG0002375	AT5G27330	Sp2g20550.1
OG0002376	AT1G72330	Sp5g27420.1
OG0002376	AT1G17290	Sp1g15430.1
OG0002377	AT4G14840	Sp7g12990.1
OG0002377	AT3G22520	Sp3g20280.1
OG0002378	AT4G26100	Sp7g24120.1
OG0002378	AT5G57015	Sp6g18720.1
OG0002379	AT1G52230	Sp1g38770.1
OG0002379	AT3G16140	Sp3g14500.1
OG0002380	AT3G56860	Sp5g05730.1
OG0002380	AT2G41060	Sp4g23390.1
OG0002381	AT5G64650	Sp2g27710.1, Sp6g33620.1
OG0002382	AT4G31670	Sp7g29480.1
OG0002382	AT2G24640	Sp4g03620.1
OG0002383	AT4G25810	Sp7g23830.1
OG0002383	AT5G57560	Sp6g19250.1, Sp6g19260.1
OG0002384	AT4G25990	Sp7g24010.1
OG0002384	AT5G57180	Sp6g18910.1
OG0002385	AT3G61560	Sp5g01850.1
OG0002385	AT2G46170	Sp4g28230.1
OG0002386	AT1G18800	Sp1g16780.1
OG0002387	AT1G70140	Sp5g25250.1
OG0002387	AT1G24150	Sp1g21500.1
OG0002388	AT4G38950	Sp7g36890.1
OG0002388	AT2G21300	Sp4g00490.1
OG0002389	AT4G25440	Sp7g23490.1
OG0002389	AT5G51980	Sp6g14230.1
OG0002390	AT2G23130	Sp4g02190.1
OG0002390	AT4G37450	Sp7g35110.1
OG0002391	AT1G16380	Sp1g14550.1
OG0002391	AT1G79400	Sp5g34450.1
OG0002392	AT1G71770	Sp5g26790.1, SpUn0095_0020.1
OG0002392	AT1G22760	Sp1g20270.1
OG0002393	AT1G51900	Sp1g38540.1
OG0002393	AT2G14830	Sp3g34140.1
OG0002394	AT4G30130	Sp7g27980.1
OG0002394	AT2G19090	Sp3g32490.1
OG0002395	AT5G19110	Sp1g33270.1, Sp6g25250.1, Sp4g23360.1
OG0002396	AT3G15630	Sp3g13930.1
OG0002396	AT1G52720	Sp1g39280.1
OG0002397	AT2G18969	Sp3g32420.1
OG0002397	AT4G30180	Sp7g28050.1
OG0002398	AT2G02810	Sp2g13910.1
OG0002398	AT1G14360	Sp1g12730.1
OG0002399	AT1G04450	Sp1g03280.1
OG0002399	AT2G33460	Sp4g15800.1
OG0002400	AT1G04470	Sp1g03300.1
OG0002400	AT2G33420	Sp4g15750.1
OG0002401	AT4G04910	Sp6g04050.1, SpUn0051_0030.1
OG0002402	AT5G49020	Sp2g19400.1
OG0002402	AT3G06930	Sp3g05880.1
OG0002403	AT2G44040	Sp4g26120.1
OG0002404	AT3G05820	Sp3g04680.1
OG0002404	AT1G56560	Sp2g06210.1
OG0002405	AT5G61390	Sp2g24600.1
OG0002405	AT5G07710	Sp6g35190.1
OG0002406	AT1G80820	Sp5g34940.1
OG0002406	AT1G15950	Sp1g14260.1
OG0002407	AT3G01015	Sp3g01130.1
OG0002407	AT5G15510	Sp6g28590.1
OG0002408	AT4G21810	Sp7g19980.1
OG0002408	AT4G04860	Sp6g04120.1
OG0002409	AT2G33330	Sp4g15640.1
OG0002409	AT1G04520	Sp1g03350.1
OG0002410	AT3G01516	Sp3g00540.1
OG0002410	AT5G14690	Sp6g29350.1
OG0002411	AT1G25560	Sp1g22650.1
OG0002411	AT1G68840	Sp5g23950.1
OG0002412	AT1G10940	Sp1g09660.1
OG0002413	AT1G02800	Sp1g01770.1
OG0002413	AT4G02290	Sp6g02180.1
OG0002414	AT3G49970	Sp5g12120.1
OG0002414	AT5G67385	Sp2g29280.1
OG0002415	AT1G66460	Sp5g21520.1
OG0002415	AT5G37790	Sp7g04250.1
OG0002416	AT3G22380	Sp3g20150.1
OG0002417	AT5G21090	Sp6g23430.1
OG0002417	AT3G43740	Sp5g17460.1
OG0002418	AT1G70440	Sp5g25520.1
OG0002418	AT1G23550	Sp1g20990.1
OG0002420	AT2G16300, AT2G16290	Sp3g29540.1
OG0002421	AT2G21490	Sp4g00650.1
OG0002421	AT4G39130	Sp7g36690.1
OG0002422	AT3G27330	Sp2g16520.1
OG0002423	AT3G60620	Sp5g02620.1
OG0002423	AT2G45150	Sp4g27210.1
OG0002424	AT1G05830	Sp1g04640.1
OG0002424	AT2G31650	Sp4g14050.1
OG0002425	AT2G46660	Sp4g28710.1
OG0002425	AT3G61880	Sp5g01470.1
OG0002426	AT2G14880	Sp3g28300.1
OG0002427	AT5G44700	Sp2g09510.1
OG0002427	AT4G20140	Sp7g18570.1
OG0002428	AT4G36870	Sp7g34520.1
OG0002428	AT2G23760	Sp4g02690.1
OG0002429	AT5G43810	Sp2g08610.1
OG0002429	AT1G48410	Sp1g35360.1
OG0002430	AT1G23880	Sp1g21230.1
OG0002430	AT1G70280	Sp5g25390.1
OG0002431	AT1G47250	Sp1g34380.1
OG0002431	AT5G42790	Sp2g07450.1
OG0002432	AT5G58850	Sp6g20540.1
OG0002433	AT4G39170	Sp7g36650.1
OG0002433	AT2G21520	Sp4g00680.1
OG0002434	AT1G55680	Sp1g41290.1
OG0002434	AT3G13340	Sp3g11540.1
OG0002435	AT1G06250	Sp1g05060.1
OG0002437	AT5G36940	Sp7g05580.1
OG0002437	AT1G58030	Sp2g00120.1
OG0002438	AT2G25130	SpUn0318_0010.1
OG0002438	AT4G31890	Sp7g29710.1
OG0002439	AT1G55475	Sp1g41080.1
OG0002439	AT3G13480	Sp3g11690.1
OG0002440	AT3G27190	Sp2g16320.1
OG0002440	AT5G40870	Sp7g01060.1
OG0002441	AT2G36350	Sp4g18620.1
OG0002441	AT3G52890	Sp5g09450.1
OG0002442	AT2G15090	Sp3g28440.1
OG0002442	AT4G34250	Sp7g32030.1
OG0002443	AT1G53290	Sp1g39870.1
OG0002443	AT3G14960	Sp3g13170.1
OG0002444	AT3G56580	Sp5g05980.1
OG0002444	AT2G40830	Sp4g23160.1
OG0002445	AT4G00520	Sp6g00550.1
OG0002445	AT1G01710	Sp1g00600.1
OG0002446	AT5G17550	Sp6g26670.1
OG0002446	AT3G03490	Sp3g02480.1
OG0002447	AT4G34265	Sp7g32050.1
OG0002447	AT2G15000	Sp3g28420.1
OG0002448	AT1G21870	Sp1g19410.1
OG0002448	AT1G77610	Sp5g32760.1
OG0002449	AT5G26860	Sp2g21140.1
OG0002450	AT3G60860	Sp5g02390.1
OG0002450	AT1G01960	Sp1g00340.1
OG0002451	AT3G50020	SpUn1030_0010.1
OG0002451	AT5G45277	Sp2g10200.1
OG0002452	AT5G28290	Sp2g20220.1
OG0002452	AT3G04810	Sp3g03640.1
OG0002453	AT3G12170	Sp3g10410.1
OG0002454	AT5G18180	Sp3g02890.1
OG0002454	AT3G03920	Sp6g26140.1
OG0002455	AT5G06290	Sp6g36560.1
OG0002455	AT3G11630	Sp3g09860.1
OG0002456	AT5G40810	Sp7g01100.1
OG0002456	AT3G27240	Sp2g16370.1
OG0002457	AT1G11940	Sp1g10630.1
OG0002457	AT1G62305	Sp2g02320.1
OG0002458	AT4G17280	Sp7g16890.1
OG0002458	AT5G47530	Sp2g12260.1
OG0002459	AT1G75120, AT1G75110	Sp5g30240.1
OG0002459	AT1G19360	Sp1g17270.1
OG0002460	AT2G24290	Sp4g03290.1
OG0002460	AT4G30996	Sp7g28890.1
OG0002461	AT2G35765	Sp4g18020.1
OG0002462	AT1G33170	Sp1g28670.1
OG0002462	AT4G10440	Sp6g07020.1
OG0002463	AT1G49840	Sp1g36730.1
OG0002463	AT3G19540	Sp3g17590.1
OG0002464	AT4G02330	Sp6g02210.1
OG0002464	AT1G02810	Sp1g01780.1
OG0002465	AT1G04410	Sp1g03230.1
OG0002465	AT5G43330	Sp2g08140.1
OG0002466	AT1G72760	Sp5g27820.1
OG0002466	AT1G17540	Sp1g15680.1
OG0002467	AT1G05200	SpUn0024_0090.1, Sp1g04050.1
OG0002468	AT1G17060	Sp1g15180.1
