Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0002430	AT1G70280	Csa09g071500, Csa07g037110, Csa16g031880
OG0002431	AT1G47250	Csa14g051110, Csa17g072730, Csa03g050960
OG0002431	AT5G42790	Csa20g066590, Csa11g072210
OG0002432	AT5G58850	Csa02g064490, Csa18g032020, Csa11g092570
OG0002432	AT5G11050	Csa08g002200, Csa13g013830, Csa20g016460, Csa20g016450
OG0002433	AT4G39170	Csa12g002010, Csa11g002130
OG0002433	AT2G21520	Csa16g043330, Csa09g085920, Csa07g051680
OG0002434	AT1G55680	Csa03g062310, Csa14g067560
OG0002434	AT3G13340	Csa19g018650, Csa01g015600
OG0002435	AT1G06250	Csa14g007660, Csa03g009690, Csa17g009670
OG0002436	AT1G79210	Csa07g058280, Csa16g048790, Csa09g093420
OG0002436	AT1G16470	Csa14g020590
OG0002436	AT1G16470	Csa17g022040
OG0002437	AT5G36940	Csa10g040480, Csa12g074350, Csa11g046600
OG0002437	AT1G58030	Csa07g019490, Csa05g066100
OG0002438	AT2G25130	Csa09g090340, Csa16g046760, Csa07g055170
OG0002438	AT4G31890	Csa11g011420, Csa12g014130, Csa10g010610
OG0002439	AT1G55475	Csa03g062050, Csa17g095300
OG0002439	AT3G13480	Csa19g018810, Csa01g015780, Csa15g017600
OG0002440	AT3G27190	Csa09g012990, Csa06g007120, Csa04g014950
OG0002440	AT5G40870	Csa10g049400, Csa11g059380
OG0002441	AT2G36350	Csa04g049830, Csa06g038960
OG0002441	AT3G52890	Csa06g027280, Csa04g038810, Csa09g061140
OG0002442	AT2G15090	Csa15g071180, Csa01g035750, Csa19g046290
OG0002442	AT4G34250	Csa11g008720, Csa10g007950, Csa12g009440
OG0002443	AT1G53290	Csa03g060540, Csa17g093630, Csa14g063830
OG0002443	AT3G14960	Csa15g019380, Csa01g017500, Csa19g021640
OG0002444	AT3G56580	Csa22584s010, Csa09g068930, Csa06g031300
OG0002444	AT2G40830	Csa05g011830, Csa06g045290, Csa04g055250
OG0002445	AT4G00520	Csa08g001600, Csa13g056910, Csa02g001540
OG0002445	AT1G01710	Csa14g001390, Csa17g002210, Csa17g002220, Csa03g001510
OG0002446	AT5G17550	Csa20g025720, Csa13g020330, Csa08g009760
OG0002446	AT3G03490	Csa19g005630, Csa15g003270, Csa01g003180
OG0002447	AT4G34265	Csa10g007920, Csa11g008690, Csa12g009410
OG0002447	AT2G15000	Csa15g071150, Csa19g046250, Csa01g035730
OG0002448	AT1G21870	Csa17g028650, Csa14g027080
OG0002448	AT1G77610	Csa09g084410, Csa07g050290, Csa16g041800
OG0002449	AT5G26860	Csa08g027650, Csa20g054120, Csa13g034830
OG0002450	AT3G60860	Csa05g092730, Csa16g004040
OG0002450	AT1G01960	Csa14g001150, Csa03g001270
OG0002451	AT3G50020	Csa09g052850, Csa09g052860
OG0002451	AT5G45277	Csa18g007030, Csa20g075930, Csa11g068100, Csa18g008040, Csa20g075920
OG0002452	AT5G28290	Csa20g057440, Csa08g029880, Csa13g037950
OG0002452	AT3G04810	Csa15g005800, Csa01g005560, Csa19g007000
OG0002453	AT3G12170	Csa01g013300, Csa19g016440, Csa15g016080
OG0002453	AT5G06910	Csa08g057560, Csa13g008950, Csa20g009260
OG0002454	AT5G18180	Csa20g026530, Csa08g010630, Csa13g021060
OG0002454	AT3G03920	Csa15g003750, Csa19g006120, Csa01g003640
OG0002455	AT3G11630	Csa15g015450, Csa19g015780, Csa01g012720
OG0002456	AT5G40810	Csa10g049330, Csa12g078030
OG0002456	AT3G27240	Csa09g013100, Csa06g007210
OG0002457	AT1G11940	Csa14g014820, Csa03g015660, Csa17g016130
OG0002457	AT1G62305	Csa09g096920, Csa16g055040, Csa07g063570
OG0002458	AT4G17280	Csa12g048440, Csa11g032410, Csa10g028140
OG0002458	AT5G47530	Csa20g082020, Csa11g064190, Csa18g002280
OG0002459	AT1G75120	Csa09g079710
OG0002459	AT1G19360	Csa17g025150, Csa14g024690
OG0002460	AT2G24290	Csa09g088450, Csa16g045930, Csa07g054200, Csa07g054210
OG0002460	AT4G30996	Csa11g012340, Csa10g011480, Csa12g016090
OG0002461	AT2G35765	Csa05g018390, Csa06g038340, Csa04g049200
OG0002461	AT1G19500	Csa17g025320, Csa15741s010, Csa03g023310, Csa14g024810, Csa02g008070
OG0002462	AT1G33170	Csa14g043150, Csa17g055400
OG0002462	AT4G10440	Csa13g047550
OG0002463	AT1G49840	Csa17g085690
OG0002463	AT3G19540	Csa19g027120, Csa15g027390, Csa01g022560
OG0002464	AT4G02330	Csa02g005560, Csa13g054900, Csa08g052140
OG0002464	AT1G02810	Csa03g002840, Csa17g003750, Csa14g002870
OG0002465	AT1G04410	Csa03g005710, Csa14g005560
OG0002465	AT5G43330	Csa11g071560
OG0002466	AT1G72760	Csa16g035440, Csa09g077300, Csa07g039860
OG0002466	AT1G17540	Csa03g021350, Csa03g021360
OG0002467	AT1G05200	Csa17g008480, Csa14g006470, Csa03g006580
OG0002467	AT2G32390	Csa16g009030, Csa07g010250
OG0002468	AT1G17060	Csa03g020810, Csa14g021220, Csa17g022690, Csa14g021230
OG0002469	AT5G26140	Csa20g051520, Csa08g023960, Csa13g034130
OG0002469	AT5G11950	Csa08g003140, Csa13g014820, Csa20g017560
OG0002470	AT4G04200	Csa02g012890, Csa08g047290
OG0002470	AT2G39960	Csa06g044150, Csa05g012990, Csa04g054130
OG0002471	AT1G76670	Csa09g081410, Csa07g048240, Csa27404s010
OG0002471	AT1G21070	Csa03g024920, Csa17g026940, Csa14g026250
OG0002472	AT1G79630	Csa07g058770, Csa16g049280, Csa09g093900, Csa04g038230
OG0002472	AT1G16220	Csa14g020320, Csa17g021780, Csa03g019950, Csa03g019940
OG0002473	AT1G74890	Csa07g046320, Csa16g038780, Csa09g079470
OG0002473	AT1G19050	Csa03g022910, Csa17g024870, Csa14g024400
OG0002474	AT1G10650	Csa17g014420, Csa14g012270, Csa03g014220
OG0002474	AT1G60610	Csa05g044940, Csa16g052430, Csa15g069890, Csa07g061800
OG0002475	AT4G28320	Csa10g014340, Csa11g015570, Csa12g022260
OG0002476	AT1G31420	Csa03g034880, Csa17g060950
OG0002476	AT2G35620	Csa05g018600, Csa04g049000, Csa06g038170
OG0002477	AT5G65810	Csa02g074870, Csa11g103050, Csa18g039640
OG0002477	AT3G49720	Csa06g023740, Csa04g035240
OG0002478	AT4G12050	Csa13g050270, Csa02g015870, Csa08g044360, Csa07491s010
OG0002478	AT4G22810	Csa11g023300, Csa10g020280, Csa12g033890
OG0002480	AT4G13100	Csa11g043230, Csa00462s060, Csa12g065800
OG0002480	AT3G25030	Csa15g052730, Csa19g036860, Csa19g037860, Csa01g031020
OG0002481	AT3G22400	Csa15g036990, Csa04g018090, Csa16g018260, Csa01g025160, Csa01g025640, Csa15g036980, Csa01g025630, Csa19g031620
OG0002482	AT1G18620	Csa17g024420, Csa14g023950, Csa03g022500
OG0002482	AT1G74160	Csa16g038100, Csa07g044500, Csa07g044420
OG0002483	AT4G04040	Csa00511s060, Csa08g047190
OG0002483	AT1G12000	Csa14g014870, Csa03g015700
OG0002484	AT1G20880	Csa03g024740, Csa14g026080, Csa17g026770
OG0002484	AT1G76460	Csa07g048040, Csa09g081210
OG0002485	AT3G03090	Csa01g002770, Csa15g002810
OG0002485	AT5G17010	Csa13g019790, Csa08g009200, Csa20g024900
OG0002486	AT1G28030	Csa03g031290, Csa17g037840, Csa14569s010, Csa14g035640
OG0002487	AT5G09320, AT5G09315	Csa08g055330
OG0002487	AT3G19770	Csa15g027770, Csa01g022800, Csa19g027450
OG0002488	AT5G06450	Csa08g058020, Csa13g008460, Csa20g008740
OG0002488	AT3G11770	Csa15g015610, Csa19g015940, Csa01g012880
OG0002489	AT2G20750	Csa19g047940, Csa15g081210, Csa19333s010
OG0002489	AT4G28250	Csa11g015640, Csa10g014410, Csa12g022330
OG0002490	AT2G21380	Csa16g043160, Csa07g051540
OG0002490	AT4G39050	Csa12g001870
OG0002491	AT3G60290	Csa07g004770, Csa05g092070, Csa16g005620
OG0002491	AT2G44800	Csa05g005460, Csa06g051160, Csa04g062650
OG0002492	AT1G76580	Csa09g081320, Csa16g040730
OG0002492	AT1G20980	Csa03g024850, Csa14g026180
OG0002493	AT3G47890	Csa09g048370, Csa04g030870, Csa06g021550
OG0002493	AT3G47910	Csa06g021570, Csa04g030910, Csa09g048450
OG0002494	AT4G30340	Csa12g016820, Csa13236s010, Csa11g013060
OG0002494	AT2G18730	Csa19g058420
OG0002495	AT4G23100	Csa11g022960, Csa12g033530, Csa10g019960
OG0002496	AT4G24715	Csa12g029550, Csa10g018300, Csa11g019970
OG0002496	AT5G50200	Csa02g037650, Csa18g020790, Csa11g081590
OG0002497	AT2G45470	Csa06g051860, Csa05g003810, Csa04g063390
OG0002497	AT3G60900	Csa05g092790, Csa16g004000, Csa07g003980
OG0002498	AT5G04140	Csa20g005330, Csa08g060380
OG0002498	AT2G41220	Csa04g055640, Csa05g011440
OG0002499	AT1G26210	Csa03g029330, Csa17g034710, Csa14g032570
OG0002500	AT2G39782	Csa05g013230
OG0002500	AT5G39010	Csa10g045270, Csa10g045250, Csa12g082440
OG0002500	AT3G26390	Csa09g009830, Csa04g011900, Csa06g006060
OG0002501	AT1G30490	Csa14g038230, Csa03g033710
OG0002501	AT2G34710	Csa05g020550, Csa04g046980
OG0002502	AT2G21940	Csa16g043720, Csa09g086320, Csa07g052070, Csa15557s010
OG0002502	AT4G39540	Csa11g002550, Csa11g018890, Csa12g002400, Csa10g002300
OG0002503	AT3G60780	Csa16g004120
OG0002503	AT2G45360	Csa06g051750, Csa05g003910, Csa04g063290
OG0002504	AT3G03180	Csa01g002860
OG0002504	AT3G49420, AT5G01430	Csa20g001670, Csa08g063110, Csa13g001440
OG0002505	AT1G62430	Csa16g055180, Csa09g097070
OG0002505	AT4G22340	Csa10g020840, Csa12g034570
OG0002506	AT3G28830	Csa09g021130, Csa04g018050, Csa06g010080, Csa04g018040
OG0002506	AT3G28790	Csa06g010060, Csa09g020100, Csa04g018010
OG0002507	AT1G29540	Csa17g042430, Csa03g032660, Csa03g032670, Csa14g037130
OG0002507	AT2G34330	Csa16g006900, Csa07g007060, Csa04399s010
OG0002508	AT3G11180	Csa15g014920, Csa19g015240
OG0002508	AT5G05600	Csa08g058860, Csa20g006870
OG0002509	AT5G22900	Csa13g027520, Csa08g017230, Csa20g037630
OG0002509	AT3G44900	Csa04g024720, Csa06g018540, Csa09g035890
OG0002510	AT5G08230	Csa20g011610, Csa13g010230, Csa08g056160
OG0002510	AT5G23150	Csa20g038080, Csa08g017520, Csa13g027750
OG0002511	AT2G42830	Csa06g048980, Csa05g008730, Csa04g059420
OG0002511	AT3G58780	Csa09g071410, Csa06g036530, Csa04g046300
OG0002512	AT4G10310	Csa13g047450, Csa02g026480, Csa08g040240
OG0002513	AT1G61700	Csa07g062950, Csa09g096250
OG0002513	AT1G11475	Csa14g014220, Csa17g015540, Csa03g015110
OG0002514	AT1G54170	Csa03g061490, Csa14g064810, Csa17g094690
OG0002514	AT3G14010	Csa01g016490, Csa19g020600, Csa15g018280
OG0002515	AT3G18300	Csa01g021130, Csa15g024820, Csa19g025670
OG0002515	AT1G48780	Csa03g053660, Csa14g054920, Csa17g080460
OG0002516	AT3G13430	Csa01g015700, Csa15g017480
OG0002516	AT1G55530	Csa17g095370, Csa03g062140, Csa14g067390, Csa30456s010
OG0002517	AT3G11550	Csa15g015360, Csa19g015690, Csa01g012630
OG0002517	AT5G06200	Csa20g008410, Csa13g008180, Csa08g058330
OG0002518	AT5G15320	Csa14g064890
OG0002518	AT3G01130	Csa13g018170
OG0002519	AT1G06200	Csa03g009640, Csa14g007610, Csa17g009620
OG0002519	AT2G31140	Csa05g030150, Csa07g011740, Csa16g012470
OG0002520	AT5G59570	Csa02g065280, Csa11g093420, Csa18g032880, Csa16310s010
OG0002520	AT3G46640	Csa09g042760, Csa06g020430, Csa04g029420
OG0002521	AT5G24390	Csa08g018870, Csa20g040820, Csa13g029080
OG0002521	AT3G49350	Csa04g034750, Csa06g023310, Csa09g051800
OG0002522	AT2G25650, AT4G00270	Csa09g091840, Csa16g047290, Csa07g056680
OG0002522	AT5G14280	Csa13g017080
OG0002523	AT3G05580	Csa01g006460, Csa19g008020
OG0002524	AT1G80340	Csa09g094670, Csa16g050100
OG0002524	AT1G15550	Csa03g019370, Csa17g021160, Csa14g018700
OG0002525	AT1G62200	Csa09g096790
OG0002525	AT2G02040	Csa06g002060, Csa09g004360, Csa04g006460
OG0002526	AT3G01690	Csa10g042550, Csa00532s060, Csa19g001240
OG0002526	AT5G14390	Csa08g006420, Csa13g017210, Csa20g020930
OG0002527	AT4G27270	Csa12g024650, Csa11g016930, Csa10g015610
OG0002527	AT5G54500	Csa02g055720, Csa18g025780, Csa11g087500
OG0002528	AT1G63030	Csa07g064360, Csa16g055750, Csa09g097740
OG0002528	AT1G12610	Csa03g016350, Csa17g016820, Csa14g015500
OG0002529	AT1G18940	Csa14g024290, Csa17g024750, Csa03g022810
OG0002529	AT1G74780	Csa09g079360, Csa07g046210, Csa16g038670, Csa10725s010
OG0002530	AT4G14230	Csa11g040020, Csa10g032410, Csa12g057780
OG0002530	AT4G14240	Csa11g040010, Csa10g032400
OG0002531	AT2G22750	Csa16g044500, Csa09g087040, Csa07g052840
OG0002531	AT4G37850	Csa12g003510, Csa12g003500, Csa11g003660, Csa11g003670
OG0002532	AT3G50080	Csa04g035660, Csa09g052930, Csa05g038520
OG0002532	AT5G67250	Csa02g075450, Csa11g103670, Csa18g040210
OG0002533	AT4G26960	Csa11g017270, Csa12g024950, Csa10g015880
OG0002533	AT5G54970	Csa11g088070, Csa11g088080, Csa02g057360, Csa18g026260
OG0002534	AT4G28280	Csa11g015610, Csa12g022300, Csa10g014380
OG0002534	AT2G20700	Csa15g082280, Csa19g047990, Csa15g081260
OG0002535	AT4G15560	Csa10g030520, Csa11g034890, Csa02g017710
OG0002535	AT3G21500	Csa15g031920
OG0002536	AT2G36850	Csa06g039500, Csa04g050380
OG0002536	AT3G07160	Csa19g010860
OG0002537	AT3G22330	Csa01g025580, Csa15g034950
OG0002537	AT3G22310	Csa01g025560, Csa15g034930
OG0002538	AT1G32760	Csa14g042720, Csa03g037080, Csa00859s010
OG0002538	AT4G10630	Csa08g040620, Csa33272s010, Csa02g026000, Csa13g047780
OG0002539	AT1G69360	Csa05g086070, Csa16g030700, Csa07g036030
OG0002539	AT1G26620	Csa03g028930, Csa17g034290, Csa14g032130
OG0002540	AT1G79520	Csa09g093740, Csa16g049130, Csa07g058600
OG0002540	AT1G16310	Csa14g020400, Csa17g021860, Csa03g020030
OG0002541	AT5G44130	Csa20g071160, Csa11g070560, Csa18g009650
OG0002541	AT1G03870	Csa03g005040, Csa17g006940, Csa14g004950
OG0002542	AT5G67360	Csa02g075330, Csa11g103550
OG0002543	AT1G18460	Csa03g022290, Csa14g023770, Csa17g024240
OG0002543	AT1G73920	Csa07g043120, Csa16g037800
OG0002544	AT5G24280	Csa20g039630, Csa20g039030, Csa13g028900, Csa08g018650
OG0002544	AT5G24275	Csa08g018640, Csa13g028890, Csa20g039620, Csa20g038910
OG0002545	AT5G25460	Csa20g048860, Csa13g031390, Csa08g023150
OG0002545	AT5G11420	Csa20g016960, Csa13g014240
OG0002546	AT4G11960	Csa08g044250, Csa02g016000, Csa13g050150
OG0002546	AT4G22890	Csa10g020200, Csa11g023220, Csa12g033800
OG0002547	AT2G28620	Csa05g037060, Csa07g015910, Csa16g016470
OG0002547	AT3G45850	Csa04g028510, Csa09g040920, Csa06g019560
OG0002548	AT3G10720	Csa01g011650, Csa15g014250
OG0002548	AT5G04970	Csa20g006240, Csa13g006980, Csa08g059470
OG0002549	AT2G22170	Csa09g086500, Csa16g043920
OG0002549	AT4G39730	Csa12g002610, Csa10g002470, Csa11g002750
OG0002550	AT1G80810	Csa09g094120, Csa07g059010, Csa16g049570
OG0002550	AT1G15940	Csa14g020070, Csa03g019740, Csa17g021530
OG0002551	AT3G43430	Csa04g022410, Csa06g015380
OG0002551	AT5G20885	Csa13g024780, Csa20g032870, Csa08g014660, Csa08088s010
OG0002552	AT5G04770	Csa20g005960, Csa13g006730, Csa08g059720
OG0002552	AT3G10600	Csa15g014120, Csa19g014270, Csa01g011520, Csa01g011510
OG0002553	AT2G18110	Csa15g076590, Csa01g041240, Csa19g057700
OG0002553	AT1G30230	Csa14g037880
OG0002554	AT1G32920	Csa17g053020, Csa14g042890, Csa03g037230
OG0002554	AT1G32928	Csa17g053010, Csa14g042900, Csa03g037240
OG0002556	AT3G08750	Csa01g009390, Csa19g012110
OG0002556	AT3G10430	Csa02g042820, Csa19g014040
OG0002556	AT4G04690	Csa02g006300, Csa02g011470, Csa02g011450, Csa13g050680, Csa13g052450, Csa08g048640, Csa08g048620, Csa13g052440, Csa02g011410
OG0002564	AT3G27300	Csa06g007280, Csa04g015190
OG0002564	AT5G40760	Csa11g059250
OG0002565	AT1G55200	Csa17g094990, Csa03g061780, Csa11g049680
OG0002565	AT3G13690	Csa15g017870
OG0002566	AT5G59740	Csa18g033010, Csa11g093570, Csa02g065470
OG0002566	AT3G46180	Csa06g019880, Csa09g041220
OG0002567	AT3G22235, AT3G22231	Csa01g025460
OG0002568	AT1G11250	Csa17g015250, Csa03g014890, Csa14g013960
OG0002568	AT1G61290	Csa16g053200, Csa07g062530, Csa09g095900
OG0002569	AT4G14130	Csa12g059980, Csa10g032600, Csa11g040200
OG0002569	AT3G23730	Csa19g035430, Csa15g046990, Csa01g029460
OG0002570	AT5G54490	Csa11g087490, Csa02g055710, Csa18g025770
OG0002570	AT4G27280	Csa12g024640, Csa10g015600, Csa11g016920
OG0002571	AT3G02410	Csa01g001960, Csa15g002020, Csa19g003050
OG0002571	AT5G15860	Csa20g023390, Csa13g018670, Csa08g008020
OG0002572	AT5G19380	Csa08g012060, Csa13g022320, Csa20g029040
OG0002572	AT5G12170	Csa20g017790, Csa13g015010, Csa08g004300
OG0002573	AT5G51790	Csa18g022650, Csa02g044680, Csa11g083360
OG0002573	AT4G25410	Csa11g019160, Csa12g027810, Csa10g017560
OG0002574	AT3G46620	Csa09g042740, Csa04g029400, Csa06g020410
OG0002575	AT4G32610	Csa11g010630, Csa12g013400, Csa10g009780
OG0002575	AT2G25670	Csa07g056700, Csa16g047310, Csa09g091860
OG0002576	AT1G23770	Csa17g030890, Csa14g030880
OG0002576	AT1G23780	Csa17g030900, Csa03g027590, Csa14g030900, Csa14g030890
OG0002577	AT1G11080	Csa14g013780
OG0002577	AT4G15100	Csa00430s050
OG0002578	AT2G24360	Csa16g046000, Csa09g088530
OG0002578	AT4G31170	Csa10g011330, Csa12g015930, Csa11g012190
OG0002579	AT1G10870	Csa17g014760, Csa14g013560
OG0002579	AT1G60860	Csa16g052690, Csa07g062000, Csa09g095330
OG0002580	AT1G03920	Csa17g007000, Csa03g005100
OG0002580	AT2G20470	Csa19g048270, Csa15g082570
OG0002581	AT1G17420	Csa17g023140
OG0002581	AT1G72520	Csa09g076110
OG0002582	AT2G43410	Csa06g049640, Csa05g007030, Csa04g061050
OG0002583	AT4G34570	Csa11g007340, Csa12g009000, Csa10g007560
OG0002583	AT2G16370	Csa01g034700, Csa15g072160, Csa19g050940
OG0002584	AT1G72620	Csa09g077170, Csa07g039710, Csa16g035300
OG0002584	AT1G17430	Csa03g021210, Csa14g021700, Csa17g023150, Csa26496s010
OG0002585	AT5G49215	Csa11g078490, Csa18g018590
OG0002585	AT3G06770	Csa15g008430, Csa19g010460, Csa01g007800
OG0002586	AT3G05640	Csa19g008100, Csa15g007000, Csa01g006530
OG0002586	AT5G27930	Csa08g027780, Csa13g034970, Csa20g055300
OG0002587	AT2G17780	Csa15g076200, Csa01g039900, Csa19g054710
OG0002587	AT4G35920	Csa11g005710, Csa10g006130
OG0002588	AT1G01170	Csa17g001640, Csa03g002070
OG0002588	AT4G00860	Csa13g056000, Csa08g053210, Csa02g002450
OG0002589	AT1G14640	Csa05g020270, Csa03g018410, Csa17g020090, Csa14g017700
OG0002589	AT1G14650	Csa17g020100, Csa14g017710
OG0002590	AT3G57785	Csa09g070360, Csa04g044300, Csa06g033600
OG0002590	AT2G42310	Csa05g009290
OG0002590	AT2G42310	Csa04g057790
OG0002590	AT2G42310	Csa06g048340
OG0002591	AT2G33010	Csa05g023550, Csa07g008490, Csa07g008510, Csa05g023560, Csa16g008290, Csa16g008300
OG0002591	AT2G33000	Csa07g008530, Csa05g023570
OG0002592	AT1G78820	Csa16g048350, Csa07g057820, Csa09g092980
OG0002593	AT1G11540	Csa25807s010, Csa17g015600, Csa14g014280, Csa03g015170
OG0002593	AT1G61740	Csa07g062980, Csa09g096280, Csa16g053500
OG0002594	AT4G00630	Csa08g001760, Csa02g001700
OG0002594	AT1G01790	Csa17g002310, Csa03g001430, Csa14g001340
OG0002595	AT3G58050	Csa09g070600, Csa06g033870, Csa04g044550
OG0002595	AT2G41960	Csa05g009600, Csa06g047960, Csa04g057430
OG0002596	AT3G13062	Csa01g015290, Csa15g017090, Csa19g018350
OG0002596	AT1G55960	Csa14g067880, Csa03g062630, Csa12g051350, Csa17g095920
OG0002597	AT1G17730	Csa03g021550, Csa14g022070, Csa17g023500
OG0002597	AT1G73030	Csa16g035740
OG0002598	AT1G74480	Csa09g079070, Csa16g038430, Csa07g045890
OG0002598	AT1G18790	Csa17g024610, Csa14g024150, Csa03g022670, Csa11g051880, Csa17g022850, Csa14g021390
OG0002599	AT4G16155	Csa10g029660, Csa12g053150
OG0002599	AT3G16950	Csa15g023000, Csa19g023890, Csa01g019650
OG0002600	AT4G01510	Csa02g004640, Csa13g055760
OG0002600	AT1G01020	Csa17g001500, Csa14g002170, Csa03g002210
OG0002601	AT1G53590	Csa03g060860, Csa14g064180, Csa17g094030
OG0002601	AT3G14590	Csa01g017140, Csa15g018960
OG0002602	AT2G18450	Csa15g078040, Csa19g058030
OG0002602	AT5G66760	Csa11g104200
OG0002603	AT1G44224	Csa14g049290, Csa14g049280, Csa17g070890, Csa03g046920
OG0002603	AT3G50570	Csa09g053530, Csa04g036200, Csa06g024570
OG0002604	AT1G28695	Csa14g036440, Csa17g040660, Csa03g032020
OG0002604	AT1G28700, AT1G28710	Csa17g040670, Csa14g036450, Csa03g032030
OG0002605	AT2G46400	Csa05g002800, Csa04g065450, Csa06g052890
OG0002606	AT1G54070	Csa03g061340, Csa14g064680, Csa14g064670, Csa17g094570
OG0002607	AT1G76860	Csa09g082570, Csa16g041050
OG0002607	AT1G21190	Csa14g026350, Csa03g025010, Csa17g027040
OG0002608	AT3G59950	Csa05g091550, Csa16g006010, Csa07g005120
OG0002608	AT2G44140	Csa06g050440, Csa04g061950, Csa05g006150
OG0002609	AT5G65180	Csa02g073480, Csa11g102390, Csa23781s010
OG0002609	AT5G10060	Csa13g011810, Csa20g015320, Csa08g054540
OG0002610	AT5G19480	Csa08g012190, Csa20g029150, Csa13g022420
OG0002610	AT5G12230	Csa08g004400, Csa20g017870, Csa13g015090
OG0002611	AT1G27280	Csa14g031340, Csa03g028190, Csa03g028200, Csa14g031350
OG0002612	AT1G51770	Csa14g060070, Csa03g058750
OG0002612	AT3G21310	Csa15g031730, Csa19g029370, Csa01g024420
OG0002613	AT4G21902	Csa10g021400, Csa12g036230, Csa11g024360
OG0002613	AT4G04745	Csa08g048700, Csa13g052580, Csa02g011330
OG0002614	AT5G49560	Csa11g104420, Csa02g076210, Csa18g042000
OG0002614	AT3G50850	Csa04g036590, Csa09g002510, Csa06g024960
OG0002615	AT3G47060	Csa04g029970, Csa09g045440, Csa06g020870
OG0002615	AT5G58870	Csa02g064520, Csa11g092590, Csa18g032050
OG0002616	AT2G14120	Csa15g064540
OG0002616	AT4G33650	Csa12g010090
OG0002617	AT2G27070, AT5G07210	Csa20g009570, Csa13g038020, Csa13g009230, Csa07g033440, Csa13g038030, Csa08g057230, Csa20g081250
OG0002618	AT5G47610	Csa11g064100, Csa20g082090
OG0002618	AT4G17245	Csa12g049500, Csa11g032450, Csa10g028200
OG0002619	AT2G20580	Csa15g082430
OG0002619	AT4G28470	Csa10g014160
OG0002620	AT1G16300	Csa14g020390, Csa17g021850
OG0002620	AT1G79530	Csa16g049140, Csa07g058610, Csa07g058620
OG0002621	AT3G09820	Csa01g010600, Csa15g011260, Csa19g013270
OG0002621	AT5G03300	Csa13g003230, Csa20g003320
OG0002622	AT3G04700	Csa19g006870, Csa15g005670
OG0002622	AT5G28690	Csa13g039120, Csa20g058640
OG0002623	AT5G36970	Csa12g074410, Csa10g040530, Csa11g046640
OG0002623	AT1G65690	Csa16g023030, Csa07g029570, Csa05g057000
OG0002624	AT4G33230	Csa12g011560, Csa11g009860, Csa10g008990
OG0002624	AT2G26450	Csa16g047990, Csa07g057400
OG0002625	AT5G35700	Csa10g039960, Csa12g069840, Csa11g045060
OG0002625	AT2G04750	Csa01g036600, Csa19g039980
OG0002626	AT3G03340	Csa01g003070, Csa15g003150
OG0002626	AT5G17440	Csa20g025590, Csa08g009630, Csa13g020210
OG0002627	AT3G44720	Csa09g035660, Csa04g024410
OG0002627	AT5G22630	Csa13g026170, Csa20g036350
OG0002628	AT5G18220	Csa13g021100, Csa20g026580, Csa08g010690
OG0002628	AT3G04010	Csa01g004800, Csa19g006220, Csa15g003900
OG0002629	AT2G42290	Csa05g009310, Csa04g057770, Csa06g048320
OG0002629	AT3G57830	Csa09g070420, Csa04g044340, Csa06g033650
OG0002630	AT2G22850	Csa09g087130, Csa16g044600, Csa07g052940
OG0002630	AT4G37730	Csa12g003650, Csa11g003810, Csa10g003370
OG0002631	AT2G47630	Csa16g031720, Csa06g054160, Csa04g067780, Csa05g001530
OG0002631	AT3G62860	Csa05g095180, Csa07g001770, Csa16g001770
