Orthogroup	Arabidopsis_thaliana	Boechera_stricta
OG0001333	AT4G23630	Bostr.7867s0161.1.p
OG0001334	AT3G55030	Bostr.0697s0120.1.p, Bostr.9686s0001.1.p
OG0001334	AT2G39290	Bostr.23794s0145.1.p
OG0001335	AT1G19390	Bostr.7128s0544.1.p
OG0001336	AT3G54950	Bostr.0697s0111.1.p
OG0001336	AT2G39220	Bostr.23794s0151.1.p
OG0001337	AT4G01610	Bostr.4825s0014.1.p
OG0001337	AT1G02300, AT1G02305	Bostr.5325s0002.1.p
OG0001338	AT5G14940	Bostr.2902s0228.1.p
OG0001338	AT3G01350	Bostr.1460s0074.1.p
OG0001339	AT1G32850	Bostr.3359s0077.1.p
OG0001339	AT4G10590, AT4G10570	Bostr.25463s0264.1.p
OG0001340	AT5G47060	Bostr.28243s0016.1.p
OG0001340	AT4G17670	Bostr.30275s0229.1.p
OG0001341	AT3G02590	Bostr.1460s0177.1.p
OG0001341	AT3G02580	Bostr.1460s0176.1.p
OG0001342	AT1G07720	Bostr.25219s0186.1.p
OG0001342	AT2G28630	Bostr.27991s0057.1.p
OG0001343	AT1G06640	Bostr.27840s0001.1.p
OG0001343	AT1G06650	Bostr.25219s0294.1.p
OG0001344	AT1G45000	Bostr.12302s0104.1.p
OG0001344	AT5G43010	Bostr.3148s0177.1.p
OG0001345	AT1G20350	Bostr.7128s0635.1.p
OG0001345	AT2G37410	Bostr.23794s0344.1.p
OG0001346	AT1G69560	Bostr.10273s0409.1.p
OG0001346	AT1G26780	Bostr.12659s0321.1.p
OG0001347	AT4G01595, AT1G53510	Bostr.0124s0140.1.p
OG0001347	AT3G14720	Bostr.28625s0235.1.p
OG0001348	AT5G50740	Bostr.15774s0212.1.p
OG0001348	AT5G63530	Bostr.0568s0455.1.p
OG0001349	AT3G13710	Bostr.3640s0167.1.p
OG0001349	AT3G13720	Bostr.3640s0168.1.p
OG0001349	AT1G55190	Bostr.7128s0040.1.p
OG0001350	AT1G60950	Bostr.10040s0110.1.p
OG0001350	AT1G10960	Bostr.13671s0373.1.p
OG0001351	AT1G14370	Bostr.13671s0014.1.p
OG0001351	AT2G02800	Bostr.0556s0097.1.p
OG0001352	AT1G80370	Bostr.20129s0478.1.p
OG0001352	AT1G15570	Bostr.7128s0171.1.p
OG0001353	AT2G32410	Bostr.23794s0872.1.p
OG0001353	AT1G05180	Bostr.25219s0452.1.p
OG0001354	AT4G35480	Bostr.7867s1406.1.p
OG0001354	AT2G17450	Bostr.18351s0207.1.p
OG0001355	AT1G13150	Bostr.13671s0136.1.p
OG0001355	AT1G13140	Bostr.13671s0137.1.p
OG0001355	AT3G26125	Bostr.0556s0291.1.p
OG0001356	AT1G70720	Bostr.10273s0282.1.p
OG0001356	AT1G23205	Bostr.12659s0182.1.p
OG0001357	AT5G17470	Bostr.26527s0466.1.p
OG0001357	AT3G03400	Bostr.19046s0054.1.p
OG0001358	AT4G25820	Bostr.7867s0400.1.p
OG0001358	AT5G57530	Bostr.26833s0505.1.p
OG0001359	AT1G26790	Bostr.12659s0320.1.p
OG0001359	AT1G69570	Bostr.10273s0408.1.p
OG0001360	AT5G01060	Bostr.6251s0075.1.p
OG0001360	AT3G09240	Bostr.22252s0144.1.p
OG0001361	AT4G31700	Bostr.7867s1019.1.p
OG0001362	AT4G32920	Bostr.7867s1144.1.p
OG0001362	AT5G11700	Bostr.20055s0067.1.p
OG0001363	AT1G54953, AT1G54957	Bostr.13404s0070.1.p, Bostr.13404s0076.1.p, Bostr.13404s0069.1.p, Bostr.13404s0074.1.p, Bostr.13404s0075.1.p
OG0001363	AT5G51465	Bostr.15774s0283.1.p
OG0001363	AT1G36640, AT1G36622, AT2G24195	Bostr.27895s0068.1.p
OG0001364	AT5G39450	Bostr.10058s0051.1.p, Bostr.10058s0050.1.p
OG0001365	AT4G23710	Bostr.7867s0169.1.p
OG0001365	AT3G01390	Bostr.1460s0070.1.p
OG0001366	AT1G62980	Bostr.22157s0025.1.p
OG0001366	AT1G12560	Bostr.13671s0203.1.p
OG0001367	AT1G05870	Bostr.25219s0377.1.p
OG0001367	AT2G31560	Bostr.24513s0067.1.p
OG0001368	AT1G53280	Bostr.0124s0121.1.p
OG0001369	AT2G45800	Bostr.25993s0190.1.p
OG0001369	AT3G61230	Bostr.13158s0115.1.p
OG0001370	AT3G59020	Bostr.20903s0134.1.p
OG0001370	AT2G31660	Bostr.24513s0061.1.p
OG0001371	AT1G67880	Bostr.26959s0115.1.p
OG0001371	AT3G26445	Bostr.0556s0317.1.p
OG0001371	AT1G12990	Bostr.13671s0152.1.p
OG0001372	AT4G26610	Bostr.7867s0483.1.p
OG0001372	AT5G55910	Bostr.26833s0670.1.p
OG0001373	AT2G21560	Bostr.5022s0075.1.p
OG0001373	AT4G39190	Bostr.25542s0107.1.p
OG0001374	AT4G14815	Bostr.0597s0101.1.p
OG0001374	AT3G22600	Bostr.19424s0395.1.p
OG0001375	AT4G26120	Bostr.7867s0431.1.p
OG0001375	AT1G64280	Bostr.29223s0093.1.p, Bostr.29223s0098.1.p, Bostr.29223s0068.1.p, Bostr.29223s0082.1.p
OG0001376	AT5G63450	Bostr.0568s0466.1.p
OG0001376	AT3G48520	Bostr.18473s0097.1.p
OG0001377	AT2G40270	Bostr.8398s0001.1.p
OG0001377	AT3G56050	Bostr.20505s0149.1.p
OG0001378	AT3G25280	Bostr.19424s0103.1.p
OG0001378	AT3G25260	Bostr.19424s0104.1.p
OG0001379	AT1G76930	Bostr.20129s0130.1.p
OG0001379	AT1G21310	Bostr.25570s0004.1.p
OG0001380	AT3G60920	Bostr.13158s0091.1.p
OG0001380	AT2G45540	Bostr.25993s0222.1.p
OG0001381	AT4G11260	Bostr.25463s0197.1.p
OG0001381	AT4G23570	Bostr.7867s1480.1.p, Bostr.7867s0154.1.p
OG0001382	AT2G36340	Bostr.23794s0459.1.p
OG0001383	AT4G32208, AT5G09590	Bostr.13129s0035.1.p
OG0001383	AT4G37910	Bostr.25542s0230.1.p
OG0001384	AT1G68460	Bostr.26959s0047.1.p
OG0001384	AT3G19160	Bostr.19424s0747.1.p
OG0001385	AT2G34830	Bostr.23794s0620.1.p
OG0001385	AT1G30650	Bostr.15697s0365.1.p
OG0001386	AT4G17890	Bostr.30275s0256.1.p
OG0001386	AT5G46750	Bostr.28243s0061.1.p
OG0001387	AT2G19730	Bostr.18351s0430.1.p
OG0001387	AT4G29410	Bostr.7867s0792.1.p
OG0001389	AT3G19130	Bostr.19424s0752.1.p
OG0001389	AT1G49600	Bostr.26675s0212.1.p
OG0001390	AT2G30290	Bostr.24513s0213.1.p
OG0001390	AT3G52850	Bostr.11793s0104.1.p
OG0001391	AT1G48480	Bostr.25219s0550.1.p
OG0001391	AT3G17840	Bostr.19424s0886.1.p
OG0001392	AT2G34340	Bostr.23794s0676.1.p
OG0001392	AT1G29640	Bostr.15697s0257.1.p
OG0001393	AT1G76120	Bostr.20129s0047.1.p
OG0001393	AT1G20370	Bostr.21077s0001.1.p
OG0001394	AT3G25550	Bostr.0556s0221.1.p
OG0001395	AT2G45110, AT1G65681	Bostr.25993s0263.1.p
OG0001395	AT3G60570	Bostr.13158s0057.1.p
OG0001396	AT5G09720, AT5G09690	Bostr.13129s0021.1.p
OG0001396	AT5G64560	Bostr.0568s0342.1.p
OG0001397	AT3G61070	Bostr.13158s0095.1.p
OG0001397	AT2G45740	Bostr.25993s0198.1.p
OG0001398	AT3G03280	Bostr.19046s0040.1.p
OG0001399	AT4G26910	Bostr.7867s0514.1.p
OG0001399	AT5G55070	Bostr.26833s0757.1.p
OG0001400	AT5G05000	Bostr.13129s0461.1.p
OG0001400	AT1G02280	Bostr.5325s0004.1.p
OG0001401	AT1G11125	Bostr.13671s0359.1.p
OG0001401	AT1G61170	Bostr.10040s0080.1.p
OG0001407	AT2G20100	Bostr.7903s0159.1.p
OG0001407	AT4G29100	Bostr.7867s0753.1.p
OG0001408	AT1G52700	Bostr.0124s0059.1.p
OG0001408	AT3G15650	Bostr.28625s0126.1.p
OG0001409	AT3G62100	Bostr.13158s0215.1.p
OG0001409	AT2G46990	Bostr.25993s0067.1.p
OG0001410	AT5G06860	Bostr.13129s0286.1.p
OG0001411	AT4G17460	Bostr.30275s0201.1.p
OG0001411	AT5G47370	Bostr.14419s0034.1.p
OG0001412	AT3G61260	Bostr.13158s0118.1.p
OG0001412	AT2G45820	Bostr.25993s0188.1.p
OG0001413	AT2G33850	Bostr.23794s0707.1.p
OG0001413	AT1G28400	Bostr.15697s0163.1.p
OG0001414	AT5G04390	Bostr.2128s0009.1.p
OG0001414	AT3G10470	Bostr.22252s0013.1.p
OG0001415	AT1G05860	Bostr.25219s0378.1.p
OG0001415	AT2G31600, AT3G53860	Bostr.24513s0064.1.p
OG0001416	AT2G18080	Bostr.18351s0275.1.p
OG0001416	AT4G36190, AT4G36195	Bostr.7867s1485.1.p
OG0001417	AT3G18035	Bostr.19424s0867.1.p
OG0001417	AT1G48620	Bostr.25219s0537.1.p
OG0001418	AT1G59940	Bostr.10040s0233.1.p
OG0001418	AT1G10470	Bostr.13671s0438.1.p
OG0001419	AT1G77000	Bostr.20129s0138.1.p
OG0001419	AT1G21410	Bostr.25570s0021.1.p
OG0001420	AT1G66120	Bostr.26959s0309.1.p
OG0001420	AT1G68270, AT1G65890, AT1G65880	Bostr.26959s0328.1.p
OG0001421	AT5G64570	Bostr.0568s0341.1.p
OG0001421	AT5G09730	Bostr.13129s0020.1.p
OG0001422	AT2G47560	Bostr.4241s0001.1.p
OG0001422	AT3G62690	Bostr.13158s0269.1.p
OG0001423	AT3G04050	Bostr.2570s0303.1.p
OG0001424	AT5G48360	Bostr.13083s0054.1.p
OG0001424	AT3G07540	Bostr.22252s0277.1.p
OG0001425	AT2G14580	Bostr.2199s0039.1.p
OG0001426	AT1G04180	Bostr.26675s0337.1.p
OG0001426	AT5G43890	Bostr.3148s0075.1.p
OG0001427	AT1G70560	Bostr.10273s0300.1.p
OG0001427	AT1G23320	Bostr.12659s0194.1.p
OG0001428	AT1G70780	Bostr.10273s0275.1.p
OG0001428	AT1G23150	Bostr.12659s0175.1.p
OG0001429	AT2G14760	Bostr.2199s0029.1.p
OG0001429	AT4G33880	Bostr.7867s1234.1.p
OG0001430	AT1G28040	Bostr.15697s0121.1.p
OG0001430	AT2G46495	Bostr.25993s0119.1.p, Bostr.25993s0118.1.p
OG0001431	AT3G59440	Bostr.20903s0170.1.p
OG0001431	AT2G43290	Bostr.25993s0450.1.p
OG0001432	AT5G03530	Bostr.2128s0101.1.p
OG0001432	AT3G09910	Bostr.22252s0075.1.p
OG0001433	AT1G01540	Bostr.5325s0072.1.p, Bostr.15697s0375.1.p
OG0001433	AT4G01330	Bostr.10064s0019.1.p
OG0001434	AT1G06170	Bostr.25219s0340.1.p
OG0001434	AT2G31220	Bostr.24513s0102.1.p
OG0001435	AT4G17960	Bostr.30275s0265.1.p
OG0001435	AT5G46620	Bostr.28243s0071.1.p
OG0001436	AT5G25475	Bostr.7867s0846.1.p, Bostr.29827s0261.1.p, Bostr.29827s0262.1.p
OG0001437	AT1G53380	Bostr.0124s0129.1.p
OG0001437	AT3G14870	Bostr.28625s0220.1.p
OG0001438	AT1G16710	Bostr.7128s0275.1.p
OG0001438	AT1G79000	Bostr.20129s0337.1.p
OG0001439	AT5G18360	Bostr.26527s0375.1.p
OG0001441	AT1G31180, AT5G14200	Bostr.2902s0156.1.p
OG0001441	AT1G80560	Bostr.26959s0005.1.p
OG0001442	AT5G55440	Bostr.0597s0195.1.p, Bostr.30275s0301.1.p, Bostr.12722s0039.1.p, Bostr.7200s0002.1.p
OG0001443	AT1G74660	Bostr.3288s0111.1.p
OG0001443	AT1G18835	Bostr.7128s0489.1.p
OG0001444	AT4G13615	Bostr.2021s0121.1.p
OG0001445	AT3G07490	Bostr.22252s0283.1.p
OG0001445	AT4G12860	Bostr.2021s0021.1.p
OG0001446	AT4G03570, AT4G03590	Bostr.2570s0106.1.p
OG0001447	AT1G63170	Bostr.22157s0003.1.p
OG0001447	AT1G12760	Bostr.13671s0182.1.p
OG0001448	AT5G17260	Bostr.2618s0061.1.p
OG0001448	AT3G03200	Bostr.19046s0031.1.p
OG0001449	AT2G45310	Bostr.25993s0245.1.p
OG0001449	AT4G00110	Bostr.14547s0019.1.p
OG0001449	AT1G02000	Bostr.5325s0120.1.p
OG0001450	AT5G37280	Bostr.9638s0047.1.p
OG0001450	AT5G37220	Bostr.9638s0042.1.p
OG0001450	AT5G37250, AT5G37230, AT5G37270	Bostr.9638s0044.1.p
OG0001450	AT5G37200	Bostr.9638s0041.1.p
OG0001451	AT1G51980	Bostr.26675s0002.1.p
OG0001451	AT3G16480	Bostr.28625s0040.1.p
OG0001452	AT3G27390	Bostr.0556s0420.1.p
OG0001452	AT5G40640	Bostr.7200s0064.1.p
OG0001453	AT3G60966	Bostr.13158s0002.1.p
OG0001453	AT2G44581, AT2G44578	Bostr.25993s0314.1.p
OG0001454	AT5G37300	Bostr.9638s0048.1.p
OG0001454	AT2G38995	Bostr.23794s0173.1.p
OG0001455	AT2G40370	Bostr.23794s0025.1.p
OG0001455	AT5G05390	Bostr.13129s0424.1.p
OG0001456	AT4G13660	Bostr.2021s0127.1.p
OG0001456	AT1G32100	Bostr.3359s0148.1.p
OG0001458	AT2G35510	Bostr.23794s0551.1.p
OG0001458	AT1G32230	Bostr.3359s0132.1.p
OG0001459	AT5G05670	Bostr.13129s0404.1.p
OG0001459	AT2G18770	Bostr.19424s0273.1.p, Bostr.18351s0344.1.p
OG0001460	AT2G23180	Bostr.27895s0162.1.p
OG0001460	AT4G39490	Bostr.25542s0136.1.p
OG0001460	AT4G39480	Bostr.25542s0135.1.p
OG0001461	AT2G17370	Bostr.18351s0197.1.p
OG0001461	AT1G76490	Bostr.20129s0088.1.p
OG0001462	AT3G24260, AT3G28870	Bostr.19424s0242.1.p
OG0001463	AT4G21940	Bostr.9017s0012.1.p
OG0001463	AT4G04720	Bostr.2983s0011.1.p
OG0001464	AT1G15800	Bostr.7128s0200.1.p
OG0001464	AT1G80610	Bostr.20129s0453.1.p
OG0001465	AT5G10270	Bostr.13175s0072.1.p
OG0001465	AT5G64960	Bostr.0568s0295.1.p
OG0001466	AT5G26690	Bostr.29827s0164.1.p
OG0001466	AT3G05920	Bostr.2570s0076.1.p
OG0001467	AT2G42300	Bostr.25993s0549.1.p
OG0001467	AT3G57800	Bostr.20903s0035.1.p
OG0001468	AT1G33610	Bostr.3359s0016.1.p
OG0001469	AT1G27170	Bostr.12659s0277.1.p
OG0001470	AT1G15690	Bostr.7128s0184.1.p
OG0001472	AT1G07380	Bostr.25219s0217.1.p
OG0001472	AT2G38010	Bostr.23794s0272.1.p
OG0001473	AT1G04070	Bostr.26675s0347.1.p
OG0001473	AT5G43970	Bostr.3148s0063.1.p
OG0001474	AT3G48000	Bostr.18473s0152.1.p
OG0001474	AT1G23800	Bostr.12659s0225.1.p
OG0001475	AT5G61320	Bostr.26833s0108.1.p
OG0001475	AT1G64900	Bostr.21554s0013.1.p
OG0001475	AT1G64930, AT1G64940, AT2G12190, AT1G64950	Bostr.21554s0009.1.p
OG0001476	AT2G34160	Bostr.23794s0690.1.p
OG0001476	AT1G29250	Bostr.15697s0216.1.p
OG0001477	AT2G46210	Bostr.25993s0148.1.p
OG0001477	AT3G61580	Bostr.13158s0156.1.p
OG0001478	AT2G19980	Bostr.7903s0169.1.p
OG0001478	AT2G19970	Bostr.7903s0170.1.p
OG0001479	AT3G01340	Bostr.1460s0075.1.p
OG0001480	AT1G31850	Bostr.3359s0166.1.p
OG0001480	AT4G19120	Bostr.30275s0394.1.p
OG0001481	AT1G34170	Bostr.1040s0052.1.p
OG0001481	AT1G43950, AT1G35540, AT1G34310, AT1G34390, AT1G35520, AT1G35240, AT1G34410	Bostr.15774s0314.1.p, Bostr.1040s0030.1.p, Bostr.1040s0029.1.p
OG0001482	AT3G10820	Bostr.19424s1007.1.p
OG0001482	AT5G05140	Bostr.13129s0451.1.p
OG0001483	AT5G19550	Bostr.1040s0007.1.p, Bostr.26527s0245.1.p
OG0001483	AT1G62800	Bostr.22157s0055.1.p
OG0001485	AT3G01040	Bostr.1460s0116.1.p
OG0001485	AT5G15470	Bostr.2902s0282.1.p
OG0001486	AT1G67235, AT1G52603, AT5G33393	Bostr.1040s0038.1.p
OG0001487	AT3G02000	Bostr.1460s0012.1.p
OG0001487	AT5G14070	Bostr.2902s0143.1.p
OG0001488	AT4G15800	Bostr.30275s0003.1.p
OG0001488	AT3G16570	Bostr.28625s0032.1.p
OG0001489	AT1G14870	Bostr.7128s0101.1.p
OG0001489	AT5G35525	Bostr.7128s0100.1.p
OG0001490	AT3G60250	Bostr.13158s0012.1.p
OG0001490	AT2G44680	Bostr.25993s0304.1.p
OG0001491	AT3G01220	Bostr.1460s0094.1.p
OG0001491	AT5G15150	Bostr.2902s0249.1.p
OG0001492	AT4G10430	Bostr.25463s0278.1.p
OG0001492	AT1G33230	Bostr.3359s0048.1.p
OG0001493	AT2G29130	Bostr.27991s0177.1.p
OG0001493	AT5G60020	Bostr.26833s0233.1.p
OG0001494	AT1G22440	Bostr.12659s0098.1.p
OG0001494	AT4G22110	Bostr.10089s0030.1.p
OG0001494	AT1G22430	Bostr.12659s0097.1.p
OG0001495	AT1G76350	Bostr.20129s0072.1.p
OG0001495	AT1G20640	Bostr.7128s0657.1.p
OG0001496	AT5G60440	Bostr.26833s0197.1.p
OG0001497	AT4G37790	Bostr.25542s0240.1.p
OG0001497	AT2G22800	Bostr.19427s0048.1.p
OG0001498	AT2G35600	Bostr.23794s0543.1.p
OG0001498	AT2G21030, AT1G31880	Bostr.3359s0163.1.p
OG0001500	AT1G75220	Bostr.3288s0170.1.p
OG0001500	AT1G19450	Bostr.7128s0548.1.p
OG0001501	AT1G60590	Bostr.10040s0157.1.p
OG0001501	AT1G10640	Bostr.13671s0416.1.p
OG0001502	AT5G15950	Bostr.2902s0331.1.p
OG0001502	AT3G02470	Bostr.1460s0161.1.p
OG0001503	AT2G19670	Bostr.18351s0424.1.p
OG0001503	AT4G29510	Bostr.7867s0801.1.p
OG0001504	AT3G48450	Bostr.18473s0105.1.p
OG0001504	AT5G63270	Bostr.0568s0480.1.p
OG0001505	AT3G05230	Bostr.2570s0162.1.p
OG0001505	AT5G27430	Bostr.29827s0062.1.p
OG0001506	AT2G35850	Bostr.23794s0510.1.p
OG0001506	AT3G52360	Bostr.6864s0009.1.p
OG0001507	AT3G15358	Bostr.28625s0199.1.p
OG0001507	AT1G53035	Bostr.0124s0093.1.p
OG0001508	AT1G70510	Bostr.10273s0307.1.p
OG0001508	AT1G23380	Bostr.12659s0199.1.p
OG0001509	AT5G15790	Bostr.2902s0313.1.p
OG0001509	AT3G02290	Bostr.1460s0145.1.p
OG0001510	AT3G01650	Bostr.1460s0046.1.p
OG0001510	AT5G14420	Bostr.2902s0179.1.p
OG0001511	AT1G07900	Bostr.25219s0157.1.p
OG0001511	AT2G28500	Bostr.27991s0074.1.p
OG0001512	AT4G27585	Bostr.7867s0580.1.p
OG0001512	AT5G54100	Bostr.26833s0868.1.p
OG0001513	AT4G14819	Bostr.0597s0102.1.p
OG0001513	AT3G22540	Bostr.19424s0398.1.p
OG0001514	AT3G59580	Bostr.20903s0181.1.p
OG0001514	AT2G43500	Bostr.25993s0430.1.p
OG0001515	AT1G59900	Bostr.10040s0235.1.p
OG0001515	AT1G24180	Bostr.12659s0265.1.p
OG0001516	AT2G18600	Bostr.18351s0328.1.p
OG0001516	AT4G36800	Bostr.7867s1537.1.p
OG0001517	AT2G41210	Bostr.9345s0010.1.p
OG0001517	AT3G56960	Bostr.20505s0057.1.p
OG0001518	AT2G16900	Bostr.18351s0146.1.p
OG0001518	AT4G35110	Bostr.7867s1370.1.p
OG0001519	AT5G45750	Bostr.8819s0099.1.p
OG0001519	AT4G18800	Bostr.30275s0355.1.p
OG0001520	AT1G72110	Bostr.10273s0142.1.p
OG0001521	AT4G37740	Bostr.7867s1635.1.p
OG0001521	AT2G22840	Bostr.19427s0054.1.p
OG0001522	AT2G20110	Bostr.7903s0158.1.p
OG0001522	AT4G29000	Bostr.7867s0740.1.p
OG0001523	AT1G72370	Bostr.10273s0114.1.p
OG0001524	AT1G50640	Bostr.26675s0113.1.p
OG0001524	AT3G20310	Bostr.19424s0625.1.p
OG0001525	AT1G69523	Bostr.10273s0414.1.p
OG0001525	AT1G69526	Bostr.10273s0413.1.p
OG0001526	AT3G46730	Bostr.18473s0286.1.p
OG0001527	AT2G19500	Bostr.18351s0409.1.p
OG0001527	AT4G29740	Bostr.7867s0823.1.p
OG0001528	AT3G03660	Bostr.19046s0084.1.p
OG0001529	AT3G30180	Bostr.0556s0616.1.p
OG0001529	AT5G38970	Bostr.17775s0024.1.p
OG0001530	AT4G13480	Bostr.2021s0106.1.p
OG0001530	AT3G24310	Bostr.19424s0195.1.p
OG0001531	AT1G60670	Bostr.10040s0147.1.p
OG0001531	AT1G10820	Bostr.13671s0389.1.p
OG0001532	AT5G04990	Bostr.13129s0462.1.p
OG0001532	AT3G10730	Bostr.19424s0996.1.p
OG0001533	AT3G14060	Bostr.28625s0300.1.p
OG0001533	AT1G54120	Bostr.7128s0070.1.p
OG0001534	AT4G26080	Bostr.7867s0426.1.p
OG0001534	AT5G57050	Bostr.26833s0555.1.p, Bostr.7867s0545.1.p
OG0001535	AT1G19400	Bostr.7128s0545.1.p
OG0001535	AT1G75180	Bostr.3288s0166.1.p
OG0001536	AT5G53030	Bostr.26833s0979.1.p
OG0001536	AT4G27810	Bostr.7867s0611.1.p
OG0001537	AT1G06760	Bostr.25219s0283.1.p
OG0001537	AT2G30620	Bostr.24513s0173.1.p
OG0001538	AT2G35310	Bostr.23794s0571.1.p
OG0001538	AT5G09780	Bostr.26527s0077.1.p, Bostr.13129s0015.1.p
OG0001538	AT5G46915, AT2G16210	Bostr.18351s0106.1.p, Bostr.18351s0038.1.p
OG0001539	AT3G02160	Bostr.1460s0131.1.p
OG0001539	AT5G15570	Bostr.2902s0293.1.p
OG0001540	AT4G32030	Bostr.7867s1057.1.p
OG0001541	AT1G55546	Bostr.6758s0022.1.p
OG0001541	AT3G13410	Bostr.3640s0124.1.p
OG0001542	AT4G36680	Bostr.7867s1524.1.p
OG0001542	AT2G18520	Bostr.18351s0319.1.p
OG0001543	AT3G46130	Bostr.18473s0331.1.p
OG0001543	AT5G59780	Bostr.26833s0259.1.p
OG0001544	AT4G12120	Bostr.25463s0095.1.p
OG0001544	AT1G12360	Bostr.13671s0224.1.p
OG0001545	AT3G58560	Bostr.20903s0097.1.p
OG0001545	AT3G58580	Bostr.20903s0099.1.p
OG0001546	AT4G30980	Bostr.7867s0954.1.p
OG0001546	AT2G24260	Bostr.27895s0056.1.p
OG0001547	AT5G02840	Bostr.2128s0168.1.p
OG0001547	AT3G09600	Bostr.22252s0109.1.p
OG0001548	AT4G25620	Bostr.7867s0373.1.p
OG0001548	AT5G52430	Bostr.7305s0027.1.p
OG0001549	AT2G20070	Bostr.7903s0161.1.p
OG0001549	AT2G25295	Bostr.26326s0135.1.p
OG0001550	AT1G69760	Bostr.10273s0388.1.p
OG0001550	AT1G26920	Bostr.12659s0304.1.p
OG0001551	AT3G01322, AT3G01328, AT3G01326, AT3G01327	Bostr.1460s0081.1.p, Bostr.0556s0698.1.p
OG0001551	AT3G01323	Bostr.1460s0080.1.p
OG0001551	AT3G01329, AT3G01324	Bostr.1460s0079.1.p
OG0001551	AT3G27425	Bostr.0556s0425.1.p
OG0001552	AT3G10525	Bostr.22252s0008.1.p
OG0001552	AT5G04470	Bostr.2128s0002.1.p
OG0001553	AT1G48260	Bostr.15654s0008.1.p
OG0001553	AT3G17510	Bostr.19424s0915.1.p
OG0001554	AT1G72740	Bostr.10273s0077.1.p
OG0001554	AT1G17520	Bostr.7128s0363.1.p
OG0001555	AT1G55570	Bostr.6758s0018.1.p
OG0001555	AT3G13390	Bostr.3640s0121.1.p
OG0001556	AT1G56110	Bostr.6758s0069.1.p
OG0001556	AT3G12860	Bostr.3640s0059.1.p
OG0001557	AT5G56800	Bostr.26833s0618.1.p, Bostr.2021s0126.1.p
OG0001557	AT1G50980	Bostr.26675s0085.1.p
OG0001558	AT5G43090, AT5G43110	Bostr.3148s0167.1.p
OG0001559	AT1G52890	Bostr.0124s0082.1.p
OG0001559	AT3G15500	Bostr.28625s0149.1.p
OG0001560	AT2G22425	Bostr.19427s0012.1.p
OG0001560	AT4G40042	Bostr.25542s0198.1.p
OG0001561	AT5G23960	Bostr.10199s0039.1.p
OG0001564	AT2G06166, AT4G17718	Bostr.30275s0235.1.p
OG0001564	AT4G17713	Bostr.10058s0018.1.p, Bostr.30275s0234.1.p
OG0001565	AT4G05630, AT4G12617	Bostr.25463s0041.1.p
OG0001567	AT1G70420	Bostr.10273s0315.1.p
OG0001567	AT1G23710	Bostr.12659s0215.1.p
OG0001568	AT5G17220	Bostr.2618s0057.1.p
OG0001568	AT3G03190	Bostr.19046s0030.1.p
OG0001569	AT1G72770	Bostr.10273s0074.1.p
OG0001569	AT1G17550	Bostr.7128s0366.1.p
OG0001570	AT2G41300	Bostr.11568s0052.1.p
OG0001570	AT3G57010	Bostr.20505s0052.1.p
OG0001571	AT1G71130	Bostr.10273s0232.1.p
OG0001571	AT1G22985	Bostr.12659s0155.1.p
OG0001572	AT2G40420	Bostr.23794s0019.1.p
OG0001572	AT3G56200	Bostr.20505s0132.1.p
OG0001573	AT4G16600	Bostr.30275s0116.1.p
OG0001573	AT2G35710	Bostr.23794s0527.1.p
OG0001574	AT5G05460	Bostr.13129s0421.1.p
OG0001574	AT3G61010, AT3G11040	Bostr.19424s1039.1.p
OG0001575	AT1G55947	Bostr.15654s0006.1.p
OG0001576	AT5G22980	Bostr.10199s0148.1.p
OG0001576	AT3G45010	Bostr.0556s0789.1.p
OG0001577	AT5G16500	Bostr.2902s0385.1.p
OG0001577	AT3G02810	Bostr.1460s0200.1.p
OG0001578	AT5G59270, AT5G59260	Bostr.18362s0001.1.p
OG0001579	AT4G14500	Bostr.0597s0062.1.p
OG0001579	AT3G23080	Bostr.19424s0346.1.p
OG0001580	AT1G23330	Bostr.12659s0195.1.p
OG0001580	AT1G10740	Bostr.13671s0404.1.p
OG0001581	AT5G47230	Bostr.14419s0017.1.p
OG0001581	AT4G17490	Bostr.30275s0206.1.p
OG0001582	AT5G38830	Bostr.17775s0011.1.p
OG0001583	AT4G04605	Bostr.7199s0006.1.p
OG0001583	AT4G04555, AT4G04580	Bostr.7199s0005.1.p
OG0001584	AT5G16400	Bostr.2902s0375.1.p
OG0001584	AT3G02730	Bostr.1460s0191.1.p
OG0001585	AT3G11320	Bostr.19424s1065.1.p
OG0001585	AT5G05820	Bostr.13129s0391.1.p
OG0001586	AT2G45870	Bostr.25993s0182.1.p
OG0001586	AT3G61320	Bostr.13158s0124.1.p
OG0001587	AT1G19940	Bostr.7128s0593.1.p
OG0001588	AT1G56070	Bostr.6758s0060.1.p
OG0001589	AT1G75370	Bostr.3288s0187.1.p
OG0001589	AT1G19650	Bostr.7128s0565.1.p
OG0001590	AT2G35240	Bostr.23794s0577.1.p
OG0001590	AT1G32580	Bostr.3359s0102.1.p
OG0001591	AT3G23990	Bostr.19424s0205.1.p
OG0001591	AT2G33210	Bostr.23794s0784.1.p
OG0001592	AT1G18040	Bostr.7128s0409.1.p
OG0001592	AT1G73690	Bostr.3288s0012.1.p
OG0001593	AT5G62920	Bostr.0568s0519.1.p
OG0001593	AT3G48100	Bostr.18473s0144.1.p
OG0001594	AT2G31360	Bostr.24513s0083.1.p
OG0001594	AT1G06080	Bostr.25219s0352.1.p
OG0001595	AT1G11410	Bostr.13671s0326.1.p
