Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0002651	AT2G34820	Bo4g039270, Bo3g028090, Bo4g182930
OG0002652	AT1G45010	Bo8g021730
OG0002652	AT1G35170, AT1G35180	Bo5g085240
OG0002653	AT3G52560	Bo4g125310
OG0002653	AT2G36060	Bo01022s020, Bo8g082040
OG0002654	AT3G62700	Bo8g098040
OG0002654	AT2G47800	Bo5g072550, Bo6g012190
OG0002655	AT3G50220	Bo8g079630
OG0002655	AT5G67210	Bo9g020340, Bo7g063950
OG0002656	AT4G02930	Bo3g052140, Bo9g006140
OG0002657	AT3G07600	Bo3g061370, Bo5g141330
OG0002657	AT5G48290	Bo7g089160
OG0002658	AT1G28010	Bo00579s210
OG0002658	AT1G27940	Bo5g052400
OG0002659	AT5G67540	Bo3g096490
OG0002659	AT3G49880	Bo1g081320, Bo8g079150
OG0002660	AT4G33050	Bo3g170960, Bo1g008480
OG0002660	AT2G26190	Bo4g160060
OG0002661	AT1G49990	Bo9g045340, Bo6g018790, Bo6g018750
OG0002662	AT1G35460	Bo5g085170, Bo8g026850, Bo6g043840
OG0002663	AT1G08410	Bo8g055740
OG0002663	AT2G27200	Bo4g161480
OG0002664	AT2G44890, AT2G45510	Bo4g024710, Bo3g038840, Bo3g037780
OG0002665	AT2G19390	Bo7g005990, Bo5g098450, Bo7g062410
OG0002665	AT4G29790	Bo1g014960, Bo7g114020
OG0002666	AT5G01950	Bo3g001190
OG0002666	AT1G06840	Bo5g007770
OG0002667	AT3G15690	Bo1g126080, Bo5g126760
OG0002668	AT3G28580	Bo9g008520, Bo9g007860, Bo7g091460
OG0002669	AT5G27870	Bo9g010530, Bo7g094830
OG0002669	AT3G05610	Bo3g059030, Bo1g150470, Bo5g145200
OG0002670	AT1G67530	Bo2g055940
OG0002670	AT1G24330	Bo3g141280, Bo7g050100
OG0002671	AT3G26020	Bo7g082350
OG0002671	AT1G13460	Bo5g017520
OG0002672	AT2G24681	Bo8g099620
OG0002673	AT4G30990	Bo7g114890
OG0002674	AT1G35670	Bo5g083780
OG0002674	AT4G09570	Bo3g044290
OG0002675	AT4G27620	Bo1g049530
OG0002675	AT4G27610	Bo7g111530, Bo1g049510
OG0002676	AT5G15930	Bo2g012860
OG0002676	AT3G02460	Bo3g055610
OG0002678	AT3G49300, AT3G49305, AT3G49270	Bo1g078810
OG0002679	AT4G19130	Bo7g106480
OG0002679	AT5G45400	Bo9g061490, Bo2g127130
OG0002680	AT3G52990	Bo4g122890, Bo6g067090, Bo8g082420
OG0002681	AT1G71410	Bo2g072880, Bo6g112990
OG0002682	AT2G40950	Bo4g012880, Bo4g190610
OG0002683	AT2G25850	Bo4g158830
OG0002683	AT4G32850	Bo1g009880
OG0002684	AT2G40990	Bo4g190620, Bo4g012910
OG0002685	AT5G65620	Bo3g097910
OG0002685	AT5G10540	Bo2g009930, Bo3g006700
OG0002686	AT1G13780, AT5G27750	Bo8g107250, Bo8g107670, Bo8g107660, Bo5g017830, Bo5g017840, Bo5g017850
OG0002687	AT2G29390	Bo4g169320
OG0002687	AT1G07420	Bo8g114090, Bo5g008200, Bo8g009520
OG0002688	AT5G19820	Bo3g013840, Bo2g018380, Bo9g152430
OG0002689	AT1G50360	Bo5g078690, Bo6g022080
OG0002689	AT3G19960	Bo3g074620, Bo5g112350
OG0002690	AT4G00750	Bo2g098750
OG0002690	AT2G45750	Bo4g024930
OG0002691	AT3G23670	Bo7g039200, Bo1g101480
OG0002692	AT1G16190	Bo5g021590, Bo8g105600
OG0002692	AT1G79650	Bo6g080890
OG0002693	AT2G04480	Bo7g030440
OG0002693	AT5G35870	Bo9g059360, Bo4g135910
OG0002694	AT5G60550	Bo9g143680, Bo2g024790
OG0002695	AT3G19950	Bo3g074610, Bo1g110210, Bo5g112360
OG0002696	AT4G22590	Bo7g108040, Bo1g028410
OG0002697	AT2G41905	Bo4g014580, Bo3g035840, Bo4g191210
OG0002697	AT3G57690	Bo8g092140, Bo4g110990, Bo6g073130
OG0002698	AT3G11260	Bo5g136700
OG0002698	AT5G05770	Bo9g176920, Bo2g007050
OG0002699	AT5G13920	Bo3g009430, Bo3g009420, Bo10227s010
OG0002699	AT1G54930	Bo9g055840
OG0002700	AT1G62620, AT1G63370, AT1G62600, AT1G63390	Bo9g037160, Bo9g028520, Bo4g142470
OG0002701	AT2G41800	Bo4g191040
OG0002702	AT4G02700	Bo9g005980
OG0002702	AT3G51895	Bo8g081190, Bo7g101280
OG0002703	AT5G46680	Bo2g131350
OG0002704	AT4G29710, AT4G29700	Bo1g016130
OG0002704	AT4G29690	Bo1g016140
OG0002705	AT1G55520	Bo6g051360, Bo3g185290
OG0002706	AT4G30260	Bo7g114360, Bo3g175640, Bo1g014350
OG0002707	AT3G02020	Bo2g041340
OG0002707	AT5G14060	Bo3g009580
OG0002708	AT1G04540	Bo8g115490
OG0002708	AT2G33320	Bo4g181810
OG0002710	AT5G09930	Bo9g173670
OG0002710	AT5G64840	Bo2g166440
OG0002711	AT5G18190	Bo9g157420, Bo2g015380, Bo3g013020
OG0002711	AT3G03940	Bo1g153440, Bo5g148530
OG0002712	AT3G23170	Bo7g040910, Bo3g081650
OG0002713	AT4G27920	Bo1g051020
OG0002713	AT5G53160	Bo2g046090, Bo9g109880, Bo3g022900
OG0002714	AT5G44360	Bo7g067420
OG0002714	AT4G20860	Bo1g023850, Bo1g022550
OG0002715	AT4G34450	Bo3g168870, Bo1g007260
OG0002716	AT5G35600	Bo8g076790, Bo8g076780
OG0002716	AT5G63110	Bo3g104750, Bo9g017510
OG0002717	AT2G32010	Bo4g177730
OG0002717	AT1G05470	Bo8g004560, Bo5g005650
OG0002719	AT1G11170	Bo5g013520
OG0002719	AT1G61240	Bo9g042250, Bo1g098010
OG0002720	AT4G24590	Bo7g109670, Bo8g050340, Bo1g039160
OG0002721	AT5G41310	Bo4g141970
OG0002721	AT1G63640	Bo9g029220, Bo9g035470
OG0002722	AT1G17940	Bo00831s030
OG0002722	AT1G73390	Bo6g116780
OG0002723	AT1G51710	Bo6g026190, Bo1g131270, Bo3g181390
OG0002725	AT1G61250	Bo9g042220, Bo4g086670, Bo1g098020
OG0002725	AT1G11180	Bo5g013530
OG0002726	AT4G35100	Bo7g117200
OG0002726	AT2G16850	Bo3g167200, Bo1g006730
OG0002727	AT5G22290	Bo3g016820, Bo2g023820
OG0002727	AT3G44290	Bo1g063720
OG0002728	AT4G26580	Bo1g046420
OG0002728	AT5G55970	Bo3g021260, Bo9g122190
OG0002729	AT2G29960	Bo4g060010
OG0002729	AT5G58710	Bo9g135510
OG0002730	AT4G21745	Bo1g025450, Bo7g107540
OG0002730	AT4G04900	Bo9g076650
OG0002731	AT5G46040	Bo2g127700
OG0002731	AT5G46050	Bo9g062900, Bo9g062870
OG0002732	AT3G54190	Bo4g120200, Bo8g083470
OG0002733	AT4G19500	Bo3g158750
OG0002734	AT1G64610	Bo9g031030
OG0002734	AT5G42010	Bo6g066650
OG0002735	AT1G49730	Bo6g018470
OG0002735	AT3G19300	Bo5g115290
OG0002736	AT3G01320	Bo1g158840
OG0002736	AT5G15020	Bo2g012340, Bo3g010030
OG0002737	AT5G46640	Bo9g065440
OG0002737	AT4G17950	Bo8g049830, Bo1g018060
OG0002738	AT1G78430	Bo6g081570
OG0002738	AT1G17140	Bo8g066970, Bo8g105080, Bo5g023480
OG0002739	AT2G16380	Bo3g090220
OG0002739	AT4G34580	Bo1g007150, Bo3g168770
OG0002740	AT1G75750	Bo6g086170, Bo2g165550
OG0002740	AT2G18420	Bo2g085340
OG0002741	AT5G20640	Bo2g022030
OG0002741	AT2G05910	Bo7g026750
OG0002743	AT1G73630	Bo6g117890
OG0002743	AT1G18210	Bo5g025170, Bo8g067730
OG0002744	AT1G71360	Bo6g094340, Bo6g112900
OG0002744	AT1G22882	Bo5g038960
OG0002745	AT1G60630	Bo1g093130
OG0002745	AT1G10850	Bo5g013310
OG0002746	AT5G04870	Bo9g177640, Bo3g003000
OG0002747	AT2G17190	Bo7g014890, Bo3g092270, Bo9g024380
OG0002748	AT5G11190	Bo9g171490
OG0002748	AT5G25390	Bo7g096000, Bo9g011380
OG0002749	AT1G26360	Bo00825s050
OG0002749	AT1G69240	Bo2g062890
OG0002750	AT3G06700	Bo1g147760, Bo5g143200
OG0002750	AT3G06680	Bo3g060770
OG0002751	AT3G23790	Bo3g081900
OG0002751	AT4G14070	Bo4g127340
OG0002752	AT5G16070	Bo3g010850, Bo9g163560
OG0002752	AT3G02530	Bo01155s010
OG0002753	AT5G09260	Bo9g174140, Bo9g173500
OG0002754	AT1G33260	Bo6g049370
OG0002755	AT3G45630	Bo3g130030
OG0002755	AT5G60170	Bo3g017550, Bo3g017580
OG0002756	AT1G70500	Bo6g111110
OG0002756	AT1G23460	Bo7g056160, Bo8g074810
OG0002757	AT3G16857	Bo3g068550, Bo5g123620
OG0002758	AT2G31945	Bo4g047290
OG0002758	AT1G05575	Bo5g006790
OG0002759	AT5G26250	Bo7g095370
OG0002759	AT3G05960	Bo3g060340, Bo1g150170, Bo5g144920
OG0002760	AT3G52370	Bo4g125450
OG0002760	AT2G35860	Bo4g184730
OG0002761	AT1G02380	Bo8g117490, Bo5g003110
OG0002761	AT4G01960	Bo9g004420
OG0002762	AT5G17165	Bo9g161580
OG0002762	AT3G03150	Bo5g150200, Bo3g057000
OG0002763	AT2G35160	Bo4g038960
OG0002763	AT2G22740	Bo4g150950
OG0002764	AT4G36090	Bo1g005950
OG0002764	AT2G17970	Bo7g012800
OG0002765	AT1G48770	Bo8g012870
OG0002765	AT3G18295	Bo1g117670
OG0002766	AT4G37670	Bo7g118660, Bo1g003490
OG0002767	AT4G11050	Bo3g045080
OG0002767	AT1G64390	Bo9g032450, Bo9g030930
OG0002768	AT1G04710	Bo8g004200
OG0002768	AT2G33150	Bo4g044190, Bo4g181650, Bo3g027150
OG0002769	AT2G43090, AT3G58990	Bo3g036360, Bo4g018580
OG0002770	AT3G55515	Bo8g089980, Bo4g116640
OG0002770	AT2G39705	Bo4g025960, Bo4g188400
OG0002771	AT2G17660	Bo7g014240, Bo9g024600, Bo3g093610
OG0002772	AT1G09640	Bo8g058750, Bo8g111020, Bo5g010060
OG0002773	AT4G37290	Bo7g118460, Bo1g004880
OG0002773	AT2G23270	Bo8g100520, Bo4g151400
OG0002774	AT5G28646	Bo7g093100
OG0002774	AT3G04630	Bo00834s090, Bo3g058490
OG0002775	AT4G24490, AT5G41820	Bo1g039020, Bo7g109550
OG0002776	AT2G46280, AT5G57650, AT2G46290	Bo7g084590, Bo2g141730
OG0002777	AT3G53390	Bo01156s010, Bo8g082780
OG0002778	AT3G03110	Bo1g154900, Bo5g150230
OG0002778	AT5G17020	Bo2g013400, Bo9g161660, Bo3g012340
OG0002779	AT2G16570	Bo7g017550
OG0002779	AT4G34740	Bo1g006990
OG0002780	AT5G59590, AT5G59580	Bo9g139510, Bo2g026640
OG0002781	AT5G64667	Bo3g101040
OG0002781	AT5G09805	Bo3g005280, Bo9g173760, Bo9g164310
OG0002782	AT1G61210	Bo1g097990
OG0002782	AT1G11160	Bo8g109040
OG0002783	AT3G46430, AT5G59613	Bo9g139560, Bo2g026590, Bo02309s010
OG0002784	AT3G25110	Bo7g031390
OG0002784	AT4G13050	Bo4g133320
OG0002785	AT5G16410	Bo2g013070
OG0002785	AT1G78990	Bo6g122470, Bo6g081410, Bo6g081400, Bo28224s010
OG0002786	AT2G05230, AT2G05250	Bo3g085650
OG0002786	AT5G35753	Bo4g135840
OG0002787	AT5G26150	Bo2g155950
OG0002787	AT5G12000	Bo9g169710, Bo2g010770
OG0002788	AT5G06390	Bo9g176220, Bo3g003870
OG0002788	AT3G11700	Bo5g136200, Bo1g139860
OG0002789	AT4G34400	Bo2g100580, Bo7g116840, Bo1g016360, Bo1g016660
OG0002790	AT1G67250	Bo2g055630, Bo6g103660, Bo6g099050
OG0002791	AT5G18800	Bo3g013390, Bo00629s180, Bo9g154550
OG0002792	AT2G33220	Bo5g004760, Bo8g003060
OG0002793	AT2G23510	Bo01008s010, Bo8g100390
OG0002794	AT2G47460	Bo4g004500, Bo3g039690, Bo00877s020, Bo4g198650
OG0002795	AT2G45070, AT3G60540	Bo4g024320, Bo4g195360
OG0002796	AT4G35570	Bo7g117500, Bo1g006360
OG0002796	AT2G17560	Bo7g014280
OG0002797	AT3G52600	Bo4g124240
OG0002797	AT2G36190	Bo4g186030, Bo3g029970
OG0002798	AT3G49130, AT4G25707	Bo3g141590
OG0002799	AT5G24870	Bo7g096430
OG0002799	AT5G10650	Bo2g009970
OG0002800	AT4G05330	Bo3g029790, Bo9g076170
OG0002800	AT4G21160	Bo1g023910
OG0002801	AT1G08880	Bo5g009330, Bo8g058060
OG0002802	AT1G47200	Bo8g019250, Bo6g008230
OG0002803	AT2G33530	Bo4g043630
OG0002803	AT1G28110	Bo3g143050, Bo00579s010
OG0002804	AT2G37360	Bo4g186860
OG0002804	AT3G53510	Bo8g082890
OG0002805	AT2G23950	Bo4g154110
OG0002805	AT4G30520	Bo7g114560
OG0002806	AT1G61255	Bo9g042210
OG0002806	AT4G21620	Bo7g107460, Bo3g162460
OG0002807	AT1G16700	Bo5g022110
OG0002807	AT1G79010	Bo6g122490, Bo6g081350
OG0002808	AT3G54830	Bo8g086960
OG0002808	AT2G39130	Bo4g026690, Bo4g187980
OG0002809	AT3G25940, AT1G20065	Bo5g029130, Bo7g061870
OG0002810	AT5G18490	Bo9g154870
OG0002810	AT3G04350	Bo1g152100
OG0002811	AT4G23490	Bo1g034640, Bo7g108810
OG0002812	AT5G47440	Bo2g009750, Bo7g077590
OG0002812	AT4G17350	Bo1g051730
OG0002813	AT4G35460	Bo3g155550, Bo7g117380
OG0002813	AT2G17420	Bo3g093450
OG0002814	AT1G18200	Bo8g067720
OG0002814	AT1G73640	Bo6g117900
OG0002815	AT1G21770	Bo5g034800
OG0002815	AT1G77540	Bo6g083270
OG0002816	AT4G36710	Bo1g005470, Bo7g118110
OG0002817	AT5G37810	Bo4g136860
OG0002818	AT5G61900	Bo2g161720, Bo3g108220
OG0002818	AT5G07300	Bo3g004280, Bo9g175380
OG0002819	AT3G48940	Bo8g077380
OG0002819	AT5G23750	Bo7g097450
OG0002820	AT3G27420	Bo2g141710
OG0002820	AT5G40600	Bo00927s050, Bo4g140360
OG0002821	AT4G18220, AT4G18210	Bo8g049970, Bo8g049980
OG0002822	AT3G29780	Bo2g142750, Bo2g149220, Bo2g149240, Bo2g142740, Bo2g149270, Bo7g088530
OG0002823	AT2G34720	Bo4g039370
OG0002824	AT4G25560	Bo1g040300, Bo7g110400
OG0002824	AT5G52260	Bo3g023270
OG0002825	AT3G21175	Bo5g103560
OG0002825	AT1G51600	Bo3g181450
OG0002827	AT2G47370, AT5G28660	Bo9g088200
OG0002828	AT4G26640	Bo1g046510, Bo7g111000, Bo8g051360
OG0002829	AT1G78510	Bo6g122080
OG0002829	AT1G17050	Bo5g022380
OG0002830	AT1G79470	Bo6g123910
OG0002830	AT1G16350	Bo5g021730
OG0002831	AT3G24020	Bo1g099950
OG0002831	AT4G13580	Bo4g130900, Bo8g035470
OG0002832	AT1G31310	Bo7g041030, Bo5g065920
OG0002833	AT5G38690	Bo6g057520, Bo6g060960, Bo01161s020, Bo00955s020, Bo00667s090, Bo1g078970
OG0002834	AT4G20440	Bo7g107140, Bo1g022440, Bo3g162230
OG0002835	AT5G45510	Bo2g127320, Bo7g072580
OG0002836	AT1G62870	Bo9g036750
OG0002836	AT1G12380	Bo8g108230, Bo8g064790, Bo5g016930
OG0002837	AT1G76550	Bo6g120660
OG0002837	AT1G20950	Bo8g070530, Bo5g030890
OG0002838	AT1G11770	Bo5g015000, Bo8g108700
OG0002838	AT1G01980	Bo6g066850
OG0002839	AT2G43795	Bo8g094570
OG0002839	AT3G59800	Bo4g106500
OG0002840	AT2G42005	Bo3g042490
OG0002840	AT4G38250	Bo7g120870
OG0002841	AT1G67490	Bo6g098920
OG0002841	AT1G24320	Bo7g050080
OG0002842	AT4G22900	Bo7g108320
OG0002842	AT4G11950	Bo9g093960
OG0002843	AT3G20590, AT3G20600	Bo5g108460, Bo3g076120, Bo1g108800, Bo5g108470
OG0002845	AT1G71020	Bo6g112660
OG0002845	AT1G23030	Bo7g056480, Bo5g039200
OG0002846	AT4G07410	Bo3g042990
OG0002846	AT1G27470	Bo5g052090
OG0002847	AT1G10150	Bo8g059120
OG0002847	AT1G59510	Bo9g048750
OG0002848	AT4G19660	Bo1g021820
OG0002848	AT5G45110	Bo7g070020
OG0002849	AT2G01570	Bo9g070200, Bo7g078550
OG0002850	AT1G14480	Bo5g019640
OG0002850	AT1G14500	Bo8g106760
OG0002852	AT3G26650	Bo00285s370
OG0002852	AT1G12900	Bo5g016460, Bo8g107880
OG0002853	AT3G25290	Bo9g028370
OG0002853	AT4G12980	Bo8g033980
OG0002854	AT2G13640, AT2G27780, AT5G27310	Bo4g045750, Bo03439s010, Bo4g046110, Bo4g045770
OG0002855	AT2G01150	Bo2g133790, Bo9g069830, Bo7g078070
OG0002855	AT1G15100	Bo8g106240
OG0002856	AT4G10730	Bo2g109270
OG0002856	AT4G24100	Bo1g037530
OG0002857	AT2G48110	Bo4g001090
OG0002857	AT3G23590	Bo7g040300
OG0002858	AT5G10760	Bo9g171790, Bo9g171770, Bo9g171800
OG0002858	AT5G10770	Bo9g171740, Bo2g010050
OG0002859	AT5G07490	Bo3g004410
OG0002859	AT5G61630	Bo2g161460, Bo7g098890
OG0002860	AT4G39917	Bo3g152750, Bo3g152740
OG0002861	AT4G11880	Bo9g093920
OG0002861	AT4G22950	Bo1g031900, Bo7g108370, Bo3g165710
OG0002862	AT1G48720	Bo9g064360
OG0002867	AT1G07730	Bo8g010810
OG0002867	AT2G28670	Bo4g166640, Bo4g069300
OG0002868	AT5G44860	Bo7g069960
OG0002869	AT4G31860	Bo7g115450
OG0002869	AT2G25070	Bo4g157320, Bo8g099410
OG0002870	AT5G20570	Bo3g015230, Bo9g151780, Bo2g021930
OG0002871	AT4G21560	Bo3g162540, Bo1g024260
OG0002871	AT4G05000	Bo9g076470
OG0002872	AT4G16480	Bo7g104460, Bo1g053700
OG0002872	AT2G35740	Bo4g184590
OG0002873	AT3G05940	Bo5g144930
OG0002873	AT5G26740	Bo7g095260, Bo2g156240
OG0002876	AT1G54440	Bo1g086080
OG0002876	AT5G35910	Bo6g056320
OG0002877	AT5G14490	Bo3g009820
OG0002877	AT3G01600	Bo3g055070
OG0002878	AT5G60220	Bo3g017500
OG0002878	AT3G45600	Bo1g065230
OG0002880	AT3G61415	Bo8g095930, Bo6g077680
OG0002881	AT5G61960	Bo2g161770, Bo3g108190
OG0002881	AT5G07290	Bo9g175370
OG0002882	AT1G33320	Bo9g164200, Bo9g164190
OG0002882	AT3G01120	Bo5g156430
OG0002883	AT5G35945, AT1G67390	Bo5g007980
OG0002884	AT4G28430	Bo1g017500
OG0002884	AT2G20590	Bo8g102280
OG0002885	AT2G44280	Bo4g194890, Bo4g021520
OG0002885	AT3G60070	Bo4g106350
OG0002886	AT2G41440, AT2G41470	Bo8g002680
OG0002887	AT4G39180	Bo3g150110
OG0002887	AT2G21540	Bo4g146000
OG0002888	AT2G24765	Bo8g099590, Bo4g156080
OG0002889	AT3G10300	Bo1g144000
OG0002889	AT5G04170	Bo3g002670, Bo9g181350
OG0002890	AT3G17140	Bo1g122700
OG0002890	AT1G47960	Bo6g010720
OG0002891	AT2G34210	Bo3g027630
OG0002891	AT4G08350	Bo3g043110
OG0002892	AT2G42980	Bo4g018470
OG0002892	AT3G59080	Bo6g076180
OG0002893	AT1G14170	Bo8g106980, Bo06453s010
OG0002894	AT5G63850	Bo3g103020, Bo2g165900
OG0002894	AT5G09220	Bo9g174160, Bo3g005120
OG0002895	AT5G45560	Bo9g061550
OG0002895	AT4G19040	Bo7g106440, Bo1g020190
OG0002896	AT5G55240	Bo9g120290
OG0002896	AT4G26740	Bo8g051390, Bo1g046650
OG0002897	AT5G57060	Bo9g130670
OG0002897	AT4G26060	Bo8g051110
OG0002898	AT1G79020	Bo6g122500, Bo6g081340
OG0002899	AT3G20620	Bo1g080270
OG0002900	AT3G58660	Bo8g092790, Bo6g075980, Bo4g108290
OG0002901	AT1G75140	Bo6g086540
OG0002901	AT1G19370	Bo5g027430
OG0002902	AT5G01180	Bo9g184980
OG0002902	AT3G54140	Bo8g083440, Bo4g120230
OG0002903	AT4G00905	Bo9g003900
OG0002903	AT1G01225	Bo8g117770
OG0002904	AT5G16450	Bo3g012040
OG0002904	AT3G02770	Bo1g155150
OG0002905	AT3G02630	Bo1g156250, Bo3g055760
OG0002906	AT2G41451	Bo4g190910
OG0002906	AT3G57200	Bo8g091570
OG0002907	AT3G21890	Bo5g098600, Bo1g105540
OG0002908	AT3G23760	Bo7g039080
OG0002908	AT4G14100	Bo6g056140
OG0002909	AT4G37690, AT4G38310	Bo7g118680
OG0002909	AT2G22900	Bo8g100740
OG0002910	AT5G58340	Bo5g146770, Bo9g134990
OG0002911	AT4G11230	Bo2g108940
OG0002911	AT1G64060	Bo9g033770
OG0002912	AT3G27600, AT4G16200	Bo7g104840
OG0002913	AT4G27350	Bo1g048230
OG0002914	AT5G54190	Bo9g115140
OG0002914	AT4G27440	Bo7g111430
OG0002915	AT2G19810	Bo7g005390
OG0002915	AT4G29190	Bo1g016650, Bo7g113610
OG0002916	AT1G80900	Bo6g124160, Bo2g095580
OG0002916	AT1G16010	Bo5g021470
OG0002917	AT2G35612	Bo4g038350, Bo4g183400, Bo3g028370
OG0002918	AT2G14690	Bo7g025270
OG0002918	AT4G33820, AT4G33810	Bo7g116400
OG0002919	AT5G02970	Bo9g183250
OG0002919	AT3G09690	Bo1g144370
OG0002920	AT4G33390	Bo7g116110, Bo1g008200
OG0002920	AT2G26570	Bo01551s020
OG0002921	AT1G22510	Bo7g057890
OG0002921	AT1G72175	Bo6g114710
OG0002922	AT1G22880	Bo7g057610
OG0002922	AT1G71380	Bo6g112930
OG0002923	AT3G05300	Bo3g058910
OG0002924	AT5G13490	Bo3g009210, Bo2g011330, Bo9g166720
OG0002925	AT5G17480	Bo2g013760
OG0002925	AT3G03430	Bo3g057060
OG0002926	AT5G39800, AT5G40080	Bo9g084460, Bo3g047030
OG0002927	AT2G22040	Bo8g101390
OG0002927	AT3G18140	Bo00828s070
OG0002928	AT4G36210	Bo1g005780
OG0002929	AT4G12590	Bo9g078530
OG0002930	AT4G20830	Bo3g162300, Bo7g107170, Bo1g022520, Bo1g022510
OG0002930	AT4G20840	Bo7g107180
OG0002931	AT3G59100	Bo6g076190
OG0002931	AT1G06490	Bo8g114570, Bo5g007560
OG0002932	AT4G02482	Bo2g101810
OG0002932	AT4G02510	Bo9g005880
OG0002933	AT5G10210	Bo9g172350
OG0002933	AT5G65030	Bo3g100600
OG0002935	AT5G17310	Bo3g012500
OG0002935	AT3G03250	Bo1g154800, Bo5g150110
OG0002936	AT1G22070	Bo8g071300, Bo5g035170
OG0002936	AT1G77920	Bo6g081910, Bo6g121590
OG0002937	AT5G51770	Bo00946s050
OG0002937	AT4G25390	Bo7g110260
OG0002938	AT2G37435	Bo5g005080
OG0002940	AT1G10560	Bo5g012020
OG0002940	AT1G60190	Bo00956s030, Bo1g091760
OG0002941	AT2G24530	Bo8g099750, Bo4g154650
OG0002941	AT4G31440	Bo3g173940
OG0002942	AT1G51500	Bo6g042620
OG0002942	AT3G21090	Bo5g104970
OG0002943	AT4G27910	Bo7g111750
OG0002943	AT5G53430	Bo9g111250
OG0002944	AT4G23790	Bo7g109130
OG0002944	AT4G11090	Bo9g091010
OG0002945	AT5G25110	Bo7g096240
OG0002945	AT5G10930	Bo9g171670
OG0002946	AT2G41160	Bo4g012990
OG0002947	AT1G21980	Bo8g071220
OG0002947	AT1G77740	Bo2g092920
OG0002949	AT3G01310	Bo3g055190, Bo1g158810
OG0002949	AT5G15070	Bo3g010050, Bo9g165480
OG0002950	AT3G57100	Bo4g114180, Bo3g055590, Bo00982s030, Bo02729s010, Bo4g114230
OG0002951	AT3G11750	Bo1g139830, Bo5g136160
OG0002952	AT4G37950	Bo6g076210
OG0002952	AT2G22620	Bo4g149850, Bo8g100950
OG0002953	AT3G56150	Bo8g090530, Bo00982s010
OG0002954	AT4G12110	Bo2g105360
OG0002955	AT3G62260	Bo4g098840, Bo8g097730
OG0002956	AT5G16660	Bo9g162960
OG0002957	AT3G54760	Bo4g118400, Bo02429s010, Bo4g118430
OG0002958	AT3G15450	Bo5g127100
OG0002959	AT1G20780	Bo7g061370, Bo8g070380
OG0002960	AT5G09900	Bo2g009600, Bo9g173690, Bo3g005340
OG0002961	AT1G36180, AT1G36160	Bo6g010860, Bo8g025650
OG0002962	AT1G09050, AT1G09040	Bo8g112200, Bo5g009440, Bo8g058140
OG0002963	AT5G53550	Bo9g111420
OG0002963	AT5G24380	Bo7g096920
OG0002964	AT1G07795	Bo5g008430, Bo8g112910
OG0002964	AT2G28725	Bo4g166740, Bo3g040060
OG0002965	AT2G22810	Bo4g151090
OG0002965	AT4G37770	Bo1g003430, Bo3g153260
OG0002966	AT5G46880	Bo9g066790, Bo01466s010
OG0002966	AT4G17710	Bo8g049710
OG0002967	AT4G29905	Bo7g114100, Bo3g175910
OG0002968	AT2G25310	Bo8g099230
OG0002968	AT4G32130	Bo1g010670
OG0002969	AT1G09812	Bo8g058890
OG0002970	AT3G55010	Bo6g068490, Bo8g087320
OG0002971	AT5G40890	Bo6g064820, Bo4g145580
OG0002972	AT2G39900	Bo3g034550, Bo4g025780
OG0002973	AT1G14685	Bo8g066170, Bo5g019930, Bo8g106640
OG0002974	AT5G63730, AT5G63750, AT5G63760	Bo2g165860, Bo3g103100
OG0002975	AT3G52750	Bo8g082220
OG0002975	AT2G36250	Bo4g186080
OG0002976	AT2G21140	Bo4g145740
OG0002976	AT4G38770	Bo1g002170, Bo3g149550, Bo7g119630
OG0002977	AT2G39530	Bo4g188300
OG0002977	AT2G39518	Bo4g188290
OG0002978	AT1G09950	Bo8g110850, Bo5g010410
OG0002979	AT5G56680, AT1G70980	Bo9g130910
OG0002980	AT1G66400	Bo6g100950
OG0002980	AT5G37770	Bo4g143900
OG0002981	AT1G65220	Bo2g051190
OG0002982	AT1G12820	Bo8g065030, Bo8g107910, Bo8g092500
OG0002982	AT3G26810	Bo00285s550
OG0002983	AT5G27600	Bo7g093680
OG0002983	AT3G05970	Bo5g144910, Bo3g060350
OG0002984	AT4G32400	Bo1g010480
OG0002985	AT1G73570	Bo2g080640
OG0002985	AT1G18260	Bo5g025220
OG0002986	AT3G18030	Bo5g121300
OG0002987	AT5G50420	Bo2g050820
OG0002987	AT1G17270	Bo8g067050
OG0002988	AT5G47590	Bo7g077070, Bo9g139370, Bo7g077080, Bo1g143980, Bo2g131800, Bo2g136790, Bo7g077780, Bo7g077740, Bo7g077720
OG0002989	AT1G52040, AT1G52030	Bo3g181260, Bo3g181210
OG0002990	AT1G51760	Bo6g026320, Bo6g042400
OG0002991	AT5G27610	Bo7g093690, Bo2g155350
OG0002991	AT3G05380	Bo1g151630, Bo5g145450
OG0002992	AT4G31640, AT4G31650	Bo1g011080
OG0002993	AT3G62770	Bo4g098520, Bo8g098090, Bo6g079620
OG0002994	AT2G43870	Bo4g194700, Bo3g036950
OG0002995	AT2G15300	Bo9g023790
OG0002995	AT4G34220	Bo1g007530
OG0002996	AT1G03800	Bo5g004090
OG0002996	AT5G44210	Bo2g122260
OG0002997	AT2G39855	Bo4g188630, Bo4g025830
OG0002997	AT3G55646	Bo8g090100, Bo4g115520
OG0002998	AT1G10390	Bo8g059390, Bo5g010850
OG0002998	AT1G59660	Bo9g046570
OG0002999	AT4G20170	Bo1g022230, Bo3g162100
