Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0001729	AT1G77380	Bra015673
OG0001730	AT2G41860	Bra016909, Bra004656
OG0001730	AT3G57530	Bra007334, Bra003287
OG0001731	AT5G41720	Bra025471
OG0001732	AT3G03060	Bra021376, Bra032021
OG0001732	AT5G16930	Bra008582, Bra023590
OG0001733	AT3G11330	Bra034849, Bra034850, Bra001399
OG0001733	AT5G05850	Bra009140
OG0001734	AT5G25280	Bra036540, Bra009829
OG0001734	AT5G11090	Bra006088, Bra008991
OG0001735	AT2G33775	Bra005473
OG0001735	AT1G28270	Bra010886, Bra030081, Bra032888
OG0001736	AT1G22330	Bra031385, Bra012321, Bra030235
OG0001736	AT1G78260	Bra003651
OG0001737	AT3G50920	Bra012879
OG0001737	AT5G66450	Bra012072, Bra037170, Bra031812
OG0001738	AT1G48440	Bra014138
OG0001738	AT3G17780	Bra022243, Bra001681, Bra021273
OG0001739	AT1G07480, AT1G07470	Bra015582, Bra031577, Bra030684
OG0001740	AT2G17530	Bra002070, Bra017688
OG0001740	AT4G35500	Bra017716, Bra028159, Bra011619
OG0001741	AT5G07680	Bra028685
OG0001741	AT5G61430	Bra029313, Bra012960
OG0001742	AT3G02560	Bra021431, Bra039182, Bra001052
OG0001742	AT5G16130	Bra008643, Bra006340
OG0001743	AT1G55920	Bra030821, Bra037094, Bra038031
OG0001743	AT3G13110	Bra034705
OG0001744	AT1G21390	Bra017911
OG0001744	AT1G76980	Bra003695, Bra015703
OG0001745	AT1G50630	Bra018861
OG0001745	AT3G20300	Bra035793, Bra038260, Bra001783
OG0001746	AT2G32340	Bra022885, Bra005584
OG0001746	AT1G05270	Bra015405, Bra030608
OG0001747	AT3G15760	Bra027208, Bra021133
OG0001747	AT1G52565	Bra030376, Bra018973
OG0001748	AT1G12540	Bra019773, Bra026967
OG0001748	AT1G62975	Bra036640
OG0001749	AT3G03160	Bra001074, Bra032012
OG0001749	AT5G17190	Bra008573
OG0001750	AT1G12320	Bra016780, Bra026975, Bra019758
OG0001750	AT1G62840	Bra034527
OG0001751	AT5G01280	Bra028894
OG0001751	AT3G09000	Bra029739, Bra034046
OG0001752	AT2G24320	Bra032105, Bra007861
OG0001752	AT4G31020	Bra024028, Bra011242, Bra010259
OG0001753	AT5G19420	Bra006504, Bra002235
OG0001753	AT5G12350	Bra023374, Bra008895
OG0001754	AT1G22480	Bra040857
OG0001754	AT1G72230	Bra008019, Bra016078
OG0001755	AT4G23373, AT4G23370	Bra013687, Bra013688
OG0001755	AT4G23390, AT2G20170	Bra019308
OG0001756	AT5G48640	Bra037473
OG0001756	AT5G48630	Bra020686
OG0001757	AT3G47690	Bra018120
OG0001757	AT5G62500	Bra029255, Bra010091, Bra010090
OG0001758	AT5G61780	Bra029309
OG0001758	AT5G07350	Bra028701, Bra005933
OG0001759	AT5G61590	Bra035919, Bra012939
OG0001759	AT5G07580	Bra028690, Bra009250
OG0001760	AT3G22630	Bra040831
OG0001760	AT4G14800	Bra036904, Bra039714, Bra037068, Bra018359
OG0001761	AT4G12770, AT4G12780	Bra020913
OG0001762	AT3G28930, AT3G28940	Bra025365, Bra033070
OG0001763	AT2G23590, AT2G23600	Bra039206
OG0001763	AT2G23620	Bra032155
OG0001764	AT3G53310	Bra006989, Bra003130, Bra002742, Bra017692
OG0001765	AT1G04240	Bra032521, Bra015297
OG0001765	AT5G43700	Bra027504
OG0001766	AT2G03760	Bra017370, Bra026539, Bra026535, Bra017373, Bra017365, Bra017368
OG0001767	AT5G08730	Bra018221, Bra038276, Bra018222, Bra009365, Bra028646
OG0001768	AT2G22630	Bra030222, Bra039921
OG0001768	AT4G37940	Bra010623, Bra011797
OG0001769	AT3G19140	Bra027349
OG0001769	AT3G14320	Bra030972, Bra008075, Bra026337
OG0001773	AT5G51860	Bra028282, Bra029155
OG0001773	AT5G51870	Bra029154, Bra028283
OG0001774	AT2G39300	Bra000128, Bra005054
OG0001774	AT3G55060	Bra003206
OG0001775	AT5G51480	Bra022551, Bra029171
OG0001775	AT4G25240	Bra013877
OG0001776	AT5G14610	Bra023478
OG0001776	AT3G01540	Bra001004, Bra040699
OG0001777	AT5G60520	Bra002475
OG0001777	AT5G60530	Bra006655, Bra002474
OG0001778	AT4G38220	Bra011902, Bra033556
OG0001779	AT3G09810	Bra029791
OG0001779	AT5G03290	Bra009537, Bra005736
OG0001780	AT5G03630	Bra005775
OG0001781	AT4G32880	Bra034539, Bra011392
OG0001781	AT1G52150	Bra014315, Bra018948
OG0001782	AT1G55560	Bra030850
OG0001782	AT3G13400	Bra001504, Bra039389, Bra034679
OG0001783	AT4G25660, AT4G25680	Bra013908, Bra010452, Bra013910
OG0001784	AT4G20920	Bra013483, Bra038385, Bra013484
OG0001784	AT4G20910	Bra013482
OG0001785	AT1G77180	Bra015687
OG0001786	AT5G01410	Bra005687, Bra028901
OG0001787	AT3G47130, AT3G47150, AT3G47140	Bra017401
OG0001788	AT5G19250	Bra023715
OG0001788	AT3G06035	Bra040236, Bra001179, Bra020784
OG0001789	AT5G04340	Bra009464
OG0001789	AT1G27730	Bra010922, Bra032845
OG0001790	AT3G02780	Bra040599, Bra021411, Bra001063
OG0001790	AT5G16440	Bra006354
OG0001791	AT3G59280	Bra007441, Bra003369, Bra014546
OG0001792	AT5G05580	Bra028754
OG0001792	AT3G11170	Bra001392, Bra034863
OG0001793	AT1G72130	Bra003897, Bra003896
OG0001794	AT4G35360	Bra011609
OG0001794	AT2G17340, AT2G17320	Bra009651
OG0001795	AT2G20810	Bra015239
OG0001795	AT1G18580	Bra016552, Bra025667
OG0001796	AT4G31740	Bra032934
OG0001796	AT2G17980	Bra024484
OG0001797	AT2G23290	Bra032176
OG0001797	AT4G37260	Bra010593, Bra011749, Bra017813
OG0001798	AT5G49680	Bra030229
OG0001798	AT1G58250	Bra035454, Bra010920, Bra027881
OG0001800	AT1G12020	Bra031799, Bra016798, Bra019735
OG0001801	AT5G20790	Bra006575, Bra002329, Bra020126
OG0001802	AT1G50370	Bra035830, Bra001770, Bra027930, Bra038247
OG0001803	AT1G16890	Bra026018
OG0001804	AT3G04860	Bra040118, Bra040410
OG0001804	AT5G28150	Bra036119, Bra009991
OG0001805	AT5G10740	Bra028570, Bra009008
OG0001805	AT4G31750	Bra010222, Bra011296
OG0001806	AT1G09930	Bra031688
OG0001806	AT5G64410	Bra031920
OG0001807	AT2G29500	Bra018383
OG0001808	AT1G70060	Bra003967, Bra016241
OG0001809	AT1G70810, AT1G70800	Bra016185
OG0001809	AT1G23140	Bra024565
OG0001810	AT1G12030	Bra016797, Bra019736
OG0001811	AT5G13850	Bra008797
OG0001811	AT3G12390	Bra001450, Bra034757
OG0001812	AT3G27380	Bra039082, Bra025272, Bra033006
OG0001813	AT5G57625	Bra006810, Bra020427
OG0001813	AT4G25790	Bra013920
OG0001814	AT1G24600	Bra010973
OG0001815	AT2G26865	Bra008049, Bra018134, Bra035178
OG0001816	AT2G02180	Bra017418, Bra026611
OG0001816	AT1G14530	Bra026208
OG0001817	AT1G29160	Bra010848
OG0001817	AT2G34140	Bra021895
OG0001818	AT4G36020	Bra011655, Bra017742
OG0001819	AT3G49370	Bra017989, Bra019593
OG0001819	AT5G24430	Bra036512, Bra009765
OG0001820	AT4G24000	Bra013750
OG0001820	AT4G23990	Bra019253
OG0001821	AT4G30910, AT4G30920	Bra011232
OG0001821	AT2G24200	Bra032118, Bra004643, Bra039237
OG0001822	AT4G29730	Bra011133
OG0001822	AT2G19520	Bra040678, Bra036717, Bra031085
OG0001823	AT4G34710	Bra034648, Bra017672, Bra011555, Bra011554
OG0001824	AT1G76090	Bra015789
OG0001824	AT1G20330	Bra025811
OG0001825	AT1G80780	Bra035152, Bra008439
OG0001825	AT2G32070	Bra005614
OG0001826	AT3G13030, AT3G13020, AT3G13010	Bra034711, Bra039361
OG0001827	AT4G08520	Bra037861
OG0001827	AT3G09800	Bra029790, Bra001298
OG0001828	AT1G21590	Bra016415, Bra017931
OG0001828	AT1G77280	Bra015680, Bra008299
OG0001829	AT3G47380	Bra018157
OG0001829	AT5G62350	Bra010075, Bra029267
OG0001830	AT1G16760	Bra016631, Bra026027, Bra026707
OG0001830	AT1G78940	Bra008387, Bra035078
OG0001831	AT4G14290	Bra010756, Bra032781
OG0001831	AT3G23540	Bra023721, Bra014960
OG0001832	AT1G76020	Bra008235, Bra015798
OG0001832	AT1G20225	Bra025802
OG0001833	AT5G44620	Bra020678, Bra020679
OG0001833	AT4G12330	Bra033755
OG0001834	AT1G05320	Bra015417, Bra032468
OG0001834	AT2G32240	Bra022880, Bra005575
OG0001835	AT2G41490	Bra004624
OG0001835	AT3G57220	Bra014644, Bra007312
OG0001836	AT4G21280	Bra013517
OG0001836	AT4G05180	Bra029563
OG0001837	AT4G04210	Bra029487, Bra000787
OG0001837	AT4G22150	Bra013593
OG0001838	AT5G56640	Bra035627
OG0001838	AT4G26260	Bra041014
OG0001839	AT5G56140	Bra028947, Bra002843
OG0001839	AT4G26480	Bra026431, Bra019101
OG0001840	AT4G31730	Bra023987, Bra011294
OG0001840	AT2G24762	Bra007834
OG0001841	AT1G48450	Bra032255
OG0001841	AT3G17800	Bra022245, Bra001683
OG0001842	AT2G15830	Bra015242, Bra013095
OG0001842	AT4G33960	Bra011482, Bra034593, Bra017616
OG0001843	AT2G44670	Bra000358, Bra004855, Bra037639
OG0001844	AT4G33790	Bra011470, Bra034583
OG0001845	AT5G12980	Bra006173, Bra008866
OG0001845	AT3G20800	Bra023926
OG0001846	AT2G32430	Bra005595
OG0001846	AT1G05170	Bra015395
OG0001847	AT2G44770	Bra037635
OG0001847	AT3G60260	Bra007521
OG0001848	AT1G15730	Bra026114
OG0001848	AT1G80480	Bra008470
OG0001849	AT4G23800	Bra013731
OG0001849	AT4G11080	Bra035256
OG0001850	AT5G65120	Bra037805, Bra024356
OG0001850	AT5G10110	Bra006048
OG0001851	AT4G30430	Bra011193
OG0001851	AT2G23810	Bra000571, Bra039217
OG0001852	AT1G80440	Bra035183
OG0001852	AT1G15670	Bra026116, Bra026753
OG0001853	AT5G10050	Bra028603, Bra006044
OG0001853	AT5G65205	Bra024363
OG0001854	AT1G06870	Bra031542, Bra015534
OG0001856	AT1G04170	Bra015292, Bra032525
OG0001856	AT4G18330, AT2G18720	Bra030556
OG0001857	AT1G51660	Bra030430, Bra014295
OG0001857	AT3G21220	Bra001818, Bra023894
OG0001859	AT3G20190	Bra038255, Bra001779
OG0001859	AT1G50610	Bra014257, Bra030482
OG0001861	AT2G21480	Bra030296
OG0001861	AT4G39110	Bra010704, Bra033598, Bra011875
OG0001862	AT4G04630	Bra029510
OG0001862	AT4G21970	Bra013577, Bra019408
OG0001863	AT5G04960	Bra005832
OG0001863	AT3G10710	Bra001375, Bra034139
OG0001864	AT3G58620	Bra007405
OG0001864	AT2G42580	Bra004709, Bra000267
OG0001865	AT3G61900	Bra007639
OG0001865	AT2G46690	Bra039264, Bra004515
OG0001866	AT1G06120, AT1G06090	Bra032437, Bra032438, Bra030638, Bra015473
OG0001867	AT1G06750	Bra031536
OG0001867	AT2G30630	Bra021655, Bra018300
OG0001868	AT5G19000	Bra006489, Bra002200
OG0001868	AT3G06190	Bra040233, Bra020764, Bra001186
OG0001869	AT5G63470	Bra038636
OG0001869	AT3G48590	Bra018046
OG0001870	AT4G04480	Bra000795
OG0001872	AT3G05570	Bra039427
OG0001872	AT4G39235	Bra033605
OG0001873	AT1G10530	Bra031717
OG0001873	AT1G60010	Bra035410, Bra027820
OG0001874	AT5G39500	Bra040986, Bra028434
OG0001874	AT1G13980	Bra019694
OG0001875	AT4G35700	Bra011631
OG0001875	AT4G35610	Bra011628
OG0001876	AT5G41100	Bra028487, Bra025520
OG0001876	AT3G26910	Bra025235, Bra032961
OG0001877	AT3G61760	Bra003469
OG0001877	AT5G42080	Bra025448, Bra028525
OG0001878	AT5G67020	Bra012126
OG0001878	AT3G50340	Bra036072, Bra030003
OG0001879	AT2G41560	Bra016926
OG0001879	AT3G57330	Bra007319, Bra003276
OG0001880	AT5G25540	Bra009849, Bra020506
OG0001880	AT5G11440	Bra023325, Bra008962
OG0001881	AT3G52770	Bra028532
OG0001882	AT2G15770, AT2G15340	Bra015235
OG0001882	AT2G15780	Bra041119
OG0001883	AT1G16240	Bra026727, Bra026074
OG0001883	AT1G79590	Bra008425, Bra035128
OG0001884	AT1G72960	Bra016026, Bra003863
OG0001884	AT3G13870	Bra027391, Bra001525
OG0001885	AT1G50040	Bra023772
OG0001885	AT3G19680	Bra038227, Bra022447
OG0001886	AT3G15480	Bra027240
OG0001886	AT1G52910	Bra030968, Bra019000
OG0001887	AT1G23350	Bra016350, Bra012372
OG0001887	AT1G70540	Bra007922
OG0001888	AT5G15380	Bra004388
OG0001888	AT5G14620	Bra008749
OG0001889	AT5G60200	Bra006675, Bra002504, Bra020261
OG0001890	AT3G53040	Bra019628
OG0001890	AT2G36640	Bra017229, Bra005256
OG0001891	AT5G15700	Bra023533
OG0001891	AT1G68990	Bra004010, Bra004354
OG0001892	AT3G19380	Bra022417, Bra022415, Bra038205
OG0001892	AT1G49780	Bra014206
OG0001893	AT5G06460	Bra009196
OG0001893	AT2G30110	Bra022779, Bra021611, Bra018338
OG0001894	AT3G09880	Bra001296, Bra029801
OG0001895	AT4G25940	Bra013934
OG0001895	AT5G57200	Bra020460, Bra002750
OG0001896	AT1G18900	Bra016533, Bra025697
OG0001896	AT1G74750	Bra003787, Bra015895
OG0001897	AT2G34300	Bra005438
OG0001897	AT1G29470	Bra010830, Bra032319, Bra030140
OG0001898	AT4G03520	Bra000821, Bra034214
OG0001899	AT1G78190	Bra035017, Bra012027
OG0001899	AT1G22270	Bra031378, Bra012318
OG0001900	AT3G60120	Bra014511, Bra007507
OG0001901	AT5G19430	Bra006505
OG0001901	AT5G12310	Bra008900, Bra006156
OG0001902	AT1G16860	Bra026021, Bra016629
OG0001902	AT1G78880	Bra008384, Bra035072
OG0001903	AT5G48580	Bra020690, Bra037476
OG0001903	AT3G25220	Bra013225
OG0001904	AT5G47100	Bra017504, Bra022104
OG0001905	AT1G16320	Bra026066
OG0001905	AT1G79510	Bra003607
OG0001906	AT4G18670	Bra013339
OG0001906	AT3G24480	Bra001950
OG0001907	AT1G19350	Bra016508, Bra025733, Bra031077
OG0001907	AT1G75080	Bra015868, Bra003772
OG0001908	AT4G39650	Bra033632
OG0001908	AT1G69820	Bra033631
OG0001909	AT3G12740	Bra034736, Bra001467
OG0001909	AT1G54320	Bra030808
OG0001910	AT1G14460	Bra026217
OG0001910	AT2G02480	Bra024816, Bra026592, Bra026593
OG0001911	AT1G31630, AT1G33070, AT1G31640, AT5G26580, AT5G27960, AT5G26650	Bra009911
OG0001912	AT3G11850	Bra034805, Bra038684
OG0001912	AT5G06560	Bra009206
OG0001913	AT3G53600	Bra039806, Bra003148
OG0001913	AT2G37430	Bra005197, Bra017188, Bra030981
OG0001914	AT5G08500	Bra009344
OG0001914	AT5G23575	Bra026490, Bra009696
OG0001915	AT5G05350	Bra009106
OG0001915	AT3G10980	Bra029884
OG0001916	AT3G25990	Bra036354
OG0001916	AT1G13450	Bra019721, Bra026903
OG0001917	AT4G23870	Bra013738, Bra010545, Bra019262
OG0001918	AT3G08620	Bra029703
OG0001918	AT2G38610	Bra005093, Bra000075
OG0001919	AT1G49390	Bra006559
OG0001919	AT5G20400, AT5G20550	Bra003022
OG0001920	AT5G65160	Bra024360
OG0001920	AT5G10090	Bra006046, Bra009058, Bra028602
OG0001921	AT1G12640	Bra019778
OG0001921	AT1G63050	Bra027001
OG0001922	AT1G22020	Bra016392, Bra031358
OG0001922	AT1G36370	Bra036774
OG0001923	AT2G37890	Bra000026, Bra017151
OG0001923	AT3G53940	Bra014855
OG0001924	AT3G47980	Bra018092, Bra033779
OG0001924	AT5G62720	Bra010116, Bra035883
OG0001925	AT3G55880	Bra003222, Bra007198
OG0001925	AT2G40095	Bra000167, Bra017033
OG0001926	AT2G33790	Bra021876
OG0001926	AT1G28290	Bra030083, Bra032889
OG0001927	AT5G11110	Bra006090
OG0001927	AT5G20280	Bra002289, Bra020096
OG0001928	AT3G11430	Bra002040, Bra002041, Bra034843
OG0001928	AT5G06090	Bra009162
OG0001929	AT2G19160	Bra038843, Bra012167, Bra036729
OG0001929	AT4G30060	Bra010307, Bra024111
OG0001930	AT5G07070	Bra009293
OG0001930	AT5G58380	Bra002654, Bra020371
OG0001931	AT4G36580	Bra011692
OG0001931	AT2G18330	Bra037225
OG0001932	AT1G49580	Bra014201
OG0001932	AT3G19100	Bra022388, Bra001734, Bra037539
OG0001933	AT3G18410	Bra022320, Bra007427, Bra037584, Bra001706
OG0001934	AT3G46600	Bra033813
OG0001934	AT5G59450	Bra002564
OG0001935	AT5G38700	Bra033339, Bra032590
OG0001935	AT4G02170	Bra000890
OG0001936	AT4G30470	Bra024073
OG0001936	AT2G23910	Bra032137
OG0001937	AT3G27280	Bra025263, Bra039086
OG0001937	AT5G40770	Bra028475, Bra025548
OG0001938	AT5G53540	Bra029063, Bra003048
OG0001938	AT4G27680	Bra026316
OG0001939	AT5G08300	Bra028665, Bra005982
OG0001939	AT5G23250	Bra013027
OG0001940	AT1G17810	Bra031005, Bra025947
OG0001940	AT1G73190	Bra008079, Bra016014
OG0001941	AT2G37790	Bra005159, Bra005158
OG0001941	AT2G37770	Bra000018, Bra005162, Bra005161, Bra000019
OG0001942	AT2G37960	Bra017147, Bra005146
OG0001942	AT3G54060	Bra003168
OG0001943	AT1G05640	Bra030618
OG0001943	AT2G31820	Bra005639
OG0001944	AT2G18860	Bra038827
OG0001944	AT4G30240	Bra011176, Bra010294
OG0001945	AT3G54600	Bra003190
OG0001945	AT2G38860	Bra025481
OG0001946	AT5G45810	Bra025052
OG0001946	AT4G18700	Bra013340, Bra020996
OG0001947	AT1G77500	Bra015667
OG0001947	AT1G21740	Bra017947
OG0001948	AT3G20060	Bra038253, Bra035819
OG0001949	AT5G12110	Bra008915
OG0001949	AT5G19510	Bra020043, Bra006507, Bra002241
OG0001950	AT1G74960	Bra015879
OG0001951	AT2G25250	Bra007808
OG0001951	AT4G32020	Bra023967, Bra011315
OG0001952	AT4G39950	Bra011821, Bra010644, Bra017871
OG0001952	AT2G22330	Bra030246
OG0001953	AT1G20925	Bra025857
OG0001953	AT1G76530, AT1G76520	Bra003716, Bra015736, Bra008264
OG0001954	AT1G15960	Bra033988, Bra026089
OG0001954	AT1G80830	Bra003587, Bra008437, Bra035149
OG0001955	AT4G10480	Bra037920, Bra012259, Bra000711
OG0001956	AT1G14720	Bra026809
OG0001956	AT2G01850	Bra026630, Bra024848
OG0001957	AT3G56700	Bra014676, Bra014677, Bra003249, Bra007264, Bra007263, Bra003255, Bra003248
OG0001958	AT1G23840, AT1G23830	Bra012390
OG0001958	AT1G23850	Bra024621
OG0001959	AT1G27360	Bra032822, Bra030040
OG0001959	AT1G27370	Bra010949, Bra032823, Bra030041
OG0001960	AT2G32730	Bra021810, Bra022899, Bra005560
OG0001961	AT1G24170	Bra012417, Bra024642
OG0001961	AT1G70090	Bra016237
OG0001962	AT2G17620	Bra037265, Bra024504
OG0001962	AT4G35620	Bra017726
OG0001963	AT2G43240	Bra037728, Bra000298
OG0001963	AT3G59360	Bra014541, Bra007445
OG0001964	AT5G47490	Bra024940
OG0001964	AT5G47480	Bra017485, Bra017483
OG0001965	AT1G76510	Bra015737
OG0001965	AT1G20910	Bra016443, Bra025855, Bra012257
OG0001966	AT5G44560	Bra027559, Bra033752
OG0001967	AT2G46330	Bra004546
OG0001967	AT3G61640	Bra014427
OG0001968	AT5G45130	Bra025091, Bra027593
OG0001968	AT4G19640	Bra013410
OG0001969	AT5G18620	Bra023689, Bra002173
OG0001969	AT3G06400	Bra020751, Bra040221
OG0001970	AT1G16460	Bra026055
OG0001970	AT1G79230	Bra035101, Bra003617
OG0001971	AT2G30020	Bra022772, Bra018346
OG0001972	AT3G15270	Bra027265, Bra021094
OG0001972	AT1G53160	Bra039656, Bra038101
OG0001973	AT3G57950	Bra014597, Bra007369
OG0001973	AT2G42180	Bra004672
OG0001974	AT1G22520	Bra016376, Bra012332
OG0001975	AT2G18690, AT2G18680	Bra024459, Bra038546, Bra038814
OG0001976	AT3G47820	Bra018108
OG0001976	AT5G62560	Bra029250, Bra035890
OG0001977	AT5G44480	Bra027557, Bra033746
OG0001977	AT4G20460	Bra013466, Bra020917
OG0001978	AT4G15165	Bra037085
OG0001978	AT3G22110	Bra034544
OG0001979	AT3G30775	Bra020731, Bra036196, Bra025421
OG0001979	AT5G38710	Bra028202
OG0001980	AT3G03980	Bra036418
OG0001980	AT5G18210	Bra002142
OG0001981	AT2G03340	Bra026554, Bra024780
OG0001981	AT1G13960	Bra016716, Bra026869, Bra019697
OG0001982	AT4G26010	Bra019131, Bra013943, Bra019132
OG0001983	AT4G26850	Bra010424, Bra026398
OG0001984	AT1G14970	Bra026174, Bra026790
OG0001984	AT2G01480	Bra026662, Bra024882
OG0001985	AT1G14910	Bra026179
OG0001985	AT2G01600	Bra026647, Bra017439, Bra024871
OG0001986	AT1G80050	Bra003547
OG0001986	AT5G11160	Bra023310, Bra008986
OG0001987	AT5G05790	Bra009134
OG0001987	AT3G11280	Bra034173, Bra034853
OG0001988	AT2G21330	Bra030303, Bra031181
OG0001988	AT4G38970	Bra011884, Bra033589, Bra010717
OG0001989	AT3G22530	Bra039959, Bra023821
OG0001990	AT1G18300	Bra025917, Bra016561
OG0001990	AT1G73540	Bra008101, Bra015986
OG0001991	AT2G22050	Bra007773
OG0001991	AT2G22060	Bra036031, Bra036029, Bra036030, Bra007165, Bra003794, Bra036033, Bra036032
OG0001992	AT3G60800	Bra007563, Bra014469
OG0001993	AT1G08200	Bra018643, Bra030716, Bra031616
OG0001993	AT2G27860	Bra034374
OG0001994	AT3G47710	Bra018117
OG0001994	AT1G74500	Bra008154
OG0001995	AT1G02816	Bra033349, Bra032583
OG0001995	AT4G02370	Bra000885, Bra018557
OG0001996	AT5G14740	Bra023485
OG0001996	AT3G01500	Bra039113, Bra040520
OG0001997	AT4G17980	Bra012626, Bra013272
OG0001997	AT5G46590	Bra022046, Bra025012
OG0001998	AT4G28440	Bra011028, Bra024203, Bra010368
OG0001998	AT1G03810	Bra015268
OG0001999	AT4G26590	Bra026419, Bra019098
OG0001999	AT5G55930	Bra035596
OG0002000	AT1G77240	Bra015683, Bra008297
OG0002000	AT1G21540, AT1G21530	Bra017925
OG0002001	AT2G02870	Bra026575, Bra017407, Bra024801
OG0002001	AT1G14330	Bra026838
OG0002002	AT4G19690	Bra013420, Bra012534, Bra013419
OG0002003	AT5G42232, AT5G42235	Bra020831
OG0002004	AT1G31670, AT1G31690	Bra038431
OG0002004	AT1G31710	Bra038432
OG0002007	AT5G18170	Bra002139
OG0002007	AT3G03910	Bra036428
OG0002008	AT4G27780	Bra019027, Bra026307
OG0002008	AT5G53470	Bra022656
OG0002009	AT1G73200	Bra008080, Bra016013
OG0002009	AT1G17820	Bra031006, Bra025946
OG0002010	AT3G08910	Bra029729, Bra001337, Bra040063
OG0002011	AT1G52190	Bra018952
OG0002011	AT3G16180	Bra027185, Bra021168
OG0002012	AT4G26600	Bra026418
OG0002012	AT5G55920	Bra002867, Bra035594
OG0002013	AT3G62720	Bra007696, Bra014396
OG0002013	AT4G02500	Bra018545, Bra000877, Bra036262
OG0002014	AT5G45720	Bra025061, Bra017594
OG0002014	AT4G18820	Bra013353
OG0002015	AT3G14310	Bra001547, Bra027350, Bra021548, Bra021549
OG0002015	AT1G53830	Bra040563
OG0002016	AT4G24770	Bra010483, Bra013832, Bra019210
OG0002017	AT2G29970	Bra018351
OG0002017	AT1G07200	Bra015561, Bra031556
OG0002018	AT3G51150	Bra036834, Bra012866
OG0002019	AT5G65530	Bra024395, Bra031854
OG0002019	AT5G10520	Bra009025
OG0002020	AT1G03610	Bra030538, Bra033413
OG0002020	AT4G03420	Bra034207, Bra000825
OG0002021	AT2G42960	Bra004733
OG0002021	AT3G59110	Bra007433, Bra003365
OG0002022	AT1G53840	Bra039694
OG0002023	AT3G15950	Bra021148, Bra027198
OG0002023	AT1G52410	Bra018970, Bra030385
OG0002024	AT5G04510	Bra009447
OG0002024	AT3G10540	Bra029850, Bra034125
OG0002025	AT4G14740	Bra039719, Bra036892
OG0002026	AT4G38350	Bra010746
OG0002026	AT1G42470	Bra011986, Bra034382
OG0002027	AT1G76970	Bra016425, Bra015704
OG0002027	AT1G21380	Bra012279, Bra017910
OG0002028	AT4G20360	Bra013458, Bra020926, Bra038805
OG0002029	AT2G46800	Bra000432, Bra004506
OG0002030	AT3G18590	Bra037575, Bra001712, Bra022335
OG0002031	AT5G20810	Bra020127, Bra006576, Bra002330
OG0002031	AT3G43120	Bra034954
OG0002032	AT5G54900	Bra002947
OG0002032	AT4G27000	Bra010418, Bra019078, Bra026387
OG0002033	AT1G73950	Bra015952
OG0002033	AT1G18470	Bra031030
OG0002034	AT3G45690, AT3G45680	Bra021295, Bra033955
OG0002035	AT4G27320	Bra019057
OG0002035	AT5G54430	Bra022721
OG0002036	AT1G12310, AT1G62820	Bra026976, Bra019756
OG0002037	AT5G45280	Bra021961
OG0002037	AT4G19410	Bra020963, Bra013394
OG0002038	AT1G56030, AT1G56040	Bra037092
OG0002039	AT1G22810	Bra024539, Bra012345
OG0002039	AT1G71520	Bra016133, Bra007974
OG0002040	AT1G77310	Bra003688, Bra015677, Bra008301
OG0002041	AT5G19090	Bra002209, Bra023702
OG0002041	AT3G06130	Bra001184, Bra020774
OG0002042	AT5G06050	Bra009158
OG0002042	AT2G39750	Bra005018, Bra000145
OG0002043	AT5G55550	Bra028973
OG0002043	AT4G26650	Bra026413, Bra019094
OG0002044	AT1G50930	Bra030466, Bra018878
