Orthogroup	Arabidopsis_thaliana	Arabis_alpina
OG0002326	AT3G10270	AALP_AA3G111100
OG0002327	AT3G28500	AALP_AA5G054100
OG0002327	AT5G40040	AALP_AA6G339100
OG0002328	AT5G03890, AT3G10120	AALP_AA3G108100
OG0002330	AT2G39280	AALP_AA4G175400, AALP_AAs50665U000800
OG0002330	AT3G55020	AALP_AA5G188200
OG0002331	AT4G39550	AALP_AA7G274000, AALP_AA7G274100
OG0002332	AT1G51040	AALP_AAs61128U000100
OG0002332	AT1G49340	AALP_AA4G067300
OG0002333	AT4G34480	AALP_AA7G211800
OG0002334	AT2G36680	AALP_AA4G081900
OG0002334	AT3G53120	AALP_AA5G160600
OG0002335	AT3G59880	AALP_AA5G253300
OG0002336	AT2G28860, AT2G28850, AT2G34490, AT2G34500	AALP_AA4G109900
OG0002337	AT1G37130	AALP_AA6G300500
OG0002337	AT1G77760	AALP_AA2G220400
OG0002338	AT3G02980	AALP_AA3G023800
OG0002338	AT5G16800	AALP_AA8G179100
OG0002339	AT2G32960	AALP_AA6G067200
OG0002339	AT1G05000	AALP_AA1G045200
OG0002340	AT3G63380	AALP_AA5G291700
OG0002340	AT3G22910	AALP_AA3G261900
OG0002343	AT2G35230	AALP_AA4G121300
OG0002344	AT1G33480	AALP_AA1G341100
OG0002345	AT4G12000	AALP_AA6G180400
OG0002345	AT4G22850	AALP_AA3G220700
OG0002346	AT2G46940	AALP_AA4G259300
OG0002346	AT3G62070	AALP_AA5G279100
OG0002347	AT4G32470	AALP_AA7G187900
OG0002348	AT5G46610	AALP_AA6G113800
OG0002348	AT4G17970	AALP_AA7G001700
OG0002349	AT1G31660	AALP_AA1G322000
OG0002350	AT4G08510	AALP_AA6G202200
OG0002350	AT1G36990	AALP_AAs60089U000200
OG0002351	AT5G07120	AALP_AA8G066800
OG0002351	AT5G37050, AT5G58440	AALP_AA8G374300
OG0002352	AT1G61930	AALP_AA2G022100
OG0002352	AT1G11700	AALP_AA1G125700
OG0002354	AT3G20760	AALP_AA3G239200
OG0002354	AT1G51130	AALP_AA4G048500
OG0002355	AT5G66910	AALP_AA8G506800, AALP_AA8G506900, AALP_AA8G507000
OG0002355	AT5G66900	AALP_AA8G506700
OG0002356	AT2G47950	AALP_AA4G271100
OG0002357	AT3G16650	AALP_AA3G189000
OG0002357	AT4G15900	AALP_AA5G062400
OG0002359	AT4G17410	AALP_AA6G207800
OG0002360	AT2G20260	AALP_AA3G367100
OG0002360	AT4G28750	AALP_AA7G131600
OG0002361	AT3G04550	AALP_AA3G039900
OG0002361	AT5G28500	AALP_AAs67888U000100
OG0002362	AT4G37580	AALP_AA7G252700
OG0002362	AT2G23060	AALP_AA6G286800
OG0002363	AT5G03790	AALP_AA8G031500
OG0002364	AT2G31730	AALP_AA6G080000
OG0002365	AT3G01520	AALP_AA3G006600
OG0002365	AT5G14680	AALP_AA8G149000
OG0002366	AT5G23700	AALP_AA8G411300
OG0002366	AT3G48860	AALP_AA5G111700
OG0002367	AT5G66770	AALP_AA8G505500
OG0002368	AT1G10360	AALP_AA1G109900
OG0002368	AT1G10370	AALP_AA1G110000
OG0002370	AT3G23340	AALP_AA3G267700
OG0002370	AT4G14340	AALP_AAs68934U000100
OG0002371	AT2G35370	AALP_AA4G123600
OG0002372	AT1G56010	AALP_AA4G004400
OG0002372	AT3G12977	AALP_AA3G140400
OG0002373	AT1G25400	AALP_AA1G267400
OG0002373	AT1G68440	AALP_AA2G106100
OG0002374	AT2G21210	AALP_AA2G165400
OG0002374	AT4G38840	AALP_AA7G266000
OG0002375	AT3G05130	AALP_AA3G046900
OG0002375	AT5G27330	AALP_AA8G253400
OG0002376	AT1G72330	AALP_AA2G155600
OG0002376	AT1G17290	AALP_AA1G191800
OG0002378	AT4G26100	AALP_AA7G091500
OG0002378	AT5G57015	AALP_AA8G358800
OG0002379	AT3G16140	AALP_AA3G182900
OG0002381	AT5G64650	AALP_AA8G090100
OG0002382	AT4G31670	AALP_AA7G175300
OG0002382	AT2G24640	AALP_AA6G271600, AALP_AAs50303U000100
OG0002383	AT5G57560	AALP_AA8G363900, AALP_AA8G363800
OG0002384	AT5G57180	AALP_AA8G360600
OG0002385	AT2G46170	AALP_AA4G251600
OG0002386	AT1G18800	AALP_AA1G206400
OG0002387	AT1G70140	AALP_AA2G129600
OG0002387	AT1G24150	AALP_AA1G261500
OG0002389	AT4G25440, AT5G51980	AALP_AA8G295800
OG0002390	AT2G23130	AALP_AA6G286600
OG0002390	AT4G37450	AALP_AA7G252900, AALP_AA7G251700
OG0002391	AT1G79400	AALP_AA2G244000
OG0002392	AT1G71770	AALP_AA2G149300
OG0002392	AT1G22760	AALP_AA1G248100
OG0002393	AT1G51900	AALP_AA6G184100
OG0002393	AT2G14830	AALP_AA3G376700
OG0002394	AT2G19090	AALP_AA3G355000
OG0002395	AT5G19110	AALP_AA8G210400
OG0002396	AT3G15630	AALP_AA3G176600
OG0002396	AT1G52720	AALP_AA4G034400
OG0002397	AT2G18969	AALP_AA3G353700
OG0002397	AT4G30180	AALP_AA7G152300
OG0002398	AT2G02810	AALP_AA5G016600
OG0002398	AT1G14360	AALP_AA1G159300
OG0002400	AT1G04470	AALP_AA1G039000
OG0002400	AT2G33420	AALP_AA6G061400
OG0002401	AT4G04910	AALP_AA6G055600
OG0002402	AT3G06930	AALP_AA3G067500
OG0002403	AT3G59890	AALP_AA5G253400
OG0002403	AT2G44040	AALP_AA4G229800
OG0002404	AT3G05820	AALP_AA3G056600
OG0002404	AT1G56560	AALP_AAs68488U000500
OG0002405	AT5G61390	AALP_AA8G444300
OG0002406	AT1G80820	AALP_AA2G259900
OG0002407	AT3G01015	AALP_AA3G013100
OG0002407	AT5G15510	AALP_AA8G159400
OG0002408	AT4G04860	AALP_AA6G054900
OG0002409	AT2G33330	AALP_AA6G062600
OG0002409	AT1G04520	AALP_AA1G039500
OG0002410	AT5G14690	AALP_AA8G149100
OG0002411	AT1G25560	AALP_AA1G271200
OG0002411	AT1G68840	AALP_AA2G113800
OG0002412	AT1G10940	AALP_AA1G119700
OG0002413	AT1G02800	AALP_AA1G020500
OG0002413	AT4G02290	AALP_AA6G030100
OG0002414	AT3G49970	AALP_AA5G123300
OG0002414	AT5G67385	AALP_AA8G509000
OG0002415	AT1G66460	AALP_AA2G080500
OG0002415	AT5G37790	AALP_AA6G353500
OG0002416	AT3G22380	AALP_AA3G255900
OG0002417	AT5G21090	AALP_AA8G232500
OG0002417	AT3G43740	AALP_AA5G069400
OG0002421	AT2G21490	AALP_AA6G301800
OG0002422	AT3G27330	AALP_AA5G042400
OG0002423	AT3G60620	AALP_AA5G262800
OG0002423	AT2G45150	AALP_AA4G240300
OG0002425	AT2G46660	AALP_AA4G255500
OG0002425	AT3G61880	AALP_AA5G277100
OG0002426	AT2G14880	AALP_AA3G315600
OG0002426	AT4G34290	AALP_AA7G212300
OG0002427	AT5G44700	AALP_AA6G136200
OG0002427	AT4G20140	AALP_AA7G028000
OG0002430	AT1G23880	AALP_AA1G259700
OG0002430	AT1G70280	AALP_AA2G131900
OG0002431	AT1G47250	AALP_AA4G085300
OG0002431	AT5G42790	AALP_AA6G162100
OG0002432	AT5G58850	AALP_AA8G379700
OG0002432	AT5G11050	AALP_AA3G022300
OG0002433	AT4G39170	AALP_AA7G269400
OG0002433	AT2G21520	AALP_AA6G300800
OG0002435	AT1G06250	AALP_AA1G060100
OG0002437	AT1G58030	AALP_AAs72969U000100
OG0002438	AT2G25130	AALP_AA6G263900
OG0002439	AT1G55475	AALP_AA4G009400
OG0002440	AT3G27190	AALP_AA5G039800
OG0002440	AT5G40870	AALP_AA6G324300
OG0002442	AT2G15090	AALP_AA3G316500
OG0002442	AT4G34250	AALP_AA7G211400
OG0002443	AT1G53290	AALP_AA4G027000
OG0002443	AT3G14960	AALP_AA3G167900
OG0002445	AT4G00520	AALP_AA6G006800
OG0002445	AT1G01710	AALP_AA1G008800
OG0002446	AT5G17550	AALP_AA8G187300
OG0002446	AT3G03490	AALP_AA3G028300
OG0002447	AT4G34265	AALP_AA7G212000
OG0002448	AT1G77610	AALP_AA2G217800
OG0002449	AT3G05780	AALP_AA3G056200
OG0002449	AT3G05790	AALP_AA3G056300
OG0002449	AT5G26860	AALP_AA8G249700
OG0002450	AT3G60860	AALP_AA5G264900
OG0002450	AT1G01960	AALP_AA1G011300
OG0002453	AT3G12170	AALP_AA3G132300
OG0002454	AT5G18180	AALP_AA3G034500
OG0002455	AT3G11630	AALP_AA3G125900
OG0002457	AT1G11940	AALP_AA1G128100
OG0002457	AT1G62305	AALP_AA2G018900
OG0002458	AT4G17280	AALP_AA6G208800
OG0002458	AT5G47530	AALP_AA2G093000
OG0002459	AT1G75120, AT1G75110	AALP_AA2G192900
OG0002459	AT1G19360	AALP_AA1G212200
OG0002460	AT2G24290	AALP_AA6G272400
OG0002461	AT2G35765	AALP_AA4G129200
OG0002461	AT1G19500	AALP_AA1G213800
OG0002462	AT1G33170	AALP_AA1G338100
OG0002462	AT4G10440	AALP_AA6G165000
OG0002463	AT1G49840	AALP_AA4G061900
OG0002463	AT3G19540	AALP_AA3G224600
OG0002464	AT4G02330	AALP_AA6G030300
OG0002464	AT1G02810	AALP_AA1G020600
OG0002465	AT1G04410	AALP_AA1G038400
OG0002465	AT5G43330	AALP_AA6G063200
OG0002466	AT1G17540	AALP_AA1G193700
OG0002467	AT1G05200, AT2G32390	AALP_AA6G071500
OG0002468	AT1G17060	AALP_AA1G188200
OG0002470	AT4G04200	AALP_AA6G050200
OG0002470	AT2G39960	AALP_AA4G184800
OG0002471	AT1G76670	AALP_AA2G208600
OG0002471	AT1G21070	AALP_AA1G228100
OG0002473	AT1G74890, AT1G19050	AALP_AA1G208700
OG0002475	AT4G28320	AALP_AA4G051000
OG0002475	AT2G20680	AALP_AA3G373500
OG0002478	AT4G12050	AALP_AA6G181300
OG0002478	AT4G22810	AALP_AA7G058200
OG0002481	AT3G22400	AALP_AA3G256200, AALP_AA3G256400
OG0002482	AT1G74160	AALP_AA2G180400
OG0002483	AT4G04040	AALP_AA6G049400
OG0002483	AT1G12000	AALP_AA1G128500
OG0002484	AT1G76460	AALP_AA2G206900
OG0002485	AT3G03090	AALP_AA3G025300
OG0002485	AT5G17010	AALP_AA8G181200
OG0002486	AT1G28030	AALP_AA3G175500
OG0002487	AT5G09320, AT5G09315	AALP_AA8G085700
OG0002487	AT3G19770	AALP_AA3G227000
OG0002489	AT2G20750	AALP_AA3G374500
OG0002489	AT4G28250	AALP_AA4G051700
OG0002491	AT3G60290	AALP_AA5G116300
OG0002492	AT1G20980	AALP_AA1G229200
OG0002493	AT3G47890, AT3G47910	AALP_AA5G101100, AALP_AA5G101000
OG0002494	AT4G30340	AALP_AA7G156200
OG0002494	AT2G18730	AALP_AA3G351100
OG0002495	AT4G23100	AALP_AA6G029500
OG0002496	AT4G24715, AT5G50200	AALP_AA8G276000
OG0002497	AT2G45470	AALP_AA4G243700
OG0002498	AT5G04140	AALP_AA8G034600
OG0002498	AT2G41220	AALP_AA4G195900
OG0002499	AT1G68870	AALP_AA2G115100
OG0002501	AT5G32670, AT1G30490	AALP_AA1G311900
OG0002501	AT2G34710	AALP_AA4G114800
OG0002503	AT3G60780	AALP_AA5G264200
OG0002503	AT2G45360	AALP_AA4G241400
OG0002504	AT3G03180	AALP_AA3G026200
OG0002506	AT3G28830	AALP_AA5G056300
OG0002506	AT3G28790	AALP_AA5G056200
OG0002507	AT1G29540	AALP_AA1G303200
OG0002508	AT5G05600	AALP_AA8G050500
OG0002509	AT5G22900	AALP_AA8G405900
OG0002509	AT3G44900	AALP_AA5G077500
OG0002510	AT5G08230, AT5G23150	AALP_AA8G409100
OG0002512	AT4G10310	AALP_AA6G186200
OG0002513	AT1G61700	AALP_AA2G026200
OG0002513	AT1G11475	AALP_AA1G124100
OG0002517	AT3G11550	AALP_AA3G125100
OG0002517	AT5G06200	AALP_AA8G056700
OG0002518	AT5G15320	AALP_AA8G158100
OG0002519	AT2G31140	AALP_AA6G084300
OG0002520	AT5G59570	AALP_AA8G389300
OG0002520	AT3G46640	AALP_AA5G088300
OG0002521	AT5G24390	AALP_AA8G420400
OG0002521	AT3G49350	AALP_AA8G409700
OG0002522	AT2G25650, AT4G00270, AT5G14280	AALP_AA8G142900
OG0002523	AT5G27840	AALP_AA8G258500
OG0002524	AT1G80340	AALP_AA2G255300
OG0002524	AT1G15550	AALP_AA1G176200
OG0002525	AT2G02040	AALP_AA5G011300
OG0002526	AT3G01690	AALP_AA3G008300
OG0002526	AT5G14390	AALP_AA8G145100
OG0002528	AT1G12610	AALP_AA1G137500
OG0002530	AT4G14230	AALP_AA8G119500
OG0002530	AT4G14240	AALP_AAs62910U000100
OG0002532	AT3G50080	AALP_AA5G123400
OG0002532	AT5G67250	AALP_AA8G512100
OG0002533	AT5G54970	AALP_AA8G333100
OG0002534	AT4G28280	AALP_AA4G050600
OG0002534	AT2G20700	AALP_AA3G373700
OG0002535	AT4G15560	AALP_AA3G247300
OG0002535	AT3G21500	AALP_AA3G246700
OG0002536	AT2G36850	AALP_AA4G139500
OG0002537	AT3G22330	AALP_AA3G255500
OG0002537	AT3G22310	AALP_AA3G255300
OG0002538	AT1G32760	AALP_AA1G334300
OG0002538	AT4G10630	AALP_AA6G167600
OG0002541	AT5G44130	AALP_AA6G142700
OG0002541	AT1G03870	AALP_AA1G032300
OG0002542	AT5G67360	AALP_AA8G509300
OG0002543	AT1G18460	AALP_AA1G202300
OG0002543	AT1G73920	AALP_AA2G176900
OG0002544	AT5G24280, AT5G24275	AALP_AA6G239100
OG0002545	AT5G25460	AALP_AA8G432300
OG0002545	AT5G11420	AALP_AA8G110600
OG0002548	AT3G10720	AALP_AA3G116300
OG0002548	AT5G04970	AALP_AA8G044700
OG0002549	AT2G22170	AALP_AA6G293400
OG0002549	AT4G39730	AALP_AA7G276000
OG0002550	AT1G80810	AALP_AA2G259800
OG0002550	AT1G15940	AALP_AA1G179500
OG0002551	AT5G20885	AALP_AA8G230000
OG0002552	AT5G04770	AALP_AA8G041700
OG0002552	AT3G10600	AALP_AA3G115100
OG0002554	AT1G32920	AALP_AA1G336000
OG0002554	AT1G32928	AALP_AA1G336100
OG0002565	AT1G55200	AALP_AA3G147400
OG0002566	AT3G46180	AALP_AA5G087900, AALP_AA5G085100
OG0002567	AT3G22240, AT3G22235, AT3G22231	AALP_AA3G254200
OG0002568	AT1G11250	AALP_AA1G123800
OG0002568	AT1G61290	AALP_AA2G032200
OG0002569	AT4G14130	AALP_AAs45078U000600
OG0002569	AT3G23730	AALP_AA4G060800
OG0002570	AT5G54490	AALP_AA8G329300
OG0002571	AT3G02410	AALP_AA3G018000
OG0002571	AT5G15860	AALP_AA8G166100
OG0002572	AT5G19380	AALP_AA8G215600
OG0002572	AT5G12170	AALP_AA8G121700
OG0002574	AT5G59550	AALP_AA8G389100
OG0002575	AT4G32610	AALP_AA7G190300
OG0002576	AT1G23770, AT1G23780	AALP_AA1G258700
OG0002577	AT1G61130	AALP_AA2G034000
OG0002579	AT1G10870	AALP_AA1G118500
OG0002580	AT2G20470	AALP_AA3G371400
OG0002581	AT1G17420	AALP_AA6G036600
OG0002581	AT1G72520	AALP_AA2G158600
OG0002582	AT2G43410	AALP_AA4G223700
OG0002584	AT1G72620	AALP_AA2G159400
OG0002584	AT1G17430	AALP_AA6G036500
OG0002585	AT5G49215	AALP_AA8G266400
OG0002585	AT3G06770	AALP_AA3G074700
OG0002590	AT3G57785	AALP_AA5G223200
OG0002590	AT2G42310	AALP_AA4G207500
OG0002591	AT2G33010	AALP_AA6G067100, AALP_AAs47458U000100
OG0002592	AT1G78820	AALP_AA2G232300
OG0002593	AT1G61740	AALP_AA2G025500
OG0002594	AT1G01790	AALP_AA1G009700
OG0002595	AT3G58050	AALP_AA5G225000
OG0002595	AT2G41960	AALP_AA4G204600
OG0002596	AT3G13062	AALP_AA3G141200
OG0002596	AT1G55960	AALP_AA4G004800
OG0002597	AT1G17730	AALP_AA1G196400
OG0002599	AT4G16155	AALP_AAs72355U000200
OG0002600	AT4G01510	AALP_AA6G015700
OG0002600	AT1G01020	AALP_AA1G000400
OG0002601	AT3G14590	AALP_AA3G164100
OG0002602	AT2G18450	AALP_AA3G346200
OG0002602	AT5G66760	AALP_AA8G505400
OG0002604	AT1G28695, AT1G28700, AT1G28710	AALP_AAs70123U000100
OG0002605	AT2G46400	AALP_AA4G252800
OG0002606	AT1G54070	AALP_AA4G021000
OG0002607	AT1G21190	AALP_AA1G228900
OG0002609	AT5G65180, AT5G10060	AALP_AA8G094700
OG0002611	AT1G24230, AT1G27280, AT1G24250, AT1G23810, AT1G27270, AT1G27260	AALP_AA1G218500
OG0002612	AT1G51770	AALP_AA4G041900
OG0002613	AT4G21902, AT4G04745	AALP_AA6G053600
OG0002614	AT5G49560	AALP_AA8G501800
OG0002615	AT3G47060	AALP_AA5G091900
OG0002615	AT5G58870	AALP_AA8G380000
OG0002616	AT2G14120	AALP_AA3G311000
OG0002616	AT4G33650	AALP_AA7G203100, AALP_AA7G203400
OG0002617	AT2G27070, AT5G07210	AALP_AA8G067800
OG0002618	AT5G47610	AALP_AA6G102300
OG0002618	AT4G17245	AALP_AA6G209200
OG0002619	AT2G20580	AALP_AA3G372600
OG0002619	AT4G28470	AALP_AA7G125700
OG0002620	AT1G79530	AALP_AA2G245800
OG0002621	AT3G09820	AALP_AA3G105500
OG0002621	AT5G03300	AALP_AA8G024100
OG0002622	AT3G04700	AALP_AA3G041600
OG0002622	AT5G28690	AALP_AA6G178000
OG0002623	AT1G65690	AALP_AA2G074000
OG0002624	AT4G33230	AALP_AA7G197300
OG0002624	AT2G26450	AALP_AA6G251800
OG0002626	AT3G03340	AALP_AAs60109U000100
OG0002626	AT5G17440	AALP_AA8G184600
OG0002627	AT3G44720	AALP_AA5G075400
OG0002627	AT5G22630	AALP_AA3G304300
OG0002628	AT5G18220	AALP_AA8G198000
OG0002628	AT3G04010	AALP_AA3G035600
OG0002629	AT2G42290	AALP_AA4G212000
OG0002629	AT3G57830	AALP_AA5G232600
OG0002630	AT4G37730	AALP_AA7G253900
OG0002631	AT2G47630	AALP_AA4G265600
OG0002631	AT3G62860	AALP_AA5G287400
OG0002632	AT5G41900	AALP_AA6G314600
OG0002632	AT1G64670	AALP_AA5G085700
OG0002633	AT3G63460	AALP_AA5G292600
OG0002634	AT1G07090	AALP_AA1G068900
OG0002635	AT1G15150, AT1G15160	AALP_AA1G170800
OG0002636	AT5G54510	AALP_AA8G329100
OG0002637	AT1G15400	AALP_AA1G174700
OG0002638	AT3G05490	AALP_AA3G049600
OG0002639	AT4G19840	AALP_AA7G024200
OG0002641	AT3G52525	AALP_AA5G153400
OG0002641	AT2G36026	AALP_AA4G132100
OG0002642	AT2G35690	AALP_AA4G128300
OG0002642	AT4G16760	AALP_AAs66747U002100
OG0002643	AT5G08360	AALP_AA8G080600
OG0002643	AT5G23380	AALP_AA3G212800, AALP_AA3G212700
OG0002644	AT3G06750	AALP_AA3G074500
OG0002645	AT2G34510	AALP_AA4G110000
OG0002646	AT5G18150	AALP_AA7G174600, AALP_AA8G146800
OG0002648	AT2G35390	AALP_AA4G125600
OG0002649	AT1G52730	AALP_AA4G034300
OG0002649	AT3G15610	AALP_AA3G176400
OG0002650	AT1G72660	AALP_AA2G160000
OG0002651	AT2G34820, AT1G30670	AALP_AA1G313600
OG0002652	AT1G45010	AALP_AA4G088500
OG0002652	AT1G35170, AT1G35180	AALP_AAs41798U000300
OG0002653	AT3G52560	AALP_AA5G154400
OG0002653	AT2G36060	AALP_AA4G132600
OG0002654	AT3G62700	AALP_AA5G284600
OG0002654	AT2G47800	AALP_AA4G269600
OG0002655	AT5G67210	AALP_AA8G511700
OG0002656	AT4G02930	AALP_AA6G039800
OG0002657	AT3G07600	AALP_AA3G084600
OG0002658	AT1G28010	AALP_AA6G332600
OG0002658	AT1G27940	AALP_AA1G288400
OG0002661	AT1G49990	AALP_AA8G417600, AALP_AA4G060200, AALP_AA4G060000
OG0002662	AT4G09180	AALP_AA6G197200
OG0002662	AT1G35460	AALP_AA8G431300
OG0002663	AT1G08410	AALP_AA1G087900
OG0002663	AT2G27200	AALP_AA5G026000
OG0002664	AT2G44890, AT2G45510	AALP_AA4G244200, AALP_AA4G123100, AALP_AA4G244100
OG0002666	AT1G06840	AALP_AA1G066200
OG0002667	AT3G15690	AALP_AA3G177500
OG0002668	AT3G28580	AALP_AA7G107800
OG0002668	AT5G40010	AALP_AA6G339600, AALP_AA6G339300
OG0002669	AT5G27870	AALP_AA8G257900
OG0002669	AT3G05610	AALP_AA3G053300
OG0002672	AT2G24681	AALP_AA6G267800, AALP_AAs57869U000100, AALP_AA6G267500
OG0002674	AT1G35670	AALP_AA8G317600
OG0002674	AT4G09570	AALP_AA4G017800
OG0002678	AT3G49300, AT3G49305, AT3G49270, AT3G49307	AALP_AA5G115900
OG0002679	AT4G19130	AALP_AA7G015700
OG0002679	AT5G45400	AALP_AA6G128800
OG0002680	AT2G36580	AALP_AA4G136600
OG0002680	AT3G52990	AALP_AA5G160100
OG0002681	AT1G22870	AALP_AA1G249300
OG0002681	AT1G71410	AALP_AA2G146900
OG0002682	AT3G56660	AALP_AA5G209200
OG0002682	AT2G40950	AALP_AA2G241100
OG0002683	AT2G25850	AALP_AA6G256000
OG0002683	AT4G32850	AALP_AA1G141700
OG0002684	AT2G40990	AALP_AA2G240500
OG0002685	AT5G65620	AALP_AA8G489300
OG0002685	AT5G10540	AALP_AA8G098300
OG0002686	AT1G13780, AT5G27750	AALP_AA1G152600, AALP_AA6G117900
OG0002687	AT2G29390	AALP_AAs59949U000300
OG0002687	AT1G07420	AALP_AA1G071800
OG0002688	AT5G19820	AALP_AA8G217600
OG0002690	AT2G45750	AALP_AA4G247100
OG0002691	AT3G23670	AALP_AAs50963U000100
OG0002692	AT1G79650	AALP_AA2G247700
OG0002694	AT5G60550	AALP_AA4G265200
OG0002695	AT3G19950	AALP_AA3G229500
OG0002697	AT2G41905	AALP_AA4G204100
OG0002697	AT3G57690	AALP_AA5G222900
OG0002698	AT3G11260, AT5G05770	AALP_AA3G123300
OG0002699	AT5G13920, AT1G54930	AALP_AA8G139400
OG0002700	AT1G62620, AT1G63370, AT1G62600, AT1G63390	AALP_AA2G015700, AALP_AA2G015000, AALP_AA2G014700
OG0002701	AT2G41810, AT2G41800	AALP_AA4G201900
OG0002702	AT4G02700	AALP_AA6G037000
OG0002702	AT3G51895	AALP_AA5G143800
OG0002703	AT5G46680	AALP_AA6G108500
OG0002704	AT4G29710, AT4G29700	AALP_AA7G145300
OG0002704	AT4G29690	AALP_AA7G145100
OG0002706	AT4G30260	AALP_AA7G153900
OG0002707	AT5G14060	AALP_AAs62659U000100
OG0002708	AT1G04540	AALP_AA1G039700
OG0002710	AT5G09930	AALP_AA8G093300
OG0002710	AT5G64840	AALP_AA8G481800
OG0002712	AT3G23170	AALP_AA3G265900
OG0002713	AT5G53160	AALP_AA8G312900
OG0002714	AT4G20860	AALP_AA8G151200, AALP_AA6G165900
OG0002715	AT4G34450	AALP_AA7G171600, AALP_AA7G213200
OG0002716	AT5G63110	AALP_AA8G156200
OG0002720	AT4G24590	AALP_AA5G169200
OG0002723	AT1G51710	AALP_AA3G244600
OG0002724	AT1G47490, AT1G47500	AALP_AA4G083000
OG0002725	AT1G11180	AALP_AA1G122300
OG0002726	AT4G35100	AALP_AA7G221400
OG0002726	AT2G16850	AALP_AA4G166800
OG0002727	AT5G22290	AALP_AA8G233800
OG0002727	AT3G44290	AALP_AA5G071500
OG0002729	AT2G29960	AALP_AAs72209U000300
OG0002730	AT4G21745, AT4G04900	AALP_AA7G046000
OG0002732	AT2G38630	AALP_AA4G167900
OG0002732	AT3G54190	AALP_AA5G175600
OG0002733	AT4G19500	AALP_AA4G046800
OG0002735	AT1G49730	AALP_AA4G063000
OG0002737	AT4G17950	AALP_AA7G001600
OG0002740	AT1G75750	AALP_AA2G200100, AALP_AA2G200000
OG0002740	AT2G18420	AALP_AA5G051700
OG0002741	AT2G05910	AALP_AA3G301100
OG0002743	AT1G73630	AALP_AA2G174300
OG0002743	AT1G18210	AALP_AA1G199600
OG0002745	AT1G60630	AALP_AA2G038300
OG0002745	AT1G10850	AALP_AA1G118300
OG0002746	AT5G04870	AALP_AA8G042900
OG0002746	AT3G10660	AALP_AA3G115700
OG0002747	AT2G17190	AALP_AA3G331100
OG0002748	AT5G11190	AALP_AA8G108500
OG0002748	AT5G25390	AALP_AA8G428900
OG0002749	AT1G26360	AALP_AA7G074800
OG0002749	AT1G69240	AALP_AA2G118700
OG0002751	AT3G23790	AALP_AA3G274600
OG0002751	AT4G14070	AALP_AA4G104500
OG0002752	AT5G16070	AALP_AA8G169500
OG0002752	AT3G02530	AALP_AA3G019300
OG0002753	AT5G63880	AALP_AA8G469600
OG0002753	AT5G09260	AALP_AA8G085100
OG0002754	AT4G10390	AALP_AA6G185500
OG0002754	AT1G33260	AALP_AA1G338600
OG0002756	AT1G70500	AALP_AA2G133700
OG0002756	AT1G23460	AALP_AA1G256100
OG0002757	AT3G16857	AALP_AA3G191300
OG0002758	AT2G31945	AALP_AA6G077800
OG0002758	AT1G05575	AALP_AA1G052400
OG0002759	AT3G05960	AALP_AA3G058600
OG0002760	AT3G52370	AALP_AA5G151600
OG0002760	AT2G35860	AALP_AA4G130300
OG0002762	AT5G17165	AALP_AA1G285800
OG0002762	AT3G03150	AALP_AA3G025900
OG0002764	AT4G36090	AALP_AA7G235700
OG0002764	AT2G17970	AALP_AA3G339700
OG0002765	AT1G48770	AALP_AA8G279800
OG0002765	AT3G18295	AALP_AA3G209200
OG0002766	AT2G22910	AALP_AA6G287700
OG0002766	AT4G37670	AALP_AA7G253500
OG0002767	AT1G64390	AALP_AA5G047000
OG0002768	AT1G04710	AALP_AA1G042000
OG0002769	AT3G58990	AALP_AA5G241400
OG0002770	AT2G39705	AALP_AA4G181100
OG0002775	AT5G41820	AALP_AA8G441000
OG0002776	AT2G46280, AT5G57650, AT2G46290	AALP_AA4G255300
OG0002777	AT2G37160	AALP_AA4G145200
OG0002777	AT3G53390	AALP_AA5G165200
OG0002778	AT3G03110	AALP_AA3G025500
OG0002778	AT5G17020	AALP_AA8G181300
OG0002779	AT2G16570	AALP_AA3G326300
OG0002779	AT4G34740	AALP_AA7G217600
OG0002780	AT5G59590, AT5G59580	AALP_AA8G389500, AALP_AA8G389400, AALP_AA8G389600
OG0002781	AT5G64667	AALP_AA8G479700
OG0002781	AT5G09805	AALP_AA8G089900
OG0002782	AT1G61210	AALP_AA2G032800
OG0002782	AT1G11160	AALP_AA1G122100
OG0002783	AT3G46430	AALP_AA5G086300
OG0002783	AT3G46430	AALP_AA8G389900
OG0002783	AT5G59613	AALP_AA5G086300
OG0002783	AT5G59613	AALP_AA8G389900
OG0002784	AT3G25110	AALP_AA3G291700
OG0002784	AT4G13050	AALP_AA7G167700
OG0002785	AT1G78990	AALP_AA2G233500, AALP_AA2G235000, AALP_AAs66525U000100
OG0002786	AT2G05230, AT2G05250	AALP_AA3G299100
OG0002787	AT5G12000	AALP_AA8G117900
OG0002789	AT4G34400	AALP_AA7G214000, AALP_AA6G037600, AALP_AA7G214300
OG0002790	AT1G67250	AALP_AA2G089500
OG0002792	AT1G04630	AALP_AA1G040800, AALP_AA6G064500
OG0002794	AT3G62610, AT2G47460	AALP_AA4G265100
OG0002796	AT2G17560	AALP_AA2G232000
OG0002797	AT3G52600	AALP_AA5G154900
OG0002797	AT2G36190	AALP_AAs50165U000100, AALP_AA4G133900, AALP_AAs47660U000100
OG0002798	AT3G49130, AT4G25707	AALP_AA5G075100, AALP_AAs53210U000300
