Orthogroup	Thellungiella_parvula	Brassica_oleracea
OG0001110	SpUn0033_0070.1, Sp1g15480.1	Bo8g067080, Bo8g067110, Bo5g023700
OG0001110	Sp5g27510.1	Bo6g115900, Bo2g075720, Bo6g091520
OG0001111	Sp1g20320.1	Bo7g057670, Bo5g038910
OG0001111	Sp6g07410.1	Bo9g088070, Bo3g044540
OG0001113	Sp3g06530.1	Bo3g061360
OG0001114	Sp4g01970.1	Bo4g151200, Bo8g100720
OG0001115	Sp6g05580.1	Bo3g045460
OG0001115	Sp7g20990.1	Bo7g108340
OG0001116	Sp3g04720.1	Bo5g145020, Bo3g060210, Bo1g150270
OG0001117	Sp7g34540.1	Bo7g118230, Bo3g153810, Bo1g005320
OG0001118	Sp7g23510.1	Bo8g050740, Bo7g110320, Bo3g024240
OG0001119	Sp6g16910.1	Bo9g119020
OG0001119	Sp6g40640.1	Bo9g185070, Bo2g001320
OG0001119	Sp3g07400.1	Bo1g144840
OG0001120	Sp6g21780.1	Bo2g025080
OG0001120	Sp6g21790.1	Bo9g141110
OG0001121	Sp7g01600.1	Bo4g140020, Bo4g140040
OG0001122	Sp4g14470.1	Bo3g026570
OG0001122	Sp1g14240.1	Bo4g177820
OG0001123	Sp6g39160.1	Bo2g004150
OG0001123	Sp3g08290.1	Bo5g137850
OG0001123	Sp6g39140.1	Bo3g002480
OG0001124	Sp6g28380.1	Bo9g163820, Bo3g010610, Bo3g010690
OG0001124	Sp3g01320.1	Bo3g055560, Bo5g152750, Bo1g157460
OG0001125	Sp1g20850.1	Bo7g056190, Bo5g039570
OG0001125	Sp4g29090.1	Bo6g079330, Bo4g098860
OG0001125	Sp5g01140.1	Bo3g039510
OG0001126	Sp3g03030.1	Bo1g152230, Bo5g148430
OG0001126	Sp6g26040.1	Bo9g157320, Bo3g013050, Bo2g015440
OG0001127	Sp4g20210.1	Bo3g032050
OG0001127	Sp5g08440.1	Bo4g120490, Bo6g067720, Bo8g083250
OG0001128	Sp7g14680.1	Bo1g055020, Bo8g043380, Bo7g104270
OG0001128	Sp3g15320.1	Bo1g122790, Bo5g123450
OG0001129	Sp5g28740.1	Bo2g080650
OG0001129	Sp1g35540.1	Bo8g015050
OG0001129	Sp3g16100.1	Bo3g071350
OG0001130	Sp6g17730.1	Bo9g121080, Bo2g037680
OG0001131	Sp5g06860.1	Bo4g115560, Bo8g090060
OG0001131	Sp4g22080.1	Bo4g188600, Bo3g034470, Bo4g025890
OG0001132	Sp4g21250.1	Bo3g032900, Bo4g187850
OG0001133	Sp5g06280.1	Bo4g115280, Bo6g069980, Bo8g090640
OG0001133	Sp4g22780.1	Bo4g012560, Bo4g190130
OG0001134	Sp2g11280.1	Bo7g075370
OG0001134	Sp7g16010.1	Bo8g049880, Bo7g105760, Bo9g064220, Bo1g019210
OG0001135	Sp6g27510.1	Bo9g162980
OG0001136	Sp5g31530.1	Bo6g120420
OG0001136	Sp1g18380.1	Bo8g070330, Bo5g030560, Bo7g061450
OG0001137	Sp6g17120.1	Bo2g041150, Bo9g120200
OG0001138	Sp3g01930.1	Bo1g155100
OG0001139	Sp2g22570.1	Bo7g096420, Bo2g159180
OG0001139	Sp6g32790.1	Bo3g006750, Bo9g171900, Bo2g009980
OG0001140	Sp1g17600.1	Bo7g062240, Bo1g105520, Bo5g027760
OG0001140	Sp5g30650.1	Bo6g119680, Bo2g083970, Bo6g086260
OG0001141	Sp2g06160.1	Bo9g054590, Bo4g081080
OG0001141	Sp1g07920.1	Bo5g009700, Bo8g058320
OG0001142	Sp6g16440.1	Bo9g117400, Bo2g041770
OG0001142	Sp7g25230.1	Bo1g048190, Bo8g052720, Bo7g111340
OG0001143	Sp1g22730.1	Bo5g043180, Bo3g138630
OG0001144	SpUn0673_0010.1, SpUn0230_0010.1	Bo3g093810, Bo9g026330
OG0001144	Sp7g33820.1	Bo3g156840, Bo7g117750, Bo1g005990
OG0001145	Sp3g07770.1	Bo1g144490, Bo5g139310, Bo3g062000
OG0001145	Sp6g40100.1	Bo2g002540
OG0001146	Sp7g25930.1	Bo7g111780, Bo8g054030, Bo1g051110
OG0001146	Sp2g23280.1	Bo2g160750, Bo7g097290, Bo9g013840
OG0001147	Sp5g22220.1	Bo2g055690
OG0001147	Sp6g24810.1	Bo2g018200, Bo00852s050
OG0001149	Sp2g25240.1	Bo3g108030
OG0001149	Sp6g35650.1	Bo3g004270, Bo9g175270
OG0001150	Sp7g32920.1	Bo3g167180, Bo3g167140, Bo7g117240, Bo24049s010, Bo7g117250, Bo09057s010
OG0001151	Sp2g15420.1	Bo9g007820
OG0001151	Sp2g15430.1	Bo9g007830
OG0001151	Sp2g15410.1	Bo7g082520
OG0001152	Sp4g25000.1	Bo4g017230, Bo4g192810, Bo3g036220
OG0001152	Sp5g04010.1	Bo4g108180, Bo8g092970
OG0001154	Sp1g34220.1	Bo6g008110
OG0001154	Sp4g26450.1	Bo4g021600
OG0001154	Sp7g04000.1, Sp7g03990.1, Sp3g32730.1	Bo7g062430
OG0001155	Sp5g23220.1	Bo2g057670
OG0001155	Sp1g22940.1	Bo3g138790
OG0001156	Sp6g22400.1	Bo9g147060
OG0001156	Sp3g31950.1	Bo7g010020, Bo7g010030
OG0001160	Sp1g30110.1, Sp5g23330.1	Bo9g051010
OG0001161	Sp6g23800.1	Bo2g022080, Bo9g151600
OG0001161	SpUn0007_0040.1, SpUn0130_0020.1	Bo01029s010, Bo3g127270
OG0001162	Sp1g15970.1	Bo00831s070, Bo8g067510, Bo8g104610
OG0001162	Sp5g28200.1	Bo6g087920, Bo2g080450
OG0001165	Sp1g19700.1	Bo7g058320, Bo5g037410
OG0001165	Sp5g33220.1	Bo6g121740
OG0001165	Sp1g30590.1	Bo8g025730
OG0001166	Sp2g16420.1	Bo9g008200
OG0001166	Sp7g01120.1	Bo6g064750, Bo4g140500
OG0001167	Sp7g28530.1	Bo7g114690, Bo7g114680
OG0001167	Sp7g28520.1	Bo7g114670, Bo7g114640, Bo1g012040
OG0001167	Sp7g28550.1	Bo3g175470
OG0001168	Sp5g02670.1	Bo6g077170, Bo8g095290
OG0001168	Sp4g27140.1	Bo3g037510, Bo4g024330
OG0001169	Sp5g32590.1	Bo2g092540, Bo8g071050
OG0001169	Sp1g19280.1	Bo7g059870, Bo8g071020
OG0001170	Sp5g16420.1	Bo3g017000, Bo3g016970, Bo3g016980, Bo3g016990
OG0001171	Sp6g05670.1	Bo6g044030, Bo3g184150
OG0001172	Sp5g27850.1	Bo2g079040
OG0001172	Sp3g32740.1	Bo9g027620
OG0001172	Sp7g27650.1	Bo3g175960, Bo1g014910
OG0001173	Sp3g13050.1	Bo5g127710, Bo5g128850, Bo3g066400, Bo3g066430, Bo3g066420, Bo1g129920
OG0001174	Sp3g04170.1	Bo3g058920
OG0001174	Sp2g20720.1	Bo2g155330, Bo7g093670, Bo9g010410
OG0001175	Sp2g19930.1	Bo7g092890, Bo2g151810
OG0001175	Sp3g05440.1	Bo3g060620, Bo5g143460, Bo1g147890
OG0001176	Sp6g20940.1	Bo9g137170, Bo2g026880, Bo3g018280
OG0001176	Sp5g14840.1	Bo1g071040
OG0001176	Sp5g14850.1	Bo10597s010
OG0001177	Sp1g40360.1	Bo6g031790, Bo6g031780
OG0001177	Sp3g12550.1	Bo3g066050, Bo01516s010
OG0001178	Sp3g14930.1	Bo5g123780, Bo3g068470, Bo1g123360
OG0001179	Sp2g25080.1	Bo2g161710, Bo3g109240
OG0001179	Sp6g35580.1	Bo3g004290, Bo9g175390, Bo2g008570
OG0001180	Sp5g28640.1	Bo8g110650, Bo6g087790, Bo2g080570
OG0001180	Sp3g15870.1	Bo5g122640
OG0001181	Sp6g00640.1	Bo9g002430
OG0001182	Sp2g27970.1	Bo3g100750, Bo3g100760, Bo3g100790
OG0001183	Sp5g11950.1	Bo8g079600
OG0001183	Sp5g12480.1	Bo8g077920
OG0001184	Sp3g13970.1	Bo3g067970, Bo1g126110, Bo5g126770
OG0001185	Sp7g00430.1	Bo4g142240
OG0001185	Sp7g21630.1	Bo7g109020, Bo1g037110, Bo3g154320
OG0001186	Sp3g27760.1	Bo3g088380
OG0001186	Sp7g31510.1	Bo7g116370
OG0001187	Sp1g20630.1	Bo5g039300
OG0001187	Sp5g25950.1	Bo2g068520, Bo02914s010, Bo6g112370
OG0001188	Sp4g17960.1	Bo4g184540, Bo4g036220, Bo3g028500
OG0001188	Sp7g17370.1	Bo7g104770, Bo1g053270
OG0001189	Sp6g35070.1	Bo3g004590, Bo7g046910, Bo2g070740, Bo6g028200
OG0001189	Sp2g24440.1	Bo2g161400, Bo7g098410
OG0001190	Sp1g36580.1	Bo6g018620
OG0001190	Sp1g36570.1	Bo8g011200, Bo6g018590
OG0001190	Sp1g36540.1	Bo5g076370, Bo6g018580
OG0001191	Sp7g16240.1	Bo1g017990
OG0001191	Sp2g11570.1, SpUn0036_0040.1	Bo9g065530, Bo7g075710
OG0001192	Sp6g28890.1	Bo00958s020, Bo2g012430
OG0001192	Sp3g00910.1	Bo5g156360, Bo1g157710
OG0001193	Sp1g10850.1	Bo8g108330, Bo5g017130
OG0001193	Sp2g01990.1	Bo9g037050, Bo9g028560
OG0001194	Sp2g30140.1	Bo7g064820, Bo9g021880, Bo2g167690
OG0001194	Sp5g11400.1	Bo1g062650
OG0001195	Sp2g18180.1	Bo7g088710
OG0001195	Sp7g03110.1, SpUn1066_0010.1	Bo4g137500
OG0001196	Sp4g24250.1	Bo3g035900, Bo4g191260
OG0001196	Sp5g04680.1	Bo00895s040, Bo6g074420, Bo8g092390
OG0001197	Sp7g19730.1	Bo1g024310
OG0001198	Sp3g01250.1	Bo5g152820, Bo3g055490
OG0001198	Sp6g28510.1	Bo2g012650, Bo9g163970
OG0001199	Sp1g13300.1	Bo8g106470, Bo5g020190
OG0001199	Sp2g13130.1	Bo2g134490, Bo7g078660
OG0001200	Sp3g33380.1	Bo9g028040, Bo9g028030, Bo8g102440, Bo7g003930
OG0001200	Sp7g26840.1	Bo7g113350, Bo1g017050
OG0001201	Sp7g12210.1	Bo4g127190
OG0001201	Sp7g12270.1	Bo4g127170
OG0001201	Sp7g12240.1	Bo4g127160
OG0001202	Sp5g21330.1	Bo6g099830
OG0001202	SpUn0215_0010.1, Sp7g04340.1	Bo4g136760
OG0001203	Sp1g23970.1	Bo5g052310, Bo7g048630, Bo3g142890
OG0001204	Sp1g25770.1	Bo7g044920, Bo5g061060
OG0001206	Sp6g03340.1, Sp7g19710.1	Bo2g166120
OG0001206	Sp7g00320.1	Bo4g142580, Bo6g066460
OG0001207	Sp4g20500.1	Bo4g187440
OG0001207	Sp3g09490.1	Bo5g136740, Bo1g141150
OG0001208	Sp4g11020.1	Bo4g071800, Bo3g024890, Bo9g036730
OG0001208	Sp1g06740.1	Bo5g008760, Bo02505s010, Bo5g008750
OG0001209	Sp6g19610.1	Bo2g028960
OG0001209	Sp7g28440.1	Bo7g114580
OG0001209	Sp4g02890.1	Bo8g100190, Bo4g154120
OG0001210	SpUn0746_0010.1, Sp1g25310.1, SpUn1257_0010.1, Sp1g25300.1	Bo7g045520, Bo5g058690, Bo3g141690, Bo3g144020
OG0001211	Sp6g26430.1	Bo2g062670, Bo2g013990, Bo3g012790
OG0001212	Sp5g02090.1	Bo8g095820
OG0001213	Sp5g18910.1, SpUn0054_0040.1	Bo3g089960
OG0001213	Sp5g19840.1	Bo2g051170
OG0001214	Sp4g02520.1	Bo4g151660
OG0001214	Sp4g02530.1	Bo4g151690, Bo4g151700, Bo3g042940
OG0001215	Sp1g05920.1	Bo5g007990, Bo01357s010
OG0001215	Sp4g12600.1	Bo3g024270, Bo4g059890, Bo4g170700
OG0001216	Sp7g15400.1	Bo1g019740
OG0001216	Sp2g10780.1	Bo7g073900
OG0001217	Sp2g20400.1	Bo7g093400, Bo9g010190, Bo2g155040
OG0001218	Sp1g20580.1	Bo8g080420
OG0001218	Sp7g05000.1	Bo1g084810
OG0001219	Sp2g10030.1	Bo2g126860, Bo2g126870
OG0001219	Sp2g10060.1	Bo7g070200, Bo7g070160, Bo9g061110
OG0001220	Sp1g25550.1	Bo7g045240, Bo3g145200
OG0001220	Sp1g25555.1	Bo7g045230, Bo3g145210
OG0001221	Sp1g35180.1	Bo8g016320
OG0001221	Sp3g15580.1	Bo00763s040, Bo5g123100, Bo3g068870
OG0001222	SpUn0001_0760.1	Bo1g086070
OG0001222	Sp2g20020.1	Bo7g093010
OG0001222	Sp2g20015.1	Bo9g010060
OG0001223	Sp1g20980.1	Bo8g074850, Bo5g039710
OG0001223	Sp5g25530.1	Bo6g111050, Bo2g068170
OG0001224	Sp6g24880.1	Bo3g013710
OG0001224	Sp6g24870.1	Bo9g153650, Bo2g018130, Bo2g018110, Bo3g013720
OG0001224	Sp4g03500.1	Bo9g153660
OG0001225	Sp1g16850.1	Bo8g068170, Bo5g025950
OG0001225	Sp5g29830.1	Bo2g082320, Bo6g118920, Bo6g086860
OG0001226	Sp3g01830.1	Bo1g155130, Bo3g055840, Bo5g151480
OG0001226	Sp6g27680.1	Bo2g013100, Bo9g163170
OG0001227	Sp1g22280.1	Bo7g054040
OG0001227	Sp5g24360.1	Bo2g062980, Bo6g108740, Bo6g095630
OG0001228	Sp1g05670.1	Bo8g114330, Bo8g007270
OG0001228	Sp4g12820.1	Bo3g024440, Bo4g171880
OG0001229	Sp1g35290.1	Bo8g015140
OG0001229	Sp3g15710.1	Bo1g120470, Bo3g068980
OG0001230	Sp7g12670.1	Bo1g058890
OG0001230	Sp7g12680.1	Bo1g058860
OG0001230	Sp3g20690.1	Bo5g093210, Bo1g103520
OG0001231	Sp2g16890.1	Bo7g090850, Bo2g145020, Bo7g090820, Bo7g090830
OG0001232	Sp2g13830.1	Bo7g071380, Bo2g136510, Bo7g080540
OG0001232	Sp1g12790.1	Bo5g019570, Bo8g066050
OG0001233	Sp7g18070.1	Bo1g021530, Bo00889s030
OG0001233	Sp2g10180.1	Bo7g071310, Bo7g071260, Bo2g127010
OG0001234	Sp1g15290.1	Bo8g066980, Bo5g023520
OG0001234	Sp5g33510.1	Bo6g081600, Bo6g122020, Bo2g093420
OG0001235	Sp1g18560.1	Bo8g070440
OG0001235	Sp5g31590.1	Bo2g089910
OG0001236	Sp1g12930.1	Bo8g106710, Bo5g019790, Bo8g066120
OG0001236	Sp2g13500.1	Bo9g071570
OG0001237	Sp6g37730.1	Bo3g003160
OG0001237	Sp3g09100.1	Bo01023s050, Bo1g141470, Bo5g137140
OG0001238	Sp2g17680.1	Bo9g008770, Bo16693s010, Bo7g087220
OG0001238	Sp7g02380.1	Bo6g062160, Bo00578s090
OG0001239	Sp2g27930.1	Bo9g018460, Bo3g100820
OG0001239	Sp6g33460.1	Bo2g009640, Bo9g173650
OG0001240	Sp3g00860.1	Bo3g055250, Bo5g156320, Bo1g158750
OG0001240	Sp3g00870.1	Bo1g158740, Bo5g156330, Bo3g055270
OG0001241	Sp2g15300.1	Bo2g138890, Bo9g076010, Bo7g082380
OG0001242	Sp7g36290.1	Bo4g145550, Bo3g045470
OG0001243	Sp2g21040.1	Bo7g094890, Bo2g155590
OG0001243	Sp3g15070.1	Bo5g123640, Bo1g123130
OG0001244	Sp5g32800.1	Bo6g121400
OG0001244	Sp1g19450.1	Bo8g071150
OG0001245	Sp2g20640.1	Bo9g010350, Bo2g155250
OG0001245	Sp3g04050.1	Bo5g146570, Bo1g151720, Bo3g058810
OG0001246	Sp2g05170.1	Bo9g048800, Bo01317s030
OG0001246	Sp1g08770.1	Bo5g010570, Bo8g059110, Bo8g110760, Bo7g087380
OG0001247	Sp7g07480.1, Sp7g07430.1, Sp7g06000.1	Bo6g056400
OG0001248	Sp5g04170.1	Bo4g017380
OG0001248	Sp4g24820.1	Bo3g036190, Bo6g075990, Bo1g053640, Bo4g108270
OG0001249	Sp5g28800.1	Bo6g117880
OG0001249	Sp1g16210.1	Bo5g025210
OG0001250	Sp6g32360.1	Bo9g171510
OG0001250	Sp7g29940.1	Bo00911s070
OG0001251	Sp1g00890.1	Bo5g002510
OG0001251	Sp6g01050.1	Bo2g098920
OG0001251	Sp6g01070.1	Bo3g054450, Bo9g003740, Bo2g098930
OG0001252	Sp6g38120.1	Bo3g002940
OG0001253	Sp5g26510.1	Bo6g094350, Bo6g112870
OG0001253	Sp7g35580.1	Bo1g003290, Bo3g153100
OG0001254	Sp1g19660.1	Bo7g060170, Bo5g035270
OG0001254	Sp5g33160.1	Bo6g081870, Bo6g121690, Bo2g093130
OG0001255	Sp1g27250.1	Bo5g067020
OG0001255	Sp4g17850.1	Bo4g183410, Bo4g037340, Bo3g028380
OG0001256	Sp2g30320.1	Bo2g167660
OG0001256	Sp5g11050.1	Bo1g059340, Bo8g081830, Bo7g100810
OG0001257	Sp5g28060.1	Bo6g088080, Bo6g116460
OG0001257	Sp6g37860.1	Bo2g006760
OG0001258	Sp1g17760.1	Bo5g029100, Bo7g061920, Bo8g069920
OG0001258	Sp5g30870.1	Bo6g086160
OG0001258	Sp4g00350.1	Bo6g119850
OG0001259	Sp5g25540.1	Bo2g068180, Bo6g111060
OG0001259	Sp1g20970.1	Bo5g039700, Bo7g056120, Bo8g074840
OG0001260	Sp4g03550.1	Bo8g099690, Bo4g154720
OG0001260	Sp7g29350.1	Bo3g173900, Bo7g115210
OG0001261	Sp7g23270.1	Bo7g110090, Bo7g108660, Bo9g174420, Bo1g039940, Bo1g039950
OG0001261	Sp6g13700.1	Bo2g050420, Bo9g102270
OG0001262	Sp4g18710.1	Bo4g186260, Bo3g030110
OG0001262	Sp5g09410.1	Bo8g082360, Bo6g067010
OG0001263	Sp2g29845.1	Bo7g064430, Bo9g021620, Bo2g167800
OG0001263	Sp2g29840.1	Bo7g064400
OG0001263	Sp4g02430.1	Bo4g151580, Bo8g100440
OG0001264	Sp5g27920.1	Bo6g116390, Bo6g116380, Bo6g116360
OG0001266	Sp4g09860.1	Bo1g098710
OG0001266	Sp7g10200.1, SpUn0001_0070.1	Bo00692s060, Bo7g082120, Bo7g043780, Bo8g071230, Bo16950s010, Bo2g057530, Bo7g060000, Bo9g098720, Bo9g090890, Bo5g062390, Bo2g138410, Bo2g013920, Bo9g098710, Bo3g113740, Bo9g171360, Bo19732s010
OG0001268	Sp4g24370.1	Bo4g015790, Bo4g191320, Bo4g191340
OG0001268	Sp5g04790.1	Bo4g109700, Bo6g073300
OG0001269	Sp2g23380.1	Bo9g013890
OG0001269	Sp5g13040.1	Bo1g078590, Bo8g077470, Bo3g110880
OG0001270	Sp2g11020.1	Bo9g063020, Bo7g074080
OG0001271	Sp5g10790.1	Bo1g059170
OG0001271	Sp5g10800.1	Bo1g059180
OG0001272	Sp6g17230.1	Bo9g120320
OG0001272	Sp7g24680.1	Bo1g046620
OG0001272	Sp6g17220.1	Bo2g040090
OG0001273	Sp6g36630.1	Bo3g003800, Bo9g176470
OG0001273	Sp3g09820.1	Bo3g064320, Bo5g136360
OG0001274	Sp4g29420.1	Bo4g003480, Bo4g198660
OG0001274	Sp5g00860.1	Bo8g097970, Bo6g079550
OG0001275	Sp7g03180.1, Sp7g03190.1	Bo4g139000
OG0001276	Sp5g13090.1	Bo8g077400
OG0001276	Sp4g02800.1	Bo4g154060
OG0001277	Sp4g11410.1	Bo3g040100
OG0001277	Sp1g06550.1	Bo8g010870, Bo8g112830, Bo5g008570
OG0001278	Sp1g01300.1	Bo5g002830, Bo5g002820, Bo5g002860
OG0001279	Sp5g32040.1	Bo4g061100, Bo01129s030, Bo6g120900
OG0001279	Sp5g20330.1	Bo6g099320, Bo2g051350
OG0001280	Sp3g23300.1	Bo4g134710
OG0001280	SpUn1174_0010.1	Bo3g084280, Bo7g030410
OG0001281	Sp4g03560.1	Bo4g154730
OG0001281	Sp7g29380.1	Bo1g011200, Bo7g115250, Bo3g173880
OG0001282	Sp1g11570.1	Bo8g065130, Bo8g107770
OG0001282	Sp2g15550.1	Bo7g082640
OG0001283	Sp7g16380.1	Bo1g017800
OG0001283	Sp2g11660.1	Bo2g131650, Bo7g075890
OG0001284	Sp2g22310.1	Bo2g158910, Bo7g096160
OG0001284	Sp6g32440.1	Bo3g006870, Bo2g010190
OG0001285	Sp2g05840.1	Bo9g053410, Bo1g087560
OG0001285	Sp1g08190.1	Bo5g010010, Bo8g058700
OG0001286	Sp5g01780.1	Bo8g096140, Bo9g074300, Bo6g077880
OG0001286	Sp4g28350.1	Bo4g009400
OG0001287	Sp5g08700.1	Bo6g067620, Bo8g083040
OG0001287	Sp4g19810.1	Bo3g031770
OG0001288	Sp4g12450.1	Bo4g061160, Bo4g061180
OG0001288	Sp4g04250.1	Bo8g099320
OG0001288	Sp1g06020.1	Bo5g008080
OG0001290	Sp2g28980.1	Bo3g097570
OG0001290	Sp3g16680.1	Bo1g117420, Bo3g071660, Bo5g117360
OG0001291	Sp5g09530.1	Bo6g066900, Bo8g082270, Bo4g124030
OG0001291	Sp4g18560.1	Bo3g030050
OG0001293	Sp2g23560.1	Bo7g097500, Bo9g014010
OG0001293	Sp5g13280.1	Bo8g077260, Bo1g078350, Bo3g111200
OG0001294	Sp7g23880.1	Bo1g040570
OG0001294	Sp7g23890.1	Bo1g040580
OG0001295	Sp2g06520.1	Bo1g087310, Bo9g055700
OG0001295	Sp1g07820.1	Bo5g009630, Bo8g058260
OG0001297	Sp4g04530.1, Sp4g04580.1	Bo8g099210
OG0001298	Sp5g06180.1	Bo4g114150, Bo8g090740
OG0001298	SpUn0061_0060.1, Sp4g22850.1	Bo4g190250, Bo1g091820, Bo4g012650
OG0001299	Sp4g18010.1	Bo3g028520, Bo4g184610
OG0001299	Sp7g14980.1	Bo1g054780, Bo2g083720
OG0001300	Sp2g26490.1	Bo9g017620, Bo3g103460
OG0001301	Sp2g05890.1, SpUn0028_0050.1	Bo4g081130, Bo1g087550
OG0001301	Sp1g08180.1	Bo8g058660, Bo5g010000
OG0001302	Sp7g06590.1	Bo8g077270
OG0001302	Sp2g20370.1	Bo6g123970
OG0001302	Sp5g34300.1	Bo6g123720
OG0001303	SpUn1716_0010.1	Bo4g151390, Bo8g100540
OG0001303	SpUn1105_0010.1	Bo8g100530
OG0001304	Sp7g07600.1	Bo8g030860, Bo8g030890
OG0001305	Sp6g25070.1	Bo3g013650, Bo9g153840
OG0001305	Sp3g04920.1	Bo5g144890, Bo1g150150
OG0001306	Sp1g17120.1	Bo5g027250, Bo8g068380
OG0001306	Sp6g23750.1	Bo9g151530, Bo2g023110
OG0001307	Sp2g01220.1	Bo9g028980
OG0001307	SpUn0010_0240.1, Sp7g00760.1	Bo4g140900
OG0001308	Sp5g30520.1	Bo2g083700
OG0001309	Sp3g07720.1	Bo3g062060
OG0001309	Sp6g40260.1	Bo9g184760
OG0001310	Sp2g06090.1	Bo5g076280
OG0001311	Sp3g33240.1	Bo7g005150, Bo7g005100, Bo7g005180
OG0001313	Sp5g25430.1	Bo2g068090, Bo6g110920, Bo6g110940
OG0001313	Sp6g29200.1	Bo9g165570, Bo2g012230
OG0001314	Sp6g12060.1	Bo4g190160, Bo4g190180, Bo4g190190, Bo7g061750
OG0001315	Sp7g17950.1	Bo1g020370, Bo7g106540
OG0001315	Sp2g10290.1	Bo9g061360, Bo7g071430, Bo2g127090
OG0001316	Sp6g23130.1	Bo3g015700, Bo9g149730, Bo9g149750, Bo2g023680
OG0001317	Sp3g08740.1	Bo8g108150, Bo3g062700
OG0001317	Sp3g08750.1	Bo5g137360
OG0001318	SpUn0039_0030.1, SpUn0015_0060.1, SpUn0015_0070.1, SpUn0155_0010.1, Sp6g12570.1	Bo9g094220, Bo03716s010
OG0001319	Sp4g05480.1	Bo09658s010, Bo3g027580, Bo5g143630, Bo3g012390, Bo3g012370, Bo01210s040, Bo8g061340
OG0001321	Sp4g05630.1	Bo4g158810
OG0001321	Sp7g30570.1	Bo3g171090, Bo1g009990, Bo7g115860
OG0001322	Sp7g33620.1	Bo7g117630, Bo1g006150
OG0001322	Sp3g31140.1	Bo7g014110
OG0001323	Sp2g02920.1	Bo4g087080, Bo1g098370
OG0001323	Sp1g10020.1	Bo8g108910, Bo5g014710
OG0001324	Sp3g19120.1	Bo5g103570, Bo3g077380
OG0001324	Sp1g38230.1	Bo3g181460, Bo6g026100
OG0001325	Sp1g23550.1	Bo7g049990, Bo3g141430
OG0001325	Sp1g24160.1	Bo7g048520
OG0001326	Sp2g14220.1, Sp2g14230.1	Bo2g136840, Bo7g081080, Bo5g109980
OG0001326	Sp1g12370.1	Bo8g065810, Bo8g107120
OG0001327	Sp3g24140.1	Bo3g018640, Bo3g018630
OG0001328	Sp1g38020.1	Bo5g082610, Bo3g179670, Bo6g025940
OG0001328	Sp3g18930.1	Bo5g105120, Bo3g076260, Bo1g108500
OG0001330	Sp1g06630.1	Bo8g112720, Bo8g010890, Bo5g008660
OG0001330	Sp4g11150.1	Bo4g165270
OG0001331	Sp7g00470.1	Bo4g142200
OG0001331	Sp2g00690.1	Bo9g033920, Bo9g030630
OG0001332	Sp5g13860.1	Bo16255s010, Bo3g113670, Bo1g074690
OG0001333	Sp6g06220.1	Bo3g045200
OG0001333	Sp7g21560.1	Bo7g108930, Bo1g036900, Bo3g155370
OG0001334	Sp5g07390.1	Bo8g087340, Bo4g117190
OG0001334	Sp4g21610.1, SpUn0018_0060.1	Bo3g034240
OG0001335	Sp7g28970.1	Bo1g011630
OG0001335	Sp7g28980.1	Bo1g011640, Bo7g114950
OG0001336	Sp5g07470.1	Bo8g087240, Bo6g068390
OG0001336	Sp4g21550.1, SpUn0018_0120.1	Bo3g034210, Bo4g026660
OG0001337	Sp6g01520.1	Bo9g004160
OG0001337	Sp1g01380.1	Bo4g014780, Bo7g038690, Bo3g001120
OG0001338	Sp6g29110.1	Bo9g165510, Bo2g012260
OG0001338	Sp3g00720.1	Bo5g155230
OG0001339	Sp1g28150.1	Bo5g086830, Bo5g049420
OG0001339	Sp6g06860.1	Bo3g044810
OG0001340	Sp2g11870.1	Bo2g132010
OG0001340	Sp7g16470.1	Bo7g105240, Bo1g017730
OG0001341	Sp3g01630.1	Bo3g055740, Bo3g055730
OG0001341	Sp3g01620.1	Bo3g055720, Bo5g152600, Bo1g156270
OG0001342	Sp1g06480.1	Bo8g010830, Bo5g008500
OG0001342	Sp4g11490.1	Bo4g070300, Bo4g166590
OG0001343	Sp1g05370.1	Bo5g007640
OG0001344	Sp2g07780.1	Bo4g078540, Bo2g117950
OG0001345	Sp4g19730.1	Bo3g031710, Bo4g030590
OG0001346	SpUn0193_0010.1	Bo6g095400, Bo6g109070
OG0001346	Sp1g22020.1	Bo5g045110, Bo8g076540
OG0001347	Sp1g40040.1	Bo6g031520, Bo00534s150
OG0001347	Sp3g12950.1	Bo1g130040, Bo5g128940
OG0001348	Sp6g12810.1	Bo3g024150
OG0001348	Sp2g26620.1	Bo2g165750
OG0001349	Sp3g11920.1	Bo5g132210, Bo1g134960
OG0001349	Sp1g40870.1	Bo6g051090, Bo6g033330
OG0001350	Sp2g03630.1	Bo1g094460, Bo4g085190, Bo9g043420
OG0001350	Sp1g09680.1	Bo8g059760
OG0001351	Sp1g12740.1	Bo8g106820, Bo5g019520
OG0001351	Sp2g13900.1	Bo7g080590, Bo2g136540
OG0001352	Sp5g35440.1	Bo6g125610, Bo2g096030, Bo6g080360
OG0001352	Sp1g13940.1	Bo5g021100
OG0001353	Sp4g14780.1	Bo4g045940
OG0001353	SpUn0024_0110.1, Sp1g04030.1	Bo5g005300, Bo8g004450
OG0001354	Sp7g33260.1	Bo1g006420, Bo7g117400, Bo3g155560
OG0001354	Sp3g30810.1	Bo7g014470
OG0001355	Sp1g11670.1	Bo5g015310
OG0001355	Sp2g15340.1	Bo9g076040
OG0001356	Sp5g25900.1	Bo2g068490, Bo6g094600, Bo4g123990
