Orthogroup	Thellungiella_parvula	Capsella_rubella
OG0002891	Sp6g09600.1	Carub.0006s2691.1.p
OG0002892	Sp4g25110.1	Carub.0004s2545.1.p
OG0002892	Sp5g03910.1	Carub.0005s2584.1.p
OG0002893	Sp1g12510.1	Carub.0001s1384.1.p
OG0002894	Sp2g26910.1	Carub.0008s2462.1.p
OG0002894	Sp6g34090.1	Carub.0006s0777.1.p
OG0002895	Sp2g10460.1	Carub.0008s0246.1.p
OG0002895	Sp7g17760.1	Carub.0007s2210.1.p
OG0002896	Sp6g17170.1	Carub.0008s1559.1.p
OG0002896	SpUn0999_0010.1	Carub.0007s1410.1.p
OG0002897	Sp6g18780.1	Carub.0008s1757.1.p
OG0002897	Sp7g24070.1	Carub.0007s1489.1.p
OG0002898	Sp1g14830.1	Carub.0001s1642.1.p
OG0002898	Sp5g34070.1	Carub.0002s2589.1.p
OG0002899	Sp3g08190.1	Carub.0003s2059.1.p, Carub.0003s2060.1.p
OG0002900	Sp5g04190.1	Carub.0005s2545.1.p
OG0002901	Sp5g30270.1	Carub.0002s2195.1.p
OG0002901	Sp1g17280.1	Carub.0001s1896.1.p
OG0002902	Sp6g40540.1	Carub.0006s0071.1.p
OG0002902	Sp5g08250.1	Carub.0005s2073.1.p
OG0002903	Sp6g01210.1	Carub.0006s3596.1.p
OG0002903	Sp1g01060.1	Carub.0001s0099.1.p, Carub.0008s1138.1.p
OG0002904	Sp6g27740.1	Carub.0006s1464.1.p
OG0002904	Sp3g01800.1	Carub.0003s0187.1.p
OG0002905	Sp3g01660.1	Carub.0003s0174.1.p
OG0002905	Sp6g27920.1	Carub.0006s1443.1.p
OG0002906	Sp4g23720.1	Carub.0004s2375.1.p
OG0002906	Sp5g05370.1	Carub.0005s2402.1.p
OG0002907	Sp7g13460.1	Carub.0007s2670.1.p
OG0002907	Sp3g19860.1	Carub.0003s2196.1.p
OG0002908	Sp3g21470.1	Carub.0003s2407.1.p
OG0002908	Sp7g11890.1	Carub.0007s2834.1.p
OG0002909	Sp4g01940.1	Carub.0004s0203.1.p
OG0002910	Sp6g20000.1	Carub.0008s1888.1.p
OG0002911	Sp6g06210.1	Carub.0006s3008.1.p
OG0002911	Sp2g00650.1	Carub.0002s0074.1.p
OG0002913	Sp7g25280.1	Carub.0007s1352.1.p
OG0002913	Sp6g16280.1	Carub.0008s1458.1.p
OG0002914	Sp6g16250.1	Carub.0008s1451.1.p
OG0002914	Sp7g25390.1	Carub.0007s1341.1.p
OG0002915	Sp3g33170.1	Carub.0003s3409.1.p
OG0002915	Sp7g27110.1	Carub.0007s1140.1.p
OG0002916	Sp1g14320.1	Carub.0001s1581.1.p
OG0002917	Sp1g27350.1	Carub.0001s2999.1.p
OG0002917	Sp4g17830.1	Carub.0004s1731.1.p
OG0002918	Sp3g27790.1	Carub.0003s2871.1.p
OG0002918	Sp7g31550.1	Carub.0007s0662.1.p
OG0002919	Sp6g39670.1	Carub.0006s0177.1.p
OG0002919	Sp3g08030.1	Carub.0003s0878.1.p
OG0002920	Sp7g31090.1	Carub.0007s0710.1.p
OG0002920	Sp4g07970.1	Carub.0004s0682.1.p
OG0002921	Sp5g27260.1	Carub.0002s1898.1.p
OG0002922	SpUn0209_0010.1, SpUn0807_0010.1	Carub.0001s2238.1.p
OG0002922	Sp5g26540.1	Carub.0002s1823.1.p
OG0002923	Sp3g04150.1	Carub.0003s0456.1.p
OG0002924	Sp6g30530.1	Carub.0006s1165.1.p
OG0002924	Sp3g07030.1	Carub.0003s0771.1.p
OG0002925	Sp6g26740.1	Carub.0006s1571.1.p
OG0002926	Sp6g08590.1	Carub.0006s2760.1.p, Carub.0007s3595.1.p
OG0002927	Sp4g01080.1	Carub.0004s0119.1.p
OG0002927	Sp3g16250.1	Carub.0003s1786.1.p
OG0002928	Sp3g31530.1	Carub.0003s3223.1.p
OG0002928	Sp7g33950.1	Carub.0007s0403.1.p
OG0002929	Sp6g04920.1	Carub.0006s3186.1.p
OG0002929	Sp7g20520.1	Carub.0007s1888.1.p, Carub.0008s0836.1.p
OG0002930	Sp7g18920.1	Carub.0007s2061.1.p
OG0002930	Sp7g18930.1	Carub.0007s2060.1.p
OG0002931	Sp5g03890.1	Carub.0005s2586.1.p
OG0002931	Sp1g05250.1	Carub.0001s0585.1.p
OG0002932	Sp6g02390.1	Carub.0006s3465.1.p
OG0002932	Sp6g02420.1	Carub.0006s3462.1.p
OG0002933	Sp6g33190.1	Carub.0006s0867.1.p
OG0002933	Sp2g28110.1	Carub.0008s2587.1.p
OG0002935	Sp6g26920.1	Carub.0006s1550.1.p
OG0002935	Sp3g02280.1	Carub.0003s0240.1.p
OG0002936	Sp1g19580.1	Carub.0001s2164.1.p
OG0002936	Sp5g33070.1	Carub.0002s2480.1.p
OG0002937	Sp6g13990.1	Carub.0008s1179.1.p
OG0002937	Sp7g23410.1	Carub.0007s1562.1.p
OG0002940	Sp1g09210.1	Carub.0001s1000.1.p
OG0002940	Sp2g04480.1	Carub.0002s0505.1.p
OG0002941	Sp4g03530.1	Carub.0004s0389.1.p
OG0002941	Sp7g29300.1	Carub.0007s0912.1.p
OG0002942	Sp1g38140.1, SpUn0532_0010.1	Carub.0001s4035.1.p
OG0002942	Sp3g19040.1	Carub.0003s2099.1.p
OG0002943	Sp7g25880.1	Carub.0007s1291.1.p
OG0002943	Sp6g15560.1	Carub.0008s1359.1.p
OG0002944	Sp7g21750.1	Carub.0007s1733.1.p
OG0002944	Sp6g06360.1	Carub.0006s2986.1.p
OG0002945	Sp2g22410.1	Carub.0006s2295.1.p
OG0002945	Sp6g32560.1	Carub.0006s0942.1.p
OG0002946	Sp4g23460.1	Carub.0004s2347.1.p
OG0002946	Sp5g05830.1	Carub.0005s2348.1.p
OG0002947	Sp1g19500.1	Carub.0001s2151.1.p
OG0002947	Sp5g32910.1	Carub.0002s2463.1.p
OG0002948	Sp6g37770.1	Carub.0006s0396.1.p
OG0002949	Sp3g00780.1	Carub.0003s0084.1.p
OG0002949	Sp6g29000.1	Carub.0006s1324.1.p
OG0002950	Sp5g06200.1	Carub.0002s0368.1.p
OG0002951	Sp3g09980.1	Carub.0003s1109.1.p
OG0002952	Sp7g35600.1	Carub.0007s0226.1.p
OG0002952	Sp4g01660.1	Carub.0004s0178.1.p
OG0002953	Sp5g06370.1	Carub.0005s2290.1.p
OG0002953	Sp5g04390.1	Carub.0005s2523.1.p
OG0002954	Sp7g20800.1	Carub.0007s1852.1.p
OG0002954	Sp6g05390.1	Carub.0006s3129.1.p
OG0002955	Sp5g01120.1	Carub.0005s2898.1.p
OG0002956	Sp3g01950.1	Carub.0003s0202.1.p
OG0002956	Sp6g27490.1	Carub.0006s1487.1.p
OG0002957	Sp5g07680.1, Sp5g07690.1, Sp5g07670.1	Carub.0002s0697.1.p, Carub.0002s0696.1.p, Carub.0002s0694.1.p, Carub.0002s0695.1.p
OG0002958	Sp1g39510.1	Carub.0001s4210.1.p
OG0002958	Sp3g13700.1	Carub.0003s1517.1.p
OG0002959	Sp5g31540.1	Carub.0002s2329.1.p
OG0002959	Sp1g18480.1	Carub.0001s2023.1.p
OG0002960	Sp2g27830.1	Carub.0008s2557.1.p
OG0002960	Sp6g33510.1	Carub.0006s0834.1.p
OG0002961	Sp1g30640.1	Carub.0001s3361.1.p, Carub.0001s3360.1.p
OG0002962	Sp1g07650.1	Carub.0001s0837.1.p, Carub.0003s1282.1.p, Carub.0313s0001.1.p
OG0002963	Sp6g15690.1	Carub.0008s1372.1.p
OG0002963	Sp2g22950.1	Carub.0006s2221.1.p
OG0002964	Sp4g11590.1	Carub.0004s0974.1.p
OG0002965	Sp4g01830.1	Carub.0004s0195.1.p
OG0002965	Sp7g35420.1	Carub.0007s0248.1.p
OG0002966	SpUn1868_0010.1, Sp2g11680.1	Carub.0008s0100.1.p
OG0002966	Sp7g16430.1	Carub.0007s2367.1.p
OG0002967	Sp7g27720.1	Carub.0007s1074.1.p
OG0002968	Sp4g04450.1	Carub.0004s0494.1.p
OG0002968	Sp7g29920.1	Carub.0007s0843.1.p
OG0002969	Sp2g05600.1	Carub.0002s0662.1.p
OG0002970	Sp5g07410.1	Carub.0005s2164.1.p
OG0002971	Sp2g16280.1	Carub.0005s0540.1.p
OG0002971	Sp7g01050.1	Carub.0007s3461.1.p
OG0002972	Sp4g22210.1	Carub.0004s2203.1.p
OG0002972	Sp5g06710.1	Carub.0005s2256.1.p
OG0002973	Sp1g13070.1	Carub.0001s1445.1.p
OG0002975	Sp5g09580.1	Carub.0005s1923.1.p
OG0002975	Sp4g18480.1	Carub.0004s1801.1.p
OG0002976	Sp4g00290.1	Carub.0004s0016.1.p
OG0002976	Sp7g37040.1	Carub.0007s0062.1.p
OG0002977	Sp4g21830.1	Carub.0004s2161.1.p
OG0002978	Sp1g08610.1	Carub.0001s0935.1.p
OG0002980	Sp5g21470.1	Carub.0002s1245.1.p
OG0002980	Sp7g04260.1	Carub.0007s3293.1.p
OG0002981	Sp7g05930.1	Carub.0007s3190.1.p
OG0002981	Sp5g19900.1	Carub.0002s1075.1.p
OG0002982	Sp1g11390.1	Carub.0001s1256.1.p
OG0002982	Sp2g15950.1	Carub.0005s0486.1.p
OG0002983	Sp2g20760.1	Carub.0006s2499.1.p
OG0002983	Sp3g04900.1	Carub.0003s0537.1.p
OG0002984	Sp4g04830.1, Sp5g16330.1	Carub.0004s0524.1.p
OG0002984	Sp7g30180.1	Carub.0007s0817.1.p
OG0002985	Sp5g28730.1	Carub.0002s2031.1.p
OG0002985	Sp1g16220.1	Carub.0001s1787.1.p
OG0002986	Sp3g16140.1	Carub.0003s1774.1.p
OG0002987	SpUn0039_0040.1, Sp6g12580.1, SpUn0015_0050.1, SpUn0425_0010.1	Carub.0008s1053.1.p
OG0002987	Sp1g15400.1	Carub.0001s1703.1.p
OG0002989	Sp1g38640.1	Carub.0001s4094.1.p, Carub.0001s4095.1.p
OG0002990	Sp1g38410.1	Carub.0001s4065.1.p
OG0002991	Sp2g20770.1	Carub.0006s2498.1.p
OG0002991	Sp3g04240.1	Carub.0003s0466.1.p
OG0002992	Sp7g29490.1	Carub.0007s0890.1.p, Carub.0007s0889.1.p
OG0002993	Sp5g00750.1	Carub.0005s2942.1.p
OG0002994	Sp4g25950.1	Carub.0004s2641.1.p
OG0002994	Sp5g03280.1	Carub.0005s2658.1.p
OG0002995	Sp3g28580.1	Carub.0003s2913.1.p
OG0002995	Sp7g31990.1	Carub.0007s0616.1.p
OG0002996	Sp2g09030.1	Carub.0008s0431.1.p
OG0002997	Sp4g22150.1	Carub.0004s2198.1.p
OG0002997	Sp5g06820.1	Carub.0005s2241.1.p
OG0002998	Sp1g09000.1	Carub.0001s0983.1.p
OG0002998	Sp2g04870.1	Carub.0002s0577.1.p
OG0002999	Sp7g18600.1	Carub.0007s2096.1.p
OG0002999	Sp2g09480.1	Carub.0008s0359.1.p
OG0003000	Sp6g14290.1	Carub.0008s1213.1.p
OG0003000	Sp7g23520.1	Carub.0007s1549.1.p
OG0003001	Sp6g01150.1	Carub.0006s3602.1.p
OG0003002	Sp4g02930.1	Carub.0004s0318.1.p
OG0003002	Sp7g28490.1	Carub.0007s0995.1.p
OG0003003	Sp1g18410.1, Sp1g18420.1	Carub.0001s2016.1.p
OG0003004	Sp2g20490.1	Carub.0006s2527.1.p
OG0003004	Sp3g03800.1	Carub.0003s0420.1.p
OG0003005	Sp7g00810.1	Carub.0007s3440.1.p
OG0003006	Sp1g06110.1	Carub.0001s0666.1.p
OG0003007	Sp7g29550.1	Carub.0007s0880.1.p
OG0003007	Sp4g03830.1	Carub.0004s0443.1.p, Carub.0106s0001.1.p
OG0003008	Sp4g02270.1	Carub.0004s0249.1.p
OG0003008	Sp7g34930.1	Carub.0007s0302.1.p
OG0003009	Sp1g13100.1	Carub.0001s1448.1.p
OG0003009	Sp2g13340.1	Carub.0005s0091.1.p
OG0003010	Sp4g12330.1	Carub.0004s1071.1.p
OG0003012	Sp6g27100.1	Carub.0006s1524.1.p
OG0003012	Sp3g02160.1	Carub.0003s0227.1.p
OG0003013	Sp3g27640.1	Carub.0003s2841.1.p
OG0003014	Sp7g07050.1	Carub.0007s3121.1.p
OG0003015	Sp7g12890.1	Carub.0007s2738.1.p
OG0003015	Sp3g20490.1	Carub.0003s2291.1.p
OG0003016	Sp1g33470.1	Carub.0001s3513.1.p
OG0003016	Sp5g11630.1	Carub.0005s1690.1.p
OG0003017	Sp3g05790.1	Carub.0003s0636.1.p
OG0003017	Sp2g19530.1	Carub.0008s0900.1.p
OG0003018	Sp4g27900.1	Carub.0004s2853.1.p
OG0003018	Sp5g02100.1	Carub.0005s2793.1.p
OG0003019	Sp4g19660.1	Carub.0004s1925.1.p
OG0003019	Sp5g08840.1	Carub.0005s2007.1.p
OG0003020	Sp5g16180.1	Carub.0005s1089.1.p
OG0003020	Sp6g22340.1	Carub.0008s2144.1.p
OG0003021	Sp6g40580.1	Carub.0006s0066.1.p
OG0003021	Sp3g07460.1	Carub.0003s0817.1.p
OG0003022	Sp6g36800.1	Carub.0006s0498.1.p
OG0003022	Sp3g09680.1	Carub.0003s1077.1.p
OG0003023	Sp3g04040.1	Carub.0003s0444.1.p
OG0003024	Sp3g00460.1	Carub.0003s0047.1.p
OG0003024	Sp6g29510.1	Carub.0006s1268.1.p
OG0003025	Sp7g23710.1, Sp7g23730.1	Carub.0007s1530.1.p
OG0003026	Sp4g22720.1	Carub.0004s2264.1.p
OG0003026	Sp5g06390.1	Carub.0005s2289.1.p
OG0003027	Sp4g22060.1	Carub.0004s2185.1.p
OG0003030	Sp6g22060.1	Carub.0008s2116.1.p
OG0003030	Sp5g16040.1	Carub.0005s1112.1.p
OG0003031	Sp6g26730.1	Carub.0006s1572.1.p
OG0003031	Sp3g02450.1	Carub.0003s0259.1.p
OG0003032	Sp3g07040.1	Carub.0003s0772.1.p
OG0003032	Sp1g08370.1	Carub.0001s0912.1.p
OG0003033	Sp7g13040.1	Carub.0007s2721.1.p
OG0003033	Sp3g20210.1	Carub.0003s2262.1.p
OG0003034	Sp1g40680.1, Sp5g03560.1	Carub.0005s2632.1.p, Carub.0001s4349.1.p
OG0003035	Sp7g24830.1	Carub.0007s1397.1.p
OG0003035	Sp6g17040.1	Carub.0008s1540.1.p
OG0003036	Sp3g10650.1	Carub.0003s1185.1.p
OG0003036	Sp6g30480.1	Carub.0006s1171.1.p
OG0003038	Sp7g28420.1	Carub.0007s1004.1.p
OG0003039	Sp7g24280.1	Carub.0007s1461.1.p
OG0003040	Sp4g11870.1	Carub.0004s1005.1.p
OG0003040	Sp1g06260.1	Carub.0001s0685.1.p
OG0003041	Sp4g03610.1	Carub.0004s0403.1.p
OG0003041	Sp7g29420.1	Carub.0007s0898.1.p
OG0003042	Sp3g20750.1	Carub.0003s2324.1.p
OG0003042	Sp7g12590.1	Carub.0007s2771.1.p
OG0003043	Sp7g19600.1	Carub.0007s1996.1.p
OG0003043	Sp1g09930.1	Carub.0001s1089.1.p
OG0003044	Sp4g12400.1	Carub.0004s1078.1.p
OG0003045	Sp6g36810.1	Carub.0006s0497.1.p
OG0003045	Sp3g09670.1	Carub.0003s1076.1.p
OG0003046	Sp1g40060.1	Carub.0002s2757.1.p, Carub.0006s3508.1.p
OG0003047	Sp4g00740.1	Carub.0004s0062.1.p
OG0003047	Sp7g36630.1	Carub.0007s0112.1.p
OG0003048	SpUn0002_0710.1	Carub.0002s0840.1.p
OG0003048	Sp1g07600.1	Carub.0001s0831.1.p
OG0003049	Sp1g18260.1	Carub.0001s2002.1.p
OG0003049	Sp5g31410.1	Carub.0002s2316.1.p
OG0003050	Sp4g00440.1	Carub.0004s0029.1.p
OG0003051	Sp3g19660.1	Carub.0003s2170.1.p
OG0003051	Sp7g13590.1	Carub.0007s2656.1.p
OG0003052	Sp5g09950.1	Carub.0005s1867.1.p
OG0003052	Sp6g36340.1	Carub.0006s0541.1.p
OG0003053	Sp1g14980.1	Carub.0001s1658.1.p
OG0003053	Sp5g33900.1	Carub.0002s2571.1.p
OG0003054	Sp4g12420.1	Carub.0004s1080.1.p
OG0003055	Sp4g24140.1	Carub.0004s2418.1.p
OG0003055	Sp5g05050.1	Carub.0005s2438.1.p
OG0003056	Sp6g34550.1	Carub.0006s0730.1.p
OG0003056	Sp2g23730.1	Carub.0006s2122.1.p
OG0003057	Sp1g41750.1	Carub.0006s3590.1.p, Carub.0001s4453.1.p
OG0003058	Sp2g23440.1	Carub.0006s2157.1.p
OG0003058	Sp5g13070.1	Carub.0005s1515.1.p
OG0003059	Sp1g10170.1	Carub.0001s1117.1.p
OG0003059	Sp2g02750.1	Carub.0002s0327.1.p
OG0003060	Sp5g21050.1	Carub.0002s1193.1.p, Carub.0002s1192.1.p
OG0003061	Sp6g04193.1	Carub.0006s3265.1.p
OG0003061	Sp6g04180.1	Carub.0006s3268.1.p
OG0003063	Sp4g02980.1	Carub.0004s0324.1.p
OG0003063	Sp7g28620.1	Carub.0007s0977.1.p
OG0003064	Sp6g14330.1, SpUn0060_0020.1	Carub.0008s1217.1.p
OG0003064	Sp2g07130.1	Carub.0008s0633.1.p
OG0003066	Sp1g00710.1	Carub.0001s0061.1.p
OG0003067	Sp2g04530.1	Carub.0002s0518.1.p
OG0003067	Sp1g21250.1	Carub.0001s2339.1.p
OG0003068	Sp7g00910.1	Carub.0007s3449.1.p
OG0003068	Sp2g16140.1	Carub.0005s0521.1.p
OG0003069	Sp1g01400.1	Carub.0001s0136.1.p
OG0003069	Sp6g01530.1	Carub.0006s3557.1.p
OG0003071	Sp4g20300.1	Carub.0004s1995.1.p
OG0003071	Sp5g08290.1	Carub.0005s2069.1.p
OG0003072	Sp1g31440.1	Carub.0004s1223.1.p
OG0003072	Sp6g09920.1	Carub.0006s2673.1.p
OG0003073	Sp2g05410.1	Carub.0002s0639.1.p
OG0003073	Sp1g08310.1	Carub.0001s0906.1.p
OG0003074	Sp6g37520.1	Carub.0006s0423.1.p
OG0003074	Sp3g09260.1	Carub.0003s1020.1.p
OG0003075	Sp2g02650.1	Carub.0002s0315.1.p
OG0003075	Sp1g10280.1	Carub.0001s1131.1.p
OG0003076	Sp5g05470.1	Carub.0005s2391.1.p
OG0003077	SpUn0217_0020.1	Carub.0001s0384.1.p
OG0003078	Sp7g27820.1	Carub.0007s1063.1.p
OG0003078	Sp3g32560.1	Carub.0003s3343.1.p
OG0003079	SpUn0024_0130.1, Sp1g04010.1	Carub.0001s0443.1.p
OG0003079	Sp4g14810.1	Carub.0004s1379.1.p
OG0003080	Sp3g33880.1	Carub.0003s3515.1.p
OG0003080	Sp7g26370.1	Carub.0007s1231.1.p
OG0003082	Sp3g14320.1	Carub.0003s1570.1.p
OG0003082	Sp1g38990.1	Carub.0001s4138.1.p
OG0003083	Sp3g17360.1	Carub.0003s1911.1.p
OG0003083	Sp1g36600.1	Carub.0001s3892.1.p
OG0003084	Sp6g06680.1	Carub.0006s2958.1.p
OG0003085	Sp2g05240.1	Carub.0002s0620.1.p
OG0003085	Sp1g08640.1	Carub.0001s0941.1.p
OG0003086	Sp2g17353.1	Carub.0005s0724.1.p
OG0003086	Sp2g17360.1	Carub.0005s0725.1.p
OG0003087	Sp7g25040.1	Carub.0007s1378.1.p
OG0003088	Sp1g24860.1, Sp1g24870.1	Carub.0001s2709.1.p, Carub.0001s2708.1.p, Carub.0001s2710.1.p
OG0003089	Sp1g13840.1	Carub.0001s1527.1.p
OG0003089	Sp5g35540.1	Carub.0002s2729.1.p
OG0003090	Sp7g16560.1	Carub.0007s2379.1.p
OG0003090	Sp2g11920.1	Carub.0008s0064.1.p
OG0003091	Sp1g12060.1	Carub.0001s1360.1.p
OG0003091	Sp2g14370.1	Carub.0005s0242.1.p
OG0003092	Sp7g23240.1	Carub.0007s1581.1.p
OG0003092	Sp1g26450.1, Sp1g26460.1	Carub.0001s2882.1.p
OG0003093	Sp7g19920.1	Carub.0007s1965.1.p
OG0003093	Sp6g04070.1	Carub.0006s3281.1.p
OG0003094	Sp7g36750.1	Carub.0007s0095.1.p
OG0003094	Sp4g00590.1	Carub.0004s0046.1.p
OG0003095	Sp7g36880.1	Carub.0007s0078.1.p
OG0003095	Sp4g00500.1	Carub.0004s0036.1.p
OG0003096	Sp5g00730.1	Carub.0005s2944.1.p
OG0003096	Sp4g29630.1	Carub.0004s3041.1.p
OG0003097	Sp5g00010.1, Sp1g00040.1	Carub.0005s3018.1.p, Carub.0005s1093.1.p
OG0003098	Sp5g10320.1	Carub.0005s1830.1.p
OG0003099	Sp6g35890.1	Carub.0006s0591.1.p
OG0003099	Sp3g10530.1	Carub.0003s1168.1.p
OG0003100	Sp6g07590.1	Carub.0006s2843.1.p
OG0003100	Sp1g29250.1	Carub.0001s3207.1.p
OG0003101	Sp6g04800.1	Carub.0006s3200.1.p
OG0003101	Sp3g18320.1	Carub.0003s2024.1.p
OG0003102	Sp5g31700.1	Carub.0002s2345.1.p
OG0003102	Sp1g18640.1	Carub.0001s2041.1.p
OG0003103	Sp7g23230.1	Carub.0007s1582.1.p
OG0003104	Sp1g02500.1	Carub.0001s0271.1.p
OG0003104	Sp6g03470.1	Carub.0006s3365.1.p
OG0003105	Sp3g25130.1	Carub.0003s2735.1.p
OG0003105	Sp7g07060.1	Carub.0007s3120.1.p
OG0003106	Sp4g14750.1	Carub.0004s1373.1.p
OG0003106	SpUn0024_0070.1, Sp1g04070.1	Carub.0001s0449.1.p
OG0003107	Sp1g09620.1	Carub.0001s1048.1.p
OG0003107	Sp2g03740.1	Carub.0002s0440.1.p
OG0003108	Sp5g03850.1	Carub.0005s2594.1.p
OG0003109	Sp5g05820.1	Carub.0005s2349.1.p
OG0003110	Sp5g29610.1	Carub.0002s2121.1.p
OG0003111	Sp1g04620.1	Carub.0001s0516.1.p
OG0003111	Sp4g14080.1	Carub.0004s1298.1.p
OG0003112	Sp2g21070.1	Carub.0006s2460.1.p
OG0003112	Sp3g04590.1	Carub.0003s0506.1.p
OG0003113	Sp2g26020.1	Carub.0008s2359.1.p
OG0003114	Sp1g02790.1	Carub.0001s0308.1.p
OG0003114	Sp2g08930.1	Carub.0008s0443.1.p
OG0003115	Sp5g00450.1	Carub.0005s2973.1.p
OG0003115	Sp4g30060.1	Carub.0004s3085.1.p
OG0003116	Sp2g13880.1	Carub.0005s0169.1.p
OG0003116	Sp1g12760.1	Carub.0001s1409.1.p
OG0003117	Sp3g22400.1	Carub.0003s2502.1.p
OG0003118	Sp7g29070.1	Carub.0005s2052.1.p, Carub.0007s0935.1.p
OG0003119	Sp5g30010.1	Carub.0002s2166.1.p
OG0003119	SpUn0839_0010.1, SpUn0282_0010.1	Carub.0002s1396.1.p
OG0003120	Sp7g25580.1	Carub.0008s0533.1.p, Carub.0008s0531.1.p
OG0003120	Sp5g19320.1	Carub.0002s1015.1.p
OG0003121	Sp2g24770.1	Carub.0008s2226.1.p
OG0003121	Sp6g35260.1	Carub.0006s0660.1.p
OG0003122	Sp7g15810.1, Sp7g15800.1	Carub.0007s2302.1.p
OG0003123	Sp6g01750.1	Carub.0006s3533.1.p
OG0003124	Sp6g37980.1	Carub.0006s0376.1.p
OG0003124	Sp3g08950.1	Carub.0003s0987.1.p
OG0003125	Sp4g04390.1	Carub.0004s0493.1.p
OG0003125	Sp7g29910.1	Carub.0007s0844.1.p
OG0003126	Sp1g27890.1	Carub.0001s3054.1.p
OG0003127	Sp1g06670.1	Carub.0001s0739.1.p
OG0003127	Sp4g11090.1	Carub.0004s0920.1.p
OG0003128	Sp6g39180.1	Carub.0006s0241.1.p
OG0003128	Sp4g20780.1	Carub.0004s2043.1.p
OG0003129	Sp5g13240.1	Carub.0005s1495.1.p
OG0003130	Sp5g28820.1	Carub.0002s2039.1.p
OG0003130	Sp1g16160.1	Carub.0001s1782.1.p
OG0003131	Sp2g13660.1	Carub.0005s0144.1.p, Carub.0005s0143.1.p
OG0003132	Sp2g28910.1	Carub.0008s2671.1.p
OG0003132	Sp5g12350.1	Carub.0005s1609.1.p
OG0003133	Sp5g28840.1	Carub.0002s2041.1.p
OG0003133	Sp1g16150.1	Carub.0001s1780.1.p
OG0003134	Sp7g26990.1	Carub.0007s1155.1.p
OG0003135	Sp6g22560.1, Sp6g22550.1	Carub.0006s2064.1.p, Carub.0006s2059.1.p, Carub.0006s2058.1.p
OG0003136	Sp4g12760.1	Carub.0004s1132.1.p
OG0003136	Sp1g05750.1	Carub.0001s0632.1.p
OG0003137	Sp5g34630.1	Carub.0002s2643.1.p
OG0003137	Sp1g14470.1	Carub.0001s1601.1.p
OG0003138	Sp3g14970.1	Carub.0003s1643.1.p
OG0003138	Sp7g14390.1	Carub.0007s2572.1.p
OG0003140	Sp1g02230.1	Carub.0004s0814.1.p, Carub.0001s0234.1.p
OG0003141	Sp2g03960.1	Carub.0002s0456.1.p
OG0003142	Sp6g28140.1	Carub.0006s1417.1.p
OG0003142	Sp3g01530.1	Carub.0003s0159.1.p
OG0003143	Sp1g04810.1	Carub.0001s0534.1.p
OG0003143	Sp6g03330.1	Carub.0006s3377.1.p
OG0003144	Sp2g17430.1	Carub.0005s0733.1.p
OG0003144	Sp2g17460.1	Carub.0005s0738.1.p
OG0003145	Sp3g18970.1	Carub.0003s2093.1.p
OG0003145	Sp1g38060.1	Carub.0001s4026.1.p
OG0003146	Sp5g05240.1	Carub.0005s2421.1.p, Carub.0001s3481.1.p
OG0003147	Sp7g18680.1	Carub.0007s2043.1.p
OG0003148	SpUn0343_0020.1	Carub.0001s2287.1.p
OG0003149	Sp1g37690.1	Carub.0001s3989.1.p
OG0003149	Sp3g18580.1	Carub.0003s2054.1.p
OG0003150	Sp2g02700.1	Carub.0002s0322.1.p
OG0003150	Sp2g02720.1	Carub.0002s0324.1.p
OG0003150	Sp2g02710.1	Carub.0002s0323.1.p
OG0003151	Sp6g35160.1	Carub.0006s0670.1.p
OG0003152	Sp6g01300.1	Carub.0006s3584.1.p
OG0003152	Sp1g01160.1	Carub.0001s0111.1.p
OG0003153	Sp5g07300.1	Carub.0005s2175.1.p
OG0003154	Sp2g20800.1	Carub.0006s2496.1.p
OG0003154	Sp3g04280.1	Carub.0003s0470.1.p
OG0003155	Sp1g33410.1	Carub.0001s3504.1.p
OG0003155	Sp5g32620.1	Carub.0002s2435.1.p
OG0003156	Sp5g21090.1	Carub.0002s1197.1.p, Carub.0005s0298.1.p
OG0003157	Sp7g15050.1, Sp7g15060.1	Carub.0007s2500.1.p
OG0003158	Sp7g13600.1, Sp4g07850.1	Carub.0007s2654.1.p, Carub.0007s2655.1.p
OG0003161	Sp1g31930.1, Sp7g07590.1, Sp4g09180.1	Carub.0007s0716.1.p, Carub.0008s2148.1.p, Carub.0001s3503.1.p, Carub.0002s0992.1.p
OG0003164	Sp7g20100.1, Sp7g20080.1, Sp7g20090.1	Carub.0007s1944.1.p, Carub.0007s1943.1.p
OG0003166	Sp5g20410.1	Carub.0002s1126.1.p
OG0003167	Sp2g08510.1	Carub.0008s0491.1.p
OG0003168	Sp6g27500.1	Carub.0006s1486.1.p
OG0003168	Sp3g01960.1	Carub.0003s0203.1.p
OG0003169	Sp6g35080.1	Carub.0006s0676.1.p
OG0003170	Sp2g17790.1	Carub.0005s0791.1.p
OG0003171	Sp5g13320.1	Carub.0005s1483.1.p
OG0003172	Sp1g02910.1	Carub.0001s0324.1.p
OG0003172	Sp2g08770.1	Carub.0008s0460.1.p
OG0003173	Sp1g08740.1	Carub.0001s0951.1.p
OG0003173	Sp2g05100.1	Carub.0002s0601.1.p
OG0003175	Sp1g24960.1	Carub.0001s2722.1.p
OG0003175	Sp4g16390.1	Carub.0004s1567.1.p
OG0003177	Sp5g16600.1, Sp5g16390.1	Carub.0005s1370.1.p
