Orthogroup	Thellungiella_parvula	Arabidopsis_halleri
OG0002596	Sp3g11220.1	g05711
OG0002597	Sp5g27990.1	g25919, g04055
OG0002598	Sp5g29660.1	g00989
OG0002598	Sp1g16770.1	g13965
OG0002599	Sp7g14660.1	g23124
OG0002599	Sp3g15190.1	g16228
OG0002600	Sp6g01450.1	g09212
OG0002600	Sp1g01290.1	g01826
OG0002601	Sp1g40090.1	g30784
OG0002601	Sp3g12860.1	g06788
OG0002602	Sp3g31870.1	g21987
OG0002602	Sp2g29920.1	g07253
OG0002603	Sp1g33480.1, Sp1g33500.1	g17068
OG0002603	Sp5g11640.1	g14985
OG0002604	Sp6g00020.1, Sp1g34720.1	g13027, g13028, g13029
OG0002605	Sp4g28420.1	g09689
OG0002605	Sp5g01730.1	g05437
OG0002606	Sp1g40510.1	g24892
OG0002606	Sp3g12440.1	g06831
OG0002607	Sp1g18830.1	g13448
OG0002608	Sp5g03230.1	g22835, g29828
OG0002608	Sp4g26220.1	g18089
OG0002609	Sp2g28270.1	g07448
OG0002609	Sp3g26080.1, Sp6g33340.1, SpUn0247_0010.1	g19182
OG0002610	Sp6g24930.1	g13118
OG0002610	Sp6g31410.1	g10694
OG0002612	Sp1g38420.1	g21964
OG0002612	Sp3g19370.1	g11233
OG0002613	Sp7g20070.1	g21793
OG0002613	Sp6g04195.1	g21474
OG0002614	Sp7g14210.1	g27704
OG0002615	Sp5g14670.1	g12790
OG0002615	Sp6g20570.1	g30279
OG0002616	Sp3g27480.1	g21260
OG0002616	Sp7g31380.1	g00581
OG0002617	SpUn0636_0010.1, SpUn1082_0010.1, SpUn0315_0010.1, Sp4g01010.1	g15657
OG0002618	Sp7g16940.1	g17146
OG0002619	Sp3g33820.1	g25823
OG0002619	Sp7g26440.1	g04403
OG0002620	Sp1g14490.1	g09966
OG0002620	Sp5g34590.1	g01520
OG0002621	Sp3g08150.1	g03601, g06078
OG0002621	Sp6g39440.1	g19370
OG0002622	Sp3g03545.1	g06220
OG0002622	Sp2g20080.1	g30345
OG0002623	Sp7g05520.1	g27860
OG0002623	Sp5g20630.1	g24366
OG0002624	Sp7g30970.1	g00631
OG0002624	Sp4g07300.1	g18631
OG0002625	Sp7g06540.1	g16342
OG0002625	Sp3g23380.1	g16416
OG0002626	Sp6g26780.1	g00026
OG0002627	Sp5g16460.1	g29273
OG0002627	Sp6g22710.1	g27123
OG0002628	Sp6g26100.1	g13274
OG0002628	Sp3g02990.1	g06141
OG0002629	Sp4g24460.1	g17296
OG0002629	Sp5g04870.1	g16605
OG0002630	Sp4g01890.1, SpUn0042_0040.1	g20966
OG0002630	Sp7g35380.1	g02940
OG0002631	Sp4g29570.1	g09559
OG0002632	Sp7g00210.1	g28522
OG0002632	Sp2g00040.1	g27010
OG0002633	Sp5g00090.1	g30180
OG0002634	Sp1g05810.1	g02364
OG0002634	Sp4g12700.1	g24248
OG0002635	Sp1g13490.1	g10069, g10066, g10067
OG0002636	Sp6g16480.1	g09391
OG0002636	Sp7g25180.1	g04540
OG0002637	Sp5g35620.1	g01635
OG0002637	Sp1g13750.1	g10040
OG0002638	Sp3g04320.1	g06319
OG0002639	Sp2g09870.1	g30425
OG0002639	Sp7g18340.1	g15489
OG0002640	Sp3g04690.1	g06364
OG0002640	Sp2g21210.1	g17869
OG0002641	Sp5g09770.1	g20480
OG0002641	Sp4g18290.1	g03504
OG0002642	Sp4g17950.1	g03467
OG0002642	Sp7g17360.1	g17192
OG0002643	Sp6g34580.1	g23801, g30316
OG0002643	Sp2g23790.1	g27746
OG0002644	Sp3g05720.1	g06485
OG0002644	Sp2g19640.1	g25108
OG0002645	Sp1g25860.1	g26321
OG0002645	Sp4g16770.1	g03348
OG0002646	Sp6g26160.1	g13281
OG0002647	Sp6g28640.1	g00225
OG0002647	Sp3g01090.1	g02576
OG0002648	Sp1g28500.1	g16014
OG0002648	Sp4g17620.1	g03434
OG0002649	Sp3g13900.1	g06663
OG0002650	Sp5g27720.1	g04024
OG0002650	Sp1g15610.1	g25942
OG0002651	Sp4g17100.1	g03373
OG0002651	Sp1g26570.1	g18801
OG0002652	Sp1g33840.1	g17031
OG0002652	Sp1g29900.1	g24398
OG0002653	Sp5g09750.1	g20474
OG0002654	Sp5g00820.1	g05324
OG0002654	Sp1g35270.1	g09544
OG0002655	Sp5g11940.1	g22232
OG0002655	Sp2g29460.1	g07306
OG0002656	Sp1g02340.1	g01962
OG0002656	Sp6g02960.1	g09048
OG0002657	Sp3g06540.1	g11804
OG0002658	Sp1g24200.1	g12951
OG0002658	Sp1g24120.1	g12942
OG0002659	Sp2g29110.1	g07344
OG0002659	Sp5g12230.1	g22266
OG0002660	Sp7g30810.1	g00650
OG0002660	Sp4g06290.1	g28298
OG0002661	Sp1g36850.1, SpUn0137_0030.1, Sp2g04630.1	g22303, g15289
OG0002662	Sp1g30180.1	g26466
OG0002663	Sp1g07060.1	g18260
OG0002663	Sp4g10000.1	g26261
OG0002664	Sp3g31160.1, Sp4g27540.1	g09790, g01609, g09791
OG0002665	Sp3g32770.1	g29407
OG0002665	Sp7g27600.1	g04246
OG0002666	Sp6g41190.1	g27896
OG0002666	Sp1g05570.1	g02325
OG0002667	Sp1g39210.1	g15120
OG0002667	Sp3g13990.1	g06655
OG0002668	Sp2g17280.1	g28922, g04117
OG0002669	Sp2g20990.1	g17904
OG0002669	Sp3g04490.1	g06335
OG0002670	Sp5g22540.1	g21070
OG0002670	Sp1g23440.1	g25682
OG0002671	Sp2g15230.1	g19545
OG0002671	Sp1g11930.1	g04719
OG0002673	Sp7g28860.1	g00894
OG0002674	SpUn0654_0010.1	g29454
OG0002674	Sp6g08040.1	g18562
OG0002675	Sp7g25570.1	g04498
OG0002675	Sp7g25560.1	g04499
OG0002676	Sp6g28180.1	g00178
OG0002677	Sp6g05830.1	g20709
OG0002677	SpUn0146_0010.1, Sp6g05840.1	g20708
OG0002678	Sp5g12770.1	g16791, g16786
OG0002679	Sp7g17830.1	g15405
OG0002679	Sp2g10350.1	g07575
OG0002680	Sp5g09330.1	g20421
OG0002681	Sp1g20350.1	g13720
OG0002681	Sp5g26570.1	g03895
OG0002682	Sp5g05900.1	g21192
OG0002682	Sp4g23270.1	g24525
OG0002683	Sp4g05670.1	g31147
OG0002683	Sp7g30620.1	g00681
OG0002684	Sp5g05670.1	g21161
OG0002684	Sp4g23310.1	g24521
OG0002685	Sp2g28710.1	g07403
OG0002685	Sp6g32890.1	g10520
OG0002687	Sp4g12120.1	g06971
OG0002687	Sp1g06160.1	g02400
OG0002688	Sp6g24590.1	g12152
OG0002689	Sp1g37190.1, Sp1g37180.1	g30207
OG0002689	Sp3g17980.1	g28976
OG0002690	Sp6g00730.1	g19779
OG0002690	Sp4g27800.1	g09765
OG0002691	Sp7g12020.1	g21395
OG0002691	Sp3g21390.1	g31335, g23998
OG0002692	Sp1g14430.1	g09976
OG0002692	Sp5g34720.1	g01533
OG0002693	Sp3g23270.1	g16450
OG0002693	Sp7g06260.1	g32270
OG0002694	Sp5g16060.1	g29501
OG0002694	Sp6g22120.1	g10897
OG0002695	Sp1g37170.1	g30206
OG0002695	Sp3g17970.1	g28977
OG0002696	Sp6g05110.1	g27688
OG0002696	Sp7g20640.1	g14414
OG0002697	Sp4g24180.1	g17255
OG0002697	Sp5g04940.1	g16623
OG0002698	Sp3g09530.1	g05916
OG0002698	Sp6g37130.1	g25992
OG0002699	Sp6g30080.1	g19306
OG0002700	Sp2g02040.1, Sp2g02030.1, Sp2g02010.1	g17853, g17851
OG0002701	Sp4g24070.1	g17244
OG0002701	Sp4g24060.1	g17235, g17243
OG0002702	Sp5g10370.1	g14838
OG0002703	Sp2g11490.1	g07731
OG0002703	Sp7g16190.1	g22643
OG0002704	Sp7g27480.1	g04265, g04266
OG0002704	Sp3g22800.1	g04267
OG0002705	Sp1g41130.1	g27962
OG0002706	Sp7g28140.1	g04198
OG0002706	Sp3g32300.1	g22665
OG0002707	Sp3g00100.1	g02679
OG0002707	Sp6g29940.1	g19291, g30557
OG0002708	Sp1g03370.1	g02084
OG0002708	Sp4g15630.1	g03231
OG0002710	Sp6g33480.1	g19167
OG0002710	Sp2g27920.1	g07487
OG0002711	Sp6g26130.1	g13277
OG0002711	Sp3g02910.1	g06134
OG0002712	Sp3g20820.1	g29422
OG0002713	Sp6g15340.1	g23016
OG0002714	Sp2g09200.1	g28602
OG0002714	Sp7g18950.1	g05212
OG0002715	Sp3g29400.1	g26946
OG0002715	Sp7g32250.1	g00484, g31554
OG0002716	Sp5g13800.1	g16669, g31024
OG0002716	Sp2g26240.1	g12317
OG0002717	Sp4g14410.1	g07968
OG0002717	Sp1g04350.1	g02187
OG0002719	Sp1g09840.1	g04981
OG0002719	Sp2g03240.1	g19865
OG0002720	Sp7g22590.1	g10363
OG0002721	SpUn0010_0120.1, Sp7g00640.1	g22441
OG0002721	Sp2g01030.1	g22935
OG0002722	Sp1g16010.1	g25899
OG0002722	Sp5g28320.1	g04090
OG0002723	Sp1g38350.1	g21955
OG0002723	Sp3g19320.1	g11228
OG0002724	Sp2g07200.1	g22111
OG0002725	Sp2g03230.1	g19864
OG0002725	Sp1g09850.1	g04980
OG0002726	Sp7g32870.1	g23248
OG0002727	Sp6g22950.1	g11939
OG0002727	Sp5g16980.1	g25478
OG0002728	Sp7g24540.1	g04607
OG0002728	Sp6g17820.1	g09220
OG0002729	Sp4g12520.1	g24267
OG0002729	Sp6g20400.1	g16980
OG0002730	Sp7g19910.1	g21769
OG0002730	Sp6g04060.1, SpUn0051_0040.1	g21455
OG0002731	Sp2g10907.1, Sp2g10900.1	g07658
OG0002732	Sp4g20970.1	g18420
OG0002732	Sp5g08210.1	g11438
OG0002734	Sp2g00110.1	g27003
OG0002734	Sp7g00110.1	g28510
OG0002735	Sp1g36620.1	g15262
OG0002735	Sp3g17380.1	g22500
OG0002736	Sp3g00760.1	g02607
OG0002736	Sp6g29020.1	g00274
OG0002737	Sp2g11470.1	g07728
OG0002737	Sp7g16160.1	g22640
OG0002738	Sp1g15260.1	g09878
OG0002739	Sp3g29610.1	g26518
OG0002739	Sp7g32370.1	g00470
OG0002740	Sp5g30860.1	g01120
OG0002741	Sp6g23840.1	g12052
OG0002741	Sp3g24300.1	g18503
OG0002742	Sp7g00280.1	g20357, g07607
OG0002742	Sp3g21160.1, SpUn0047_0040.1	g29419
OG0002743	SpUn0647_0010.1	g31895
OG0002743	Sp1g16200.1	g25871
OG0002744	Sp1g20360.1	g13718
OG0002745	Sp2g04090.1	g25439
OG0002745	Sp1g09550.1	g05016
OG0002746	Sp6g37950.1	g15691
OG0002747	Sp3g30510.1	g22225
OG0002748	Sp2g22160.1	g14110
OG0002749	Sp1g22330.1	g08106
OG0002749	Sp5g24290.1	g25234
OG0002751	Sp3g21490.1	g24015
OG0002751	Sp7g11870.1	g21383
OG0002752	Sp6g28060.1	g00164
OG0002752	Sp3g01560.1	g02514
OG0002753	Sp2g26940.1	g12402
OG0002753	Sp6g34050.1	g19100
OG0002754	Sp6g07040.1	g25345
OG0002754	Sp1g28710.1	g17655
OG0002755	Sp5g15860.1, Sp5g15830.1	g28006
OG0002756	Sp5g25590.1	g03788
OG0002756	Sp1g20890.1	g13647
OG0002757	Sp7g14570.1	g23131
OG0002757	Sp3g15100.1	g16238
OG0002759	Sp2g21500.1	g21841
OG0002759	Sp3g04890.1	g06384
OG0002760	Sp4g18120.1	g03487
OG0002761	Sp1g01460.1	g01849
OG0002761	Sp6g01840.1	g09170
OG0002762	Sp6g27060.1	g00055
OG0002762	Sp3g02190.1	g31034
OG0002763	Sp4g17400.1	g03409
OG0002763	Sp4g01730.1	g31418
OG0002764	Sp7g33870.1	g31367, g03108
OG0002764	Sp3g31380.1	g24989
OG0002765	Sp1g35690.1	g24282
OG0002765	Sp3g16430.1	g21577
OG0002766	Sp4g01950.1	g20971
OG0002766	Sp7g35320.1	g02951
OG0002767	Sp6g06410.1	g20640
OG0002767	Sp2g00340.1	g26969
OG0002768	Sp1g03560.1	g02105
OG0002768	Sp4g15450.1	g03207
OG0002769	Sp4g25220.1	g32078
OG0002770	Sp4g21960.1	g12531
OG0002771	Sp7g33430.1	g00348
OG0002771	Sp3g31000.1	g22168
OG0002772	Sp2g05690.1	g26301
OG0002772	Sp1g08250.1	g28842
OG0002774	Sp2g20110.1	g30349
OG0002774	Sp3g03480.1	g06210
OG0002775	Sp7g22480.1	g10373, g06096, g28531
OG0002776	Sp2g16660.1, Sp4g28330.1	g09701, g09700
OG0002777	Sp4g19470.1	g03638
OG0002777	Sp5g08950.1	g20379
OG0002778	Sp3g02150.1	g31038
OG0002778	Sp6g27120.1	g00069
OG0002779	Sp3g29810.1	g31175
OG0002779	Sp7g32520.1	g00454
OG0002780	Sp6g21280.1	g10998, g10999, g11000
OG0002781	Sp6g33605.1	g19151
OG0002782	Sp2g03270.1	g19869
OG0002782	Sp1g09830.1	g04982
OG0002783	Sp5g15250.1, Sp6g21320.1	g10994
OG0002784	Sp3g22700.1	g28249
OG0002784	Sp7g10310.1	g30821
OG0002785	Sp5g34030.1	g01461
OG0002786	Sp3g23750.1	g16381
OG0002786	Sp7g06390.1	g16334
OG0002787	Sp2g21590.1	g21828
OG0002787	Sp6g31590.1	g10672
OG0002788	Sp6g36460.1	g15567
OG0002788	Sp3g09930.1	g05868
OG0002789	Sp6g02680.1, Sp7g27330.1	g00493
OG0002790	Sp5g22180.1	g21029
OG0002791	Sp3g05220.1	g06432
OG0002791	Sp6g25590.1	g13200
OG0002792	Sp1g03460.1	g02094, g03218
OG0002793	Sp4g02470.1	g08702, g08700
OG0002794	Sp4g29400.1	g09578
OG0002795	Sp5g02680.1	g28010, g05566
OG0002796	Sp7g33350.1	g00356
OG0002796	Sp3g30920.1	g22180
OG0002797	Sp5g09700.1	g20469
OG0002797	Sp4g18410.1	g03518
OG0002799	Sp2g22580.1	g14168
OG0002799	Sp6g32800.1	g10531
OG0002800	Sp6g03720.1	g08939
OG0002800	Sp7g19240.1	g05243
OG0002801	Sp1g07510.1	g18215
OG0002801	SpUn0002_0190.1	g31578
OG0002802	Sp2g07850.1	g23782
OG0002802	Sp1g34320.1	g18979
OG0002803	Sp4g15870.1	g03251
OG0002803	Sp1g24300.1	g12961
OG0002804	Sp4g19670.1	g03659
OG0002804	Sp5g08820.1	g20367
OG0002805	Sp4g02850.1	g08754
OG0002805	Sp7g28410.1	g04174
OG0002806	Sp2g03210.1	g19863
OG0002807	Sp1g14840.1	g09925
OG0002807	Sp5g34060.1	g01464
OG0002808	Sp5g07590.1	g11506
OG0002808	Sp4g21480.1	g12468
OG0002809	Sp1g17830.1	g19553
OG0002810	Sp6g25830.1	g13239
OG0002810	Sp3g03250.1	g06177
OG0002811	Sp6g06100.1	g20672
OG0002811	Sp7g21380.1	g14306
OG0002812	Sp2g12150.1	g07835
OG0002812	Sp7g16830.1	g17134
OG0002813	Sp7g33230.1	g00370
OG0002813	Sp3g30750.1	g22196
OG0002814	Sp1g16190.1	g25872
OG0002814	Sp5g28810.1	g04111
OG0002815	Sp1g19330.1	g13378
OG0002815	Sp5g32720.1	g01312
OG0002816	Sp7g34370.1	g03051
OG0002817	Sp7g04230.1	g20622
OG0002818	Sp2g25090.1	g12182
OG0002818	Sp6g35590.1	g15667
OG0002819	Sp5g13110.1	g16745
OG0002819	Sp2g23470.1	g29103
OG0002820	Sp2g16620.1	g20567
OG0002820	Sp7g01270.1	g31797, g26901
OG0002821	Sp7g15890.1	g22603
OG0002822	Sp2g18060.1	g30595
OG0002823	Sp4g17000.1, Sp1g26340.1	g20950
OG0002824	Sp7g23590.1	g10267
OG0002824	Sp6g14510.1	g08288
OG0002825	Sp3g19150.1	g11216
OG0002825	Sp1g38240.1	g21939
OG0002826	Sp1g31890.1, SpUn0001_0130.1, Sp1g30650.1, Sp6g08920.1, Sp2g06250.1, Sp1g30270.1, SpUn0005_0100.1, SpUn0023_0010.1, SpUn0011_0060.1, Sp6g10160.1, Sp7g09090.1	g24300
OG0002826	SpUn0003_0150.1, SpUn0135_0010.1, Sp7g08570.1, Sp1g30250.1, Sp4g06240.1, Sp2g06860.1, SpUn0901_0010.1, Sp1g30420.1, SpUn0894_0010.1	g30340
OG0002827	Sp6g07280.1, SpUn0121_0030.1	g31911
OG0002828	Sp7g24610.1	g04601
OG0002829	Sp5g33600.1	g01412
OG0002829	Sp1g15170.1	g09889
OG0002830	Sp5g34520.1	g01514
OG0002830	Sp1g14530.1	g09961
OG0002831	Sp3g21940.1	g30138
OG0002831	Sp7g11230.1	g21321
OG0002832	Sp1g27130.1	g27555
OG0002833	Sp7g03880.1, Sp7g13280.1, Sp7g03230.1	g25034
OG0002834	Sp7g18800.1	g05197
OG0002836	Sp2g01750.1	g18754
OG0002836	Sp1g10980.1	g04840
OG0002837	Sp5g31710.1	g01208
OG0002837	Sp1g18650.1	g13468
OG0002838	Sp1g10400.1	g04905
OG0002838	Sp1g00320.1	g01713
OG0002839	Sp4g25870.1	g18053
OG0002839	Sp5g03340.1	g22812
OG0002840	Sp4g00010.1	g17267
OG0002840	Sp7g37470.1	g02702
OG0002841	Sp5g22470.1	g21059
OG0002841	Sp1g23450.1, Sp1g06290.1	g26703, g25681
OG0002842	Sp7g20970.1	g14381
OG0002842	Sp6g05560.1	g22951, g26555
OG0002843	Sp3g18630.1, Sp3g18650.1, Sp3g18640.1, Sp3g18610.1	g11143
OG0002844	Sp6g31570.1	g10675, g10674
OG0002845	Sp5g26190.1	g03849
OG0002845	Sp1g20480.1	g13701
OG0002846	Sp6g10450.1	g30118
OG0002846	Sp1g23720.1	g26733
OG0002847	Sp1g08780.1	g05102
OG0002847	Sp2g05040.1	g25141
OG0002848	Sp7g18230.1	g15470
OG0002848	Sp2g09920.1	g29371
OG0002849	Sp2g13010.1	g14542
OG0002852	Sp2g15770.1	g20759
OG0002852	Sp1g11470.1	g04780
OG0002853	Sp7g09990.1	g29535
OG0002854	Sp4g14980.1, Sp4g14560.1	g27211
OG0002855	Sp2g12620.1	g14499
OG0002856	Sp6g06760.1	g27804
OG0002856	Sp7g22060.1	g10416
OG0002857	Sp4g30030.1	g09510
OG0002857	Sp3g21240.1	g27170
OG0002858	Sp6g32690.1	g31699
OG0002859	Sp2g24840.1	g10782
OG0002867	Sp1g06460.1	g02435
OG0002867	Sp4g11530.1	g07047
OG0002868	Sp7g18390.1	g05134
OG0002868	Sp2g09690.1	g23670, g31422
OG0002869	Sp7g29670.1	g00794
OG0002869	Sp4g04080.1	g22366
OG0002870	SpUn0013_0100.1, SpUn0007_0070.1, Sp6g23910.1	g12060
OG0002871	Sp7g19690.1	g21749
OG0002871	Sp6g03940.1	g21438
OG0002872	Sp7g15030.1	g23086
OG0002872	Sp4g18005.1	g03473
OG0002873	Sp3g04860.1	g06380
OG0002873	Sp2g21400.1	g21854
OG0002874	Sp1g23070.1	g26677, g28302, g08176
OG0002875	Sp3g20310.1, Sp5g19970.1, Sp3g20320.1	g00586, g28034
OG0002876	SpUn0001_0780.1	g30449
OG0002876	Sp7g06250.1	g16323
OG0002877	Sp6g29520.1	g19246
OG0002877	Sp3g00450.1	g02643
OG0002878	Sp6g21850.1	g10921
OG0002878	Sp5g15890.1	g30676
OG0002880	Sp4g28020.1	g09741
OG0002880	Sp5g01980.1	g05471
OG0002881	Sp2g25140.1	g12188
OG0002881	Sp6g35600.1	g15665
OG0002882	Sp3g01000.1	g02587
OG0002883	Sp4g04880.1, Sp2g01400.1, Sp1g05910.1	g21048, g21047
OG0002884	Sp7g26410.1	g04407
OG0002884	Sp3g33840.1	g25821
OG0002885	Sp5g03140.1	g05625
OG0002887	Sp7g36640.1, Sp1g18340.1	g02795
OG0002887	Sp4g00700.1	g23962
OG0002888	Sp4g03740.1	g22332, g29728
OG0002889	Sp3g08560.1	g06021
OG0002889	Sp6g38580.1	g15772
OG0002891	Sp6g09600.1	g20311
OG0002892	Sp4g25110.1	g17390
OG0002892	Sp5g03910.1	g22891
OG0002893	Sp1g12510.1	g04644
OG0002894	Sp2g26910.1	g12399
OG0002894	Sp6g34090.1	g19091
OG0002895	Sp2g10460.1	g07589
OG0002895	Sp7g17760.1	g15393
OG0002896	Sp6g17170.1	g09300
OG0002896	SpUn0999_0010.1	g04590
OG0002897	Sp6g18780.1	g24138
OG0002897	Sp7g24070.1	g10213
OG0002898	Sp1g14830.1	g09926
OG0002898	Sp5g34070.1	g01465
OG0002899	Sp3g08190.1	g11145, g11146
OG0002900	Sp4g24790.1	g17347
OG0002900	Sp5g04190.1	g15059, g16521
OG0002901	Sp5g30270.1	g01052
OG0002901	Sp1g17280.1	g13912
OG0002902	Sp5g08250.1	g11432
OG0002903	Sp6g01210.1	g19755
OG0002903	Sp1g01060.1	g01805
OG0002904	Sp6g27740.1	g00131
OG0002904	Sp3g01800.1	g02489
OG0002905	Sp3g01660.1	g02505
OG0002905	Sp6g27920.1	g00153
OG0002906	Sp5g05370.1	g21125
OG0002907	Sp7g13460.1	g20180
OG0002907	Sp3g19860.1	g11301
OG0002908	Sp3g21470.1	g24012
OG0002908	Sp7g11890.1	g21385
OG0002909	Sp7g35340.1	g02944
OG0002909	Sp4g01940.1	g20970
OG0002910	Sp6g20000.1	g16930
OG0002911	Sp6g06210.1	g20659
OG0002911	Sp2g00650.1	g22990
OG0002913	Sp7g25280.1	g04529
OG0002913	Sp6g16280.1	g09419
OG0002914	Sp6g16250.1	g09425
OG0002914	Sp7g25390.1	g04519
OG0002915	Sp3g33170.1	g20911
OG0002915	Sp7g27110.1	g04322
OG0002916	Sp5g34840.1	g01547
OG0002916	Sp1g14320.1	g09991
OG0002917	Sp1g27350.1	g16096
OG0002917	Sp4g17830.1	g03456
OG0002918	Sp3g27790.1	g19654
OG0002919	Sp6g39670.1	g19407
OG0002919	Sp3g08030.1	g06088
OG0002920	Sp7g31090.1	g00612
OG0002920	Sp4g07970.1	g18610
OG0002921	Sp5g27260.1	g03972
OG0002922	SpUn0209_0010.1, SpUn0807_0010.1	g13719
OG0002922	Sp5g26540.1	g03891
OG0002923	Sp3g04150.1	g06294
OG0002924	Sp6g30530.1	g19349
OG0002924	Sp3g07030.1	g11742
OG0002925	Sp3g02430.1	g26824
OG0002926	Sp6g08590.1	g26760, g27408
OG0002927	Sp4g01080.1	g28077
OG0002927	Sp3g16250.1	g21555
OG0002928	Sp3g31530.1	g24961
OG0002928	Sp7g33950.1	g03096
OG0002929	Sp6g04920.1	g29649
OG0002929	Sp7g20520.1	g14434
OG0002930	Sp7g18920.1	g05209
OG0002930	Sp7g18930.1	g05210
OG0002931	Sp5g03890.1	g22889
OG0002931	Sp1g05250.1	g02293
OG0002932	Sp6g02390.1	g09097
OG0002932	Sp6g02420.1	g09093
OG0002933	Sp6g33190.1	g10485
OG0002933	Sp2g28110.1	g07464
OG0002935	Sp3g02280.1	g31073, g23497
OG0002936	Sp1g19580.1	g13342
OG0002936	Sp5g33070.1	g01352
OG0002937	Sp6g13990.1	g08352
OG0002937	Sp7g23410.1	g10285
OG0002939	Sp1g37055.1	g27348, g14639
OG0002940	Sp1g09210.1	g05049
OG0002940	Sp2g04480.1	g28815
OG0002941	Sp4g03530.1	g08860
OG0002941	Sp7g29300.1	g00854
OG0002942	Sp1g38140.1, SpUn0532_0010.1	g21928
OG0002942	Sp3g19040.1	g11202
OG0002943	Sp7g25880.1	g04462
OG0002943	Sp6g15560.1	g23048
OG0002944	Sp7g21750.1	g10449
OG0002945	Sp2g22410.1	g14145
OG0002945	Sp6g32560.1	g10555
OG0002946	Sp4g23460.1	g24506
OG0002947	Sp1g19500.1	g13357
OG0002947	Sp5g32910.1	g01334
OG0002949	Sp3g00780.1	g02606
OG0002949	Sp6g29000.1	g00268
OG0002950	Sp5g06200.1	g05296, g21333, g21140
OG0002951	Sp3g09980.1	g05862
OG0002952	Sp7g35600.1	g02916
OG0002952	Sp4g01660.1	g21708
OG0002953	Sp5g06370.1	g21254
OG0002953	Sp5g04390.1	g16540
OG0002954	Sp7g20800.1	g14395
OG0002954	Sp6g05390.1	g27658
OG0002955	Sp4g29130.1	g09608
OG0002955	Sp5g01120.1	g05368
OG0002956	Sp3g01950.1	g02472
OG0002956	Sp6g27490.1	g00103
OG0002957	Sp5g07680.1, Sp5g07690.1, Sp5g07670.1	g11496, g11497
OG0002958	Sp1g39510.1	g15083
OG0002958	Sp3g13700.1	g06682
OG0002959	Sp5g31540.1	g01190
OG0002959	Sp1g18480.1	g13488
OG0002960	Sp2g27830.1	g07497
OG0002960	Sp6g33510.1	g19164
OG0002961	Sp1g30640.1	g31730, g26146, g31729, g26145
OG0002962	Sp1g07650.1	g18195, g18197
OG0002963	Sp6g15690.1	g29970
OG0002963	Sp2g22950.1	g25310
OG0002965	Sp4g01830.1	g20962, g20963
OG0002965	Sp7g35420.1	g02936
OG0002966	SpUn1868_0010.1, Sp2g11680.1	g07756
OG0002966	Sp7g16430.1	g17092
OG0002967	Sp7g27720.1	g04234
OG0002968	Sp4g04450.1	g28658
OG0002968	Sp7g29920.1	g00760
OG0002969	Sp2g05600.1	g30763
OG0002970	Sp5g07410.1	g11528, g02781, g29717
OG0002971	Sp2g16280.1	g20515
OG0002971	Sp7g01050.1	g22393
OG0002972	Sp5g06710.1	g11611
OG0002973	Sp2g13370.1	g14585
OG0002973	Sp1g13070.1	g10123
OG0002975	Sp5g09580.1	g20452
OG0002975	Sp4g18480.1	g03525
OG0002976	Sp4g00290.1	g23919
OG0002976	Sp7g37040.1	g02748
OG0002977	Sp4g21830.1	g12516
OG0002978	Sp1g08610.1	g05121
OG0002979	Sp6g18450.1	g14753, g17962
OG0002980	Sp5g21470.1	g32122
OG0002980	Sp7g04260.1	g20616
OG0002981	Sp7g05930.1	g28390
OG0002982	Sp1g11390.1	g31807
OG0002982	Sp2g15950.1	g20780
OG0002983	Sp2g20760.1	g17947
OG0002983	Sp3g04900.1	g06385
OG0002984	Sp4g04830.1, Sp5g16330.1	g30239
OG0002984	Sp7g30180.1	g00729
OG0002985	Sp5g28730.1	g04108
OG0002985	Sp1g16220.1	g25868
OG0002986	Sp1g35570.1	g17405
OG0002986	Sp3g16140.1	g21544, g11905
OG0002987	SpUn0039_0040.1, Sp6g12580.1, SpUn0015_0050.1, SpUn0425_0010.1	g25556
OG0002987	Sp1g15400.1	g09862
OG0002989	Sp1g38640.1	g28774, g28775
OG0002990	Sp1g38410.1	g21963
OG0002991	Sp2g20770.1	g17945
OG0002991	Sp3g04240.1	g06305
OG0002992	Sp7g29490.1	g00816, g31758, g00815
OG0002993	Sp5g00750.1	g05315
OG0002994	Sp4g25950.1	g18060
OG0002994	Sp5g03280.1	g22805
OG0002995	Sp3g28580.1	g14230
OG0002995	Sp7g31990.1	g00515
OG0002996	Sp2g09030.1	g29127
OG0002997	Sp5g06820.1	g11598
OG0002998	Sp1g09000.1	g05071
OG0002998	Sp2g04870.1	g25159
OG0002999	Sp7g18600.1	g05169
OG0002999	Sp2g09480.1	g23654
OG0003000	Sp6g14290.1	g08314
OG0003000	Sp7g23520.1	g10273
OG0003001	Sp6g01150.1	g19747, g20671
OG0003002	Sp4g02930.1	g08761
OG0003002	Sp7g28490.1	g04163
OG0003003	Sp1g18420.1	g13496
OG0003004	Sp2g20490.1	g25674
OG0003004	Sp3g03800.1	g06256
OG0003005	Sp7g00810.1	g22414, g20531
OG0003006	Sp4g12310.1	g06947
OG0003006	Sp1g06110.1	g15645, g02393
OG0003007	Sp4g03830.1	g22336
OG0003008	Sp7g34930.1	g02989
OG0003009	Sp1g13100.1	g10118
OG0003009	Sp2g13340.1	g14581
OG0003010	Sp4g12330.1	g06940
OG0003012	Sp6g27100.1	g00064
OG0003012	Sp3g02160.1	g31037
OG0003013	Sp3g27640.1	g19693
