Orthogroup	Thellungiella_parvula	Arabidopsis_lyrata
OG0001810	Sp1g10700.1	fgenesh2_kg.1__1306__AT1G12030.1
OG0001811	Sp6g30150.1	scaffold_601396.1
OG0001811	Sp3g10580.1	Al_scaffold_0003_1257
OG0001812	Sp2g16570.1	scaffold_500680.1
OG0001812	Sp7g01210.1	fgenesh2_kg.7__3350__AT5G40650.1
OG0001813	Sp6g19320.1	fgenesh2_kg.8__1675__AT5G57625.1
OG0001813	Sp7g23820.1	fgenesh2_kg.7__1674__AT4G25790.1
OG0001814	Sp1g23170.1	scaffold_103003.1
OG0001815	Sp5g35340.1	scaffold_603307.1, fgenesh2_kg.4__621__AT2G26865.1
OG0001816	Sp2g13590.1	fgenesh2_kg.5__135__AT2G02180.1
OG0001816	Sp1g12890.1	fgenesh2_kg.1__1582__AT1G14530.2
OG0001817	Sp1g25090.1	scaffold_103229.1
OG0001818	Sp3g31330.1	fgenesh2_kg.3__3388__AT2G17870.1
OG0001818	Sp7g33800.1	fgenesh2_kg.7__465__AT4G36020.1
OG0001819	Sp5g12700.1	fgenesh2_kg.5__1288__AT3G49370.1
OG0001819	Sp2g22900.1	scaffold_602539.1
OG0001820	Sp7g21960.1	fgenesh2_kg.7__1896__AT4G24000.1
OG0001820	Sp7g21930.1, Sp7g21950.1	fgenesh1_pm.C_scaffold_7001487
OG0001821	Sp7g28790.1	Al_scaffold_0007_1012, scaffold_701122.1
OG0001821	Sp4g03140.1	fgenesh2_kg.4__337__AT2G24200.1
OG0001822	Sp3g32900.1	scaffold_303900.1
OG0001823	Sp3g29770.1	scaffold_304290.1
OG0001823	Sp7g32490.1	fgenesh2_kg.7__616__AT4G34710.1
OG0001824	Sp5g31210.1	scaffold_202560.1
OG0001824	Sp1g18050.1	fgenesh2_kg.1__2215__AT1G20330.1
OG0001825	Sp4g14480.1	scaffold_401757.1, scaffold_10300006.1
OG0001827	Sp6g09340.1	scaffold_603185.1
OG0001827	Sp3g08130.1	fgenesh2_kg.3__1004__AT3G09800.1
OG0001828	Sp1g19120.1	fgenesh2_kg.1__2349__AT1G21590.1
OG0001828	Sp5g32450.1	fgenesh2_kg.2__2021__AT1G77280.1
OG0001829	Sp5g14510.1	fgenesh2_kg.5__1095__AT3G47380.1
OG0001829	Sp2g25520.1	fgenesh2_kg.8__2228__AT5G62350.1
OG0001830	Sp1g14910.1	fgenesh1_pm.C_scaffold_1001429
OG0001830	Sp7g07250.1, Sp5g33980.1	Al_scaffold_0002_2605
OG0001831	Sp7g12300.1	Al_scaffold_0007_2912
OG0001831	Sp3g21200.1	scaffold_302836.1
OG0001832	Sp5g31130.1	scaffold_202551.1
OG0001832	Sp1g17990.1	fgenesh1_pm.C_scaffold_1001726
OG0001835	Sp4g23760.1	fgenesh2_kg.4__2286__AT2G41490.1
OG0001835	Sp5g05360.1	scaffold_502884.1
OG0001836	Sp7g19360.1	fgenesh2_kg.7__2188__AT4G21280.2
OG0001836	Sp6g03810.1	fgenesh2_kg.6__3301__AT4G05180.1
OG0001837	Sp6g04570.1, SpUn0110_0010.1	fgenesh2_kg.6__3214__AT4G04210.1
OG0001837	Sp7g20310.1	fgenesh2_kg.7__2083__AT4G22150.1
OG0001838	Sp6g18420.1	fgenesh2_kg.8__1571__AT5G56640.1
OG0001838	Sp7g24250.1	scaffold_701677.1
OG0001839	Sp6g17990.1	fgenesh2_kg.8__1516__AT5G56140.1
OG0001839	Sp7g24420.1	fgenesh2_kg.7__1597__AT4G26480.1
OG0001840	Sp7g29530.1	scaffold_701036.1
OG0001840	Sp4g03730.1	fgenesh2_kg.4__395__AT2G24762.1
OG0001841	Sp1g35400.1	fgenesh2_kg.1__3939__AT1G48450.1
OG0001841	Sp3g15920.1	Al_scaffold_0003_1875
OG0001842	Sp3g29150.1	scaffold_303783.1, scaffold_303781.1
OG0001843	Sp5g02990.1	scaffold_503248.1
OG0001843	Sp4g26750.1	fgenesh2_kg.4__2657__AT2G44670.1
OG0001844	Sp5g16660.1, SpUN0258_0010.1	Al_scaffold_0005_1176, Al_scaffold_0005_1175
OG0001844	Sp7g31530.1	Al_scaffold_0007_692
OG0001845	Sp6g30990.1	scaffold_601306.1
OG0001845	Sp3g18820.1	fgenesh2_kg.3__2307__AT3G20800.1
OG0001846	Sp4g14800.1	scaffold_401797.1
OG0001846	SpUn0024_0120.1, Sp1g04020.1	fgenesh1_pm.C_scaffold_1000383
OG0001847	Sp4g26840.1	fgenesh2_kg.364__1__AT2G44770.1, fgenesh2_kg.4__2666__AT2G44770.1
OG0001847	Sp5g02940.1	fgenesh2_kg.5__2489__AT3G60260.1
OG0001848	Sp1g14020.1	scaffold_101757.1, Al_scaffold_0007_2258
OG0001848	Sp5g35320.1	fgenesh2_kg.2__2331__AT1G80480.1
OG0001849	Sp6g06370.1	fgenesh2_kg.6__3081__AT4G11080.1, scaffold_603518.1
OG0001850	Sp2g28200.1	fgenesh1_pg.C_scaffold_8002497
OG0001850	Sp6g33290.1	fgenesh2_kg.6__971__AT5G10110.1
OG0001851	Sp4g02770.1, Sp4g02750.1, Sp4g02760.1	fgenesh2_kg.4__303__AT2G23810.1
OG0001852	Sp5g35380.1	fgenesh2_kg.2__2338__AT1G80440.1
OG0001852	Sp1g13980.1	fgenesh2_kg.1__1715__AT1G15670.1
OG0001853	Sp6g33350.1, SpUn0247_0020.1	fgenesh2_kg.6__964__AT5G10050.1
OG0001853	Sp2g28290.1	scaffold_803250.1
OG0001854	Sp4g12990.1	fgenesh2_kg.4__1016__AT2G30440.1
OG0001854	Sp1g05590.1	fgenesh2_kg.1__663__AT1G06870.1
OG0001855	Sp1g27180.1	fgenesh2_kg.1__3592__AT1G31340.1
OG0001855	Sp4g17880.1	fgenesh2_kg.4__1584__AT2G35635.1
OG0001856	Sp1g02990.1	scaffold_100374.1, fgenesh2_kg.7__2467__AT4G18330.2, fgenesh1_pg.C_scaffold_3003266, scaffold_200520.1, scaffold_200628.1
OG0001857	Sp1g38310.1	fgenesh2_kg.1__4234__AT1G51660.1
OG0001857	Sp3g19220.1	fgenesh2_kg.3__2343__AT3G21220.1
OG0001858	Sp1g17040.1	fgenesh2_kg.1__2089__AT1G19120.1
OG0001859	Sp3g18220.1	fgenesh2_kg.3__2240__AT3G20190.1
OG0001859	Sp1g37430.1	fgenesh2_kg.1__4146__AT1G50610.1
OG0001861	Sp4g00640.1	fgenesh2_kg.4__73__AT2G21480.1
OG0001861	Sp7g36710.1	scaffold_700110.1
OG0001862	Sp6g04250.1	scaffold_603778.1
OG0001862	Sp7g20160.1	fgenesh2_kg.7__2105__AT4G21970.1
OG0001863	Sp6g37840.1	fgenesh2_kg.6__417__AT5G04960.1
OG0001863	Sp3g09030.1	fgenesh1_pg.C_scaffold_3000970
OG0001864	Sp5g04250.1	fgenesh2_kg.5__2306__AT3G58620.1
OG0001864	Sp4g24720.1	fgenesh2_kg.4__2412__AT2G42580.1
OG0001865	Sp5g01450.1	fgenesh1_pm.C_scaffold_5002174
OG0001865	Sp4g28730.1	scaffold_403641.1
OG0001866	Sp1g04900.1	fgenesh2_kg.1__575__AT1G06090.1
OG0001867	Sp1g05480.1	fgenesh2_kg.1__651__AT1G06750.1
OG0001867	Sp4g13170.1	fgenesh2_kg.4__1040__AT2G30630.1
OG0001868	Sp6g25390.1	fgenesh2_kg.6__1918__AT5G19000.1
OG0001868	Sp3g05130.1	scaffold_300699.1
OG0001869	Sp2g26550.1	fgenesh2_kg.8__2349__AT5G63470.1
OG0001870	Sp6g04420.1	fgenesh2_kg.6__3229__AT4G04480.1
OG0001871	Sp2g13990.1	Al_scaffold_0005_222
OG0001871	Sp7g05500.1	scaffold_604155.1, scaffold_703730.1
OG0001872	Sp3g04420.1	scaffold_300612.1
OG0001872	Sp7g36600.1	fgenesh2_kg.7__129__AT4G39235.1
OG0001873	Sp1g09170.1	fgenesh2_kg.1__1122__AT1G10530.1
OG0001873	Sp2g04570.1	fgenesh2_kg.2__439__AT1G60010.1
OG0001874	Sp7g02460.1	fgenesh2_kg.7__3470__AT5G39500.1
OG0001874	Sp1g12340.1	fgenesh2_kg.1__1513__AT1G13980.1
OG0001875	Sp7g33380.1	scaffold_700556.1
OG0001876	Sp7g00800.1	scaffold_703850.1
OG0001876	Sp2g16030.1	fgenesh2_kg.5__468__AT3G26910.2
OG0001877	Sp5g01610.1	fgenesh1_pm.C_scaffold_5002159
OG0001877	Sp7g00050.1	fgenesh2_kg.7__3208__AT5G42080.1
OG0001878	Sp2g29650.1	fgenesh2_kg.8__2715__AT5G67020.1
OG0001878	Sp5g11850.1	fgenesh2_kg.5__1377__AT3G50340.1
OG0001879	Sp4g23840.1	fgenesh2_kg.4__2296__AT2G41560.1
OG0001879	Sp4g08220.1, Sp5g05270.1	fgenesh2_kg.5__2168__AT3G57330.1
OG0001880	Sp2g22000.1	scaffold_602671.1
OG0001880	Sp6g32160.1	fgenesh2_kg.6__1114__AT5G11440.1
OG0001881	Sp4g18540.1	fgenesh2_kg.4__1664__AT2G36307.1
OG0001882	Sp3g29020.1, Sp3g29030.1, Sp3g29040.1	fgenesh2_kg.3__3103__AT2G15340.1
OG0001882	Sp3g29050.1	fgenesh2_kg.3__3129__AT2G15780.1
OG0001883	Sp1g14450.1	fgenesh2_kg.1__1775__AT1G16240.3
OG0001883	Sp5g34650.1	fgenesh2_kg.2__2261__AT1G79590.2
OG0001884	Sp5g27930.1	Al_scaffold_0002_1988
OG0001884	Sp3g12090.1	fgenesh2_kg.3__1492__AT3G13870.1
OG0001885	Sp1g36900.1	Al_scaffold_0001_4367
OG0001885	Sp3g17720.1	fgenesh2_kg.3__2186__AT3G19680.1
OG0001886	Sp3g13730.1	scaffold_301809.1
OG0001886	Sp1g39480.1	fgenesh2_kg.1__4369__AT1G52910.1
OG0001887	Sp1g20800.1	fgenesh2_kg.1__2549__AT1G23350.1
OG0001887	Sp5g25690.1	fgenesh2_kg.2__1309__AT1G70540.1
OG0001888	Sp5g24600.1	Al_scaffold_0006_1443
OG0001888	Sp6g29410.1	fgenesh2_kg.6__1438__AT5G14620.1
OG0001889	Sp5g15880.1	fgenesh2_kg.5__937__AT3G45610.1
OG0001889	Sp6g21830.1	fgenesh2_kg.8__1974__AT5G60200.1
OG0001890	Sp5g09280.1	fgenesh2_kg.5__1671__AT3G53040.1
OG0001890	Sp4g18920.1	fgenesh2_kg.4__1702__AT2G36640.1
OG0001891	Sp6g28430.1	scaffold_601601.1
OG0001891	Sp5g24110.1	fgenesh2_kg.2__1158__AT1G68990.1
OG0001892	Sp3g17440.1	fgenesh2_kg.3__2157__AT3G19380.1
OG0001892	Sp1g36680.1	fgenesh2_kg.1__4063__AT1G49780.1
OG0001893	Sp6g36400.1	fgenesh2_kg.6__589__AT5G06460.1
OG0001893	Sp4g12690.1	fgenesh1_pg.C_scaffold_201000003, fgenesh2_kg.4__981__AT2G30110.1
OG0001894	Sp6g39260.1	fgenesh2_kg.6__258__AT5G03470.1
OG0001894	Sp3g08230.1	fgenesh2_kg.3__1012__AT3G09880.1
OG0001895	Sp7g23950.1	fgenesh2_kg.7__1656__AT4G25940.1
OG0001895	Sp6g18930.1	Al_scaffold_0008_2177, Al_scaffold_0161_2
OG0001896	Sp1g16880.1	scaffold_102115.1
OG0001896	Sp5g29870.1	fgenesh2_kg.2__1742__AT1G74750.1
OG0001897	Sp4g16560.1	fgenesh2_kg.4__1432__AT2G34300.1
OG0001897	Sp1g25400.1	fgenesh2_kg.1__3113__AT1G29470.1
OG0001898	Sp1g02560.1	fgenesh2_kg.1__292__AT1G03680.1
OG0001898	Sp6g03540.1	fgenesh2_kg.6__3350__AT4G03520.1
OG0001899	Sp5g33330.1	scaffold_202786.1
OG0001899	Sp1g19780.1	fgenesh2_kg.1__2417__AT1G22270.1
OG0001900	Sp4g26520.1	Al_scaffold_0004_3121
OG0001900	Sp5g03090.1	fgenesh2_kg.5__2469__AT3G60120.1
OG0001901	Sp6g24980.1	fgenesh2_kg.6__1966__AT5G19430.1
OG0001901	Sp6g31330.1	fgenesh2_kg.6__1209__AT5G12310.1
OG0001902	Sp1g15000.1	scaffold_101873.1
OG0001902	Sp5g33890.1	fgenesh2_kg.2__2181__AT1G78880.1
OG0001903	Sp2g18940.1	fgenesh1_pg.C_scaffold_8000855, scaffold_4300008.1
OG0001903	Sp3g22850.1, Sp3g22840.1	scaffold_303113.1
OG0001904	Sp7g16540.1	scaffold_702689.1
OG0001904	Sp2g11910.1	scaffold_800092.1
OG0001905	Sp1g14510.1	fgenesh2_kg.1__1783__AT1G16320.1
OG0001905	Sp5g34560.1	fgenesh2_kg.2__2249__AT1G79510.1, fgenesh2_kg.891__1__AT1G79510.1
OG0001906	Sp3g22250.1	Al_scaffold_0003_2692
OG0001906	Sp7g10890.1	fgenesh2_kg.9__16__AT4G13340.1
OG0001907	Sp1g17260.1	fgenesh2_kg.1__2112__AT1G19350.4
OG0001907	Sp5g30210.1	fgenesh2_kg.2__1777__AT1G75080.2
OG0001908	Sp7g36240.1	Al_scaffold_0007_171
OG0001909	Sp3g10900.1	fgenesh2_kg.3__1337__AT3G12740.1
OG0001909	Sp1g41860.1	scaffold_105446.1
OG0001910	Sp1g12830.1	scaffold_101618.1
OG0001910	Sp2g13710.1	fgenesh2_kg.5__155__AT2G02480.1
OG0001912	Sp3g10080.1	fgenesh2_kg.3__1232__AT3G11850.2
OG0001912	Sp6g36300.1	fgenesh2_kg.6__600__AT5G06560.1
OG0001913	Sp5g08750.1	fgenesh2_kg.5__1736__AT3G53600.1
OG0001913	Sp4g19770.1	fgenesh2_kg.4__1796__AT2G37430.1
OG0001914	Sp6g34400.1	scaffold_600881.1, fgenesh2_kg.6__822__AT5G08500.1
OG0001914	Sp2g23620.1	fgenesh2_kg.6__2353__AT5G23575.1
OG0001915	Sp6g37480.1	fgenesh2_kg.6__462__AT5G05350.1
OG0001915	Sp3g09310.1	fgenesh2_kg.3__1143__AT3G10980.1
OG0001916	Sp2g15210.1	fgenesh2_kg.5__353__AT3G25990.1
OG0001916	Sp1g11920.1	scaffold_101505.1
OG0001917	Sp7g21820.1	fgenesh2_kg.7__1913__AT4G23870.1
OG0001918	Sp3g07070.1	fgenesh2_kg.3__864__AT3G08620.1
OG0001918	Sp4g20940.1	fgenesh2_kg.4__1930__AT2G38610.2
OG0001919	Sp6g24020.1	fgenesh2_kg.1__4031__AT1G49390.1
OG0001919	Sp4g12070.1	fgenesh2_kg.6__2083__AT5G20400.1
OG0001920	Sp2g28240.1	fgenesh2_kg.8__2555__AT5G65160.1
OG0001920	Sp6g33310.1	fgenesh1_pg.C_scaffold_6000809
OG0001921	Sp1g11230.1	Al_scaffold_0001_1280, scaffold_101391.1
OG0001921	Sp2g01520.1	scaffold_200238.1
OG0001922	Sp1g19530.1	fgenesh2_kg.1__2390__AT1G22020.1, scaffold_104269.1
OG0001922	Sp1g30960.1	scaffold_104060.1
OG0001923	Sp4g20200.1	fgenesh1_pm.C_scaffold_4001549
OG0001923	Sp5g08460.1	fgenesh2_kg.5__1777__AT3G53940.1
OG0001924	Sp5g14000.1	fgenesh2_kg.5__1151__AT3G47980.1
OG0001924	Sp2g25890.1	fgenesh2_kg.8__2270__AT5G62720.1
OG0001925	Sp5g06620.1	fgenesh2_kg.5__2023__AT3G55880.2
OG0001925	Sp4g22400.1	fgenesh2_kg.4__2109__AT2G40095.1
OG0001926	Sp4g16170.1	fgenesh2_kg.4__1391__AT2G33790.1
OG0001927	Sp6g32390.1	fgenesh2_kg.6__1077__AT5G11110.1
OG0001927	Sp6g24130.1	fgenesh2_kg.6__2069__AT5G20280.1
OG0001928	Sp3g09660.1	fgenesh2_kg.3__1181__AT3G11430.1
OG0001928	Sp6g36820.1	fgenesh1_pg.C_scaffold_6000466
OG0001929	Sp3g32550.1	fgenesh2_kg.3__3519__AT2G19160.1
OG0001929	Sp7g27840.1	fgenesh2_kg.7__1183__AT4G30060.1
OG0001930	Sp6g35810.1, Sp6g35800.1	scaffold_600700.1
OG0001930	Sp6g20050.1	fgenesh2_kg.8__1771__AT5G58380.1
OG0001931	Sp7g34220.1	fgenesh2_kg.7__412__AT4G36580.1
OG0001931	SpUn0030_0100.1, Sp3g31730.1	fgenesh2_kg.3__3443__AT2G18330.1
OG0001932	Sp1g36450.1	fgenesh2_kg.1__4047__AT1G49580.1
OG0001932	Sp3g17180.1	scaffold_93900001.1, scaffold_302254.1
OG0001933	Sp1g36030.1, Sp3g16520.1	fgenesh2_kg.3__2043__AT3G18410.1
OG0001934	Sp5g15090.1	scaffold_501562.1
OG0001934	Sp6g21140.1	fgenesh2_kg.8__1893__AT5G59450.1
OG0001935	Sp1g01670.1	scaffold_100201.1
OG0001935	Sp6g02070.1	fgenesh2_kg.6__3489__AT4G02170.1
OG0001936	Sp7g28350.1	fgenesh2_kg.7__1138__AT4G30470.1
OG0001936	Sp4g02810.1	fgenesh2_kg.4__308__AT2G23910.1
OG0001937	Sp2g16430.1	fgenesh2_kg.5__502__AT3G27280.1
OG0001937	Sp7g01130.1	fgenesh2_kg.7__3336__AT5G40770.1
OG0001938	Sp6g15680.1	fgenesh2_kg.8__1247__AT5G53540.1
OG0001938	Sp7g25660.1	fgenesh2_kg.7__1450__AT4G27680.1
OG0001939	Sp6g34660.1	fgenesh2_kg.6__796__AT5G08300.1
OG0001939	Sp2g23900.1	fgenesh2_kg.6__2318__AT5G23250.1
OG0001940	Sp1g15890.1	scaffold_101985.1
OG0001940	Sp5g28160.1	fgenesh2_kg.2__1580__AT1G73190.1
OG0001941	Sp4g20160.1	fgenesh1_pm.C_scaffold_68000001
OG0001941	Sp4g20140.1	fgenesh2_kg.4__1843__AT2G37770.2
OG0001942	Sp4g20270.1	scaffold_402486.1
OG0001942	Sp5g08320.1, Sp5g18210.1	fgenesh2_kg.5__1795__AT3G54060.1
OG0001944	Sp3g32330.1	Al_scaffold_0003_3950
OG0001944	Sp7g28120.1	fgenesh2_kg.7__1160__AT4G30240.1
OG0001945	Sp5g07860.1	scaffold_502574.1
OG0001945	Sp4g21240.1	fgenesh2_kg.4__1961__AT2G38860.2
OG0001946	Sp2g10730.1	fgenesh2_kg.8__217__AT5G45810.1
OG0001946	Sp7g17410.1	scaffold_702549.1
OG0001947	Sp5g32660.1	fgenesh2_kg.2__2045__AT1G77500.1
OG0001947	Sp1g19300.1	fgenesh2_kg.1__2367__AT1G21740.1, fgenesh1_pg.C_scaffold_3002647
OG0001948	Sp3g18090.1	fgenesh2_kg.3__2226__AT3G20060.1
OG0001948	Sp1g37330.1	scaffold_104775.1
OG0001949	Sp6g24890.1	fgenesh2_kg.6__1978__AT5G19510.1
OG0001950	Sp1g17170.1	Al_scaffold_0001_1997
OG0001951	Sp4g04350.1	scaffold_400650.1
OG0001951	Sp7g29820.1	fgenesh2_kg.7__966__AT4G32020.1
OG0001952	Sp7g35940.1	fgenesh2_kg.7__213__AT4G39950.1
OG0001952	Sp4g01380.1	fgenesh2_kg.4__157__AT2G22330.1
OG0001953	Sp1g18630.1	fgenesh1_pm.C_scaffold_1001781
OG0001953	Sp5g31690.1, Sp5g31680.1	scaffold_202610.1
OG0001954	Sp5g34930.1	scaffold_202974.1
OG0001955	Sp6g06980.1	fgenesh2_kg.6__3025__AT4G10480.1
OG0001956	Sp1g13160.1	fgenesh2_kg.1__1613__AT1G14720.1
OG0001956	Sp2g13270.1	fgenesh2_kg.5__94__AT2G01850.1
OG0001957	Sp5g05860.1, Sp5g05870.1	fgenesh1_pm.C_scaffold_5001725
OG0001958	Sp1g21200.1	fgenesh2_kg.1__2598__AT1G23830.1
OG0001959	Sp1g23580.1	scaffold_103051.1
OG0001959	Sp1g23590.1	fgenesh2_kg.1__2893__AT1G27370.2
OG0001960	Sp1g03660.1	fgenesh1_pm.C_scaffold_2000458, fgenesh2_kg.1__420__AT1G04810.1
OG0001960	Sp4g15070.1	fgenesh2_kg.4__1269__AT2G32730.1
OG0001961	Sp1g21520.1	fgenesh2_kg.1__2632__AT1G24170.1
OG0001961	Sp5g25210.1	fgenesh2_kg.2__1263__AT1G70090.1
OG0001962	Sp3g30950.1	scaffold_304079.1
OG0001962	Sp7g33390.1	fgenesh2_kg.7__518__AT4G35620.1
OG0001963	Sp4g25370.1	fgenesh1_pm.C_scaffold_4002057
OG0001963	Sp5g03760.1	fgenesh2_kg.5__2394__AT3G59360.2
OG0001964	Sp2g12210.1	fgenesh2_kg.8__39__AT5G47490.1
OG0001964	SpUn0698_0010.1	scaffold_800048.1, fgenesh2_kg.8__40__AT5G47480.1
OG0001965	Sp5g31670.1	fgenesh2_kg.2__1939__AT1G76510.1
OG0001965	Sp1g18610.1	fgenesh2_kg.1__2281__AT1G20910.1
OG0001966	Sp2g09360.1	Al_scaffold_0066_3, fgenesh2_kg.8__348__AT5G44560.1
OG0001967	Sp4g28370.1	fgenesh2_kg.4__2846__AT2G46330.1
OG0001968	Sp2g09950.1	fgenesh2_kg.8__282__AT5G45130.1
OG0001968	Sp7g18190.1	fgenesh2_kg.7__2337__AT4G19640.1
OG0001969	Sp6g25710.1	fgenesh2_kg.6__1880__AT5G18620.2
OG0001969	Sp3g05320.1	fgenesh2_kg.3__644__AT3G06400.1
OG0001970	Sp1g14610.1	scaffold_802197.1, fgenesh2_kg.1__1797__AT1G16460.1
OG0001970	Sp5g34280.1	scaffold_202901.1
OG0001971	Sp1g05930.1	fgenesh2_kg.1__690__AT1G07160.1
OG0001971	Sp4g12590.1	fgenesh2_kg.4__971__AT2G30020.1
OG0001972	Sp1g39700.1	fgenesh2_kg.1__4389__AT1G53160.2
OG0001973	Sp5g04770.1	fgenesh2_kg.5__2239__AT3G57950.1
OG0001973	Sp4g24360.1	fgenesh2_kg.4__2366__AT2G42180.1
OG0001974	Sp1g20030.1	fgenesh2_kg.1__2446__AT1G22520.1
OG0001975	Sp3g32170.1	fgenesh2_kg.3__3472__AT2G18690.1, fgenesh2_kg.3__3471__AT2G18680.1
OG0001976	Sp5g14140.1	fgenesh2_kg.5__1137__AT3G47820.1, scaffold_701416.1
OG0001976	Sp2g25730.1	fgenesh2_kg.8__2251__AT5G62560.1
OG0001977	Sp2g09290.1	Al_scaffold_0008_517
OG0001977	Sp7g18810.1	Al_scaffold_0007_2104
OG0001979	Sp2g18240.1	fgenesh2_kg.5__742__AT3G30775.1
OG0001979	Sp7g03210.1	fgenesh2_kg.7__3532__AT5G38710.1
OG0001980	Sp3g02950.1	scaffold_300391.1
OG0001980	Sp6g26110.1	scaffold_601887.1
OG0001981	Sp2g14270.1	fgenesh2_kg.5__234__AT2G03340.1
OG0001981	Sp1g12320.1	fgenesh2_kg.1__1511__AT1G13960.1
OG0001982	Sp7g24040.1, Sp7g24030.1	fgenesh1_pg.C_scaffold_7001358, scaffold_701705.1
OG0001983	Sp6g17050.1	Al_scaffold_0987_1, scaffold_802051.1
OG0001983	Sp7g24810.1	fgenesh2_kg.7__1548__AT4G26850.1
OG0001984	Sp1g13360.1	fgenesh2_kg.1__1639__AT1G14970.1
OG0001984	Sp2g12930.1	fgenesh2_kg.5__58__AT2G01480.1
OG0001985	Sp2g13040.1	scaffold_500070.1
OG0001986	Sp5g35820.1	scaffold_203067.1
OG0001987	Sp6g37110.1	scaffold_600551.1
OG0001987	Sp3g09550.1	fgenesh2_kg.3__1170__AT3G11280.1
OG0001988	Sp4g00510.1	scaffold_400048.1
OG0001988	Sp7g36870.1	fgenesh2_kg.7__100__AT4G38970.1
OG0001989	Sp7g12980.1	scaffold_703091.1
OG0001989	Sp3g20290.1	fgenesh2_kg.3__2473__AT3G22530.1, Al_scaffold_0003_2029, Al_scaffold_0862_2
OG0001990	Sp1g16270.1	fgenesh1_pm.C_scaffold_1001564
OG0001990	Sp5g28700.1	Al_scaffold_0002_2046
OG0001992	Sp4g27420.1	scaffold_403482.1
OG0001992	Sp5g02450.1	scaffold_503314.1
OG0001993	Sp1g06850.1	fgenesh2_kg.1__835__AT1G08200.1
OG0001993	Sp4g10690.1	fgenesh2_kg.4__779__AT2G27860.1
OG0001994	Sp5g29680.1	fgenesh2_kg.2__1715__AT1G74500.1
OG0001995	Sp1g01790.1	fgenesh2_kg.1__194__AT1G02816.1
OG0001995	Sp6g02250.1	fgenesh2_kg.6__3468__AT4G02370.1
OG0001996	Sp6g29300.1	fgenesh2_kg.6__1453__AT5G14740.2
OG0001996	Sp3g00570.1	fgenesh2_kg.3__72__AT3G01500.2
OG0001997	Sp7g16130.1	Al_scaffold_0007_2395
OG0001997	Sp2g11420.1	fgenesh2_kg.8__135__AT5G46590.1
OG0001998	Sp7g26420.1	scaffold_701417.1
OG0001998	Sp1g02660.1	fgenesh1_pm.C_scaffold_1000251
OG0001999	Sp7g24550.1	fgenesh2_kg.7__1582__AT4G26590.1
OG0001999	Sp6g17780.1	fgenesh2_kg.8__1491__AT5G55930.1
OG0002000	Sp5g32410.1	fgenesh2_kg.2__2018__AT1G77240.1
OG0002001	Sp2g13950.1	fgenesh2_kg.5__188__AT2G02870.1
OG0002001	Sp1g12680.1	fgenesh2_kg.1__1557__AT1G14330.1
OG0002002	SpUn0730_0010.1, Sp2g09890.1	fgenesh1_pm.C_scaffold_8000230
OG0002004	Sp1g27360.1	scaffold_103516.1
OG0002005	Sp5g03600.1, Sp4g25540.1	fgenesh2_kg.5__2413__AT3G59540.1, scaffold_403234.1
OG0002006	Sp2g04110.1	scaffold_200664.1, scaffold_401846.1
OG0002007	Sp6g26150.1	fgenesh2_kg.6__1817__AT5G18170.1
OG0002007	Sp3g02880.1	scaffold_300381.1
OG0002009	Sp5g28170.1	scaffold_202253.1
OG0002009	Sp1g15900.1	scaffold_101986.1
OG0002010	Sp6g40700.1	fgenesh2_kg.6__71__AT5G01390.1
OG0002010	Sp3g07300.1	scaffold_300999.1
OG0002011	Sp1g38740.1	fgenesh2_kg.1__4288__AT1G52190.1
OG0002011	Sp3g14550.1	scaffold_301890.1
OG0002012	Sp7g24560.1	fgenesh2_kg.7__1581__AT4G26600.1
OG0002012	Sp6g17770.1	fgenesh2_kg.8__1490__AT5G55920.1
OG0002013	Sp5g00800.1	scaffold_503551.1
OG0002013	Sp6g02410.1	fgenesh2_kg.6__3450__AT4G02500.1
OG0002014	Sp2g10610.1	fgenesh1_pm.C_scaffold_8000184
OG0002014	Sp7g17530.1	fgenesh2_kg.7__2410__AT4G18820.1
OG0002015	Sp3g12600.1	fgenesh2_kg.3__1548__AT3G14310.1
OG0002015	Sp1g40320.1	scaffold_105227.1
OG0002016	Sp6g12350.1	scaffold_801433.1
OG0002016	Sp7g22750.1	fgenesh2_kg.7__1798__AT4G24770.1
OG0002017	Sp4g12530.1	fgenesh2_kg.4__965__AT2G29970.1
OG0002017	Sp1g05960.1	fgenesh1_pm.C_scaffold_1000563
OG0002018	Sp2g30350.1	fgenesh2_kg.8__2791__AT5G66310.1
OG0002018	Sp5g11060.1	fgenesh2_kg.5__1461__AT3G51150.1
OG0002019	Sp2g28630.1	fgenesh2_kg.8__2603__AT5G65530.1
OG0002019	Sp6g32910.1	fgenesh2_kg.6__1019__AT5G10520.1
OG0002020	Sp1g02520.1	fgenesh2_kg.1__287__AT1G03610.1
OG0002020	Sp6g03480.1	scaffold_603912.1
OG0002021	Sp4g25090.1	Al_scaffold_0004_2951
OG0002021	Sp5g03880.1	fgenesh2_kg.5__2372__AT3G59110.1
OG0002022	Sp1g40330.1	fgenesh1_pm.C_scaffold_1003477
OG0002022	Sp3g12590.1	fgenesh1_pm.C_scaffold_3001234
OG0002023	Sp3g14290.1	Al_scaffold_0003_1661
OG0002023	Sp1g39030.1	fgenesh2_kg.1__4320__AT1G52410.1
OG0002024	Sp6g38240.1	fgenesh2_kg.6__366__AT5G04510.1
