Orthogroup	Thellungiella_parvula	Boechera_stricta
OG0001568	Sp3g02230.1	Bostr.19046s0030.1.p
OG0001569	Sp5g27830.1	Bostr.10273s0074.1.p
OG0001569	Sp1g15690.1	Bostr.7128s0366.1.p, Bostr.7128s0365.1.p
OG0001570	Sp4g23600.1	Bostr.11568s0052.1.p
OG0001570	Sp5g05560.1	Bostr.20505s0052.1.p
OG0001571	Sp5g26300.1	Bostr.10273s0232.1.p
OG0001571	Sp1g20440.1	Bostr.12659s0155.1.p
OG0001572	Sp4g22760.1	Bostr.23794s0019.1.p
OG0001572	Sp5g06300.1	Bostr.20505s0132.1.p
OG0001573	Sp7g15220.1	Bostr.30275s0116.1.p
OG0001573	Sp4g17980.1	Bostr.23794s0527.1.p
OG0001574	Sp6g37380.1	Bostr.13129s0421.1.p
OG0001574	Sp3g09370.1	Bostr.19424s1039.1.p
OG0001576	Sp6g22430.1, Sp6g22420.1	Bostr.10199s0148.1.p
OG0001576	Sp5g16250.1	Bostr.0556s0789.1.p
OG0001577	Sp6g27660.1	Bostr.2902s0385.1.p
OG0001577	Sp3g01840.1	Bostr.1460s0200.1.p
OG0001578	Sp5g15210.1	Bostr.26959s0174.1.p
OG0001579	Sp7g12580.1	Bostr.0597s0062.1.p
OG0001579	Sp3g20760.1	Bostr.19424s0346.1.p
OG0001580	Sp1g20780.1	Bostr.12659s0195.1.p
OG0001580	Sp1g09580.1	Bostr.13671s0404.1.p
OG0001581	Sp2g12030.1	Bostr.14419s0017.1.p
OG0001581	Sp7g16670.1	Bostr.30275s0206.1.p
OG0001582	Sp7g03100.1	Bostr.17775s0011.1.p
OG0001583	Sp6g04330.1	Bostr.7199s0006.1.p
OG0001583	Sp6g04340.1	Bostr.7199s0005.1.p
OG0001584	Sp3g01760.1	Bostr.1460s0191.1.p
OG0001585	Sp3g09580.1	Bostr.19424s1065.1.p
OG0001585	Sp6g37080.1	Bostr.13129s0391.1.p
OG0001586	Sp4g27940.1	Bostr.25993s0182.1.p
OG0001586	Sp5g02060.1	Bostr.13158s0124.1.p
OG0001587	Sp1g17720.1	Bostr.7128s0593.1.p
OG0001589	Sp5g30510.1	Bostr.3288s0187.1.p
OG0001589	Sp1g17490.1	Bostr.7128s0565.1.p
OG0001590	Sp4g17460.1	Bostr.23794s0577.1.p
OG0001591	Sp3g21970.1	Bostr.19424s0205.1.p
OG0001591	Sp4g15510.1	Bostr.23794s0784.1.p
OG0001592	Sp5g28870.1	Bostr.3288s0012.1.p
OG0001593	Sp2g26060.1	Bostr.0568s0519.1.p
OG0001593	Sp5g13920.1	Bostr.18473s0144.1.p
OG0001594	Sp4g13840.1	Bostr.24513s0083.1.p
OG0001594	Sp1g04890.1	Bostr.25219s0352.1.p
OG0001595	Sp1g10060.1	Bostr.13671s0326.1.p
OG0001596	Sp1g41310.1	Bostr.6758s0003.1.p, Bostr.6758s0004.1.p
OG0001596	Sp3g11520.1	Bostr.3640s0113.1.p, Bostr.12645s0021.1.p
OG0001597	Sp1g02810.1	Bostr.26675s0357.1.p
OG0001597	Sp2g08890.1	Bostr.3148s0052.1.p
OG0001598	Sp5g07310.1	Bostr.0697s0128.1.p
OG0001598	Sp5g07290.1	Bostr.0697s0130.1.p
OG0001599	Sp5g01110.1	Bostr.13158s0230.1.p
OG0001599	Sp4g29140.1	Bostr.25993s0048.1.p
OG0001600	Sp5g13690.1	Bostr.18473s0114.1.p
OG0001600	Sp2g26290.1	Bostr.0568s0490.1.p
OG0001601	Sp2g23990.1	Bostr.10199s0090.1.p
OG0001601	Sp6g34740.1	Bostr.13129s0144.1.p
OG0001603	Sp2g03970.1	Bostr.10040s0137.1.p
OG0001603	Sp1g09430.1	Bostr.13671s0405.1.p
OG0001604	Sp1g01890.1	Bostr.4824s0062.1.p
OG0001604	Sp6g02380.1	Bostr.2983s0214.1.p
OG0001605	Sp6g25990.1, Sp6g25980.1, Sp6g25970.1	Bostr.26527s0376.1.p
OG0001606	Sp5g19920.1	Bostr.26959s0416.1.p
OG0001606	Sp7g05910.1	Bostr.29044s0013.1.p
OG0001608	Sp3g21560.1, Sp3g21570.1	Bostr.19424s0250.1.p
OG0001608	Sp7g11670.1	Bostr.9017s0025.1.p
OG0001609	Sp6g36520.1	Bostr.13129s0338.1.p
OG0001609	Sp3g09890.1	Bostr.19424s1098.1.p
OG0001610	Sp3g32600.1	Bostr.18351s0384.1.p
OG0001610	Sp7g27790.1	Bostr.26675s0020.1.p
OG0001611	Sp6g05570.1	Bostr.25463s0118.1.p
OG0001611	Sp7g20980.1	Bostr.7867s0078.1.p
OG0001612	Sp7g24740.1	Bostr.7867s0499.1.p
OG0001612	Sp6g17160.1	Bostr.26833s0735.1.p
OG0001613	Sp1g21700.1	Bostr.12659s0285.1.p
OG0001613	Sp5g24980.1	Bostr.10273s0372.1.p
OG0001614	Sp7g33160.1	Bostr.3148s0237.1.p, Bostr.25375s0038.1.p
OG0001614	Sp7g17610.1	Bostr.30275s0368.1.p
OG0001615	Sp5g13330.1	Bostr.18473s0084.1.p
OG0001615	Sp2g26590.1	Bostr.0568s0460.1.p
OG0001616	Sp2g13060.1	Bostr.7903s0016.1.p
OG0001616	Sp1g13330.1	Bostr.7128s0103.1.p
OG0001617	Sp3g12640.1	Bostr.28625s0267.1.p
OG0001617	Sp1g40260.1	Bostr.0124s0170.1.p
OG0001618	Sp5g31760.1	Bostr.20129s0097.1.p
OG0001618	Sp1g18700.1	Bostr.7128s0691.1.p
OG0001619	Sp2g16760.1	Bostr.0556s0442.1.p
OG0001619	Sp7g01460.1	Bostr.7200s0030.1.p
OG0001620	Sp1g02580.1	Bostr.26675s0376.1.p, Bostr.26675s0379.1.p
OG0001620	Sp6g03550.1	Bostr.2983s0088.1.p
OG0001622	Sp4g28310.1	Bostr.25993s0142.1.p
OG0001622	Sp5g01810.1	Bostr.13158s0158.1.p
OG0001623	Sp3g22960.1	Bostr.19424s0098.1.p
OG0001623	Sp7g09690.1	Bostr.2021s0029.1.p
OG0001624	Sp3g01370.1	Bostr.1460s0147.1.p
OG0001624	Sp6g28320.1	Bostr.2902s0314.1.p
OG0001625	Sp2g09140.1	Bostr.3148s0026.1.p
OG0001625	Sp7g19070.1	Bostr.10689s0052.1.p
OG0001626	Sp2g08340.1	Bostr.3148s0119.1.p
OG0001626	Sp1g03150.1	Bostr.26675s0320.1.p
OG0001627	Sp4g26260.1	Bostr.25993s0354.1.p
OG0001627	Sp5g03190.1	Bostr.29344s0007.1.p
OG0001628	Sp1g11450.1	Bostr.13671s0050.1.p, Bostr.13671s0162.1.p
OG0001628	Sp2g15810.1	Bostr.0556s0338.1.p
OG0001629	Sp6g12910.1	Bostr.15774s0219.1.p
OG0001629	Sp7g23010.1	Bostr.7867s0306.1.p
OG0001630	Sp7g04760.1	Bostr.9638s0061.1.p
OG0001630	Sp5g21120.1	Bostr.26959s0312.1.p
OG0001631	Sp5g12020.1	Bostr.6864s0232.1.p
OG0001631	Sp2g29430.1	Bostr.0568s0146.1.p
OG0001632	Sp6g34950.1	Bostr.13129s0167.1.p
OG0001632	Sp2g24380.1	Bostr.26833s0125.1.p
OG0001633	Sp2g15650.1	Bostr.0556s0323.1.p
OG0001633	Sp4g19080.1	Bostr.23794s0413.1.p
OG0001635	Sp3g30490.1	Bostr.18351s0175.1.p
OG0001635	Sp7g33050.1	Bostr.7867s1388.1.p
OG0001636	Sp6g33360.1, SpUn0247_0030.1	Bostr.13175s0097.1.p
OG0001636	Sp2g28300.1	Bostr.0568s0269.1.p
OG0001637	Sp6g08910.1	Bostr.9686s0010.1.p
OG0001638	Sp1g35910.1	Bostr.26675s0272.1.p
OG0001638	Sp3g16640.1	Bostr.19424s0806.1.p
OG0001639	Sp4g16870.1	Bostr.23794s0647.1.p
OG0001639	Sp1g26000.1	Bostr.15697s0312.1.p
OG0001640	Sp7g13150.1	Bostr.0597s0130.1.p
OG0001640	Sp3g20060.1	Bostr.19424s0430.1.p
OG0001641	Sp3g07920.1	Bostr.22252s0113.1.p
OG0001641	Sp6g25810.1	Bostr.26527s0359.1.p
OG0001642	Sp1g05860.1	Bostr.25219s0268.1.p
OG0001642	Sp4g12980.1	Bostr.24513s0198.1.p
OG0001643	Sp2g02150.1	Bostr.22157s0093.1.p
OG0001644	Sp2g01160.1	Bostr.21234s0001.1.p
OG0001644	SpUn0010_0170.1, Sp7g00690.1	Bostr.7200s0140.1.p
OG0001644	SpUn0010_0180.1, Sp7g00700.1	Bostr.7200s0139.1.p
OG0001645	Sp4g11550.1	Bostr.25219s0179.1.p, Bostr.27991s0047.1.p
OG0001646	Sp7g16900.1	Bostr.30275s0183.1.p
OG0001646	Sp2g12270.1	Bostr.14419s0049.1.p
OG0001647	Sp2g28770.1	Bostr.0568s0218.1.p
OG0001647	Sp7g35510.1	Bostr.25542s0233.1.p
OG0001648	Sp3g05830.1	Bostr.22252s0350.1.p
OG0001648	Sp2g19450.1	Bostr.15774s0038.1.p
OG0001649	Sp6g23240.1	Bostr.26527s0083.1.p
OG0001649	Sp7g30930.1	Bostr.7867s1171.1.p
OG0001650	Sp1g01470.1	Bostr.4824s0009.1.p
OG0001650	Sp6g01830.1	Bostr.16335s0069.1.p
OG0001651	Sp2g10520.1	Bostr.8819s0089.1.p
OG0001652	Sp4g26500.1	Bostr.25993s0339.1.p
OG0001652	Sp5g03100.1	Bostr.29344s0017.1.p
OG0001653	Sp2g21820.1	Bostr.29827s0238.1.p
OG0001653	Sp6g32020.1	Bostr.20055s0079.1.p
OG0001654	Sp3g02780.1	Bostr.17549s0001.1.p
OG0001654	Sp6g34870.1	Bostr.13129s0159.1.p
OG0001655	Sp6g04460.1	Bostr.25463s0011.1.p
OG0001655	Sp7g20220.1	Bostr.10089s0026.1.p
OG0001656	Sp6g33920.1	Bostr.13129s0055.1.p
OG0001656	Sp2g27280.1	Bostr.0568s0382.1.p, Bostr.0568s0379.1.p
OG0001657	Sp1g10710.1	Bostr.13671s0256.1.p
OG0001657	Sp2g02160.1	Bostr.22157s0094.1.p
OG0001658	Sp7g35790.1	Bostr.25542s0202.1.p
OG0001658	Sp4g01450.1	Bostr.19427s0014.1.p
OG0001659	Sp1g04990.1	Bostr.25219s0339.1.p
OG0001659	Sp4g13670.1	Bostr.24513s0107.1.p
OG0001660	Sp5g31800.1	Bostr.20129s0104.1.p
OG0001661	Sp4g19870.1	Bostr.23794s0326.1.p
OG0001661	Sp5g08670.1	Bostr.11793s0021.1.p
OG0001662	Sp4g02740.1	Bostr.27895s0114.1.p
OG0001663	Sp1g05500.1	Bostr.2265s0001.1.p
OG0001663	Sp4g13130.1	Bostr.24513s0177.1.p
OG0001664	Sp4g17300.1	Bostr.23794s0601.1.p
OG0001664	SpUn0157_0030.1	Bostr.15697s0411.1.p
OG0001665	Sp6g33370.1	Bostr.13175s0098.1.p
OG0001665	Sp2g28310.1	Bostr.0568s0268.1.p
OG0001666	Sp7g15770.1	Bostr.30275s0297.1.p
OG0001666	Sp2g11110.1	Bostr.8819s0160.1.p
OG0001667	Sp4g29590.1	Bostr.13208s0052.1.p
OG0001667	Sp5g00680.1	Bostr.13158s0284.1.p
OG0001668	Sp7g24530.1	Bostr.7867s0478.1.p
OG0001668	Sp6g17840.1	Bostr.26833s0662.1.p
OG0001669	Sp6g21090.1	Bostr.26833s0303.1.p
OG0001669	Sp4g11830.1	Bostr.27991s0163.1.p
OG0001671	Sp7g31630.1	Bostr.7867s1237.1.p
OG0001672	Sp3g21510.1	Bostr.19424s0257.1.p
OG0001672	Sp7g11750.1	Bostr.9017s0016.1.p
OG0001673	Sp4g24530.1	Bostr.18722s0001.1.p
OG0001673	Sp5g04600.1	Bostr.20903s0063.1.p
OG0001674	Sp7g14780.1, SpUn0413_0020.1	Bostr.30275s0077.1.p
OG0001675	Sp3g19010.1	Bostr.19424s0551.1.p
OG0001676	Sp5g11960.1	Bostr.6864s0226.1.p
OG0001676	Sp5g12000.1	Bostr.6864s0230.1.p
OG0001677	Sp2g03320.1, SpUn0101_0020.1	Bostr.10040s0084.1.p
OG0001678	SpUn0010_0210.1, Sp7g00730.1	Bostr.7200s0135.1.p
OG0001678	Sp2g01180.1	Bostr.9600s0025.1.p
OG0001679	Sp4g24630.1	Bostr.25993s0532.1.p
OG0001679	Sp5g04370.1	Bostr.20903s0092.1.p
OG0001680	Sp6g04540.1	Bostr.25463s0019.1.p
OG0001680	Sp7g20290.1	Bostr.10089s0034.1.p
OG0001681	Sp6g25050.1	Bostr.26527s0270.1.p
OG0001681	Sp6g31460.1	Bostr.20055s0013.1.p
OG0001682	Sp1g36340.1	Bostr.26675s0221.1.p
OG0001683	Sp6g17020.1	Bostr.26833s0755.1.p
OG0001683	Sp7g24840.1	Bostr.7867s0512.1.p
OG0001684	Sp6g30590.1	Bostr.2902s0077.1.p
OG0001685	Sp1g18620.1	Bostr.7128s0682.1.p
OG0001686	Sp6g06950.1	Bostr.25463s0270.1.p
OG0001686	Sp6g06970.1	Bostr.25463s0271.1.p
OG0001687	Sp3g06380.1	Bostr.22252s0285.1.p
OG0001687	Sp3g06370.1	Bostr.22252s0286.1.p
OG0001688	Sp1g01800.1	Bostr.4824s0052.1.p
OG0001688	Sp6g02260.1	Bostr.16335s0013.1.p
OG0001689	Sp4g27310.1	Bostr.25993s0247.1.p
OG0001689	Sp5g02500.1	Bostr.13158s0075.1.p
OG0001690	Sp6g05520.1	Bostr.25463s0112.1.p
OG0001690	Sp7g20940.1	Bostr.7867s0075.1.p
OG0001691	Sp1g38570.1	Bostr.26675s0011.1.p
OG0001692	Sp7g18890.1	Bostr.10689s0012.1.p
OG0001692	Sp1g02280.1	Bostr.26675s0424.1.p
OG0001693	Sp5g29310.1	Bostr.3288s0058.1.p
OG0001693	Sp1g16520.1	Bostr.7128s0464.1.p
OG0001694	Sp5g05430.1	Bostr.20505s0031.1.p
OG0001694	Sp6g38720.1	Bostr.2128s0044.1.p
OG0001695	Sp5g11320.1	Bostr.6864s0155.1.p
OG0001696	Sp7g15610.1	Bostr.30275s0316.1.p
OG0001696	Sp2g10940.1, Sp2g10950.1	Bostr.8819s0145.1.p
OG0001697	Sp1g15590.1	Bostr.7128s0356.1.p
OG0001697	Sp5g27690.1	Bostr.10273s0088.1.p
OG0001698	Sp4g24410.1	Bostr.25993s0556.1.p
OG0001698	Sp5g04830.1	Bostr.20903s0041.1.p
OG0001699	Sp3g10630.1	Bostr.3640s0022.1.p
OG0001700	Sp7g20350.1	Bostr.7867s0005.1.p
OG0001701	Sp5g01540.1	Bostr.13158s0186.1.p
OG0001701	Sp4g28570.1	Bostr.25993s0113.1.p
OG0001702	Sp7g11110.1	Bostr.2021s0110.1.p
OG0001702	Sp3g22050.1	Bostr.24901s0001.1.p
OG0001703	Sp2g28510.1	Bostr.0568s0245.1.p
OG0001703	Sp6g33000.1	Bostr.13175s0055.1.p
OG0001704	Sp2g07610.1	Bostr.3148s0200.1.p
OG0001704	Sp1g34150.1	Bostr.12302s0130.1.p
OG0001705	Sp6g14680.1	Bostr.7305s0024.1.p
OG0001705	Sp7g23660.1	Bostr.7867s0374.1.p
OG0001706	Sp5g12310.1	Bostr.6864s0264.1.p
OG0001706	Sp2g28960.1	Bostr.0568s0197.1.p
OG0001707	Sp5g10880.1	Bostr.6864s0111.1.p, Bostr.6864s0110.1.p
OG0001708	Sp1g16020.1	Bostr.7128s0403.1.p
OG0001708	Sp5g28620.1	Bostr.10273s0016.1.p
OG0001709	Sp1g24670.1	Bostr.15697s0162.1.p
OG0001709	Sp4g16250.1	Bostr.23794s0708.1.p
OG0001710	Sp3g14220.1	Bostr.28625s0102.1.p
OG0001710	Sp1g39090.1	Bostr.0124s0042.1.p
OG0001711	Sp4g23870.1	Bostr.11568s0017.1.p
OG0001711	Sp3g08600.1	Bostr.22252s0031.1.p
OG0001711	Sp6g38540.1	Bostr.2128s0025.1.p
OG0001712	Sp1g09220.1	Bostr.13671s0424.1.p
OG0001712	SpUn0106_0010.1, Sp2g04460.1	Bostr.10040s0206.1.p
OG0001713	Sp2g16630.1	Bostr.0556s0426.1.p
OG0001714	Sp3g01920.1	Bostr.1460s0208.1.p
OG0001714	Sp6g27580.1	Bostr.2902s0396.1.p
OG0001715	Sp1g23680.1	Bostr.15697s0073.1.p
OG0001715	Sp2g25040.1	Bostr.26833s0051.1.p
OG0001716	Sp4g03440.1	Bostr.27895s0040.1.p
OG0001716	Sp7g29200.1	Bostr.7867s0988.1.p
OG0001717	Sp2g19610.1	Bostr.15774s0055.1.p
OG0001717	Sp3g05730.1	Bostr.22252s0360.1.p
OG0001718	Sp5g31850.1	Bostr.27991s0014.1.p
OG0001718	Sp1g18750.1	Bostr.7128s0698.1.p
OG0001719	Sp1g14640.1	Bostr.7128s0256.1.p
OG0001719	Sp5g34230.1	Bostr.20129s0353.1.p
OG0001721	Sp7g00360.1	Bostr.25375s0040.1.p
OG0001721	Sp2g00460.1	Bostr.29223s0066.1.p
OG0001722	Sp1g38210.1	Bostr.26675s0043.1.p
OG0001722	Sp3g19100.1	Bostr.19424s0541.1.p
OG0001723	Sp7g17680.1	Bostr.30275s0375.1.p
OG0001723	Sp2g10560.1	Bostr.8819s0092.1.p
OG0001724	Sp5g27370.1	Bostr.10273s0122.1.p
OG0001725	Sp7g24340.1	Bostr.7867s0461.1.p
OG0001725	Sp6g18130.1	Bostr.26833s0635.1.p
OG0001726	Sp1g39800.1	Bostr.0124s0115.1.p
OG0001726	Sp3g13230.1	Bostr.28625s0206.1.p
OG0001727	Sp2g01500.1	Bostr.30720s0001.1.p
OG0001727	Sp1g11290.1	Bostr.13671s0186.1.p
OG0001728	Sp1g20010.1	Bostr.12659s0104.1.p
OG0001728	Sp5g27290.1	Bostr.10273s0132.1.p
OG0001729	Sp1g33370.1	Bostr.12302s0067.1.p
OG0001729	Sp5g32530.1	Bostr.20129s0173.1.p
OG0001730	Sp4g24130.1	Bostr.25993s0595.1.p
OG0001730	Sp5g05060.1	Bostr.20903s0006.1.p
OG0001731	Sp1g34880.1, SpUn1086_0010.1, Sp1g34780.1, Sp1g34730.1	Bostr.25375s0041.1.p, Bostr.25375s0042.1.p
OG0001732	Sp3g02100.1	Bostr.19046s0017.1.p
OG0001732	Sp6g27180.1	Bostr.2618s0033.1.p
OG0001733	Sp3g09590.1	Bostr.19424s1067.1.p
OG0001733	Sp6g37050.1	Bostr.13129s0388.1.p
OG0001734	Sp2g22250.1	Bostr.29827s0288.1.p
OG0001734	Sp6g32410.1	Bostr.23997s0004.1.p
OG0001735	Sp4g16140.1	Bostr.23794s0720.1.p
OG0001735	Sp1g24470.1	Bostr.15697s0146.1.p
OG0001736	Sp1g19820.1	Bostr.12659s0084.1.p
OG0001736	Sp5g33390.1	Bostr.20129s0261.1.p
OG0001737	Sp5g11310.1	Bostr.6864s0154.1.p
OG0001738	Sp1g35390.1	Bostr.25219s0554.1.p
OG0001738	Sp3g15900.1	Bostr.19424s0892.1.p, Bostr.29827s0106.1.p
OG0001739	Sp1g06200.1	Bostr.23083s0001.1.p
OG0001740	Sp7g33280.1	Bostr.7867s1408.1.p
OG0001741	Sp6g35220.1	Bostr.13129s0198.1.p
OG0001741	Sp2g24630.1	Bostr.26833s0095.1.p
OG0001742	Sp3g01600.1	Bostr.1460s0174.1.p
OG0001742	Sp6g28010.1	Bostr.2902s0349.1.p
OG0001743	Sp3g11280.1	Bostr.3640s0088.1.p
OG0001744	Sp1g18940.1	Bostr.25570s0017.1.p
OG0001744	Sp5g32140.1	Bostr.20129s0136.1.p
OG0001745	Sp1g37450.1	Bostr.26675s0114.1.p
OG0001745	Sp3g18330.1	Bostr.19424s0627.1.p
OG0001746	SpUn0024_0010.1, Sp1g04125.1	Bostr.25219s0443.1.p
OG0001747	Sp3g14090.1	Bostr.28625s0116.1.p
OG0001747	Sp1g39120.1	Bostr.0124s0045.1.p
OG0001748	Sp1g11120.1	Bostr.13671s0206.1.p, Bostr.13671s0205.1.p
OG0001748	Sp2g01630.1	Bostr.22157s0026.1.p
OG0001749	Sp3g02200.1	Bostr.19046s0027.1.p
OG0001749	Sp6g27040.1	Bostr.2618s0054.1.p
OG0001750	Sp1g10940.1	Bostr.13671s0227.1.p
OG0001750	Sp2g01770.1	Bostr.22157s0047.1.p
OG0001751	Sp6g40610.1	Bostr.6251s0099.1.p
OG0001751	Sp3g07420.1	Bostr.22252s0167.1.p
OG0001752	Sp4g03320.1	Bostr.27895s0050.1.p
OG0001752	Sp7g28910.1	Bostr.7867s0962.1.p
OG0001753	Sp6g24990.1	Bostr.26527s0264.1.p
OG0001753	Sp6g31290.1	Bostr.2902s0005.1.p
OG0001754	Sp1g19960.1	Bostr.12659s0102.1.p
OG0001754	Sp5g27320.1	Bostr.10273s0129.1.p
OG0001755	Sp7g21300.1	Bostr.7903s0151.1.p, Bostr.7903s0153.1.p
OG0001756	Sp2g19020.1	Bostr.2392s0033.1.p
OG0001756	Sp2g19010.1	Bostr.2392s0032.1.p
OG0001757	Sp5g14240.1	Bostr.18473s0188.1.p
OG0001757	Sp2g25680.1	Bostr.0568s0558.1.p
OG0001758	Sp2g24980.1	Bostr.26833s0057.1.p
OG0001758	Sp6g35530.1	Bostr.13129s0230.1.p
OG0001759	Sp2g24800.1	Bostr.26833s0077.1.p
OG0001759	Sp6g35290.1	Bostr.13129s0205.1.p
OG0001760	Sp3g20390.1	Bostr.19424s0393.1.p
OG0001760	Sp7g12930.1	Bostr.16335s0005.1.p
OG0001761	Sp7g09310.1, SpUn2041_0010.1, Sp7g09210.1	Bostr.2679s0001.1.p, Bostr.2021s0011.1.p, Bostr.2021s0012.1.p
OG0001762	Sp2g17570.1	Bostr.0556s0544.1.p, Bostr.0556s0543.1.p
OG0001763	Sp4g02550.1, Sp4g02560.1	Bostr.27895s0130.1.p
OG0001764	Sp5g09020.1	Bostr.11793s0064.1.p
OG0001765	Sp1g03050.1	Bostr.26675s0332.1.p
OG0001765	Sp2g08490.1	Bostr.3148s0101.1.p
OG0001767	Sp4g18730.1, Sp5g15510.1, Sp5g15490.1, Sp5g15470.1, Sp6g34140.1	Bostr.23954s0001.1.p, Bostr.13129s0079.1.p, Bostr.25463s0058.1.p
OG0001768	Sp4g01670.1	Bostr.19427s0033.1.p
OG0001768	Sp7g35590.1	Bostr.25542s0226.1.p
OG0001769	Sp3g12620.1	Bostr.19424s0750.1.p
OG0001773	Sp6g14110.1	Bostr.15774s0333.1.p
OG0001773	Sp6g14130.1, Sp6g14120.1	Bostr.15774s0334.1.p
OG0001774	Sp4g21620.1, SpUn0018_0050.1	Bostr.23794s0144.1.p
OG0001774	Sp5g07360.1	Bostr.0697s0123.1.p
OG0001775	Sp6g13640.1	Bostr.15774s0286.1.p
OG0001775	Sp7g23260.1	Bostr.7867s0331.1.p
OG0001776	Sp6g29420.1	Bostr.2902s0197.1.p
OG0001776	Sp3g00510.1	Bostr.1460s0056.1.p
OG0001777	Sp6g22090.1	Bostr.26833s0188.1.p
OG0001777	Sp6g22100.1	Bostr.26833s0187.1.p
OG0001778	Sp4g17660.1	Bostr.23794s0559.1.p
OG0001778	Sp7g37520.1	Bostr.25542s0012.1.p
OG0001779	Sp3g08140.1	Bostr.22252s0085.1.p
OG0001779	Sp6g39450.1	Bostr.2128s0123.1.p
OG0001780	Sp6g39120.1	Bostr.2128s0087.1.p
OG0001781	Sp7g30650.1	Bostr.7867s1139.1.p
OG0001781	Sp1g38700.1	Bostr.0124s0004.1.p
OG0001782	Sp3g11590.1	Bostr.3640s0122.1.p
OG0001783	Sp7g23700.1, Sp7g23720.1	Bostr.7867s0380.1.p, Bostr.7867s0383.1.p
OG0001784	Sp7g19005.1	Bostr.10689s0044.1.p
OG0001784	Sp7g19000.1	Bostr.10689s0043.1.p
OG0001785	Sp5g32360.1	Bostr.20129s0153.1.p
OG0001786	Sp6g40720.1	Bostr.6251s0111.1.p
OG0001786	Sp5g15190.1, Sp4g20520.1	Bostr.23794s0252.1.p
OG0001788	Sp6g25160.1	Bostr.26527s0282.1.p
OG0001788	Sp3g04980.1	Bostr.2570s0056.1.p
OG0001789	Sp6g38390.1	Bostr.2128s0015.1.p
OG0001789	Sp1g23960.1	Bostr.15697s0099.1.p
OG0001790	Sp3g01810.1	Bostr.1460s0196.1.p
OG0001791	Sp2g25070.1	Bostr.26833s0048.1.p
OG0001791	Sp5g03820.1	Bostr.20903s0156.1.p
OG0001792	Sp6g37280.1	Bostr.13129s0412.1.p
OG0001792	Sp3g09460.1	Bostr.19424s1051.1.p
OG0001793	Sp5g27205.1, Sp5g27210.1	Bostr.10273s0140.1.p
OG0001794	Sp7g33150.1	Bostr.7867s1397.1.p
OG0001794	Sp3g30660.1	Bostr.18351s0194.1.p, Bostr.18351s0193.1.p
OG0001795	Sp1g16540.1, Sp1g16550.1	Bostr.7128s0465.1.p
OG0001796	Sp3g31410.1	Bostr.18351s0265.1.p
OG0001797	Sp4g02280.1	Bostr.27895s0157.1.p
OG0001797	Sp7g34920.1	Bostr.7867s1585.1.p
OG0001798	Sp4g01560.1	Bostr.15774s0099.1.p
OG0001798	Sp1g33855.1, Sp1g33860.1, Sp2g05360.1	Bostr.30057s0104.1.p
OG0001800	Sp1g10690.1	Bostr.13671s0258.1.p
OG0001800	Sp2g02190.1	Bostr.22157s0097.1.p
OG0001801	Sp5g18750.1	Bostr.0556s0664.1.p
OG0001801	Sp6g23730.1	Bostr.26527s0130.1.p
OG0001802	Sp3g18000.1	Bostr.26675s0138.1.p
OG0001803	Sp1g15030.1	Bostr.7128s0293.1.p
OG0001804	Sp3g03680.1	Bostr.2570s0209.1.p
OG0001804	Sp2g20240.1	Bostr.29827s0016.1.p
OG0001805	Sp7g29540.1	Bostr.7867s1027.1.p
OG0001806	Sp1g08570.1	Bostr.25494s0055.1.p
OG0001806	Sp2g27500.1	Bostr.0568s0356.1.p
OG0001807	Sp4g12220.1	Bostr.25219s0216.1.p, Bostr.27991s0212.1.p
OG0001808	Sp5g25180.1	Bostr.10273s0351.1.p
OG0001809	Sp5g25990.1	Bostr.10273s0272.1.p, Bostr.10273s0273.1.p
OG0001809	Sp1g20600.1	Bostr.12659s0172.1.p
OG0001810	Sp2g02180.1	Bostr.22157s0096.1.p
OG0001810	Sp1g10700.1	Bostr.13671s0257.1.p
OG0001811	Sp6g30150.1	Bostr.2902s0120.1.p
OG0001811	Sp3g10580.1	Bostr.3640s0015.1.p
OG0001812	Sp2g16570.1	Bostr.0556s0419.1.p
OG0001812	Sp7g01210.1	Bostr.7200s0066.1.p
OG0001813	Sp6g19320.1	Bostr.26833s0494.1.p
OG0001813	Sp7g23820.1	Bostr.7867s0396.1.p
OG0001814	Sp1g23170.1	Bostr.15697s0022.1.p
OG0001814	Sp5g22920.1	Bostr.26959s0110.1.p
OG0001815	Sp5g35340.1	Bostr.20129s0466.1.p, Bostr.29505s0016.1.p
OG0001816	Sp2g13590.1	Bostr.0556s0047.1.p
OG0001816	Sp1g12890.1	Bostr.24340s0011.1.p
OG0001817	Sp1g25090.1	Bostr.15697s0211.1.p
OG0001818	Sp3g31330.1	Bostr.18351s0255.1.p
OG0001818	Sp7g33800.1	Bostr.7867s1467.1.p
OG0001819	Sp5g12700.1	Bostr.18473s0011.1.p
OG0001819	Sp2g22900.1	Bostr.5763s0065.1.p
OG0001820	Sp7g21930.1, Sp7g21950.1	Bostr.1525s0001.1.p
OG0001821	Sp7g28790.1	Bostr.7867s0948.1.p
OG0001821	Sp4g03140.1	Bostr.27895s0066.1.p
OG0001822	Sp3g32900.1	Bostr.18351s0414.1.p
OG0001823	Sp3g29770.1	Bostr.18351s0111.1.p
OG0001823	Sp7g32490.1	Bostr.26833s0403.1.p, Bostr.7867s1331.1.p
OG0001824	Sp5g31210.1	Bostr.20129s0044.1.p
