Orthogroup	Thellungiella_parvula	Arabidopsis_thaliana
OG0001704	Sp2g07610.1	AT5G42880
OG0001704	Sp1g34150.1	AT1G45545
OG0001705	Sp6g14680.1	AT5G52470
OG0001705	Sp7g23660.1	AT4G25630
OG0001706	Sp5g12310.1	AT3G49780
OG0001706	Sp2g28960.1	AT5G65870
OG0001707	Sp5g10880.1	AT3G51350
OG0001707	Sp5g10890.1	AT3G51340
OG0001708	Sp1g16020.1	AT1G17950
OG0001708	Sp5g28620.1	AT1G73410
OG0001709	Sp1g24670.1	AT1G28395
OG0001709	Sp4g16250.1	AT2G33847
OG0001710	Sp3g14220.1	AT3G15890
OG0001710	Sp1g39090.1	AT1G52540
OG0001711	Sp4g23870.1	AT2G41630
OG0001711	Sp3g08600.1	AT3G10330
OG0001712	Sp1g09220.1	AT1G10570
OG0001712	SpUn0106_0010.1, Sp2g04460.1	AT2G10625, AT1G60220
OG0001713	Sp2g16630.1	AT3G27430
OG0001714	Sp3g01920.1	AT3G02880
OG0001714	Sp6g27580.1	AT5G16590
OG0001715	Sp1g23680.1	AT1G27440
OG0001715	Sp2g25040.1	AT5G61840
OG0001716	Sp4g03440.1	AT2G24420
OG0001716	Sp7g29200.1	AT4G31340
OG0001717	Sp2g19610.1	AT5G49230
OG0001717	Sp3g05730.1	AT3G06760
OG0001718	Sp5g31850.1	AT1G76700
OG0001718	Sp1g18750.1	AT1G21080
OG0001719	Sp1g14640.1	AT1G16490
OG0001719	Sp5g34230.1	AT1G79180
OG0001720	Sp4g16370.1	AT2G34020
OG0001720	Sp1g24950.1	AT1G29020, AT1G29025
OG0001721	Sp7g00360.1	AT5G41730
OG0001721	Sp2g00460.1	AT1G64300
OG0001722	Sp1g38210.1	AT1G51560
OG0001722	Sp3g19100.1	AT3G21140
OG0001723	Sp7g17680.1	AT4G18970
OG0001723	Sp2g10560.1	AT5G45670
OG0001724	Sp1g15380.1	AT1G17250
OG0001724	Sp5g27370.1	AT1G72300
OG0001725	Sp7g24340.1	AT4G26430
OG0001725	Sp6g18130.1	AT5G56280
OG0001726	Sp1g39800.1	AT1G53230
OG0001726	Sp3g13230.1	AT3G15030
OG0001727	Sp2g01500.1	AT1G63090
OG0001727	Sp1g11290.1	AT1G12710
OG0001728	Sp1g20010.1	AT1G22500
OG0001728	Sp5g27290.1	AT1G72200
OG0001729	Sp1g33370.1	AT1G44100
OG0001729	Sp5g32530.1	AT1G77380
OG0001730	Sp4g24130.1	AT2G41860
OG0001730	Sp5g05060.1	AT3G57530
OG0001731	Sp1g34880.1, SpUn1086_0010.1, Sp1g34780.1, Sp1g34730.1	AT5G41720
OG0001732	Sp3g02100.1	AT3G03060
OG0001732	Sp6g27180.1	AT5G16930
OG0001733	Sp3g09590.1	AT3G11330
OG0001733	Sp6g37050.1	AT5G05850
OG0001734	Sp2g22250.1	AT5G25280
OG0001734	Sp6g32410.1	AT5G11090
OG0001735	Sp4g16140.1	AT2G33775
OG0001735	Sp1g24470.1	AT1G28270
OG0001736	Sp1g19820.1	AT1G22330
OG0001736	Sp5g33390.1	AT1G78260
OG0001737	Sp5g11310.1	AT3G50920
OG0001737	Sp2g30280.1	AT5G66450
OG0001738	Sp1g35390.1	AT1G48440
OG0001738	Sp3g15900.1	AT3G17780
OG0001739	Sp1g06200.1	AT1G07480, AT1G07470
OG0001740	Sp7g33280.1	AT4G35500
OG0001741	Sp6g35220.1	AT5G07680
OG0001741	Sp2g24630.1	AT5G61430
OG0001742	Sp3g01600.1	AT3G02560
OG0001742	Sp6g28010.1	AT5G16130
OG0001743	Sp1g41530.1	AT1G55920
OG0001743	Sp3g11280.1	AT3G13110
OG0001744	Sp1g18940.1	AT1G21390
OG0001744	Sp5g32140.1	AT1G76980
OG0001745	Sp1g37450.1	AT1G50630
OG0001745	Sp3g18330.1	AT3G20300
OG0001746	Sp4g14710.1	AT2G32340
OG0001746	SpUn0024_0010.1, Sp1g04125.1	AT1G05270
OG0001747	Sp3g14090.1	AT3G15760
OG0001747	Sp1g39120.1	AT1G52565
OG0001748	Sp1g11120.1	AT1G12540
OG0001748	Sp2g01630.1	AT1G62975
OG0001749	Sp3g02200.1	AT3G03160
OG0001749	Sp6g27040.1	AT5G17190
OG0001750	Sp1g10940.1	AT1G12320
OG0001750	Sp2g01770.1	AT1G62840
OG0001751	Sp6g40610.1	AT5G01280
OG0001751	Sp3g07420.1	AT3G09000
OG0001752	Sp4g03320.1	AT2G24320
OG0001752	Sp7g28910.1	AT4G31020
OG0001753	Sp6g24990.1	AT5G19420
OG0001753	Sp6g31290.1	AT5G12350
OG0001754	Sp1g19960.1	AT1G22480
OG0001754	Sp5g27320.1	AT1G72230
OG0001755	Sp7g21300.1	AT4G23390, AT2G20170
OG0001756	Sp2g19020.1	AT5G48640
OG0001756	Sp2g19010.1	AT5G48630
OG0001757	Sp5g14240.1	AT3G47690
OG0001757	Sp2g25680.1	AT5G62500
OG0001758	Sp2g24980.1	AT5G61780
OG0001758	Sp6g35530.1	AT5G07350
OG0001759	Sp2g24800.1	AT5G61590
OG0001759	Sp6g35290.1	AT5G07580
OG0001760	Sp3g20390.1	AT3G22630
OG0001760	Sp7g12930.1	AT4G14800
OG0001761	Sp7g09310.1, SpUn2041_0010.1, Sp7g09210.1	AT4G12770, AT4G12780
OG0001762	Sp2g17570.1	AT3G28930, AT3G28940
OG0001763	Sp4g02540.1	AT2G23590, AT2G23600
OG0001763	Sp4g02550.1, Sp4g02560.1	AT2G23620
OG0001764	Sp5g09020.1	AT3G53310
OG0001765	Sp1g03050.1	AT1G04240
OG0001765	Sp2g08490.1	AT5G43700
OG0001766	Sp2g14590.1, Sp2g17690.1	AT2G03760
OG0001767	Sp4g18730.1, Sp5g15510.1, Sp5g15490.1, Sp5g15470.1, Sp6g34140.1	AT5G08730
OG0001768	Sp4g01670.1	AT2G22630
OG0001768	Sp7g35590.1	AT4G37940
OG0001769	Sp3g12620.1	AT3G19140
OG0001769	Sp3g27200.1, Sp1g39290.1, Sp3g12630.1	AT3G14320
OG0001773	Sp6g14110.1	AT5G51860
OG0001773	Sp6g14130.1, Sp6g14120.1	AT5G51870
OG0001774	Sp4g21620.1, SpUn0018_0050.1	AT2G39300
OG0001774	Sp5g07360.1	AT3G55060
OG0001775	Sp6g13640.1	AT5G51480
OG0001775	Sp7g23260.1	AT4G25240
OG0001776	Sp6g29420.1	AT5G14610
OG0001776	Sp3g00510.1	AT3G01540
OG0001777	Sp6g22090.1	AT5G60520
OG0001777	Sp6g22100.1	AT5G60530
OG0001778	Sp7g37520.1	AT4G38220
OG0001779	Sp3g08140.1	AT3G09810
OG0001779	Sp6g39450.1	AT5G03290
OG0001780	Sp6g39120.1	AT5G03630
OG0001781	Sp7g30650.1	AT4G32880
OG0001781	Sp1g38700.1	AT1G52150
OG0001782	Sp3g11590.1	AT3G13400
OG0001783	Sp7g23700.1, Sp7g23720.1	AT4G25660, AT4G25680
OG0001784	Sp7g19005.1	AT4G20920
OG0001784	Sp7g19000.1	AT4G20910
OG0001785	Sp5g32360.1	AT1G77180
OG0001786	Sp6g40720.1	AT5G01410
OG0001786	Sp5g15190.1, Sp4g20520.1	AT2G38230, AT2G38210
OG0001788	Sp6g25160.1	AT5G19250
OG0001788	Sp3g04980.1	AT3G06035
OG0001789	Sp6g38390.1	AT5G04340
OG0001789	Sp1g23960.1	AT1G27730
OG0001790	Sp3g01810.1	AT3G02780
OG0001791	Sp2g25070.1	AT5G61880
OG0001791	Sp5g03820.1	AT3G59280
OG0001792	Sp6g37280.1	AT5G05580
OG0001792	Sp3g09460.1	AT3G11170
OG0001793	Sp5g27205.1, Sp5g27210.1	AT1G72130
OG0001794	Sp7g33150.1	AT4G35360
OG0001794	Sp3g30660.1	AT2G17340, AT2G17320
OG0001795	Sp1g16540.1, Sp1g16550.1	AT1G18580
OG0001796	Sp3g31410.1	AT2G17980
OG0001797	Sp4g02280.1	AT2G23290
OG0001797	Sp7g34920.1	AT4G37260
OG0001798	Sp4g01560.1	AT5G49680
OG0001798	Sp1g33855.1, Sp1g33860.1, Sp2g05360.1	AT1G58250
OG0001800	Sp1g10690.1	AT1G12020
OG0001800	Sp2g02190.1	AT1G62422
OG0001801	Sp5g18750.1	AT3G43110
OG0001801	Sp6g23730.1	AT5G20790
OG0001802	Sp3g18000.1	AT1G50370
OG0001803	Sp1g15030.1	AT1G16890
OG0001804	Sp3g03680.1	AT3G04860
OG0001804	Sp2g20240.1	AT5G28150
OG0001805	Sp6g32710.1	AT5G10740
OG0001805	Sp7g29540.1	AT4G31750
OG0001806	Sp1g08570.1	AT1G09930
OG0001806	Sp2g27500.1	AT5G64410
OG0001807	Sp4g12220.1	AT1G59860, AT1G07400, AT2G29500
OG0001808	Sp5g25180.1	AT1G70060
OG0001809	Sp5g25990.1	AT1G70810, AT1G70800
OG0001809	Sp1g20600.1	AT1G23140
OG0001810	Sp2g02180.1	AT1G62420
OG0001810	Sp1g10700.1	AT1G12030
OG0001811	Sp6g30150.1	AT5G13850
OG0001811	Sp3g10580.1	AT3G12390
OG0001812	Sp2g16570.1	AT3G27380
OG0001812	Sp7g01210.1	AT5G40650
OG0001813	Sp6g19320.1	AT5G57625
OG0001813	Sp7g23820.1	AT4G25790
OG0001814	Sp1g23170.1	AT1G24600
OG0001815	Sp5g35340.1	AT2G26865
OG0001816	Sp2g13590.1	AT2G02180
OG0001816	Sp1g12890.1	AT1G14530
OG0001817	Sp1g25090.1	AT1G29160
OG0001818	Sp3g31330.1	AT2G17870
OG0001818	Sp7g33800.1	AT4G36020
OG0001819	Sp5g12700.1	AT3G49370
OG0001819	Sp2g22900.1	AT5G24430
OG0001820	Sp7g21960.1	AT4G24000
OG0001820	Sp7g21930.1, Sp7g21950.1	AT4G23990
OG0001821	Sp7g28790.1	AT4G30910, AT4G30920
OG0001821	Sp4g03140.1	AT2G24200
OG0001822	Sp3g32900.1	AT2G19520
OG0001823	Sp3g29770.1	AT2G16500
OG0001823	Sp7g32490.1	AT4G34710
OG0001824	Sp5g31210.1	AT1G76090
OG0001824	Sp1g18050.1	AT1G20330
OG0001825	Sp5g34960.1	AT1G80780
OG0001825	Sp4g14480.1	AT2G32070
OG0001826	Sp3g11180.1, Sp3g11170.1	AT3G13030, AT3G13020, AT3G13010
OG0001827	Sp6g09340.1	AT4G08520
OG0001827	Sp3g08130.1	AT3G09800
OG0001828	Sp1g19120.1	AT1G21590
OG0001828	Sp5g32450.1	AT1G77280
OG0001829	Sp5g14510.1	AT3G47380
OG0001829	Sp2g25520.1	AT5G62350
OG0001830	Sp1g14910.1	AT1G16760
OG0001830	Sp7g07250.1, Sp5g33980.1	AT1G78940
OG0001831	Sp7g12300.1	AT4G14290
OG0001831	Sp3g21200.1	AT3G23540
OG0001832	Sp5g31130.1	AT1G76020
OG0001832	Sp1g17990.1	AT1G20225
OG0001834	Sp1g04190.1	AT1G05320
OG0001834	Sp4g14610.1	AT2G32240
OG0001835	Sp4g23760.1	AT2G41490
OG0001835	Sp5g05360.1	AT3G57220
OG0001836	Sp7g19360.1	AT4G21280
OG0001836	Sp6g03810.1	AT4G05180
OG0001837	Sp6g04570.1, SpUn0110_0010.1	AT4G04210
OG0001837	Sp7g20310.1	AT4G22150
OG0001838	Sp6g18420.1	AT5G56640
OG0001838	Sp7g24250.1	AT4G26260
OG0001839	Sp6g17990.1	AT5G56140
OG0001839	Sp7g24420.1	AT4G26480
OG0001840	Sp7g29530.1	AT4G31730
OG0001840	Sp4g03730.1	AT2G24762
OG0001841	Sp1g35400.1	AT1G48450
OG0001841	Sp3g15920.1	AT3G17800
OG0001842	Sp3g29150.1	AT2G15830
OG0001843	Sp4g26750.1	AT2G44670
OG0001844	Sp7g31530.1	AT4G33790
OG0001845	Sp6g30990.1	AT5G12980
OG0001845	Sp3g18820.1	AT3G20800
OG0001846	Sp4g14800.1	AT2G32430
OG0001846	SpUn0024_0120.1, Sp1g04020.1	AT1G05170
OG0001847	Sp4g26840.1	AT2G44770
OG0001847	Sp5g02940.1	AT3G60260
OG0001848	Sp1g14020.1	AT1G15730
OG0001848	Sp5g35320.1	AT1G80480
OG0001849	Sp7g21760.1	AT4G23800
OG0001849	Sp6g06370.1	AT4G11080
OG0001850	Sp2g28200.1	AT5G65120
OG0001850	Sp6g33290.1	AT5G10110
OG0001851	Sp4g02770.1, Sp4g02750.1, Sp4g02760.1	AT2G23810
OG0001852	Sp5g35380.1	AT1G80440
OG0001852	Sp1g13980.1	AT1G15670
OG0001853	Sp6g33350.1, SpUn0247_0020.1	AT5G10050
OG0001853	Sp2g28290.1	AT5G65205
OG0001854	Sp4g12990.1	AT2G30440
OG0001854	Sp1g05590.1	AT1G06870
OG0001855	Sp1g27180.1	AT1G31340
OG0001855	Sp4g17880.1	AT2G35635
OG0001856	Sp1g02990.1	AT1G04170, AT4G18330, AT2G18720
OG0001857	Sp1g38310.1	AT1G51660
OG0001857	Sp3g19220.1	AT3G21220
OG0001858	Sp1g17040.1	AT1G19120
OG0001859	Sp3g18220.1	AT3G20190
OG0001859	Sp1g37430.1	AT1G50610
OG0001861	Sp4g00640.1	AT2G21480
OG0001861	Sp7g36710.1	AT4G39110
OG0001862	Sp6g04250.1	AT4G04630
OG0001862	Sp7g20160.1	AT4G21970
OG0001863	Sp6g37840.1	AT5G04960
OG0001863	Sp3g09030.1	AT3G10710
OG0001864	Sp5g04250.1	AT3G58620
OG0001864	Sp4g24720.1	AT2G42580
OG0001865	Sp5g01450.1	AT3G61900
OG0001865	Sp4g28730.1	AT2G46690
OG0001866	Sp1g04900.1	AT1G06120, AT1G06090
OG0001867	Sp1g05480.1	AT1G06750
OG0001867	Sp4g13170.1	AT2G30630
OG0001868	Sp6g25390.1	AT5G19000
OG0001868	Sp3g05130.1	AT3G06190
OG0001869	Sp2g26550.1	AT5G63470
OG0001870	Sp6g04420.1	AT4G04480
OG0001871	Sp2g13990.1	AT2G02955, AT1G42615
OG0001872	Sp3g04420.1	AT3G05570
OG0001872	Sp7g36600.1	AT4G39235
OG0001873	Sp1g09170.1	AT1G10530
OG0001873	Sp2g04570.1	AT1G60010
OG0001874	Sp7g02460.1	AT5G39500
OG0001874	Sp1g12340.1	AT1G13980
OG0001875	Sp7g33380.1	AT4G35610
OG0001876	Sp7g00800.1	AT5G41100
OG0001876	Sp2g16030.1	AT3G26910
OG0001877	Sp5g01610.1	AT3G61760
OG0001877	Sp7g00050.1	AT5G42080
OG0001878	Sp2g29650.1	AT5G67020
OG0001878	Sp5g11850.1	AT3G50340
OG0001879	Sp4g23840.1	AT2G41560
OG0001879	Sp4g08220.1, Sp5g05270.1	AT3G57330
OG0001880	Sp2g22000.1	AT5G25540
OG0001880	Sp6g32160.1	AT5G11440
OG0001881	Sp5g09560.1	AT3G52770
OG0001882	Sp3g29020.1, Sp3g29030.1, Sp3g29040.1	AT2G15770, AT2G15340
OG0001882	Sp3g29050.1	AT2G15780
OG0001883	Sp1g14450.1	AT1G16240
OG0001883	Sp5g34650.1	AT1G79590
OG0001884	Sp5g27930.1	AT1G72960
OG0001884	Sp3g12090.1	AT3G13870
OG0001885	Sp1g36900.1	AT1G50040
OG0001885	Sp3g17720.1	AT3G19680
OG0001886	Sp3g13730.1	AT3G15480
OG0001886	Sp1g39480.1	AT1G52910
OG0001887	Sp1g20800.1	AT1G23350
OG0001887	Sp5g25690.1	AT1G70540
OG0001888	Sp5g24600.1	AT5G15380
OG0001888	Sp6g29410.1	AT5G14620
OG0001889	Sp5g15880.1	AT3G45610
OG0001889	Sp6g21830.1	AT5G60200
OG0001890	Sp5g09280.1	AT3G53040
OG0001890	Sp4g18920.1	AT2G36640
OG0001891	Sp6g28430.1	AT5G15700
OG0001891	Sp5g24110.1	AT1G68990
OG0001892	Sp3g17440.1	AT3G19380
OG0001892	Sp1g36680.1	AT1G49780
OG0001893	Sp6g36400.1	AT5G06460
OG0001893	Sp4g12690.1	AT2G30110
OG0001894	Sp6g39260.1	AT5G03470
OG0001894	Sp3g08230.1	AT3G09880
OG0001895	Sp7g23950.1	AT4G25940
OG0001895	Sp6g18930.1	AT5G57200
OG0001896	Sp1g16880.1	AT1G18900
OG0001896	Sp5g29870.1	AT1G74750
OG0001897	Sp4g16560.1	AT2G34300
OG0001897	Sp1g25400.1	AT1G29470
OG0001898	Sp1g02560.1	AT1G03680
OG0001898	Sp6g03540.1	AT4G03520
OG0001899	Sp5g33330.1	AT1G78190
OG0001899	Sp1g19780.1	AT1G22270
OG0001900	Sp5g03090.1	AT3G60120
OG0001901	Sp6g24980.1	AT5G19430
OG0001901	Sp6g31330.1	AT5G12310
OG0001902	Sp1g15000.1	AT1G16860
OG0001902	Sp5g33890.1	AT1G78880
OG0001903	Sp2g18940.1	AT5G48580
OG0001903	Sp3g22850.1, Sp3g22840.1	AT3G25220
OG0001904	Sp2g11910.1	AT5G47100
OG0001905	Sp1g14510.1	AT1G16320
OG0001905	Sp5g34560.1	AT1G79510
OG0001906	Sp3g22250.1	AT3G24480
OG0001906	Sp7g10890.1	AT4G13340
OG0001907	Sp1g17260.1	AT1G19350
OG0001907	Sp5g30210.1	AT1G75080
OG0001908	Sp7g36240.1	AT4G39650
OG0001909	Sp3g10900.1	AT3G12740
OG0001909	Sp1g41860.1	AT1G54320
OG0001910	Sp1g12830.1	AT1G14460
OG0001910	Sp2g13710.1	AT2G02480
OG0001911	Sp3g24480.1, Sp2g21290.1	AT1G31630, AT1G33070, AT1G31640, AT5G26580, AT5G27960, AT5G26650
OG0001911	Sp6g13570.1	AT1G65330, AT1G65300
OG0001912	Sp3g10080.1	AT3G11850
OG0001912	Sp6g36300.1	AT5G06560
OG0001913	Sp5g08750.1	AT3G53600
OG0001913	Sp4g19770.1	AT2G37430
OG0001914	Sp6g34400.1	AT5G08500
OG0001914	Sp2g23620.1	AT5G23575
OG0001915	Sp6g37480.1	AT5G05350
OG0001915	Sp3g09310.1	AT3G10980
OG0001916	Sp2g15210.1	AT3G25990
OG0001916	Sp1g11920.1	AT1G13450
OG0001917	Sp7g21820.1	AT4G23870
OG0001918	Sp3g07070.1	AT3G08620
OG0001918	Sp4g20940.1	AT2G38610
OG0001919	Sp6g24020.1	AT1G49390
OG0001919	Sp4g12070.1	AT5G20400, AT5G20550
OG0001920	Sp2g28240.1	AT5G65160
OG0001920	Sp6g33310.1	AT5G10090
OG0001921	Sp1g11230.1	AT1G12640
OG0001921	Sp2g01520.1	AT1G63050
OG0001922	Sp1g19530.1	AT1G22020
OG0001922	Sp1g30960.1	AT1G36370
OG0001923	Sp4g20200.1	AT2G37890
OG0001923	Sp5g08460.1	AT3G53940
OG0001924	Sp5g14000.1	AT3G47980
OG0001924	Sp2g25890.1	AT5G62720
OG0001925	Sp5g06620.1	AT3G55880
OG0001925	Sp4g22400.1	AT2G40095
OG0001926	Sp4g16170.1	AT2G33790
OG0001927	Sp6g32390.1	AT5G11110
OG0001927	Sp6g24130.1	AT5G20280
OG0001928	Sp3g09660.1	AT3G11430
OG0001928	Sp6g36820.1	AT5G06090
OG0001929	Sp3g32550.1	AT2G19160
OG0001929	Sp7g27840.1	AT4G30060
OG0001930	Sp6g35810.1, Sp6g35800.1	AT5G07070
OG0001930	Sp6g20050.1	AT5G58380
OG0001931	Sp7g34220.1	AT4G36580
OG0001931	SpUn0030_0100.1, Sp3g31730.1	AT2G18330
OG0001932	Sp1g36450.1	AT1G49580
OG0001932	Sp3g17180.1	AT3G19100
OG0001933	Sp1g36030.1, Sp3g16520.1	AT3G18410
OG0001934	Sp5g15090.1	AT3G46600
OG0001934	Sp6g21140.1	AT5G59450
OG0001935	Sp1g01670.1	AT5G38700
OG0001935	Sp6g02070.1	AT4G02170
OG0001936	Sp7g28350.1	AT4G30470
OG0001936	Sp4g02810.1	AT2G23910
OG0001937	Sp2g16430.1	AT3G27280
OG0001937	Sp7g01130.1	AT5G40770
OG0001938	Sp6g15680.1	AT5G53540
OG0001938	Sp7g25660.1	AT4G27680
OG0001939	Sp6g34660.1	AT5G08300
OG0001939	Sp2g23900.1	AT5G23250
OG0001940	Sp1g15890.1	AT1G17810
OG0001940	Sp5g28160.1	AT1G73190
OG0001941	Sp4g20160.1	AT2G37790
OG0001941	Sp4g20140.1	AT2G37770
OG0001942	Sp4g20270.1	AT2G37960
OG0001942	Sp5g08320.1, Sp5g18210.1	AT3G54060
OG0001943	Sp4g14120.1	AT2G31820
OG0001944	Sp3g32330.1	AT2G18860
OG0001944	Sp7g28120.1	AT4G30240
OG0001945	Sp5g07860.1	AT3G54600
OG0001945	Sp4g21240.1	AT2G38860
OG0001946	Sp2g10730.1	AT5G45810
OG0001946	Sp7g17410.1	AT4G18700
OG0001947	Sp5g32660.1	AT1G77500
OG0001947	Sp1g19300.1	AT1G21740
OG0001948	Sp3g18090.1	AT3G20060
OG0001948	Sp1g37330.1	AT1G50490
OG0001949	Sp6g24890.1	AT5G19510
OG0001951	Sp4g04350.1	AT2G25250
OG0001951	Sp7g29820.1	AT4G32020
OG0001952	Sp7g35940.1	AT4G39950
OG0001952	Sp4g01380.1	AT2G22330
OG0001953	Sp1g18630.1	AT1G20925
OG0001953	Sp5g31690.1, Sp5g31680.1	AT1G76530, AT1G76520
OG0001954	Sp1g14270.1	AT1G15960
OG0001954	Sp5g34930.1	AT1G80830
OG0001955	Sp6g06980.1	AT4G10480
OG0001956	Sp1g13160.1	AT1G14720
OG0001956	Sp2g13270.1	AT2G01850
OG0001957	Sp5g05860.1, Sp5g05870.1	AT3G56700
OG0001958	Sp1g21200.1	AT1G23840, AT1G23830
OG0001959	Sp1g23580.1	AT1G27360
OG0001959	Sp1g23590.1	AT1G27370
OG0001960	Sp1g03660.1	AT1G04810
OG0001960	Sp4g15070.1	AT2G32730
OG0001961	Sp1g21520.1	AT1G24170
OG0001961	Sp5g25210.1	AT1G70090
OG0001962	Sp3g30950.1	AT2G17620
OG0001962	Sp7g33390.1	AT4G35620
OG0001963	Sp4g25370.1	AT2G43240
OG0001963	Sp5g03760.1	AT3G59360
OG0001964	Sp2g12210.1	AT5G47490
OG0001964	SpUn0698_0010.1	AT5G47480
OG0001965	Sp5g31670.1	AT1G76510
OG0001965	Sp1g18610.1	AT1G20910
OG0001966	Sp2g09360.1	AT5G44560
OG0001967	Sp4g28370.1	AT2G46330
OG0001968	Sp2g09950.1	AT5G45130
OG0001968	Sp7g18190.1	AT4G19640
OG0001969	Sp6g25710.1	AT5G18620
OG0001969	Sp3g05320.1	AT3G06400
OG0001970	Sp1g14610.1	AT1G16460
OG0001970	Sp5g34280.1	AT1G79230
OG0001971	Sp1g05930.1	AT1G07160
OG0001971	Sp4g12590.1	AT2G30020
OG0001972	Sp3g13470.1	AT3G15270
OG0001972	Sp1g39700.1	AT1G53160
OG0001973	Sp5g04770.1	AT3G57950
OG0001973	Sp4g24360.1	AT2G42180
OG0001974	Sp1g20030.1	AT1G22520
OG0001975	Sp3g32170.1	AT2G18690, AT2G18680
OG0001976	Sp5g14140.1	AT3G47820
OG0001976	Sp2g25730.1	AT5G62560
OG0001977	Sp2g09290.1	AT5G44480
OG0001977	Sp7g18810.1	AT4G20460
OG0001978	Sp7g13390.1	AT4G15165
OG0001979	Sp2g18240.1	AT3G30775
OG0001979	Sp7g03210.1	AT5G38710
OG0001980	Sp3g02950.1	AT3G03980
OG0001980	Sp6g26110.1	AT5G18210
OG0001981	Sp2g14270.1	AT2G03340
OG0001981	Sp1g12320.1	AT1G13960
OG0001982	Sp7g24040.1, Sp7g24030.1	AT4G26010
OG0001983	Sp6g17050.1	AT5G55120
OG0001983	Sp7g24810.1	AT4G26850
OG0001984	Sp1g13360.1	AT1G14970
OG0001984	Sp2g12930.1	AT2G01480
OG0001985	Sp1g13350.1	AT1G14910
OG0001985	Sp2g13040.1	AT2G01600
OG0001986	Sp5g35820.1	AT1G80050
OG0001987	Sp6g37110.1	AT5G05790
OG0001987	Sp3g09550.1	AT3G11280
OG0001988	Sp4g00510.1	AT2G21330
OG0001988	Sp7g36870.1	AT4G38970
OG0001989	Sp7g12980.1	AT4G14830
OG0001989	Sp3g20290.1	AT3G22530
OG0001990	Sp1g16270.1	AT1G18300
OG0001990	Sp5g28700.1	AT1G73540
OG0001992	Sp5g02450.1	AT3G60800
OG0001993	Sp1g06850.1	AT1G08200
OG0001993	Sp4g10690.1	AT2G27860
OG0001994	Sp5g14210.1	AT3G47710
OG0001994	Sp5g29680.1	AT1G74500
OG0001995	Sp1g01790.1	AT1G02816
OG0001995	Sp6g02250.1	AT4G02370
OG0001996	Sp6g29300.1	AT5G14740
OG0001996	Sp3g00570.1	AT3G01500
OG0001997	Sp7g16130.1	AT4G17980
OG0001997	Sp2g11420.1	AT5G46590
OG0001998	Sp7g26420.1	AT4G28440
OG0001998	Sp1g02660.1	AT1G03810
OG0001999	Sp7g24550.1	AT4G26590
OG0001999	Sp6g17780.1	AT5G55930
OG0002000	Sp5g32410.1	AT1G77240
OG0002000	Sp1g19075.1	AT1G21530
OG0002001	Sp2g13950.1	AT2G02870
OG0002001	Sp1g12680.1	AT1G14330
OG0002004	Sp1g27360.1	AT1G31710
OG0002005	Sp5g03600.1, Sp4g25540.1	AT2G43460, AT3G59540
OG0002006	Sp2g04110.1	AT2G32835
OG0002007	Sp6g26150.1	AT5G18170
OG0002007	Sp3g02880.1	AT3G03910
OG0002008	Sp7g25740.1	AT4G27780
OG0002008	Sp6g15600.1	AT5G53470
OG0002009	Sp5g28170.1	AT1G73200
OG0002009	Sp1g15900.1	AT1G17820
OG0002010	Sp6g40700.1	AT5G01390
OG0002010	Sp3g07300.1	AT3G08910
OG0002011	Sp1g38740.1	AT1G52190
OG0002011	Sp3g14550.1	AT3G16180
OG0002012	Sp7g24560.1	AT4G26600
OG0002012	Sp6g17770.1	AT5G55920
OG0002013	Sp5g00800.1	AT3G62720
OG0002013	Sp6g02410.1	AT4G02500
OG0002014	Sp2g10610.1	AT5G45720
OG0002014	Sp7g17530.1	AT4G18820
OG0002015	Sp3g12600.1	AT3G14310
OG0002015	Sp1g40320.1	AT1G53830
OG0002016	Sp6g12350.1	AT5G50250
OG0002016	Sp7g22750.1	AT4G24770
OG0002017	Sp4g12530.1	AT2G29970
OG0002017	Sp1g05960.1	AT1G07200
OG0002018	Sp2g30350.1	AT5G66310
OG0002018	Sp5g11060.1	AT3G51150
OG0002019	Sp2g28630.1	AT5G65530
OG0002019	Sp6g32910.1	AT5G10520
OG0002020	Sp1g02520.1	AT1G03610
OG0002020	Sp6g03480.1	AT4G03420
OG0002021	Sp4g25090.1	AT2G42960
OG0002021	Sp5g03880.1	AT3G59110
OG0002022	Sp1g40330.1	AT1G53840
OG0002023	Sp3g14290.1	AT3G15950
OG0002023	Sp1g39030.1	AT1G52410
OG0002024	Sp6g38240.1	AT5G04510
OG0002024	Sp3g08820.1	AT3G10540
OG0002025	Sp3g20510.1	AT3G22810
OG0002025	Sp7g12850.1	AT4G14740
OG0002026	Sp7g37420.1	AT4G38350
OG0002026	Sp4g10810.1	AT1G42470
OG0002027	Sp5g32130.1	AT1G76970
OG0002027	Sp1g18930.1	AT1G21380
OG0002028	Sp7g18700.1	AT4G20360
OG0002029	Sp4g28830.1	AT2G46800
OG0002030	Sp1g35850.1	AT1G48940
OG0002030	Sp3g16670.1	AT3G18590
OG0002031	Sp6g23720.1	AT5G20810
OG0002031	Sp5g18660.1	AT3G43120
OG0002032	Sp6g16870.1	AT5G54900
OG0002032	Sp7g24960.1	AT4G27000
OG0002033	Sp5g29150.1	AT1G73950
OG0002033	Sp1g16410.1	AT1G18470
OG0002034	Sp5g15810.1	AT3G45690, AT3G45680
OG0002035	Sp7g25240.1	AT4G27320
OG0002035	Sp6g16430.1	AT5G54430
OG0002037	Sp2g10220.1	AT5G45280
