Orthogroup	Thellungiella_parvula	Aethionema_arabicum
OG0003801	Sp2g07640.1, SpUn0117_0010.1	AA3G00233
OG0003802	Sp4g08390.1	AA57G00269
OG0003803	Sp3g08460.1	AA87G00179
OG0003804	Sp2g28340.1	AA4G00254
OG0003804	Sp6g33140.1	AA44G00290
OG0003805	Sp3g16460.1	AA26G00505
OG0003805	Sp1g35730.1	AA2G00049, AA2G00050
OG0003806	Sp6g15150.1	AA11G00135, AA11G00134
OG0003807	Sp3g02930.1	AA138G00002
OG0003809	SpUn0005_0160.1, Sp6g22770.1	AA27G00180
OG0003810	Sp4g02150.1, Sp4g02160.1	AA46G00193
OG0003811	Sp7g29960.1	AA48G00009
OG0003812	Sp2g02820.1	AA53G00569
OG0003814	Sp7g23680.1, Sp6g14700.1	AA55G00003
OG0003817	Sp3g14140.1	AA26G00291
OG0003818	Sp3g11670.1	AA26G00065
OG0003819	Sp6g35060.1	AA44G00054
OG0003820	Sp1g13850.1, Sp5g35530.1	AA89G00056
OG0003821	Sp6g00500.1	AA32G00087
OG0003822	Sp3g03660.1	AA10G00138
OG0003823	Sp3g14870.1, Sp5g21070.1	AA26G00353
OG0003824	Sp2g01330.1, Sp5g20200.1	AA53G01169
OG0003825	Sp3g18380.1	AA26G00704
OG0003825	Sp1g37510.1	AA2G00166
OG0003826	Sp5g15820.1, Sp6g22650.1	AA8G00289
OG0003827	Sp4g23110.1	AA93G00053
OG0003827	Sp5g06050.1	AA61G00114
OG0003829	Sp6g23520.1	AA8G00205
OG0003830	Sp4g16130.1	AA3G00327
OG0003830	Sp1g24450.1	AA120G00011
OG0003831	Sp6g36130.1, Sp6g36140.1	AA107G00001
OG0003833	Sp3g29550.1	AA123G00019, AA1996G00001
OG0003833	Sp7g32310.1	AA45G00014
OG0003834	Sp1g29080.1	AA54G00162
OG0003835	Sp4g26280.1	AA21G00184
OG0003836	Sp5g23170.1, Sp1g22990.1	AA39G00704
OG0003837	Sp2g19730.1, SpUn0021_0120.1, Sp3g05660.1	AA29G00061
OG0003838	Sp1g15720.1	AA39G00053
OG0003838	Sp5g27870.1	AA31G00656
OG0003839	Sp5g16550.1	AA632G00001, AA8G00272, AA8G00271
OG0003840	Sp4g24010.1	AA19G00474
OG0003840	Sp5g05190.1	AA61G00194
OG0003841	Sp6g31450.1	AA44G00464
OG0003843	Sp6g18180.1	AA25G00165
OG0003844	Sp1g18430.1	AA39G00305
OG0003846	Sp4g18210.1, Sp5g09830.1	AA18G00050
OG0003847	Sp1g06370.1	AA9G00019
OG0003848	Sp7g29770.1	AA48G00036
OG0003848	Sp4g04200.1	AA479G00002
OG0003849	Sp2g30430.1	AA8G00101
OG0003851	Sp1g13130.1	AA14G00067
OG0003851	Sp2g13310.1	AA53G00670
OG0003852	Sp6g13660.1, Sp6g13650.1	AA41G00022
OG0003854	Sp6g40220.1	AA19G00316
OG0003856	Sp1g23190.1	AA1042G00001
OG0003857	Sp4g01360.1	AA46G00125
OG0003857	Sp7g35980.1	AA30G00347
OG0003858	Sp4g15540.1	AA32G00469
OG0003858	Sp1g03440.1	AA19G00092
OG0003859	Sp1g21750.1, Sp5g24960.1	AA38G00099
OG0003860	Sp2g25250.1, Sp6g35660.1	AA53G00031, AA53G00026
OG0003861	Sp4g19200.1	AA30G00254
OG0003862	Sp7g15020.1	AA53G00319
OG0003863	Sp6g33280.1	AA44G00275
OG0003863	Sp2g28180.1	AA4G00240
OG0003864	Sp2g03490.1, Sp1g09750.1	AA65G00159
OG0003865	Sp5g09340.1, Sp3g23730.1	AA308G00001
OG0003866	Sp7g16880.1	AA154G00014
OG0003867	Sp1g36190.1	AA2G00069
OG0003870	Sp1g16000.1	AA12G00066
OG0003870	Sp4g03990.1	AA190G00002
OG0003871	Sp5g22640.1	AA134G00008
OG0003871	Sp1g23400.1	AA39G00755
OG0003872	Sp5g16000.1, Sp6g22000.1	AA8G00333
OG0003873	Sp4g15590.1, Sp1g03410.1	AA19G00095
OG0003874	Sp7g27680.1	AA102G00127
OG0003875	Sp3g02270.1	AA10G00292, AA10G00291
OG0003876	Sp1g16250.1	AA39G00097
OG0003877	Sp2g09090.1	AA32G00363
OG0003877	Sp1g02640.1	AA7G00100
OG0003878	Sp3g24290.1	AA326G00002
OG0003879	Sp4g17120.1	AA18G00141
OG0003879	Sp1g26530.1	AA30G00018
OG0003881	Sp1g41220.1	AA15G00270
OG0003882	Sp7g25300.1, Sp6g16320.1	AA11G00032
OG0003883	Sp4g26860.1, Sp4g26850.1	AA29G00141
OG0003888	Sp2g23270.1	AA121G00014, AA231G00008
OG0003889	Sp4g22920.1	AA93G00068
OG0003890	Sp6g01010.1	AA1G00079
OG0003898	Sp3g06130.1, Sp2g19080.1	AA681G00002
OG0003899	Sp6g34610.1	AA5G00223
OG0003900	Sp7g00400.1	AA87G00042
OG0003900	SpUn0768_0010.1	AA53G01319
OG0003901	Sp3g20910.1, Sp7g12460.1	AA87G00280
OG0003902	Sp5g03060.1, Sp4g26620.1	AA21G00207
OG0003904	Sp6g01400.1, Sp6g01410.1	AA32G00191
OG0003905	Sp7g19760.1	AA6G00240, AA57G00365
OG0003906	Sp3g11290.1	AA26G00029
OG0003908	Sp1g20380.1, Sp5g26420.1	AA31G00063
OG0003909	Sp5g30690.1	AA31G00397
OG0003910	Sp5g23440.1, Sp5g23450.1	AA38G00104
OG0003911	Sp1g13230.1	AA14G00074
OG0003912	Sp2g21160.1	AA39G00112
OG0003913	Sp3g16210.1	AA26G00480
OG0003914	Sp4g19710.1, Sp5g08790.1	AA62G00067
OG0003916	Sp7g29890.1	AA48G00017
OG0003917	Sp2g18210.1, SpUn1356_0010.1	AA27G00008
OG0003918	Sp4g22750.1, Sp5g06310.1	AA61G00094
OG0003919	Sp4g05960.1, Sp7g30770.1	AA32G01057
OG0003920	Sp4g13460.1	AA32G00623
OG0003921	Sp5g35840.1, Sp7g19260.1	AA89G00022
OG0003922	Sp6g21930.1	AA16G00111
OG0003924	SpUn0030_0090.1, Sp3g31740.1, Sp7g34240.1	AA30G00168
OG0003925	Sp4g17550.1, Sp1g28410.1	AA6G00184, AA53G00235
OG0003926	Sp5g09440.1	AA18G00016
OG0003927	Sp2g28660.1	AA4G00278
OG0003928	Sp5g02150.1	AA87G00001, AA149G00008, AA61G00482, AA60G00197
OG0003930	Sp7g15670.1, Sp2g11050.1	AA56G00061
OG0003931	Sp1g37010.1	AA2G00131
OG0003931	Sp3g17770.1	AA26G00646
OG0003932	Sp7g18380.1	AA57G00234
OG0003934	Sp3g04260.1, Sp3g03980.1, Sp3g04000.1	AA10G00107
OG0003935	Sp7g34120.1, Sp3g31610.1	AA33G00151
OG0003936	Sp5g03260.1, Sp4g26170.1	AA21G00174
OG0003938	SpUn0004_0010.1, Sp1g07610.1	AA218G00005
OG0003939	Sp4g26040.1	AA21G00162
OG0003940	Sp3g13220.1	AA26G00212
OG0003940	Sp1g39810.1	AA15G00100
OG0003941	Sp3g32070.1	AA33G00122
OG0003943	Sp6g17940.1	AA25G00139, AA25G00143, AA25G00138
OG0003945	Sp5g31110.1	AA31G00361
OG0003945	Sp1g17970.1	AA39G00273
OG0003947	Sp1g17450.1	AA39G00234
OG0003948	Sp2g07680.1	AA3G00236
OG0003950	Sp7g26010.1	AA44G00607
OG0003951	Sp2g21460.1	AA40G00172
OG0003951	Sp3g04880.1	AA10G00020
OG0003953	Sp4g09710.1, SpUn0100_0010.1, SpUn0012_0120.1, SpUn0518_0010.1	AA32G00933
OG0003954	Sp4g05920.1	AA32G01059
OG0003955	Sp7g18180.1	AA57G00219
OG0003958	Sp6g14530.1, Sp7g23600.1	AA136G00009
OG0003960	Sp6g12760.1, Sp7g22920.1	AA131G00039
OG0003961	Sp2g09220.1	AA65G00069, AA65G00068
OG0003962	Sp6g09410.1, Sp6g09370.1	AA1G00076
OG0003963	Sp2g22110.1, Sp4g04910.1, Sp6g32300.1	AA44G00380
OG0003964	Sp4g18990.1	AA60G00123
OG0003965	Sp5g13290.1, Sp2g26660.1	AA4G00093
OG0003966	Sp4g17920.1	AA9G00166
OG0003967	Sp7g31930.1	AA118G00029
OG0003968	Sp5g23650.1	AA32G01046
OG0003969	Sp1g25330.1	AA54G00356
OG0003970	Sp6g22080.1	AA8G00329
OG0003972	Sp1g11680.1	AA65G00339
OG0003974	Sp7g02440.1, Sp7g02430.1	AA9G00031
OG0003975	Sp1g41270.1, SpUn0748_0010.1	AA15G00274
OG0003975	Sp3g11550.1	AA26G00055
OG0003976	Sp7g34010.1	AA30G00143
OG0003977	Sp4g27830.1	AA21G00316
OG0003977	Sp5g02190.1	AA61G00477
OG0003978	Sp5g34420.1	AA31G00797
OG0003979	Sp6g13610.1, Sp7g23250.1	AA80G00019
OG0003980	Sp2g01210.1, Sp6g06720.1	AA314G00005
OG0003981	Sp7g19530.1	AA57G00344
OG0003982	SpUn0002_0300.1	AA53G00364
OG0003982	SpUn0575_0010.1, Sp1g07550.1, Sp6g14010.1	AA88G00009
OG0003983	Sp1g09370.1, Sp2g03900.1	AA53G00497
OG0003984	Sp4g23130.1, Sp5g06070.1	AA61G00117
OG0003985	Sp3g13520.1	AA30G00024, AA26G00240
OG0003986	Sp5g03550.1	AA61G00344
OG0003988	Sp6g39350.1	AA19G00242
OG0003989	Sp7g11570.1	AA87G00353, AA87G00356, AA34G00017, AA87G00355, AA87G00354
OG0003990	Sp1g14200.1, Sp6g02240.1	AA32G00266
OG0003991	Sp4g14620.1, Sp1g03480.1	AA19G00088
OG0003993	Sp3g29800.1, Sp3g29780.1, Sp3g29790.1	AA61G00247, AA123G00003
OG0003994	Sp1g07540.1	AA40G00082
OG0003995	Sp2g18770.1	AA32G01189
OG0003995	Sp3g00200.1	AA10G00158
OG0003996	Sp7g28100.1	AA102G00169
OG0003997	Sp7g21050.1	AA57G00493
OG0003997	Sp6g05610.1	AA3G00004
OG0003999	Sp7g00890.1	AA87G00105, AA87G00078
OG0004000	Sp3g15270.1	AA26G00394
OG0004001	Sp4g01490.1	AA46G00136
OG0004002	Sp7g14920.1, Sp7g14930.1	AA53G00327
OG0004004	Sp6g16370.1	AA11G00023
OG0004005	Sp3g03540.1	AA10G00150
OG0004005	Sp2g20090.1	AA40G00032
OG0004006	Sp7g33370.1	AA30G00084
OG0004008	Sp4g13550.1	AA32G00616
OG0004009	Sp7g34630.1	AA30G00211
OG0004010	Sp2g03400.1, Sp2g03390.1	AA53G00533
OG0004011	Sp1g38190.1, Sp3g19070.1	AA2G00211
OG0004013	Sp6g33930.1	AA44G00219
OG0004013	Sp7g31270.1	AA430G00002
OG0004014	Sp6g08740.1	AA168G00006
OG0004015	Sp4g21340.1	AA60G00236
OG0004016	Sp7g18320.1	AA57G00229
OG0004017	Sp6g03560.1	AA32G00358
OG0004017	Sp6g03980.1	AA6G00220
OG0004018	Sp6g30070.1, Sp2g18980.1	AA32G01209
OG0004019	Sp7g23380.1, Sp6g13850.1	AA41G00007
OG0004020	Sp4g20960.1, Sp5g08220.1	AA139G00012
OG0004022	Sp7g26530.1	AA102G00015
OG0004022	Sp3g33660.1	AA33G00316
OG0004024	Sp3g04400.1	AA10G00079
OG0004024	Sp2g20920.1	AA40G00118
OG0004025	Sp6g25400.1	AA40G00225
OG0004025	Sp3g05120.1	AA29G00011
OG0004026	Sp6g13550.1	AA41G00028
OG0004027	Sp4g18220.1, Sp1g00680.1	AA1G00087
OG0004028	Sp4g12320.1	AA32G00738
OG0004029	Sp6g21770.1	AA8G00350
OG0004031	Sp1g36290.1	AA2G00079
OG0004031	Sp3g17040.1	AA26G00575
OG0004032	Sp6g17320.1, Sp7g24670.1	AA10G00433
OG0004033	Sp2g13600.1	AA46G00192, AA53G00697
OG0004034	Sp1g25690.1	AA54G00396
OG0004036	Sp6g02190.1, Sp6g02200.1	AA32G00262
OG0004037	Sp1g36930.1	AA2G00127
OG0004038	Sp3g16980.1	AA26G00566
OG0004038	Sp1g36240.1	AA2G00074
OG0004039	Sp4g18090.1	AA46G00078, AA46G00080
OG0004041	Sp1g06570.1	AA287G00004
OG0004042	Sp1g35640.1, Sp3g16310.1	AA26G00490
OG0004043	Sp5g34553.1	AA31G00813
OG0004045	Sp6g41030.1	AA19G00439
OG0004045	Sp3g07250.1	AA29G00210
OG0004046	Sp6g07570.1, Sp5g29520.1	AA31G00512
OG0004047	Sp6g21110.1, Sp5g15110.1	AA16G00039
OG0004048	Sp7g25950.1, Sp6g15000.1	AA77G00015
OG0004049	Sp7g16860.1	AA74G00030
OG0004049	Sp6g24000.1	AA8G00153
OG0004051	Sp2g13050.1, Sp1g13340.1	AA14G00088
OG0004054	Sp7g25850.1	AA11G00111
OG0004056	Sp5g04820.1	AA61G00228
OG0004056	Sp4g24390.1	AA21G00013
OG0004057	Sp2g17650.1, Sp7g02310.1	AA9G00041
OG0004059	Sp5g03580.1	AA61G00342
OG0004059	Sp4g25580.1	AA21G00130
OG0004060	Sp1g01760.1	AA7G00021, AA7G00020
OG0004061	Sp2g12870.1	AA53G00624
OG0004062	Sp5g35330.1	AA31G00882
OG0004063	Sp6g25270.1	AA40G00210
OG0004064	Sp3g10740.1	AA81G00005
OG0004065	Sp4g26290.1	AA21G00185
OG0004066	Sp6g34770.1	AA44G00144
OG0004067	Sp3g00050.1	AA32G01208
OG0004068	Sp5g31330.1, Sp1g18170.1	AA39G00290
OG0004069	Sp5g18650.1	AA74G00008
OG0004069	Sp6g23700.1	AA8G00183
OG0004070	Sp5g33310.1	AA39G00425
OG0004071	Sp3g12540.1	AA26G00149
OG0004072	Sp1g19020.1	AA39G00352
OG0004072	Sp5g32270.1	AA31G00262
OG0004073	Sp7g37210.1	AA20G00079
OG0004073	Sp4g00140.1	AA46G00017
OG0004074	Sp4g26340.1, Sp5g31310.1, SpUn0523_0010.1	AA21G00187
OG0004075	Sp7g18220.1, Sp3g16220.1	AA26G00481
OG0004076	Sp2g08530.1	AA32G00410
OG0004077	Sp5g25000.1	AA38G00091
OG0004079	Sp6g36360.1	AA76G00002
OG0004080	Sp6g22660.1	AA72G00021
OG0004082	Sp5g04260.1	AA61G00280
OG0004083	Sp7g22340.1	AA31G00046
OG0004084	Sp7g13020.1	AA87G00224
OG0004085	Sp1g20650.1, Sp5g25910.1, Sp5g26100.1	AA39G00514
OG0004086	Sp3g05010.1	AA10G00008
OG0004091	Sp1g35170.1, Sp1g35150.1	AA18G00222
OG0004092	Sp1g26680.1	AA30G00033
OG0004093	Sp1g17980.1	AA39G00274
OG0004093	Sp5g31120.1	AA31G00360
OG0004094	Sp3g14400.1	AA26G00310
OG0004095	Sp7g13300.1, Sp1g24320.1	AA155G00003
OG0004096	Sp1g22840.1	AA39G00695
OG0004097	Sp4g20600.1	AA255G00008, AA255G00006
OG0004097	Sp5g10500.1	AA852G00001
OG0004098	Sp6g17680.1	AA92G00002
OG0004105	Sp5g35070.1	AA31G00863
OG0004105	Sp1g14160.1	AA37G00159
OG0004115	Sp4g13750.1	AA23G00012, AA113G00005, AA32G00601
OG0004117	Sp3g00440.1	AA40G00090, AA32G01166, AA60G00082
OG0004118	Sp4g27690.1, Sp5g02260.1	AA21G00298
OG0004119	Sp2g01470.1	AA53G01382
OG0004119	Sp1g11300.1	AA65G00308
OG0004120	Sp6g38790.1	AA19G00198
OG0004121	Sp6g06780.1	AA13G00134, AA54G00231
OG0004123	Sp5g29470.1	AA31G00517
OG0004124	Sp1g27720.1	AA53G00103, AA53G00102, AA53G00115, AA53G00114
OG0004126	Sp3g10770.1	AA475G00001
OG0004127	Sp4g25920.1, Sp5g03310.1	AA19G00048
OG0004128	Sp2g20350.1	AA40G00055
OG0004128	Sp3g03920.1	AA10G00126
OG0004129	Sp7g36910.1	AA20G00050
OG0004129	Sp4g00460.1	AA46G00054
OG0004130	Sp1g23520.1	AA39G00776
OG0004131	Sp6g20690.1	AA1G00153
OG0004133	Sp1g21350.1	AA39G00571
OG0004134	Sp3g01150.1	AA10G00396
OG0004135	Sp1g19460.1	AA39G00397
OG0004136	Sp1g34920.1	AA18G00202
OG0004137	Sp6g32340.1	AA44G00375
OG0004144	Sp4g17130.1, Sp1g26520.1	AA30G00017
OG0004146	Sp3g06950.1	AA29G00186
OG0004147	Sp5g00290.1, Sp2g21620.1	AA61G00654
OG0004148	Sp5g24250.1	AA459G00002
OG0004148	Sp7g27800.1	AA102G00140
OG0004149	Sp5g13930.1	AA96G00073
OG0004150	Sp1g31520.1	AA54G00062, AA188G00004
OG0004151	Sp2g21870.1, Sp2g21880.1	AA12G00105
OG0004153	Sp5g22720.1, Sp7g08320.1	AA3G00178
OG0004155	Sp2g30160.1	AA8G00070
OG0004156	Sp5g01760.1	AA61G00517
OG0004160	Sp2g15910.1, Sp1g11430.1	AA65G00316
OG0004162	Sp5g16580.1	AA72G00026
OG0004163	Sp2g05180.1, Sp6g17550.1	AA25G00106
OG0004164	SpUn0863_0010.1, Sp3g10300.1, Sp6g31430.1	AA44G00466
OG0004166	Sp5g10720.1	AA1G00114
OG0004167	Sp5g10300.1	AA61G00678
OG0004168	Sp2g04650.1	AA53G00450
OG0004169	Sp1g08120.1	AA42G00008, AA42G00003
OG0004170	SpUn0027_0080.1, Sp3g22600.1	AA179G00004
OG0004171	Sp1g02450.1, Sp6g03370.1	AA32G00347
OG0004172	Sp7g22670.1	AA31G00016
OG0004173	Sp6g36500.1	AA119G00017
OG0004174	Sp1g25390.1	AA54G00362, AA54G00364
OG0004175	Sp5g32730.1	AA31G00213, AA31G00214
OG0004177	Sp1g23390.1	AA134G00013
OG0004178	Sp2g27140.1	AA4G00141
OG0004180	Sp5g09660.1	AA57G00140
OG0004181	Sp3g17630.1, Sp1g36790.1	AA2G00111
OG0004182	Sp6g11430.1, Sp3g28740.1	AA123G00078
OG0004183	Sp2g29580.1	AA8G00020
OG0004186	Sp3g12760.1	AA15G00126, AA638G00001, AA26G00166
OG0004187	Sp6g41220.1, Sp4g20980.1	AA139G00014
OG0004188	Sp2g28740.1	AA37G00029, AA4G00284
OG0004189	Sp3g22780.1	AA169G00011
OG0004190	Sp5g04960.1	AA61G00213
OG0004191	Sp2g27720.1	AA4G00200
OG0004192	Sp6g02290.1	AA32G00271
OG0004193	Sp2g20810.1	AA40G00105
OG0004194	Sp2g23540.1	AA5G00248
OG0004195	Sp4g28660.1	AA21G00393
OG0004196	Sp6g18820.1	AA44G00677
OG0004196	Sp7g29340.1	AA102G00299
OG0004197	Sp7g01330.1	AA87G00111
OG0004197	Sp2g16730.1	AA53G01003
OG0004198	Sp3g13420.1	AA26G00230
OG0004199	Sp7g32120.1	AA118G00073
OG0004200	Sp3g24720.1	AA110G00013
OG0004202	Sp1g37640.1, Sp3g18550.1	AA2G00202
OG0004203	Sp5g31020.1	AA31G00367
OG0004204	Sp5g00210.1	AA61G00663
OG0004205	Sp5g05200.1	AA61G00193
OG0004206	Sp3g06170.1	AA5G00328, AA29G00107
OG0004206	Sp1g35110.1	AA18G00218
OG0004207	Sp4g14010.1	AA32G00512
OG0004208	Sp7g14300.1	AA18G00158
OG0004208	Sp3g14920.1	AA26G00361
OG0004210	Sp6g32070.1	AA44G00407
OG0004211	Sp3g08640.1	AA19G00174
OG0004213	Sp5g02430.1	AA61G00457
OG0004214	Sp5g02720.1	AA61G00430, AA61G00427
OG0004215	Sp7g14820.1, Sp3g15340.1	AA26G00399
OG0004216	Sp1g11130.1	AA65G00298
OG0004217	Sp5g07240.1	AA70G00011
OG0004218	Sp6g22580.1	AA72G00014
OG0004219	Sp4g27240.1, SpUn0031_0080.1	AA21G00262
OG0004220	Sp4g28280.1	AA21G00358, AA622G00002
OG0004221	Sp7g03030.1, Sp2g18130.1	AA90G00050
OG0004222	Sp7g00300.1	AA87G00035
OG0004223	Sp6g03100.1	AA32G00323
OG0004225	Sp1g11000.1	AA65G00287
OG0004226	Sp4g10090.1	AA32G00956
OG0004227	Sp3g04660.1	AA10G00042
OG0004228	Sp1g36040.1, Sp3g16510.1	AA26G00510
OG0004229	Sp7g02270.1	AA9G00043
OG0004229	Sp2g17550.1	AA53G01081
OG0004230	Sp1g34930.1	AA18G00203
OG0004231	Sp1g23210.1	AA39G00728
OG0004232	Sp1g38320.1	AA2G00223
OG0004233	Sp3g19230.1, Sp3g19250.1, Sp3g19240.1	AA26G00773
OG0004236	Sp7g06890.1	AA27G00220
OG0004237	Sp6g35870.1	AA157G00006, AA157G00005
OG0004238	Sp6g25500.1, Sp6g25510.1	AA40G00235
OG0004239	Sp1g22150.1	AA87G00026
OG0004240	Sp4g12840.1	AA32G00675
OG0004241	Sp3g22890.1	AA39G00042
OG0004242	Sp5g12420.1	AA13G00115
OG0004243	Sp3g32860.1	AA33G00231
OG0004244	Sp6g31720.1	AA44G00438
OG0004245	Sp7g37350.1	AA20G00104
OG0004246	Sp3g10060.1	AA52G00061, AA32G00942, AA2971G00001
OG0004248	Sp2g05000.1	AA53G00425
OG0004249	Sp5g17570.1	AA24G00005
OG0004250	Sp1g18810.1	AA39G00342, AA39G00337
OG0004250	Sp5g31980.1	AA31G00288
OG0004251	Sp4g03280.1	AA22G00110
OG0004252	Sp7g31420.1, Sp3g05980.1	AA123G00119
OG0004254	Sp3g04840.1	AA10G00026
OG0004255	Sp1g01820.1, Sp6g02340.1	AA32G00273
OG0004256	Sp2g01300.1	AA53G01372
OG0004257	Sp4g10320.1	AA4G00199, AA32G00922
OG0004258	Sp4g18330.1	AA60G00184
OG0004260	Sp6g03630.1	AA6G00211
OG0004260	Sp7g19170.1	AA57G00312, AA105G00016
OG0004261	Sp1g26110.1	AA54G00423
OG0004263	Sp7g03160.1, Sp3g18510.1	AA26G00718
OG0004264	Sp1g25410.1	AA123G00164, AA123G00163
OG0004265	Sp5g11800.1	AA13G00072
OG0004266	Sp2g05650.1	AA65G00010
OG0004267	Sp6g25110.1, Sp3g04950.1	AA10G00014
OG0004268	Sp1g29690.1, Sp7g17090.1	AA54G00123
OG0004270	Sp1g41070.1	AA15G00208
OG0004271	Sp1g33850.1	AA64G00024
OG0004272	Sp3g33900.1	AA33G00331
OG0004272	Sp7g26330.1	AA228G00020
OG0004273	Sp2g22540.1, Sp2g06120.1, Sp6g32740.1	AA44G00333, AA44G00332
OG0004274	Sp7g01780.1, Sp2g17070.1	AA53G01039
OG0004275	Sp3g21590.1	AA78G00018
OG0004275	Sp7g11590.1	AA87G00352
OG0004276	Sp1g08260.1	AA65G00017
OG0004277	Sp6g34940.1, Sp2g24365.1	AA44G00066
OG0004278	SpUn1854_0010.1, SpUN1596_0010.1	AA27G00071
OG0004279	Sp3g21270.1	AA17G00144
OG0004280	Sp7g07070.1	AA644G00002
OG0004281	Sp7g23560.1	AA284G00001
OG0004281	Sp6g14450.1	AA55G00034
OG0004282	Sp2g24150.1	AA5G00193
OG0004283	Sp3g10290.1	AA455G00001, AA390G00004, AA369G00004, AA369G00005, AA137G00003, AA137G00006
OG0004284	Sp5g24410.1	AA61G00048
OG0004285	Sp4g17260.1	AA721G00002
OG0004287	Sp7g17580.1, Sp3g17870.1	AA40G00641
OG0004289	Sp1g06270.1	AA663G00001
OG0004290	Sp7g23920.1	AA93G00010, AA93G00008, AA93G00009, AA81G00027
OG0004291	Sp2g15240.1	AA53G00838
OG0004292	Sp6g20930.1	AA1G00158
OG0004293	Sp3g11460.1	AA26G00047
OG0004293	Sp1g41330.1	AA15G00286
OG0004294	Sp1g38150.1	AA2G00210
OG0004296	Sp1g40270.1	AA15G00138
OG0004297	Sp4g01530.1, Sp7g10130.1	AA30G00318
OG0004298	Sp4g29890.1	AA21G00556
OG0004298	Sp5g00520.1	AA61G00627, AA163G00006
OG0004299	Sp1g37110.1, Sp3g17840.1	AA26G00652
OG0004302	Sp7g16120.1	AA57G00074
OG0004302	Sp2g11400.1	AA56G00027
OG0004303	Sp1g12690.1	AA14G00036
OG0004304	Sp4g07290.1, Sp6g13180.1, Sp1g13190.1	AA14G00071
OG0004306	Sp6g30010.1	AA32G01206, AA40G00669
OG0004308	Sp3g09700.1, Sp3g13570.1	AA52G00015, AA52G00010
OG0004310	Sp1g39780.1	AA1268G00001, AA54G00332
OG0004312	Sp4g22590.1	AA29G00253
OG0004313	Sp7g02320.1	AA9G00040
OG0004313	Sp2g17640.1	AA53G01088
OG0004314	Sp3g18790.1	AA26G00737
OG0004315	Sp3g32610.1, Sp7g27760.1	AA102G00136
OG0004317	Sp4g20400.1	AA68G00015
OG0004318	Sp4g15110.1	AA32G00494
OG0004319	Sp1g15250.1	AA39G00015
OG0004320	Sp7g01640.1, Sp2g17010.1	AA53G01033
OG0004321	Sp4g27480.1	AA21G00283
OG0004322	Sp1g20080.1	AA39G00447
OG0004323	Sp1g13000.1	AA32G00571
OG0004324	Sp1g34020.1, Sp1g34010.1	AA710G00002
OG0004325	Sp1g40460.1	AA15G00157
OG0004326	Sp3g33370.1	AA19G00205, AA33G00279, AA47G00037
OG0004327	Sp5g33000.1	AA31G00189, AA39G00406
OG0004328	Sp4g27280.1, SpUn0031_0040.1	AA21G00267
OG0004329	Sp5g00880.1	AA61G00596
OG0004330	Sp1g03770.1, Sp4g15220.1	AA32G00499
OG0004331	Sp4g27150.1	AA21G00255
OG0004334	Sp7g36440.1	AA20G00004, AA20G00005
OG0004335	Sp3g14950.1	AA26G00364
OG0004336	Sp5g10470.1	AA215G00007
OG0004337	Sp4g22370.1	AA29G00273
OG0004338	Sp6g21400.1	AA97G00025
OG0004339	Sp6g01180.1	AA118G00070
OG0004345	Sp4g23980.1	AA19G00473
OG0004351	Sp3g08780.1, Sp6g38290.1	AA12G00165
OG0004352	Sp4g26730.1	AA21G00216
OG0004353	Sp7g12660.1	AA87G00259
OG0004354	Sp1g17160.1	AA39G00208
OG0004355	Sp2g12920.1	AA53G00629
OG0004356	Sp6g15420.1	AA61G00188
OG0004357	Sp3g13210.1, Sp1g39820.1	AA15G00101
OG0004361	Sp5g22380.1, Sp6g04870.1, Sp5g22360.1	AA102G00237
OG0004363	Sp2g11390.1	AA56G00028
OG0004363	Sp7g16090.1	AA57G00077
OG0004364	Sp1g38950.1	AA15G00313
OG0004365	Sp5g13950.1	AA96G00071, AA5G00036
OG0004367	Sp1g39040.1, Sp3g14260.1	AA26G00301
OG0004368	Sp2g03350.1	AA53G00535
OG0004369	Sp6g26910.1	AA40G00377
OG0004372	Sp2g24490.1	AA44G00050
OG0004373	Sp3g17780.1	AA26G00647
OG0004374	Sp6g23190.1	AA24G00031, AA24G00032, AA8G00237
OG0004375	Sp3g14850.1	AA26G00351
OG0004376	Sp2g23660.1	AA5G00239
OG0004377	Sp6g06010.1	AA3G00028
OG0004378	Sp1g25080.1	AA54G00333
OG0004379	Sp2g18660.1, Sp3g23080.1	AA1614G00001
OG0004380	SpUn1032_0010.1	AA21G00024
OG0004381	Sp5g08050.1	AA63G00001, AA61G00337
OG0004382	Sp6g00010.1	AA32G00003
OG0004382	SpUn0781_0010.1, Sp1g00140.1	AA1G00138
OG0004384	Sp2g14860.1	AA53G00801
OG0004386	Sp5g31580.1	AA31G00322
OG0004387	Sp4g01130.1	AA46G00112
OG0004389	Sp5g24200.1	AA73G00019
OG0004391	Sp2g12060.1	AA251G00002
OG0004392	Sp1g23410.1	AA39G00756
OG0004393	Sp5g22290.1	AA39G00767, AA176G00005
OG0004394	Sp6g07970.1	AA9G00178
OG0004394	Sp1g29520.1	AA54G00132
OG0004395	Sp6g20920.1	AA16G00013, AA1G00159
OG0004396	Sp2g16690.1	AA53G00999, AA88G00015
OG0004397	Sp5g24810.1, Sp3g28750.1	AA38G00110, AA394G00006, AA82G00025
OG0004399	Sp6g06570.1	AA3G00064
OG0004400	Sp5g04660.1	AA61G00240
OG0004402	Sp6g01160.1	AA32G00137, AA32G00164, AA32G00163
