Orthogroup	Thellungiella_parvula	Camelina_sativa
OG0003522	Sp7g35910.1	Csa11g003100, Csa12g003130
OG0003524	Sp7g28900.1	Csa10g011470, Csa11g012330, Csa12g016080
OG0003524	Sp4g03300.1	Csa16g045940, Csa09g088460
OG0003525	Sp2g24660.1	Csa02g068430, Csa11g097270, Csa18g034800
OG0003525	Sp7g06190.1	Csa20g010090, Csa08g056730
OG0003526	Sp7g25540.1	Csa11g016490, Csa12g023190, Csa10g015230
OG0003526	Sp5g19380.1	Csa05g067180, Csa00512s050, Csa07g019820
OG0003527	Sp1g14330.1	Csa14g020150, Csa17g021610
OG0003527	Sp5g34830.1	Csa16g049440, Csa09g094040, Csa07g058900
OG0003529	Sp3g03220.1	Csa19g006510
OG0003529	Sp6g25840.1	Csa13g021380, Csa08g010990, Csa20g026870
OG0003530	Sp1g21190.1	Csa17g030940
OG0003530	Sp5g25440.1	Csa16g031910, Csa09g071540, Csa07g037140
OG0003531	Sp3g04370.1	Csa01g006380, Csa15g006850
OG0003531	Sp1g07700.1	Csa19g007940
OG0003532	Sp5g07160.1	Csa09g066270
OG0003533	Sp1g04400.1	Csa17g008890, Csa14g006850, Csa03g006920
OG0003534	Sp2g16500.1, Sp2g16510.1	Csa06g007320, Csa04g015230, Csa09g014220, Csa09g014240, Csa04g015260, Csa04g015270, Csa06g007360, Csa09g014250, Csa06g007350
OG0003535	Sp7g29100.1	Csa12g015890, Csa10g011290
OG0003535	Sp4g03400.1	Csa16g046020
OG0003536	Sp6g27840.1	Csa20g024010, Csa20g024020, Csa13g019130, Csa08g008470
OG0003537	Sp1g35380.1	Csa03g053230
OG0003537	Sp3g15890.1	Csa15g024010, Csa19g024910, Csa01g020470
OG0003538	Sp1g12270.1	Csa17g018960, Csa14g016600, Csa03g017420
OG0003538	Sp2g14690.1	Csa09g007220, Csa06g004790, Csa04g009470
OG0003539	Sp4g22490.1	Csa06g044480, Csa04g054400
OG0003539	Sp5g06550.1	Csa09g068150, Csa04g042360, Csa06g030660
OG0003540	Sp1g08890.1	Csa06g028580, Csa15g022920, Csa19g023860
OG0003542	Sp3g02900.1	Csa00511s130, Csa02g012870, Csa02g012860, Csa08g047330, Csa08g047270
OG0003543	Sp1g37540.1	Csa14g059050, Csa17g088460
OG0003543	Sp3g18420.1	Csa26713s010, Csa01g023470, Csa15g030600
OG0003544	Sp7g21870.1	Csa11g020950, Csa12g030510, Csa10g019150
OG0003544	Sp6g06450.1	Csa08g043090, Csa02g021780, Csa13g048110
OG0003545	Sp1g20720.1	Csa14g030540, Csa17g030390, Csa03g027180
OG0003546	Sp2g14450.1	Csa04g009110, Csa09g006850, Csa04g009180
OG0003547	SpUn0225_0010.1	Csa12g063000, Csa11g041490, Csa10g033290
OG0003548	Sp4g19840.1	Csa06g040250, Csa05g016330, Csa04g051100
OG0003548	Sp5g08690.1	Csa09g062090
OG0003549	Sp4g28180.1	Csa05g003080, Csa04g065150, Csa06g052550
OG0003549	Sp5g01880.1	Csa07g003270, Csa05g093550
OG0003550	Sp2g17250.1	Csa09g019780, Csa06g009710, Csa09g034450, Csa09g019770, Csa06g009700, Csa04g016690, Csa17g097160, Csa20g026090
OG0003551	Sp5g12410.1	Csa09g052370, Csa04g035200, Csa06g023700
OG0003552	Sp6g06090.1	Csa08g043610, Csa02g020220, Csa13g048530
OG0003553	Sp6g36210.1	Csa08g057820, Csa13g008670, Csa20g008970
OG0003553	Sp3g10260.1	Csa01g013140, Csa15g015920, Csa19g016240
OG0003554	Sp7g25130.1	Csa11g016990
OG0003554	Sp6g16630.1	Csa18g025960, Csa02g055940
OG0003555	Sp4g16330.1	Csa05g021330, Csa16g007180, Csa07g007370, Csa14g036480
OG0003555	Sp1g24920.1	Csa17g040720, Csa14g036510, Csa03g032080
OG0003556	Sp7g24490.1	Csa10g016320, Csa12g025410, Csa11g017800
OG0003556	Sp6g17860.1	Csa02g058880
OG0003557	Sp3g00550.1	Csa19g001430, Csa00532s270
OG0003557	Sp6g29310.1	Csa13g017560, Csa08g006790, Csa20g021270
OG0003558	Sp7g24500.1	Csa11g089320, Csa02g058870, Csa18g028620, Csa10g016310, Csa11g017780
OG0003559	Sp6g02650.1	Csa02g006010, Csa08g050660, Csa28475s010, Csa13g054410
OG0003561	Sp5g27430.1	Csa07g039430
OG0003561	Sp1g40370.1	Csa14g064540, Csa03g061200
OG0003562	Sp6g17300.1	Csa02g057890, Csa11g088570, Csa18g026830
OG0003562	Sp6g17290.1	Csa02g057870
OG0003563	Sp5g29860.1	Csa09g079330
OG0003564	Sp1g39990.1	Csa14g064030, Csa03g060730
OG0003565	Sp7g17100.1	Csa12g049660, Csa11g032590, Csa10g028410
OG0003566	Sp3g30580.1	Csa01g032640, Csa15g074310, Csa19g054040
OG0003567	Sp3g33200.1	Csa01g044670, Csa19g049040
OG0003568	Sp2g07840.1	Csa20g066910, Csa11g071910, Csa18g010840, Csa20g066900, Csa11g071920, Csa20g066890, Csa11g071930
OG0003569	Sp5g09960.1	Csa09g059380, Csa04g038130
OG0003569	Sp4g18080.1	Csa01g003690, Csa05g018280
OG0003570	Sp1g36500.1	Csa03g055500
OG0003570	Sp3g17240.1	Csa19g026670
OG0003572	Sp5g28670.1	Csa16g030460, Csa03g022180, Csa17g024130, Csa14g023630, Csa16g036240, Csa09g078040, Csa07g040700
OG0003573	Sp1g20940.1	Csa17g030640, Csa14g030750
OG0003573	Sp1g20930.1, Sp1g20960.1, Sp1g20950.1	Csa14g030760, Csa03g027400
OG0003574	Sp3g20190.1	Csa15g038050, Csa19g031670, Csa01g025680
OG0003574	Sp7g13050.1	Csa10g031450, Csa11g036950, Csa12g056730
OG0003575	Sp4g03040.1	Csa09g086840, Csa16g044270, Csa07g052610, Csa07g063640, Csa08g002900
OG0003576	Sp2g09150.1	Csa10g016980, Csa11g018490
OG0003577	Sp4g11040.1	Csa02g022970, Csa08g035080, Csa16g016960, Csa05g038490, Csa07g016390
OG0003578	Sp1g34440.1	Csa03g051040, Csa17g072810, Csa14g051180
OG0003578	Sp4g06500.1	Csa07g057210, Csa09g092380
OG0003579	Sp1g12780.1	Csa03g018120
OG0003579	Sp2g13850.1	Csa06g002750, Csa09g004980, Csa04g008230
OG0003580	Sp1g17350.1	Csa03g023280, Csa14g024780, Csa17g025290
OG0003580	Sp5g30390.1	Csa09g079820, Csa16g039130, Csa07g046660
OG0003581	Sp3g17160.1	Csa19g026560, Csa15g026780, Csa01g022070
OG0003581	Sp1g36380.1	Csa17g083230, Csa03g055390, Csa14g055730
OG0003582	Sp6g01590.1	Csa02g004830, Csa13g055600, Csa08g052810
OG0003583	Sp4g20710.1, Sp4g20700.1	Csa05g015090, Csa06g041180, Csa06g041190, Csa05g015080
OG0003584	Sp4g05100.1	Csa10g009910
OG0003584	Sp7g30300.1	Csa07g056640, Csa16g047250, Csa09g091800
OG0003585	Sp6g33100.1	Csa20g015660, Csa13g012120, Csa08g054170
OG0003585	Sp2g28370.1	Csa02g074550, Csa18g039360, Csa11g102770
OG0003586	Sp6g33580.1	Csa08g054820, Csa13g011520
OG0003586	Sp2g27750.1	Csa11g101810, Csa02g074090, Csa18g038340
OG0003587	Sp7g13740.1	Csa02g017570, Csa10g030660
OG0003588	Sp1g18980.1	Csa00578s050, Csa14g026690, Csa03g025260
OG0003589	Sp6g23690.1	Csa13g024720, Csa08g014620
OG0003589	Sp5g18490.1	Csa06g015300
OG0003590	Sp3g06890.1	Csa01g009050
OG0003590	Sp3g11740.1	Csa15g017650
OG0003591	Sp1g24230.1	Csa14g035650, Csa17g037850
OG0003592	Sp2g19840.1, SpUn0021_0010.1	Csa05g035770, Csa05g035760, Csa16g016400, Csa07g015840, Csa18g018910, Csa02g035740, Csa11g078850
OG0003593	Sp3g12220.1	Csa15g018250, Csa19g020560, Csa01g016430
OG0003594	Sp1g37900.1, Sp5g22480.1	Csa04g059320, Csa05g008830, Csa05g008850, Csa06g048890
OG0003595	Sp1g18230.1	Csa14g025730
OG0003595	Sp5g31360.1	Csa07g047740, Csa09g080920, Csa16g040340
OG0003596	Sp7g35520.1	Csa10g003210, Csa11g003640, Csa12g003480
OG0003597	Sp7g13810.1	Csa10g030550, Csa11g034910, Csa02g017690, Csa02g017700, Csa11g034900, Csa10g030530
OG0003598	Sp3g17140.1	Csa15g026750, Csa01g022030
OG0003598	Sp1g28210.1	Csa03g037090, Csa17g053170
OG0003599	Sp1g41590.1	Csa03g062640, Csa17g095930, Csa12g051380, Csa14g067890
OG0003599	Sp3g11140.1	Csa19g017220, Csa15g016970
OG0003600	Sp7g31470.1	Csa11g009330, Csa10g008480, Csa12g010010
OG0003601	Sp1g35200.1	Csa14g054270
OG0003601	Sp3g15610.1	Csa15g023620, Csa01g020050, Csa19g024550
OG0003602	Sp2g28540.1	Csa02g074330
OG0003602	Sp6g32970.1	Csa08g054050, Csa20g015790
OG0003603	Sp1g17590.1	Csa03g023600, Csa14g025050, Csa17g025580
OG0003604	Sp5g03150.1	Csa16g005900, Csa07g005030
OG0003604	Sp1g41250.1	Csa14g067510, Csa03g062260
OG0003605	Sp4g15600.1	Csa05g023160, Csa16g008010, Csa07g008190
OG0003605	Sp7g11030.1	Csa12g063090, Csa11g041600, Csa10g033370
OG0003606	Sp2g22820.1	Csa35100s010, Csa20g040960, Csa08g019030, Csa13g029190, Csa20g040970
OG0003607	Sp5g04850.1	Csa04g044370, Csa09g070440, Csa06g033680
OG0003608	Sp1g20680.1	Csa03g027140, Csa17g030350
OG0003608	Sp5g25890.1	Csa09g071990
OG0003609	Sp2g09320.1	Csa20g071680
OG0003609	Sp7g18790.1	Csa11g025790
OG0003610	Sp6g05090.1	Csa02g014410
OG0003610	Sp7g20570.1	Csa11g023700, Csa12g034290
OG0003611	Sp3g13200.1	Csa15g019420, Csa19g021670, Csa01g017530
OG0003612	Sp4g08170.1, Sp4g21750.1	Csa09g014500, Csa09g014510, Csa02g057060, Csa05g014040, Csa14g051850, Csa06g043490
OG0003613	Sp1g27110.1	Csa03g034730, Csa14g039300, Csa17g048860, Csa03g034720, Csa14g039280
OG0003614	Sp1g41540.1	Csa03g062600, Csa17g095890, Csa14g067850
OG0003614	Sp3g11240.1	Csa19g018370, Csa15g017110
OG0003615	Sp5g21240.1	Csa07g030220, Csa16g023600, Csa05g075020
OG0003615	Sp7g04610.1	Csa12g074950, Csa10g041060, Csa11g051310
OG0003616	Sp1g08790.1	Csa03g013570, Csa17g013780, Csa14g011650
OG0003617	Sp2g02310.1	Csa09g096930, Csa16g055050
OG0003617	Sp1g10640.1	Csa10g030140, Csa14g014840, Csa03g015670, Csa17g016140
OG0003618	Sp2g16590.1, SpUn0633_0010.1	Csa09g014340, Csa04g015350, Csa06g007450
OG0003619	Sp7g36660.1	Csa10g001910, Csa11g002100, Csa12g001990
OG0003620	Sp1g06900.1	Csa14g009720
OG0003620	Sp4g10420.1	Csa16g051770, Csa05g041350
OG0003621	Sp3g16790.1	Csa01g021630, Csa19g026140, Csa15g026360
OG0003622	Sp5g00670.1	Csa05g001520, Csa06g054170
OG0003623	Sp2g07710.1	Csa03g047360, Csa17g071350, Csa14g049730, Csa20g066770, Csa11g072040, Csa18g010940
OG0003624	Sp5g22810.1	Csa07g033280, Csa16g027750, Csa05g081950
OG0003624	Sp1g23240.1	Csa17g035590, Csa03g030180, Csa14g034530
OG0003625	Sp6g24390.1	Csa08g013790, Csa20g031880, Csa20g031890, Csa13g022950
OG0003626	Sp6g38750.1	Csa08g060510, Csa20g005180, Csa20g005190
OG0003627	Sp1g10540.1	Csa10g014780, Csa12g022650, Csa11g015960, Csa10g014770
OG0003629	Sp7g19180.1	Csa10g022370
OG0003629	Sp6g03670.1	Csa08g049530, Csa13g053340, Csa02g008520
OG0003630	Sp2g11930.1	Csa11g064690, Csa18g002740, Csa20g081510
OG0003631	Sp2g26160.1	Csa02g071370, Csa18g036520, Csa11g099870
OG0003632	Sp7g10060.1	Csa12g065610, Csa11g043080, Csa10g034850
OG0003632	Sp3g22900.1	Csa15g053060, Csa01g031300, Csa15g053010, Csa19g039210
OG0003633	Sp1g18840.1	Csa17g027050, Csa03g025020, Csa14g026360
OG0003634	Sp3g22170.1	Csa01g030340, Csa19g036240
OG0003634	Sp7g10940.1	Csa12g063240, Csa10g033460, Csa11g041720
OG0003635	Sp5g09520.1	Csa09g060000
OG0003635	Sp5g09510.1	Csa04g038750, Csa06g027210, Csa09g060010
OG0003636	Sp6g24960.1	Csa13g022390, Csa20g029120
OG0003636	Sp6g31120.1	Csa13g015370
OG0003637	Sp3g07790.1	Csa15g010840, Csa01g010210
OG0003638	Sp1g34900.1, Sp3g15360.1	Csa19g024110, Csa15g023200, Csa01g019830
OG0003639	Sp1g14560.1	Csa17g021970, Csa03g020140, Csa14g020520, Csa17g021980, Csa03g020150, Csa14g020530, Csa17g021960, Csa14g020510, Csa03g020120
OG0003640	Sp1g36520.1	Csa03g055540
OG0003640	Sp3g17340.1	Csa01g022270, Csa19g026770, Csa15g026980
OG0003641	Sp5g21810.1	Csa16g025390, Csa05g079520, Csa07g031990
OG0003641	Sp7g03910.1	Csa12g086610, Csa11g051990, Csa10g043140
OG0003642	Sp2g16670.1	Csa09g014560, Csa04g015470
OG0003643	Sp7g31310.1	Csa10g008660, Csa11g009520, Csa12g010240
OG0003644	Sp4g22250.1	Csa04g054100, Csa11933s010, Csa05g013020
OG0003645	Sp5g10780.1	Csa00894s030, Csa09g058490
OG0003646	Sp1g03040.1	Csa14g005360, Csa17g007350
OG0003646	Sp2g08570.1	Csa20g068670, Csa11g071140
OG0003647	Sp2g03660.1	Csa09g095440, Csa07g062080
OG0003647	Sp1g09640.1	Csa17g014840, Csa17g014820, Csa14g013650, Csa03g014570
OG0003648	Sp1g11480.1	Csa17g017210, Csa14g015920, Csa03g016740
OG0003648	Sp2g15760.1	Csa04g012210, Csa06g006350, Csa09g011210
OG0003649	Sp7g02880.1	Csa12g082450, Csa11g055080, Csa10g045230, Csa11g055110
OG0003650	Sp1g11610.1	Csa03g016870, Csa17g018360, Csa14g016060
OG0003650	Sp2g15490.1	Csa04g011860
OG0003651	Sp5g24310.1	Csa14g067610, Csa03g062360, Csa03g004990, Csa03g005000, Csa14g005570, Csa17g007390, Csa17g095640
OG0003652	Sp5g01160.1	Csa09g088910, Csa07g054740, Csa16g002410, Csa07g002400, Csa09g039820, Csa06g019500, Csa04g027390, Csa04g026360
OG0003653	Sp2g12750.1	Csa04g002280, Csa04g002340, Csa04g002240, Csa04g002320, Csa04g002250, Csa04g002260, Csa04g002300, Csa09g001270
OG0003654	Sp5g04930.1	Csa09g070180, Csa04g044180, Csa06g033480
OG0003655	Sp5g06510.1	Csa04g042400, Csa09g068190, Csa09g068210, Csa06g030700
OG0003656	Sp6g26370.1	Csa20g026160, Csa11g015160, Csa08g010240, Csa12g020980, Csa11g015150, Csa08g010210, Csa11g015190, Csa13g020740
OG0003657	Sp3g17470.1	Csa06g016670, Csa09g063000, Csa04g022710, Csa09g062970, Csa04g022740
OG0003657	Sp3g17460.1	Csa19g026940, Csa01g022430, Csa15g027160
OG0003658	Sp7g34470.1	Csa10g004410, Csa12g004660, Csa11g004980
OG0003659	Sp4g05260.1, Sp4g27360.1	Csa04g063260, Csa05g003940, Csa06g051720, Csa08g062150, Csa20g002570
OG0003660	Sp5g28790.1	Csa07g040800, Csa09g078150, Csa16g036350
OG0003661	Sp5g24720.1	Csa05g086340, Csa15080s010, Csa16g031040, Csa07g036340
OG0003663	Sp1g08900.1	Csa15g022960, Csa15g038220, Csa07g026110, Csa01g019610, Csa15g022870, Csa19g023820, Csa15g022890, Csa01g019620, Csa19g023840, Csa15g022940, Csa15g022950
OG0003664	Sp7g20250.1	Csa11g024110, Csa10g021110, Csa12g034890
OG0003665	Sp6g34270.1	Csa20g012140, Csa08g055640, Csa13g010720
OG0003666	Sp1g24400.1	Csa13g020890, Csa20g026290, Csa20g026420, Csa20g026270, Csa08g010410, Csa08g010420, Csa20g026280
OG0003670	Sp1g03950.1	Csa03g006450, Csa17g008350
OG0003670	Sp4g14910.1	Csa07g010060, Csa05g024290, Csa16g008830
OG0003671	Sp7g26080.1	Csa12g022460
OG0003671	Sp2g09760.1, Sp3g34170.1	Csa19g047650, Csa15g080950
OG0003672	Sp5g22430.1	Csa16g027300, Csa07g032860, Csa05g081460
OG0003672	Sp5g22410.1	Csa07g032830, Csa16g027280, Csa05g081420
OG0003673	Sp7g11730.1	Csa12g060250, Csa10g032860, Csa12g061480, Csa10g032910, Csa12g061560, Csa12g061550, Csa12g061540
OG0003674	Sp3g00490.1	Csa19g001370, Csa10g042410, Csa00532s210
OG0003675	Sp1g05400.1	Csa17g010090, Csa14g008050, Csa03g010050
OG0003676	Sp5g13470.1	Csa04g033660, Csa09g050600, Csa06g022320
OG0003676	Sp2g26460.1	Csa18g036890, Csa11g100240, Csa02g071790
OG0003677	Sp5g00870.1	Csa16g002060, Csa05g094990, Csa07g002040
OG0003678	Sp3g16290.1	Csa15g024660, Csa01g020940, Csa19g025490
OG0003679	Sp4g08750.1	Csa07g060320, Csa16g050940, Csa22517s010, Csa05g044430
OG0003680	Sp7g17010.1	Csa12g049580
OG0003680	Sp2g12470.1	Csa18g002780, Csa11g064720
OG0003681	Sp6g29150.1	Csa13g017700, Csa08g006930
OG0003682	Sp1g09130.1	Csa04g009730
OG0003683	Sp4g02350.1	Csa16g044960
OG0003684	Sp3g07440.1	Csa19g012410, Csa15g010330, Csa01g009730
OG0003685	Sp3g14180.1, Sp3g14200.1	Csa15g020510, Csa01g018480, Csa19g022670, Csa15g020520
OG0003686	Sp6g23580.1	Csa20g032980
OG0003686	Sp6g23570.1	Csa13g024940, Csa20g032990
OG0003687	Sp3g27810.1	Csa19g044990, Csa15g069910, Csa01g035500, Csa15g069920, Csa01g035520
OG0003688	Sp1g29960.1	Csa17g063290, Csa14g045560
OG0003688	Sp6g08510.1	Csa02g023000
OG0003690	Sp7g37030.1	Csa12g001590, Csa11g001700
OG0003691	Sp4g12360.1	Csa05g034240
OG0003691	Sp1g06050.1	Csa14g008710, Csa17g010680, Csa03g010710
OG0003692	Sp2g25010.1	Csa18g035190, Csa02g069780
OG0003692	Sp6g35560.1	Csa13g009360
OG0003693	Sp7g01990.1	Csa11g083580, Csa18g022820, Csa02g044900
OG0003694	Sp2g27670.1	Csa11g101730, Csa18g038250
OG0003694	Sp6g33660.1	Csa08g054930, Csa20g012910
OG0003695	Sp7g20410.1	Csa12g034650, Csa16554s010
OG0003696	Sp4g17160.1	Csa06g037360, Csa05g020350, Csa04g047160
OG0003696	Sp1g26690.1	Csa03g034140, Csa17g047250
OG0003697	Sp2g24850.1	Csa02g068630, Csa11g097490, Csa18g034990
OG0003698	Sp5g34500.1	Csa09g093670, Csa07g058530
OG0003699	Sp7g21480.1	Csa10g019610, Csa12g032060, Csa11g022520, Csa10g019780, Csa11g022350, Csa12g031860
OG0003701	Sp6g08420.1, Sp6g08410.1	Csa13g043190, Csa02g022950
OG0003703	Sp7g36740.1	Csa10g001840, Csa11g002030, Csa12g001920
OG0003705	Sp6g25610.1	Csa20g027220, Csa08g011300, Csa20g027240
OG0003706	Sp4g23000.1	Csa06g045110
OG0003707	Sp2g01380.1	Csa04g006500, Csa16g055920, Csa07g064590
OG0003707	Sp2g01350.1	Csa11g090420, Csa08g059400, Csa13g007040, Csa04g051010, Csa01g010140, Csa07g064640, Csa16g055940
OG0003708	Sp6g21870.1	Csa30529s010, Csa18g033590, Csa19730s010, Csa11g094150, Csa15642s010, Csa02g067190
OG0003711	Sp1g27810.1	Csa14g042060, Csa17g050480, Csa03g036470
OG0003711	Sp4g17740.1	Csa06g038020, Csa04g047850, Csa05g018740
OG0003712	Sp6g29250.1	Csa13g017620, Csa08g006850, Csa20g021330
OG0003713	Sp7g01760.1	Csa11g057310, Csa12g079930
OG0003714	Sp4g03210.1	Csa16g045870, Csa07g054130, Csa09g088380
OG0003715	Sp6g05690.1	Csa12g033650, Csa10g020030, Csa11g023050, Csa02g016320, Csa13g048940, Csa08g044030
OG0003716	Sp1g27440.1	Csa14g041710, Csa17g049980
OG0003717	Sp4g25690.1	Csa04g061310, Csa06g049840, Csa05g006820
OG0003718	Sp6g34360.1	Csa06g026650, Csa09g059460, Csa04g038190
OG0003720	Sp1g04380.1	Csa17g008860, Csa14g006800
OG0003720	Sp4g14390.1	Csa07g010810, Csa05g028050, Csa16g009510
OG0003721	Sp1g35680.1	Csa17g080440, Csa03g053640
OG0003721	Sp3g16410.1	Csa15g024800, Csa01g021090
OG0003724	Sp7g27430.1	Csa11g013920
OG0003724	Sp3g32950.1	Csa01g044900, Csa19g049300, Csa15g084360
OG0003725	Sp7g03970.1	Csa17g043770
OG0003725	Sp5g21700.1	Csa16g025310, Csa07g031900
OG0003726	Sp1g18160.1	Csa14g025660, Csa34937s010, Csa03g024270, Csa17g026310, Csa17g024510
OG0003727	Sp1g20310.1	Csa17g029770, Csa14g028030
OG0003727	Sp5g26640.1	Csa16g034210, Csa09g072870
OG0003728	Sp2g23320.1	Csa13g028470, Csa20g039200, Csa08g018280
OG0003729	Sp2g15070.1	Csa04g011070, Csa06g005420, Csa09g009010
OG0003730	SpUn0033_0050.1, Sp1g15500.1	Csa03g021150, Csa14g021620, Csa17g023090
OG0003731	Sp2g25590.1	Csa11g099270, Csa18g035870
OG0003731	Sp5g14420.1	Csa09g047780
OG0003732	Sp7g01290.1	Csa12g079370, Csa10g049040, Csa11g058860
OG0003733	Sp2g26280.1	Csa11g100030, Csa18g036690
OG0003733	Sp5g13710.1	Csa04g032420, Csa06g022130, Csa09g050350
OG0003734	Sp7g19350.1	Csa12g037160, Csa11g025190
OG0003734	Sp6g03800.1	Csa02g008700, Csa08g049390
OG0003735	Sp4g24640.1	Csa05g009050, Csa06g048630, Csa06g048640, Csa04g058100
OG0003736	Sp5g05180.1	Csa09g069870
OG0003736	Sp4g24040.1	Csa06g047790, Csa05g009810
OG0003737	Sp6g15760.1, Sp6g15750.1	Csa18g024890, Csa11g085540, Csa02g051020, Csa00549s060, Csa11g085520, Csa18g024700
OG0003738	Sp1g06980.1	Csa14g009810, Csa17g011790, Csa03g011790
OG0003738	Sp4g10230.1	Csa05g041500, Csa16g051580, Csa07g060970
OG0003739	Sp4g20510.1	Csa06g040970, Csa05g015320, Csa04g051910, Csa05g015310, Csa06g040980, Csa04g051890, Csa05g015350, Csa06g040950
OG0003740	Sp6g33730.1	Csa02g073270, Csa11g101630, Csa13g011340, Csa20g012830
OG0003741	Sp3g15480.1	Csa19g024340, Csa15g023410
OG0003742	Sp2g26650.1	Csa11g100520, Csa02g072140, Csa18g037100
OG0003743	Sp2g11070.1	Csa11g065810, Csa20g078290, Csa18g003850
OG0003744	Sp5g29490.1	Csa09g078900
OG0003744	Sp1g16650.1	Csa17g024470, Csa14g024000
OG0003745	Sp5g15840.1	Csa09g039700, Csa04g026340, Csa06g019390
OG0003746	Sp6g27220.1	Csa13g019710, Csa20g024810, Csa08g009090
OG0003749	Sp5g19950.1	Csa07g028160, Csa05g068550, Csa16g022880
OG0003750	Sp3g07320.1	Csa15g010210
OG0003750	Sp6g40750.1	Csa13g001420
OG0003751	Sp2g29350.1	Csa18g040140, Csa02g075380, Csa11g103600
OG0003753	Sp3g03470.1	Csa15g005570, Csa19g006770, Csa01g005350
OG0003754	Sp4g29050.1	Csa06g053590, Csa04g066200, Csa05g002070
OG0003754	Sp5g01170.1	Csa16g002420, Csa05g094450, Csa07g002410
OG0003755	Sp2g00260.1	Csa10g051790, Csa11g062830, Csa11g062820, Csa02g053460, Csa09g099330, Csa07g066030, Csa16g057230
OG0003756	Sp4g26010.1	Csa04g061740, Csa05g006380, Csa06g050250, Csa05g006370, Csa06g050270, Csa04g061750
OG0003757	Sp3g07330.1	Csa15g010220, Csa01g009620, Csa19g012300
OG0003759	Sp6g20340.1	Csa02g064270, Csa18g031820, Csa11g092380, Csa11g092370
OG0003759	Sp5g14550.1	Csa09g046620
OG0003760	Sp1g34470.1, Sp3g08900.1	Csa01g011490, Csa15g014100, Csa01g011480, Csa19g014250
OG0003761	Sp2g20140.1	Csa20g057580, Csa08g029980, Csa13g038070, Csa20g057570
OG0003762	Sp4g21540.1, SpUn0018_0130.1	Csa05g014100, Csa06g043140, Csa04g053170, Csa06g043160, Csa04g053190
OG0003764	Sp7g24970.1	Csa11g017150, Csa11g017170, Csa10g015820
OG0003765	Sp1g02150.1	Csa17g005220, Csa17g004170, Csa03g004190
OG0003766	Sp5g24770.1	Csa07g036400, Csa05g086400, Csa16g031150
OG0003766	Sp1g21930.1	Csa03g028590, Csa14g031760, Csa17g033940
OG0003767	Sp6g38590.1	Csa08g060360, Csa13g006190, Csa20g005350
OG0003768	Sp2g27490.1	Csa18g038030, Csa11g101510, Csa02g073110
OG0003769	Sp6g10570.1	Csa02g030810, Csa13g040290, Csa08g033250
OG0003769	Sp1g34230.1	Csa03g050750, Csa14g050910, Csa17g071560
OG0003770	SpUn0039_0010.1, Sp6g12550.1, SpUn0015_0090.1	Csa02g038020, Csa18g021170
OG0003770	Sp7g22870.1	Csa12g029370, Csa10g018100
OG0003771	Sp1g23950.1	Csa14g035280, Csa03g030970, Csa17g037500, Csa02611s010
OG0003771	Sp2g07910.1	Csa11g071820
OG0003772	Sp4g00530.1	Csa16g043140
OG0003772	Sp7g36790.1	Csa10g001790, Csa11g001980, Csa12g001840
OG0003773	Sp7g30270.1	Csa12g013520, Csa10g009960
OG0003773	Sp4g05080.1	Csa08g061540, Csa09g091780, Csa16g047230
OG0003774	Sp6g22960.1	Csa13g025720
OG0003775	Sp3g02370.1	Csa01g003080, Csa15g003160
OG0003776	Sp1g08800.1	Csa14g011660, Csa03g013580, Csa17g013790
OG0003777	Sp1g35080.1, Sp5g06880.1	Csa04g041890, Csa06g030240, Csa09g067630, Csa00507s050, Csa02g055800, Csa18g016140
OG0003778	Sp5g24700.1	Csa16g031010, Csa05g086310, Csa07g036320
OG0003779	Sp3g30290.1	Csa15g073980, Csa19g053760
OG0003780	Sp6g28490.1	Csa13g018410
OG0003780	Sp3g01270.1	Csa01g001710, Csa19g002820
OG0003781	Sp2g23720.1	Csa08g017800, Csa13g028030, Csa20g038490
OG0003781	Sp6g34530.1	Csa20g011870, Csa13g010470, Csa08g055920
OG0003782	Sp5g35260.1	Csa09g094430
OG0003783	Sp1g11750.1	Csa03g017050, Csa14g016210, Csa17g018570
OG0003783	Sp2g14930.1	Csa09g008710, Csa04g009950, Csa06g005230
OG0003784	Sp2g01110.1	Csa09g098310, Csa16g056250
OG0003786	Sp2g22550.1	Csa13g030720, Csa20g046090, Csa08g022500
OG0003787	Sp6g39510.1	Csa08g028010, Csa13g003150, Csa08g061390, Csa20g003230, Csa20g055510, Csa13g036190
OG0003788	Sp1g20500.1	Csa17g030130, Csa03g026930, Csa14g030290
OG0003789	Sp1g29670.1	Csa17g059820, Csa14g044340, Csa03g038580
OG0003790	Sp3g09940.1	Csa19g015880, Csa01g012830, Csa15g015550
OG0003791	Sp7g06500.1	Csa10g039990, Csa12g069860, Csa11g045090
OG0003792	Sp5g21530.1	Csa07g030650, Csa16g023950, Csa05g072110
OG0003793	Sp7g13310.1	Csa11g035530, Csa11g036610
OG0003794	Sp1g40340.1	Csa03g061160, Csa17g094370, Csa14g064500
OG0003795	Sp5g03110.1	Csa16g005860
OG0003795	Sp4g26410.1	Csa06g050670
OG0003796	Sp1g32060.1	Csa17g069250, Csa03g048600
OG0003796	Sp4g16010.1	Csa07g007710, Csa05g021690, Csa16g007560
OG0003798	Sp3g30980.1	Csa08g006840, Csa13g017610, Csa20g021320
OG0003800	Sp7g31320.1	Csa10g008650, Csa12g010210, Csa12g010230, Csa12g009860
