Orthogroup	Thellungiella_parvula	Brassica_rapa
OG0000801	Sp3g01060.1	Bra039148, Bra021481
OG0000801	Sp6g28710.1	Bra006297, Bra035997
OG0000802	Sp1g03250.1	Bra030570, Bra015316
OG0000802	Sp3g20960.1	Bra001909, Bra014936
OG0000803	Sp1g02400.1	Bra033398
OG0000803	Sp7g02660.1	Bra028236
OG0000803	Sp2g17940.1	Bra036215, Bra025394
OG0000804	Sp6g32350.1	Bra006091, Bra008983, Bra008984, Bra023311, Bra023312
OG0000805	Sp3g01430.1	Bra021464
OG0000805	Sp6g28260.1	Bra023541, Bra008668
OG0000805	Sp6g28270.1	Bra008669
OG0000806	Sp6g02900.1	Bra025624
OG0000806	Sp6g02880.1	Bra000859
OG0000806	Sp6g02890.1	Bra000858
OG0000806	Sp6g02910.1	Bra018526
OG0000807	Sp7g22900.1	Bra019202, Bra022517, Bra013846, Bra000627
OG0000807	Sp5g13410.1	Bra018047
OG0000808	Sp1g40970.1	Bra011910, Bra037991
OG0000808	Sp3g11780.1	Bra039394
OG0000808	Sp3g10200.1	Bra034794
OG0000809	Sp6g37440.1	Bra009110
OG0000809	Sp4g22700.1	Bra004965
OG0000809	Sp5g06420.1	Bra003228, Bra007216
OG0000810	Sp5g16190.1	Bra037626
OG0000810	Sp6g22360.1	Bra002451
OG0000810	Sp5g16200.1	Bra038302, Bra037625
OG0000812	Sp6g17100.1	Bra035560, Bra002928
OG0000812	Sp7g24800.1	Bra010425
OG0000814	Sp7g18550.1	Bra013445
OG0000814	Sp4g17240.1	Bra021940
OG0000814	Sp1g26800.1	Bra023151
OG0000815	Sp3g02700.1	Bra036441
OG0000816	Sp4g25790.1	Bra037687
OG0000816	Sp1g04550.1	Bra032454
OG0000816	Sp4g14200.1	Bra005645
OG0000817	Sp2g22910.1	Bra009764, Bra009761, Bra009763
OG0000817	Sp2g22920.1	Bra009759
OG0000817	Sp5g12710.1	Bra029949
OG0000818	Sp2g07900.1	Bra033661
OG0000818	Sp6g33200.1	Bra009051
OG0000819	Sp7g15140.1	Bra012705, Bra040740
OG0000819	Sp7g15150.1	Bra038484, Bra012704
OG0000820	Sp2g15370.1	Bra025188
OG0000820	Sp2g15380.1	Bra025189, Bra025190
OG0000821	Sp5g12540.1	Bra017975
OG0000821	SpUn0007_0020.1	Bra009783
OG0000821	Sp2g22730.1	Bra020466
OG0000822	Sp5g20690.1	Bra004127
OG0000822	Sp1g35320.1	Bra014133
OG0000822	Sp3g15780.1	Bra021262, Bra001674
OG0000823	Sp7g25010.1	Bra026384, Bra010416
OG0000823	Sp7g24990.1	Bra019077
OG0000823	Sp7g25000.1	Bra010417
OG0000824	Sp5g07180.1	Bra014758
OG0000824	Sp4g21760.1	Bra000135, Bra017070
OG0000826	Sp2g09670.1	Bra025099, Bra025103
OG0000828	Sp1g10810.1	Bra026988, Bra016787
OG0000828	Sp2g02050.1	Bra027035
OG0000829	Sp1g23310.1	Bra012509
OG0000830	Sp7g26490.1	Bra011035
OG0000830	Sp1g02720.1	Bra032539, Bra030546, Bra015273
OG0000831	Sp1g08600.1	Bra031690, Bra019789, Bra033776
OG0000831	Sp2g05310.1	Bra027877, Bra035447
OG0000832	Sp1g09080.1	Bra019933
OG0000832	Sp2g04710.1	Bra027831, Bra035418, Bra017891, Bra025531
OG0000833	Sp3g08020.1, Sp6g39680.1	Bra028856, Bra001300
OG0000834	Sp5g04360.1	Bra007399, Bra003341
OG0000834	Sp4g24650.1	Bra016869
OG0000834	Sp5g04310.1	Bra003343, Bra007402
OG0000835	Sp6g05080.1	Bra000775
OG0000836	Sp4g25640.1	Bra037699
OG0000836	Sp4g17610.1	Bra023009
OG0000836	Sp1g34060.1	Bra000311, Bra027940
OG0000838	Sp7g18090.1	Bra012541
OG0000840	Sp7g02860.1	Bra030359, Bra030360, Bra028235, Bra028224
OG0000842	Sp5g24750.1	Bra022858, Bra004401, Bra004402
OG0000843	Sp3g33180.1	Bra031104
OG0000844	Sp7g20430.1	Bra019384, Bra013608, Bra013609
OG0000845	Sp7g06340.1	Bra035525
OG0000845	Sp1g23480.1	Bra010958, Bra030031
OG0000845	Sp6g30870.1	Bra006181, Bra008855
OG0000846	Sp7g36540.1	Bra033614, Bra011866
OG0000846	Sp4g00900.1, Sp4g00910.1	Bra030278, Bra031217
OG0000847	Sp3g11260.1	Bra039348, Bra039369
OG0000847	Sp3g11270.1	Bra034706
OG0000847	Sp3g11250.1	Bra039368, Bra001490, Bra001488
OG0000848	Sp4g22200.1	Bra005004
OG0000848	Sp4g22190.1	Bra005005
OG0000848	Sp5g06730.1	Bra007187, Bra014722
OG0000849	Sp4g18060.1	Bra023030
OG0000849	Sp6g39660.1	Bra028855, Bra005744, Bra009555
OG0000849	Sp3g08040.1	Bra034080
OG0000850	Sp6g11920.1, Sp6g11880.1	Bra029013
OG0000852	Sp1g05170.1	Bra030651
OG0000852	Sp7g16330.1	Bra012642
OG0000853	Sp3g31040.1	Bra037260
OG0000853	Sp7g33460.1	Bra011632
OG0000854	Sp1g01320.1	Bra033303, Bra033308, Bra033298, Bra033302, Bra033305
OG0000854	Sp1g01310.1	Bra033299, Bra032615
OG0000855	Sp7g31610.1	Bra034590, Bra011477
OG0000855	Sp7g31580.1, Sp5g17290.1, Sp5g17300.1	Bra034985
OG0000856	Sp3g12190.1	Bra027385
OG0000857	Sp2g04430.1, Sp2g04350.1, Sp2g04410.1	Bra002857, Bra002858, Bra002859, Bra031518, Bra035412
OG0000858	Sp1g38560.1	Bra018936
OG0000858	Sp1g38530.1	Bra018935
OG0000858	Sp1g38510.1	Bra030411
OG0000858	Sp1g38490.1	Bra030412, Bra018934
OG0000859	Sp1g14395.1	Bra026732
OG0000859	Sp1g14400.1	Bra026731
OG0000860	Sp7g03980.1	Bra028399
OG0000861	Sp4g29540.1	Bra000455
OG0000862	Sp3g07960.1	Bra034075, Bra001302, Bra029780
OG0000862	Sp6g39720.1	Bra005749, Bra009560
OG0000863	Sp4g28040.1	Bra004951
OG0000863	Sp1g00720.1	Bra033251, Bra032642
OG0000863	Sp6g00440.1	Bra008519, Bra037336
OG0000864	Sp3g03090.1	Bra040213, Bra040146
OG0000864	Sp1g11910.1	Bra026904, Bra016729, Bra019722
OG0000865	Sp4g28090.1	Bra039295, Bra000410
OG0000865	SpUn0010_0080.1, Sp7g00600.1	Bra028493, Bra025505
OG0000866	Sp5g24860.1	Bra003984
OG0000866	Sp1g12670.1	Bra016706
OG0000867	Sp2g03170.1	Bra031436, Bra031437
OG0000868	Sp6g33230.1	Bra028596
OG0000868	Sp7g36090.1	Bra011830
OG0000868	Sp4g01280.1	Bra030253, Bra038538
OG0000869	Sp4g26300.1	Bra004816
OG0000870	Sp3g08880.1	Bra029854
OG0000870	Sp6g38130.1	Bra005813
OG0000870	Sp5g06260.1	Bra007230, Bra014702, Bra003234
OG0000871	Sp4g18900.1	Bra005258
OG0000871	Sp5g09300.1	Bra028546, Bra006969, Bra019632
OG0000872	Sp1g39020.1	Bra018969, Bra030386
OG0000872	Sp5g31060.1	Bra008230
OG0000873	Sp7g34020.1	Bra010554
OG0000873	Sp3g31570.1	Bra037236, Bra039919
OG0000874	Sp7g34350.1	Bra010569
OG0000874	Sp2g03730.1	Bra027119, Bra031477
OG0000879	Sp5g33580.1	Bra032185
OG0000880	Sp5g15180.1	Bra014312
OG0000881	Sp6g01120.1	Bra037392, Bra000938
OG0000881	Sp5g01720.1	Bra003463
OG0000881	Sp1g00930.1	Bra033267
OG0000882	Sp1g12970.1	Bra016271, Bra016693, Bra026816, Bra026200
OG0000883	Sp2g26720.1	Bra038650
OG0000883	Sp6g34260.1	Bra028652, Bra009356
OG0000884	Sp5g12140.1	Bra036042
OG0000885	Sp5g30730.1	Bra008211, Bra015830
OG0000885	Sp1g17690.1	Bra016489, Bra025780, Bra012194, Bra012193
OG0000886	Sp4g12810.1	Bra021621, Bra018326, Bra022784
OG0000886	Sp1g05680.1	Bra015540, Bra031549, Bra030668
OG0000887	Sp7g37180.1	Bra033571
OG0000887	Sp3g30000.1	Bra013052
OG0000887	Sp7g32770.1	Bra017687, Bra011577
OG0000888	Sp7g31570.1	Bra034586
OG0000888	Sp7g31560.1	Bra034584, Bra034585, Bra017609
OG0000889	Sp1g11620.1	Bra037219, Bra026937, Bra016740, Bra030217, Bra030216
OG0000890	Sp3g21060.1, Sp7g12350.1	Bra033491, Bra014945, Bra001911, Bra010760
OG0000891	Sp5g31970.1	Bra008279
OG0000892	Sp4g20870.1	Bra005098, Bra017112
OG0000892	Sp4g20860.1	Bra005099, Bra017113
OG0000893	Sp5g14190.1	Bra018116
OG0000893	Sp2g24910.1	Bra012930
OG0000893	Sp2g24930.1	Bra012928
OG0000894	Sp5g16335.1	Bra026119
OG0000895	Sp7g37580.1	Bra040089
OG0000895	Sp4g09780.1, SpUn0012_0050.1, SpUn0122_0020.1	Bra000525
OG0000896	Sp1g08650.1	Bra019969, Bra031697, Bra031695
OG0000896	Sp2g05220.1	Bra027868, Bra017905, Bra035446
OG0000897	Sp4g14370.1, Sp1g04390.1	Bra030613
OG0000897	Sp7g12030.1	Bra010748, Bra032766
OG0000898	Sp5g14710.1	Bra018172
OG0000898	Sp5g14700.1	Bra033795
OG0000898	Sp5g14720.1	Bra018177
OG0000899	Sp1g20710.1	Bra012369
OG0000899	Sp5g25850.1	Bra003948, Bra016195, Bra007934
OG0000900	Sp4g11920.1	Bra018409, Bra040761, Bra040760, Bra040758
OG0000900	Sp4g11930.1	Bra040759
OG0000901	Sp7g03800.1	Bra025433, Bra028165
OG0000901	Sp5g21870.1	Bra040624
OG0000902	Sp7g16800.1, Sp7g15360.1	Bra038503, Bra040747, Bra012694, Bra012667
OG0000903	Sp6g03710.1	Bra029573
OG0000903	Sp1g33240.1, Sp1g33260.1	Bra032197
OG0000903	Sp1g33300.1	Bra036936
OG0000904	Sp1g32890.1	Bra034921
OG0000904	Sp3g26590.1	Bra013152, Bra040939, Bra037202
OG0000905	Sp4g04130.1	Bra007816
OG0000905	Sp6g28650.1	Bra008698, Bra023518
OG0000906	Sp3g03670.1, Sp7g32460.1	Bra040409, Bra026324, Bra040119, Bra001127, Bra011551, Bra017669, Bra034643
OG0000907	Sp6g01460.1	Bra008553, Bra036326, Bra036327
OG0000908	Sp7g29780.1	Bra032033
OG0000909	Sp5g05130.1	Bra014622, Bra007329
OG0000909	Sp4g24050.1	Bra004649
OG0000910	Sp4g08200.1	Bra027939, Bra040684
OG0000911	Sp2g22290.1	Bra020493
OG0000911	Sp2g27950.1	Bra015666, Bra031896, Bra024333
OG0000912	Sp5g14010.1	Bra019521, Bra018096, Bra033782
OG0000912	Sp2g25860.1	Bra029248, Bra010111, Bra035886, Bra035885
OG0000913	Sp1g09980.1	Bra031765, Bra019864, Bra019866, Bra031764, Bra016839, Bra003030, Bra019867
OG0000914	Sp2g15640.1	Bra032926
OG0000915	Sp2g28650.1	Bra037821
OG0000916	Sp6g31000.1	Bra006172, Bra008867
OG0000916	Sp5g04840.1	Bra020640, Bra014601, Bra003302
OG0000917	Sp5g22400.1	Bra004225, Bra033999
OG0000917	Sp1g23640.1	Bra010943, Bra032828
OG0000918	Sp3g03160.1, Sp6g11610.1	Bra029412, Bra029413
OG0000920	Sp4g05040.1	Bra031228, Bra031227, Bra031199, Bra034260, Bra037366, Bra034262, Bra040344, Bra034261
OG0000925	Sp7g00100.1	Bra022819, Bra023110, Bra015047
OG0000925	Sp2g00210.1	Bra028521
OG0000927	Sp1g34170.1	Bra001400
OG0000928	Sp6g38100.1	Bra009434
OG0000928	Sp7g31030.1	Bra011432, Bra034556
OG0000929	Sp3g00650.1	Bra040514
OG0000930	Sp7g35030.1	Bra017819
OG0000930	Sp7g35020.1	Bra011757
OG0000931	Sp6g19280.1	Bra002716, Bra020430
OG0000931	Sp3g32250.1	Bra038552, Bra024457
OG0000932	Sp7g25630.1	Bra026321, Bra019032
OG0000932	Sp6g16200.1	Bra003008, Bra029042
OG0000933	Sp7g11850.1	Bra032756, Bra038967
OG0000933	Sp7g11830.1	Bra038966, Bra032755, Bra038964
OG0000934	Sp6g37240.1	Bra009122
OG0000934	Sp1g27540.1	Bra023210
OG0000935	Sp1g13400.1	Bra026170, Bra016675
OG0000935	Sp2g12760.1	Bra014327, Bra024891, Bra017460
OG0000936	Sp6g06960.1	Bra030272, Bra030237
OG0000938	Sp3g03760.1	Bra001131
OG0000938	Sp2g20310.1	Bra020605, Bra036114
OG0000938	Sp2g20300.1	Bra036115
OG0000939	Sp2g18380.1, Sp1g37740.1	Bra037523
OG0000939	Sp2g15730.1	Bra034244
OG0000939	Sp1g11490.1	Bra016748
OG0000940	Sp6g00360.1	Bra037329
OG0000940	Sp1g00730.1	Bra032641
OG0000940	Sp1g00740.1	Bra033252, Bra032640
OG0000942	Sp4g12410.1	Bra000473
OG0000942	Sp6g37170.1	Bra005864, Bra009130
OG0000943	Sp3g07560.1	Bra029747
OG0000943	Sp2g20230.1	Bra009992
OG0000944	Sp1g01490.1	Bra032604
OG0000944	Sp5g26140.1	Bra016170
OG0000944	Sp1g20490.1	Bra024560, Bra012356
OG0000946	Sp6g00710.1	Bra037355
OG0000946	Sp5g02230.1	Bra003439
OG0000946	Sp4g27810.1	Bra004934
OG0000947	Sp6g38880.1, Sp2g27200.1	Bra028814, Bra037765
OG0000948	Sp6g28980.1	Bra008723
OG0000948	Sp3g00820.1	Bra040507, Bra006664, Bra001010, Bra039131
OG0000949	Sp5g25240.1	Bra016234
OG0000949	Sp5g25230.1	Bra016235
OG0000950	Sp2g18760.1	Bra036174, Bra036175, Bra037487, Bra020701, Bra020702, Bra020703
OG0000952	Sp7g20680.1	Bra020840
OG0000952	Sp7g20670.1	Bra013631
OG0000953	Sp7g25690.1	Bra026312, Bra026313
OG0000953	Sp5g12760.1	Bra017992
OG0000954	Sp6g35210.1	Bra005949
OG0000954	Sp2g24620.1	Bra012961, Bra035929, Bra029311
OG0000955	Sp3g10120.1	Bra038685, Bra001426, Bra034802
OG0000955	Sp6g36260.1	Bra009210, Bra005900, Bra028727
OG0000956	Sp3g09440.1	Bra034864, Bra034166, Bra001391
OG0000956	Sp3g07010.1	Bra029698
OG0000957	Sp6g37920.1	Bra009414
OG0000957	Sp2g12600.1	Bra024903
OG0000957	Sp1g35630.1	Bra018747
OG0000958	Sp6g34190.1	Bra028648, Bra028649, Bra006013, Bra009363, Bra009360
OG0000960	Sp2g11600.1, SpUn0036_0010.1	Bra017526, Bra024995
OG0000960	Sp7g16250.1	Bra012635, Bra021032, Bra013262
OG0000961	Sp6g18300.1	Bra028922
OG0000961	Sp3g11680.1	Bra001507
OG0000961	Sp1g41100.1	Bra030858, Bra011919
OG0000962	Sp5g12860.1	Bra018001, Bra029939
OG0000962	Sp5g12870.1	Bra029938
OG0000963	Sp6g17910.1	Bra035602, Bra002851
OG0000963	Sp6g37850.1	Bra005831
OG0000964	Sp7g18910.1	Bra013475
OG0000964	Sp2g09270.1	Bra027555
OG0000965	Sp3g23020.1	Bra013215
OG0000965	Sp2g18690.1	Bra037493
OG0000966	Sp6g21100.1	Bra002568
OG0000966	Sp3g07680.1	Bra029757, Bra001317, Bra034064
OG0000967	Sp4g10050.1	Bra034339
OG0000967	Sp1g07080.1	Bra030726, Bra018625
OG0000968	Sp3g30240.1	Bra037285
OG0000968	Sp3g30270.1	Bra013037
OG0000969	Sp1g22170.1	Bra016282, Bra024702
OG0000969	Sp5g24460.1	Bra004379
OG0000970	Sp4g23610.1	Bra000224, Bra004615, Bra016943
OG0000970	Sp5g05540.1	Bra003265
OG0000971	Sp7g14010.1	Bra033507, Bra038073
OG0000971	Sp7g14040.1	Bra012771
OG0000971	Sp7g14030.1	Bra012770
OG0000971	Sp7g14020.1	Bra033508, Bra038072
OG0000971	SpUn0665_0010.1	Bra033506
OG0000972	Sp6g15610.1	Bra003054
OG0000972	SpUn0909_0010.1	Bra029733
OG0000973	Sp3g04010.1	Bra039457
OG0000973	Sp2g20560.1	Bra020592, Bra020593, Bra020595, Bra009968
OG0000974	Sp2g01070.1	Bra027650
OG0000974	Sp2g01040.1	Bra027798
OG0000975	Sp1g18660.1	Bra008413, Bra022718, Bra012260, Bra020835
OG0000977	Sp1g03260.1	Bra015317, Bra034976, Bra032511
OG0000977	Sp2g08130.1	Bra027483, Bra035974
OG0000978	Sp6g30640.1	Bra006196, Bra008833, Bra039630
OG0000979	Sp6g07010.1	Bra037917, Bra033171
OG0000979	Sp1g28650.1, Sp1g28640.1	Bra035980, Bra039999
OG0000980	Sp2g29230.1	Bra037847, Bra031833, Bra012164
OG0000980	Sp5g12170.1	Bra036040, Bra012913
OG0000982	Sp7g25910.1	Bra010389, Bra026295, Bra040839
OG0000982	Sp6g15440.1	Bra003068, Bra029079, Bra022643
OG0000983	Sp5g02650.1	Bra003422, Bra014483, Bra007545
OG0000983	Sp4g27180.1	Bra040325, Bra000372
OG0000984	Sp7g27580.1	Bra011210, Bra010278, Bra039897, Bra010277
OG0000985	Sp7g17030.1	Bra026231, Bra021065
OG0000985	Sp7g33640.1	Bra011645
OG0000986	Sp5g29920.1	Bra015892, Bra003785
OG0000986	Sp5g14090.1, SpUn0103_0030.1	Bra018103
OG0000986	Sp2g25800.1	Bra010102
OG0000987	Sp5g00770.1	Bra007699, Bra014395
OG0000987	Sp5g00780.1	Bra034697, Bra007698
OG0000988	Sp3g29380.1	Bra001967, Bra001966
OG0000990	Sp2g04510.1	Bra031526, Bra017888
OG0000990	Sp1g21220.1	Bra016328
OG0000991	Sp3g15410.1	Bra022202
OG0000991	Sp3g15440.1, Sp3g15450.1	Bra022203
OG0000992	Sp6g15660.1	Bra022658, Bra029064
OG0000992	Sp7g25700.1	Bra026311
OG0000992	Sp6g15650.1	Bra029065, Bra003050
OG0000993	Sp2g19190.1	Bra037461, Bra036160
OG0000993	Sp4g15060.1	Bra022898, Bra021809, Bra005564
OG0000995	Sp1g20730.1	Bra016354, Bra012370
OG0000995	Sp5g25760.1	Bra003951, Bra007929
OG0000996	Sp7g00130.1	Bra028519
OG0000996	Sp1g01050.1	Bra032628, Bra033276
OG0000997	Sp4g21690.1	Bra017078, Bra005044, Bra005045, Bra005046
OG0000997	Sp5g07270.1	Bra014771, Bra007146
OG0000998	SpUn0105_0010.1, SpUn0154_0020.1, Sp4g09790.1, SpUn0012_0040.1, SpUn0105_0020.1, SpUn0093_0020.1, SpUn0093_0010.1, SpUn0154_0010.1, Sp4g09770.1, SpUn0122_0010.1, SpUn0012_0060.1	Bra034322, Bra012034
OG0000999	Sp6g19040.1	Bra006826, Bra020451, Bra002738
OG0000999	Sp7g28020.1	Bra011168, Bra024105, Bra010303
OG0001000	Sp7g23320.1	Bra010472
OG0001000	Sp1g15140.1	Bra026693
OG0001001	Sp5g25040.1	Bra016252
OG0001001	SpUn0220_0010.1	Bra016253
OG0001001	Sp1g21640.1	Bra012409, Bra012422, Bra024659
OG0001002	Sp6g37320.1	Bra009119
OG0001002	Sp3g09420.1	Bra028292, Bra034165, Bra034866
OG0001003	Sp5g31570.1	Bra003720, Bra015751, Bra008257
OG0001003	Sp1g18520.1	Bra025846, Bra016449, Bra012251
OG0001004	Sp5g01520.1	Bra007632, Bra014418
OG0001004	Sp4g28640.1	Bra039272, Bra004525, Bra000429
OG0001005	Sp5g12100.1	Bra036044, Bra029986
OG0001006	Sp6g05270.1	Bra000769, Bra000768, Bra029445, Bra018471
OG0001008	Sp5g04090.1	Bra003355, Bra007417
OG0001008	Sp4g24910.1	Bra004720
OG0001009	Sp5g34460.1	Bra035116
OG0001009	Sp1g14540.1	Bra026060, Bra026061, Bra026062
OG0001010	SpUn0227_0010.1	Bra032280
OG0001011	Sp1g22720.1	Bra012474, Bra024741, Bra010996
OG0001012	Sp6g18730.1	Bra020717, Bra002770
OG0001013	Sp7g34160.1	Bra011686, Bra017764, Bra011687
OG0001013	Sp7g34150.1	Bra010557
OG0001014	Sp3g14700.1	Bra001628, Bra027172
OG0001014	Sp1g38690.1	Bra030397, Bra041079
OG0001015	Sp4g27840.1	Bra039316, Bra004936, Bra000402
OG0001015	Sp5g02180.1	Bra014450
OG0001016	Sp1g01970.1	Bra033362, Bra033363
OG0001016	Sp6g02480.1	Bra000874, Bra036257
OG0001017	Sp1g11980.1	Bra026896, Bra026895, Bra019715
OG0001017	Sp2g14790.1	Bra025144, Bra017359, Bra026523
OG0001018	Sp3g31580.1	Bra039920
OG0001018	Sp7g34090.1	Bra017761
OG0001019	Sp6g09230.1	Bra022623
OG0001019	Sp1g19650.1	Bra031368
OG0001019	Sp5g33140.1	Bra008340, Bra015641
OG0001020	SpUn0074_0050.1	Bra035058
OG0001020	SpUn0074_0040.1	Bra035056
OG0001020	Sp5g33740.1, SpUn0074_0020.1	Bra008376
OG0001021	Sp1g34270.1	Bra040749, Bra014057, Bra005478, Bra005479
OG0001021	Sp2g07820.1	Bra035339, Bra033657
OG0001022	Sp4g23480.1	Bra000216, Bra004604
OG0001023	Sp1g37850.1	Bra014282, Bra018894, Bra030458
OG0001023	Sp1g37530.1	Bra030476
OG0001024	Sp1g02740.1	Bra015275
OG0001024	Sp2g08950.1, Sp2g08960.1	Bra036011, Bra033721
OG0001025	Sp2g14410.1	Bra025116
OG0001025	Sp1g12110.1	Bra026880, Bra026879, Bra026878, Bra016724, Bra019700
OG0001026	Sp7g02205.1	Bra034275
OG0001027	SpUn0309_0020.1	Bra005157
OG0001027	SpUn0309_0030.1	Bra000022
OG0001028	Sp1g19050.1	Bra017923, Bra012284
OG0001028	Sp1g19060.1	Bra016417, Bra012285
OG0001029	Sp4g13250.1	Bra021663, Bra018295, Bra022812
OG0001029	Sp1g05430.1	Bra015521
OG0001030	Sp3g14040.1	Bra027214, Bra021131
OG0001030	Sp1g39160.1	Bra030372, Bra018976
OG0001032	Sp6g15260.1	Bra022628
OG0001032	Sp7g25730.1	Bra019028, Bra026308
OG0001033	Sp3g02840.1	Bra031968
OG0001033	Sp6g26180.1	Bra006441, Bra002136, Bra023665
OG0001034	Sp4g23220.1	Bra016963, Bra000212, Bra004592
OG0001034	Sp5g05940.1	Bra007258, Bra014682, Bra003245
OG0001035	Sp1g15850.1	Bra025950, Bra025949, Bra004258
OG0001036	Sp6g30410.1	Bra023424, Bra023425, Bra008813
OG0001036	Sp1g36170.1	Bra032279, Bra036455, Bra039491, Bra018783
OG0001037	Sp6g26190.1	Bra002135, Bra006440
OG0001037	Sp3g02830.1	Bra036429, Bra001092, Bra031969
OG0001038	Sp1g02010.1	Bra032563, Bra033366
OG0001038	Sp5g00590.1	Bra014382, Bra007714, Bra003515
OG0001039	Sp2g24420.1	Bra029330
OG0001039	Sp2g24430.1	Bra035938
OG0001040	Sp3g23600.1	Bra013183
OG0001040	Sp2g16810.1	Bra025297, Bra039070, Bra033022
OG0001041	Sp2g28690.1	Bra024400
OG0001041	Sp6g32900.1	Bra028580, Bra006066
OG0001042	Sp2g13470.1	Bra026618
OG0001042	Sp1g12950.1	Bra026818
OG0001043	Sp5g34740.1	Bra035133
OG0001043	Sp1g14410.1	Bra016642
OG0001044	Sp4g06960.1	Bra007759
OG0001044	Sp6g35720.1	Bra009287
OG0001045	Sp1g30630.1	Bra039574
OG0001045	Sp6g09220.1	Bra000652, Bra037870, Bra018491, Bra014833, Bra040823
OG0001046	Sp5g12200.1	Bra036038, Bra029984, Bra012916
OG0001047	Sp4g23150.1	Bra004588, Bra016967
OG0001047	Sp5g06090.1	Bra003242, Bra032031, Bra007248
OG0001048	Sp7g25080.1	Bra026378, Bra020151, Bra010411
OG0001048	Sp3g18600.1	Bra001795, Bra023941, Bra035768
OG0001049	Sp7g24720.1	Bra010429, Bra019086, Bra019087
OG0001049	Sp2g29660.1	Bra012123
OG0001050	Sp1g24020.1	Bra010917
OG0001050	Sp4g01980.1	Bra039940
OG0001050	Sp7g35290.1	Bra010605, Bra017841
OG0001051	Sp5g27390.1	Bra016066
OG0001051	Sp1g15420.1	Bra026676, Bra025985
OG0001052	Sp1g12460.1	Bra019677, Bra019678
OG0001052	Sp1g12470.1	Bra019676, Bra026856, Bra026857, Bra016708
OG0001053	Sp5g16750.1	Bra041127, Bra019434
OG0001053	Sp1g06940.1	Bra018636, Bra030720
OG0001054	Sp5g14325.1	Bra018129, Bra018130
OG0001054	Sp5g14320.1	Bra019508
OG0001055	Sp3g30640.1	Bra037277, Bra009653
OG0001055	Sp7g33110.1	Bra011605
OG0001056	Sp3g34080.1	Bra031142
OG0001056	Sp1g39430.1	Bra018994
OG0001058	Sp2g30010.1	Bra037155, Bra012092
OG0001058	SpUn0083_0040.1	Bra012892, Bra038862
OG0001059	Sp3g10150.1	Bra001428
OG0001059	Sp4g19590.1	Bra017199, Bra023113, Bra005209
OG0001060	Sp2g19880.1, Sp2g19510.1	Bra010027, Bra037434
OG0001060	Sp1g36460.1	Bra014217
OG0001061	Sp4g04070.1	Bra007821
OG0001061	Sp7g29650.1	Bra023981, Bra010217, Bra011303
OG0001062	Sp6g29220.1	Bra008734
OG0001062	Sp3g30170.1	Bra013043
OG0001063	Sp2g05320.1	Bra035449, Bra035448
OG0001063	Sp3g04740.1	Bra005166, Bra040248
OG0001063	Sp3g04730.1	Bra039404
OG0001064	Sp5g35180.1	Bra008454, Bra008456, Bra008459
OG0001065	Sp4g19330.1	Bra005223, Bra017211, Bra023093
OG0001065	Sp5g09090.1	Bra003125, Bra006984
OG0001066	Sp4g16420.1	Bra005457, Bra005455, Bra022965, Bra021892
OG0001066	Sp1g24990.1	Bra040774, Bra030116
OG0001067	Sp5g12730.1	Bra017990, Bra029946
OG0001070	Sp1g15990.1	Bra025938, Bra016578
OG0001070	Sp5g28290.1	Bra007562, Bra015996, Bra003846
OG0001072	SpUn0003_0030.1	Bra030547
OG0001074	Sp4g25910.1	Bra004788
OG0001074	Sp4g25900.1	Bra000330, Bra000329, Bra004787
OG0001075	Sp7g23790.1	Bra013917, Bra019142
OG0001075	Sp6g19370.1	Bra006808, Bra002707, Bra002705, Bra020422, Bra020423
OG0001076	Sp5g30090.1	Bra003778, Bra008172, Bra015880
OG0001076	Sp1g17080.1	Bra025713, Bra031065, Bra016520
OG0001077	Sp7g02210.1	Bra040853
OG0001077	Sp6g28870.1	Bra023511, Bra006289, Bra008713
OG0001078	Sp1g05190.1	Bra030652, Bra015499
OG0001078	Sp4g13440.1	Bra018288
OG0001079	Sp5g02630.1	Bra007547, Bra014481, Bra003423
OG0001079	Sp4g27200.1	Bra040323
OG0001079	Sp2g05150.1	Bra003313
OG0001080	Sp4g05430.1	Bra007778
OG0001080	Sp3g11870.1	Bra001518, Bra027409, Bra021498
OG0001081	Sp1g25460.1	Bra032323, Bra010825, Bra030142
OG0001081	Sp2g11360.1	Bra017541, Bra022040
OG0001082	Sp6g37450.1, Sp6g37680.1	Bra005851
OG0001082	Sp3g09180.1	Bra029873
OG0001083	Sp5g29200.1	Bra019563, Bra015945
OG0001083	Sp2g22090.1	Bra025901
OG0001085	Sp6g14370.1	Bra022579
OG0001085	Sp6g14400.1	Bra022580
OG0001085	Sp6g14380.1	Bra028293
OG0001088	Sp7g22240.1	Bra019237, Bra013781
OG0001088	Sp6g10990.1	Bra000594, Bra040496
OG0001089	Sp7g32440.1	Bra011549, Bra017668
OG0001089	Sp7g32430.1	Bra011548, Bra034641
OG0001090	Sp7g11740.1	Bra032750, Bra014002
OG0001090	Sp3g21520.1	Bra014984, Bra001921, Bra028345
OG0001091	Sp2g15700.1	Bra025214
OG0001091	Sp1g11520.1	Bra026945
OG0001092	Sp5g32690.1, Sp5g32680.1, Sp5g32670.1	Bra008311, Bra015665
OG0001092	Sp1g19310.1	Bra016405, Bra012293, Bra017948
OG0001093	Sp3g32030.1	Bra040941, Bra028099
