Orthogroup	Thellungiella_parvula	Tarenaya_hassleriana
OG0004233	Sp3g19230.1, Sp3g19250.1, Sp3g19240.1	Th2v21878
OG0004235	SpUn0033_0080.1, Sp1g15470.1, SpUn0033_0090.1, Sp1g15460.1	Th2v10028, Th2v23273
OG0004236	Sp7g06890.1	Th2v12501, Th2v08493, Th2v19736, Th2v25134
OG0004237	Sp6g35870.1	Th2v14299, Th2v22123, Th2v17737
OG0004238	Sp6g25500.1, Sp6g25510.1	Th2v11323, Th2v09034
OG0004239	Sp1g22150.1	Th2v20424
OG0004240	Sp4g12840.1	Th2v04821
OG0004241	Sp3g22890.1	Th2v05953, Th2v21074
OG0004242	Sp5g12420.1	Th2v13575
OG0004243	Sp3g32860.1	Th2v02168, Th2v01673, Th2v12481
OG0004244	Sp6g31720.1	Th2v17581, Th2v29024
OG0004246	Sp3g10060.1	Th2v24472, Th2v08425, Th2v20480
OG0004247	Sp6g06340.1, Sp6g39630.1	Th2v04577
OG0004248	Sp2g05000.1	Th2v28035
OG0004249	Sp5g17570.1	Th2v17986, Th2v18964
OG0004250	Sp1g18810.1, Sp5g31980.1	Th2v09820
OG0004251	Sp4g03280.1	Th2v01792
OG0004252	Sp7g31420.1, Sp3g05980.1	Th2v02718
OG0004253	Sp5g23670.1, Sp7g36220.1	Th2v24858
OG0004254	Sp2g21380.1, Sp3g04840.1	Th2v18430
OG0004255	Sp1g01820.1, Sp6g02340.1	Th2v07936
OG0004256	Sp2g01300.1	Th2v06040, Th2v14749, Th2v20528
OG0004257	Sp4g10320.1	Th2v01036, Th2v07677, Th2v15616, Th2v08376
OG0004258	Sp4g18330.1	Th2v14673
OG0004259	Sp7g19650.1, Sp7g19660.1	Th2v16671
OG0004261	Sp1g26110.1	Th2v31148
OG0004262	Sp4g11940.1, Sp1g06220.1	Th2v01093, Th2v07522, Th2v15753
OG0004263	Sp7g03160.1, Sp3g18510.1	Th2v21818, Th2v29097
OG0004264	Sp1g25410.1	Th2v08492, Th2v19737
OG0004265	Sp5g11800.1	Th2v17780
OG0004266	Sp2g05650.1	Th2v09687
OG0004267	Sp6g25110.1, Sp3g04950.1	Th2v11274
OG0004268	Sp1g29690.1, Sp7g17090.1	Th2v11604, Th2v08650
OG0004269	Sp4g00430.1, Sp5g32610.1	Th2v03270
OG0004270	Sp1g41070.1	Th2v00986
OG0004271	Sp1g33850.1	Th2v08045, Th2v16104
OG0004272	Sp3g33900.1, Sp7g26330.1	Th2v02254, Th2v12658
OG0004273	Sp2g22540.1, Sp2g06120.1, Sp6g32740.1	Th2v29457
OG0004274	Sp7g01780.1, Sp2g17070.1	Th2v00344, Th2v06351, Th2v15049
OG0004275	Sp3g21590.1, Sp7g11590.1	Th2v19487, Th2v28792
OG0004276	Sp1g08260.1, Sp2g05730.1	Th2v24331, Th2v06159
OG0004278	SpUn1854_0010.1, SpUN1596_0010.1	Th2v00559, Th2v05276
OG0004279	Sp3g21270.1	Th2v28765, Th2v28767, Th2v28766, Th2v31256
OG0004280	Sp7g07070.1	Th2v19682, Th2v25180
OG0004281	Sp7g23560.1, Sp6g14450.1	Th2v28949
OG0004282	Sp2g24150.1	Th2v13832, Th2v24107
OG0004284	Sp5g06850.1, Sp5g24410.1	Th2v03371, Th2v06697, Th2v15395
OG0004285	Sp4g17260.1	Th2v00743
OG0004287	Sp7g17580.1, Sp3g17870.1	Th2v06983, Th2v18177
OG0004288	Sp4g25940.1	Th2v13376
OG0004289	Sp1g06270.1	Th2v01096, Th2v07533, Th2v15745
OG0004291	Sp2g15240.1	Th2v03904, Th2v28231, Th2v06441, Th2v15140
OG0004292	Sp6g20930.1	Th2v17818, Th2v18744
OG0004293	Sp3g11460.1, Sp1g41330.1	Th2v26169, Th2v30814
OG0004294	Sp1g38150.1	Th2v19188, Th2v24381, Th2v21867
OG0004296	Sp1g40270.1	Th2v23726, Th2v00916, Th2v30747
OG0004297	Sp4g01530.1, Sp7g10130.1	Th2v02364
OG0004298	Sp4g29890.1, Sp5g00520.1	Th2v13070, Th2v22778
OG0004299	Sp1g37110.1, Sp3g17840.1	Th2v25092, Th2v30924
OG0004301	Sp2g05610.1	Th2v24329
OG0004302	Sp7g16120.1, Sp2g11400.1	Th2v16505
OG0004303	Sp1g12690.1	Th2v00097, Th2v06500, Th2v15197
OG0004304	Sp4g07290.1, Sp6g13180.1, Sp1g13190.1	Th2v00046
OG0004306	Sp6g30010.1	Th2v06963, Th2v18197, Th2v24739
OG0004308	Sp3g09700.1, Sp3g13570.1	Th2v20266
OG0004310	Sp1g39780.1	Th2v30083
OG0004311	Sp2g06030.1, Sp1g08000.1	Th2v06171, Th2v14875
OG0004312	Sp4g22590.1	Th2v06722, Th2v15419, Th2v22420
OG0004313	Sp7g02320.1, Sp2g17640.1	Th2v02249, Th2v05371
OG0004314	Sp3g18790.1	Th2v24469, Th2v24468, Th2v08419, Th2v07723, Th2v15577
OG0004315	Sp3g32610.1, Sp7g27760.1	Th2v01695, Th2v12467
OG0004316	Sp4g26020.1	Th2v06944, Th2v13382, Th2v25999
OG0004316	Sp4g26030.1	Th2v13383
OG0004317	Sp3g09560.1	Th2v20235
OG0004317	Sp4g20400.1	Th2v14576, Th2v16910
OG0004319	Sp1g15250.1	Th2v05975, Th2v21100, Th2v23292
OG0004320	Sp7g01640.1, Sp2g17010.1	Th2v00333
OG0004321	Sp4g27480.1	Th2v12841, Th2v22530, Th2v07133, Th2v07134
OG0004322	Sp1g20080.1	Th2v04188, Th2v27939
OG0004323	Sp1g13000.1	Th2v01182, Th2v15947
OG0004324	Sp1g34020.1, Sp1g34010.1	Th2v29083
OG0004325	Sp1g40460.1	Th2v23706, Th2v23699, Th2v23703, Th2v00928, Th2v23702, Th2v23704
OG0004326	Sp3g33370.1	Th2v06002, Th2v14711, Th2v20601
OG0004327	Sp5g33000.1	Th2v27986
OG0004328	Sp4g27280.1, SpUn0031_0040.1	Th2v12824, Th2v22513, Th2v27522
OG0004329	Sp5g00880.1	Th2v07315, Th2v30339, Th2v13012, Th2v22718
OG0004330	Sp1g03770.1, Sp4g15220.1	Th2v16044, Th2v27118
OG0004331	Sp4g27150.1	Th2v12806, Th2v22495
OG0004332	Sp4g25190.1	Th2v06899, Th2v13306, Th2v25940
OG0004333	Sp3g12460.1, Sp1g40500.1	Th2v00933, Th2v00935
OG0004334	Sp7g36440.1	Th2v02660
OG0004335	Sp3g14950.1	Th2v26292, Th2v27679
OG0004336	Sp5g10470.1	Th2v16991, Th2v03723, Th2v14567
OG0004337	Sp4g22370.1	Th2v06707, Th2v15405, Th2v22388
OG0004338	Sp6g21400.1	Th2v18798
OG0004339	Sp6g01180.1	Th2v24546
OG0004345	Sp4g23980.1	Th2v09189
OG0004351	Sp3g08780.1, Sp6g38290.1	Th2v20125
OG0004352	Sp4g26730.1	Th2v27484
OG0004353	Sp7g12660.1	Th2v24585
OG0004354	Sp1g17160.1	Th2v19815
OG0004356	Sp6g15420.1	Th2v07351
OG0004357	Sp3g13210.1, Sp1g39820.1	Th2v23766, Th2v27397, Th2v30573
OG0004358	Sp3g18990.1, Sp3g18980.1, Sp3g19000.1	Th2v29895, Th2v30213
OG0004360	Sp5g07900.1	Th2v29768
OG0004361	Sp5g22380.1, Sp6g04870.1, Sp5g22360.1	Th2v11599
OG0004362	Sp3g19910.1	Th2v19306
OG0004363	Sp2g11390.1, Sp7g16090.1	Th2v16506
OG0004364	Sp1g38950.1	Th2v26216, Th2v26205
OG0004365	Sp5g13950.1	Th2v14014, Th2v09252, Th2v17394, Th2v09251, Th2v17395
OG0004368	Sp2g03350.1	Th2v20678
OG0004371	Sp4g29380.1, Sp7g11940.1	Th2v13005, Th2v22710, Th2v19480
OG0004372	Sp2g24490.1	Th2v24076, Th2v13868, Th2v11882
OG0004373	Sp3g17780.1	Th2v08469, Th2v25100
OG0004374	Sp6g23190.1	Th2v17966, Th2v18934
OG0004375	Sp3g14850.1	Th2v23884, Th2v27442, Th2v00825, Th2v21897
OG0004376	Sp2g23660.1	Th2v25771
OG0004377	Sp6g06010.1	Th2v16800, Th2v04537, Th2v10847
OG0004378	Sp1g25080.1	Th2v21751, Th2v05574, Th2v09597
OG0004379	Sp2g18660.1, Sp3g23080.1	Th2v19612
OG0004380	SpUn1032_0010.1	Th2v06840, Th2v15538, Th2v13237, Th2v25873
OG0004381	Sp5g08050.1	Th2v11021, Th2v13152, Th2v17262, Th2v30412, Th2v31348, Th2v31553
OG0004382	Sp6g00010.1, SpUn0781_0010.1, Sp1g00140.1	Th2v24498
OG0004383	Sp4g01440.1	Th2v12711
OG0004384	Sp2g14860.1	Th2v00180, Th2v06463, Th2v15161
OG0004385	Sp2g21110.1	Th2v18438, Th2v25460
OG0004386	Sp5g31580.1	Th2v05772, Th2v20867, Th2v09790
OG0004387	Sp4g01130.1	Th2v02341, Th2v03210
OG0004389	Sp5g24200.1	Th2v24910, Th2v25604, Th2v30917, Th2v31062
OG0004391	Sp2g12060.1	Th2v17048
OG0004392	Sp1g23410.1	Th2v03902, Th2v29659
OG0004393	Sp5g22290.1	Th2v28210, Th2v29639
OG0004394	Sp6g07970.1, Sp1g29520.1	Th2v10931
OG0004395	Sp6g20920.1	Th2v18745, Th2v17819, Th2v21302
OG0004396	Sp2g16690.1	Th2v28911, Th2v30827
OG0004397	Sp5g24810.1, Sp3g28750.1	Th2v25014
OG0004399	Sp6g06570.1	Th2v10874
OG0004400	Sp5g04660.1	Th2v06846, Th2v15543, Th2v13241, Th2v25877
OG0004403	Sp6g05590.1	Th2v04506
OG0004404	Sp5g02510.1	Th2v27521
OG0004405	Sp5g35040.1	Th2v19703
OG0004406	Sp2g19380.1	Th2v09009
OG0004407	Sp6g25560.1, Sp4g17350.1	Th2v10519, Th2v27833
OG0004408	Sp4g10660.1	Th2v01043, Th2v07652, Th2v15640
OG0004409	Sp6g37750.1	Th2v08807, Th2v14381, Th2v22209, Th2v20172
OG0004410	Sp6g19480.1	Th2v09616, Th2v21765
OG0004411	Sp1g04170.1, Sp4g14650.1	Th2v08124, Th2v15997
OG0004412	Sp6g03680.1	Th2v04345
OG0004413	Sp3g20640.1, Sp7g12740.1	Th2v30095
OG0004415	Sp4g10460.1	Th2v08366
OG0004416	Sp5g00990.1	Th2v13003, Th2v22708, Th2v07281, Th2v27578, Th2v27579, Th2v30335, Th2v30336
OG0004417	Sp3g18680.1	Th2v21833, Th2v02205, Th2v24424
OG0004418	Sp4g13720.1	Th2v01166, Th2v15910, Th2v08184
OG0004419	Sp6g32990.1, Sp2g28520.1	Th2v13601
OG0004420	Sp3g32570.1	Th2v01698, Th2v12466
OG0004421	Sp5g02030.1	Th2v26516, Th2v27815
OG0004422	Sp4g27170.1	Th2v16433
OG0004423	Sp2g09160.1, Sp7g19050.1	Th2v04332, Th2v10758
OG0004424	Sp2g11340.1, Sp4g16970.1	Th2v01387, Th2v10498
OG0004425	Sp1g05610.1	Th2v10445, Th2v15840
OG0004426	Sp1g07010.1	Th2v07689, Th2v15606, Th2v08386
OG0004427	Sp4g22570.1	Th2v22417, Th2v22416
OG0004428	Sp6g29290.1	Th2v07001, Th2v18161, Th2v24707
OG0004429	Sp7g15580.1	Th2v16539
OG0004430	Sp3g33730.1	Th2v00450
OG0004431	Sp4g19800.1	Th2v14615, Th2v16964, Th2v29558
OG0004433	Sp7g02360.1, Sp6g33700.1	Th2v00392, Th2v00393
OG0004435	Sp2g15220.1	Th2v00211, Th2v06443, Th2v15142
OG0004436	Sp4g22670.1	Th2v06730, Th2v15426, Th2v03401, Th2v22426
OG0004437	Sp6g34100.1	Th2v11830, Th2v13752
OG0004438	Sp1g13250.1	Th2v06536, Th2v15235, Th2v00039
OG0004439	Sp7g27340.1	Th2v01651
OG0004440	Sp1g25740.1	Th2v01347, Th2v10397
OG0004441	Sp4g18800.1	Th2v29283
OG0004442	Sp2g22100.1	Th2v17644
OG0004443	Sp5g17170.1	Th2v17587
OG0004444	Sp4g28200.1	Th2v12893, Th2v22588, Th2v27508
OG0004445	Sp4g26270.1	Th2v13399, Th2v26015, Th2v27471
OG0004446	Sp5g02770.1	Th2v07083, Th2v18092, Th2v25783, Th2v27603
OG0004447	Sp4g24200.1	Th2v06848, Th2v15545, Th2v03487, Th2v25878
OG0004448	Sp4g07910.1	Th2v01904, Th2v11937
OG0004449	Sp5g00510.1	Th2v07335, Th2v13072, Th2v22780
OG0004450	Sp1g06640.1	Th2v01058, Th2v07610, Th2v08325
OG0004451	Sp6g11650.1, Sp3g03440.1	Th2v18498, Th2v25389
OG0004452	Sp4g13000.1	Th2v08231, Th2v01131, Th2v10448, Th2v15843
OG0004453	Sp2g21850.1	Th2v17623
OG0004454	Sp2g11510.1, SpUn0036_0100.1	Th2v27173
OG0004455	Sp3g15350.1	Th2v26313, Th2v27657
OG0004456	Sp4g10790.1	Th2v01047
OG0004457	Sp4g23800.1, Sp5g05310.1	Th2v06800, Th2v15499, Th2v13167, Th2v25810
OG0004459	Sp6g34790.1	Th2v11865, Th2v13829
OG0004460	Sp3g06800.1	Th2v08595, Th2v11522, Th2v14255, Th2v22079
OG0004462	Sp4g21650.1, SpUn0018_0020.1	Th2v22304, Th2v06651, Th2v15350
OG0004463	Sp1g25640.1	Th2v01344
OG0004464	Sp7g26510.1	Th2v01572, Th2v02244, Th2v12532
OG0004465	Sp1g08230.1	Th2v06161, Th2v14866, Th2v24335
OG0004466	Sp1g08630.1	Th2v06140, Th2v14847, Th2v24297
OG0004467	Sp1g03290.1, Sp4g15790.1	Th2v16093
OG0004468	Sp1g35000.1	Th2v19732, Th2v26281, Th2v27689, Th2v31067, Th2v29413, Th2v30772
OG0004470	Sp2g24350.1	Th2v13858
OG0004472	Sp4g19010.1	Th2v06340, Th2v15038
OG0004473	Sp7g11490.1, Sp3g21680.1	Th2v19512
OG0004474	Sp5g28690.1	Th2v29481
OG0004475	Sp7g28380.1	Th2v01758, Th2v12420
OG0004476	Sp7g28300.1	Th2v01748
OG0004477	Sp3g05410.1, Sp3g05400.1	Th2v18384
OG0004478	Sp6g21860.1	Th2v17879, Th2v22315
OG0004479	Sp1g19540.1	Th2v04140, Th2v05676, Th2v20757, Th2v27984, Th2v10971
OG0004480	Sp2g09400.1, Sp2g09390.1	Th2v16631
OG0004481	Sp1g14810.1	Th2v05662, Th2v10098
OG0004482	Sp5g31470.1	Th2v04104, Th2v28144
OG0004483	Sp1g04570.1	Th2v01183, Th2v15948
OG0004484	Sp2g01790.1	Th2v04902
OG0004487	Sp5g24870.1, Sp2g00570.1	Th2v15780
OG0004488	Sp6g21690.1	Th2v21269, Th2v17869, Th2v18821
OG0004489	Sp5g29940.1, Sp1g13820.1	Th2v10237
OG0004490	Sp5g27340.1	Th2v10040
OG0004491	Sp1g06517.1	Th2v14016, Th2v23978
OG0004493	Sp2g13570.1	Th2v28664, Th2v06516, Th2v15214, Th2v06517, Th2v15215
OG0004494	Sp3g16320.1	Th2v26364, Th2v27746
OG0004495	Sp5g09870.1	Th2v02645
OG0004496	Sp2g18850.1	Th2v18314, Th2v11468, Th2v24780
OG0004497	Sp7g20420.1	Th2v10813
OG0004498	Sp3g00410.1	Th2v23170
OG0004500	Sp5g29720.1	Th2v10286
OG0004501	Sp3g00290.1, Sp6g29760.1	Th2v23187
OG0004502	Sp6g40890.1, Sp7g05130.1	Th2v19883, Th2v29678
OG0004503	Sp6g26880.1	Th2v09130, Th2v22951
OG0004504	Sp7g32940.1	Th2v12128
OG0004505	Sp1g19190.1	Th2v05708, Th2v20795, Th2v09862
OG0004506	Sp2g25400.1, Sp6g35700.1	Th2v12681, Th2v13943
OG0004507	Sp3g21210.1	Th2v28327
OG0004508	Sp1g10550.1	Th2v08404
OG0004509	Sp7g24940.1	Th2v21626
OG0004511	Sp5g23860.1, Sp1g22570.1	Th2v03967
OG0004513	Sp6g19940.1	Th2v14536, Th2v21336
OG0004514	Sp7g36680.1	Th2v02319, Th2v03245
OG0004515	Sp1g14300.1, Sp5g34880.1	Th2v10155
OG0004517	Sp3g13770.1	Th2v23815, Th2v27348, Th2v21994
OG0004518	Sp4g15710.1	Th2v16088, Th2v27088
OG0004519	Sp7g30330.1	Th2v02034, Th2v12345, Th2v19786, Th2v25116
OG0004520	Sp6g07129.1, Sp6g07131.1, Sp7g30760.1	Th2v02008
OG0004521	Sp6g19840.1	Th2v09630
OG0004522	Sp5g32340.1, Sp5g32280.1	Th2v09850
OG0004523	Sp3g13580.1	Th2v22012
OG0004524	Sp1g22340.1	Th2v24918, Th2v18622
OG0004524	Sp5g24280.1	Th2v03978
OG0004525	Sp4g24750.1	Th2v03509, Th2v06868, Th2v13266, Th2v25900
OG0004527	Sp1g22770.1	Th2v24849, Th2v30602, Th2v30713
OG0004528	Sp6g31080.1	Th2v19172, Th2v29031, Th2v17528, Th2v30507
OG0004529	Sp5g33920.1	Th2v10083, Th2v05670, Th2v23314
OG0004530	Sp6g08080.1	Th2v10942
OG0004531	Sp1g19490.1	Th2v09470
OG0004532	Sp1g21650.1	Th2v24981, Th2v25662
OG0004534	Sp1g19200.1	Th2v05707, Th2v20794, Th2v04161, Th2v31164, Th2v30407
OG0004535	Sp2g19820.1, SpUn0021_0030.1	Th2v09012, Th2v18380
OG0004536	Sp4g24990.1, Sp5g04020.1	Th2v13289, Th2v25923, Th2v06885, Th2v13290
OG0004537	Sp6g23630.1	Th2v08411, Th2v24454, Th2v07738, Th2v15563
OG0004538	Sp7g35670.1	Th2v12733
OG0004539	Sp4g25960.1, Sp4g25970.1	Th2v13378, Th2v25995
OG0004540	Sp1g33670.1, Sp1g33680.1	Th2v04791
OG0004541	Sp2g26090.1	Th2v13488
OG0004542	Sp5g27110.1	Th2v27930
OG0004543	Sp5g13600.1, Sp5g13610.1	Th2v14053
OG0004546	Sp1g27510.1	Th2v01456, Th2v27795
OG0004547	Sp1g27590.1, Sp5g21510.1	Th2v25154
OG0004548	Sp7g31720.1, Sp7g31710.1	Th2v02790, Th2v02558, Th2v12046
OG0004550	Sp1g17480.1	Th2v04060, Th2v28043
OG0004551	Sp1g37700.1, Sp3g18590.1	Th2v21827
OG0004552	Sp5g19300.1	Th2v00637, Th2v06245, Th2v14946
OG0004553	Sp6g34820.1, Sp2g11140.1	Th2v07412, Th2v10666, Th2v16521
OG0004554	Sp6g00100.1	Th2v29257
OG0004555	Sp7g28650.1	Th2v01773, Th2v02111
OG0004556	Sp2g10680.1, Sp7g17460.1	Th2v27278
OG0004558	Sp7g26200.1	Th2v02262
OG0004559	Sp5g15580.1, Sp6g21550.1	Th2v18812
OG0004560	Sp3g10950.1, Sp1g41830.1	Th2v23585, Th2v24489
OG0004561	Sp3g28700.1	Th2v02567
OG0004563	Sp4g01520.1	Th2v02362, Th2v12727
OG0004564	Sp7g34140.1	Th2v03015, Th2v21541
OG0004565	Sp7g05920.1	Th2v00625
OG0004566	Sp6g31990.1	Th2v17613, Th2v19281
OG0004567	Sp3g19760.1	Th2v18212, Th2v19294, Th2v19295
OG0004568	Sp7g34110.1, Sp3g31600.1	Th2v03013, Th2v21543
OG0004569	Sp6g15570.1	Th2v26943, Th2v09713, Th2v28981, Th2v09714
OG0004570	Sp6g25960.1, Sp7g22830.1	Th2v09403
OG0004571	Sp6g29970.1	Th2v23203, Th2v24736
OG0004572	Sp6g05260.1, Sp7g20700.1	Th2v04475
OG0004573	Sp6g30770.1	Th2v03872, Th2v30561, Th2v28177
OG0004574	Sp5g27030.1	Th2v04182, Th2v27925
OG0004575	Sp5g23140.1, Sp1g23020.1	Th2v31147, Th2v03933, Th2v19676
OG0004576	Sp2g09350.1, Sp7g18750.1	Th2v04305, Th2v10749
OG0004577	Sp5g24470.1	Th2v03990, Th2v25616, Th2v24938, Th2v24939
OG0004578	Sp3g07610.1	Th2v08949, Th2v14482
OG0004579	Sp3g18760.1	Th2v30515
OG0004580	Sp7g32190.1	Th2v02874, Th2v12049, Th2v02555, Th2v02873
OG0004581	Sp3g02010.1	Th2v09102, Th2v22986
OG0004582	Sp4g22310.1	Th2v06705, Th2v15403, Th2v22382
OG0004583	Sp3g32530.1, Sp3g32540.1	Th2v27233
OG0004585	Sp3g19700.1	Th2v25476
OG0004586	Sp2g17090.1	Th2v00346, Th2v28887
OG0004587	Sp4g15340.1	Th2v08099, Th2v27125
OG0004588	Sp1g39680.1, Sp3g13510.1	Th2v22020
OG0004589	Sp6g04160.1	Th2v04405, Th2v16690
OG0004590	Sp5g07040.1	Th2v22335
OG0004592	Sp1g39790.1	Th2v23770, Th2v27393, Th2v30082
OG0004593	Sp3g16450.1	Th2v01802
OG0004594	Sp1g07930.1	Th2v06174, Th2v14878, Th2v24369
OG0004596	Sp2g05550.1, Sp2g05520.1	Th2v05060
OG0004597	Sp6g18020.1	Th2v21686
OG0004599	Sp4g27020.1	Th2v07080, Th2v18094, Th2v12795, Th2v22482
OG0004600	Sp5g27900.1	Th2v05945, Th2v21066, Th2v09985
OG0004601	Sp2g21350.1	Th2v11259, Th2v11382
OG0004602	Sp2g18970.1, Sp3g06200.1	Th2v11449, Th2v24798
OG0004603	Sp7g28660.1	Th2v02110, Th2v01774, Th2v30913
OG0004604	Sp7g09580.1, Sp4g25390.1	Th2v30842
OG0004605	Sp4g23900.1	Th2v06805
OG0004606	Sp4g12800.1	Th2v18689, Th2v01125, Th2v10423, Th2v15823
OG0004607	Sp6g31850.1	Th2v21946, Th2v31074, Th2v26803
OG0004608	Sp5g34920.1	Th2v05627, Th2v10171, Th2v23390
OG0004609	Sp5g01500.1, Sp4g28670.1	Th2v12945, Th2v22642, Th2v27543
OG0004610	Sp7g12770.1	Th2v19371
OG0004611	Sp1g14080.1, Sp1g14090.1	Th2v23401
OG0004612	Sp5g01940.1	Th2v12880, Th2v22577
OG0004614	Sp4g12870.1	Th2v08235, Th2v10418, Th2v15818
OG0004615	Sp5g29910.1, Sp1g16910.1	Th2v23544, Th2v20343
OG0004616	Sp5g05550.1	Th2v28450
OG0004617	Sp4g28170.1	Th2v12888, Th2v22584
OG0004618	Sp7g20730.1, SpUn1040_0020.1	Th2v16737
OG0004620	Sp6g37300.1, Sp4g12860.1	Th2v10419, Th2v15819, Th2v10434, Th2v15833
OG0004621	Sp4g14360.1	Th2v15976, Th2v15977, Th2v01193, Th2v08134
OG0004622	Sp1g23370.1	Th2v28232
OG0004623	Sp6g38820.1	Th2v08862, Th2v14429, Th2v22257
OG0004624	Sp6g33490.1	Th2v13655
OG0004625	Sp6g21990.1	Th2v17882, Th2v18837
OG0004626	Sp1g12410.1	Th2v00124, Th2v06493, Th2v15190
OG0004627	Sp3g13760.1	Th2v00866, Th2v21995, Th2v23814, Th2v27349
OG0004628	Sp1g35280.1, Sp1g35275.1	Th2v25538
OG0004629	Sp3g31370.1	Th2v02991, Th2v21563
OG0004630	Sp2g20500.1, Sp2g20470.1	Th2v11161
OG0004631	Sp5g28260.1	Th2v09955, Th2v09952, Th2v09953
OG0004632	Sp6g19670.1	Th2v24287, Th2v24375
OG0004633	Sp4g23060.1	Th2v03419, Th2v06751, Th2v15450, Th2v28398
OG0004634	Sp6g05370.1	Th2v04484
OG0004635	Sp5g08400.1	Th2v16924, Th2v03692, Th2v14588
OG0004636	Sp1g18710.1	Th2v20843, Th2v04122, Th2v09809
OG0004639	Sp3g23070.1	Th2v19609
OG0004640	Sp6g39840.1	Th2v08914
OG0004641	Sp6g00320.1	Th2v16476
OG0004642	Sp1g23650.1	Th2v03896
OG0004645	Sp6g11000.1	Th2v29569
OG0004652	Sp3g20470.1	Th2v18674, Th2v19361
OG0004653	Sp7g26860.1, Sp7g26855.1	Th2v12505
OG0004654	Sp6g39410.1, Sp6g38950.1	Th2v21237, Th2v08830, Th2v20029
OG0004655	Sp6g39800.1, Sp6g39790.1	Th2v20001
OG0004656	Sp6g05470.1	Th2v16745, Th2v04493, Th2v10833
OG0004657	Sp4g22520.1	Th2v06716, Th2v15414
OG0004658	Sp6g28850.1	Th2v23109, Th2v24680
OG0004660	Sp1g16940.1	Th2v20362
OG0004661	Sp2g22560.1	Th2v21385, Th2v29456
OG0004662	Sp4g20290.1	Th2v03699
OG0004663	Sp3g22190.1	Th2v19536, Th2v31260
OG0004664	Sp1g02590.1, Sp6g03590.1	Th2v16189
OG0004665	Sp1g08160.1	Th2v24343
OG0004666	Sp6g25130.1	Th2v07012, Th2v18154, Th2v14270, Th2v22094
OG0004667	Sp6g17740.1	Th2v01009, Th2v09477, Th2v05507, Th2v21671, Th2v09476
OG0004668	Sp5g03440.1, Sp4g25840.1	Th2v13371, Th2v25990
OG0004669	Sp6g24820.1	Th2v17502, Th2v19130
OG0004672	Sp5g26470.1	Th2v05390, Th2v30170
OG0004674	Sp6g18850.1	Th2v05554, Th2v21729
OG0004675	Sp7g10510.1, Sp1g30320.1, Sp3g26200.1, SpUn1376_0010.1, Sp6g09420.1	Th2v30693
OG0004676	Sp4g27710.1	Th2v07149, Th2v12849, Th2v22543
OG0004677	Sp5g03540.1, Sp4g25730.1	Th2v06925, Th2v13361, Th2v25980
OG0004679	Sp2g15120.1	Th2v06452, Th2v15150
OG0004680	Sp3g17680.1	Th2v08445
OG0004681	Sp5g12850.1	Th2v14124, Th2v26767, Th2v17314
OG0004682	Sp1g10950.1	Th2v04897
OG0004683	Sp5g32320.1	Th2v04129
OG0004684	Sp3g08770.1, Sp6g38310.1	Th2v20124, Th2v08887, Th2v14411, Th2v22239
OG0004686	Sp6g38190.1, Sp3g08840.1	Th2v20136
OG0004687	Sp1g30670.1	Th2v06278, Th2v14979
OG0004688	Sp1g13290.1	Th2v05418
OG0004690	Sp4g28890.1	Th2v07234
OG0004692	Sp4g22380.1	Th2v06708, Th2v15406
OG0004693	SpUn0010_0200.1, Sp7g00720.1	Th2v04865
OG0004694	Sp4g28800.1	Th2v27546, Th2v12954, Th2v22652, Th2v07224
OG0004695	Sp6g01930.1	Th2v19698
OG0004696	Sp7g32260.1	Th2v02836
OG0004697	Sp1g29050.1	Th2v04664
OG0004698	Sp3g18490.1	Th2v21813
OG0004699	Sp7g01190.1	Th2v00296
OG0004700	Sp5g32010.1	Th2v05739, Th2v20830, Th2v04135, Th2v09824
OG0004701	Sp3g22160.1	Th2v25318
OG0004702	Sp1g06920.1	Th2v08372, Th2v07670, Th2v15622
OG0004703	Sp5g33210.1	Th2v04216, Th2v27967
OG0004704	Sp5g25920.1	Th2v04046, Th2v25721
OG0004705	Sp2g08790.1, Sp1g02900.1	Th2v08014, Th2v27062
OG0004706	Sp4g26820.1	Th2v27493, Th2v07098, Th2v18079
OG0004707	Sp5g10940.1	Th2v14143, Th2v26743
OG0004708	Sp7g18970.1	Th2v04326, Th2v16645
OG0004709	Sp6g15880.1, Sp7g25440.1	Th2v05456, Th2v09657
OG0004710	Sp7g28090.1	Th2v01725, Th2v02139, Th2v12437
OG0004712	Sp6g06790.1, Sp7g22100.1	Th2v04610
OG0004713	Sp1g05020.1	Th2v15903
OG0004714	Sp2g19990.1	Th2v22866
OG0004715	Sp3g12520.1	Th2v00926, Th2v23708, Th2v26079
OG0004716	Sp2g29030.1	Th2v11748, Th2v13550
OG0004717	Sp5g01680.1	Th2v12924, Th2v22620
OG0004720	Sp6g20250.1	Th2v17790, Th2v28615, Th2v18700
OG0004721	Sp6g24630.1	Th2v17471, Th2v02955, Th2v21599, Th2v19063
OG0004722	Sp5g08310.1	Th2v14583, Th2v16917
OG0004724	Sp1g41500.1	Th2v01015, Th2v23605, Th2v26193
OG0004726	Sp2g21300.1	Th2v11253, Th2v24622
OG0004727	Sp4g04460.1	Th2v01869, Th2v02055
OG0004728	Sp6g05120.1, SpUn1622_0010.1	Th2v06795, Th2v15494, Th2v03450, Th2v28463
OG0004730	Sp5g01960.1	Th2v12876, Th2v22572
