Orthogroup	Thellungiella_parvula	Eutrema_salsugineum
OG0001781	Sp1g38700.1	EUTSA_v10011238mg
OG0001782	Sp3g11590.1	EUTSA_v10020444mg
OG0001783	Sp7g23700.1	EUTSA_v10026072mg
OG0001783	Sp7g23720.1	EUTSA_v10026034mg
OG0001784	Sp7g19005.1	EUTSA_v10024347mg
OG0001784	Sp7g19000.1	EUTSA_v10024326mg
OG0001785	Sp2g00740.1	EUTSA_v10009601mg
OG0001785	Sp5g32360.1	EUTSA_v10018295mg
OG0001786	Sp6g40720.1	EUTSA_v10014179mg
OG0001786	Sp5g15190.1, Sp4g20520.1	EUTSA_v10017969mg
OG0001788	Sp6g25160.1	EUTSA_v10014774mg
OG0001788	Sp3g04980.1	EUTSA_v10021555mg
OG0001789	Sp6g38390.1	EUTSA_v10014546mg
OG0001789	Sp1g23960.1	EUTSA_v10010032mg
OG0001790	Sp3g01810.1	EUTSA_v10020933mg
OG0001791	Sp2g25070.1	EUTSA_v10005470mg
OG0001791	Sp5g03820.1	EUTSA_v10006321mg
OG0001792	Sp6g37280.1	EUTSA_v10013625mg
OG0001792	Sp3g09460.1	EUTSA_v10020755mg
OG0001793	Sp5g27220.1	EUTSA_v10018388mg
OG0001793	Sp5g27205.1, Sp5g27210.1	EUTSA_v10019581mg, EUTSA_v10019829mg, EUTSA_v10018035mg
OG0001794	Sp7g33150.1	EUTSA_v10025517mg
OG0001794	Sp3g30660.1	EUTSA_v10022748mg
OG0001795	Sp1g16540.1, Sp1g16550.1	EUTSA_v10007318mg
OG0001796	Sp3g31410.1	EUTSA_v10022599mg
OG0001797	Sp4g02280.1	EUTSA_v10000438mg
OG0001797	Sp7g34920.1	EUTSA_v10025742mg
OG0001798	Sp4g01560.1	EUTSA_v10000004mg
OG0001798	Sp2g05360.1	EUTSA_v10023209mg
OG0001800	Sp1g10690.1	EUTSA_v10010010mg
OG0001800	Sp2g02190.1	EUTSA_v10024108mg
OG0001801	Sp5g18750.1	EUTSA_v10002680mg
OG0001801	Sp6g23730.1	EUTSA_v10014753mg
OG0001802	Sp3g18000.1	EUTSA_v10021218mg
OG0001802	Sp1g37200.1	EUTSA_v10012080mg
OG0001803	Sp5g33880.1	EUTSA_v10019278mg
OG0001804	Sp3g03680.1	EUTSA_v10021255mg
OG0001804	Sp2g20240.1	EUTSA_v10004720mg
OG0001805	Sp6g32710.1	EUTSA_v10013805mg
OG0001805	Sp7g29540.1	EUTSA_v10025784mg
OG0001806	Sp1g08570.1	EUTSA_v10009349mg
OG0001806	Sp2g27500.1	EUTSA_v10003716mg
OG0001808	Sp5g25180.1	EUTSA_v10018014mg
OG0001809	Sp5g25990.1	EUTSA_v10019241mg
OG0001809	Sp1g20600.1	EUTSA_v10008947mg
OG0001810	Sp2g02180.1	EUTSA_v10023929mg
OG0001810	Sp1g10700.1	EUTSA_v10009327mg
OG0001811	Sp6g30150.1	EUTSA_v10014708mg
OG0001811	Sp3g10580.1	EUTSA_v10021544mg
OG0001812	Sp2g16570.1	EUTSA_v10004747mg
OG0001812	Sp7g01210.1	EUTSA_v10027879mg
OG0001813	Sp6g19320.1	EUTSA_v10014709mg
OG0001813	Sp7g23820.1	EUTSA_v10026254mg
OG0001814	Sp5g22920.1	EUTSA_v10019740mg
OG0001815	Sp5g35340.1	EUTSA_v10019401mg
OG0001816	Sp2g13590.1	EUTSA_v10004674mg
OG0001816	Sp1g12890.1	EUTSA_v10008286mg
OG0001817	Sp1g25090.1	EUTSA_v10008914mg
OG0001818	Sp3g31330.1	EUTSA_v10022795mg
OG0001818	Sp7g33800.1	EUTSA_v10026001mg
OG0001819	Sp5g12700.1	EUTSA_v10010221mg
OG0001819	Sp2g22900.1	EUTSA_v10003876mg
OG0001820	Sp7g21930.1, Sp7g21950.1	EUTSA_v10024521mg
OG0001821	Sp7g28790.1	EUTSA_v10024754mg
OG0001821	Sp4g03140.1	EUTSA_v10000127mg
OG0001822	Sp3g32900.1	EUTSA_v10022653mg
OG0001823	Sp3g29770.1	EUTSA_v10022578mg
OG0001823	Sp7g32490.1	EUTSA_v10024529mg
OG0001824	Sp5g31210.1	EUTSA_v10018759mg
OG0001824	Sp1g18050.1	EUTSA_v10008036mg
OG0001825	Sp5g34960.1	EUTSA_v10018990mg
OG0001825	Sp4g14480.1	EUTSA_v10017059mg
OG0001827	Sp6g09340.1	EUTSA_v10029008mg
OG0001827	Sp3g08130.1	EUTSA_v10021608mg
OG0001828	Sp1g19120.1	EUTSA_v10006893mg
OG0001828	Sp5g32450.1	EUTSA_v10018181mg
OG0001829	Sp5g14510.1	EUTSA_v10010734mg
OG0001829	Sp2g25520.1	EUTSA_v10004933mg
OG0001830	Sp1g14910.1	EUTSA_v10009494mg
OG0001830	Sp7g07250.1, Sp5g33980.1	EUTSA_v10018168mg
OG0001831	Sp7g12300.1	EUTSA_v10024836mg
OG0001831	Sp3g21200.1	EUTSA_v10020399mg
OG0001832	Sp1g17990.1	EUTSA_v10010046mg
OG0001834	Sp1g04190.1	EUTSA_v10006865mg
OG0001834	Sp4g14610.1	EUTSA_v10016148mg
OG0001835	Sp4g23760.1	EUTSA_v10016688mg
OG0001835	Sp5g05360.1	EUTSA_v10005999mg, EUTSA_v10007732mg
OG0001836	Sp7g19360.1	EUTSA_v10026172mg
OG0001836	Sp6g03810.1	EUTSA_v10028939mg
OG0001837	Sp6g04570.1, SpUn0110_0010.1	EUTSA_v10028833mg
OG0001837	Sp7g20310.1	EUTSA_v10025821mg
OG0001838	Sp6g18420.1	EUTSA_v10014148mg
OG0001838	Sp7g24250.1	EUTSA_v10025773mg
OG0001839	Sp6g17990.1	EUTSA_v10014150mg
OG0001839	Sp7g24420.1	EUTSA_v10025796mg
OG0001840	Sp7g29530.1	EUTSA_v10026865mg
OG0001840	Sp4g03730.1	EUTSA_v10000360mg
OG0001841	Sp1g35400.1	EUTSA_v10011507mg
OG0001841	Sp3g15920.1	EUTSA_v10020677mg
OG0001843	Sp4g26750.1	EUTSA_v10001797mg
OG0001844	Sp5g16660.1, SpUN0258_0010.1	EUTSA_v10002497mg
OG0001844	Sp7g31530.1	EUTSA_v10025005mg
OG0001845	Sp6g30990.1	EUTSA_v10014186mg
OG0001845	Sp3g18820.1	EUTSA_v10021160mg
OG0001846	Sp4g14800.1	EUTSA_v10016736mg
OG0001846	SpUn0024_0120.1, Sp1g04020.1	EUTSA_v10007787mg
OG0001847	Sp4g26840.1	EUTSA_v10001587mg
OG0001847	Sp5g02940.1	EUTSA_v10006159mg
OG0001848	Sp1g14020.1	EUTSA_v10007622mg
OG0001848	Sp5g35320.1	EUTSA_v10018560mg
OG0001849	Sp7g21760.1	EUTSA_v10025168mg
OG0001849	Sp6g06370.1	EUTSA_v10028648mg
OG0001850	Sp2g28200.1	EUTSA_v10004547mg
OG0001850	Sp6g33290.1	EUTSA_v10014214mg
OG0001851	Sp4g02770.1, Sp4g02750.1, Sp4g02760.1	EUTSA_v100002610mg
OG0001852	Sp5g35380.1	EUTSA_v10018763mg
OG0001852	Sp1g13980.1	EUTSA_v10008027mg
OG0001853	Sp6g33350.1, SpUn0247_0020.1	EUTSA_v10014330mg
OG0001853	Sp2g28290.1	EUTSA_v10004715mg
OG0001854	Sp4g12990.1	EUTSA_v10016873mg
OG0001854	Sp1g05590.1	EUTSA_v10008025mg
OG0001855	Sp1g27180.1	EUTSA_v10008986mg
OG0001855	Sp4g17880.1	EUTSA_v10017351mg
OG0001856	Sp1g02990.1	EUTSA_v10000157mg, EUTSA_v10007562mg, EUTSA_v10023030mg
OG0001857	Sp1g38310.1	EUTSA_v10011588mg
OG0001857	Sp3g19220.1	EUTSA_v10021025mg
OG0001858	Sp1g17040.1	EUTSA_v10009105mg
OG0001858	Sp3g12340.1	EUTSA_v10021763mg
OG0001859	Sp3g18220.1	EUTSA_v10020208mg
OG0001859	Sp1g37430.1	EUTSA_v10012173mg
OG0001861	Sp4g00640.1	EUTSA_v10000042mg
OG0001861	Sp7g36710.1	EUTSA_v10024369mg
OG0001862	Sp6g04250.1	EUTSA_v10029023mg
OG0001862	Sp7g20160.1	EUTSA_v10027246mg
OG0001863	Sp6g37840.1	EUTSA_v10013108mg
OG0001863	Sp3g09030.1	EUTSA_v10020407mg
OG0001864	Sp5g04250.1	EUTSA_v10005818mg
OG0001864	Sp4g24720.1	EUTSA_v10016343mg
OG0001865	Sp5g01450.1	EUTSA_v10006318mg
OG0001865	Sp4g28730.1	EUTSA_v10001684mg
OG0001866	Sp1g04900.1	EUTSA_v10008185mg
OG0001867	Sp1g05480.1	EUTSA_v10009309mg
OG0001867	Sp4g13170.1	EUTSA_v10016515mg
OG0001868	Sp6g25390.1	EUTSA_v10013699mg
OG0001868	Sp3g05130.1	EUTSA_v10020850mg
OG0001869	Sp2g26550.1	EUTSA_v10004831mg
OG0001870	Sp6g04420.1	EUTSA_v10028702mg
OG0001871	Sp7g05500.1	EUTSA_v10004418mg, EUTSA_v10027666mg
OG0001872	Sp3g04420.1	EUTSA_v10021849mg
OG0001872	Sp7g36600.1	EUTSA_v10026620mg
OG0001873	Sp1g09170.1	EUTSA_v10009594mg
OG0001873	Sp2g04570.1	EUTSA_v10023720mg
OG0001874	Sp7g02460.1	EUTSA_v10027619mg
OG0001874	Sp1g12340.1	EUTSA_v10009607mg
OG0001875	Sp7g33380.1	EUTSA_v10026930mg
OG0001876	Sp7g00800.1	EUTSA_v10027730mg
OG0001876	Sp2g16030.1	EUTSA_v10003842mg
OG0001877	Sp5g01610.1	EUTSA_v10005844mg
OG0001877	Sp7g00050.1	EUTSA_v10027689mg
OG0001878	Sp5g11850.1	EUTSA_v10010424mg
OG0001879	Sp4g23840.1	EUTSA_v10016174mg
OG0001879	Sp4g08220.1, Sp5g05270.1	EUTSA_v10005764mg
OG0001880	Sp2g22000.1	EUTSA_v10004997mg
OG0001880	Sp6g32160.1	EUTSA_v10014836mg
OG0001881	Sp4g18540.1	EUTSA_v10017499mg
OG0001883	Sp1g14450.1	EUTSA_v10008662mg, EUTSA_v10021502mg, EUTSA_v10015786mg
OG0001883	Sp5g34650.1	EUTSA_v10019084mg
OG0001884	Sp5g27930.1	EUTSA_v10018140mg
OG0001884	Sp3g12090.1	EUTSA_v10020092mg
OG0001885	Sp1g36900.1	EUTSA_v10011462mg
OG0001885	Sp3g17720.1	EUTSA_v10020590mg
OG0001886	Sp3g13730.1	EUTSA_v10021635mg
OG0001886	Sp1g39480.1	EUTSA_v10011821mg
OG0001887	Sp1g20800.1	EUTSA_v10008931mg
OG0001887	Sp5g25690.1	EUTSA_v10019249mg
OG0001888	Sp5g24600.1	EUTSA_v10019614mg
OG0001888	Sp6g29410.1	EUTSA_v10013122mg
OG0001889	Sp5g15880.1	EUTSA_v10002651mg
OG0001889	Sp6g21830.1	EUTSA_v10014428mg
OG0001890	Sp5g09280.1	EUTSA_v10010945mg
OG0001890	Sp4g18920.1	EUTSA_v10017525mg
OG0001891	Sp6g28430.1	EUTSA_v10012544mg
OG0001891	Sp5g24110.1	EUTSA_v10018073mg
OG0001892	Sp3g17440.1	EUTSA_v10022190mg
OG0001892	Sp1g36680.1	EUTSA_v10011515mg
OG0001893	Sp6g36400.1	EUTSA_v10012525mg
OG0001893	Sp4g12690.1	EUTSA_v10016166mg
OG0001894	Sp6g39260.1	EUTSA_v10013349mg
OG0001894	Sp3g08230.1	EUTSA_v10020593mg
OG0001895	Sp7g23950.1	EUTSA_v10024721mg
OG0001895	Sp6g18930.1	EUTSA_v10013043mg
OG0001896	Sp1g16880.1	EUTSA_v10009547mg
OG0001896	Sp5g29870.1	EUTSA_v10018113mg
OG0001897	Sp4g16560.1	EUTSA_v10016285mg
OG0001897	Sp1g25400.1	EUTSA_v10006884mg
OG0001898	Sp1g02560.1	EUTSA_v10008668mg
OG0001898	Sp6g03540.1	EUTSA_v10029001mg
OG0001899	Sp5g33330.1	EUTSA_v10019322mg
OG0001899	Sp1g19780.1	EUTSA_v10009116mg
OG0001900	Sp4g26580.1	EUTSA_v10001748mg
OG0001900	Sp4g26520.1	EUTSA_v10001726mg
OG0001900	Sp5g03090.1	EUTSA_v10005886mg
OG0001901	Sp6g24980.1	EUTSA_v10014461mg
OG0001901	Sp6g31330.1	EUTSA_v10014482mg
OG0001902	Sp1g15000.1	EUTSA_v10007531mg
OG0001902	Sp5g33890.1	EUTSA_v10018485mg
OG0001903	Sp2g18940.1	EUTSA_v10005016mg
OG0001903	Sp3g22850.1	EUTSA_v10002679mg
OG0001904	Sp7g16540.1	EUTSA_v10026227mg
OG0001904	Sp2g11910.1	EUTSA_v10001023mg
OG0001905	Sp1g14510.1	EUTSA_v10008440mg
OG0001905	Sp5g34560.1	EUTSA_v10019001mg
OG0001906	Sp7g10890.1	EUTSA_v100275740mg
OG0001907	Sp1g17260.1	EUTSA_v10008172mg
OG0001907	Sp5g30210.1	EUTSA_v10018835mg
OG0001908	Sp7g36250.1	EUTSA_v10024781mg
OG0001908	Sp7g36240.1	EUTSA_v10027365mg
OG0001909	Sp3g10900.1	EUTSA_v10021053mg
OG0001909	Sp1g41860.1	EUTSA_v10011617mg
OG0001910	Sp1g12830.1	EUTSA_v10006609mg
OG0001910	Sp2g13710.1	EUTSA_v10003531mg
OG0001912	Sp3g10080.1	EUTSA_v10020560mg
OG0001912	Sp6g36300.1	EUTSA_v10013131mg
OG0001913	Sp5g08750.1	EUTSA_v10010956mg
OG0001913	Sp4g19770.1	EUTSA_v10017303mg
OG0001914	Sp6g34400.1	EUTSA_v10013045mg
OG0001914	Sp2g23620.1	EUTSA_v10003872mg
OG0001915	Sp6g37480.1	EUTSA_v10013241mg
OG0001915	Sp3g09310.1	EUTSA_v10020437mg
OG0001916	Sp2g15210.1	EUTSA_v10004359mg
OG0001916	Sp1g11920.1	EUTSA_v10007959mg
OG0001917	Sp6g06440.1	EUTSA_v10029078mg
OG0001917	Sp7g21820.1	EUTSA_v10027272mg
OG0001918	Sp3g07070.1	EUTSA_v10021281mg
OG0001918	Sp4g20940.1	EUTSA_v10017040mg
OG0001919	Sp4g12070.1	EUTSA_v10028311mg, EUTSA_v10013988mg
OG0001919	Sp6g24030.1	EUTSA_v10013989mg
OG0001920	Sp2g28240.1	EUTSA_v10003869mg
OG0001920	Sp6g33310.1	EUTSA_v10013054mg
OG0001921	Sp1g11230.1	EUTSA_v10007564mg
OG0001921	Sp2g01520.1	EUTSA_v10023446mg
OG0001922	Sp1g19530.1	EUTSA_v10007136mg
OG0001922	Sp1g30960.1	EUTSA_v10003888mg
OG0001923	Sp4g20200.1	EUTSA_v10016896mg
OG0001923	Sp5g08460.1	EUTSA_v10010476mg
OG0001924	Sp5g14000.1	EUTSA_v10010656mg
OG0001924	Sp2g25890.1	EUTSA_v10004798mg
OG0001925	Sp5g06620.1	EUTSA_v10010703mg
OG0001925	Sp4g22400.1	EUTSA_v10017237mg
OG0001926	Sp4g16170.1, Sp1g24490.1	EUTSA_v10008255mg
OG0001927	Sp6g32390.1	EUTSA_v10012643mg
OG0001927	Sp6g24130.1	EUTSA_v10012540mg
OG0001928	Sp3g09660.1	EUTSA_v10020574mg
OG0001928	Sp6g36820.1	EUTSA_v10015521mg
OG0001929	Sp3g32550.1	EUTSA_v10022718mg
OG0001929	Sp7g27840.1	EUTSA_v10025381mg
OG0001930	Sp6g35810.1	EUTSA_v10015596mg
OG0001930	Sp6g35800.1	EUTSA_v10013670mg, EUTSA_v10013492mg
OG0001930	Sp6g20050.1	EUTSA_v10013486mg
OG0001931	Sp7g34220.1	EUTSA_v10024668mg
OG0001931	SpUn0030_0100.1, Sp3g31730.1	EUTSA_v10022590mg
OG0001932	Sp1g36450.1	EUTSA_v10011327mg
OG0001932	Sp3g17180.1	EUTSA_v10020326mg
OG0001933	Sp1g36030.1, Sp3g16520.1	EUTSA_v10022379mg
OG0001934	Sp5g15090.1	EUTSA_v10002455mg
OG0001934	Sp6g21140.1	EUTSA_v10013016mg
OG0001935	Sp1g01670.1	EUTSA_v10009571mg
OG0001935	Sp6g02070.1	EUTSA_v10029363mg, EUTSA_v10029373mg
OG0001936	Sp7g28350.1	EUTSA_v10025830mg
OG0001936	Sp4g02810.1	EUTSA_v10000263mg, EUTSA_v10000650mg, EUTSA_v10000623mg
OG0001937	Sp2g16430.1	EUTSA_v10004748mg
OG0001937	Sp7g01130.1	EUTSA_v10027882mg
OG0001938	Sp6g15680.1	EUTSA_v10013746mg
OG0001938	Sp7g25660.1	EUTSA_v10025375mg
OG0001939	Sp6g34660.1	EUTSA_v10013993mg
OG0001939	Sp2g23900.1	EUTSA_v10004347mg
OG0001940	Sp1g15890.1	EUTSA_v10008480mg
OG0001940	Sp5g28160.1	EUTSA_v10019492mg
OG0001941	Sp4g20160.1	EUTSA_v10016967mg
OG0001941	Sp4g20140.1	EUTSA_v10016962mg, EUTSA_v10017980mg
OG0001942	Sp4g20270.1	EUTSA_v10016588mg
OG0001942	Sp5g08320.1, Sp5g18210.1	EUTSA_v10010371mg
OG0001943	Sp4g14120.1	EUTSA_v10016361mg
OG0001944	Sp7g28120.1	EUTSA_v10025801mg
OG0001945	Sp5g07860.1	EUTSA_v10010428mg
OG0001945	Sp4g21240.1	EUTSA_v10016752mg
OG0001946	Sp2g10730.1	EUTSA_v10000868mg
OG0001946	Sp7g17410.1	EUTSA_v10025024mg
OG0001947	Sp5g32660.1	EUTSA_v10018106mg
OG0001947	Sp1g19300.1	EUTSA_v10006728mg
OG0001948	Sp3g18090.1	EUTSA_v10021614mg
OG0001949	Sp6g24890.1	EUTSA_v10014599mg
OG0001950	Sp1g17170.1	EUTSA_v10007353mg
OG0001951	Sp4g04350.1	EUTSA_v10000356mg
OG0001951	Sp7g29820.1	EUTSA_v10026353mg
OG0001952	Sp7g35940.1	EUTSA_v10024861mg
OG0001952	Sp4g01380.1	EUTSA_v10000114mg
OG0001953	Sp1g18630.1	EUTSA_v10009415mg
OG0001953	Sp5g31690.1, Sp5g31680.1	EUTSA_v10018685mg
OG0001954	Sp1g14270.1	EUTSA_v10009815mg
OG0001954	Sp5g34930.1	EUTSA_v10018389mg
OG0001955	Sp6g06980.1	EUTSA_v10029431mg
OG0001956	Sp1g13160.1	EUTSA_v10008160mg
OG0001956	Sp2g13270.1	EUTSA_v10004560mg
OG0001957	Sp5g05860.1, Sp5g05870.1	EUTSA_v10005887mg
OG0001958	Sp1g21200.1	EUTSA_v10009999mg
OG0001959	Sp1g23580.1	EUTSA_v10007882mg
OG0001959	Sp1g23590.1	EUTSA_v10007832mg
OG0001960	Sp1g03660.1	EUTSA_v10006675mg
OG0001960	Sp4g15070.1	EUTSA_v10016177mg
OG0001961	Sp1g21520.1	EUTSA_v10007867mg
OG0001961	Sp5g25210.1	EUTSA_v10018687mg
OG0001962	Sp3g30950.1	EUTSA_v10022692mg, EUTSA_v10023024mg
OG0001962	Sp7g33390.1	EUTSA_v10025241mg
OG0001963	Sp4g25370.1	EUTSA_v10001470mg
OG0001963	Sp5g03760.1	EUTSA_v10006015mg
OG0001964	SpUn0698_0010.1	EUTSA_v10000734mg, EUTSA_v10000744mg
OG0001965	Sp5g31670.1	EUTSA_v10018578mg
OG0001965	Sp1g18610.1	EUTSA_v10007750mg
OG0001966	Sp7g18720.1	EUTSA_v10026182mg
OG0001966	Sp2g09360.1	EUTSA_v10001015mg
OG0001967	Sp4g28370.1	EUTSA_v10001752mg
OG0001968	Sp2g09950.1	EUTSA_v10001031mg
OG0001968	Sp7g18190.1	EUTSA_v10026281mg
OG0001969	Sp6g25710.1	EUTSA_v10012527mg
OG0001969	Sp3g05320.1	EUTSA_v10019967mg
OG0001970	Sp1g14610.1	EUTSA_v10007910mg
OG0001970	Sp5g34280.1	EUTSA_v10018699mg
OG0001971	Sp1g05930.1	EUTSA_v10008595mg
OG0001971	Sp4g12590.1	EUTSA_v10017990mg
OG0001972	Sp3g13470.1	EUTSA_v10021617mg
OG0001972	Sp1g39700.1	EUTSA_v10011728mg
OG0001973	Sp5g04770.1	EUTSA_v10006259mg
OG0001974	Sp1g20030.1	EUTSA_v10009192mg
OG0001975	Sp3g32170.1	EUTSA_v10022778mg
OG0001976	Sp5g14140.1	EUTSA_v10010295mg
OG0001976	Sp2g25730.1	EUTSA_v10003926mg
OG0001977	Sp2g09290.1	EUTSA_v10000899mg
OG0001977	Sp7g18810.1	EUTSA_v10025334mg
OG0001978	Sp7g13390.1	EUTSA_v10026071mg
OG0001978	Sp3g19940.1	EUTSA_v10021384mg
OG0001979	Sp2g18240.1	EUTSA_v10004065mg
OG0001979	Sp7g03210.1	EUTSA_v10027738mg
OG0001980	Sp3g02950.1	EUTSA_v10021320mg
OG0001980	Sp6g26110.1	EUTSA_v10014401mg
OG0001981	Sp2g14270.1	EUTSA_v10004015mg
OG0001981	Sp1g12320.1	EUTSA_v10007428mg
OG0001982	Sp7g24040.1	EUTSA_v10026803mg
OG0001982	Sp7g24030.1	EUTSA_v10025781mg
OG0001983	Sp6g17050.1	EUTSA_v10013622mg
OG0001983	Sp7g24810.1	EUTSA_v10025206mg
OG0001984	Sp1g13360.1	EUTSA_v10007261mg
OG0001984	Sp2g12930.1	EUTSA_v10000838mg
OG0001985	Sp1g13350.1	EUTSA_v10007171mg
OG0001985	Sp2g13040.1	EUTSA_v10003910mg
OG0001986	Sp5g35820.1	EUTSA_v10019519mg
OG0001987	Sp6g37110.1	EUTSA_v10014370mg
OG0001987	Sp3g09550.1	EUTSA_v10021322mg
OG0001988	Sp4g00510.1	EUTSA_v10000191mg
OG0001988	Sp7g36870.1	EUTSA_v10025379mg
OG0001989	Sp3g20290.1	EUTSA_v10021506mg
OG0001990	Sp1g16270.1	EUTSA_v10008778mg
OG0001990	Sp5g28700.1	EUTSA_v10019174mg
OG0001992	Sp4g27420.1	EUTSA_v10001560mg
OG0001992	Sp5g02450.1	EUTSA_v10006120mg
OG0001993	Sp1g06850.1	EUTSA_v10007880mg
OG0001993	Sp4g10690.1	EUTSA_v10016776mg, EUTSA_v10025153mg
OG0001994	Sp5g14210.1	EUTSA_v10010858mg
OG0001994	Sp5g29680.1	EUTSA_v10019683mg
OG0001995	Sp1g01790.1	EUTSA_v10008908mg
OG0001995	Sp6g02250.1	EUTSA_v10029020mg
OG0001996	Sp6g29300.1	EUTSA_v10014232mg
OG0001996	Sp3g00570.1	EUTSA_v10020995mg
OG0001997	Sp7g16130.1	EUTSA_v10027064mg
OG0001997	Sp2g11420.1	EUTSA_v10001200mg
OG0001998	Sp7g26420.1	EUTSA_v10026479mg
OG0001998	Sp1g02660.1	EUTSA_v10009070mg
OG0001999	Sp7g24550.1	EUTSA_v10024804mg
OG0001999	Sp6g17780.1	EUTSA_v10012759mg
OG0002000	Sp5g32410.1	EUTSA_v10018371mg
OG0002000	Sp1g19075.1, Sp1g19080.1	EUTSA_v10007282mg
OG0002001	Sp2g13950.1	EUTSA_v10004163mg
OG0002002	Sp7g18280.1	EUTSA_v10025627mg
OG0002002	SpUn0730_0010.1	EUTSA_v10000941mg
OG0002002	Sp2g09890.1	EUTSA_v10000942mg
OG0002004	Sp1g27360.1	EUTSA_v10007005mg, EUTSA_v10006982mg
OG0002005	Sp5g03600.1, Sp4g25540.1	EUTSA_v10006355mg, EUTSA_v10001710mg
OG0002006	Sp2g04110.1	EUTSA_v10023965mg, EUTSA_v10012096mg, EUTSA_v10024045mg
OG0002007	Sp6g26150.1	EUTSA_v10013679mg
OG0002007	Sp3g02880.1	EUTSA_v10020857mg
OG0002008	Sp7g25740.1	EUTSA_v10025574mg
OG0002008	Sp6g15600.1	EUTSA_v10014004mg
OG0002009	Sp5g28170.1	EUTSA_v10018153mg
OG0002009	Sp1g15900.1	EUTSA_v10006829mg
OG0002010	Sp6g40700.1	EUTSA_v10014043mg
OG0002010	Sp3g07300.1	EUTSA_v10021104mg
OG0002011	Sp1g38740.1	EUTSA_v10011325mg
OG0002011	Sp3g14550.1	EUTSA_v10020365mg
OG0002012	Sp7g24560.1	EUTSA_v10024758mg
OG0002012	Sp6g17770.1	EUTSA_v10012859mg
OG0002013	Sp5g00800.1	EUTSA_v10005949mg
OG0002013	Sp6g02410.1	EUTSA_v10028641mg
OG0002014	Sp2g10610.1	EUTSA_v10000763mg
OG0002014	Sp7g17530.1	EUTSA_v10024266mg
OG0002015	Sp3g12600.1	EUTSA_v10020354mg
OG0002015	Sp1g40320.1	EUTSA_v10011343mg
OG0002016	Sp7g22750.1	EUTSA_v10025809mg
OG0002017	Sp4g12530.1	EUTSA_v10016182mg
OG0002017	Sp1g05960.1	EUTSA_v10006689mg
OG0002018	Sp2g30350.1	EUTSA_v10003607mg
OG0002018	Sp5g11060.1	EUTSA_v10010086mg
OG0002019	Sp6g32910.1	EUTSA_v10013425mg
OG0002020	Sp1g02520.1	EUTSA_v10008277mg
OG0002020	Sp6g03480.1	EUTSA_v10028812mg
OG0002021	Sp4g25090.1	EUTSA_v10017807mg
OG0002021	Sp5g03880.1	EUTSA_v10005898mg
OG0002022	Sp1g40330.1	EUTSA_v10011342mg
OG0002022	Sp3g12590.1	EUTSA_v10022003mg
OG0002023	Sp3g14290.1	EUTSA_v10020122mg
OG0002023	Sp1g39030.1	EUTSA_v10011252mg
OG0002024	Sp6g38240.1	EUTSA_v10013385mg
OG0002024	Sp3g08820.1	EUTSA_v10020612mg
OG0002025	Sp3g20510.1	EUTSA_v10020762mg
OG0002025	Sp7g12850.1	EUTSA_v10025120mg
OG0002026	Sp7g37420.1	EUTSA_v10024233mg
OG0002026	Sp4g10810.1	EUTSA_v10016155mg
OG0002027	Sp5g32130.1	EUTSA_v10019577mg
OG0002027	Sp1g18930.1	EUTSA_v10007405mg
OG0002028	Sp2g09380.1	EUTSA_v10000869mg
OG0002028	Sp7g18700.1	EUTSA_v10025053mg
OG0002029	Sp4g28830.1	EUTSA_v10001478mg
OG0002030	Sp1g35850.1	EUTSA_v10012202mg, EUTSA_v10012234mg
OG0002030	Sp3g16670.1	EUTSA_v10021576mg
OG0002031	Sp6g23720.1	EUTSA_v10014872mg
OG0002031	Sp5g18660.1	EUTSA_v10002695mg
OG0002032	Sp6g16870.1	EUTSA_v10013710mg
OG0002032	Sp7g24960.1	EUTSA_v10025342mg
OG0002033	Sp5g29150.1	EUTSA_v10018499mg
OG0002033	Sp1g16410.1	EUTSA_v10007552mg
OG0002034	Sp5g15810.1	EUTSA_v10002466mg
OG0002035	Sp7g25240.1	EUTSA_v10026025mg
OG0002035	Sp6g16430.1	EUTSA_v10014526mg
OG0002036	Sp1g10930.1	EUTSA_v10009022mg
OG0002037	Sp2g10220.1	EUTSA_v10000914mg
OG0002037	Sp7g18030.1	EUTSA_v10024796mg
OG0002038	Sp1g41640.1	EUTSA_v10012353mg
OG0002039	Sp1g20300.1	EUTSA_v10009842mg
OG0002040	Sp5g32490.1	EUTSA_v10018217mg
OG0002041	Sp6g25290.1	EUTSA_v10013101mg
OG0002041	Sp3g05080.1	EUTSA_v10020810mg
OG0002042	Sp6g36860.1	EUTSA_v10012860mg
OG0002042	Sp4g22020.1	EUTSA_v10016330mg
OG0002043	Sp6g17440.1	EUTSA_v10013607mg
OG0002043	Sp7g24620.1	EUTSA_v10025172mg
OG0002044	Sp1g37670.1	EUTSA_v10011976mg
OG0002044	Sp3g18570.1	EUTSA_v10022363mg
OG0002045	Sp4g05110.1	EUTSA_v10009362mg, EUTSA_v10000435mg
OG0002046	Sp6g21740.1	EUTSA_v10009373mg
OG0002047	Sp1g20075.1	EUTSA_v10007239mg
OG0002047	Sp1g22620.1	EUTSA_v10007254mg
OG0002047	Sp1g20070.1	EUTSA_v10007251mg
OG0002048	Sp4g17080.1	EUTSA_v10016496mg
OG0002048	Sp1g26650.1	EUTSA_v10007327mg
OG0002049	Sp1g15670.1	EUTSA_v10008868mg
