Orthogroup	Thellungiella_parvula	Arabis_alpina
OG0001192	Sp3g00910.1	AALP_AA3G001800, AALP_AA7G016800
OG0001193	Sp2g01990.1	AALP_AA2G015400
OG0001194	Sp2g30140.1	AALP_AA8G502100
OG0001194	Sp5g11400.1	AALP_AA5G131000
OG0001197	Sp7g19730.1	AALP_AA7G041000
OG0001198	Sp3g01250.1	AALP_AA3G014100
OG0001198	Sp6g28510.1	AALP_AA8G158400
OG0001199	Sp1g13300.1	AALP_AA6G310700
OG0001199	Sp2g13130.1	AALP_AA5G006600, AALP_AA5G006700
OG0001200	Sp3g33380.1	AALP_AA3G365700
OG0001200	Sp7g26840.1	AALP_AA7G133800
OG0001201	Sp7g12210.1	AALP_AAs62910U000300
OG0001201	Sp7g12270.1	AALP_AAs65522U000100
OG0001202	Sp5g21330.1	AALP_AA2G140200, AALP_AA2G079400
OG0001203	Sp1g23970.1	AALP_AA1G287000
OG0001204	Sp1g25770.1	AALP_AA1G306400
OG0001205	Sp7g21690.1	AALP_AA7G067500
OG0001206	Sp6g03340.1, Sp7g19710.1	AALP_AA5G224500, AALP_AA5G134200, AALP_AA5G138700
OG0001206	Sp7g00320.1	AALP_AA6G315800
OG0001207	Sp4g20500.1	AALP_AA4G160200, AALP_AA4G160100
OG0001208	Sp4g11020.1	AALP_AA6G228800
OG0001208	Sp1g06740.1	AALP_AA1G083600
OG0001211	Sp6g26430.1	AALP_AA8G190700
OG0001212	Sp4g27910.1	AALP_AA4G248300
OG0001214	Sp4g02530.1	AALP_AA6G278800
OG0001215	Sp1g05920.1	AALP_AA1G069700, AALP_AAs39041U000100
OG0001215	Sp4g12600.1	AALP_AAs67696U000200
OG0001216	Sp7g15400.1	AALP_AA7G008900
OG0001216	Sp2g10780.1	AALP_AA6G122700
OG0001217	Sp3g03890.1	AALP_AA3G046300, AALP_AAs63573U000200
OG0001218	Sp1g20580.1	AALP_AA3G312700
OG0001219	Sp6g06630.1, Sp2g10030.1	AALP_AA4G178600
OG0001219	Sp2g10060.1	AALP_AAs71393U000100
OG0001220	Sp1g25550.1	AALP_AA1G304100
OG0001220	Sp1g25555.1	AALP_AA1G304300
OG0001222	SpUn0001_0760.1	AALP_AA4G016100
OG0001222	Sp2g20020.1, Sp2g20015.1	AALP_AAs60715U000300
OG0001223	Sp1g20980.1	AALP_AA1G256500
OG0001223	Sp5g25530.1	AALP_AA2G133300
OG0001224	Sp6g24880.1, Sp6g24870.1, Sp4g03500.1	AALP_AA8G120900
OG0001225	Sp1g16850.1	AALP_AA1G207100
OG0001226	Sp3g01830.1	AALP_AA3G016500
OG0001227	Sp1g22280.1	AALP_AA1G274700
OG0001227	Sp5g24360.1	AALP_AA6G189800
OG0001228	Sp1g05670.1	AALP_AA1G067800
OG0001228	Sp4g12820.1	AALP_AAs48252U000500
OG0001229	Sp1g35290.1	AALP_AA4G077400
OG0001229	Sp3g15710.1	AALP_AA3G199200
OG0001230	Sp7g12670.1, Sp7g12680.1	AALP_AAs59562U000100
OG0001230	Sp3g20690.1	AALP_AA3G263400
OG0001231	Sp2g16890.1	AALP_AA5G049500, AALP_AA8G153100
OG0001232	Sp2g13830.1	AALP_AA5G015800
OG0001232	Sp1g12790.1	AALP_AA1G160000
OG0001233	Sp7g18070.1	AALP_AA7G019400
OG0001233	Sp2g10180.1	AALP_AA6G131000
OG0001234	Sp1g15290.1	AALP_AA1G189200
OG0001234	Sp5g33510.1	AALP_AA2G227600
OG0001235	Sp1g18560.1	AALP_AA1G227100
OG0001235	Sp5g31590.1	AALP_AA2G206500
OG0001237	Sp6g37730.1	AALP_AA8G203900
OG0001237	Sp3g09100.1	AALP_AA3G116900
OG0001238	Sp2g17680.1	AALP_AA5G058800
OG0001238	Sp7g02380.1	AALP_AA6G342200
OG0001239	Sp2g27930.1	AALP_AA8G481900
OG0001239	Sp6g33460.1	AALP_AA8G093600
OG0001240	Sp3g00860.1	AALP_AA3G002300
OG0001240	Sp3g00870.1	AALP_AA3G002200
OG0001242	Sp7g36290.1	AALP_AA3G037000
OG0001243	Sp7g14550.1	AALP_AA8G398300
OG0001243	Sp3g15070.1	AALP_AA3G189500
OG0001244	Sp5g32800.1	AALP_AA2G218200
OG0001244	Sp1g19450.1	AALP_AA1G239300
OG0001245	Sp2g20640.1	AALP_AA8G254200
OG0001245	Sp3g04050.1	AALP_AA3G048000
OG0001246	Sp2g05170.1	AALP_AA2G057100
OG0001246	Sp1g08770.1	AALP_AA1G107700
OG0001248	Sp5g04170.1	AALP_AA5G234700
OG0001248	Sp4g24820.1	AALP_AA4G214900
OG0001249	Sp5g28800.1	AALP_AA2G174200
OG0001250	Sp7g29940.1	AALP_AA7G185700
OG0001251	Sp1g00890.1	AALP_AA1G006300
OG0001251	Sp6g01050.1, Sp6g01070.1	AALP_AA6G014400
OG0001252	Sp6g38120.1	AALP_AA8G041100, AALP_AA8G041000, AALP_AA8G040900
OG0001253	Sp5g26510.1	AALP_AA8G249100
OG0001253	Sp7g35580.1	AALP_AA7G259200
OG0001254	Sp1g19660.1	AALP_AA1G241200
OG0001255	Sp1g27250.1	AALP_AA1G320800
OG0001255	Sp4g17850.1	AALP_AA3G317700, AALP_AA4G127300
OG0001256	Sp2g30320.1	AALP_AA8G498400
OG0001256	Sp5g11050.1	AALP_AA5G135200
OG0001258	Sp1g17760.1	AALP_AA1G218300
OG0001258	Sp5g30870.1	AALP_AA2G200200
OG0001259	Sp5g25540.1	AALP_AA2G133400
OG0001259	Sp1g20970.1	AALP_AA1G256400
OG0001260	Sp4g03550.1	AALP_AA6G270900
OG0001260	Sp7g29350.1	AALP_AA7G171400
OG0001261	Sp6g13700.1	AALP_AA8G289200
OG0001262	Sp4g18710.1	AALP_AA4G135800
OG0001262	Sp5g09410.1	AALP_AA5G159300
OG0001263	Sp4g02430.1	AALP_AA6G282700
OG0001264	Sp5g27920.1	AALP_AA2G164200, AALP_AAs52928U000200, AALP_AAs52928U000100
OG0001270	Sp2g11020.1	AALP_AA6G119100
OG0001271	Sp5g10790.1, Sp5g10800.1	AALP_AA5G138500
OG0001273	Sp6g36630.1	AALP_AA8G057200
OG0001274	Sp4g29420.1	AALP_AA4G264800
OG0001274	Sp5g00860.1	AALP_AA5G283900
OG0001276	Sp4g02800.1	AALP_AA6G277200
OG0001277	Sp4g11410.1	AALP_AA6G222500
OG0001277	Sp1g06550.1	AALP_AA1G080300
OG0001278	Sp1g01300.1	AALP_AA1G000300
OG0001279	Sp7g18730.1, Sp5g32040.1	AALP_AA3G248600, AALP_AA7G245700
OG0001280	Sp3g23300.1, SpUn1174_0010.1	AALP_AA5G272400
OG0001281	Sp4g03560.1	AALP_AA6G271000
OG0001281	Sp7g29380.1	AALP_AA7G172100
OG0001282	Sp1g11570.1	AALP_AA1G143200
OG0001282	Sp2g15550.1	AALP_AA5G030600
OG0001283	Sp7g16380.1	AALP_AAs42556U000900
OG0001283	Sp2g11660.1	AALP_AA6G109900
OG0001284	Sp2g22310.1	AALP_AA8G429800
OG0001284	Sp6g32440.1	AALP_AA8G105800
OG0001285	Sp2g05840.1	AALP_AA2G063700
OG0001285	Sp1g08190.1	AALP_AA1G100600
OG0001286	Sp5g01780.1	AALP_AA5G272700
OG0001286	Sp4g28350.1	AALP_AA4G252000
OG0001288	Sp4g04250.1, Sp1g06020.1	AALP_AA1G072500, AALP_AA1G072400
OG0001290	Sp2g28980.1	AALP_AA8G516100
OG0001293	Sp2g23560.1	AALP_AA8G413300
OG0001293	Sp5g13280.1	AALP_AA5G110100
OG0001294	Sp7g23880.1	AALP_AA1G334400
OG0001294	Sp7g23890.1	AALP_AA7G088000
OG0001295	Sp2g06520.1	AALP_AA4G000400
OG0001295	Sp1g07820.1	AALP_AA1G095800
OG0001297	Sp4g04530.1, Sp4g04580.1	AALP_AA6G261900
OG0001299	Sp4g18010.1	AALP_AA4G129000
OG0001299	Sp7g14980.1	AALP_AA8G262200
OG0001300	Sp2g26490.1	AALP_AA8G465300
OG0001300	Sp6g12520.1, SpUn0050_0020.1, SpUn0015_0140.1	AALP_AA8G279000
OG0001302	Sp7g06590.1	AALP_AA2G246700
OG0001302	Sp2g20370.1	AALP_AA2G246600
OG0001302	Sp5g34300.1	AALP_AA2G238200, AALP_AA2G238000
OG0001303	SpUn1716_0010.1	AALP_AA6G285100
OG0001304	Sp5g18810.1, Sp7g07600.1	AALP_AAs63080U000100, AALP_AAs68745U000200, AALP_AAs68056U000100
OG0001305	Sp6g25070.1	AALP_AA8G213700
OG0001305	Sp3g04920.1	AALP_AA3G058800
OG0001306	Sp1g17120.1	AALP_AA1G210900
OG0001306	Sp6g23750.1	AALP_AA2G218800
OG0001307	Sp2g01220.1	AALP_AA2G004600, AALP_AA2G005600
OG0001307	SpUn0010_0240.1, Sp7g00760.1	AALP_AA6G321500
OG0001309	Sp3g07720.1	AALP_AA8G013400
OG0001309	Sp6g40260.1	AALP_AA8G013600
OG0001311	Sp3g33240.1	AALP_AA3G363800, AALP_AA3G363900
OG0001313	Sp5g25430.1	AALP_AA2G132200
OG0001313	Sp6g29200.1	AALP_AA8G151400
OG0001315	Sp7g17950.1	AALP_AA7G017200
OG0001315	Sp2g10290.1	AALP_AA6G129600
OG0001316	Sp6g23130.1	AALP_AA8G235700
OG0001317	Sp3g08750.1	AALP_AA3G113200
OG0001318	Sp5g19510.1, SpUn0039_0030.1, SpUn0015_0060.1, SpUn0015_0070.1, SpUn0155_0010.1, Sp6g12570.1	AALP_AA8G199500
OG0001321	Sp4g05630.1	AALP_AA6G259700
OG0001321	Sp7g30570.1	AALP_AA7G192600
OG0001322	Sp7g33620.1	AALP_AA7G233200
OG0001322	Sp3g31140.1	AALP_AA3G338200
OG0001323	Sp2g02920.1	AALP_AA2G027600
OG0001323	Sp1g10020.1	AALP_AA4G023200
OG0001324	Sp3g19120.1	AALP_AA3G242700
OG0001325	Sp1g24160.1	AALP_AA1G288800
OG0001326	Sp2g14220.1, Sp2g14230.1	AALP_AA5G021300
OG0001326	Sp1g12370.1	AALP_AA1G154200
OG0001328	Sp1g38020.1	AALP_AA4G046100
OG0001328	Sp3g18930.1	AALP_AA3G240900
OG0001330	Sp1g06630.1	AALP_AA1G081700, AALP_AA1G081800, AALP_AA1G082000, AALP_AA1G081900
OG0001330	Sp4g11150.1	AALP_AA6G225000
OG0001332	Sp5g13860.1	AALP_AA5G103300
OG0001333	Sp6g06220.1	AALP_AA6G173800
OG0001334	Sp5g07390.1	AALP_AA5G188400
OG0001335	Sp7g28970.1, Sp7g28980.1	AALP_AA7G166300
OG0001336	Sp5g07470.1	AALP_AA5G186500
OG0001336	Sp4g21550.1, SpUn0018_0120.1	AALP_AA4G175000, AALP_AAs41078U000100
OG0001337	Sp6g01520.1	AALP_AA6G022300
OG0001338	Sp6g29110.1	AALP_AA8G152400
OG0001338	Sp3g00720.1	AALP_AA8G138600, AALP_AA3G003400
OG0001339	Sp6g06860.1	AALP_AA6G167100
OG0001340	Sp2g11870.1	AALP_AA6G107800
OG0001340	Sp7g16470.1	AALP_AAs60861U000400
OG0001341	Sp3g01630.1	AALP_AA3G020000
OG0001341	Sp3g01620.1	AALP_AA3G019900
OG0001342	Sp1g06480.1	AALP_AA1G078700
OG0001342	Sp4g11490.1	AALP_AA6G221500
OG0001343	Sp1g05370.1	AALP_AA1G064200, AALP_AA1G063900, AALP_AA1G064000, AALP_AA1G063800
OG0001344	Sp1g33830.1	AALP_AA4G087800
OG0001344	Sp2g07780.1	AALP_AA6G155900
OG0001346	SpUn0193_0010.1	AALP_AA2G122800
OG0001346	Sp1g22020.1	AALP_AA1G277400
OG0001347	Sp1g40040.1	AALP_AA4G028400
OG0001347	Sp3g12950.1	AALP_AA3G165500
OG0001348	Sp2g26620.1	AALP_AA8G467100
OG0001349	Sp3g11920.1	AALP_AA3G151200
OG0001349	Sp1g40870.1	AALP_AA3G147800
OG0001350	Sp2g03630.1	AALP_AA2G035400
OG0001350	Sp1g09680.1	AALP_AA1G119900
OG0001351	Sp1g12740.1	AALP_AA1G159500
OG0001351	Sp2g13900.1	AALP_AA5G016500
OG0001353	Sp4g14780.1	AALP_AA6G071300
OG0001353	SpUn0024_0110.1, Sp1g04030.1	AALP_AA1G047800
OG0001354	Sp3g30810.1	AALP_AA3G335200
OG0001355	Sp1g11670.1	AALP_AA1G144800
OG0001356	Sp1g20670.1	AALP_AA1G253500
OG0001357	Sp6g26750.1	AALP_AA1G145300, AALP_AA3G309900, AALP_AA3G132200, AALP_AA8G185500
OG0001358	Sp7g23840.1	AALP_AA7G087500
OG0001358	Sp6g19230.1	AALP_AA8G364700
OG0001359	Sp1g22010.1	AALP_AA1G277500
OG0001359	Sp5g24690.1	AALP_AA2G122900
OG0001360	Sp6g40450.1	AALP_AA8G002700
OG0001360	Sp3g07620.1	AALP_AA3G097300
OG0001361	Sp6g33090.1	AALP_AA8G099500
OG0001361	Sp7g29500.1	AALP_AA7G175400
OG0001362	Sp7g30700.1	AALP_AA7G193300
OG0001362	Sp6g31910.1	AALP_AA8G114100
OG0001364	Sp7g02490.1, Sp7g02470.1, Sp7g02520.1	AALP_AA6G343200
OG0001364	Sp7g02530.1	AALP_AA6G343300
OG0001366	Sp1g11150.1	AALP_AA1G136900
OG0001367	Sp4g14030.1	AALP_AA6G081700
OG0001368	Sp3g13190.1	AALP_AA3G168100
OG0001369	Sp4g27870.1	AALP_AA4G247900
OG0001369	Sp5g02140.1	AALP_AA5G269200
OG0001370	Sp5g03960.1	AALP_AA5G243800
OG0001370	Sp4g14060.1	AALP_AA6G080500
OG0001371	Sp5g22900.1	AALP_AA2G099200
OG0001371	Sp1g11550.1	AALP_AA1G143000
OG0001373	Sp4g00720.1	AALP_AA6G300200
OG0001374	Sp7g12950.1	AALP_AA1G166200
OG0001374	Sp3g20370.1	AALP_AA3G258800
OG0001375	Sp7g24140.1	AALP_AA7G091600
OG0001375	Sp2g00470.1	AALP_AA4G142100
OG0001376	Sp2g26530.1	AALP_AA8G465900
OG0001376	Sp5g13460.1	AALP_AA5G108200
OG0001377	Sp4g22600.1	AALP_AA4G189600
OG0001377	Sp5g06490.1	AALP_AA5G200900
OG0001378	Sp3g22910.1	AALP_AA3G294300
OG0001379	Sp1g18860.1	AALP_AA1G230000
OG0001381	Sp6g06190.1	AALP_AA6G173100
OG0001381	Sp7g21490.1	AALP_AA7G065200, AALP_AA7G221000
OG0001382	Sp7g04640.1, SpUn0053_0030.1, Sp7g05390.1	AALP_AAs56852U000100
OG0001382	Sp4g18590.1	AALP_AA4G110800, AALP_AAs67532U001200, AALP_AA6G243400, AALP_AA7G255300
OG0001383	Sp6g33780.1	AALP_AA8G089200
OG0001383	Sp7g35550.1	AALP_AA7G258900
OG0001384	Sp5g23530.1	AALP_AA2G106200
OG0001384	Sp3g17230.1	AALP_AA3G218100
OG0001385	Sp4g17110.1	AALP_AA4G116800
OG0001385	Sp1g26550.1	AALP_AA1G313500
OG0001386	Sp7g16230.1	AALP_AA7G000900
OG0001386	Sp2g11560.1, SpUn0036_0050.1	AALP_AA6G111600
OG0001389	Sp3g17200.1	AALP_AA3G219800
OG0001389	Sp1g36480.1	AALP_AA4G064500
OG0001390	Sp6g41140.1	AALP_AA8G011700
OG0001390	Sp5g09490.1	AALP_AA5G158000
OG0001391	Sp1g35430.1	AALP_AA4G076000
OG0001391	Sp3g15960.1	AALP_AA3G202300, AALP_AAs41848U000100
OG0001392	Sp1g25540.1	AALP_AA1G303900
OG0001393	Sp5g31240.1	AALP_AA5G147600
OG0001393	Sp1g18110.1	AALP_AA1G222000
OG0001395	Sp5g02660.1	AALP_AA5G262200
OG0001396	Sp6g33680.1	AALP_AA8G090600
OG0001398	Sp6g26870.1	AALP_AA8G183300
OG0001399	Sp7g24870.1	AALP_AA7G102100
OG0001401	Sp1g09810.1	AALP_AA1G121600
OG0001401	Sp2g03290.1	AALP_AA2G033300
OG0001407	Sp3g33390.1	AALP_AA3G365900
OG0001407	Sp7g27030.1	AALP_AA7G137200
OG0001408	Sp1g39270.1	AALP_AA4G034500
OG0001408	Sp3g13950.1	AALP_AA3G177100
OG0001409	Sp5g01270.1	AALP_AA5G279400
OG0001410	Sp6g36000.1	AALP_AA8G064000
OG0001410	Sp6g35990.1	AALP_AA8G063900
OG0001411	Sp7g16730.1	AALP_AAs62283U000200
OG0001411	Sp2g12090.1	AALP_AA6G104800
OG0001412	Sp5g02110.1	AALP_AA5G269500
OG0001412	Sp4g27890.1	AALP_AA4G248100
OG0001413	Sp4g16260.1	AALP_AAs55026U000100
OG0001413	Sp1g24680.1, Sp2g03920.1	AALP_AA1G293300
OG0001414	Sp6g38340.1	AALP_AA8G037800
OG0001415	Sp1g04680.1, Sp4g14000.1	AALP_AA1G055400
OG0001416	Sp3g31510.1	AALP_AA3G341500
OG0001416	Sp7g33940.1	AALP_AA7G237400, AALP_AA7G237300
OG0001417	Sp3g16150.1	AALP_AA3G204600
OG0001417	Sp1g35590.1	AALP_AA4G074700
OG0001418	Sp1g09100.1	AALP_AA1G111900
OG0001419	Sp5g32170.1	AALP_AA1G259800
OG0001420	Sp5g20890.1	AALP_AA2G075200
OG0001420	Sp5g20920.1	AALP_AA7G129300
OG0001421	Sp3g28270.1, Sp2g27640.1	AALP_AA8G478800
OG0001421	Sp6g33670.1	AALP_AA8G090500
OG0001422	Sp5g00830.1	AALP_AA5G284500
OG0001423	Sp5g05630.1, Sp3g03020.1	AALP_AA5G170500, AALP_AA3G036000, AALP_AA4G198100
OG0001424	Sp2g18710.1	AALP_AA6G095600
OG0001424	Sp3g06450.1	AALP_AA3G083500
OG0001426	Sp1g03000.1, SpUn1380_0010.1	AALP_AA1G036000
OG0001426	Sp2g08700.1	AALP_AAs74635U000900, AALP_AA6G145600
OG0001427	Sp5g25710.1	AALP_AA2G134700
OG0001428	Sp1g20610.1	AALP_AAs45940U000100
OG0001429	Sp3g27940.1	AALP_AA3G314400
OG0001429	Sp7g31600.1	AALP_AA7G206600
OG0001431	Sp5g03700.1	AALP_AA3G348900
OG0001432	Sp6g39220.1	AALP_AA8G027300
OG0001432	Sp3g08260.1	AALP_AA3G101700
OG0001433	Sp1g00780.1	AALP_AA1G007600
OG0001433	Sp6g00810.1	AALP_AA6G017900
OG0001434	Sp1g04980.1	AALP_AA1G058900
OG0001435	Sp2g11450.1	AALP_AA6G113600
OG0001438	Sp1g14860.1	AALP_AA1G185400
OG0001438	Sp5g34050.1	AALP_AA2G235200
OG0001441	Sp6g29830.1, SpUn0049_0030.1	AALP_AA8G142100
OG0001441	Sp5g35220.1	AALP_AA2G256600
OG0001443	Sp5g29780.1	AALP_AA2G187400
OG0001444	Sp7g11280.1	AALP_AA4G097700
OG0001445	Sp3g06400.1	AALP_AA3G082700
OG0001445	Sp7g09590.1	AALP_AA5G266500
OG0001447	Sp2g01410.1	AALP_AA2G007300
OG0001447	Sp1g11320.1	AALP_AA1G139400
OG0001448	Sp3g02240.1	AALP_AA3G026600
OG0001449	Sp4g27330.1	AALP_AA4G242100
OG0001449	Sp6g00170.1	AALP_AA6G001300
OG0001449	Sp1g00300.1	AALP_AA1G012900
OG0001451	Sp1g38620.1	AALP_AA4G040900
OG0001451	Sp3g14830.1	AALP_AA3G186200
OG0001453	Sp4g26660.1	AALP_AA4G234700
OG0001454	SpUn0366_0010.1, SpUn0005_0310.1, SpUn0040_0020.1, Sp4g21350.1	AALP_AA4G173200, AALP_AA4G173300
OG0001455	Sp4g22690.1	AALP_AA4G189000
OG0001455	Sp6g37430.1	AALP_AA8G048100
OG0001456	Sp7g11400.1	AALP_AA4G098600, AALP_AA4G098500
OG0001456	Sp1g27770.1	AALP_AA1G327300
OG0001457	Sp5g28780.1	AALP_AA2G174100
OG0001457	Sp5g28770.1	AALP_AA2G173200, AALP_AAs74153U000200, AALP_AA2G173100, AALP_AAs59889U000100
OG0001460	Sp7g36390.1	AALP_AA7G271100
OG0001460	Sp7g36400.1	AALP_AA5G043500, AALP_AA7G271200
OG0001461	Sp5g31650.1	AALP_AA2G207200
OG0001462	Sp3g21630.1, Sp3g21960.1, Sp3g21640.1	AALP_AA3G276200
OG0001463	Sp7g20130.1	AALP_AA7G046400
OG0001463	Sp6g04200.1	AALP_AA6G053500
OG0001464	Sp5g35160.1	AALP_AA2G257300
OG0001465	Sp6g33160.1	AALP_AA8G100300
OG0001465	Sp2g28050.1	AALP_AA3G111700
OG0001466	Sp2g21330.1	AALP_AA8G246700
OG0001466	Sp3g04810.1	AALP_AA3G057800
OG0001467	Sp4g24470.1	AALP_AA4G207600
OG0001467	Sp5g04890.1	AALP_AA5G223400
OG0001468	Sp1g29040.1	AALP_AA1G342400
OG0001469	Sp1g21600.1	AALP_AA1G281000
OG0001469	Sp1g21590.1	AALP_AA1G281100, AALP_AA1G281200
OG0001470	Sp5g35350.1	AALP_AA2G261100
OG0001470	Sp1g13990.1	AALP_AA1G177100
OG0001472	Sp4g20330.1	AALP_AA8G091200, AALP_AA4G158000
OG0001473	Sp1g02890.1	AALP_AA1G034700
OG0001473	Sp2g08800.1	AALP_AA6G144600
OG0001474	Sp5g13980.1	AALP_AA5G101700
OG0001474	Sp1g21180.1	AALP_AA1G258900
OG0001475	Sp5g19200.1	AALP_AA8G020600, AALP_AA6G350000, AALP_AA6G350100, AALP_AAs64732U000200
OG0001476	Sp4g16470.1	AALP_AA4G107800
OG0001476	Sp1g25130.1	AALP_AA1G298400
OG0001477	Sp4g28250.1	AALP_AA4G254400
OG0001477	Sp5g01830.1	AALP_AA5G272100
OG0001478	Sp3g33300.1	AALP_AA3G364800
OG0001478	Sp3g33280.1	AALP_AA3G364200
OG0001480	Sp7g17820.1	AALP_AA7G015600
OG0001482	Sp6g37700.1	AALP_AA8G203500
OG0001483	Sp6g24830.1, Sp2g01810.1, Sp2g01800.1	AALP_AA8G215200
OG0001485	Sp3g01100.1	AALP_AA3G000200
OG0001485	Sp6g28630.1	AALP_AA8G160800
OG0001487	Sp3g00110.1	AALP_AA3G011200
OG0001487	Sp6g29930.1	AALP_AA8G140700
OG0001488	Sp7g14170.1	AALP_AA1G329500
OG0001488	Sp3g14900.1	AALP_AA3G188700, AALP_AA6G260700
OG0001489	Sp1g13310.1	AALP_AA2G030200
OG0001490	Sp5g02950.1	AALP_AA5G256900
OG0001490	Sp4g26760.1	AALP_AA4G235700
OG0001491	Sp3g00880.1	AALP_AA3G002100
OG0001491	Sp6g28920.1	AALP_AA8G154900
OG0001492	Sp6g07030.1	AALP_AA6G164900
OG0001492	Sp1g28680.1	AALP_AA1G338200
OG0001493	Sp6g21680.1	AALP_AA8G396300
OG0001494	SpUn0658_0010.1	AALP_AA1G245100
OG0001497	Sp7g35440.1	AALP_AA7G254600
OG0001497	Sp4g01820.1	AALP_AA6G288600
OG0001500	Sp5g30380.1	AALP_AA2G194300
OG0001500	Sp1g17340.1	AALP_AA1G213400
OG0001501	Sp2g04160.1	AALP_AA2G039100
OG0001501	Sp1g09330.1	AALP_AA1G112800
OG0001503	Sp3g33020.1	AALP_AA3G359400
OG0001503	Sp7g27370.1	AALP_AA7G143300
OG0001504	Sp5g13580.1	AALP_AA5G106900
OG0001504	Sp2g26390.1	AALP_AA8G464100
OG0001505	Sp3g04080.1	AALP_AA3G048300
OG0001505	Sp2g20650.1	AALP_AA8G254700
OG0001506	Sp5g09930.1	AALP_AA5G151500
OG0001507	Sp3g13560.1	AALP_AA3G172200
OG0001507	Sp1g39590.1	AALP_AA4G031700
OG0001508	Sp5g25630.1	AALP_AA2G133900
OG0001508	Sp1g20820.1	AALP_AA1G255300
OG0001509	Sp3g01350.1	AALP_AAs70777U000100
OG0001511	Sp1g06580.1, Sp4g11330.1	AALP_AA6G223700
OG0001512	Sp7g25510.1	AALP_AA7G113200
OG0001512	Sp6g16130.1	AALP_AA8G324100
OG0001513	Sp7g12960.1	AALP_AA1G166100
OG0001513	Sp3g20300.1, Sp1g29460.1	AALP_AA3G258100
OG0001514	Sp4g25590.1	AALP_AA8G148800
OG0001515	Sp2g04690.1	AALP_AA2G047600
OG0001515	Sp5g25200.1	AALP_AA2G131200
OG0001515	Sp1g21530.1	AALP_AA1G261900
OG0001517	Sp4g23510.1	AALP_AA4G195800
OG0001519	Sp2g10620.1	AALP_AA6G124100
OG0001519	Sp7g17500.1	AALP_AA7G011100
OG0001520	Sp5g27190.1, Sp5g27170.1	AALP_AA2G154500, AALP_AA2G152800
OG0001521	Sp7g35390.1	AALP_AA7G254100, AALP_AA7G254000
OG0001521	Sp4g01880.1, SpUn0042_0030.1	AALP_AA6G287800
OG0001522	Sp3g33400.1	AALP_AA3G366000
OG0001523	Sp5g27460.1	AALP_AA2G156100
OG0001524	Sp1g37460.1	AALP_AA4G053400
OG0001524	Sp3g18340.1	AALP_AA3G233300
OG0001525	Sp5g24640.1	AALP_AA2G122600
OG0001526	Sp5g14990.1	AALP_AA5G088800
OG0001527	Sp3g32880.1	AALP_AA3G358400
OG0001527	Sp7g27520.1	AALP_AA7G146300
OG0001528	Sp3g02640.1	AALP_AA3G030400
OG0001529	Sp7g02910.1	AALP_AA6G345400
OG0001530	Sp3g22080.1	AALP_AA3G281000
OG0001532	Sp6g37810.1, Sp7g10590.1	AALP_AA8G044500
OG0001532	Sp3g09060.1	AALP_AA3G116400
OG0001533	Sp3g12300.1	AALP_AA3G157000
OG0001534	Sp7g24100.1, Sp6g00090.1	AALP_AA7G091300
OG0001536	Sp6g15180.1	AALP_AA8G309100
OG0001536	Sp7g25790.1	AALP_AA7G115600
OG0001537	Sp1g05490.1	AALP_AA1G065300
OG0001537	Sp4g13160.1	AALP_AAs74635U000400
OG0001540	Sp4g04360.1	AALP_AA6G262900
OG0001540	Sp7g29830.1	AALP_AA7G182800
OG0001541	Sp1g41170.1	AALP_AA5G143700
OG0001542	Sp7g34340.1	AALP_AA7G242300
OG0001542	Sp7g16020.1, Sp3g31980.1	AALP_AA3G348000
OG0001543	Sp5g15520.1	AALP_AA5G085000
OG0001543	Sp6g21450.1	AALP_AA8G393200
OG0001544	Sp6g05380.1	AALP_AA6G182000
OG0001544	Sp1g10960.1	AALP_AA1G133200
OG0001545	Sp5g04320.1	AALP_AA5G236700
OG0001545	Sp5g04300.1	AALP_AA5G236500
OG0001546	Sp7g28850.1	AALP_AA7G165100
OG0001546	Sp4g03250.1	AALP_AA6G272900
OG0001547	Sp6g39740.1, Sp3g07950.1	AALP_AA3G103000
OG0001548	Sp7g23650.1	AALP_AA7G083500
OG0001548	Sp6g14650.1	AALP_AA8G301800
OG0001550	Sp5g24880.1	AALP_AA2G124200
OG0001552	Sp3g08800.1	AALP_AA3G114000
OG0001552	Sp6g38280.1	AALP_AA8G038500
OG0001553	Sp1g35210.1	AALP_AA4G078300
OG0001553	Sp3g15670.1	AALP_AA3G198700
OG0001554	Sp5g27800.1	AALP_AA2G161200
OG0001554	Sp1g15660.1	AALP_AA1G193500
OG0001555	Sp3g11580.1	AALP_AA3G145000
OG0001556	Sp1g41760.1	AALP_AA4G003300
OG0001556	Sp2g17860.1, Sp3g11000.1	AALP_AA3G138900
OG0001557	Sp6g13790.1	AALP_AA4G049400
OG0001558	Sp2g07870.1	AALP_AA6G201500, AALP_AA6G201600
OG0001559	SpUn0602_0010.1	AALP_AA4G032800
OG0001559	Sp3g13750.1	AALP_AA3G174500
OG0001560	SpUn0131_0010.1, Sp7g35820.1, Sp3g12740.1	AALP_AA3G162800
OG0001561	Sp5g14640.1	AALP_AA8G415900
OG0001564	Sp7g16400.1, Sp7g16410.1	AALP_AA5G135700
OG0001567	Sp5g25500.1	AALP_AA2G133000
OG0001567	Sp1g21110.1	AALP_AA1G257900
OG0001568	Sp6g27010.1	AALP_AA8G182300
