Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0003206	Carub.0001s4111.1.p	AT1G52160
OG0003206	Carub.0003s1601.1.p	AT3G16260
OG0003208	Carub.0002s0896.1.p	AT1G54620
OG0003208	Carub.0008s0088.1.p	AT5G46980
OG0003208	Carub.0008s0086.1.p, Carub.0008s0084.1.p	AT5G46990
OG0003209	Carub.0001s3203.1.p	AT1G33950
OG0003209	Carub.0001s3202.1.p	AT1G33930, AT1G33910, AT1G33900, AT1G33890
OG0003210	Carub.0005s1722.1.p	AT3G50840
OG0003210	Carub.0008s2795.1.p	AT5G66560
OG0003211	Carub.0005s2420.1.p	AT3G57350
OG0003211	Carub.0004s2387.1.p	AT2G41620
OG0003212	Carub.0001s0869.1.p	AT1G09350
OG0003212	Carub.0002s0730.1.p	AT1G56600
OG0003213	Carub.0002s2081.1.p	AT1G74020
OG0003213	Carub.0002s2080.1.p	AT1G74010
OG0003214	Carub.0007s3267.1.p	AT5G37500
OG0003214	Carub.0003s0195.1.p	AT3G02850
OG0003215	Carub.0002s1027.1.p	AT1G65040
OG0003215	Carub.0003s1582.1.p	AT3G16090
OG0003216	Carub.0001s1711.1.p	AT1G17350
OG0003216	Carub.0002s1927.1.p	AT1G72420
OG0003217	Carub.0007s3636.1.p	AT4G17700
OG0003217	Carub.0007s2335.1.p	AT4G17990
OG0003218	Carub.0001s4008.1.p	AT1G51170
OG0003218	Carub.0003s2079.1.p	AT3G20830
OG0003219	Carub.0007s1521.1.p	AT4G25750
OG0003219	Carub.0008s1302.1.p	AT5G52860
OG0003220	Carub.0001s0249.1.p	AT1G03365
OG0003220	Carub.0006s3405.1.p	AT4G03000
OG0003221	Carub.0006s2194.1.p, Carub.0006s2198.1.p, Carub.0006s2193.1.p	AT5G24180
OG0003221	Carub.0006s2197.1.p	AT5G24220
OG0003222	Carub.0006s3091.1.p	AT4G11800
OG0003222	Carub.0007s1827.1.p	AT4G23000
OG0003223	Carub.0001s2902.1.p	AT1G30730
OG0003223	Carub.0001s2901.1.p	AT1G30720
OG0003224	Carub.0007s1183.1.p	AT4G28800, AT4G28815
OG0003224	Carub.0007s1184.1.p	AT4G28790, AT4G28811
OG0003225	Carub.0003s3008.1.p	AT5G19720
OG0003225	Carub.0001s2516.1.p	AT1G25350
OG0003226	Carub.0003s2905.1.p	AT2G15130
OG0003226	Carub.0003s2906.1.p	AT2G15220
OG0003227	Carub.0002s2661.1.p	AT1G80930
OG0003228	Carub.0006s0903.1.p	AT5G10550
OG0003228	Carub.0008s2650.1.p	AT5G65630
OG0003229	Carub.0006s2383.1.p	AT5G26080, AT5G26070
OG0003229	Carub.0003s2081.1.p	AT3G20850
OG0003230	Carub.0004s2499.1.p	AT2G42540
OG0003230	Carub.0004s2498.1.p	AT2G42530
OG0003232	Carub.0004s0085.1.p	AT2G21800
OG0003232	Carub.0004s0131.1.p	AT2G22140
OG0003233	Carub.0001s2504.1.p	AT1G25450
OG0003233	Carub.0002s1504.1.p	AT1G68530
OG0003234	Carub.0001s0502.1.p	AT1G05675
OG0003234	Carub.0001s0503.1.p	AT1G05680
OG0003235	Carub.0005s0809.1.p	AT3G29370
OG0003235	Carub.0007s3668.1.p	AT5G39240
OG0003237	Carub.0005s1300.1.p	AT3G46740
OG0003238	Carub.0003s0786.1.p	AT3G08730
OG0003238	Carub.0003s0785.1.p	AT3G08720
OG0003239	Carub.0003s1016.1.p, Carub.0003s1015.1.p	AT3G10900, AT3G30540
OG0003239	Carub.0003s1014.1.p	AT3G10890
OG0003240	Carub.0007s2460.1.p, Carub.0007s2459.1.p	AT4G16770
OG0003240	Carub.0007s2461.1.p	AT4G16765
OG0003241	Carub.0008s2681.1.p	AT5G65920
OG0003241	Carub.0005s1616.1.p	AT3G49810
OG0003242	Carub.0007s0406.1.p	AT4G36160
OG0003243	Carub.0006s1993.1.p	AT5G22200
OG0003243	Carub.0005s0996.1.p	AT3G44220
OG0003244	Carub.0007s2924.1.p	AT4G13345
OG0003244	Carub.0003s2476.1.p	AT3G24460
OG0003245	Carub.0001s4332.1.p	AT1G54090
OG0003245	Carub.0003s1370.1.p	AT3G14090
OG0003246	Carub.0003s1669.1.p	AT3G16940
OG0003247	Carub.0004s2635.1.p	AT2G43810
OG0003247	Carub.0005s2653.1.p	AT3G59810
OG0003248	Carub.0003s2295.1.p	AT3G22820
OG0003248	Carub.0007s2744.1.p	AT4G14723
OG0003249	Carub.0002s0508.1.p	AT1G60170
OG0003250	Carub.0006s0488.1.p	AT5G05987
OG0003250	Carub.0003s1070.1.p	AT3G11397
OG0003251	Carub.0003s1779.1.p	AT3G18070
OG0003251	Carub.0003s1780.1.p	AT3G18080
OG0003252	Carub.0007s1718.1.p	AT4G23910
OG0003252	Carub.0006s2972.1.p	AT4G10970
OG0003253	Carub.0006s3443.1.p	AT4G02690
OG0003253	Carub.0001s0221.1.p	AT1G03070
OG0003254	Carub.0007s0825.1.p	AT4G32330
OG0003255	Carub.0005s2676.1.p	AT3G60030
OG0003255	Carub.0004s2981.1.p	AT2G47070
OG0003256	Carub.0008s1872.1.p	AT5G58170
OG0003256	Carub.0008s1860.1.p	AT5G58050
OG0003257	Carub.0003s0278.1.p	AT3G03620
OG0003257	Carub.0006s1594.1.p	AT5G17700
OG0003258	Carub.0001s2756.1.p	AT1G29340
OG0003259	Carub.0008s0901.1.p	AT5G49190
OG0003259	Carub.0006s3489.1.p	AT4G02280
OG0003260	Carub.0003s1367.1.p	AT3G14070
OG0003260	Carub.0001s4335.1.p	AT1G54115
OG0003261	Carub.0002s2315.1.p	AT1G76260
OG0003261	Carub.0001s2001.1.p	AT1G20540
OG0003262	Carub.0007s0415.1.p	AT4G36080
OG0003262	Carub.0003s3206.1.p	AT2G17930
OG0003263	Carub.0003s0143.1.p	AT3G02320
OG0003263	Carub.0006s1397.1.p	AT5G15810
OG0003264	Carub.0003s0436.1.p	AT3G05120
OG0003265	Carub.0003s0245.1.p	AT3G03290
OG0003265	Carub.0006s1560.1.p	AT5G17390
OG0003266	Carub.0006s1456.1.p, Carub.0006s1453.1.p	AT5G16340, AT5G16370
OG0003267	Carub.0003s3504.1.p	AT2G20562
OG0003267	Carub.0004s1235.1.p	AT2G31090
OG0003269	Carub.0007s1109.1.p	AT4G29450
OG0003269	Carub.0007s1141.1.p	AT4G29180
OG0003270	Carub.0001s0612.1.p	AT1G06800
OG0003270	Carub.0004s1171.1.p	AT2G30550
OG0003271	Carub.0003s1307.1.p	AT3G13610
OG0003272	Carub.0003s3456.1.p	AT2G20230
OG0003272	Carub.0007s1187.1.p	AT4G28770
OG0003273	Carub.0008s1795.1.p	AT5G57440
OG0003274	Carub.0001s4122.1.p	AT1G52245
OG0003274	Carub.0003s1586.1.p	AT3G16120
OG0003275	Carub.0001s1641.1.p	AT1G16680
OG0003275	Carub.0002s2590.1.p	AT1G79030
OG0003276	Carub.0001s3737.1.p	AT1G48230
OG0003276	Carub.0003s1715.1.p	AT3G17430
OG0003277	Carub.0001s4049.1.p	AT1G51650
OG0003278	Carub.0006s2183.1.p	AT5G24105
OG0003278	Carub.0008s1343.1.p	AT5G53250
OG0003279	Carub.0007s0672.1.p	AT4G33700
OG0003279	Carub.0003s2851.1.p	AT2G14520
OG0003280	Carub.0004s1435.1.p	AT2G32920
OG0003280	Carub.0001s0422.1.p	AT1G04980
OG0003281	Carub.0007s0636.1.p	AT4G34040
OG0003282	Carub.0007s0120.1.p	AT4G39280
OG0003283	Carub.0001s3219.1.p	AT1G34120
OG0003284	Carub.0002s2539.1.p	AT1G78540
OG0003284	Carub.0001s1676.1.p	AT1G17040
OG0003285	Carub.0007s0722.1.p	AT4G33240
OG0003285	Carub.0003s1396.1.p	AT3G14270
OG0003286	Carub.0002s1436.1.p	AT1G67870
OG0003287	Carub.0004s1382.1.p	AT2G32480
OG0003287	Carub.0001s0441.1.p	AT1G05140
OG0003288	Carub.0006s2826.1.p	AT4G09810
OG0003288	Carub.0001s3210.1.p	AT1G34020
OG0003289	Carub.0004s1006.1.p	AT2G29065
OG0003289	Carub.0001s0684.1.p	AT1G07520
OG0003290	Carub.0003s0883.1.p	AT3G09735
OG0003291	Carub.0006s2784.1.p	AT4G09340
OG0003291	Carub.0001s3308.1.p	AT1G35470
OG0003292	Carub.0007s1693.1.p	AT4G24170
OG0003292	Carub.0008s0656.1.p	AT5G42490
OG0003293	Carub.0003s0818.1.p	AT3G09035
OG0003294	Carub.0001s0777.1.p	AT1G08420
OG0003294	Carub.0004s0780.1.p	AT2G27210
OG0003295	Carub.0002s0370.1.p	AT1G61540
OG0003296	Carub.0001s2781.1.p, Carub.0001s2779.1.p	AT1G29550, AT1G29590
OG0003297	Carub.0006s0302.1.p	AT5G04060
OG0003297	Carub.0003s0937.1.p	AT3G10200
OG0003298	Carub.0008s0071.1.p	AT5G47080
OG0003298	Carub.0007s2374.1.p	AT4G17640
OG0003299	Carub.0005s2495.1.p	AT3G58100
OG0003300	Carub.0007s1023.1.p	AT4G30370
OG0003300	Carub.0003s3293.1.p	AT2G18670
OG0003301	Carub.0006s1734.1.p	AT5G19025
OG0003301	Carub.0003s0562.1.p	AT3G06180
OG0003302	Carub.0007s1548.1.p, Carub.0007s1547.1.p	AT4G25520, AT4G25515
OG0003303	Carub.0002s2155.1.p	AT1G74770
OG0003303	Carub.0001s1856.1.p	AT1G18910
OG0003304	Carub.0004s1832.1.p	AT2G36500
OG0003304	Carub.0005s1943.1.p	AT3G52950
OG0003305	Carub.0003s0675.1.p	AT3G07260, AT3G07220
OG0003306	Carub.0002s1785.1.p	AT1G71040
OG0003306	Carub.0001s2251.1.p	AT1G23010
OG0003307	Carub.0008s0465.1.p	AT5G43930
OG0003307	Carub.0001s0329.1.p	AT1G04140
OG0003308	Carub.0002s2596.1.p	AT1G79090
OG0003309	Carub.0001s2615.1.p	AT1G27650
OG0003310	Carub.0008s0366.1.p, Carub.0008s0368.1.p, Carub.0008s0365.1.p, Carub.0008s0370.1.p	AT5G44630
OG0003311	Carub.0005s1006.1.p	AT3G44340
OG0003311	Carub.0007s0790.1.p	AT4G32640
OG0003312	Carub.0001s0440.1.p	AT1G05120
OG0003313	Carub.0001s3560.1.p	AT1G45180
OG0003313	Carub.0008s0583.1.p	AT5G42940
OG0003314	Carub.0003s3251.1.p	AT2G18360
OG0003314	Carub.0007s0372.1.p	AT4G36610
OG0003315	Carub.0001s1580.1.p	AT1G16000
OG0003316	Carub.0003s1488.1.p	AT3G15220
OG0003316	Carub.0001s4233.1.p	AT1G53165
OG0003317	Carub.0004s1063.1.p	AT2G29570
OG0003319	Carub.0007s0813.1.p	AT4G32440
OG0003320	Carub.0001s0696.1.p	AT1G07630
OG0003320	Carub.0004s0988.1.p	AT2G28890
OG0003321	Carub.0003s0565.1.p	AT3G06210
OG0003321	Carub.0006s1728.1.p	AT5G18980
OG0003322	Carub.0001s1748.1.p	AT1G17750
OG0003322	Carub.0002s1985.1.p	AT1G73080
OG0003323	Carub.0006s0672.1.p	AT5G07800
OG0003323	Carub.0008s2197.1.p	AT5G61290
OG0003324	Carub.0006s0465.1.p	AT5G05750
OG0003324	Carub.0005s2419.1.p	AT3G57340
OG0003325	Carub.0007s1412.1.p	AT4G26720
OG0003326	Carub.0001s2963.1.p	AT1G31230
OG0003326	Carub.0007s2144.1.p	AT4G19710
OG0003327	Carub.0005s0889.1.p	AT3G42850
OG0003327	Carub.0007s2548.1.p	AT4G16130
OG0003328	Carub.0007s1111.1.p	AT4G29430
OG0003328	Carub.0003s3400.1.p	AT2G19720
OG0003329	Carub.0007s0809.1.p	AT4G32490
OG0003329	Carub.0007s1238.1.p	AT4G28365
OG0003330	Carub.0001s4306.1.p	AT1G43005
OG0003330	Carub.0001s4276.1.p	AT1G61060
OG0003330	Carub.0001s4275.1.p	AT1G53815
OG0003331	Carub.0002s2083.1.p	AT1G74040
OG0003331	Carub.0001s1813.1.p	AT1G18500
OG0003332	Carub.0008s0267.1.p	AT5G45430
OG0003332	Carub.0007s2205.1.p	AT4G19110
OG0003333	Carub.0001s0082.1.p	AT1G01440
OG0003333	Carub.0006s3615.1.p	AT4G01090
OG0003334	Carub.0007s1946.1.p	AT4G21900
OG0003334	Carub.0003s3040.1.p	AT2G16650
OG0003335	Carub.0007s0868.1.p	AT4G31870
OG0003335	Carub.0004s0466.1.p	AT2G25080
OG0003336	Carub.0008s1517.1.p	AT5G54870
OG0003336	Carub.0007s1382.1.p	AT4G27020
OG0003337	Carub.0007s1765.1.p	AT4G23460
OG0003337	Carub.0006s3029.1.p	AT4G11380
OG0003338	Carub.0002s1647.1.p	AT1G69790
OG0003339	Carub.0005s1989.1.p	AT3G53340
OG0003339	Carub.0004s1894.1.p	AT2G37060
OG0003340	Carub.0002s2568.1.p	AT1G78860
OG0003341	Carub.0008s1146.1.p	AT5G51440
OG0003341	Carub.0007s1583.1.p	AT4G25200
OG0003342	Carub.0007s2407.1.p	AT4G17340
OG0003342	Carub.0008s0033.1.p	AT5G47450
OG0003343	Carub.0006s0613.1.p	AT5G07200
OG0003344	Carub.0007s1484.1.p	AT4G26110
OG0003344	Carub.0008s1743.1.p	AT5G56950
OG0003345	Carub.0003s1675.1.p	AT3G17000
OG0003346	Carub.0005s1430.1.p	AT3G48187
OG0003346	Carub.0005s1431.1.p	AT3G48190
OG0003347	Carub.0005s2050.1.p	AT3G53930
OG0003347	Carub.0004s1976.1.p	AT2G37840
OG0003348	Carub.0001s4165.1.p	AT1G52660
OG0003348	Carub.0003s1545.1.p	AT3G15700
OG0003349	Carub.0001s2662.1.p	AT1G28180
OG0003349	Carub.0004s1536.1.p	AT2G33730
OG0003350	Carub.0008s2169.1.p	AT5G61000
OG0003350	Carub.0006s0691.1.p	AT5G08020
OG0003351	Carub.0007s0329.1.p	AT4G37100
OG0003351	Carub.0004s0274.1.p	AT2G23520
OG0003352	Carub.0003s1521.1.p, Carub.0006s3145.1.p	AT3G15490
OG0003353	Carub.0005s1537.1.p	AT3G49140
OG0003353	Carub.0006s2178.1.p	AT5G24060, AT2G23985
OG0003354	Carub.0006s0642.1.p	AT5G07450
OG0003354	Carub.0008s2235.1.p	AT5G61650
OG0003355	Carub.0002s1695.1.p	AT1G23965, AT1G23995, AT1G70270
OG0003356	Carub.0008s2034.1.p	AT5G59700
OG0003356	Carub.0005s1214.1.p	AT3G46290
OG0003357	Carub.0001s0545.1.p	AT1G06130
OG0003357	Carub.0004s1267.1.p	AT2G31350
OG0003358	Carub.0006s0459.1.p	AT5G05700
OG0003358	Carub.0003s1055.1.p	AT3G11240
OG0003359	Carub.0007s3553.1.p	AT5G40150
OG0003360	Carub.0007s1421.1.p	AT4G26660
OG0003360	Carub.0008s1587.1.p	AT5G55520
OG0003361	Carub.0006s2470.1.p	AT5G27880
OG0003362	Carub.0001s2481.1.p	AT1G26150
OG0003362	Carub.0002s1523.1.p	AT1G68690
OG0003363	Carub.0004s0385.1.p, Carub.0004s0386.1.p	AT2G24510
OG0003363	Carub.0003s1724.1.p	AT3G17530
OG0003364	Carub.0003s3120.1.p	AT2G17260
OG0003364	Carub.0007s0501.1.p	AT4G35290
OG0003365	Carub.0003s0260.1.p	AT3G03460
OG0003365	Carub.0006s1574.1.p	AT5G17510
OG0003366	Carub.0001s2597.1.p, Carub.0001s2609.1.p	AT1G55175, AT1G24300, AT1G27430
OG0003367	Carub.0003s2536.1.p	AT3G25040
OG0003368	Carub.0007s1864.1.p	AT4G22680
OG0003368	Carub.0006s3149.1.p	AT4G12350
OG0003369	Carub.0008s1943.1.p	AT5G58787
OG0003369	Carub.0005s1336.1.p	AT3G47160
OG0003370	Carub.0001s1431.1.p	AT1G14550
OG0003370	Carub.0001s1430.1.p	AT1G14540
OG0003371	Carub.0003s0517.1.p	AT3G05810
OG0003372	Carub.0008s0037.1.p	AT5G47420
OG0003372	Carub.0007s2400.1.p	AT4G17420
OG0003373	Carub.0006s0510.1.p	AT5G06230
OG0003373	Carub.0003s1089.1.p	AT3G11570
OG0003374	Carub.0004s2130.1.p	AT2G39250
OG0003374	Carub.0005s2161.1.p	AT3G54990
OG0003375	Carub.0002s1703.1.p	AT1G70340
OG0003375	Carub.0001s2330.1.p	AT1G23790
OG0003376	Carub.0003s1268.1.p, Carub.0003s1267.1.p	AT3G13300, AT3G13290
OG0003377	Carub.0002s0065.1.p	AT5G48160
OG0003377	Carub.0003s0736.1.p	AT3G07780
OG0003378	Carub.0008s2192.1.p	AT5G61250
OG0003378	Carub.0006s0675.1.p	AT5G07830
OG0003379	Carub.0001s1762.1.p	AT1G17890
OG0003380	Carub.0001s1567.1.p	AT1G15870
OG0003380	Carub.0002s2683.1.p	AT1G80720
OG0003382	Carub.0003s1584.1.p	AT3G16110
OG0003382	Carub.0001s4123.1.p	AT1G52260
OG0003383	Carub.0006s2530.1.p	AT5G27210
OG0003383	Carub.0003s0425.1.p	AT3G05010
OG0003384	Carub.0003s1088.1.p	AT3G11560
OG0003384	Carub.0006s0509.1.p	AT5G06220
OG0003385	Carub.0008s0035.1.p	AT5G47435
OG0003385	Carub.0007s2405.1.p	AT4G17360
OG0003386	Carub.0007s0588.1.p	AT4G34420
OG0003386	Carub.0003s2957.1.p	AT2G15730
OG0003387	Carub.0001s1017.1.p	AT1G10680
OG0003387	Carub.0007s1499.1.p	AT4G25960
OG0003388	Carub.0001s2784.1.p	AT1G29580
OG0003388	Carub.0001s4357.1.p	AT1G55080
OG0003389	Carub.0003s2833.1.p	AT2G14070
OG0003389	Carub.0007s0689.1.p	AT4G33560
OG0003390	Carub.0006s1693.1.p	AT5G18640
OG0003390	Carub.0006s1691.1.p	AT5G18630
OG0003391	Carub.0007s3207.1.p	AT1G60620
OG0003391	Carub.0002s0447.1.p	AT1G60850
OG0003392	Carub.0004s2253.1.p	AT2G40290
OG0003392	Carub.0006s0437.1.p	AT5G05470
OG0003393	Carub.0005s1424.1.p	AT3G48140
OG0003394	Carub.0003s0173.1.p	AT3G02610, AT3G02620
OG0003394	Carub.0006s1442.1.p	AT5G16230
OG0003395	Carub.0005s2163.1.p	AT3G55005
OG0003395	Carub.0005s2162.1.p	AT3G55000
OG0003396	Carub.0001s1347.1.p	AT1G13730
OG0003396	Carub.0005s0278.1.p	AT2G03640
OG0003397	Carub.0006s2098.1.p	AT5G23200
OG0003397	Carub.0006s0715.1.p	AT5G08270
OG0003398	Carub.0007s2869.1.p	AT4G13770
OG0003399	Carub.0001s1618.1.p	AT1G16440
OG0003400	Carub.0006s0256.1.p	AT5G03650
OG0003400	Carub.0004s1819.1.p	AT2G36390
OG0003401	Carub.0008s1054.1.p	AT5G50430
OG0003401	Carub.0001s1704.1.p	AT1G17280
OG0003402	Carub.0007s2965.1.p	AT4G13090
OG0003402	Carub.0007s2966.1.p	AT4G13080
OG0003403	Carub.0006s1423.1.p	AT5G16040
OG0003403	Carub.0003s0162.1.p	AT3G02510
OG0003404	Carub.0007s3114.1.p	AT5G35320
OG0003405	Carub.0007s2228.1.p	AT4G18910
OG0003405	Carub.0007s2211.1.p	AT4G19030
OG0003406	Carub.0007s3615.1.p	AT5G39730
OG0003406	Carub.0007s3616.1.p	AT5G39720
OG0003407	Carub.0008s0152.1.p, Carub.0005s2008.1.p, Carub.0005s2887.1.p	AT3G62120
OG0003408	Carub.0008s1244.1.p, Carub.0006s1429.1.p, Carub.0002s0764.1.p, Carub.0055s0004.1.p	AT5G16100
OG0003409	Carub.0004s2688.1.p	AT2G44290
OG0003409	Carub.0004s2689.1.p	AT2G44300
OG0003410	Carub.0001s1744.1.p	AT1G17710
OG0003411	Carub.0003s0076.1.p	AT3G01330
OG0003411	Carub.0006s1312.1.p	AT5G14960
OG0003413	Carub.0003s2050.1.p	AT3G20540
OG0003413	Carub.0001s3979.1.p	AT1G50840
OG0003414	Carub.0005s1602.1.p	AT3G49670
OG0003414	Carub.0008s2660.1.p	AT5G65700
OG0003415	Carub.0003s1502.1.p, Carub.0008s1260.1.p	AT3G15351
OG0003416	Carub.0001s1416.1.p	AT1G14450
OG0003416	Carub.0005s0154.1.p	AT2G02510
OG0003417	Carub.0003s1061.1.p	AT3G11300, AT3G11290
OG0003417	Carub.0006s0470.1.p	AT5G05800
OG0003418	Carub.0004s0401.1.p	AT2G24590
OG0003418	Carub.0007s0899.1.p	AT4G31580
OG0003419	Carub.0007s0402.1.p	AT4G36220
OG0003420	Carub.0001s4157.1.p	AT1G52570
OG0003420	Carub.0003s1548.1.p	AT3G15730
OG0003422	Carub.0002s0713.1.p	AT1G56720
OG0003422	Carub.0001s0879.1.p	AT1G09440
OG0003423	Carub.0005s2922.1.p	AT3G62570
OG0003424	Carub.0007s2559.1.p	AT4G16024
OG0003424	Carub.0007s2562.1.p	AT4G15990
OG0003425	Carub.0003s2356.1.p	AT3G23310
OG0003425	Carub.0007s2791.1.p	AT4G14350
OG0003426	Carub.0004s1165.1.p	AT2G30490
OG0003427	Carub.0004s1233.1.p	AT2G31083
OG0003427	Carub.0004s1234.1.p	AT2G31085
OG0003428	Carub.0007s0442.1.p	AT4G35810
OG0003428	Carub.0003s3183.1.p	AT2G17720
OG0003429	Carub.0003s1364.1.p	AT3G14050
OG0003429	Carub.0001s4337.1.p	AT1G54130
OG0003430	Carub.0006s1232.1.p	AT5G14120
OG0003431	Carub.0004s1380.1.p	AT2G32450
OG0003431	Carub.0001s0442.1.p	AT1G05150
OG0003432	Carub.0001s2273.1.p	AT1G23160
OG0003432	Carub.0006s1149.1.p	AT5G13320
OG0003433	Carub.0008s1488.1.p	AT5G54610
OG0003433	Carub.0006s3173.1.p	AT5G54620
OG0003434	Carub.0002s2656.1.p	AT1G79700
OG0003434	Carub.0001s1586.1.p	AT1G16060
OG0003435	Carub.0003s0264.1.p	AT3G03500
OG0003435	Carub.0006s1581.1.p	AT5G17570
OG0003436	Carub.0006s1951.1.p	AT5G21326
OG0003436	Carub.0004s0746.1.p	AT2G26980
OG0003437	Carub.0007s2950.1.p	AT4G13195
OG0003437	Carub.0003s2517.1.p	AT3G24770
OG0003438	Carub.0001s1929.1.p	AT1G19740
OG0003438	Carub.0002s2234.1.p	AT1G75460
OG0003439	Carub.0003s3288.1.p	AT2G26400
OG0003440	Carub.0003s1826.1.p	AT3G18490
OG0003441	Carub.0007s0296.1.p	AT4G37330
OG0003441	Carub.0007s0297.1.p	AT4G37320
OG0003442	Carub.0002s0489.1.p	AT1G60450
OG0003442	Carub.0002s0486.1.p	AT1G60470
OG0003443	Carub.0006s2250.1.p	AT5G24650
OG0003443	Carub.0005s1589.1.p	AT3G49560
OG0003444	Carub.0005s2907.1.p	AT3G62350
OG0003444	Carub.0002s1775.1.p, Carub.0002s1777.1.p	AT1G71320
OG0003445	Carub.0005s2158.1.p	AT2G24625, AT2G24615
OG0003446	Carub.0007s0455.1.p, Carub.0001s3537.1.p, Carub.0007s0454.1.p	AT4G35725
OG0003450	Carub.0002s0241.1.p	AT1G63340, AT1G62580
OG0003450	Carub.0001s1188.1.p	AT1G12200
OG0003451	Carub.0002s1730.1.p	AT1G70580
OG0003451	Carub.0001s2290.1.p	AT1G23310
OG0003452	Carub.0001s3094.1.p	AT1G32530
OG0003452	Carub.0004s1702.1.p	AT2G35330
OG0003453	Carub.0001s3303.1.p	AT1G35430
OG0003454	Carub.0002s1560.1.p	AT1G68980
OG0003454	Carub.0002s1588.1.p	AT1G69290
OG0003455	Carub.0007s1781.1.p	AT4G23380
OG0003457	Carub.0006s2687.1.p	AT4G08310
OG0003458	Carub.0001s0992.1.p	AT1G10490
OG0003458	Carub.0005s2478.1.p	AT3G57940
OG0003459	Carub.0002s0548.1.p	AT1G59722, AT1G59810, AT1G60040
OG0003460	Carub.0003s0743.1.p, Carub.0330s0001.1.p	AT3G14040, AT3G07850
OG0003461	Carub.0003s0575.1.p, Carub.0006s1709.1.p	AT5G18790, AT3G06320
OG0003462	Carub.0004s0687.1.p	AT2G26610
OG0003462	Carub.0016s0010.1.p	AT3G33530
OG0003463	Carub.0004s0084.1.p	AT2G21790
OG0003464	Carub.0008s0240.1.p	AT5G45620
OG0003464	Carub.0007s2215.1.p	AT4G19006
OG0003465	Carub.0007s0044.1.p	AT4G38570
OG0003465	Carub.0002s1448.1.p	AT1G68000
OG0003466	Carub.0003s1699.1.p	AT3G17240
OG0003466	Carub.0001s3714.1.p	AT1G48030
OG0003467	Carub.0002s0546.1.p	AT1G59820
OG0003468	Carub.0005s2151.1.p	AT3G54900
OG0003469	Carub.0001s4342.1.p	AT1G54180
OG0003469	Carub.0003s1358.1.p	AT3G14000
OG0003470	Carub.0005s1119.1.p	AT3G45310
OG0003470	Carub.0008s2106.1.p	AT5G60360
OG0003471	Carub.0006s0713.1.p	AT5G08250
OG0003471	Carub.0006s2097.1.p	AT5G23190
OG0003472	Carub.0001s3191.1.p, Carub.0001s3186.1.p, Carub.0001s3806.1.p	AT1G32660
OG0003473	Carub.0006s3476.1.p	AT4G02400, AT5G36980
OG0003473	Carub.0006s0757.1.p	AT5G08600
OG0003474	Carub.0004s3078.1.p	AT2G48075
OG0003474	Carub.0005s2969.1.p	AT3G63050
OG0003475	Carub.0003s2739.1.p	AT2G07050
OG0003476	Carub.0004s1833.1.p	AT2G36530
OG0003477	Carub.0001s2560.1.p	AT1G24510
OG0003478	Carub.0001s1891.1.p	AT1G19320
OG0003479	Carub.0006s2338.1.p	AT5G25520
OG0003480	Carub.0002s0212.1.p	AT1G62880
OG0003480	Carub.0001s1204.1.p	AT1G12390, AT1G12340
OG0003481	Carub.0005s1427.1.p	AT3G48170
OG0003481	Carub.0002s2171.1.p	AT1G74920
OG0003482	Carub.0002s1309.1.p	AT1G66860
OG0003482	Carub.0005s1257.1.p	AT5G38200
OG0003483	Carub.0003s1941.1.p	AT3G19570
OG0003483	Carub.0001s3910.1.p	AT1G49890
OG0003484	Carub.0003s0453.1.p	AT3G05280
OG0003485	Carub.0006s1341.1.p	AT5G15230
OG0003486	Carub.0007s0526.1.p	AT4G35050
OG0003486	Carub.0003s3060.1.p	AT2G16780
OG0003487	Carub.0004s2997.1.p	AT2G47240
OG0003488	Carub.0004s1172.1.p	AT2G30570
OG0003489	Carub.0005s1679.1.p	AT3G50450, AT3G50460
OG0003489	Carub.0005s1680.1.p	AT3G50470
OG0003490	Carub.0006s0555.1.p	AT5G06670
OG0003490	Carub.0003s1136.1.p	AT3G12020
OG0003491	Carub.0004s0322.1.p	AT2G24050
OG0003492	Carub.0001s2681.1.p	AT1G28350
OG0003492	Carub.0004s1552.1.p	AT2G33840
OG0003493	Carub.0001s2263.1.p	AT1G23110
OG0003493	Carub.0002s1769.1.p	AT1G70900
OG0003494	Carub.0003s2266.1.p	AT3G22500
OG0003494	Carub.0003s2265.1.p	AT3G22490
OG0003495	Carub.0003s1275.1.p	AT3G13380
OG0003495	Carub.0001s4413.1.p	AT1G55610
OG0003496	Carub.0006s1523.1.p	AT5G17050
OG0003497	Carub.0005s1736.1.p	AT3G50960
OG0003497	Carub.0008s2810.1.p	AT5G66410
OG0003498	Carub.0003s3335.1.p	AT2G19120
OG0003498	Carub.0007s1050.1.p	AT4G30100
OG0003499	Carub.0003s1297.1.p	AT3G13500
OG0003499	Carub.0001s4388.1.p	AT1G55365
OG0003500	Carub.0003s1756.1.p	AT3G17850
OG0003502	Carub.0004s2886.1.p	AT2G46180
OG0003503	Carub.0003s3112.1.p	AT2G17180
OG0003503	Carub.0007s0502.1.p	AT4G35280
OG0003504	Carub.0005s2334.1.p	AT3G56600
OG0003504	Carub.0004s2317.1.p	AT2G40850
OG0003505	Carub.0001s3037.1.p	AT1G32050
OG0003506	Carub.0003s3468.1.p, Carub.0003s3470.1.p, Carub.0003s3469.1.p	AT2G20340
OG0003507	Carub.0003s3143.1.p	AT2G17380
