Orthogroup	Capsella_rubella	Boechera_stricta
OG0000883	Carub.0006s0759.1.p	Bostr.13129s0092.1.p
OG0000883	Carub.0006s0758.1.p	Bostr.13129s0093.1.p
OG0000884	Carub.0004s0630.1.p	Bostr.26326s0144.1.p, Bostr.3148s0012.1.p
OG0000885	Carub.0002s2246.1.p	Bostr.3288s0213.1.p
OG0000885	Carub.0001s1942.1.p	Bostr.7128s0590.1.p
OG0000886	Carub.0004s1139.1.p	Bostr.24513s0219.1.p
OG0000886	Carub.0001s0626.1.p	Bostr.25219s0260.1.p
OG0000887	Carub.0003s3051.1.p	Bostr.18351s0134.1.p
OG0000887	Carub.0007s0530.1.p	Bostr.7867s1360.1.p
OG0000888	Carub.0007s0659.1.p	Bostr.7867s1231.1.p
OG0000888	Carub.0007s0660.1.p	Bostr.26959s0390.1.p
OG0000889	Carub.0003s1802.1.p	Bostr.7867s1006.1.p, Bostr.19424s0839.1.p
OG0000889	Carub.0001s1282.1.p	Bostr.13671s0144.1.p
OG0000890	Carub.0007s2796.1.p	Bostr.19424s0299.1.p
OG0000890	Carub.0007s2796.1.p	Bostr.0597s0043.1.p
OG0000890	Carub.0003s2365.1.p	Bostr.19424s0299.1.p
OG0000890	Carub.0003s2365.1.p	Bostr.0597s0043.1.p
OG0000891	Carub.0002s2359.1.p	Bostr.27991s0145.1.p
OG0000891	Carub.0002s2361.1.p, Carub.0002s2372.1.p	Bostr.20129s0122.1.p
OG0000892	Carub.0004s2052.1.p, Carub.0004s2053.1.p, Carub.0004s2051.1.p	Bostr.23794s0215.1.p
OG0000892	Carub.0003s2901.1.p, Carub.0003s2898.1.p	Bostr.2199s0001.1.p, Bostr.2199s0004.1.p, Bostr.5776s0002.1.p
OG0000893	Carub.0005s1386.1.p	Bostr.18473s0184.1.p
OG0000893	Carub.0172s0001.1.p	Bostr.26833s0064.1.p
OG0000893	Carub.0008s2242.1.p	Bostr.26833s0062.1.p
OG0000894	Carub.0001s3496.1.p, Carub.0001s1542.1.p	Bostr.3359s0143.1.p
OG0000894	Carub.0001s1538.1.p	Bostr.7128s0175.1.p
OG0000894	Carub.0001s1540.1.p	Bostr.7128s0177.1.p
OG0000894	Carub.0001s1539.1.p	Bostr.7128s0178.1.p, Bostr.7128s0176.1.p
OG0000894	Carub.0001s1537.1.p	Bostr.7128s0173.1.p
OG0000895	Carub.0007s0007.1.p	Bostr.25542s0007.1.p
OG0000895	Carub.0007s0006.1.p	Bostr.25542s0006.1.p
OG0000895	Carub.0004s0760.1.p	Bostr.29505s0044.1.p
OG0000896	Carub.0001s0943.1.p	Bostr.13671s0485.1.p
OG0000896	Carub.0001s0942.1.p	Bostr.13671s0486.1.p
OG0000896	Carub.0002s0619.1.p	Bostr.10040s0338.1.p
OG0000897	Carub.0001s0484.1.p	Bostr.25219s0419.1.p
OG0000897	Carub.0003s2396.1.p	Bostr.25463s0105.1.p, Bostr.19424s0270.1.p
OG0000897	Carub.0007s2826.1.p	Bostr.0597s0016.1.p
OG0000898	Carub.0005s1323.1.p	Bostr.18473s0258.1.p
OG0000898	Carub.0005s1329.1.p	Bostr.18473s0256.1.p
OG0000898	Carub.0005s1328.1.p	Bostr.18473s0257.1.p
OG0000898	Carub.0005s1322.1.p	Bostr.18473s0259.1.p
OG0000899	Carub.0001s2283.1.p	Bostr.12659s0186.1.p
OG0000899	Carub.0002s1741.1.p	Bostr.10273s0287.1.p
OG0000899	Carub.0002s1740.1.p	Bostr.10273s0288.1.p
OG0000900	Carub.0004s1010.1.p	Bostr.27991s0172.1.p
OG0000900	Carub.0004s1011.1.p	Bostr.27991s0173.1.p
OG0000900	Carub.0004s1013.1.p	Bostr.27991s0175.1.p
OG0000900	Carub.0004s1012.1.p	Bostr.27991s0174.1.p
OG0000901	Carub.0005s1258.1.p	Bostr.12645s0030.1.p, Bostr.12645s0041.1.p
OG0000901	Carub.0002s1310.1.p	Bostr.26959s0234.1.p
OG0000902	Carub.0007s2467.1.p	Bostr.17016s0010.1.p
OG0000903	Carub.0003s2595.1.p, Carub.0003s2597.1.p	Bostr.19424s0079.1.p
OG0000903	Carub.0001s3484.1.p	Bostr.12302s0056.1.p
OG0000904	Carub.0001s3476.1.p	Bostr.12302s0048.1.p
OG0000904	Carub.0008s0697.1.p	Bostr.25741s0001.1.p
OG0000905	Carub.0004s0462.1.p, Carub.0004s0461.1.p, Carub.0004s0474.1.p	Bostr.26326s0157.1.p
OG0000905	Carub.0006s1361.1.p	Bostr.2902s0280.1.p
OG0000906	Carub.0003s0403.1.p	Bostr.2570s0211.1.p
OG0000906	Carub.0007s0561.1.p	Bostr.7867s1328.1.p
OG0000907	Carub.0006s3565.1.p	Bostr.4825s0023.1.p
OG0000907	Carub.0006s3566.1.p	Bostr.25375s0002.1.p, Bostr.4825s0024.1.p, Bostr.10064s0010.1.p, Bostr.4825s0021.1.p
OG0000908	Carub.0003s0131.1.p	Bostr.1460s0134.1.p
OG0000908	Carub.0007s0857.1.p	Bostr.7867s1051.1.p
OG0000908	Carub.0004s0481.1.p	Bostr.7867s1051.1.p
OG0000909	Carub.0005s2430.1.p	Bostr.11916s0001.1.p
OG0000909	Carub.0004s2406.1.p	Bostr.25993s0603.1.p
OG0000911	Carub.0006s2307.1.p	Bostr.29827s0292.1.p
OG0000911	Carub.0001s3172.1.p, Carub.0008s2570.1.p	Bostr.0568s0306.1.p
OG0000912	Carub.0005s1408.1.p	Bostr.18473s0156.1.p
OG0000912	Carub.0008s2343.1.p	Bostr.0568s0539.1.p
OG0000913	Carub.0001s1095.1.p	Bostr.13671s0334.1.p
OG0000914	Carub.0002s0628.1.p	Bostr.10040s0002.1.p, Bostr.10040s0350.1.p, Bostr.18901s0001.1.p, Bostr.18901s0002.1.p, Bostr.30057s0106.1.p
OG0000915	Carub.0004s0174.1.p	Bostr.19427s0028.1.p
OG0000915	Carub.0005s0422.1.p, Carub.0005s0424.1.p	Bostr.3148s0273.1.p, Bostr.3148s0274.1.p, Bostr.0556s0304.1.p
OG0000916	Carub.0006s1114.1.p	Bostr.2902s0032.1.p
OG0000916	Carub.0005s2473.1.p	Bostr.20903s0040.1.p
OG0000916	Carub.0001s4042.1.p	Bostr.26675s0045.1.p
OG0000917	Carub.0002s1376.1.p	Bostr.26959s0162.1.p
OG0000917	Carub.0001s2594.1.p	Bostr.15697s0067.1.p
OG0000918	Carub.0002s1709.1.p	Bostr.10273s0317.1.p
OG0000920	Carub.0005s2731.1.p	Bostr.26991s0001.1.p
OG0000920	Carub.0005s1140.1.p, Carub.0004s2725.1.p	Bostr.25993s0302.1.p
OG0000926	Carub.0003s2328.1.p	Bostr.2570s0156.1.p, Bostr.19424s0334.1.p, Bostr.19424s0342.1.p, Bostr.22252s0097.1.p, Bostr.19424s0835.1.p, Bostr.19424s0413.1.p, Bostr.16335s0065.1.p, Bostr.19424s0357.1.p, Bostr.19424s0415.1.p, Bostr.19424s0412.1.p, Bostr.19424s0274.1.p, Bostr.29223s0157.1.p, Bostr.19424s0356.1.p, Bostr.19424s0341.1.p, Bostr.2983s0196.1.p, Bostr.18351s0155.1.p, Bostr.5342s0001.1.p
OG0000928	Carub.0006s0361.1.p	Bostr.13129s0490.1.p
OG0000928	Carub.0008s0669.1.p, Carub.0008s0668.1.p	Bostr.14419s0021.1.p
OG0000928	Carub.0007s0717.1.p	Bostr.7867s1179.1.p
OG0000929	Carub.0001s2352.1.p	Bostr.12659s0245.1.p, Bostr.29223s0173.1.p
OG0000930	Carub.0007s0293.1.p	Bostr.7867s1596.1.p
OG0000930	Carub.0007s0294.1.p	Bostr.7867s1595.1.p
OG0000930	Carub.0002s1261.1.p, Carub.0002s1258.1.p	Bostr.26959s0263.1.p
OG0000931	Carub.0007s1516.1.p	Bostr.7867s0398.1.p
OG0000931	Carub.0008s1809.1.p	Bostr.26833s0499.1.p
OG0000931	Carub.0003s3302.1.p	Bostr.18351s0341.1.p
OG0000932	Carub.0007s1316.1.p	Bostr.7867s0594.1.p
OG0000932	Carub.0008s1445.1.p	Bostr.26833s0857.1.p
OG0000933	Carub.0007s2838.1.p	Bostr.0597s0004.1.p
OG0000933	Carub.0007s2839.1.p	Bostr.0597s0003.1.p
OG0000934	Carub.0006s0453.1.p	Bostr.13129s0407.1.p
OG0000934	Carub.0001s3016.1.p	Bostr.13671s0277.1.p, Bostr.3359s0169.1.p
OG0000935	Carub.0001s1478.1.p	Bostr.7128s0115.1.p
OG0000935	Carub.0005s0028.1.p	Bostr.7903s0043.1.p
OG0000936	Carub.0004s0536.1.p, Carub.0004s0538.1.p, Carub.0004s0535.1.p, Carub.0004s0537.1.p	Bostr.5022s0041.1.p
OG0000938	Carub.0003s0415.1.p	Bostr.2570s0200.1.p
OG0000938	Carub.0006s2554.1.p	Bostr.29827s0031.1.p
OG0000938	Carub.0006s2555.1.p	Bostr.29827s0033.1.p
OG0000939	Carub.0014s0002.1.p	Bostr.19412s0003.1.p
OG0000939	Carub.0005s0461.1.p	Bostr.0556s0332.1.p
OG0000939	Carub.0001s1269.1.p	Bostr.13671s0158.1.p
OG0000940	Carub.0006s3695.1.p	Bostr.10064s0077.1.p
OG0000940	Carub.0001s2252.1.p	Bostr.12659s0159.1.p
OG0000942	Carub.0006s0460.1.p	Bostr.13129s0400.1.p
OG0000943	Carub.0003s0827.1.p	Bostr.22252s0154.1.p
OG0000943	Carub.0006s0056.1.p	Bostr.18473s0345.1.p
OG0000943	Carub.0006s2566.1.p	Bostr.29827s0015.1.p
OG0000944	Carub.0001s0148.1.p	Bostr.4824s0011.1.p
OG0000944	Carub.0002s1778.1.p	Bostr.10273s0254.1.p
OG0000944	Carub.0001s2256.1.p	Bostr.12659s0162.1.p
OG0000946	Carub.0006s3649.1.p	Bostr.10064s0036.1.p
OG0000946	Carub.0005s2780.1.p	Bostr.13158s0105.1.p
OG0000946	Carub.0004s2844.1.p	Bostr.25993s0196.1.p
OG0000947	Carub.0006s0279.1.p	Bostr.2128s0063.1.p
OG0000947	Carub.0006s0279.1.p	Bostr.22252s0056.1.p
OG0000947	Carub.0006s0279.1.p	Bostr.0568s0390.1.p
OG0000947	Carub.0008s2493.1.p	Bostr.2128s0063.1.p
OG0000947	Carub.0008s2493.1.p	Bostr.22252s0056.1.p
OG0000947	Carub.0008s2493.1.p	Bostr.0568s0390.1.p
OG0000948	Carub.0006s1326.1.p	Bostr.2902s0243.1.p
OG0000948	Carub.0003s0087.1.p	Bostr.1460s0088.1.p
OG0000949	Carub.0002s1681.1.p	Bostr.10273s0345.1.p
OG0000949	Carub.0007s1154.1.p	Bostr.7867s0749.1.p
OG0000950	Carub.0008s0800.1.p	Bostr.2392s0004.1.p
OG0000951	Carub.0006s1702.1.p	Bostr.26527s0338.1.p
OG0000952	Carub.0007s1866.1.p	Bostr.7867s0046.1.p
OG0000952	Carub.0007s1867.1.p	Bostr.7867s0044.1.p
OG0000953	Carub.0002s0008.1.p	Bostr.29223s0010.1.p
OG0000953	Carub.0007s1310.1.p	Bostr.7867s0601.1.p
OG0000953	Carub.0005s1555.1.p	Bostr.18473s0017.1.p
OG0000954	Carub.0006s0666.1.p	Bostr.13129s0197.1.p
OG0000954	Carub.0008s2210.1.p	Bostr.26833s0098.1.p
OG0000955	Carub.0003s1123.1.p	Bostr.19424s1125.1.p
OG0000955	Carub.0006s0549.1.p	Bostr.13129s0312.1.p
OG0000956	Carub.0003s1044.1.p	Bostr.19424s1048.1.p
OG0000956	Carub.0001s0167.1.p, Carub.0003s0767.1.p	Bostr.22252s0216.1.p
OG0000957	Carub.0006s0382.1.p	Bostr.13129s0473.1.p
OG0000957	Carub.0005s0011.1.p	Bostr.7903s0056.1.p
OG0000957	Carub.0001s3780.1.p	Bostr.25219s0527.1.p
OG0000958	Carub.0006s0766.1.p, Carub.0007s0266.1.p, Carub.0006s0767.1.p	Bostr.28903s0001.1.p
OG0000959	Carub.0005s2935.1.p	Bostr.13158s0267.1.p
OG0000959	Carub.0002s0823.1.p	Bostr.13404s0078.1.p
OG0000960	Carub.0008s0113.1.p	Bostr.28243s0057.1.p
OG0000960	Carub.0007s2349.1.p	Bostr.30275s0254.1.p
OG0000961	Carub.0008s1698.1.p	Bostr.26833s0610.1.p
OG0000961	Carub.0003s1293.1.p	Bostr.3640s0140.1.p
OG0000961	Carub.0001s4398.1.p	Bostr.6758s0028.1.p
OG0000962	Carub.0005s1542.1.p	Bostr.18473s0030.1.p
OG0000962	Carub.0005s1544.1.p	Bostr.18473s0028.1.p
OG0000962	Carub.0005s1543.1.p	Bostr.18473s0029.1.p
OG0000963	Carub.0008s1640.1.p	Bostr.26833s0655.1.p
OG0000963	Carub.0007s1441.1.p	Bostr.7867s0468.1.p
OG0000963	Carub.0006s0389.1.p	Bostr.13129s0466.1.p
OG0000964	Carub.0007s2062.1.p	Bostr.10689s0032.1.p
OG0000964	Carub.0008s0406.1.p	Bostr.3148s0014.1.p
OG0000965	Carub.0003s2584.1.p, Carub.0007s3614.1.p, Carub.0007s3600.1.p	Bostr.19424s0092.1.p
OG0000966	Carub.0008s2009.1.p	Bostr.26833s0302.1.p
OG0000966	Carub.0006s0094.1.p	Bostr.6251s0062.1.p
OG0000967	Carub.0004s0784.1.p	Bostr.28794s0022.1.p
OG0000967	Carub.0001s0778.1.p	Bostr.25219s0102.1.p
OG0000967	Carub.0001s0779.1.p	Bostr.25219s0101.1.p
OG0000968	Carub.0003s3084.1.p	Bostr.18351s0157.1.p
OG0000968	Carub.0003s3083.1.p, Carub.0003s3085.1.p	Bostr.18921s0001.1.p
OG0000968	Carub.0003s3086.1.p	Bostr.18351s0158.1.p
OG0000969	Carub.0001s2440.1.p, Carub.0006s0204.1.p	Bostr.12659s0335.1.p
OG0000970	Carub.0004s2360.1.p	Bostr.11568s0051.1.p
OG0000970	Carub.0005s2384.1.p	Bostr.20505s0043.1.p
OG0000971	Carub.0007s2595.1.p	Bostr.17584s0001.1.p
OG0000972	Carub.0008s1364.1.p	Bostr.26833s0934.1.p
OG0000972	Carub.0003s0805.1.p, Carub.0003s0806.1.p	Bostr.16371s0001.1.p
OG0000973	Carub.0003s0441.1.p	Bostr.2570s0170.1.p
OG0000973	Carub.0006s2520.1.p	Bostr.29827s0052.1.p
OG0000973	Carub.0006s2519.1.p	Bostr.29827s0054.1.p
OG0000974	Carub.0002s0128.1.p	Bostr.29223s0211.1.p
OG0000974	Carub.0002s0127.1.p	Bostr.29223s0210.1.p
OG0000974	Carub.0002s0131.1.p	Bostr.9600s0005.1.p
OG0000974	Carub.0002s0132.1.p	Bostr.9600s0009.1.p
OG0000975	Carub.0004s2461.1.p	Bostr.25993s0552.1.p
OG0000975	Carub.0001s2043.1.p	Bostr.7128s0687.1.p
OG0000976	Carub.0007s1939.1.p, Carub.0007s2792.1.p	Bostr.3279s0010.1.p
OG0000976	Carub.0007s1646.1.p, Carub.0007s1746.1.p	Bostr.4910s0001.1.p, Bostr.26527s0454.1.p, Bostr.2618s0046.1.p
OG0000977	Carub.0001s0362.1.p	Bostr.26675s0310.1.p
OG0000977	Carub.0008s0529.1.p	Bostr.3148s0140.1.p
OG0000978	Carub.0006s1154.1.p	Bostr.2902s0072.1.p
OG0000978	Carub.0006s1152.1.p	Bostr.2902s0070.1.p
OG0000978	Carub.0006s1153.1.p	Bostr.2902s0071.1.p
OG0000979	Carub.0006s2484.1.p, Carub.0001s3138.1.p	Bostr.3359s0052.1.p, Bostr.29827s0094.1.p
OG0000980	Carub.0008s2705.1.p	Bostr.0568s0168.1.p
OG0000980	Carub.0005s1630.1.p	Bostr.6864s0247.1.p
OG0000981	Carub.0001s2909.1.p	Bostr.16335s0062.1.p
OG0000982	Carub.0007s1288.1.p	Bostr.7867s0626.1.p
OG0000982	Carub.0008s1347.1.p	Bostr.26833s0952.1.p
OG0000983	Carub.0005s2730.1.p	Bostr.13158s0058.1.p
OG0000983	Carub.0004s2771.1.p	Bostr.25993s0262.1.p
OG0000984	Carub.0004s1487.1.p, Carub.0008s0192.1.p, Carub.0004s1486.1.p	Bostr.7867s0826.1.p
OG0000985	Carub.0007s2424.1.p	Bostr.30275s0172.1.p
OG0000985	Carub.0003s2634.1.p	Bostr.2632s0001.1.p
OG0000985	Carub.0007s0437.1.p	Bostr.7867s1450.1.p
OG0000986	Carub.0002s2158.1.p	Bostr.3288s0126.1.p
OG0000986	Carub.0008s2332.1.p	Bostr.0568s0545.1.p
OG0000987	Carub.0005s1142.1.p, Carub.0005s1144.1.p, Carub.0005s1143.1.p, Carub.0007s1300.1.p, Carub.0005s2941.1.p	Bostr.13158s0276.1.p
OG0000988	Carub.0003s2989.1.p	Bostr.18351s0083.1.p
OG0000990	Carub.0002s0511.1.p	Bostr.10040s0211.1.p
OG0000990	Carub.0002s1697.1.p	Bostr.10273s0327.1.p
OG0000990	Carub.0001s2336.1.p	Bostr.12659s0231.1.p
OG0000991	Carub.0003s2924.1.p, Carub.0006s2723.1.p, Carub.0006s2544.1.p, Carub.0002s0897.1.p, Carub.0002s1162.1.p	Bostr.19424s0940.1.p
OG0000992	Carub.0008s1369.1.p	Bostr.26833s0929.1.p
OG0000992	Carub.0007s1309.1.p	Bostr.7867s0602.1.p
OG0000992	Carub.0008s1368.1.p	Bostr.26833s0930.1.p
OG0000993	Carub.0008s0854.1.p	Bostr.2392s0054.1.p
OG0000993	Carub.0004s1408.1.p	Bostr.23794s0837.1.p
OG0000994	Carub.0007s1880.1.p	Bostr.7867s0033.1.p
OG0000995	Carub.0001s2288.1.p	Bostr.12659s0190.1.p
OG0000995	Carub.0002s1733.1.p	Bostr.10273s0295.1.p
OG0000996	Carub.0007s3337.1.p	Bostr.17016s0002.1.p
OG0000996	Carub.0001s0098.1.p	Bostr.5325s0045.1.p
OG0000997	Carub.0004s2143.1.p	Bostr.23794s0137.1.p
OG0000997	Carub.0005s2179.1.p	Bostr.0697s0132.1.p
OG0000998	Carub.0004s0762.1.p	Bostr.28794s0002.1.p
OG0000998	Carub.0004s0759.1.p	Bostr.29505s0043.1.p
OG0000999	Carub.0005s0268.1.p, Carub.0008s1783.1.p	Bostr.26833s0525.1.p
OG0000999	Carub.0007s1045.1.p	Bostr.7867s0867.1.p
OG0001000	Carub.0002s0691.1.p	Bostr.7867s0337.1.p
OG0001000	Carub.0001s1672.1.p	Bostr.7128s0309.1.p
OG0001000	Carub.0001s1673.1.p, Carub.0001s1674.1.p	Bostr.7128s0310.1.p
OG0001001	Carub.0001s2381.1.p	Bostr.12659s0279.1.p
OG0001002	Carub.0006s0445.1.p	Bostr.13129s0416.1.p
OG0001002	Carub.0003s1039.1.p	Bostr.19424s1046.1.p
OG0001003	Carub.0002s2332.1.p	Bostr.20129s0078.1.p
OG0001003	Carub.0001s2028.1.p	Bostr.7128s0672.1.p
OG0001004	Carub.0005s2859.1.p	Bostr.13158s0188.1.p
OG0001004	Carub.0004s2931.1.p	Bostr.25993s0106.1.p
OG0001005	Carub.0008s2711.1.p	Bostr.0568s0162.1.p
OG0001005	Carub.0005s1636.1.p	Bostr.6864s0240.1.p
OG0001005	Carub.0004s0228.1.p	Bostr.27895s0174.1.p
OG0001006	Carub.0006s3146.1.p, Carub.0006s3144.1.p, Carub.0006s3142.1.p, Carub.0006s3143.1.p	Bostr.25463s0084.1.p
OG0001006	Carub.0006s3141.1.p	Bostr.25463s0085.1.p
OG0001008	Carub.0005s2553.1.p	Bostr.20903s0115.1.p
OG0001008	Carub.0005s2554.1.p	Bostr.20903s0116.1.p
OG0001008	Carub.0004s2523.1.p	Bostr.25993s0504.1.p
OG0001009	Carub.0001s1611.1.p	Bostr.7128s0246.1.p
OG0001010	Carub.0001s3583.1.p, Carub.0001s3563.1.p	Bostr.18351s0087.1.p, Bostr.18351s0084.1.p
OG0001010	Carub.0001s3851.1.p	Bostr.26675s0241.1.p
OG0001011	Carub.0001s2499.1.p	Bostr.12659s0405.1.p
OG0001011	Carub.0001s1305.1.p, Carub.0003s3094.1.p	Bostr.13671s0114.1.p
OG0001012	Carub.0004s2673.1.p	Bostr.27895s0023.1.p, Bostr.29246s0008.1.p
OG0001012	Carub.0001s3881.1.p, Carub.0004s2672.1.p	Bostr.25993s0355.1.p
OG0001012	Carub.0008s1752.1.p	Bostr.26833s0559.1.p
OG0001013	Carub.0003s3236.1.p, Carub.0003s3237.1.p	Bostr.18351s0290.1.p
OG0001013	Carub.0007s0382.1.p	Bostr.7867s1508.1.p
OG0001014	Carub.0003s1608.1.p	Bostr.28625s0057.1.p
OG0001014	Carub.0001s4108.1.p	Bostr.0124s0003.1.p
OG0001015	Carub.0004s2847.1.p	Bostr.25993s0194.1.p, Bostr.24513s0189.1.p
OG0001015	Carub.0005s2786.1.p	Bostr.13158s0112.1.p
OG0001016	Carub.0002s0637.1.p, Carub.0001s0211.1.p	Bostr.4824s0071.1.p
OG0001016	Carub.0006s3457.1.p	Bostr.2983s0205.1.p
OG0001017	Carub.0001s1328.1.p	Bostr.13671s0096.1.p
OG0001017	Carub.0005s0324.1.p	Bostr.0556s0218.1.p
OG0001018	Carub.0003s3229.1.p, Carub.0003s3228.1.p	Bostr.0116s0001.1.p
OG0001018	Carub.0007s0388.1.p	Bostr.7867s1503.1.p
OG0001019	Carub.0006s2716.1.p	Bostr.3877s0005.1.p
OG0001019	Carub.0001s2170.1.p	Bostr.12659s0066.1.p
OG0001019	Carub.0002s2489.1.p	Bostr.20129s0234.1.p
OG0001020	Carub.0002s2554.1.p	Bostr.20129s0302.1.p
OG0001020	Carub.0002s2553.1.p	Bostr.20129s0301.1.p
OG0001020	Carub.0002s2551.1.p	Bostr.20129s0300.1.p
OG0001021	Carub.0001s3592.1.p	Bostr.12302s0142.1.p
OG0001021	Carub.0008s0570.1.p	Bostr.3148s0174.1.p
OG0001022	Carub.0004s2349.1.p	Bostr.9345s0013.1.p
OG0001022	Carub.0005s2345.1.p	Bostr.20505s0080.1.p
OG0001023	Carub.0001s4003.1.p	Bostr.26675s0076.1.p
OG0001023	Carub.0001s3972.1.p	Bostr.26675s0109.1.p
OG0001024	Carub.0001s0302.1.p	Bostr.26675s0397.1.p
OG0001024	Carub.0246s0001.1.p, Carub.0008s0440.1.p, Carub.0246s0002.1.p, Carub.0008s0441.1.p	Bostr.3148s0047.1.p
OG0001025	Carub.0005s0264.1.p	Bostr.0556s0173.1.p
OG0001025	Carub.0001s1355.1.p	Bostr.13671s0070.1.p
OG0001026	Carub.0012s0014.1.p	Bostr.26959s0394.1.p, Bostr.29827s0118.1.p
OG0001027	Carub.0004s1974.1.p	Bostr.23794s0294.1.p
OG0001028	Carub.0001s2094.1.p	Bostr.18002s0001.1.p
OG0001028	Carub.0001s2095.1.p	Bostr.24898s0001.1.p
OG0001028	Carub.0001s2096.1.p	Bostr.13839s0001.1.p
OG0001029	Carub.0004s1192.1.p	Bostr.24513s0155.1.p
OG0001029	Carub.0004s1191.1.p	Bostr.24513s0156.1.p
OG0001029	Carub.0001s0603.1.p	Bostr.25219s0289.1.p
OG0001030	Carub.0003s1546.1.p	Bostr.28625s0120.1.p
OG0001030	Carub.0001s4160.1.p	Bostr.0124s0050.1.p
OG0001032	Carub.0008s1329.1.p	Bostr.26833s0972.1.p
OG0001032	Carub.0008s1330.1.p	Bostr.26833s0970.1.p
OG0001032	Carub.0007s1305.1.p	Bostr.7867s0606.1.p
OG0001033	Carub.0003s0306.1.p	Bostr.2570s0323.1.p
OG0001033	Carub.0006s1642.1.p	Bostr.26527s0397.1.p
OG0001034	Carub.0004s2321.1.p	Bostr.9345s0042.1.p
OG0001034	Carub.0005s2336.1.p	Bostr.20505s0093.1.p
OG0001035	Carub.0001s1750.1.p, Carub.0008s0660.1.p	Bostr.7128s0386.1.p
OG0001036	Carub.0006s1178.1.p	Bostr.2902s0096.1.p
OG0001036	Carub.0001s3846.1.p	Bostr.26675s0246.1.p
OG0001037	Carub.0006s1641.1.p	Bostr.26527s0398.1.p
OG0001037	Carub.0003s0305.1.p	Bostr.2570s0324.1.p, Bostr.2570s0328.1.p
OG0001038	Carub.0001s0215.1.p	Bostr.4824s0075.1.p
OG0001038	Carub.0005s2958.1.p	Bostr.30057s0067.1.p, Bostr.13158s0295.1.p
OG0001039	Carub.0008s2185.1.p	Bostr.26833s0120.1.p
OG0001040	Carub.0003s2664.1.p	Bostr.19424s0012.1.p
OG0001040	Carub.0005s0624.1.p, Carub.0005s0623.1.p	Bostr.0556s0449.1.p
OG0001041	Carub.0008s2645.1.p	Bostr.0568s0228.1.p
OG0001041	Carub.0002s0648.1.p	Bostr.30057s0088.1.p
OG0001041	Carub.0006s0901.1.p	Bostr.13175s0046.1.p
OG0001042	Carub.0005s0108.1.p	Bostr.0556s0031.1.p
OG0001042	Carub.0001s1436.1.p	Bostr.24340s0004.1.p
OG0001043	Carub.0001s1593.1.p	Bostr.7128s0229.1.p, Bostr.13404s0083.1.p
OG0001044	Carub.0004s0624.1.p	Bostr.26326s0016.1.p
OG0001044	Carub.0006s0611.1.p	Bostr.13129s0250.1.p
OG0001044	Carub.0008s2292.1.p	Bostr.26833s0010.1.p
OG0001045	Carub.0001s3358.1.p	Bostr.20910s0014.1.p
OG0001045	Carub.0006s2718.1.p	Bostr.3877s0004.1.p
OG0001046	Carub.0008s2696.1.p	Bostr.0568s0177.1.p
OG0001046	Carub.0005s1627.1.p	Bostr.6864s0251.1.p
OG0001047	Carub.0004s2314.1.p	Bostr.9345s0049.1.p
OG0001047	Carub.0005s2205.1.p, Carub.0005s2325.1.p	Bostr.20505s0106.1.p
OG0001048	Carub.0007s1373.1.p	Bostr.7867s0533.1.p
OG0001048	Carub.0003s2056.1.p	Bostr.19424s0592.1.p
OG0001049	Carub.0003s3471.1.p	Bostr.7903s0134.1.p
OG0001049	Carub.0008s2750.1.p	Bostr.0568s0124.1.p
OG0001050	Carub.0001s2629.1.p	Bostr.15697s0104.1.p
OG0001050	Carub.0004s0213.1.p	Bostr.21942s0004.1.p
OG0001050	Carub.0007s0263.1.p	Bostr.7867s1623.1.p
OG0001051	Carub.0002s1917.1.p	Bostr.10273s0120.1.p
OG0001051	Carub.0001s1705.1.p	Bostr.7128s0340.1.p
OG0001052	Carub.0001s1381.1.p	Bostr.13671s0045.1.p
OG0001053	Carub.0005s1016.1.p	Bostr.0556s0738.1.p
OG0001053	Carub.0001s0766.1.p	Bostr.25219s0114.1.p
OG0001054	Carub.0005s1365.1.p	Bostr.18473s0202.1.p, Bostr.18473s0214.1.p, Bostr.18473s0209.1.p
OG0001054	Carub.0001s2808.1.p	Bostr.15697s0279.1.p
OG0001054	Carub.0005s1368.1.p	Bostr.18473s0250.1.p, Bostr.18473s0206.1.p, Bostr.18473s0211.1.p, Bostr.18473s0199.1.p, Bostr.7200s0039.1.p
OG0001055	Carub.0003s3124.1.p	Bostr.18351s0189.1.p
OG0001055	Carub.0007s0498.1.p	Bostr.7867s1393.1.p
OG0001056	Carub.0003s3548.1.p	Bostr.7903s0072.1.p
OG0001056	Carub.0001s4201.1.p	Bostr.0124s0079.1.p
OG0001056	Carub.0003s1527.1.p	Bostr.28625s0144.1.p
OG0001058	Carub.0008s2781.1.p	Bostr.0568s0086.1.p
OG0001058	Carub.0005s1707.1.p	Bostr.6864s0175.1.p
OG0001059	Carub.0003s1126.1.p	Bostr.19424s1128.1.p
OG0001059	Carub.0004s1918.1.p	Bostr.23794s0357.1.p
OG0001060	Carub.0008s0896.1.p	Bostr.15774s0044.1.p
OG0001061	Carub.0004s0464.1.p	Bostr.26326s0168.1.p
OG0001061	Carub.0007s0871.1.p	Bostr.7867s1037.1.p
OG0001062	Carub.0006s1301.1.p	Bostr.2902s0219.1.p
OG0001062	Carub.0003s3069.1.p, Carub.0003s3068.1.p, Carub.0003s3074.1.p	Bostr.18351s0144.1.p
