Orthogroup	Capsella_rubella	Arabidopsis_lyrata
OG0002327	Carub.0005s0703.1.p	fgenesh2_kg.352__1__AT3G28500.1, fgenesh2_kg.5__617__AT3G28500.1
OG0002327	Carub.0007s3562.1.p	fgenesh2_kg.7__3414__AT5G40040.1
OG0002328	Carub.0006s0284.1.p	fgenesh2_kg.6__301__AT5G03890.1
OG0002328	Carub.0008s0814.1.p	fgenesh2_kg.3__1040__AT3G10120.1
OG0002329	Carub.0001s3362.1.p	fgenesh1_pm.C_scaffold_8000421, fgenesh1_pm.C_scaffold_1002832
OG0002329	Carub.0006s2506.1.p	fgenesh2_kg.6__2713__AT5G27470.1
OG0002330	Carub.0004s2133.1.p	Al_scaffold_0005_1490, fgenesh2_kg.4__2007__AT2G39280.1
OG0002330	Carub.0005s2165.1.p	fgenesh1_pm.C_scaffold_5001576
OG0002331	Carub.0007s0143.1.p	fgenesh1_pm.C_scaffold_7000135
OG0002331	Carub.0007s0142.1.p	fgenesh2_kg.7__167__AT4G39550.1
OG0002332	Carub.0001s3993.1.p	scaffold_30700003.1, fgenesh1_pg.C_scaffold_4001200, scaffold_32500001.1
OG0002332	Carub.0001s3852.1.p	Al_scaffold_0001_4265, fgenesh2_kg.1__4028__AT1G49340.2
OG0002333	Carub.0003s2991.1.p	fgenesh2_kg.3__3495__AT2G16230.1
OG0002333	Carub.0007s0582.1.p	fgenesh2_kg.7__643__AT4G34480.1
OG0002334	Carub.0004s1850.1.p	Al_scaffold_0004_2170
OG0002334	Carub.0005s1965.1.p	scaffold_502401.1
OG0002335	Carub.0004s2657.1.p	fgenesh2_kg.4__2580__AT2G44010.1
OG0002335	Carub.0005s2662.1.p	fgenesh1_pm.C_scaffold_5001988
OG0002336	Carub.0004s0985.1.p	scaffold_401339.1
OG0002336	Carub.0004s1616.1.p	scaffold_402035.1
OG0002336	Carub.0004s1617.1.p	scaffold_402036.1
OG0002337	Carub.0001s3407.1.p	scaffold_104075.1
OG0002337	Carub.0002s2466.1.p	scaffold_202739.1
OG0002338	Carub.0003s0211.1.p	fgenesh2_kg.3__245__AT3G02980.1
OG0002338	Carub.0006s1502.1.p	fgenesh1_pg.C_scaffold_6001386
OG0002339	Carub.0004s1439.1.p	fgenesh2_kg.4__1298__AT2G32960.1
OG0002339	Carub.0001s0425.1.p	fgenesh2_kg.1__445__AT1G05000.1
OG0002340	Carub.0003s2304.1.p	scaffold_302744.1
OG0002341	Carub.0003s0216.1.p, Carub.0003s0310.1.p	scaffold_300252.1, fgenesh2_kg.3__249__AT3G03010.1
OG0002341	Carub.0006s1509.1.p	fgenesh2_kg.6__1683__AT5G16870.1
OG0002342	Carub.0006s2390.1.p	fgenesh2_kg.6__2590__AT5G26120.1
OG0002342	Carub.0003s0997.1.p	fgenesh2_kg.3__1110__AT3G10740.1
OG0002343	Carub.0001s3100.1.p	fgenesh2_kg.1__3406__AT1G32610.2
OG0002343	Carub.0004s1693.1.p	fgenesh2_kg.4__1549__AT2G35230.1
OG0002344	Carub.0006s2872.1.p	fgenesh2_kg.6__2997__AT4G10150.1
OG0002345	Carub.0006s3110.1.p	fgenesh2_kg.6__3153__AT4G12000.1
OG0002345	Carub.0007s1842.1.p	fgenesh2_kg.7__2018__AT4G22850.1
OG0002346	Carub.0004s2967.1.p	fgenesh2_kg.4__2924__AT2G46940.1
OG0002346	Carub.0005s2882.1.p	fgenesh1_pg.C_scaffold_5002659
OG0002347	Carub.0006s2330.1.p	Al_scaffold_0006_2454
OG0002347	Carub.0007s0811.1.p	scaffold_700943.1
OG0002348	Carub.0008s0130.1.p	fgenesh2_kg.8__133__AT5G46610.2
OG0002348	Carub.0007s2337.1.p	fgenesh2_kg.7__2507__AT4G17970.1
OG0002350	Carub.0006s2705.1.p, Carub.0145s0001.1.p	fgenesh2_kg.6__2890__AT4G08510.1
OG0002351	Carub.0006s0604.1.p	fgenesh2_kg.6__668__AT5G07120.1
OG0002351	Carub.0008s1903.1.p	fgenesh2_kg.8__1777__AT5G58440.1
OG0002352	Carub.0002s0313.1.p	fgenesh2_kg.2__269__AT1G61930.1
OG0002352	Carub.0001s1134.1.p	fgenesh2_kg.1__1263__AT1G11700.1
OG0002353	Carub.0008s2535.1.p	fgenesh1_pg.C_scaffold_8002446
OG0002354	Carub.0003s2072.1.p	fgenesh1_pg.C_scaffold_3001995
OG0002354	Carub.0001s4004.1.p	fgenesh2_kg.1__4182__AT1G51130.1
OG0002355	Carub.0008s2759.1.p	fgenesh2_kg.8__2726__AT5G66900.1
OG0002356	Carub.0005s2964.1.p	fgenesh1_pm.C_scaffold_5002266
OG0002356	Carub.0004s3067.1.p	fgenesh1_pm.C_scaffold_4002494
OG0002357	Carub.0003s1638.1.p	fgenesh2_kg.3__1832__AT3G16650.1
OG0002357	Carub.0007s2576.1.p	fgenesh2_kg.7__2728__AT4G15900.1
OG0002358	Carub.0001s1556.1.p	fgenesh2_kg.1__1729__AT1G15770.1
OG0002358	Carub.0001s1557.1.p, Carub.0001s1558.1.p	fgenesh2_kg.1__1730__AT1G15780.1
OG0002359	Carub.0007s2401.1.p	scaffold_702722.1
OG0002359	Carub.0008s0036.1.p	fgenesh2_kg.8__54__AT5G47430.1
OG0002360	Carub.0003s3459.1.p	scaffold_303808.1
OG0002360	Carub.0007s1189.1.p	fgenesh2_kg.7__1315__AT4G28750.1
OG0002361	Carub.0003s0370.1.p	scaffold_300462.1
OG0002361	Carub.0006s2578.1.p	fgenesh2_kg.6__2785__AT5G28500.1, Al_scaffold_0003_2135
OG0002362	Carub.0007s0269.1.p	fgenesh2_kg.7__293__AT4G37580.1
OG0002362	Carub.0004s0226.1.p	scaffold_400273.1
OG0002363	Carub.0006s0271.1.p	Al_scaffold_0006_290
OG0002363	Carub.0006s0270.1.p	fgenesh1_pm.C_scaffold_6000249
OG0002364	Carub.0004s1304.1.p	fgenesh2_kg.4__1156__AT2G31730.1
OG0002364	Carub.0001s0506.1.p	scaffold_100556.1
OG0002365	Carub.0003s0055.1.p	fgenesh2_kg.3__67__AT3G01520.1
OG0002365	Carub.0006s1285.1.p	scaffold_601493.1
OG0002366	Carub.0006s2145.1.p	fgenesh2_kg.6__2365__AT5G23700.1
OG0002366	Carub.0005s1503.1.p	fgenesh2_kg.5__1231__AT3G48860.2
OG0002367	Carub.0005s1698.1.p, Carub.0005s1697.1.p	fgenesh2_kg.5__1404__AT3G50650.1
OG0002368	Carub.0001s0978.1.p	fgenesh2_kg.1__1102__AT1G10360.1
OG0002368	Carub.0001s0979.1.p	scaffold_101093.1
OG0002369	Carub.0007s2930.1.p	scaffold_800386.1
OG0002369	Carub.0008s0283.1.p	Al_scaffold_0144_1, scaffold_800380.1, scaffold_14400001.1, scaffold_800388.1, scaffold_800390.1
OG0002370	Carub.0003s2359.1.p	fgenesh2_kg.3__2550__AT3G23340.1
OG0002370	Carub.0007s2794.1.p	scaffold_703186.1
OG0002371	Carub.0004s1706.1.p	fgenesh2_kg.4__1560__AT2G35370.1
OG0002372	Carub.0001s4460.1.p	scaffold_105401.1, Al_scaffold_0001_4992
OG0002373	Carub.0001s2510.1.p	scaffold_102960.1
OG0002373	Carub.0002s1495.1.p	fgenesh2_kg.2__1094__AT1G68440.1
OG0002374	Carub.0004s0024.1.p	scaffold_400033.1
OG0002374	Carub.0007s0070.1.p	fgenesh2_kg.7__83__AT4G38840.1
OG0002375	Carub.0003s0437.1.p	Al_scaffold_0003_460
OG0002376	Carub.0002s1919.1.p	fgenesh2_kg.2__1492__AT1G72330.1
OG0002376	Carub.0001s1706.1.p	scaffold_101927.1
OG0002377	Carub.0007s2727.1.p	fgenesh2_kg.7__2843__AT4G14840.1
OG0002378	Carub.0007s1485.1.p	fgenesh2_kg.7__1637__AT4G26100.1
OG0002378	Carub.0008s1751.1.p	scaffold_802263.1
OG0002380	Carub.0005s2359.1.p	fgenesh2_kg.5__2117__AT3G56860.3
OG0002380	Carub.0004s2338.1.p	scaffold_402914.1
OG0002381	Carub.0006s0818.1.p	scaffold_600982.1
OG0002381	Carub.0008s2544.1.p	fgenesh2_kg.8__2495__AT5G64650.1
OG0002382	Carub.0007s0891.1.p	fgenesh2_kg.7__1006__AT4G31670.1
OG0002382	Carub.0004s0404.1.p	fgenesh2_kg.4__383__AT2G24640.1
OG0002383	Carub.0007s1515.1.p	fgenesh1_pg.C_scaffold_7001381
OG0002383	Carub.0008s1805.1.p	scaffold_802331.1
OG0002384	Carub.0007s1496.1.p	fgenesh1_pg.C_scaffold_7001361
OG0002384	Carub.0008s1769.1.p	fgenesh2_kg.8__1631__AT5G57180.2
OG0002385	Carub.0005s2825.1.p	fgenesh2_kg.5__2634__AT3G61560.1
OG0002385	Carub.0004s2885.1.p	scaffold_403570.1
OG0002386	Carub.0002s2136.1.p	fgenesh2_kg.2__1726__AT1G74560.3
OG0002386	Carub.0001s1844.1.p	scaffold_102102.1
OG0002387	Carub.0002s1682.1.p	fgenesh2_kg.2__1269__AT1G70140.1, scaffold_400826.1
OG0002387	Carub.0001s2364.1.p	fgenesh1_pm.C_scaffold_1002040
OG0002388	Carub.0007s0077.1.p	fgenesh2_kg.7__96__AT4G38950.2
OG0002388	Carub.0004s0034.1.p	fgenesh2_kg.4__53__AT2G21300.1
OG0002389	Carub.0008s1207.1.p	fgenesh2_kg.8__1082__AT5G51980.1
OG0002390	Carub.0004s0234.1.p	Al_scaffold_0004_270
OG0002390	Carub.0007s0283.1.p	fgenesh2_kg.7__305__AT4G37450.1
OG0002391	Carub.0001s1612.1.p	fgenesh1_pm.C_scaffold_1001395
OG0002391	Carub.0002s2626.1.p	Al_scaffold_0002_2652
OG0002392	Carub.0002s1853.1.p	fgenesh1_pg.C_scaffold_2001495
OG0002392	Carub.0001s2227.1.p	fgenesh1_pg.C_scaffold_1002079
OG0002393	Carub.0001s4080.1.p, Carub.0001s4091.1.p	Al_scaffold_0001_4602
OG0002393	Carub.0003s2883.1.p	fgenesh2_kg.3__3071__AT2G14830.1, fgenesh2_kg.878__1__AT2G14830.1
OG0002394	Carub.0007s1048.1.p	fgenesh2_kg.7__1173__AT4G30130.1
OG0002394	Carub.0003s3333.1.p	fgenesh2_kg.3__3524__AT2G19090.1
OG0002395	Carub.0006s1744.1.p	fgenesh1_pg.C_scaffold_6001606
OG0002396	Carub.0003s1538.1.p	fgenesh2_kg.3__1716__AT3G15630.1
OG0002396	Carub.0001s4180.1.p	scaffold_105083.1
OG0002397	Carub.0003s3320.1.p	fgenesh1_pg.C_scaffold_3003329
OG0002397	Carub.0007s1043.1.p	scaffold_701207.1
OG0002398	Carub.0005s0172.1.p	fgenesh2_kg.5__180__AT2G02810.1
OG0002398	Carub.0001s1406.1.p	scaffold_101606.1
OG0002399	Carub.0001s0364.1.p	fgenesh2_kg.1__378__AT1G04450.1
OG0002399	Carub.0004s1509.1.p	fgenesh1_pg.C_scaffold_4001438
OG0002400	Carub.0001s0366.1.p	fgenesh2_kg.1__379__AT1G04470.1
OG0002400	Carub.0004s1505.1.p	fgenesh1_pg.C_scaffold_4001434
OG0002401	Carub.0006s3283.1.p	scaffold_603809.1
OG0002402	Carub.0008s0884.1.p	fgenesh2_kg.8__780__AT5G49020.1
OG0002402	Carub.0003s0645.1.p	fgenesh2_kg.3__714__AT3G06930.1
OG0002403	Carub.0005s2663.1.p	fgenesh2_kg.5__2445__AT3G59890.1
OG0002403	Carub.0004s2659.1.p	fgenesh2_kg.4__2582__AT2G44040.1
OG0002404	Carub.0003s0518.1.p	scaffold_300648.1
OG0002404	Carub.0002s0735.1.p	fgenesh2_kg.1__4769__AT1G56560.1
OG0002405	Carub.0008s2206.1.p	fgenesh2_kg.8__2114__AT5G61390.1
OG0002405	Carub.0006s0667.1.p	fgenesh2_kg.6__740__AT5G07710.1
OG0002406	Carub.0001s1575.1.p	fgenesh2_kg.1__1748__AT1G15950.1
OG0002407	Carub.0003s0118.1.p	fgenesh2_kg.3__136__AT3G01015.1
OG0002407	Carub.0006s1367.1.p	scaffold_601581.1
OG0002408	Carub.0007s1959.1.p	fgenesh2_kg.7__2126__AT4G21810.1
OG0002408	Carub.0006s3277.1.p	fgenesh2_kg.6__3253__AT4G04860.1
OG0002409	Carub.0004s1495.1.p	Al_scaffold_0004_1802
OG0002409	Carub.0001s0373.1.p	fgenesh2_kg.1__386__AT1G04520.1
OG0002410	Carub.0003s0056.1.p	fgenesh2_kg.3__68__AT3G01516.1
OG0002410	Carub.0006s1286.1.p	fgenesh2_kg.6__1445__AT5G14690.1
OG0002411	Carub.0002s1543.1.p	fgenesh2_kg.2__1141__AT1G68840.1
OG0002412	Carub.0001s1052.1.p	scaffold_101184.1
OG0002412	Carub.0002s0432.1.p	fgenesh2_kg.2__367__AT1G60940.1
OG0002413	Carub.0001s0189.1.p	scaffold_100215.1
OG0002413	Carub.0006s3488.1.p	fgenesh2_kg.6__3475__AT4G02290.1
OG0002414	Carub.0005s1633.1.p	Al_scaffold_0005_1844
OG0002414	Carub.0008s2710.1.p	fgenesh2_kg.8__2676__AT5G67385.1
OG0002415	Carub.0002s1249.1.p	fgenesh2_kg.2__876__AT1G66460.1
OG0002415	Carub.0007s3297.1.p	fgenesh2_kg.7__3190__AT5G37790.1
OG0002416	Carub.0007s2714.1.p	fgenesh1_pg.C_scaffold_7002465
OG0002416	Carub.0003s2254.1.p	fgenesh2_kg.3__2451__AT3G22380.1
OG0002417	Carub.0005s0943.1.p, Carub.0005s2784.1.p	fgenesh2_kg.5__804__AT3G43740.2
OG0002418	Carub.0002s1713.1.p	fgenesh2_kg.2__1294__AT1G70440.1
OG0002418	Carub.0001s2309.1.p	Al_scaffold_0001_2476
OG0002420	Carub.0003s3002.1.p, Carub.0003s3001.1.p, Carub.0003s3034.1.p, Carub.0003s3003.1.p, Carub.0003s2999.1.p, Carub.0131s0002.1.p, Carub.0131s0001.1.p, Carub.0003s3004.1.p	scaffold_304259.1, fgenesh1_pm.C_scaffold_3002848
OG0002421	Carub.0004s0053.1.p	Al_scaffold_0004_65
OG0002421	Carub.0007s0101.1.p	fgenesh1_pm.C_scaffold_7000091
OG0002422	Carub.0007s3476.1.p	fgenesh2_kg.7__3341__AT5G40720.1
OG0002422	Carub.0005s0563.1.p	fgenesh2_kg.5__513__AT3G27330.1
OG0002423	Carub.0005s2735.1.p	fgenesh1_pm.C_scaffold_5002054
OG0002423	Carub.0004s2776.1.p	fgenesh2_kg.4__2709__AT2G45150.1
OG0002424	Carub.0001s0518.1.p	fgenesh1_pm.C_scaffold_1000445
OG0002424	Carub.0004s1295.1.p	scaffold_401699.1
OG0002425	Carub.0004s2937.1.p	fgenesh2_kg.4__2890__AT2G46660.1
OG0002425	Carub.0005s2863.1.p	scaffold_503451.1
OG0002426	Carub.0003s2888.1.p	scaffold_303683.1
OG0002426	Carub.0007s0607.1.p	fgenesh2_kg.7__671__AT4G34290.1
OG0002427	Carub.0008s0356.1.p	Al_scaffold_0008_459
OG0002427	Carub.0007s2099.1.p	fgenesh1_pg.C_scaffold_7001905
OG0002428	Carub.0007s0345.1.p	fgenesh1_pm.C_scaffold_7000308
OG0002428	Carub.0004s0294.1.p	scaffold_400362.1
OG0002429	Carub.0008s0484.1.p	scaffold_800659.1
OG0002429	Carub.0001s3753.1.p	fgenesh2_kg.1__3931__AT1G48410.2
OG0002430	Carub.0001s2337.1.p	fgenesh2_kg.1__2603__AT1G23880.1
OG0002430	Carub.0002s1696.1.p	fgenesh2_kg.2__1282__AT1G70280.2
OG0002431	Carub.0001s3602.1.p	fgenesh2_kg.1__3828__AT1G47250.1
OG0002431	Carub.0008s0611.1.p	scaffold_800845.1
OG0002432	Carub.0008s1948.1.p	fgenesh2_kg.277__1__AT5G58850.1, fgenesh2_kg.3__2684__AT5G58850.1
OG0002432	Carub.0006s0956.1.p	fgenesh2_kg.6__1071__AT5G11050.1
OG0002433	Carub.0007s0105.1.p	scaffold_700116.1
OG0002433	Carub.0004s0056.1.p	Al_scaffold_0004_69
OG0002434	Carub.0001s4420.1.p	scaffold_105361.1
OG0002434	Carub.0003s1272.1.p	scaffold_301529.1
OG0002435	Carub.0004s1236.1.p	fgenesh1_pm.C_scaffold_4000918
OG0002435	Carub.0001s0561.1.p	Al_scaffold_0001_565
OG0002436	Carub.0002s2608.1.p	scaffold_202899.1
OG0002437	Carub.0007s3216.1.p	scaffold_703543.1
OG0002437	Carub.0002s0659.1.p	fgenesh2_kg.2__542__AT1G58030.1
OG0002438	Carub.0004s0473.1.p	fgenesh1_pg.C_scaffold_4000452
OG0002438	Carub.0007s0865.1.p	fgenesh2_kg.7__979__AT4G31890.1
OG0002439	Carub.0001s4396.1.p	fgenesh1_pm.C_scaffold_1003545
OG0002440	Carub.0005s0542.1.p	scaffold_500637.1
OG0002440	Carub.0007s3463.1.p	fgenesh2_kg.7__3323__AT5G40870.1
OG0002441	Carub.0004s1813.1.p	fgenesh2_kg.4__1668__AT2G36350.1
OG0002441	Carub.0005s1936.1.p	fgenesh2_kg.5__1652__AT3G52890.2
OG0002442	Carub.0003s2903.1.p	fgenesh2_kg.3__3090__AT2G15090.1
OG0002442	Carub.0007s0612.1.p	fgenesh2_kg.7__677__AT4G34250.1
OG0002443	Carub.0001s4247.1.p	fgenesh2_kg.1__4409__AT1G53290.1
OG0002443	Carub.0003s1462.1.p	scaffold_301736.1
OG0002444	Carub.0004s2315.1.p	fgenesh2_kg.4__2205__AT2G40830.1
OG0002445	Carub.0006s3675.1.p	Al_scaffold_0006_3968
OG0002445	Carub.0001s0050.1.p	fgenesh2_kg.1__58__AT1G01710.1
OG0002446	Carub.0006s1579.1.p	scaffold_601810.1
OG0002446	Carub.0003s0263.1.p	fgenesh2_kg.3__296__AT3G03490.1
OG0002447	Carub.0007s0610.1.p	fgenesh2_kg.7__675__AT4G34265.1
OG0002447	Carub.0003s2895.1.p	fgenesh2_kg.3__3081__AT2G15000.4
OG0002448	Carub.0001s2134.1.p	fgenesh1_pm.C_scaffold_1001859
OG0002448	Carub.0002s2450.1.p	fgenesh2_kg.142__1__AT1G77610.1, fgenesh2_kg.2__2055__AT1G77610.1
OG0002449	Carub.0003s0515.1.p	Al_scaffold_0881_1, fgenesh2_kg.3__574__AT3G05790.1
OG0002449	Carub.0006s2452.1.p	fgenesh2_kg.6__2653__AT5G26860.1
OG0002450	Carub.0008s0950.1.p	fgenesh2_kg.5__2552__AT3G60860.1
OG0002450	Carub.0001s0028.1.p	fgenesh2_kg.1__32__AT1G01960.1, scaffold_103151.1
OG0002451	Carub.0005s1637.1.p	fgenesh1_pm.C_scaffold_5001123, scaffold_502025.1
OG0002451	Carub.0008s0288.1.p	scaffold_800355.1
OG0002452	Carub.0006s2569.1.p	fgenesh2_kg.6__2780__AT5G28290.1
OG0002452	Carub.0003s0399.1.p	fgenesh2_kg.3__451__AT3G04810.2
OG0002453	Carub.0003s1154.1.p	fgenesh1_pm.C_scaffold_3001014
OG0002454	Carub.0006s1646.1.p	fgenesh1_pg.C_scaffold_6001515
OG0002454	Carub.0003s0316.1.p	fgenesh2_kg.3__346__AT3G03920.1
OG0002455	Carub.0003s1095.1.p	scaffold_301335.1
OG0002456	Carub.0007s3468.1.p	scaffold_703889.1
OG0002456	Carub.0005s0549.1.p	fgenesh2_kg.5__498__AT3G27240.1
OG0002457	Carub.0001s1164.1.p	fgenesh1_pm.C_scaffold_1001004
OG0002457	Carub.0002s0269.1.p	fgenesh2_kg.2__245__AT1G62305.1
OG0002458	Carub.0007s2411.1.p	Al_scaffold_0007_2479
OG0002459	Carub.0002s2193.1.p, Carub.0002s2190.1.p	fgenesh2_kg.2__1781__AT1G75120.1
OG0002459	Carub.0002s2189.1.p	fgenesh2_kg.2__1780__AT1G75110.1
OG0002459	Carub.0001s1895.1.p	fgenesh2_kg.1__2117__AT1G19360.1
OG0002460	Carub.0004s0362.1.p	Al_scaffold_0004_425
OG0002460	Carub.0007s0952.1.p	fgenesh2_kg.7__1079__AT4G30996.1
OG0002461	Carub.0004s1750.1.p	fgenesh2_kg.4__1608__AT2G35765.1
OG0002462	Carub.0001s3139.1.p	fgenesh2_kg.1__3447__AT1G33170.1
OG0002462	Carub.0006s2910.1.p	fgenesh1_pm.C_scaffold_6002431
OG0002463	Carub.0001s3905.1.p	scaffold_104699.1
OG0002463	Carub.0003s1937.1.p	scaffold_302304.1
OG0002464	Carub.0006s3485.1.p	fgenesh2_kg.6__3472__AT4G02330.1
OG0002464	Carub.0001s0190.1.p	fgenesh1_pg.C_scaffold_1000172
OG0002465	Carub.0001s0359.1.p	fgenesh2_kg.1__372__AT1G04410.1
OG0002465	Carub.0008s0528.1.p	fgenesh2_kg.8__486__AT5G43330.1
OG0002466	Carub.0002s1961.1.p	fgenesh2_kg.2__1543__AT1G72760.1
OG0002466	Carub.0001s1731.1.p	fgenesh2_kg.1__1915__AT1G17540.1
OG0002467	Carub.0001s0447.1.p	fgenesh2_kg.1__467__AT1G05200.2
OG0002467	Carub.0004s1374.1.p	scaffold_400630.1, fgenesh1_pg.C_scaffold_4001341
OG0002468	Carub.0001s1678.1.p	fgenesh2_kg.1__1858__AT1G17060.1, fgenesh2_kg.7__3483__AT1G17060.1
OG0002469	Carub.0005s0603.1.p, Carub.0006s2391.1.p	Al_scaffold_0006_2535
OG0002469	Carub.0006s1049.1.p	fgenesh2_kg.6__1171__AT5G11950.1
OG0002470	Carub.0006s3211.1.p	fgenesh2_kg.6__3213__AT4G04200.1
OG0002470	Carub.0004s2209.1.p	fgenesh2_kg.4__2094__AT2G39960.1
OG0002471	Carub.0002s2357.1.p	fgenesh2_kg.2__1956__AT1G76670.1
OG0002471	Carub.0001s2053.1.p	scaffold_102356.1
OG0002472	Carub.0002s2651.1.p	fgenesh2_kg.2__2267__AT1G79630.1
OG0002472	Carub.0001s1597.1.p	fgenesh1_pg.C_scaffold_1001466
OG0002473	Carub.0002s2168.1.p	fgenesh1_pm.C_scaffold_2001456
OG0002473	Carub.0001s1868.1.p	scaffold_102129.1
OG0002474	Carub.0001s1012.1.p	fgenesh2_kg.1__1141__AT1G10650.2
OG0002474	Carub.0002s0472.1.p	fgenesh2_kg.2__399__AT1G60610.1
OG0002475	Carub.0007s1243.1.p	fgenesh2_kg.7__1373__AT4G28320.1
OG0002475	Carub.0003s3519.1.p	fgenesh2_kg.3__3603__AT2G20680.1
OG0002476	Carub.0001s2984.1.p	scaffold_103916.1
OG0002476	Carub.0004s1733.1.p	scaffold_402171.1
OG0002477	Carub.0008s2670.1.p	fgenesh1_pm.C_scaffold_8002140
OG0002477	Carub.0005s1607.1.p	fgenesh2_kg.5__1326__AT3G49720.1
OG0002478	Carub.0006s3117.1.p	fgenesh2_kg.6__3158__AT4G12050.1
OG0002478	Carub.0007s1846.1.p	fgenesh2_kg.7__2021__AT4G22810.1
OG0002480	Carub.0007s2962.1.p	fgenesh1_pg.C_scaffold_9000075
OG0002480	Carub.0003s2535.1.p	Al_scaffold_0002_1101, fgenesh1_pg.C_scaffold_2000966, fgenesh2_kg.3__2711__AT3G25030.1
OG0002481	Carub.0003s2255.1.p	fgenesh2_kg.3__2453__AT3G22400.1
OG0002482	Carub.0001s1825.1.p	fgenesh2_kg.1__2037__AT1G18620.2
OG0002482	Carub.0002s2097.1.p	fgenesh2_kg.2__1687__AT1G74160.1
OG0002483	Carub.0006s3207.1.p	fgenesh2_kg.6__3209__AT4G04040.1, scaffold_603735.1
OG0002483	Carub.0001s1168.1.p	scaffold_101310.1
OG0002484	Carub.0001s2035.1.p	fgenesh2_kg.1__2278__AT1G20880.1
OG0002484	Carub.0002s2338.1.p	fgenesh2_kg.2__1933__AT1G76460.1
OG0002485	Carub.0003s0224.1.p	fgenesh2_kg.3__256__AT3G03090.1
OG0002485	Carub.0006s1521.1.p	scaffold_601745.1
OG0002486	Carub.0001s2648.1.p	Al_scaffold_0003_1625
OG0002487	Carub.0006s0787.1.p	fgenesh2_kg.6__877__AT5G09320.1
OG0002487	Carub.0003s1964.1.p	fgenesh2_kg.3__2194__AT3G19770.1
OG0002488	Carub.0006s0533.1.p	fgenesh2_kg.6__588__AT5G06450.1
OG0002488	Carub.0003s1111.1.p	scaffold_301351.1
OG0002489	Carub.0003s3532.1.p	fgenesh2_kg.3__3612__AT2G20750.1
OG0002489	Carub.0007s1251.1.p	fgenesh2_kg.7__1383__AT4G28250.1
OG0002490	Carub.0004s0041.1.p	fgenesh2_kg.4__63__AT2G21380.1
OG0002490	Carub.0007s0092.1.p	fgenesh1_pm.C_scaffold_7000084
OG0002491	Carub.0005s2703.1.p	fgenesh1_pm.C_scaffold_5002027
OG0002491	Carub.0004s2737.1.p	fgenesh1_pm.C_scaffold_4002198
OG0002492	Carub.0001s2045.1.p, Carub.0001s2046.1.p	fgenesh2_kg.1__2292__AT1G20980.1
OG0002493	Carub.0005s1403.1.p	fgenesh2_kg.5__1145__AT3G47890.1
OG0002493	Carub.0005s1404.1.p	Al_scaffold_0005_1600
OG0002494	Carub.0007s1026.1.p	Al_scaffold_0007_1069
OG0002494	Carub.0003s3300.1.p	fgenesh2_kg.3__3477__AT2G18730.1
OG0002495	Carub.0007s1815.1.p	fgenesh2_kg.7__1985__AT4G23100.1
OG0002495	Carub.0007s2982.1.p	Al_scaffold_0005_267, scaffold_702034.1
OG0002496	Carub.0007s1634.1.p	Al_scaffold_0007_1675
OG0002496	Carub.0008s1021.1.p	fgenesh2_kg.8__893__AT5G50200.3
OG0002497	Carub.0004s2808.1.p	fgenesh2_kg.4__2744__AT2G45470.1
OG0002497	Carub.0005s2765.1.p	fgenesh2_kg.5__2558__AT3G60900.1
OG0002498	Carub.0006s0309.1.p	fgenesh2_kg.6__327__AT5G04140.1
OG0002498	Carub.0004s2353.1.p	fgenesh2_kg.4__2251__AT2G41220.1
OG0002499	Carub.0002s1545.1.p	fgenesh2_kg.2__1143__AT1G68870.1
OG0002499	Carub.0001s2475.1.p	fgenesh2_kg.1__2751__AT1G26210.1
OG0002500	Carub.0004s2187.1.p	fgenesh2_kg.4__2067__AT2G39782.1
OG0002500	Carub.0007s3684.1.p	scaffold_704162.1
OG0002500	Carub.0005s0431.1.p	scaffold_500531.1
OG0002501	Carub.0001s2871.1.p	fgenesh2_kg.1__3231__AT1G30490.1
OG0002501	Carub.0004s1640.1.p	scaffold_402060.1
OG0002502	Carub.0004s0108.1.p	fgenesh1_pm.C_scaffold_4000096
OG0002502	Carub.0007s0141.1.p	fgenesh2_kg.7__165__AT4G39540.2
OG0002503	Carub.0005s2753.1.p	fgenesh2_kg.5__2542__AT3G60780.1
OG0002503	Carub.0004s2799.1.p	fgenesh2_kg.4__2733__AT2G45360.1
OG0002504	Carub.0003s0233.1.p	scaffold_300281.1
OG0002504	Carub.0006s0039.1.p	fgenesh2_kg.6__67__AT5G01430.1
OG0002505	Carub.0002s0253.1.p	fgenesh2_kg.2__230__AT1G62430.1
OG0002505	Carub.0007s1896.1.p	fgenesh2_kg.7__2064__AT4G22340.3
OG0002506	Carub.0005s0737.1.p	fgenesh2_kg.5__645__AT3G28830.1
OG0002506	Carub.0005s0734.1.p	scaffold_500863.1
OG0002507	Carub.0001s2777.1.p	Al_scaffold_0001_3014
OG0002507	Carub.0004s1597.1.p	fgenesh2_kg.4__1436__AT2G34330.1
OG0002508	Carub.0003s1050.1.p	scaffold_301288.1
OG0002508	Carub.0006s0450.1.p	fgenesh2_kg.6__495__AT5G05600.1
OG0002509	Carub.0006s2068.1.p	fgenesh2_kg.6__2279__AT5G22900.1
OG0002509	Carub.0005s1064.1.p, Carub.0175s0001.1.p	fgenesh2_kg.5__881__AT3G44900.1
OG0002510	Carub.0006s0711.1.p	fgenesh2_kg.6__791__AT5G08230.1
OG0002510	Carub.0006s2094.1.p	fgenesh2_kg.6__2305__AT5G23150.1
