Orthogroup	Capsella_rubella	Tarenaya_hassleriana
OG0002009	Carub.0002s1999.1.p, Carub.0001s1755.1.p	Th2v09963
OG0002010	Carub.0006s0043.1.p, Carub.0003s0802.1.p	Th2v08968
OG0002011	Carub.0001s4115.1.p, Carub.0003s1593.1.p	Th2v21926
OG0002012	Carub.0007s1427.1.p, Carub.0008s1625.1.p	Th2v21674
OG0002013	Carub.0005s2939.1.p	Th2v07294
OG0002013	Carub.0006s3463.1.p	Th2v16278
OG0002014	Carub.0008s0227.1.p, Carub.0007s2241.1.p	Th2v27282
OG0002015	Carub.0003s1401.1.p, Carub.0001s4311.1.p	Th2v00919, Th2v23720
OG0002016	Carub.0008s1025.1.p, Carub.0007s1629.1.p	Th2v26811, Th2v30182, Th2v31505
OG0002017	Carub.0004s1105.1.p, Carub.0001s0649.1.p	Th2v08248
OG0002018	Carub.0008s2818.1.p, Carub.0005s1755.1.p	Th2v11662, Th2v14159, Th2v26727
OG0002019	Carub.0008s2639.1.p, Carub.0006s0900.1.p	Th2v11765, Th2v13593
OG0002020	Carub.0001s0273.1.p, Carub.0006s3364.1.p	Th2v07991
OG0002021	Carub.0004s2543.1.p, Carub.0005s2587.1.p	Th2v13297, Th2v25930, Th2v03522, Th2v06891
OG0002022	Carub.0001s4312.1.p, Carub.0003s1400.1.p	Th2v00920
OG0002023	Carub.0003s1569.1.p, Carub.0001s4140.1.p	Th2v21952
OG0002024	Carub.0006s0345.1.p, Carub.0003s0978.1.p	Th2v20130
OG0002025	Carub.0003s2293.1.p, Carub.0007s2742.1.p	Th2v19364, Th2v24593
OG0002026	Carub.0007s0024.1.p	Th2v12622
OG0002026	Carub.0001s3427.1.p	Th2v11010, Th2v29634
OG0002027	Carub.0002s2387.1.p, Carub.0001s2079.1.p	Th2v30750, Th2v09834, Th2v05728, Th2v20816
OG0002028	Carub.0008s0375.1.p, Carub.0007s2081.1.p	Th2v10748, Th2v16633
OG0002029	Carub.0004s0943.1.p, Carub.0005s2559.1.p	Th2v20417
OG0002029	Carub.0004s2951.1.p	Th2v10900, Th2v07227, Th2v12957, Th2v22655
OG0002030	Carub.0001s3811.1.p, Carub.0003s1837.1.p	Th2v25576
OG0002031	Carub.0006s1910.1.p, Carub.0005s0899.1.p	Th2v21474
OG0002032	Carub.0008s1520.1.p, Carub.0007s1384.1.p	Th2v21625
OG0002033	Carub.0002s2072.1.p, Carub.0001s1810.1.p	Th2v09899, Th2v23511
OG0002034	Carub.0005s1151.1.p, Carub.0005s1155.1.p, Carub.0005s1152.1.p, Carub.0005s1156.1.p	Th2v18826
OG0002035	Carub.0007s1356.1.p, Carub.0008s1475.1.p	Th2v28297, Th2v20404
OG0002036	Carub.0001s1198.1.p, Carub.0002s0216.1.p	Th2v06019, Th2v14728, Th2v04901, Th2v20568
OG0002037	Carub.0008s0287.1.p, Carub.0007s2182.1.p	Th2v04241
OG0002038	Carub.0001s4462.1.p, Carub.0001s4463.1.p, Carub.0005s2809.1.p	Th2v23575
OG0002039	Carub.0001s2232.1.p, Carub.0002s1837.1.p	Th2v27897
OG0002040	Carub.0001s2104.1.p, Carub.0002s2419.1.p	Th2v05712, Th2v20799, Th2v09858
OG0002041	Carub.0006s1741.1.p, Carub.0003s0556.1.p	Th2v24640, Th2v11288, Th2v18412
OG0002042	Carub.0004s2181.1.p	Th2v03367, Th2v22347
OG0002043	Carub.0008s1591.1.p, Carub.0007s1422.1.p	Th2v09453, Th2v05498, Th2v21658
OG0002044	Carub.0001s3987.1.p, Carub.0003s2053.1.p	Th2v24428
OG0002047	Carub.0001s2209.1.p, Carub.0001s2208.1.p	Th2v27942
OG0002048	Carub.0004s1648.1.p, Carub.0001s2907.1.p	Th2v01408, Th2v27871
OG0002049	Carub.0002s1960.1.p	Th2v26107, Th2v09995, Th2v23260
OG0002050	Carub.0004s2310.1.p, Carub.0005s2321.1.p	Th2v03423, Th2v06753, Th2v15452
OG0002052	Carub.0001s2293.1.p, Carub.0002s1727.1.p	Th2v25060, Th2v25700
OG0002053	Carub.0005s2670.1.p, Carub.0004s2671.1.p	Th2v07128, Th2v18053, Th2v13397, Th2v26013
OG0002054	Carub.0005s2084.1.p, Carub.0004s2070.1.p	Th2v06622, Th2v15321
OG0002055	Carub.0001s2588.1.p, Carub.0001s2586.1.p	Th2v03886, Th2v31422, Th2v28202
OG0002056	Carub.0006s0566.1.p, Carub.0003s1147.1.p	Th2v17715, Th2v08694, Th2v14311, Th2v22136
OG0002057	Carub.0001s1799.1.p, Carub.0002s2021.1.p	Th2v05924, Th2v21043
OG0002059	Carub.0006s0540.1.p, Carub.0003s0503.1.p	Th2v08717, Th2v20307
OG0002060	Carub.0006s0348.1.p, Carub.0003s0979.1.p	Th2v20132, Th2v14408, Th2v22236
OG0002061	Carub.0004s0156.1.p, Carub.0007s0196.1.p	Th2v03174
OG0002062	Carub.0007s2778.1.p, Carub.0007s2779.1.p	Th2v19405
OG0002063	Carub.0007s3272.1.p, Carub.0002s1218.1.p	Th2v00556, Th2v05278
OG0002064	Carub.0006s0451.1.p, Carub.0003s1051.1.p	Th2v22200, Th2v20222
OG0002065	Carub.0001s3804.1.p, Carub.0008s0935.1.p	Th2v07782
OG0002066	Carub.0005s1565.1.p, Carub.0005s1566.1.p, Carub.0006s2228.1.p	Th2v21359
OG0002067	Carub.0002s2380.1.p	Th2v09828, Th2v05734, Th2v20824, Th2v06933
OG0002068	Carub.0007s1624.1.p, Carub.0008s1037.1.p	Th2v09413, Th2v26818
OG0002070	Carub.0004s2711.1.p, Carub.0003s3023.1.p	Th2v12767, Th2v22454
OG0002071	Carub.0007s1626.1.p	Th2v26816
OG0002071	Carub.0008s2395.1.p, Carub.0005s1455.1.p	Th2v23958
OG0002072	Carub.0008s0403.1.p, Carub.0007s2067.1.p	Th2v04314
OG0002073	Carub.0001s1956.1.p, Carub.0002s2265.1.p	Th2v04083, Th2v28087
OG0002074	Carub.0001s3845.1.p, Carub.0003s1863.1.p	Th2v31003
OG0002076	Carub.0006s1584.1.p, Carub.0003s0270.1.p	Th2v22918
OG0002077	Carub.0008s0157.1.p	Th2v16516
OG0002077	Carub.0004s1608.1.p	Th2v01349, Th2v26571
OG0002078	Carub.0006s1750.1.p, Carub.0003s0552.1.p	Th2v11299, Th2v24637
OG0002079	Carub.0003s3357.1.p, Carub.0004s1478.1.p	Th2v02162, Th2v05552
OG0002080	Carub.0007s0629.1.p, Carub.0007s0628.1.p	Th2v02564, Th2v02777
OG0002081	Carub.0007s1610.1.p, Carub.0008s1072.1.p	Th2v09387, Th2v30014
OG0002082	Carub.0001s4297.1.p, Carub.0003s1408.1.p	Th2v00913, Th2v26070
OG0002083	Carub.0004s2419.1.p, Carub.0005s2439.1.p	Th2v13192, Th2v25834, Th2v06817, Th2v15519
OG0002084	Carub.0005s2484.1.p, Carub.0004s2448.1.p	Th2v06836, Th2v15534, Th2v13230, Th2v25866
OG0002086	Carub.0003s3518.1.p, Carub.0007s0810.1.p	Th2v02256
OG0002087	Carub.0001s2742.1.p, Carub.0004s1581.1.p	Th2v26528
OG0002088	Carub.0002s2303.1.p, Carub.0001s1988.1.p	Th2v05799, Th2v20893, Th2v28126
OG0002089	Carub.0007s0304.1.p, Carub.0004s0251.1.p	Th2v12316
OG0002090	Carub.0008s0983.1.p, Carub.0007s1672.1.p	Th2v28604, Th2v29871
OG0002091	Carub.0008s0978.1.p, Carub.0007s1676.1.p	Th2v03800, Th2v19801
OG0002092	Carub.0006s1325.1.p, Carub.0003s0085.1.p	Th2v07015, Th2v18152, Th2v23127
OG0002093	Carub.0003s0880.1.p, Carub.0006s0183.1.p	Th2v14452, Th2v20010
OG0002094	Carub.0004s0009.1.p	Th2v12591
OG0002095	Carub.0001s3947.1.p, Carub.0003s1990.1.p	Th2v08459, Th2v19796, Th2v25112
OG0002096	Carub.0004s1173.1.p, Carub.0001s0610.1.p	Th2v10458, Th2v01137, Th2v08223
OG0002097	Carub.0006s1223.1.p, Carub.0003s0007.1.p	Th2v06966, Th2v18194, Th2v24735
OG0002098	Carub.0001s3866.1.p, Carub.0003s1878.1.p	Th2v29970
OG0002099	Carub.0001s0376.1.p, Carub.0004s1493.1.p	Th2v08062, Th2v27095
OG0002100	Carub.0001s3231.1.p, Carub.0001s3233.1.p	Th2v17137, Th2v04691, Th2v10928
OG0002101	Carub.0004s1359.1.p, Carub.0001s0461.1.p	Th2v08123, Th2v15998
OG0002102	Carub.0006s3027.1.p, Carub.0007s3387.1.p, Carub.0002s0070.1.p	Th2v04836, Th2v20476
OG0002103	Carub.0003s0628.1.p, Carub.0008s0911.1.p	Th2v11381, Th2v18369
OG0002104	Carub.0007s1561.1.p, Carub.0008s1180.1.p	Th2v09308
OG0002105	Carub.0005s2581.1.p, Carub.0004s2550.1.p	Th2v03327, Th2v13304, Th2v25938
OG0002106	Carub.0006s3205.1.p, Carub.0007s1908.1.p	Th2v10808, Th2v16711
OG0002107	Carub.0006s2556.1.p, Carub.0003s0414.1.p	Th2v11146, Th2v18483
OG0002108	Carub.0001s1554.1.p, Carub.0002s2704.1.p	Th2v10208
OG0002109	Carub.0008s0721.1.p	Th2v17213, Th2v20324
OG0002109	Carub.0002s2381.1.p	Th2v05733, Th2v20823
OG0002110	Carub.0001s4225.1.p, Carub.0003s1500.1.p	Th2v22016
OG0002111	Carub.0006s3587.1.p	Th2v07855, Th2v16368
OG0002111	Carub.0001s0105.1.p	Th2v26985
OG0002112	Carub.0005s0999.1.p, Carub.0006s1998.1.p	Th2v17950, Th2v18917
OG0002113	Carub.0007s1825.1.p, Carub.0006s3089.1.p	Th2v16760
OG0002114	Carub.0001s4347.1.p, Carub.0003s1350.1.p	Th2v23680
OG0002115	Carub.0006s1499.1.p, Carub.0003s0207.1.p	Th2v09101
OG0002116	Carub.0003s0036.1.p, Carub.0006s1256.1.p	Th2v06986, Th2v18174, Th2v23178
OG0002117	Carub.0007s0754.1.p, Carub.0004s0580.1.p	Th2v01956, Th2v02012
OG0002118	Carub.0003s1058.1.p, Carub.0006s0468.1.p	Th2v08782, Th2v14368, Th2v22193, Th2v30858, Th2v20233
OG0002119	Carub.0001s1167.1.p, Carub.0002s0266.1.p	Th2v04920, Th2v06000, Th2v14709
OG0002120	Carub.0002s0101.1.p, Carub.0007s3408.1.p	Th2v20491, Th2v06054, Th2v14762, Th2v04848
OG0002121	Carub.0001s3168.1.p, Carub.0006s2871.1.p	Th2v17114
OG0002122	Carub.0006s0198.1.p, Carub.0003s0886.1.p	Th2v08892, Th2v20020
OG0002123	Carub.0001s0540.1.p, Carub.0004s1269.1.p	Th2v08166
OG0002125	Carub.0001s1528.1.p, Carub.0002s2726.1.p	Th2v10233, Th2v23426
OG0002126	Carub.0003s0528.1.p, Carub.0006s2429.1.p	Th2v11254, Th2v18432
OG0002127	Carub.0007s1203.1.p, Carub.0008s1881.1.p	Th2v11637
OG0002128	Carub.0001s0970.1.p, Carub.0001s0396.1.p	Th2v17524, Th2v06172, Th2v14876, Th2v17527
OG0002129	Carub.0007s0766.1.p, Carub.0004s0570.1.p	Th2v02015, Th2v11095
OG0002130	Carub.0004s2302.1.p, Carub.0005s2317.1.p	Th2v03417, Th2v03418, Th2v06750, Th2v15449
OG0002131	Carub.0003s3104.1.p, Carub.0007s0506.1.p	Th2v02490, Th2v02905
OG0002132	Carub.0003s0454.1.p, Carub.0006s2503.1.p	Th2v18462, Th2v25435
OG0002133	Carub.0007s2372.1.p, Carub.0008s0075.1.p	Th2v10639, Th2v27196
OG0002134	Carub.0001s1286.1.p	Th2v00219
OG0002135	Carub.0006s2071.1.p, Carub.0005s1068.1.p	Th2v17912, Th2v18869
OG0002136	Carub.0003s0582.1.p, Carub.0006s1698.1.p	Th2v11332
OG0002139	Carub.0003s1036.1.p, Carub.0006s0442.1.p	Th2v08768, Th2v20214
OG0002140	Carub.0001s3554.1.p, Carub.0008s0577.1.p	Th2v10306, Th2v01219, Th2v29066
OG0002141	Carub.0003s0426.1.p, Carub.0006s2531.1.p	Th2v11157, Th2v18480
OG0002142	Carub.0001s2580.1.p, Carub.0001s2579.1.p	Th2v28194, Th2v03880, Th2v29794
OG0002143	Carub.0001s0601.1.p, Carub.0004s1200.1.p	Th2v01144, Th2v08215
OG0002144	Carub.0001s2211.1.p, Carub.0002s1888.1.p	Th2v27938
OG0002145	Carub.0004s2966.1.p, Carub.0005s2881.1.p	Th2v12972, Th2v22671
OG0002146	Carub.0007s0467.1.p, Carub.0003s3171.1.p	Th2v02941, Th2v12183
OG0002147	Carub.0006s0587.1.p, Carub.0003s1161.1.p	Th2v08683
OG0002148	Carub.0003s2115.1.p, Carub.0001s4048.1.p	Th2v21873, Th2v30024
OG0002150	Carub.0003s2471.1.p, Carub.0003s2494.1.p	Th2v25307, Th2v19553
OG0002151	Carub.0004s0317.1.p, Carub.0004s0316.1.p	Th2v12453
OG0002151	Carub.0007s0996.1.p	Th2v31395
OG0002152	Carub.0007s1374.1.p, Carub.0008s1505.1.p	Th2v10271, Th2v21613
OG0002153	Carub.0007s2370.1.p, Carub.0008s0077.1.p	Th2v10641, Th2v17057
OG0002154	Carub.0004s0181.1.p, Carub.0007s0232.1.p	Th2v02372, Th2v03152
OG0002155	Carub.0006s1823.1.p	Th2v23671, Th2v26085
OG0002156	Carub.0007s2383.1.p, Carub.0008s0055.1.p	Th2v17050
OG0002157	Carub.0006s1657.1.p, Carub.0003s0332.1.p	Th2v09157, Th2v18512
OG0002158	Carub.0006s2127.1.p, Carub.0006s0736.1.p	Th2v24143
OG0002159	Carub.0001s2358.1.p, Carub.0002s1686.1.p	Th2v25670
OG0002160	Carub.0007s0447.1.p, Carub.0003s3180.1.p	Th2v02970, Th2v21585, Th2v12191
OG0002161	Carub.0004s2232.1.p, Carub.0003s2754.1.p	Th2v22348
OG0002162	Carub.0005s0220.1.p, Carub.0001s1371.1.p	Th2v06492, Th2v15189, Th2v28696
OG0002163	Carub.0006s1942.1.p, Carub.0006s1941.1.p, Carub.0006s1940.1.p	Th2v17975, Th2v18952
OG0002164	Carub.0006s2461.1.p, Carub.0003s0505.1.p	Th2v18442, Th2v25457
OG0002165	Carub.0003s3043.1.p, Carub.0007s0534.1.p	Th2v02876, Th2v12102
OG0002167	Carub.0007s1420.1.p, Carub.0008s1586.1.p	Th2v09449
OG0002169	Carub.0001s0646.1.p, Carub.0004s1110.1.p	Th2v08247, Th2v15803, Th2v07467
OG0002170	Carub.0008s1271.1.p, Carub.0007s1525.1.p	Th2v09744, Th2v28955
OG0002171	Carub.0005s2605.1.p, Carub.0005s2606.1.p, Carub.0005s2607.1.p	Th2v06906
OG0002172	Carub.0005s0099.1.p, Carub.0001s1442.1.p	Th2v00058
OG0002174	Carub.0001s3734.1.p, Carub.0004s0303.1.p, Carub.0006s1305.1.p, Carub.0005s2903.1.p	Th2v07270, Th2v16326
OG0002175	Carub.0004s1644.1.p, Carub.0004s2129.1.p, Carub.0001s2885.1.p	Th2v01413
OG0002176	Carub.0003s0777.1.p, Carub.0003s0776.1.p	Th2v14531, Th2v26424
OG0002177	Carub.0005s1100.1.p, Carub.0008s2136.1.p	Th2v17899, Th2v18851
OG0002178	Carub.0005s0148.1.p, Carub.0001s1423.1.p	Th2v06509, Th2v15206, Th2v28669
OG0002179	Carub.0008s1971.1.p, Carub.0006s1868.1.p	Th2v19046, Th2v21511, Th2v18026, Th2v17662
OG0002180	Carub.0005s0783.1.p, Carub.0007s3644.1.p	Th2v00406, Th2v23097
OG0002181	Carub.0005s2422.1.p, Carub.0004s2390.1.p	Th2v06803, Th2v15502, Th2v13176, Th2v25819
OG0002182	Carub.0003s0572.1.p, Carub.0006s1720.1.p	Th2v11322, Th2v18401
OG0002183	Carub.0005s1655.1.p, Carub.0008s2731.1.p	Th2v11721, Th2v14228, Th2v26654
OG0002184	Carub.0006s3448.1.p, Carub.0001s0218.1.p	Th2v16265
OG0002185	Carub.0003s0130.1.p, Carub.0006s1376.1.p	Th2v23074
OG0002186	Carub.0007s0655.1.p	Th2v02576, Th2v02742, Th2v12007
OG0002187	Carub.0005s1504.1.p	Th2v14088, Th2v17341
OG0002187	Carub.0008s1093.1.p	Th2v09366, Th2v26844
OG0002188	Carub.0004s1595.1.p, Carub.0001s2776.1.p	Th2v01334, Th2v26554
OG0002189	Carub.0006s0213.1.p, Carub.0003s0892.1.p	Th2v20027
OG0002190	Carub.0002s0139.1.p, Carub.0007s3505.1.p, Carub.0002s0138.1.p	Th2v04864, Th2v20507
OG0002191	Carub.0008s0648.1.p	Th2v11026, Th2v30567
OG0002191	Carub.0002s2249.1.p	Th2v04074, Th2v28057
OG0002192	Carub.0002s1341.1.p, Carub.0007s3745.1.p	Th2v00480, Th2v06301, Th2v15001
OG0002193	Carub.0006s2420.1.p, Carub.0003s0533.1.p	Th2v18429, Th2v24624
OG0002194	Carub.0007s1280.1.p, Carub.0008s1305.1.p	Th2v09730, Th2v26925
OG0002195	Carub.0008s1555.1.p, Carub.0007s1406.1.p	Th2v21641, Th2v09437, Th2v31172
OG0002196	Carub.0001s0217.1.p, Carub.0006s3455.1.p	Th2v07946, Th2v16268
OG0002197	Carub.0007s0536.1.p, Carub.0003s3042.1.p	Th2v02515
OG0002198	Carub.0008s2505.1.p, Carub.0006s0799.1.p	Th2v13721
OG0002199	Carub.0005s0531.1.p, Carub.0005s0532.1.p, Carub.0007s3457.1.p	Th2v28482
OG0002200	Carub.0004s0992.1.p, Carub.0001s0690.1.p	Th2v01099, Th2v07544, Th2v15738, Th2v08285
OG0002201	Carub.0008s1979.1.p, Carub.0005s1305.1.p	Th2v21298
OG0002202	Carub.0003s1996.1.p, Carub.0001s3954.1.p	Th2v19191, Th2v19192
OG0002203	Carub.0007s3150.1.p, Carub.0003s2651.1.p, Carub.0003s2654.1.p	Th2v08558, Th2v25218
OG0002204	Carub.0001s0372.1.p, Carub.0004s1496.1.p	Th2v16085, Th2v27093
OG0002205	Carub.0005s0025.1.p, Carub.0001s1479.1.p	Th2v05442
OG0002206	Carub.0003s1859.1.p, Carub.0001s3842.1.p	Th2v29434
OG0002207	Carub.0003s1991.1.p, Carub.0001s3948.1.p	Th2v00707
OG0002208	Carub.0003s0766.1.p, Carub.0005s2268.1.p, Carub.0005s2204.1.p	Th2v03388, Th2v22402
OG0002209	Carub.0003s1082.1.p, Carub.0004s0309.1.p	Th2v08745, Th2v14354, Th2v22178
OG0002210	Carub.0006s0305.1.p, Carub.0003s0942.1.p	Th2v14422, Th2v22250, Th2v08812, Th2v20089
OG0002212	Carub.0001s3925.1.p, Carub.0001s3926.1.p	Th2v08454
OG0002213	Carub.0004s1985.1.p, Carub.0005s2061.1.p	Th2v03693, Th2v14587
OG0002214	Carub.0005s1605.1.p, Carub.0008s2669.1.p	Th2v11755, Th2v13566
OG0002215	Carub.0007s1588.1.p, Carub.0008s1129.1.p	Th2v09344
OG0002216	Carub.0004s1321.1.p, Carub.0001s0491.1.p	Th2v15970, Th2v01189, Th2v15971
OG0002217	Carub.0003s0088.1.p, Carub.0006s1328.1.p	Th2v23122, Th2v24692
OG0002218	Carub.0007s1363.1.p, Carub.0008s1489.1.p	Th2v28289, Th2v28290
OG0002219	Carub.0007s1401.1.p, Carub.0008s1550.1.p	Th2v05494, Th2v21640
OG0002220	Carub.0003s0206.1.p, Carub.0006s1495.1.p	Th2v09098, Th2v22989
OG0002221	Carub.0003s1914.1.p, Carub.0001s3895.1.p	Th2v29119
OG0002222	Carub.0006s2088.1.p, Carub.0006s0709.1.p	Th2v13822
OG0002223	Carub.0006s2247.1.p	Th2v17411
OG0002223	Carub.0005s1588.1.p	Th2v21367
OG0002224	Carub.0007s3418.1.p, Carub.0002s0120.1.p	Th2v04860, Th2v06046, Th2v14755
OG0002225	Carub.0007s1424.1.p, Carub.0008s1603.1.p	Th2v05502, Th2v09463, Th2v21665
OG0002226	Carub.0001s1301.1.p, Carub.0005s0361.1.p	Th2v28557, Th2v00193, Th2v06456, Th2v15154
OG0002227	Carub.0006s0536.1.p, Carub.0003s1112.1.p	Th2v20306
OG0002229	Carub.0001s1393.1.p, Carub.0001s1392.1.p	Th2v06495, Th2v15192
OG0002230	Carub.0003s0849.1.p, Carub.0002s1480.1.p	Th2v03965
OG0002231	Carub.0002s1786.1.p, Carub.0001s2249.1.p	Th2v04057
OG0002232	Carub.0003s3410.1.p, Carub.0007s1143.1.p	Th2v01632, Th2v02194
OG0002235	Carub.0008s0208.1.p, Carub.0007s2261.1.p	Th2v07386, Th2v10690, Th2v27270
OG0002236	Carub.0002s0260.1.p, Carub.0001s1169.1.p	Th2v04915, Th2v20597
OG0002237	Carub.0003s1658.1.p, Carub.0007s2549.1.p	Th2v18264, Th2v25510, Th2v25514
OG0002238	Carub.0005s2623.1.p	Th2v13333, Th2v25963
OG0002238	Carub.0001s2923.1.p	Th2v10512
OG0002239	Carub.0004s0376.1.p, Carub.0007s0924.1.p	Th2v02089
OG0002240	Carub.0001s1053.1.p	Th2v06099, Th2v14808, Th2v04975, Th2v20736
OG0002241	Carub.0008s2445.1.p, Carub.0006s0754.1.p	Th2v13765, Th2v24150
OG0002242	Carub.0006s3122.1.p, Carub.0007s1851.1.p	Th2v04487
OG0002243	Carub.0001s2424.1.p, Carub.0002s1618.1.p	Th2v24952, Th2v25620
OG0002244	Carub.0001s3896.1.p, Carub.0003s1915.1.p	Th2v29409, Th2v29118
OG0002245	Carub.0001s4266.1.p, Carub.0003s1447.1.p	Th2v23749, Th2v27415, Th2v26037
OG0002246	Carub.0008s1957.1.p, Carub.0005s1321.1.p	Th2v17807, Th2v18731, Th2v21309
OG0002248	Carub.0006s1738.1.p, Carub.0003s0559.1.p	Th2v11283, Th2v18410
OG0002250	Carub.0002s0584.1.p, Carub.0001s0968.1.p	Th2v28570, Th2v05027, Th2v06129, Th2v14838
OG0002251	Carub.0006s1126.1.p	Th2v28192, Th2v30354, Th2v31508
OG0002252	Carub.0003s2414.1.p, Carub.0007s2859.1.p	Th2v19482, Th2v24552
OG0002253	Carub.0008s1532.1.p	Th2v21631, Th2v05487, Th2v09425
OG0002254	Carub.0004s2015.1.p, Carub.0005s1821.1.p	Th2v16987
OG0002255	Carub.0005s2666.1.p, Carub.0004s2665.1.p	Th2v06954, Th2v13394, Th2v26009
OG0002256	Carub.0003s3144.1.p, Carub.0007s0488.1.p	Th2v02483, Th2v02926
OG0002257	Carub.0003s3503.1.p, Carub.0007s1222.1.p	Th2v12666
OG0002258	Carub.0006s1205.1.p, Carub.0003s1176.1.p	Th2v08671, Th2v14296, Th2v22119
OG0002259	Carub.0001s1752.1.p, Carub.0002s1992.1.p	Th2v05936, Th2v21057, Th2v09969
OG0002260	Carub.0002s2735.1.p, Carub.0001s1515.1.p	Th2v23435
OG0002262	Carub.0001s2270.1.p, Carub.0001s2269.1.p, Carub.0006s3050.1.p, Carub.0006s3053.1.p, Carub.0006s3052.1.p, Carub.0006s3055.1.p	Th2v11127
OG0002263	Carub.0008s0683.1.p, Carub.0008s0682.1.p, Carub.0006s1765.1.p	Th2v24125, Th2v02698, Th2v02697, Th2v04550, Th2v22073
OG0002267	Carub.0005s2463.1.p, Carub.0004s2466.1.p	Th2v13207, Th2v25847
OG0002268	Carub.0001s2008.1.p, Carub.0002s2321.1.p	Th2v04103, Th2v28143
OG0002269	Carub.0007s2788.1.p, Carub.0003s2351.1.p	Th2v19420, Th2v24573
OG0002270	Carub.0005s0335.1.p, Carub.0001s1324.1.p	Th2v28568, Th2v00179, Th2v06464, Th2v15162
OG0002271	Carub.0001s1503.1.p, Carub.0003s1577.1.p	Th2v00849, Th2v21939
OG0002272	Carub.0001s0683.1.p, Carub.0004s1008.1.p	Th2v01094, Th2v07529, Th2v15749
OG0002273	Carub.0007s2659.1.p, Carub.0002s2745.1.p	Th2v10256, Th2v07758
OG0002274	Carub.0003s2563.1.p	Th2v19588, Th2v25387
OG0002274	Carub.0008s0820.1.p	Th2v11454, Th2v24792
OG0002275	Carub.0006s0026.1.p, Carub.0003s0799.1.p	Th2v08973, Th2v19888
OG0002276	Carub.0001s1123.1.p, Carub.0002s0325.1.p	Th2v20635
OG0002277	Carub.0004s0509.1.p, Carub.0007s0830.1.p	Th2v01873, Th2v11119
OG0002278	Carub.0007s2345.1.p	Th2v17080, Th2v27174
OG0002279	Carub.0003s3406.1.p, Carub.0007s1136.1.p	Th2v01641, Th2v12493
OG0002280	Carub.0005s2710.1.p, Carub.0004s2749.1.p	Th2v07088, Th2v18087, Th2v12788, Th2v22475
OG0002281	Carub.0006s3404.1.p, Carub.0001s0257.1.p	Th2v07967, Th2v16222
OG0002282	Carub.0004s1726.1.p, Carub.0001s3027.1.p	Th2v01464, Th2v27784
OG0002283	Carub.0007s1643.1.p, Carub.0008s0993.1.p	Th2v28595, Th2v29880
OG0002284	Carub.0002s2331.1.p, Carub.0001s2027.1.p	Th2v05777, Th2v20872, Th2v09787
OG0002285	Carub.0001s1250.1.p, Carub.0002s0175.1.p	Th2v04869, Th2v20531
OG0002286	Carub.0002s1519.1.p, Carub.0001s2496.1.p	Th2v07801, Th2v29699, Th2v24866
OG0002287	Carub.0006s0335.1.p, Carub.0003s0974.1.p	Th2v14412, Th2v22240, Th2v20123
OG0002288	Carub.0002s1607.1.p	Th2v24943
OG0002288	Carub.0001s2432.1.p	Th2v03992
OG0002289	Carub.0003s1765.1.p, Carub.0001s3765.1.p	Th2v26340, Th2v27629
OG0002290	Carub.0003s0671.1.p, Carub.0008s0835.1.p	Th2v11442
OG0002291	Carub.0008s2682.1.p, Carub.0005s1617.1.p	Th2v13552
OG0002292	Carub.0002s0655.1.p, Carub.0001s0915.1.p	Th2v06153, Th2v14860, Th2v24318
OG0002293	Carub.0002s0564.1.p, Carub.0001s0977.1.p	Th2v05023
OG0002294	Carub.0004s1601.1.p	Th2v01339, Th2v01340
OG0002294	Carub.0004s1600.1.p	Th2v01338
OG0002295	Carub.0002s0529.1.p	Th2v05007
OG0002295	Carub.0001s2356.1.p	Th2v04017, Th2v25672, Th2v24965
OG0002296	Carub.0001s4483.1.p	Th2v00579
OG0002296	Carub.0002s1188.1.p	Th2v06277, Th2v14978, Th2v05261
OG0002297	Carub.0002s2319.1.p	Th2v04102
OG0002297	Carub.0001s2007.1.p	Th2v28141
OG0002298	Carub.0007s2077.1.p, Carub.0008s0395.1.p	Th2v04307
OG0002299	Carub.0005s0358.1.p, Carub.0001s3499.1.p, Carub.0001s3497.1.p, Carub.0007s0452.1.p	Th2v02947
OG0002300	Carub.0005s0517.1.p, Carub.0007s3444.1.p	Th2v28491
OG0002301	Carub.0004s1107.1.p, Carub.0001s0648.1.p	Th2v07469, Th2v15801
OG0002302	Carub.0004s2805.1.p, Carub.0005s2763.1.p	Th2v07132, Th2v12840, Th2v22529
OG0002303	Carub.0007s0819.1.p, Carub.0007s0818.1.p, Carub.0005s0582.1.p, Carub.0007s0820.1.p	Th2v02047
OG0002304	Carub.0007s1228.1.p, Carub.0003s3514.1.p	Th2v02250
OG0002305	Carub.0008s2665.1.p	Th2v13570
OG0002305	Carub.0005s2213.1.p	Th2v03357
OG0002306	Carub.0007s2591.1.p	Th2v18240, Th2v18241, Th2v31421
OG0002306	Carub.0007s2592.1.p	Th2v25494, Th2v26254
OG0002307	Carub.0007s1949.1.p, Carub.0006s3271.1.p	Th2v04404
OG0002308	Carub.0001s1925.1.p, Carub.0002s2229.1.p	Th2v04064, Th2v05840, Th2v20938
OG0002309	Carub.0004s2345.1.p, Carub.0005s2350.1.p	Th2v03435, Th2v28441
OG0002310	Carub.0002s1669.1.p, Carub.0001s2377.1.p	Th2v04008, Th2v24975
OG0002311	Carub.0004s0636.1.p, Carub.0004s0638.1.p, Carub.0005s2027.1.p	Th2v11928
