Orthogroup	Capsella_rubella	Aethionema_arabicum
OG0003491	Carub.0007s0985.1.p	AA102G00220
OG0003492	Carub.0001s2681.1.p	AA127G00019
OG0003493	Carub.0001s2263.1.p	AA39G00502
OG0003493	Carub.0002s1769.1.p	AA38G00015
OG0003494	Carub.0003s2266.1.p, Carub.0003s2265.1.p	AA17G00055
OG0003495	Carub.0003s1275.1.p	AA26G00057
OG0003495	Carub.0001s4413.1.p	AA15G00271
OG0003496	Carub.0006s1523.1.p	AA40G00400
OG0003498	Carub.0003s3335.1.p, Carub.0007s1050.1.p	AA102G00151
OG0003499	Carub.0003s1297.1.p	AA26G00068
OG0003500	Carub.0003s1756.1.p	AA26G00459
OG0003502	Carub.0004s2886.1.p	AA21G00353
OG0003503	Carub.0003s3112.1.p, Carub.0007s0502.1.p	AA79G00018
OG0003504	Carub.0005s2334.1.p	AA61G00126
OG0003504	Carub.0004s2317.1.p	AA93G00043
OG0003505	Carub.0001s3037.1.p	AA53G00058, AA53G00059
OG0003506	Carub.0003s3468.1.p, Carub.0003s3470.1.p, Carub.0003s3469.1.p	AA33G00308, AA33G00307
OG0003507	Carub.0003s3143.1.p	AA30G00066
OG0003508	Carub.0004s1835.1.p, Carub.0004s1834.1.p	AA60G00136
OG0003509	Carub.0005s2249.1.p, Carub.0005s2250.1.p, Carub.0005s2248.1.p, Carub.0005s2247.1.p	AA61G00055
OG0003510	Carub.0001s2431.1.p	AA32G01093
OG0003510	Carub.0008s1406.1.p	AA11G00043
OG0003511	Carub.0001s4442.1.p	AA15G00296
OG0003512	Carub.0001s0567.1.p	AA114G00012
OG0003512	Carub.0001s0566.1.p	AA23G00027
OG0003513	Carub.0003s3323.1.p, Carub.0005s0334.1.p	AA102G00163
OG0003516	Carub.0007s1498.1.p	AA81G00031
OG0003516	Carub.0008s1770.1.p	AA44G00667
OG0003518	Carub.0002s2211.1.p, Carub.0002s2210.1.p	AA31G00427, AA31G00425, AA31G00428
OG0003519	Carub.0005s0159.1.p, Carub.0006s0435.1.p	AA35G00055
OG0003520	Carub.0004s2128.1.p, Carub.0005s2160.1.p	AA91G00005
OG0003521	Carub.0008s1905.1.p, Carub.0007s3233.1.p	AA198G00023
OG0003522	Carub.0004s0154.1.p, Carub.0007s0192.1.p	AA30G00341
OG0003524	Carub.0007s0951.1.p, Carub.0004s0363.1.p	AA22G00111
OG0003525	Carub.0008s2215.1.p, Carub.0006s0663.1.p	AA5G00145
OG0003526	Carub.0007s1326.1.p, Carub.0002s1018.1.p	AA53G01213
OG0003527	Carub.0001s1582.1.p	AA37G00146
OG0003527	Carub.0002s2663.1.p	AA31G00840
OG0003529	Carub.0003s0354.1.p	AA10G00178
OG0003529	Carub.0006s1676.1.p	AA40G00262
OG0003530	Carub.0001s2332.1.p	AA39G00562
OG0003530	Carub.0002s1699.1.p	AA39G00560
OG0003531	Carub.0003s0482.1.p	AA10G00076
OG0003532	Carub.0004s2155.1.p	AA29G00333
OG0003532	Carub.0005s2196.1.p	AA61G00020
OG0003533	Carub.0001s0485.1.p, Carub.0001s0487.1.p	AA4G00023
OG0003535	Carub.0004s0370.1.p	AA205G00009
OG0003536	Carub.0006s1451.1.p, Carub.0001s3013.1.p	AA53G00040
OG0003537	Carub.0001s3756.1.p, Carub.0003s1749.1.p	AA26G00451
OG0003538	Carub.0001s1337.1.p, Carub.0005s0304.1.p	AA53G00787
OG0003539	Carub.0004s2235.1.p	AA29G00263
OG0003539	Carub.0005s2272.1.p	AA61G00075
OG0003542	Carub.0003s0318.1.p, Carub.0006s3213.1.p	AA10G00206
OG0003543	Carub.0001s3973.1.p	AA2G00169
OG0003543	Carub.0003s2035.1.p	AA26G00708
OG0003544	Carub.0007s1720.1.p, Carub.0006s2976.1.p	AA3G00058
OG0003545	Carub.0001s2284.1.p	AA39G00523
OG0003546	Carub.0005s0267.1.p, Carub.0005s0275.1.p, Carub.0005s0274.1.p	AA53G00768
OG0003547	Carub.0003s2457.1.p, Carub.0007s2898.1.p	AA87G00388
OG0003548	Carub.0004s1944.1.p, Carub.0005s2026.1.p	AA62G00016, AA62G00015
OG0003549	Carub.0004s2881.1.p, Carub.0005s2822.1.p	AA61G00498
OG0003550	Carub.0005s0702.1.p, Carub.0005s0701.1.p	AA53G01053
OG0003551	Carub.0005s1603.1.p	AA13G00113
OG0003552	Carub.0006s3026.1.p	AA3G00031
OG0003553	Carub.0006s0554.1.p, Carub.0003s1137.1.p	AA219G00004
OG0003554	Carub.0007s1366.1.p	AA32G01113
OG0003554	Carub.0008s1493.1.p	AA25G00004
OG0003555	Carub.0004s1562.1.p, Carub.0001s2717.1.p	AA49G00043
OG0003556	Carub.0007s1434.1.p	AA10G00467
OG0003556	Carub.0008s1637.1.p	AA25G00136
OG0003557	Carub.0003s0057.1.p	AA32G01151
OG0003557	Carub.0006s1290.1.p	AA40G00606
OG0003558	Carub.0008s1636.1.p	AA25G00135
OG0003558	Carub.0007s1433.1.p	AA10G00466
OG0003560	Carub.0001s4208.1.p, Carub.0003s1518.1.p	AA26G00258, AA15G00075
OG0003561	Carub.0002s1920.1.p, Carub.0001s4316.1.p	AA15G00146
OG0003562	Carub.0008s1572.1.p, Carub.0008s1570.1.p	AA25G00086
OG0003563	Carub.0001s1854.1.p	AA39G00180
OG0003563	Carub.0002s2153.1.p	AA31G00476
OG0003564	Carub.0001s4264.1.p, Carub.0003s1449.1.p	AA26G00197
OG0003565	Carub.0004s1686.1.p, Carub.0007s2432.1.p	AA53G00260
OG0003566	Carub.0003s3118.1.p	AA33G00039
OG0003567	Carub.0007s1146.1.p	AA102G00052
OG0003567	Carub.0003s3413.1.p	AA33G00261
OG0003568	Carub.0008s0566.1.p, Carub.0008s0567.1.p	AA3G00248
OG0003569	Carub.0005s1866.1.p, Carub.0004s1758.1.p	AA18G00061
OG0003570	Carub.0001s3883.1.p, Carub.0003s1899.1.p	AA26G00590
OG0003572	Carub.0001s1798.1.p, Carub.0002s2023.1.p	AA31G00606
OG0003574	Carub.0003s2260.1.p	AA17G00050
OG0003577	Carub.0006s2765.1.p, Carub.0004s0911.1.p, Carub.0004s0910.1.p	AA591G00002
OG0003578	Carub.0001s3610.1.p, Carub.0004s0612.1.p	AA32G01044
OG0003579	Carub.0001s1411.1.p, Carub.0005s0165.1.p	AA53G00719
OG0003580	Carub.0001s1904.1.p, Carub.0002s2205.1.p	AA31G00432
OG0003581	Carub.0001s3871.1.p	AA2G00086
OG0003582	Carub.0001s0141.1.p	AA1G00009
OG0003582	Carub.0006s3550.1.p	AA32G00211
OG0003583	Carub.0004s2035.1.p	AA59G00015
OG0003584	Carub.0004s0534.1.p	AA61G00051
OG0003585	Carub.0006s0882.1.p, Carub.0008s2614.1.p	AA4G00257
OG0003586	Carub.0006s0825.1.p, Carub.0008s2549.1.p	AA4G00204
OG0003588	Carub.0001s2085.1.p	AA39G00357
OG0003589	Carub.0006s1913.1.p, Carub.0005s0904.1.p	AA74G00006
OG0003590	Carub.0003s0756.1.p, Carub.0003s1301.1.p	AA15G00180, AA26G00070
OG0003591	Carub.0004s1513.1.p	AA3G00276
OG0003592	Carub.0008s0941.1.p	AA40G00005
OG0003595	Carub.0001s1999.1.p, Carub.0002s2311.1.p	AA31G00343
OG0003596	Carub.0004s0184.1.p	AA46G00161
OG0003596	Carub.0007s0235.1.p	AA30G00294
OG0003598	Carub.0001s3108.1.p	AA46G00045, AA53G00256
OG0003599	Carub.0001s4458.1.p, Carub.0003s1233.1.p	AA26G00020
OG0003600	Carub.0007s0670.1.p	AA118G00004, AA118G00003
OG0003601	Carub.0003s1716.1.p	AA26G00424
OG0003602	Carub.0008s2631.1.p, Carub.0006s0895.1.p	AA44G00304
OG0003603	Carub.0001s1930.1.p	AA39G00243
OG0003604	Carub.0001s4415.1.p	AA15G00273
OG0003605	Carub.0004s1491.1.p	AA32G00471
OG0003605	Carub.0007s2909.1.p	AA87G00396
OG0003606	Carub.0002s1274.1.p, Carub.0006s2235.1.p	AA12G00015
OG0003607	Carub.0005s2472.1.p	AA61G00225
OG0003608	Carub.0001s2280.1.p	AA39G00519
OG0003608	Carub.0002s1744.1.p	AA38G00029
OG0003609	Carub.0008s0397.1.p	AA6G00154
OG0003609	Carub.0007s2073.1.p	AA57G00280
OG0003610	Carub.0006s3162.1.p, Carub.0007s1877.1.p	AA57G00450
OG0003611	Carub.0003s1466.1.p	AA61G00073
OG0003612	Carub.0002s0388.1.p, Carub.0004s0710.1.p, Carub.0004s2151.1.p	AA29G00337, AA60G00264
OG0003613	Carub.0001s2971.1.p, Carub.0001s2972.1.p	AA131G00043, AA53G00001
OG0003614	Carub.0001s4454.1.p, Carub.0003s1241.1.p	AA26G00027
OG0003615	Carub.0002s1217.1.p	AA53G01124
OG0003615	Carub.0007s3271.1.p	AA27G00069
OG0003616	Carub.0001s2960.1.p	AA79G00047
OG0003616	Carub.0001s0957.1.p	AA9G00077
OG0003617	Carub.0001s1165.1.p	AA65G00243
OG0003618	Carub.0005s0571.1.p	AA53G00920
OG0003619	Carub.0007s0104.1.p	AA46G00073, AA20G00029
OG0003620	Carub.0004s0826.1.p	AA32G00917
OG0003621	Carub.0001s3835.1.p	AA2G00028
OG0003621	Carub.0003s1854.1.p	AA26G00542
OG0003622	Carub.0004s3037.1.p, Carub.0005s2950.1.p	AA61G00606, AA21G00493
OG0003623	Carub.0001s3559.1.p, Carub.0008s0579.1.p	AA3G00239
OG0003624	Carub.0002s1425.1.p, Carub.0001s2556.1.p	AA39G00731
OG0003625	Carub.0006s1836.1.p, Carub.0004s1051.1.p	AA34G00038
OG0003626	Carub.0006s0294.1.p	AA54G00433
OG0003627	Carub.0007s1279.1.p	AA32G00985, AA32G00978, AA332G00005, AA48G00033, AA61G00017, AA332G00004, AA60G00140, AA60G00138, AA30G00001, AA123G00136, AA60G00139
OG0003629	Carub.0007s2033.1.p, Carub.0006s3333.1.p	AA6G00214
OG0003630	Carub.0007s2380.1.p	AA147G00007, AA57G00031
OG0003630	Carub.0008s0063.1.p	AA164G00006
OG0003631	Carub.0008s2373.1.p, Carub.0008s2374.1.p	AA5G00022
OG0003632	Carub.0007s2977.1.p, Carub.0003s2565.1.p	AA98G00017
OG0003633	Carub.0001s2063.1.p	AA39G00340
OG0003634	Carub.0003s2470.1.p	AA50G00046
OG0003634	Carub.0007s2921.1.p	AA166G00011
OG0003635	Carub.0005s1929.1.p	AA18G00002, AA796G00001, AA18G00004
OG0003635	Carub.0005s1930.1.p	AA18G00006
OG0003636	Carub.0006s1779.1.p, Carub.0006s1102.1.p	AA44G00499
OG0003637	Carub.0003s0852.1.p	AA93G00106
OG0003638	Carub.0003s1690.1.p, Carub.0003s1689.1.p	AA26G00401
OG0003639	Carub.0001s1614.1.p, Carub.0001s1615.1.p	AA37G00107
OG0003640	Carub.0001s3888.1.p	AA2G00096
OG0003640	Carub.0003s1909.1.p	AA26G00599, AA31G00285
OG0003641	Carub.0002s1304.1.p, Carub.0005s1253.1.p	AA27G00042
OG0003642	Carub.0007s3497.1.p, Carub.0005s0587.1.p	AA87G00108
OG0003643	Carub.0007s0687.1.p	AA100G00004
OG0003644	Carub.0004s2207.1.p	AA61G00063, AA29G00287
OG0003645	Carub.0008s2849.1.p	AA38G00055
OG0003645	Carub.0005s1784.1.p	AA21G00191
OG0003646	Carub.0001s0341.1.p	AA19G00126
OG0003646	Carub.0008s0488.1.p	AA32G00409
OG0003647	Carub.0002s0433.1.p, Carub.0001s1051.1.p	AA65G00150
OG0003648	Carub.0001s1268.1.p, Carub.0005s0465.1.p	AA65G00320
OG0003649	Carub.0007s3686.1.p, Carub.0007s3685.1.p	AA9G00004
OG0003650	Carub.0001s1281.1.p	AA65G00333, AA53G00853
OG0003651	Carub.0001s4426.1.p	AA15G00281
OG0003652	Carub.0004s0417.1.p, Carub.0005s2895.1.p, Carub.0004s2753.1.p	AA25G00018
OG0003653	Carub.0005s0027.1.p	AA53G00613
OG0003654	Carub.0005s2454.1.p	AA61G00214
OG0003655	Carub.0005s2276.1.p	AA61G00079
OG0003655	Carub.0004s2246.1.p	AA29G00255
OG0003656	Carub.0006s1611.1.p	AA40G00315
OG0003658	Carub.0007s0351.1.p	AA30G00190
OG0003659	Carub.0004s2796.1.p	AA21G00272
OG0003660	Carub.0002s2035.1.p	AA31G00364, AA55G00041
OG0003661	Carub.0002s1627.1.p, Carub.0008s2117.1.p	AA38G00115
OG0003662	Carub.0001s1488.1.p	AA53G00597
OG0003664	Carub.0003s1790.1.p, Carub.0003s1791.1.p, Carub.0003s1788.1.p, Carub.0007s1924.1.p, Carub.0003s2552.1.p, Carub.0007s1921.1.p, Carub.0007s1923.1.p, Carub.0006s2601.1.p	AA20G00018
OG0003665	Carub.0008s2441.1.p	AA4G00103
OG0003665	Carub.0006s0756.1.p	AA44G00187
OG0003670	Carub.0001s0435.1.p, Carub.0004s1391.1.p	AA32G00521
OG0003671	Carub.0007s1264.1.p, Carub.0003s3557.1.p	AA33G00354
OG0003672	Carub.0002s1379.1.p, Carub.0002s1377.1.p	AA1312G00002
OG0003673	Carub.0007s2854.1.p, Carub.0007s2857.1.p	AA87G00346
OG0003674	Carub.0003s0051.1.p	AA32G01162
OG0003674	Carub.0006s1272.1.p	AA40G00661
OG0003675	Carub.0001s0600.1.p, Carub.0004s1201.1.p	AA32G00636
OG0003676	Carub.0005s1470.1.p	AA96G00112
OG0003677	Carub.0004s3020.1.p	AA21G00474
OG0003677	Carub.0005s2930.1.p	AA61G00597
OG0003678	Carub.0003s1793.1.p, Carub.0003s1792.1.p	AA26G00488
OG0003680	Carub.0007s2422.1.p, Carub.0008s0067.1.p	AA303G00005
OG0003681	Carub.0008s0841.1.p	AA40G00116
OG0003683	Carub.0004s0241.1.p	AA46G00198
OG0003684	Carub.0003s0815.1.p, Carub.0006s0063.1.p	AA19G00355
OG0003685	Carub.0003s1561.1.p	AA26G00295
OG0003686	Carub.0006s1926.1.p	AA111G00009
OG0003686	Carub.0006s1927.1.p	AA8G00196
OG0003687	Carub.0003s2876.1.p, Carub.0003s2877.1.p	AA539G00002
OG0003690	Carub.0004s0022.1.p, Carub.0007s0064.1.p	AA20G00060
OG0003691	Carub.0004s1074.1.p	AA32G00735
OG0003691	Carub.0001s0660.1.p	AA90G00043
OG0003692	Carub.0008s2250.1.p, Carub.0006s0628.1.p	AA44G00014
OG0003693	Carub.0008s1203.1.p, Carub.0003s2626.1.p	AA87G00164
OG0003694	Carub.0008s2540.1.p	AA4G00196
OG0003695	Carub.0007s1902.1.p	AA57G00434
OG0003696	Carub.0004s1656.1.p, Carub.0001s2911.1.p	AA30G00034
OG0003697	Carub.0008s2234.1.p	AA5G00134
OG0003698	Carub.0002s2631.1.p, Carub.0001s1610.1.p	AA31G00808
OG0003699	Carub.0007s1777.1.p, Carub.0007s1760.1.p	AA54G00297
OG0003700	Carub.0003s0719.1.p, Carub.0003s0718.1.p	AA23G00060, AA29G00148
OG0003701	Carub.0006s2771.1.p, Carub.0006s2767.1.p, Carub.0006s2768.1.p, Carub.0006s2770.1.p	AA9G00198
OG0003703	Carub.0007s0096.1.p	AA20G00036
OG0003706	Carub.0005s2316.1.p	AA61G00110
OG0003711	Carub.0001s3047.1.p, Carub.0004s1722.1.p	AA9G00123
OG0003712	Carub.0006s1296.1.p, Carub.0006s1297.1.p	AA40G00599
OG0003714	Carub.0007s0960.1.p	AA102G00248, AA61G00137
OG0003714	Carub.0004s0351.1.p	AA22G00100
OG0003716	Carub.0001s3006.1.p, Carub.0004s1729.1.p	AA9G00103
OG0003718	Carub.0005s1869.1.p, Carub.0006s0749.1.p	AA44G00179
OG0003720	Carub.0001s0483.1.p, Carub.0004s1333.1.p	AA4G00020
OG0003721	Carub.0001s3791.1.p	AA2G00055
OG0003721	Carub.0003s1806.1.p	AA26G00500
OG0003722	Carub.0001s2019.1.p, Carub.0001s2020.1.p	AA39G00306
OG0003724	Carub.0003s3386.1.p	AA33G00239
OG0003726	Carub.0001s1991.1.p, Carub.0001s1992.1.p	AA39G00289
OG0003727	Carub.0001s2233.1.p, Carub.0002s1835.1.p	AA39G00478
OG0003728	Carub.0006s2171.1.p	AA231G00016, AA5G00269, AA231G00015, AA231G00014, AA179G00005
OG0003729	Carub.0005s2022.1.p	AA65G00351
OG0003729	Carub.0005s0367.1.p	AA53G00821
OG0003730	Carub.0002s1925.1.p	AA31G00701
OG0003730	Carub.0001s1712.1.p, Carub.0001s1713.1.p	AA39G00035
OG0003731	Carub.0008s2309.1.p, Carub.0005s1355.1.p	AA96G00021
OG0003732	Carub.0007s3495.1.p	AA87G00107
OG0003734	Carub.0007s2016.1.p, Carub.0006s3314.1.p	AA6G00224
OG0003735	Carub.0004s2496.1.p	AA53G01270
OG0003736	Carub.0005s2426.1.p, Carub.0004s2405.1.p	AA19G00476
OG0003737	Carub.0008s1397.1.p, Carub.0008s1383.1.p	AA446G00002
OG0003738	Carub.0001s0769.1.p, Carub.0004s0806.1.p	AA32G00964
OG0003739	Carub.0004s2018.1.p, Carub.0004s2017.1.p	AA68G00043
OG0003742	Carub.0005s1488.1.p	AA96G00127
OG0003742	Carub.0008s2429.1.p	AA4G00092
OG0003743	Carub.0008s0171.1.p	AA56G00060
OG0003744	Carub.0002s2111.1.p	AA31G00515
OG0003744	Carub.0001s1830.1.p	AA39G00158
OG0003746	Carub.0003s0217.1.p	AA10G00311
OG0003746	Carub.0006s1510.1.p	AA40G00411
OG0003747	Carub.0001s0725.1.p, Carub.0011s0009.1.p	AA115G00003
OG0003748	Carub.0007s2706.1.p, Carub.0007s2705.1.p	AA87G00212
OG0003749	Carub.0002s1097.1.p	AA53G01175
OG0003750	Carub.0006s0037.1.p	AA19G00407
OG0003752	Carub.0001s2428.1.p	AA39G00628
OG0003753	Carub.0003s0378.1.p	AA10G00155
OG0003755	Carub.0007s3328.1.p, Carub.0002s0027.1.p	AA53G01300
OG0003756	Carub.0004s2647.1.p, Carub.0004s2648.1.p	AA21G00161
OG0003757	Carub.0003s0807.1.p	AA29G00217
OG0003759	Carub.0008s1926.1.p	AA96G00010
OG0003762	Carub.0007s3509.1.p, Carub.0004s2125.1.p	AA60G00287
OG0003764	Carub.0007s1383.1.p, Carub.0004s0902.1.p	AA32G01127
OG0003765	Carub.0006s3429.1.p, Carub.0001s0227.1.p	AA32G00310
OG0003766	Carub.0002s1631.1.p	AA38G00112
OG0003767	Carub.0003s0946.1.p	AA93G00201
OG0003767	Carub.0006s0311.1.p	AA19G00185
OG0003768	Carub.0008s2520.1.p	AA4G00173
OG0003770	Carub.0008s1051.1.p, Carub.0007s1618.1.p	AA131G00044
OG0003771	Carub.0001s2623.1.p, Carub.0008s0559.1.p	AA3G00252
OG0003772	Carub.0004s0039.1.p, Carub.0007s0091.1.p	AA20G00040
OG0003773	Carub.0007s0808.1.p, Carub.0004s0532.1.p	AA33G00012
OG0003774	Carub.0005s1000.1.p, Carub.0333s0001.1.p	AA24G00043
OG0003774	Carub.0006s2002.1.p	AA8G00253
OG0003775	Carub.0006s1569.1.p, Carub.0003s0252.1.p	AA10G00271
OG0003776	Carub.0001s2961.1.p, Carub.0001s0958.1.p	AA9G00078
OG0003777	Carub.0003s3082.1.p	AA29G00304
OG0003778	Carub.0002s1625.1.p	AA39G00621
OG0003779	Carub.0003s3088.1.p, Carub.0003s3087.1.p	AA33G00014
OG0003780	Carub.0006s1377.1.p	AA40G00534
OG0003780	Carub.0003s0132.1.p	AA10G00386
OG0003781	Carub.0006s2124.1.p, Carub.0006s0732.1.p	AA44G00165
OG0003782	Carub.0001s1555.1.p	AA37G00164
OG0003782	Carub.0002s2703.1.p	AA31G00877
OG0003783	Carub.0001s1296.1.p, Carub.0005s0349.1.p	AA53G00808
OG0003784	Carub.0002s0136.1.p	AA53G01360
OG0003785	Carub.0007s1470.1.p, Carub.0007s0246.1.p	AA61G00651
OG0003786	Carub.0006s2276.1.p, Carub.0006s2277.1.p	AA12G00054
OG0003787	Carub.0006s2456.1.p, Carub.0006s0201.1.p	AA19G00254
OG0003789	Carub.0006s2807.1.p	AA9G00181
OG0003789	Carub.0001s3257.1.p	AA54G00124
OG0003790	Carub.0003s1105.1.p	AA119G00022
OG0003791	Carub.0007s3148.1.p	AA883G00001
OG0003792	Carub.0002s1250.1.p, Carub.0007s3298.1.p	AA27G00055
OG0003793	Carub.0003s2235.1.p	AA17G00029
OG0003793	Carub.0007s2692.1.p	AA87G00210
OG0003794	Carub.0003s1398.1.p, Carub.0001s4313.1.p	AA26G00153
OG0003795	Carub.0005s2683.1.p	AA61G00376
OG0003795	Carub.0004s2693.1.p	AA21G00192
OG0003796	Carub.0001s3431.1.p, Carub.0004s1528.1.p	AA3G00317
OG0003798	Carub.0030s0001.1.p, Carub.0018s0004.1.p, Carub.0001s3408.1.p, Carub.0006s1295.1.p	AA40G00600
OG0003799	Carub.0001s2159.1.p	AA39G00410
OG0003801	Carub.0008s0601.1.p	AA3G00233
OG0003802	Carub.0004s0744.1.p	AA57G00269
OG0003803	Carub.0003s0933.1.p, Carub.0003s0934.1.p	AA87G00179
OG0003804	Carub.0008s2611.1.p	AA4G00254
OG0003804	Carub.0006s0875.1.p	AA44G00290
OG0003805	Carub.0003s1812.1.p	AA26G00505
OG0003805	Carub.0001s3798.1.p	AA2G00049, AA2G00050
OG0003806	Carub.0008s1319.1.p	AA11G00135, AA11G00134
OG0003807	Carub.0003s0321.1.p	AA138G00002
OG0003809	Carub.0006s2022.1.p	AA27G00180
OG0003810	Carub.0004s0232.1.p, Carub.0004s0233.1.p	AA46G00193
OG0003811	Carub.0004s0503.1.p, Carub.0007s0838.1.p	AA48G00009
OG0003812	Carub.0002s0334.1.p	AA53G00569
OG0003814	Carub.0007s1533.1.p, Carub.0238s0001.1.p, Carub.0008s1265.1.p	AA55G00003
OG0003817	Carub.0003s1556.1.p, Carub.0003s1557.1.p	AA26G00291
OG0003818	Carub.0003s1292.1.p	AA26G00065
OG0003819	Carub.0008s2186.1.p, Carub.0006s0678.1.p	AA44G00054
OG0003820	Carub.0002s2728.1.p	AA89G00056
OG0003821	Carub.0001s0051.1.p	AA1G00093
OG0003821	Carub.0006s3680.1.p	AA32G00087
OG0003822	Carub.0003s0402.1.p, Carub.0006s2567.1.p	AA10G00138
OG0003823	Carub.0003s1627.1.p	AA26G00353
OG0003824	Carub.0001s4195.1.p, Carub.0002s0163.1.p, Carub.0002s1117.1.p	AA53G01169
OG0003825	Carub.0003s2030.1.p	AA26G00704
OG0003825	Carub.0001s3970.1.p	AA2G00166
OG0003826	Carub.0006s2048.1.p, Carub.0006s2049.1.p	AA8G00289
OG0003827	Carub.0004s2309.1.p	AA93G00053
OG0003827	Carub.0005s2320.1.p	AA61G00114
OG0003829	Carub.0005s0938.1.p, Carub.0005s0951.1.p, Carub.0006s1932.1.p	AA8G00205
OG0003830	Carub.0001s2668.1.p	AA120G00011
OG0003831	Carub.0006s0561.1.p, Carub.0006s0560.1.p	AA107G00001
OG0003833	Carub.0003s3005.1.p	AA123G00019, AA1996G00001
OG0003833	Carub.0007s0578.1.p	AA45G00014
OG0003834	Carub.0001s3192.1.p, Carub.0001s3193.1.p	AA54G00162
OG0003835	Carub.0004s2677.1.p, Carub.0004s2678.1.p	AA21G00184
OG0003836	Carub.0002s1465.1.p, Carub.0001s2530.1.p	AA39G00704
OG0003837	Carub.0003s0622.1.p	AA29G00061
OG0003838	Carub.0002s1967.1.p	AA31G00656
OG0003839	Carub.0006s2030.1.p, Carub.0006s2029.1.p	AA632G00001, AA8G00272, AA8G00271
OG0003840	Carub.0004s2402.1.p	AA19G00474
OG0003840	Carub.0005s2425.1.p	AA61G00194
OG0003841	Carub.0006s1069.1.p	AA44G00464
OG0003842	Carub.0008s0259.1.p, Carub.0008s0253.1.p	AA6G00046
OG0003843	Carub.0007s1457.1.p	AA10G00480
OG0003843	Carub.0008s1670.1.p	AA25G00165
OG0003844	Carub.0001s2018.1.p, Carub.0001s2017.1.p	AA39G00305
OG0003846	Carub.0004s1771.1.p, Carub.0005s1886.1.p	AA18G00050
OG0003847	Carub.0001s0698.1.p	AA9G00019
OG0003848	Carub.0004s0478.1.p	AA479G00002
OG0003849	Carub.0008s2823.1.p, Carub.0005s1758.1.p	AA8G00101
OG0003851	Carub.0005s0087.1.p	AA53G00670
OG0003852	Carub.0008s1154.1.p, Carub.0008s1153.1.p	AA41G00022
OG0003854	Carub.0006s0107.1.p	AA19G00316
OG0003856	Carub.0002s1440.1.p, Carub.0001s2551.1.p	AA1042G00001
OG0003857	Carub.0004s0147.1.p	AA46G00125
OG0003857	Carub.0007s0185.1.p	AA30G00347
OG0003858	Carub.0004s1470.1.p	AA32G00469
OG0003858	Carub.0001s0383.1.p	AA19G00092
OG0003859	Carub.0002s1654.1.p	AA38G00099
OG0003860	Carub.0008s2276.1.p, Carub.0006s0617.1.p	AA53G00031, AA53G00026
OG0003861	Carub.0008s1055.1.p, Carub.0004s1876.1.p	AA30G00254
OG0003862	Carub.0007s2503.1.p	AA53G00319
OG0003863	Carub.0006s0858.1.p	AA44G00275
OG0003863	Carub.0008s2594.1.p	AA4G00240
OG0003864	Carub.0002s0417.1.p, Carub.0001s1062.1.p	AA65G00159
OG0003865	Carub.0005s1948.1.p, Carub.0003s2667.1.p	AA308G00001
OG0003866	Carub.0007s2415.1.p, Carub.0006s0159.1.p	AA154G00014
OG0003867	Carub.0001s3849.1.p, Carub.0001s3848.1.p	AA2G00069
OG0003869	Carub.0006s2263.1.p, Carub.0006s2262.1.p	AA12G00044
OG0003871	Carub.0002s1399.1.p	AA134G00008
OG0003871	Carub.0001s2570.1.p	AA39G00755
OG0003872	Carub.0005s1118.1.p, Carub.0008s2112.1.p	AA8G00333
OG0003873	Carub.0001s0379.1.p	AA19G00095
OG0003874	Carub.0003s3356.1.p, Carub.0004s1476.1.p	AA102G00127
OG0003875	Carub.0003s0238.1.p, Carub.0003s0239.1.p	AA10G00292, AA10G00291
OG0003876	Carub.0001s1790.1.p	AA39G00097
OG0003877	Carub.0001s0288.1.p, Carub.0006s1404.1.p, Carub.0005s0253.1.p	AA7G00100
OG0003878	Carub.0007s3134.1.p	AA326G00002
OG0003879	Carub.0004s1652.1.p	AA18G00141
OG0003879	Carub.0001s2889.1.p	AA30G00018
OG0003881	Carub.0001s4412.1.p	AA15G00270
OG0003882	Carub.0007s1350.1.p, Carub.0008s1463.1.p	AA11G00032
OG0003883	Carub.0003s0714.1.p	AA29G00142, AA29G00141
OG0003888	Carub.0006s2176.1.p	AA121G00014, AA231G00008
OG0003888	Carub.0006s2177.1.p	AA231G00004
OG0003889	Carub.0004s2288.1.p	AA93G00068
OG0003890	Carub.0006s3616.1.p	AA1G00079
OG0003898	Carub.0008s0838.1.p	AA681G00002
OG0003899	Carub.0006s0723.1.p, Carub.0006s2109.1.p	AA5G00223
OG0003900	Carub.0002s0061.1.p	AA53G01319
OG0003901	Carub.0007s2786.1.p	AA87G00280
OG0003902	Carub.0005s2688.1.p, Carub.0004s2709.1.p	AA21G00207
OG0003904	Carub.0006s3574.1.p	AA32G00191
OG0003905	Carub.0006s3292.1.p, Carub.0007s2870.1.p, Carub.0007s1975.1.p	AA6G00240, AA57G00365
OG0003906	Carub.0003s1246.1.p	AA26G00029
OG0003908	Carub.0001s2242.1.p, Carub.0002s1811.1.p	AA31G00063
OG0003909	Carub.0002s2242.1.p	AA31G00397
OG0003910	Carub.0002s1489.1.p	AA38G00104
OG0003911	Carub.0001s1459.1.p	AA14G00074
OG0003912	Carub.0006s2450.1.p, Carub.0001s1766.1.p	AA39G00112
OG0003913	Carub.0003s1782.1.p	AA26G00480
OG0003914	Carub.0005s2012.1.p	AA62G00067
OG0003916	Carub.0007s0846.1.p, Carub.0007s0847.1.p	AA48G00017
