Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0003151	Carub.0006s0670.1.p	EUTSA_v10013334mg, EUTSA_v10016030mg
OG0003152	Carub.0006s3584.1.p	EUTSA_v10028557mg
OG0003152	Carub.0001s0111.1.p	EUTSA_v10007299mg
OG0003153	Carub.0005s2175.1.p	EUTSA_v10010658mg
OG0003154	Carub.0006s2496.1.p	EUTSA_v10003780mg
OG0003154	Carub.0003s0470.1.p	EUTSA_v10020218mg
OG0003155	Carub.0001s3504.1.p	EUTSA_v10011176mg
OG0003155	Carub.0002s2435.1.p	EUTSA_v10017994mg
OG0003156	Carub.0002s1197.1.p, Carub.0005s0298.1.p	EUTSA_v10019828mg
OG0003157	Carub.0007s2500.1.p	EUTSA_v10026611mg
OG0003158	Carub.0007s2654.1.p, Carub.0007s2655.1.p	EUTSA_v10025932mg
OG0003159	Carub.0007s1128.1.p	EUTSA_v10026716mg
OG0003161	Carub.0007s0716.1.p, Carub.0008s2148.1.p, Carub.0001s3503.1.p, Carub.0002s0992.1.p	EUTSA_v10022509mg
OG0003164	Carub.0007s1944.1.p, Carub.0007s1943.1.p	EUTSA_v10024978mg, EUTSA_v10027142mg, EUTSA_v10024969mg
OG0003166	Carub.0002s1126.1.p	EUTSA_v10019360mg
OG0003167	Carub.0008s0491.1.p	EUTSA_v10003245mg
OG0003168	Carub.0006s1486.1.p	EUTSA_v10015020mg
OG0003168	Carub.0003s0203.1.p	EUTSA_v10021743mg
OG0003169	Carub.0006s0676.1.p	EUTSA_v10013445mg
OG0003170	Carub.0005s0791.1.p	EUTSA_v10004028mg
OG0003171	Carub.0005s1483.1.p	EUTSA_v10010541mg
OG0003172	Carub.0008s0460.1.p	EUTSA_v10003172mg
OG0003173	Carub.0001s0951.1.p	EUTSA_v10006880mg
OG0003173	Carub.0002s0601.1.p	EUTSA_v10023298mg
OG0003175	Carub.0001s2722.1.p	EUTSA_v10007287mg
OG0003175	Carub.0004s1567.1.p	EUTSA_v10016466mg
OG0003176	Carub.0005s1729.1.p	EUTSA_v10010834mg
OG0003178	Carub.0007s2227.1.p	EUTSA_v10027129mg
OG0003178	Carub.0008s0232.1.p	EUTSA_v10001190mg
OG0003179	Carub.0006s0753.1.p	EUTSA_v10015347mg
OG0003179	Carub.0008s2444.1.p	EUTSA_v10005155mg
OG0003180	Carub.0007s2703.1.p	EUTSA_v100023551mg, EUTSA_v10022454mg, EUTSA_v10027212mg, EUTSA_v10026901mg, EUTSA_v10027448mg, EUTSA_v100023550mg, EUTSA_v10026859mg, EUTSA_v10022453mg, EUTSA_v10027373mg, EUTSA_v10027541mg, EUTSA_v10027314mg, EUTSA_v10002356mg, EUTSA_v10026887mg, EUTSA_v10027156mg
OG0003181	Carub.0007s2029.1.p	EUTSA_v10026066mg
OG0003181	Carub.0006s3331.1.p	EUTSA_v10028903mg
OG0003182	Carub.0007s2313.1.p	EUTSA_v10025476mg
OG0003183	Carub.0004s0262.1.p	EUTSA_v10000109mg
OG0003183	Carub.0007s0312.1.p	EUTSA_v10024704mg
OG0003184	Carub.0001s2834.1.p	EUTSA_v10007796mg
OG0003184	Carub.0004s1627.1.p	EUTSA_v10016731mg
OG0003185	Carub.0006s1444.1.p	EUTSA_v10015375mg
OG0003185	Carub.0003s0175.1.p	EUTSA_v10021586mg
OG0003186	Carub.0006s0631.1.p	EUTSA_v10013223mg
OG0003187	Carub.0002s1251.1.p	EUTSA_v10019620mg
OG0003188	Carub.0005s1166.1.p	EUTSA_v10003051mg
OG0003188	Carub.0008s2071.1.p	EUTSA_v10016055mg
OG0003189	Carub.0008s0199.1.p	EUTSA_v10000878mg
OG0003189	Carub.0007s2275.1.p	EUTSA_v10025291mg
OG0003190	Carub.0004s1049.1.p	EUTSA_v10017209mg
OG0003191	Carub.0006s0083.1.p, Carub.0006s0084.1.p	EUTSA_v10013058mg, EUTSA_v10013097mg, EUTSA_v10015329mg
OG0003192	Carub.0005s1681.1.p	EUTSA_v10010481mg
OG0003192	Carub.0008s2761.1.p	EUTSA_v10004469mg
OG0003193	Carub.0002s0904.1.p, Carub.0002s0895.1.p	EUTSA_v10024150mg, EUTSA_v10023754mg
OG0003194	Carub.0007s2747.1.p, Carub.0007s2745.1.p	EUTSA_v10025735mg
OG0003195	Carub.0001s1803.1.p	EUTSA_v10006662mg
OG0003195	Carub.0002s2062.1.p	EUTSA_v10018060mg
OG0003196	Carub.0004s3084.1.p	EUTSA_v10001283mg
OG0003196	Carub.0005s2972.1.p	EUTSA_v10005747mg
OG0003197	Carub.0007s1717.1.p	EUTSA_v10025610mg
OG0003197	Carub.0006s2971.1.p	EUTSA_v10028777mg
OG0003198	Carub.0005s1924.1.p	EUTSA_v10010984mg
OG0003198	Carub.0004s1805.1.p	EUTSA_v10017131mg
OG0003199	Carub.0007s1506.1.p	EUTSA_v10026301mg
OG0003199	Carub.0008s1780.1.p	EUTSA_v10015037mg
OG0003200	Carub.0008s0309.1.p	EUTSA_v10000826mg
OG0003200	Carub.0007s2151.1.p	EUTSA_v10024740mg
OG0003201	Carub.0007s0864.1.p	EUTSA_v10027006mg
OG0003201	Carub.0004s0475.1.p	EUTSA_v10000014mg
OG0003202	Carub.0003s1975.1.p, Carub.0004s0575.1.p, Carub.0003s1995.1.p, Carub.0003s2032.1.p	EUTSA_v10023848mg
OG0003203	Carub.0002s1196.1.p, Carub.0002s1195.1.p	EUTSA_v10013719mg
OG0003204	Carub.0003s3301.1.p	EUTSA_v10026682mg, EUTSA_v10022941mg
OG0003205	Carub.0001s0527.1.p	EUTSA_v10007955mg
OG0003205	Carub.0004s1278.1.p	EUTSA_v10016815mg
OG0003206	Carub.0001s4111.1.p	EUTSA_v10011231mg
OG0003206	Carub.0003s1601.1.p	EUTSA_v10019999mg
OG0003208	Carub.0002s0896.1.p, Carub.0008s0088.1.p	EUTSA_v10001116mg
OG0003208	Carub.0008s0086.1.p, Carub.0008s0084.1.p	EUTSA_v10001202mg
OG0003209	Carub.0001s3203.1.p	EUTSA_v10008274mg
OG0003210	Carub.0005s1722.1.p	EUTSA_v100103161mg
OG0003210	Carub.0008s2795.1.p	EUTSA_v10003788mg
OG0003211	Carub.0005s2420.1.p	EUTSA_v10005836mg
OG0003211	Carub.0004s2387.1.p	EUTSA_v10016231mg
OG0003212	Carub.0001s0869.1.p	EUTSA_v10008154mg
OG0003212	Carub.0002s0730.1.p	EUTSA_v10024122mg
OG0003213	Carub.0002s2081.1.p	EUTSA_v10018854mg
OG0003214	Carub.0007s3267.1.p	EUTSA_v10027642mg
OG0003214	Carub.0003s0195.1.p	EUTSA_v10020072mg
OG0003215	Carub.0002s1027.1.p	EUTSA_v10022466mg
OG0003215	Carub.0003s1582.1.p	EUTSA_v100205851mg
OG0003216	Carub.0001s1711.1.p	EUTSA_v10008577mg
OG0003216	Carub.0002s1927.1.p	EUTSA_v10019098mg
OG0003217	Carub.0007s3636.1.p, Carub.0007s2335.1.p, Carub.0007s2334.1.p	EUTSA_v10009919mg, EUTSA_v10009541mg
OG0003218	Carub.0001s4008.1.p	EUTSA_v10011554mg
OG0003218	Carub.0003s2079.1.p	EUTSA_v10020828mg
OG0003219	Carub.0007s1521.1.p	EUTSA_v10026876mg
OG0003219	Carub.0008s1302.1.p	EUTSA_v10013050mg
OG0003220	Carub.0001s0249.1.p	EUTSA_v10006805mg
OG0003220	Carub.0006s3405.1.p	EUTSA_v10028432mg
OG0003221	Carub.0006s2194.1.p, Carub.0006s2198.1.p, Carub.0006s2193.1.p, Carub.0006s2197.1.p	EUTSA_v10005574mg
OG0003222	Carub.0006s3091.1.p	EUTSA_v10028387mg
OG0003222	Carub.0007s1827.1.p	EUTSA_v10024304mg
OG0003223	Carub.0001s2902.1.p	EUTSA_v10007354mg
OG0003223	Carub.0001s2901.1.p	EUTSA_v10009705mg
OG0003224	Carub.0007s1183.1.p, Carub.0007s1184.1.p	EUTSA_v10027582mg
OG0003225	Carub.0003s3008.1.p, Carub.0001s2516.1.p, Carub.0002s1482.1.p	EUTSA_v10006840mg
OG0003226	Carub.0003s2905.1.p	EUTSA_v10022994mg, EUTSA_v10022957mg
OG0003227	Carub.0005s1138.1.p, Carub.0008s1026.1.p, Carub.0002s2661.1.p	EUTSA_v10023142mg, EUTSA_v10018086mg
OG0003228	Carub.0006s0903.1.p	EUTSA_v10012974mg
OG0003228	Carub.0008s2650.1.p	EUTSA_v10003870mg
OG0003230	Carub.0004s2499.1.p, Carub.0004s2498.1.p	EUTSA_v10017395mg, EUTSA_v10017394mg, EUTSA_v10017393mg
OG0003231	Carub.0007s1099.1.p	EUTSA_v10026918mg
OG0003232	Carub.0004s0085.1.p	EUTSA_v10000122mg
OG0003232	Carub.0004s0131.1.p	EUTSA_v10000104mg
OG0003233	Carub.0001s2504.1.p	EUTSA_v10007453mg
OG0003233	Carub.0002s1504.1.p	EUTSA_v10018446mg
OG0003234	Carub.0001s0502.1.p, Carub.0001s0503.1.p	EUTSA_v10007603mg
OG0003235	Carub.0007s3668.1.p	EUTSA_v10027993mg
OG0003237	Carub.0005s1300.1.p	EUTSA_v10002403mg
OG0003238	Carub.0003s0786.1.p	EUTSA_v10020669mg
OG0003238	Carub.0003s0785.1.p	EUTSA_v10020635mg
OG0003239	Carub.0003s1016.1.p, Carub.0003s1015.1.p, Carub.0003s1014.1.p	EUTSA_v10020842mg
OG0003240	Carub.0007s2461.1.p	EUTSA_v10026274mg
OG0003241	Carub.0005s1616.1.p	EUTSA_v10010374mg
OG0003242	Carub.0007s0406.1.p	EUTSA_v10025510mg
OG0003243	Carub.0006s1993.1.p	EUTSA_v10015904mg
OG0003243	Carub.0005s0996.1.p	EUTSA_v10010725mg
OG0003244	Carub.0007s2924.1.p	EUTSA_v10025402mg
OG0003244	Carub.0003s2476.1.p	EUTSA_v10002545mg
OG0003245	Carub.0001s4332.1.p	EUTSA_v10011317mg
OG0003246	Carub.0003s1669.1.p	EUTSA_v10020047mg
OG0003246	Carub.0007s2541.1.p	EUTSA_v10024342mg
OG0003247	Carub.0005s2653.1.p	EUTSA_v10006338mg
OG0003248	Carub.0003s2295.1.p	EUTSA_v10021765mg
OG0003248	Carub.0007s2744.1.p	EUTSA_v10026630mg
OG0003249	Carub.0002s0508.1.p	EUTSA_v10023432mg
OG0003250	Carub.0006s0488.1.p	EUTSA_v10014679mg
OG0003250	Carub.0003s1070.1.p	EUTSA_v10021519mg
OG0003251	Carub.0003s1780.1.p	EUTSA_v10020535mg, EUTSA_v10020536mg
OG0003252	Carub.0007s1718.1.p	EUTSA_v10026287mg
OG0003252	Carub.0006s2972.1.p	EUTSA_v10028955mg
OG0003253	Carub.0006s3443.1.p	EUTSA_v10028915mg
OG0003253	Carub.0001s0221.1.p	EUTSA_v10008600mg
OG0003254	Carub.0007s0825.1.p	EUTSA_v10025240mg
OG0003255	Carub.0004s2981.1.p	EUTSA_v10001295mg
OG0003256	Carub.0008s1872.1.p, Carub.0008s1860.1.p	EUTSA_v10012762mg
OG0003257	Carub.0003s0278.1.p	EUTSA_v10022143mg
OG0003257	Carub.0006s1594.1.p	EUTSA_v10013347mg
OG0003258	Carub.0001s2756.1.p	EUTSA_v10006853mg
OG0003259	Carub.0008s0901.1.p	EUTSA_v10003667mg
OG0003259	Carub.0006s3489.1.p	EUTSA_v10028435mg
OG0003260	Carub.0001s4335.1.p	EUTSA_v10012398mg
OG0003261	Carub.0002s2315.1.p	EUTSA_v10018792mg
OG0003261	Carub.0001s2001.1.p	EUTSA_v10008062mg
OG0003262	Carub.0007s0415.1.p	EUTSA_v10024177mg
OG0003262	Carub.0003s3206.1.p	EUTSA_v10022516mg
OG0003263	Carub.0006s1397.1.p	EUTSA_v10013036mg
OG0003264	Carub.0003s0436.1.p	EUTSA_v10021054mg
OG0003265	Carub.0003s0245.1.p	EUTSA_v10022188mg
OG0003265	Carub.0006s1560.1.p	EUTSA_v10014279mg
OG0003266	Carub.0006s1456.1.p, Carub.0006s1453.1.p	EUTSA_v10013162mg, EUTSA_v10016036mg
OG0003267	Carub.0003s3504.1.p	EUTSA_v10002140mg
OG0003267	Carub.0004s1235.1.p	EUTSA_v10017452mg
OG0003268	Carub.0006s2385.1.p	EUTSA_v10015746mg, EUTSA_v10002969mg, EUTSA_v10019634mg
OG0003269	Carub.0007s1109.1.p	EUTSA_v10026923mg
OG0003269	Carub.0007s1141.1.p	EUTSA_v10024372mg
OG0003270	Carub.0001s0612.1.p	EUTSA_v10007393mg
OG0003270	Carub.0004s1171.1.p	EUTSA_v10016488mg
OG0003271	Carub.0003s1307.1.p	EUTSA_v10021003mg
OG0003272	Carub.0003s3456.1.p	EUTSA_v10002082mg
OG0003272	Carub.0007s1187.1.p	EUTSA_v10025947mg
OG0003273	Carub.0007s1511.1.p	EUTSA_v10025858mg
OG0003273	Carub.0008s1795.1.p	EUTSA_v10014532mg
OG0003274	Carub.0003s1586.1.p	EUTSA_v10022334mg
OG0003275	Carub.0001s1641.1.p	EUTSA_v10007268mg
OG0003275	Carub.0002s2590.1.p	EUTSA_v10018356mg
OG0003276	Carub.0001s3737.1.p	EUTSA_v10011587mg
OG0003276	Carub.0003s1715.1.p	EUTSA_v10020956mg
OG0003277	Carub.0001s4049.1.p	EUTSA_v10021996mg, EUTSA_v10011901mg
OG0003278	Carub.0008s1343.1.p	EUTSA_v10015233mg
OG0003279	Carub.0007s0672.1.p	EUTSA_v10025294mg
OG0003279	Carub.0003s2851.1.p	EUTSA_v10022700mg
OG0003280	Carub.0004s1435.1.p	EUTSA_v10016663mg
OG0003280	Carub.0001s0422.1.p	EUTSA_v10007682mg
OG0003281	Carub.0007s0636.1.p	EUTSA_v10024583mg
OG0003282	Carub.0005s1088.1.p	EUTSA_v10007412mg
OG0003283	Carub.0006s2821.1.p	EUTSA_v10028538mg
OG0003283	Carub.0001s3219.1.p	EUTSA_v10007233mg
OG0003284	Carub.0002s2539.1.p	EUTSA_v10018251mg
OG0003284	Carub.0001s1676.1.p	EUTSA_v10006979mg
OG0003285	Carub.0007s0722.1.p	EUTSA_v10024198mg
OG0003285	Carub.0003s1396.1.p	EUTSA_v10019882mg
OG0003286	Carub.0002s1435.1.p, Carub.0002s1436.1.p	EUTSA_v10019051mg
OG0003287	Carub.0004s1382.1.p	EUTSA_v10017977mg
OG0003288	Carub.0006s2826.1.p	EUTSA_v10029422mg
OG0003288	Carub.0001s3210.1.p	EUTSA_v10008144mg
OG0003289	Carub.0004s1006.1.p	EUTSA_v10016365mg
OG0003289	Carub.0001s0684.1.p	EUTSA_v10006948mg
OG0003290	Carub.0003s0883.1.p	EUTSA_v10021874mg
OG0003291	Carub.0001s3308.1.p	EUTSA_v10001818mg
OG0003292	Carub.0007s1693.1.p	EUTSA_v10026976mg
OG0003292	Carub.0008s0656.1.p	EUTSA_v10003349mg
OG0003293	Carub.0003s0818.1.p	EUTSA_v10022097mg
OG0003294	Carub.0001s0777.1.p	EUTSA_v10006669mg
OG0003294	Carub.0004s0780.1.p	EUTSA_v10001894mg
OG0003295	Carub.0002s0370.1.p	EUTSA_v10029356mg, EUTSA_v10029484mg, EUTSA_v10029197mg
OG0003296	Carub.0001s2781.1.p, Carub.0001s2779.1.p	EUTSA_v10008588mg
OG0003297	Carub.0006s0302.1.p, Carub.0003s0937.1.p	EUTSA_v10020357mg
OG0003298	Carub.0008s0071.1.p	EUTSA_v10000988mg
OG0003298	Carub.0007s2374.1.p	EUTSA_v10025930mg
OG0003299	Carub.0004s2476.1.p, Carub.0005s2495.1.p	EUTSA_v10006265mg
OG0003300	Carub.0007s1023.1.p	EUTSA_v10026407mg
OG0003300	Carub.0003s3293.1.p	EUTSA_v10022879mg
OG0003301	Carub.0006s1734.1.p	EUTSA_v10014423mg
OG0003302	Carub.0007s1548.1.p, Carub.0007s1547.1.p	EUTSA_v10012897mg, EUTSA_v10012891mg
OG0003303	Carub.0002s2155.1.p	EUTSA_v10018022mg
OG0003303	Carub.0001s1856.1.p	EUTSA_v10006659mg
OG0003304	Carub.0004s1832.1.p	EUTSA_v10016477mg
OG0003304	Carub.0005s1943.1.p	EUTSA_v10010265mg
OG0003305	Carub.0003s0679.1.p, Carub.0003s0675.1.p	EUTSA_v10004601mg, EUTSA_v10021140mg
OG0003306	Carub.0002s1785.1.p	EUTSA_v10018329mg
OG0003306	Carub.0001s2251.1.p	EUTSA_v10007182mg
OG0003307	Carub.0008s0465.1.p	EUTSA_v10003374mg
OG0003307	Carub.0001s0329.1.p	EUTSA_v10006848mg
OG0003308	Carub.0002s2596.1.p	EUTSA_v10018148mg
OG0003309	Carub.0001s2615.1.p	EUTSA_v10008280mg
OG0003310	Carub.0008s0364.1.p, Carub.0008s0366.1.p, Carub.0008s0368.1.p, Carub.0008s0365.1.p, Carub.0008s0370.1.p	EUTSA_v10001228mg, EUTSA_v10001108mg
OG0003311	Carub.0005s1006.1.p	EUTSA_v10010084mg
OG0003311	Carub.0007s0790.1.p	EUTSA_v10024276mg
OG0003312	Carub.0001s0440.1.p	EUTSA_v10006803mg
OG0003313	Carub.0001s3560.1.p	EUTSA_v10011314mg
OG0003313	Carub.0008s0583.1.p	EUTSA_v10003162mg
OG0003314	Carub.0003s3251.1.p	EUTSA_v10023049mg
OG0003314	Carub.0007s0372.1.p	EUTSA_v10025766mg
OG0003315	Carub.0001s1580.1.p	EUTSA_v10009235mg
OG0003316	Carub.0003s1488.1.p	EUTSA_v10022019mg
OG0003316	Carub.0001s4233.1.p	EUTSA_v10011332mg
OG0003317	Carub.0004s1063.1.p	EUTSA_v10017099mg
OG0003319	Carub.0007s0813.1.p	EUTSA_v10025566mg
OG0003320	Carub.0004s0988.1.p	EUTSA_v10016340mg
OG0003321	Carub.0003s0565.1.p	EUTSA_v10020063mg
OG0003321	Carub.0006s1728.1.p	EUTSA_v10012681mg
OG0003322	Carub.0002s1985.1.p	EUTSA_v10018036mg
OG0003323	Carub.0006s0672.1.p	EUTSA_v10013475mg
OG0003323	Carub.0008s2197.1.p	EUTSA_v10004168mg
OG0003324	Carub.0006s0465.1.p	EUTSA_v10015797mg
OG0003324	Carub.0005s2419.1.p	EUTSA_v10006378mg
OG0003325	Carub.0007s1412.1.p	EUTSA_v10025814mg
OG0003326	Carub.0001s2963.1.p	EUTSA_v10006741mg
OG0003326	Carub.0007s2144.1.p	EUTSA_v10024340mg
OG0003327	Carub.0005s0889.1.p	EUTSA_v10012582mg
OG0003327	Carub.0007s2548.1.p	EUTSA_v10024313mg
OG0003328	Carub.0007s1111.1.p	EUTSA_v10026559mg
OG0003329	Carub.0007s0809.1.p, Carub.0007s1238.1.p	EUTSA_v10026231mg
OG0003331	Carub.0002s2083.1.p	EUTSA_v10018267mg
OG0003331	Carub.0001s1813.1.p	EUTSA_v10007073mg
OG0003332	Carub.0008s0267.1.p	EUTSA_v10000881mg
OG0003332	Carub.0007s2205.1.p	EUTSA_v10027028mg
OG0003333	Carub.0001s0082.1.p	EUTSA_v10007009mg
OG0003333	Carub.0006s3615.1.p	EUTSA_v10028493mg
OG0003334	Carub.0007s1946.1.p	EUTSA_v10024761mg
OG0003334	Carub.0003s3040.1.p	EUTSA_v10022627mg
OG0003335	Carub.0007s0868.1.p	EUTSA_v10026852mg
OG0003335	Carub.0004s0466.1.p	EUTSA_v10000311mg
OG0003336	Carub.0008s1517.1.p	EUTSA_v10013232mg
OG0003336	Carub.0007s1382.1.p	EUTSA_v10024847mg
OG0003337	Carub.0007s1765.1.p	EUTSA_v10024360mg
OG0003337	Carub.0006s3029.1.p	EUTSA_v10028407mg
OG0003338	Carub.0002s1647.1.p	EUTSA_v10018676mg
OG0003339	Carub.0005s1989.1.p	EUTSA_v10010755mg
OG0003339	Carub.0004s1894.1.p	EUTSA_v10017301mg
OG0003340	Carub.0002s2568.1.p	EUTSA_v10007630mg, EUTSA_v10018565mg
OG0003341	Carub.0008s1146.1.p	EUTSA_v10014661mg
OG0003341	Carub.0007s1583.1.p	EUTSA_v10026232mg
OG0003342	Carub.0007s2407.1.p	EUTSA_v10026069mg
OG0003342	Carub.0008s0033.1.p	EUTSA_v10001007mg
OG0003343	Carub.0006s0613.1.p	EUTSA_v10015436mg
OG0003344	Carub.0007s1484.1.p	EUTSA_v10025518mg
OG0003344	Carub.0008s1743.1.p	EUTSA_v10013848mg
OG0003345	Carub.0003s1675.1.p	EUTSA_v10021196mg
OG0003345	Carub.0007s2527.1.p	EUTSA_v10025677mg
OG0003346	Carub.0005s1431.1.p	EUTSA_v10010050mg
OG0003347	Carub.0005s2050.1.p	EUTSA_v10010160mg
OG0003347	Carub.0004s1976.1.p	EUTSA_v100163911mg
OG0003348	Carub.0001s4165.1.p	EUTSA_v10011574mg
OG0003348	Carub.0003s1545.1.p	EUTSA_v10022114mg
OG0003349	Carub.0004s1536.1.p	EUTSA_v10029441mg, EUTSA_v10016306mg
OG0003350	Carub.0008s2169.1.p	EUTSA_v10003822mg
OG0003351	Carub.0007s0329.1.p	EUTSA_v10024365mg
OG0003351	Carub.0004s0274.1.p	EUTSA_v10000041mg
OG0003352	Carub.0003s1521.1.p, Carub.0006s3145.1.p	EUTSA_v10021964mg
OG0003353	Carub.0005s1537.1.p	EUTSA_v10010311mg
OG0003353	Carub.0006s2178.1.p	EUTSA_v10004068mg
OG0003354	Carub.0008s2235.1.p	EUTSA_v10005388mg
OG0003355	Carub.0002s1695.1.p	EUTSA_v10019382mg
OG0003356	Carub.0008s2034.1.p	EUTSA_v10012688mg
OG0003356	Carub.0005s1214.1.p	EUTSA_v10002401mg
OG0003357	Carub.0004s1267.1.p	EUTSA_v10016918mg
OG0003358	Carub.0006s0459.1.p	EUTSA_v10013820mg
OG0003360	Carub.0007s1421.1.p	EUTSA_v10024446mg
OG0003360	Carub.0008s1587.1.p	EUTSA_v10012723mg
OG0003361	Carub.0006s2470.1.p	EUTSA_v10005521mg
OG0003362	Carub.0001s2481.1.p	EUTSA_v10006899mg
OG0003363	Carub.0004s0385.1.p, Carub.0004s0386.1.p, Carub.0003s1724.1.p	EUTSA_v10020988mg
OG0003364	Carub.0003s3120.1.p	EUTSA_v10022533mg
OG0003364	Carub.0007s0501.1.p	EUTSA_v10024351mg
OG0003365	Carub.0003s0260.1.p	EUTSA_v10020936mg
OG0003365	Carub.0006s1574.1.p	EUTSA_v10013879mg
OG0003366	Carub.0001s2597.1.p, Carub.0001s2609.1.p	EUTSA_v10006550mg, EUTSA_v10006556mg
OG0003367	Carub.0003s2536.1.p	EUTSA_v10026217mg
OG0003368	Carub.0007s1864.1.p	EUTSA_v10027281mg
OG0003368	Carub.0006s3149.1.p	EUTSA_v10028864mg
OG0003369	Carub.0005s1336.1.p	EUTSA_v10014521mg, EUTSA_v10010665mg
OG0003370	Carub.0001s1430.1.p	EUTSA_v10008244mg, EUTSA_v10023814mg
OG0003371	Carub.0003s0517.1.p	EUTSA_v10026672mg, EUTSA_v10021798mg
OG0003372	Carub.0008s0037.1.p	EUTSA_v10000986mg
OG0003372	Carub.0007s2400.1.p	EUTSA_v10025916mg
OG0003373	Carub.0006s0510.1.p	EUTSA_v10013662mg
OG0003373	Carub.0003s1089.1.p	EUTSA_v10022441mg
OG0003374	Carub.0005s2161.1.p	EUTSA_v10010513mg
OG0003375	Carub.0001s2330.1.p	EUTSA_v10007309mg
OG0003376	Carub.0003s1268.1.p, Carub.0003s1267.1.p	EUTSA_v10019903mg, EUTSA_v10019901mg
OG0003377	Carub.0002s0065.1.p	EUTSA_v10003897mg
OG0003377	Carub.0003s0736.1.p	EUTSA_v10020400mg
OG0003378	Carub.0008s2192.1.p	EUTSA_v10003960mg
OG0003378	Carub.0006s0675.1.p	EUTSA_v10013186mg
OG0003379	Carub.0001s1762.1.p	EUTSA_v10008184mg
OG0003380	Carub.0001s1567.1.p	EUTSA_v10008623mg
OG0003380	Carub.0002s2683.1.p	EUTSA_v10019068mg
OG0003382	Carub.0003s1584.1.p	EUTSA_v10020584mg
OG0003382	Carub.0001s4123.1.p	EUTSA_v10011373mg
OG0003383	Carub.0006s2530.1.p	EUTSA_v10004666mg
OG0003383	Carub.0003s0425.1.p	EUTSA_v10021202mg
OG0003384	Carub.0003s1088.1.p	EUTSA_v10020029mg
OG0003384	Carub.0006s0509.1.p	EUTSA_v10012627mg
OG0003385	Carub.0008s0035.1.p	EUTSA_v10000960mg
OG0003385	Carub.0007s2405.1.p	EUTSA_v10025694mg
OG0003386	Carub.0007s0588.1.p	EUTSA_v10025642mg
OG0003386	Carub.0003s2957.1.p	EUTSA_v10022768mg
OG0003387	Carub.0001s1017.1.p	EUTSA_v10009914mg
OG0003387	Carub.0007s1499.1.p	EUTSA_v10024237mg
OG0003389	Carub.0003s2833.1.p	EUTSA_v10022938mg
OG0003390	Carub.0006s1693.1.p	EUTSA_v10013941mg
OG0003390	Carub.0006s1691.1.p	EUTSA_v10013982mg
OG0003391	Carub.0007s3207.1.p	EUTSA_v10025407mg
OG0003391	Carub.0002s0447.1.p	EUTSA_v10023529mg
OG0003392	Carub.0004s2253.1.p	EUTSA_v10016882mg
OG0003393	Carub.0005s1424.1.p	EUTSA_v10010862mg
OG0003394	Carub.0003s0173.1.p, Carub.0006s1442.1.p	EUTSA_v10013713mg
OG0003395	Carub.0005s2163.1.p	EUTSA_v10010676mg
OG0003395	Carub.0005s2162.1.p	EUTSA_v10010647mg
OG0003396	Carub.0001s1347.1.p	EUTSA_v100077740mg
OG0003396	Carub.0005s0278.1.p	EUTSA_v10005515mg
OG0003397	Carub.0006s2098.1.p	EUTSA_v10004353mg
OG0003397	Carub.0006s0715.1.p	EUTSA_v10013838mg
OG0003398	Carub.0007s2869.1.p	EUTSA_v10024982mg
OG0003399	Carub.0001s1618.1.p	EUTSA_v10007415mg
OG0003400	Carub.0006s0256.1.p	EUTSA_v10012679mg
OG0003400	Carub.0004s1819.1.p	EUTSA_v10016249mg
OG0003401	Carub.0008s1054.1.p	EUTSA_v10014520mg
OG0003401	Carub.0001s1704.1.p	EUTSA_v10009625mg
OG0003402	Carub.0007s2965.1.p	EUTSA_v10026812mg
OG0003403	Carub.0006s1423.1.p	EUTSA_v10013742mg
OG0003403	Carub.0003s0162.1.p	EUTSA_v10020888mg
OG0003404	Carub.0007s3114.1.p	EUTSA_v10003466mg
OG0003405	Carub.0007s2228.1.p, Carub.0007s2211.1.p	EUTSA_v10025855mg
OG0003406	Carub.0007s3615.1.p	EUTSA_v10027971mg
OG0003407	Carub.0008s0152.1.p	EUTSA_v10011470mg
OG0003407	Carub.0005s2008.1.p, Carub.0005s2887.1.p	EUTSA_v10005900mg
OG0003408	Carub.0008s1244.1.p, Carub.0006s1429.1.p, Carub.0002s0764.1.p, Carub.0055s0004.1.p	EUTSA_v10013525mg, EUTSA_v10009656mg
OG0003409	Carub.0004s2689.1.p	EUTSA_v10001634mg, EUTSA_v10001638mg
OG0003410	Carub.0001s1744.1.p	EUTSA_v10008386mg
OG0003411	Carub.0003s0076.1.p	EUTSA_v10021032mg
OG0003411	Carub.0006s1312.1.p	EUTSA_v10013977mg
OG0003412	Carub.0006s1308.1.p	EUTSA_v10013249mg
OG0003413	Carub.0003s2050.1.p	EUTSA_v10019969mg, EUTSA_v10029118mg
OG0003413	Carub.0001s3979.1.p	EUTSA_v10011195mg
OG0003414	Carub.0005s1602.1.p	EUTSA_v10010092mg
OG0003414	Carub.0008s2660.1.p	EUTSA_v10003584mg
OG0003415	Carub.0003s1502.1.p, Carub.0008s1260.1.p	EUTSA_v10021656mg, EUTSA_v10023724mg, EUTSA_v10009807mg, EUTSA_v10009904mg, EUTSA_v10009921mg, EUTSA_v10009561mg
OG0003416	Carub.0001s1416.1.p	EUTSA_v10009257mg
OG0003416	Carub.0005s0154.1.p	EUTSA_v10005238mg
