Orthogroup	Brassica_oleracea	Thellungiella_parvula
OG0001443	Bo8g103050, Bo8g068130, Bo5g025880	Sp1g16810.1
OG0001444	Bo4g130880	Sp7g11280.1
OG0001445	Bo5g141480, Bo3g061290, Bo1g147310	Sp3g06400.1
OG0001445	Bo4g133440, Bo8g034250	Sp7g09590.1
OG0001447	Bo4g096580, Bo9g028900	Sp2g01410.1
OG0001447	Bo8g064970, Bo8g107940	Sp1g11320.1
OG0001448	Bo9g161440, Bo3g012450	Sp6g26970.1
OG0001448	Bo1g154830, Bo5g150170	Sp3g02240.1
OG0001449	Bo3g037710	Sp4g27330.1
OG0001449	Bo9g001100	Sp6g00170.1
OG0001450	Bo7g021300	Sp3g29000.1
OG0001451	Bo3g181270, Bo6g040080, Bo6g026470	Sp1g38620.1
OG0001451	Bo5g124900	Sp3g14830.1
OG0001452	Bo7g084530, Bo2g140680	Sp2g16580.1
OG0001452	Bo4g020980, Bo4g140400, Bo6g064650, Bo6g064660	Sp7g01230.1
OG0001453	Bo4g106200, Bo8g094920	Sp5g03040.1
OG0001453	Bo4g195060, Bo4g023860	Sp4g26660.1
OG0001454	Bo6g057670	SpUn0366_0010.1, SpUn0005_0310.1, SpUn0040_0020.1
OG0001454	Bo4g026730	Sp4g21350.1
OG0001455	Bo4g190050, Bo4g025270	Sp4g22690.1
OG0001455	Bo2g006950, Bo9g177140	Sp6g37430.1
OG0001456	Bo5g048560, Bo5g090610	Sp1g27770.1
OG0001457	Bo6g117860	Sp5g28780.1
OG0001458	Bo4g183310, Bo4g038570	Sp4g17730.1
OG0001458	Bo5g089420, Bo8g030150, Bo5g048840	Sp1g27910.1
OG0001459	Bo9g177020, Bo3g003450	Sp6g37220.1
OG0001459	Bo7g009660	Sp3g32260.1
OG0001460	Bo7g119160	Sp7g36390.1
OG0001460	Bo7g119170	Sp7g36400.1
OG0001461	Bo6g120590, Bo2g089930	Sp5g31650.1
OG0001462	Bo7g038800, Bo1g101220, Bo1g101150	Sp3g21960.1
OG0001463	Bo1g025790	Sp7g20130.1
OG0001463	Bo2g104520	Sp6g04200.1
OG0001464	Bo5g041660, Bo5g021350	Sp1g14100.1
OG0001464	Bo6g124420, Bo6g080560, Bo2g095790	Sp5g35160.1
OG0001465	Bo9g172310	Sp6g33160.1
OG0001465	Bo3g100670	Sp2g28040.1
OG0001465	Bo2g166510, Bo1g101490	Sp2g28050.1
OG0001466	Bo7g095170, Bo2g156280	Sp2g21330.1
OG0001466	Bo1g150220, Bo5g144960	Sp3g04810.1
OG0001467	Bo4g015870	Sp4g24470.1
OG0001467	Bo4g109760, Bo6g073190, Bo8g092230	Sp5g04890.1
OG0001468	Bo6g047920, Bo6g108860	Sp1g29040.1
OG0001469	Bo8g076210, Bo4g186740, Bo5g041400	Sp1g21600.1
OG0001469	Bo5g041340	Sp1g21590.1
OG0001470	Bo6g124520	Sp5g35350.1
OG0001470	Bo8g105920, Bo8g066540, Bo5g021150	Sp1g13990.1
OG0001472	Bo8g009500	Sp1g06130.1
OG0001472	Bo4g187340, Bo4g029850	Sp4g20330.1
OG0001473	Bo5g004280	Sp1g02890.1
OG0001473	Bo2g120770, Bo9g059470, Bo7g065810, Bo7g066880	Sp2g08800.1
OG0001474	Bo8g076580	Sp5g13980.1
OG0001474	Bo5g039830, Bo8g074980	Sp1g21180.1
OG0001475	Bo2g097520	Sp5g19200.1
OG0001476	Bo4g041160	Sp4g16470.1
OG0001476	Bo5g058510, Bo7g045680, Bo3g143830	Sp1g25130.1
OG0001477	Bo01139s060, Bo4g011450	Sp4g28250.1
OG0001477	Bo6g077830, Bo4g101220, Bo8g096080	Sp5g01830.1
OG0001478	Bo9g028010, Bo7g005040	Sp3g33300.1
OG0001478	Bo9g028000, Bo7g005050	Sp3g33280.1
OG0001479	Bo5g155240	Sp3g00730.1
OG0001479	Bo4g170720, Bo3g024280, Bo4g059870	Sp4g12610.1
OG0001480	Bo5g092890, Bo5g048310	Sp1g27560.1
OG0001480	Bo1g020220, Bo7g106470, Bo3g158580	Sp7g17820.1
OG0001482	Bo3g063840, Bo6g012180	Sp3g09150.1
OG0001482	Bo9g177360, Bo2g006840, Bo3g003210	Sp6g37700.1
OG0001483	Bo00915s040, Bo2g018160	Sp6g24830.1
OG0001483	Bo9g036800	Sp2g01810.1
OG0001483	Bo9g028670	Sp2g01800.1
OG0001484	Bo4g023920, Bo01392s010, Bo7g007160, Bo7g063490	Sp3g32580.1, Sp3g32590.1
OG0001485	Bo5g156480, Bo3g055340	Sp3g01100.1
OG0001485	Bo3g010290, Bo9g164100, Bo2g012580	Sp6g28630.1
OG0001486	Bo05319s010	Sp4g02170.1, Sp5g18570.1, Sp5g12640.1, Sp3g28210.1, Sp5g10600.1, Sp5g18110.1
OG0001487	Bo3g054870	Sp3g00110.1
OG0001487	Bo2g011670, Bo3g009600, Bo9g166190	Sp6g29930.1
OG0001488	Bo7g103990	Sp7g14170.1
OG0001488	Bo5g124840, Bo3g068450	Sp3g14900.1
OG0001489	Bo8g106450, Bo8g106400, Bo5g020270, Bo8g106460	Sp1g13310.1
OG0001490	Bo8g095040, Bo6g076870	Sp5g02950.1
OG0001490	Bo3g037350	Sp4g26760.1
OG0001491	Bo1g158730, Bo5g156340	Sp3g00880.1
OG0001491	Bo3g010120, Bo2g012410, Bo9g165360	Sp6g28920.1
OG0001492	Bo2g110330	Sp6g07030.1
OG0001492	Bo6g049460, Bo8g027480	Sp1g28680.1
OG0001493	Bo4g065760	Sp4g11950.1
OG0001493	Bo9g141020, Bo2g025180, Bo3g017620	Sp6g21680.1
OG0001494	Bo8g071470	Sp1g19915.1
OG0001494	Bo1g026920	Sp7g20260.1
OG0001494	Bo5g038520	SpUn0658_0010.1
OG0001495	Bo6g120380	Sp5g31480.1
OG0001495	Bo7g061470, Bo8g070310, Bo5g030540	Sp1g18360.1
OG0001496	Bo5g113750, Bo09687s010, Bo1g112460	Sp3g17710.1
OG0001496	Bo9g142570	Sp6g22020.1, Sp6g22010.1
OG0001497	Bo1g003400, Bo7g118750, Bo3g153210	Sp7g35440.1
OG0001497	Bo4g151080	Sp4g01820.1
OG0001498	Bo4g183380, Bo4g038370	Sp4g17810.1
OG0001498	Bo5g091840, Bo8g030320, Bo5g048350	Sp1g27600.1
OG0001499	Bo2g056020	Sp4g01290.1
OG0001500	Bo2g082550, Bo6g086470, Bo6g119370	Sp5g30380.1
OG0001500	Bo8g102700, Bo5g027480	Sp1g17340.1
OG0001501	Bo9g043970	Sp2g04160.1
OG0001501	Bo5g012160, Bo8g059580, Bo8g109380	Sp1g09330.1
OG0001502	Bo3g010810, Bo9g163640	Sp6g28160.1
OG0001502	Bo5g152620, Bo1g157340, Bo3g055620	Sp3g01490.1
OG0001503	Bo7g005600	Sp3g33020.1
OG0001503	Bo1g016300, Bo3g177120, Bo7g113780	Sp7g27370.1
OG0001504	Bo8g076950, Bo1g077070, Bo3g113420	Sp5g13580.1
OG0001504	Bo2g165470	Sp2g26390.1
OG0001505	Bo3g058850	Sp3g04080.1
OG0001505	Bo2g155260	Sp2g20650.1
OG0001506	Bo4g184720, Bo3g028590	Sp4g18110.1
OG0001506	Bo4g125490	Sp5g09930.1
OG0001507	Bo5g127230, Bo1g128550	Sp3g13560.1
OG0001507	Bo6g029220, Bo6g031080	Sp1g39590.1
OG0001508	Bo2g068240	Sp5g25630.1
OG0001508	Bo8g073800, Bo5g039540	Sp1g20820.1
OG0001509	Bo3g010710	Sp6g28330.1
OG0001509	Bo5g152730	Sp3g01350.1
OG0001510	Bo3g055020, Bo5g155020	Sp3g00400.1
OG0001510	Bo3g009780, Bo2g011850, Bo9g165920	Sp6g29600.1
OG0001511	Bo5g008590, Bo8g112780	Sp1g06580.1
OG0001511	Bo01039s010, Bo4g165420, Bo3g040220	Sp4g11330.1
OG0001512	Bo1g049470	Sp7g25510.1
OG0001512	Bo9g113920, Bo3g022290	Sp6g16130.1
OG0001513	Bo8g039370, Bo1g057390	Sp7g12960.1
OG0001513	Bo5g095810	Sp3g20300.1, Sp1g29460.1
OG0001514	Bo6g076560	Sp5g03570.1
OG0001514	Bo3g036620, Bo4g019840, Bo4g194380	Sp4g25590.1
OG0001515	Bo1g090470	Sp2g04690.1
OG0001515	Bo6g110750	Sp5g25200.1
OG0001515	Bo7g054620	Sp1g21530.1
OG0001516	Bo9g025830	Sp3g32100.1
OG0001516	Bo3g153870, Bo7g118170	Sp7g34460.1
OG0001517	Bo3g035460, Bo4g013040	Sp4g23510.1
OG0001517	Bo8g091310, Bo4g112610, Bo6g072470	Sp5g05620.1
OG0001518	Bo7g016220, Bo3g091770	Sp3g30180.1
OG0001518	Bo3g167190, Bo1g006720	Sp7g32880.1
OG0001519	Bo2g127350, Bo7g073790	Sp2g10620.1
OG0001519	Bo7g106270, Bo1g019940	Sp7g17500.1
OG0001520	Bo2g075340, Bo2g075280	Sp5g27180.1
OG0001520	Bo3g028440	Sp5g27190.1, Sp5g27170.1
OG0001521	Bo7g118730, Bo1g003460	Sp7g35390.1
OG0001521	Bo3g042310	Sp4g01880.1, SpUn0042_0030.1
OG0001522	Bo7g003920	Sp3g33400.1
OG0001522	Bo7g113450	Sp7g26940.1
OG0001523	Bo6g091530, Bo6g115860, Bo2g075690	Sp5g27460.1
OG0001523	Bo8g099850, Bo4g154510	Sp4g03390.1
OG0001524	Bo6g022410, Bo6g022380	Sp1g37460.1
OG0001524	Bo1g108970, Bo3g074840	Sp3g18340.1
OG0001525	Bo6g109000, Bo6g109010	Sp5g24620.1
OG0001525	Bo6g109020	Sp5g24630.1
OG0001527	Bo7g005770, Bo9g027680	Sp3g32880.1
OG0001527	Bo7g113870	Sp7g27520.1
OG0001528	Bo11772s010, Bo2g013980, Bo2g062660, Bo9g159820	Sp6g26440.1
OG0001528	Bo1g153650, Bo5g148780	Sp3g02640.1
OG0001529	Bo7g088640, Bo2g149400, Bo9g008990	Sp2g18100.1
OG0001529	Bo4g144150	Sp7g02910.1
OG0001530	Bo3g083130, Bo1g098860, Bo7g033260	Sp3g22080.1
OG0001531	Bo9g043910, Bo1g093180	Sp2g04050.1
OG0001531	Bo8g109240, Bo8g059670	Sp1g09520.1
OG0001532	Bo9g177510	Sp6g37810.1, Sp7g10590.1
OG0001532	Bo1g141530	Sp3g09060.1
OG0001533	Bo1g134640	Sp3g12300.1
OG0001533	Bo3g184500	Sp1g40570.1
OG0001534	Bo1g041870, Bo8g051120	Sp7g24100.1, Sp6g00090.1
OG0001534	Bo9g130660	Sp6g18770.1
OG0001535	Bo8g102720	Sp1g17300.1
OG0001535	Bo6g086500, Bo6g119310	Sp5g30330.1
OG0001536	Bo9g108720, Bo2g046230	Sp6g15180.1
OG0001536	Bo7g111650, Bo1g050910	Sp7g25790.1
OG0001537	Bo4g173310, Bo3g024770	Sp4g13160.1
OG0001539	Bo3g055480, Bo5g152830	Sp3g01240.1
OG0001539	Bo2g012640, Bo9g163980	Sp6g28520.1
OG0001540	Bo4g157480	Sp4g04360.1
OG0001540	Bo1g010760, Bo4g144040, Bo3g173510	Sp7g29830.1
OG0001541	Bo5g132550, Bo1g138350, Bo3g065540	Sp3g11600.1
OG0001542	Bo3g153970	Sp7g34340.1
OG0001542	Bo9g025930	Sp7g16020.1, Sp3g31980.1
OG0001543	Bo3g130340	Sp5g15520.1
OG0001543	Bo9g140750, Bo3g017760, Bo2g025410	Sp6g21450.1
OG0001544	Bo9g094130, Bo3g045560	Sp6g05380.1
OG0001544	Bo8g108240, Bo5g016940	Sp1g10960.1
OG0001545	Bo6g074910	Sp5g04320.1
OG0001545	Bo8g092730, Bo4g108350, Bo6g074930	Sp5g04300.1
OG0001546	Bo1g011740	Sp7g28850.1
OG0001546	Bo8g099910, Bo4g154370	Sp4g03250.1
OG0001547	Bo3g002070	Sp6g39740.1
OG0001547	Bo1g144410, Bo5g138190	Sp3g07950.1
OG0001548	Bo7g110450, Bo1g040340	Sp7g23650.1
OG0001548	Bo9g107140	Sp6g14650.1
OG0001549	Bo7g089640	Sp1g24280.1
OG0001550	Bo2g064500, Bo6g110360	Sp5g24880.1
OG0001550	Bo5g045210, Bo8g076370	Sp1g21860.1
OG0001551	Bo4g137520	Sp3g00750.1
OG0001552	Bo5g137330, Bo3g062720, Bo1g143800	Sp3g08800.1
OG0001552	Bo2g006560, Bo3g002840, Bo9g178800	Sp6g38280.1
OG0001553	Bo5g072530	Sp1g35210.1
OG0001553	Bo3g068930	Sp3g15670.1
OG0001554	Bo6g116150	Sp5g27800.1
OG0001554	Bo8g067280, Bo5g023860, Bo8g104830	Sp1g15660.1
OG0001555	Bo3g065520, Bo1g138380, Bo5g132570	Sp3g11580.1
OG0001556	Bo3g185790, Bo01075s040	Sp1g41760.1
OG0001556	Bo3g065170	Sp3g11000.1
OG0001557	Bo2g048350	Sp6g13790.1
OG0001558	Bo9g058870, Bo4g076670	Sp2g07870.1
OG0001559	Bo6g030940	SpUn0602_0010.1
OG0001559	Bo1g128450, Bo3g066850, Bo5g127040	Sp3g13750.1
OG0001560	Bo8g101150	SpUn0131_0010.1
OG0001560	Bo1g003090	Sp7g35820.1
OG0001561	Bo7g064840, Bo7g097340, Bo7g097330	Sp5g14640.1
OG0001562	Bo30897s010	SpUn1948_0010.1
OG0001564	Bo7g105300, Bo7g105310, Bo7g105330, Bo7g105290	Sp7g16400.1, Sp7g16410.1
OG0001564	Bo10051s010	Sp7g16420.1
OG0001564	Bo7g105770	Sp7g16000.1
OG0001565	Bo9g078470, Bo3g048710, Bo3g048730	Sp6g04890.1
OG0001567	Bo2g068150, Bo6g111020	Sp5g25500.1
OG0001567	Bo5g039750, Bo7g056020	Sp1g21110.1
OG0001568	Bo9g161480	Sp6g27010.1
OG0001568	Bo5g150180	Sp3g02230.1
OG0001569	Bo6g116180	Sp5g27830.1
OG0001569	Bo8g067310, Bo5g023890	Sp1g15690.1
OG0001570	Bo4g013150	Sp4g23600.1
OG0001570	Bo00866s020, Bo00866s030	Sp5g05560.1
OG0001571	Bo2g070850, Bo6g094430	Sp5g26300.1
OG0001571	Bo8g071630, Bo7g056530	Sp1g20440.1
OG0001572	Bo4g190110	Sp4g22760.1
OG0001572	Bo8g090620	Sp5g06300.1
OG0001573	Bo00875s030, Bo00875s040	Sp7g15220.1
OG0001573	Bo4g036210, Bo4g184550	Sp4g17980.1
OG0001574	Bo3g003340	Sp6g37380.1
OG0001574	Bo1g141300	Sp3g09370.1
OG0001575	Bo8g059480, Bo8g059870	Sp1g05850.1
OG0001575	Bo2g080840	Sp1g09440.1
OG0001576	Bo2g024570	Sp6g22430.1, Sp6g22420.1
OG0001576	Bo3g120730	Sp5g16250.1
OG0001577	Bo3g012070	Sp6g27660.1
OG0001577	Bo3g055850, Bo5g151470	Sp3g01840.1
OG0001579	Bo8g038070, Bo1g058960	Sp7g12580.1
OG0001579	Bo1g103440, Bo5g093080	Sp3g20760.1
OG0001580	Bo5g039500	Sp1g20780.1
OG0001580	Bo8g059630, Bo8g109300	Sp1g09580.1
OG0001581	Bo7g077410, Bo9g069410	Sp2g12030.1
OG0001581	Bo8g049450, Bo1g017580	Sp7g16670.1
OG0001582	Bo4g137510, Bo00667s160	Sp7g03100.1
OG0001583	Bo2g104640	Sp6g04330.1
OG0001583	Bo9g077970, Bo3g064120	Sp6g04340.1
OG0001584	Bo2g013060	Sp6g27770.1
OG0001584	Bo5g151520, Bo1g156180	Sp3g01760.1
OG0001585	Bo3g064100, Bo5g136660	Sp3g09580.1
OG0001585	Bo9g176870, Bo3g003510	Sp6g37080.1
OG0001586	Bo4g195890	Sp4g27940.1
OG0001586	Bo8g095870, Bo4g101440	Sp5g02060.1
OG0001587	Bo6g119780, Bo2g085240	Sp5g30780.1
OG0001587	Bo7g061980	Sp1g17720.1
OG0001588	Bo4g184810, Bo2g156080	Sp1g41680.1
OG0001589	Bo6g086410	Sp5g30510.1
OG0001589	Bo7g062250, Bo5g027660	Sp1g17490.1
OG0001590	Bo7g024240	Sp3g28400.1
OG0001590	Bo4g038800, Bo4g183140	Sp4g17460.1
OG0001591	Bo3g082070	Sp3g21970.1
OG0001591	Bo3g027200, Bo4g043950	Sp4g15510.1
OG0001592	Bo6g117950	Sp5g28870.1
OG0001592	Bo8g067620, Bo8g104550	Sp1g16070.1
OG0001593	Bo3g107060	Sp2g26060.1
OG0001593	Bo3g113730, Bo8g076650, Bo1g073610	Sp5g13920.1
OG0001594	Bo4g052170, Bo3g025180, Bo4g176450	Sp4g13840.1
OG0001594	Bo8g114800, Bo5g007190	Sp1g04890.1
OG0001595	Bo8g060080	Sp1g10050.1
OG0001595	Bo5g014670	Sp1g09990.1
OG0001595	Bo5g014750	Sp1g10060.1
OG0001596	Bo3g185490	Sp1g41310.1
OG0001596	Bo1g138430, Bo5g132630	Sp3g11520.1
OG0001597	Bo8g115810	Sp1g02810.1
OG0001597	Bo7g067020, Bo2g120840	Sp2g08890.1
OG0001597	Bo9g059560	Sp2g08900.1
OG0001598	Bo4g117130, Bo6g068540, Bo8g088450	Sp5g07310.1
OG0001598	Bo4g117050	Sp5g07290.1
OG0001599	Bo4g098830	Sp5g01110.1
OG0001599	Bo3g039540, Bo4g198480, Bo00802s110	Sp4g29140.1
OG0001600	Bo8g076850	Sp5g13690.1
OG0001600	Bo3g104690, Bo2g165450	Sp2g26290.1
OG0001601	Bo7g097890	Sp2g23990.1
OG0001601	Bo9g174660, Bo3g004780, Bo2g008960	Sp6g34740.1
OG0001603	Bo1g094270	Sp2g03970.1
OG0001603	Bo8g109310	Sp1g09430.1
OG0001604	Bo5g003490	Sp1g01890.1
OG0001604	Bo3g052510, Bo9g005850, Bo2g100550	Sp6g02380.1
OG0001605	Bo9g157270	Sp6g25990.1
OG0001605	Bo3g013070	Sp6g25970.1
OG0001606	Bo3g125120	Sp5g19920.1
OG0001606	Bo6g056500, Bo8g030350, Bo4g136030	Sp7g05910.1
OG0001608	Bo7g038940	Sp3g21560.1, Sp3g21570.1
OG0001608	Bo4g129600	Sp7g11670.1
OG0001609	Bo3g003850	Sp6g36520.1
OG0001609	Bo1g139890, Bo5g136270	Sp3g09890.1
OG0001610	Bo01135s010, Bo7g062490	Sp3g32600.1
OG0001610	Bo1g014680	Sp7g27790.1
OG0001611	Bo3g045490, Bo9g093950	Sp6g05570.1
OG0001611	Bo7g108330, Bo1g031810	Sp7g20980.1
OG0001612	Bo1g046670, Bo8g051410	Sp7g24740.1
OG0001612	Bo2g040130, Bo9g120280, Bo3g021630	Sp6g17160.1
OG0001613	Bo7g054530	Sp1g21700.1
OG0001613	Bo6g095120, Bo6g110490, Bo2g064700	Sp5g24980.1
OG0001614	Bo1g006520	Sp7g33160.1
OG0001614	Bo1g020030	Sp7g17610.1
OG0001615	Bo8g077210	Sp5g13330.1
OG0001615	Bo9g017710, Bo2g165710	Sp2g26590.1
OG0001616	Bo9g070270, Bo2g134450	Sp2g13060.1
OG0001616	Bo8g063720, Bo5g020280	Sp1g13330.1
OG0001617	Bo1g134360, Bo5g130400	Sp3g12640.1
OG0001617	Bo6g031670, Bo3g184260	Sp1g40260.1
OG0001618	Bo6g084850, Bo6g120700	Sp5g31760.1
OG0001618	Bo7g059750, Bo8g070540, Bo5g030950	Sp1g18700.1
OG0001619	Bo7g085840, Bo7g085800, Bo9g008310	Sp2g16760.1
OG0001619	Bo4g140230	Sp7g01460.1
OG0001620	Bo5g004010, Bo5g004000	Sp1g02580.1
OG0001620	Bo9g007650, Bo9g007640	Sp6g03550.1
OG0001622	Bo3g039130, Bo4g010420	Sp4g28310.1
OG0001622	Bo6g077860	Sp5g01810.1
OG0001623	Bo7g031060	Sp3g22960.1
OG0001623	Bo4g133380	Sp7g09690.1
OG0001624	Bo1g157450	Sp3g01370.1
OG0001624	Bo3g010720, Bo9g163790	Sp6g28320.1
OG0001625	Bo9g059830, Bo2g124320	Sp2g09140.1
OG0001625	Bo01143s020	Sp7g19070.1
OG0001626	Bo9g059220	Sp2g08340.1
OG0001626	Bo8g002870	Sp1g03150.1
OG0001627	Bo3g037150	Sp4g26260.1
OG0001627	Bo6g076770, Bo8g094670	Sp5g03190.1
OG0001628	Bo5g016470	Sp1g11450.1
OG0001628	Bo7g083830	Sp2g15810.1
OG0001629	Bo9g097170	Sp6g12910.1
OG0001629	Bo7g109890, Bo8g050520, Bo1g039530	Sp7g23010.1
OG0001630	Bo4g143820, Bo4g136480	Sp7g04760.1
OG0001630	Bo2g052660, Bo6g099670	Sp5g21120.1
OG0001631	Bo8g079550	Sp5g12020.1
OG0001631	Bo7g063900	Sp2g29430.1
OG0001632	Bo9g174870	Sp6g34950.1
OG0001632	Bo9g014480, Bo2g161330, Bo7g098350	Sp2g24380.1
OG0001633	Bo7g082700, Bo00285s340	Sp2g15650.1
OG0001633	Bo3g031310, Bo4g186420	Sp4g19080.1
OG0001635	Bo7g014920, Bo3g092260	Sp3g30490.1
OG0001635	Bo1g006600, Bo7g117300	Sp7g33050.1
OG0001636	Bo9g173530	Sp6g33360.1, SpUn0247_0030.1
OG0001636	Bo9g018550, Bo00615s200, Bo3g099440	Sp2g28300.1
OG0001637	Bo3g047140	Sp6g08910.1
OG0001638	Bo6g016950, Bo00685s030	Sp1g35910.1
OG0001638	Bo1g117460	Sp3g16640.1
OG0001639	Bo4g182750, Bo3g027780	Sp4g16870.1
OG0001639	Bo5g062450, Bo3g147730, Bo3g147640	Sp1g26000.1
OG0001640	Bo1g057260	Sp7g13150.1
OG0001640	Bo1g105250, Bo5g098160	Sp3g20060.1
OG0001641	Bo5g138220	Sp3g07920.1
OG0001641	Bo2g016550, Bo3g013200	Sp6g25810.1
OG0001642	Bo8g114360	Sp1g05860.1
OG0001642	Bo4g058480, Bo3g024580, Bo4g173040	Sp4g12980.1
OG0001643	Bo9g037320, Bo9g028460, Bo4g093050	Sp2g02150.1
OG0001644	Bo9g035530	Sp2g01160.1
OG0001644	Bo6g065060	SpUn0010_0170.1, Sp7g00690.1, SpUn0010_0180.1, Sp7g00700.1
OG0001645	Bo4g069290, Bo4g166650	Sp4g11550.1
OG0001645	Bo5g008450, Bo8g010760	Sp4g02870.1
OG0001646	Bo7g105060	Sp7g16900.1
OG0001646	Bo7g077680, Bo2g132450	Sp2g12270.1
OG0001647	Bo3g097830, Bo2g168210	Sp2g28770.1
OG0001647	Bo1g003330, Bo7g118780	Sp7g35510.1
OG0001648	Bo1g147660, Bo5g143120, Bo3g060880	Sp3g05830.1
OG0001648	Bo2g150460, Bo01327s020	Sp2g19450.1
OG0001649	Bo2g023600	Sp6g23240.1
OG0001649	Bo7g116050, Bo1g008330	Sp7g30930.1
OG0001650	Bo5g003130	Sp1g01470.1
OG0001650	Bo9g004410, Bo3g052910	Sp6g01830.1
OG0001651	Bo9g062610	Sp2g10520.1
OG0001651	Bo7g106420	Sp7g17700.1
OG0001652	Bo4g021680	Sp4g26500.1
OG0001652	Bo8g094870, Bo4g106310	Sp5g03100.1
OG0001653	Bo7g095710, Bo9g011210	Sp2g21820.1
OG0001653	Bo9g170060, Bo2g010530	Sp6g32020.1
OG0001654	Bo1g153510	Sp3g02780.1
OG0001654	Bo3g004680, Bo2g008880, Bo9g174820	Sp6g34870.1
OG0001655	Bo9g078130, Bo3g048600	Sp6g04460.1
OG0001655	Bo1g025900	Sp7g20220.1
OG0001656	Bo9g174050	Sp6g33920.1
OG0001656	Bo9g018010, Bo7g065500	Sp2g27280.1
OG0001657	Bo5g017290, Bo8g062490, Bo8g108460	Sp1g10710.1
OG0001657	Bo9g037330	Sp2g02160.1
OG0001658	Bo3g152870	Sp7g35790.1
OG0001658	Bo8g101130, Bo4g149670	Sp4g01450.1
OG0001659	Bo5g007320	Sp1g04990.1
OG0001659	Bo3g025100	Sp4g13670.1
OG0001660	Bo6g120740, Bo2g091040, Bo2g091050	Sp5g31800.1
OG0001660	Bo6g120750, Bo6g083780	Sp5g31810.1
OG0001661	Bo3g031800	Sp4g19870.1
OG0001661	Bo4g121650, Bo8g083050	Sp5g08670.1
OG0001662	Bo4g153980, Bo8g100250	Sp4g02740.1
OG0001663	Bo4g056270, Bo4g173280, Bo3g024730	Sp4g13130.1
OG0001664	Bo4g039080	Sp4g17300.1
OG0001664	Bo5g065700	SpUn0157_0030.1
OG0001665	Bo9g173550, Bo2g009670	Sp6g33370.1
OG0001665	Bo3g099410, Bo9g018570, Bo00615s190	Sp2g28310.1
OG0001666	Bo1g019420	Sp7g15770.1
OG0001666	Bo7g075170, Bo9g063060	Sp2g11110.1
OG0001667	Bo4g098490	Sp5g00680.1
OG0001668	Bo1g045400	Sp7g24530.1
OG0001668	Bo2g037630	Sp6g17840.1
OG0001669	Bo4g065890, Bo4g168000	Sp4g11830.1
OG0001670	Bo2g008840, Bo4g181830, Bo2g092650	Sp6g35010.1, Sp6g35000.1, SpUn0847_0010.1
OG0001671	Bo9g023690, Bo9g023710	Sp3g28110.1, Sp3g28220.1
OG0001671	Bo7g116480	Sp7g31630.1
OG0001672	Bo1g101290, Bo2g044570, Bo7g039020	Sp3g21510.1
OG0001672	Bo8g023150	Sp7g11750.1
OG0001673	Bo4g015960	Sp4g24530.1
OG0001673	Bo8g092430	Sp5g04600.1
OG0001674	Bo8g043510, Bo1g054930	Sp7g14780.1, SpUn0413_0020.1
OG0001675	Bo3g076320, Bo1g108330	Sp3g19010.1
OG0001676	Bo8g079570	Sp5g11960.1
OG0001676	Bo8g079560, Bo7g099210	Sp5g12000.1
OG0001677	Bo4g086620, Bo1g095760	Sp2g03320.1, SpUn0101_0020.1
OG0001678	Bo6g065010	SpUn0010_0210.1, Sp7g00730.1
OG0001678	Bo9g029060, Bo4g096620	Sp2g01180.1
OG0001679	Bo4g016130, Bo3g036070, Bo4g191630	Sp4g24630.1
OG0001680	Bo3g164180, Bo7g107810, Bo1g027000	Sp7g20290.1
OG0001681	Bo9g153820, Bo2g017920	Sp6g25050.1
OG0001681	Bo2g010860, Bo3g007550, Bo9g169570	Sp6g31460.1
OG0001682	Bo5g076250, Bo8g011510	Sp1g36340.1
OG0001683	Bo9g119130, Bo3g021720, Bo2g041270	Sp6g17020.1
OG0001683	Bo1g047790, Bo8g051490	Sp7g24840.1
OG0001684	Bo3g009160, Bo3g009170, Bo2g011280, Bo9g166770	Sp6g30590.1
OG0001685	Bo5g030840	Sp1g18620.1
OG0001686	Bo3g044790	Sp6g06950.1
OG0001686	Bo3g044760, Bo9g088430, Bo9g088450	Sp6g06970.1
OG0001687	Bo2g149960	Sp2g18820.1
OG0001687	Bo5g141500, Bo3g061270	Sp3g06380.1
OG0001687	Bo1g147320	Sp3g06370.1
OG0001688	Bo5g003400	Sp1g01800.1
OG0001688	Bo3g052590, Bo9g005720, Bo2g100440	Sp6g02260.1
OG0001689	Bo4g104820, Bo8g095470	Sp5g02500.1
OG0001690	Bo9g093980	Sp6g05520.1
OG0001690	Bo1g031780, Bo7g108290, Bo3g165660	Sp7g20940.1
OG0001692	Bo1g020340	Sp7g18890.1
OG0001692	Bo5g003730	Sp1g02280.1
OG0001693	Bo6g118350, Bo2g080900	Sp5g29310.1
OG0001693	Bo5g025570, Bo8g104300, Bo8g067910	Sp1g16520.1
OG0001694	Bo6g072720	Sp5g05430.1
OG0001694	Bo9g181470, Bo2g005360, Bo00983s010	Sp6g38720.1
OG0001695	Bo7g100610, Bo1g060640, Bo8g080370	Sp5g11320.1
OG0001696	Bo1g019570, Bo3g156990	Sp7g15610.1
OG0001696	Bo7g074000	Sp2g10940.1
OG0001696	Bo7g074010	Sp2g10950.1
OG0001697	Bo8g104850	Sp1g15590.1
OG0001697	Bo6g116060, Bo6g091370	Sp5g27690.1
OG0001698	Bo4g015820	Sp4g24410.1
OG0001698	Bo6g073280, Bo4g109720, Bo8g092300	Sp5g04830.1
