Orthogroup	Brassica_oleracea	Tarenaya_hassleriana
OG0001902	Bo5g022210, Bo8g066830, Bo2g094730, Bo6g122380	Th2v23311, Th2v05671, Th2v10081
OG0001903	Bo2g150100, Bo7g089370	Th2v24793
OG0001903	Bo3g083950	Th2v25272
OG0001904	Bo1g017700, Bo9g069290, Bo2g132110	Th2v27201, Th2v17054, Th2v10637
OG0001905	Bo5g021690, Bo5g021710, Bo6g080980	Th2v05646, Th2v23346
OG0001906	Bo1g019820, Bo3g083270	Th2v19543, Th2v25321
OG0001907	Bo8g068490, Bo5g027410, Bo8g102770, Bo6g086560	Th2v05863, Th2v20965
OG0001908	Bo1g002720, Bo1g002700, Bo9g009410, Bo7g119050, Bo7g119060, Bo6g106920	Th2v03212
OG0001909	Bo5g133190, Bo3g065110, Bo3g185860	Th2v24492, Th2v13415, Th2v23589
OG0001910	Bo5g019630, Bo7g080490, Bo2g136330	Th2v00081
OG0001912	Bo5g135080, Bo1g139770, Bo9g176030	Th2v14325, Th2v22149, Th2v17684
OG0001913	Bo00576s170, Bo6g067580, Bo4g030570, Bo4g186920, Bo3g031720	Th2v16966
OG0001914	Bo9g174410, Bo9g014040, Bo7g097550	Th2v11844, Th2v24146
OG0001915	Bo9g177180, Bo5g136960	Th2v14393, Th2v22221, Th2v20199
OG0001916	Bo2g138840, Bo5g017510, Bo8g107400	Th2v00210, Th2v06444, Th2v15143
OG0001917	Bo2g109080, Bo1g037250, Bo3g154290, Bo7g109170	Th2v04586, Th2v04585, Th2v10868
OG0001918	Bo01576s030	Th2v08988
OG0001918	Bo4g027130, Bo3g032610	Th2v17027
OG0001919	Bo9g151920	Th2v19001
OG0001920	Bo00790s060, Bo3g005420, Bo9g173460, Bo2g009700	Th2v13641, Th2v24234
OG0001921	Bo5g016740, Bo00834s030	Th2v04878, Th2v06032, Th2v14740
OG0001922	Bo8g071260, Bo5g035090	Th2v27985
OG0001922	Bo8g025610	Th2v04767, Th2v17165
OG0001923	Bo3g032040, Bo06238s010, Bo4g187240	Th2v03691, Th2v14594
OG0001924	Bo3g137060, Bo1g076850, Bo3g107220, Bo9g015170	Th2v14009
OG0001925	Bo10476s010, Bo8g090280, Bo3g034700, Bo4g188780	Th2v03387, Th2v06710, Th2v15408
OG0001926	Bo4g182230, Bo4g182210, Bo4g061110, Bo7g048310, Bo5g054730	Th2v01287, Th2v26479
OG0001927	Bo7g096090, Bo3g006930	Th2v28987
OG0001927	Bo9g152040, Bo2g020760	Th2v18027
OG0001928	Bo1g141050, Bo5g136580, Bo9g176560	Th2v08751, Th2v14356, Th2v22180
OG0001929	Bo7g063530, Bo3g175810, Bo7g114160	Th2v01703, Th2v02153
OG0001930	Bo9g175130, Bo9g135040, Bo2g028610	Th2v17783
OG0001931	Bo1g005560, Bo3g094120, Bo9g026070	Th2v02419, Th2v03025, Th2v21530
OG0001932	Bo8g011330, Bo5g115590, Bo3g071980, Bo1g114920	Th2v29985
OG0001933	Bo01320s030, Bo1g117590, Bo3g071510	Th2v25563, Th2v26382, Th2v27725
OG0001934	Bo1g070830, Bo9g139410	Th2v18769, Th2v18770, Th2v21289
OG0001935	Bo5g003310, Bo8g117360, Bo3g052680	Th2v07913, Th2v16310
OG0001936	Bo7g114520, Bo4g154080	Th2v01756, Th2v02124
OG0001937	Bo7g084390, Bo9g008210, Bo4g140480, Bo6g064740	Th2v06395, Th2v15094, Th2v28895
OG0001938	Bo3g022570, Bo9g111400, Bo7g111610	Th2v26962, Th2v28352
OG0001939	Bo2g008990, Bo3g004830, Bo9g174530, Bo7g097820	Th2v11852
OG0001940	Bo00796s040, Bo6g087980	Th2v05933, Th2v21054, Th2v31121
OG0001941	Bo4g030150	Th2v03688
OG0001941	Bo4g030190, Bo3g031960	Th2v16931
OG0001942	Bo4g187300, Bo4g029890	Th2v03697, Th2v14584
OG0001943	Bo8g004730, Bo4g177620, Bo4g048450	Th2v21265, Th2v15959, Th2v08147
OG0001944	Bo7g009510, Bo1g014380, Bo3g175650, Bo3g032390	Th2v01728, Th2v12439
OG0001945	Bo6g068170	Th2v06581
OG0001945	Bo4g142280	Th2v06580, Th2v15280
OG0001946	Bo7g073880, Bo1g019850, Bo3g157260	Th2v16555, Th2v07383, Th2v10694
OG0001947	Bo6g121340, Bo5g034770	Th2v05701, Th2v20786
OG0001948	Bo3g179510, Bo6g022260, Bo5g111230	Th2v16999
OG0001949	Bo9g169630, Bo3g013700, Bo9g153690	Th2v07733, Th2v15568, Th2v24464
OG0001950	Bo5g027310, Bo6g086710, Bo2g082430, Bo6g119150	Th2v05869, Th2v20972, Th2v03779, Th2v19818
OG0001951	Bo8g099270, Bo7g115580, Bo1g010770	Th2v01859, Th2v02060, Th2v11105
OG0001952	Bo1g002970, Bo3g152800, Bo7g118840, Bo4g149550	Th2v02354, Th2v03181
OG0001953	Bo5g030850, Bo6g084870, Bo2g090990	Th2v09801
OG0001954	Bo5g021450, Bo6g080720, Bo2g095650, Bo6g124200	Th2v10172
OG0001955	Bo9g088380, Bo07246s010, Bo7g061240, Bo01968s010, Bo3g044730	Th2v16852, Th2v04627, Th2v10904
OG0001956	Bo8g106600, Bo7g079960	Th2v05408, Th2v00050, Th2v06531, Th2v15230
OG0001957	Bo4g112820, Bo4g112830, Bo6g072290, Bo8g091020, Bo8g091010, Bo6g072270	Th2v13132, Th2v13133, Th2v27474, Th2v27473, Th2v27472
OG0001958	Bo7g055930, Bo5g039850, Bo5g039890, Bo5g039880	Th2v25036
OG0001959	Bo5g051970, Bo7g049950, Bo3g141480, Bo5g051980, Bo7g049940	Th2v28204, Th2v29790
OG0001960	Bo4g179430, Bo3g026790, Bo4g045670	Th2v08075, Th2v16067
OG0001961	Bo7g054630, Bo5g041190, Bo6g110760	Th2v04012
OG0001962	Bo9g024580, Bo3g093570, Bo7g117540	Th2v02471, Th2v12182
OG0001963	Bo4g194150, Bo3g036490, Bo4g107910, Bo8g093220	Th2v06909, Th2v13318, Th2v25950
OG0001964	Bo7g077640, Bo9g069550, Bo9g069560	Th2v10585, Th2v10619, Th2v17091
OG0001965	Bo6g120610, Bo8g070520, Bo5g030830, Bo7g061260	Th2v05759, Th2v20852, Th2v09800
OG0001966	Bo3g162200, Bo1g022380, Bo9g060040, Bo7g067700	Th2v04306, Th2v16634
OG0001967	Bo3g039170, Bo4g009370, Bo4g101280	Th2v12908, Th2v22603
OG0001968	Bo7g070040, Bo9g061100, Bo1g021730	Th2v07361, Th2v10719, Th2v04260
OG0001969	Bo9g154700, Bo5g143530, Bo1g148960	Th2v11335, Th2v18390
OG0001970	Bo5g021860, Bo6g123700, Bo6g081120	Th2v05648, Th2v10113
OG0001971	Bo5g008000, Bo3g024260, Bo4g059910, Bo4g170690	Th2v01117, Th2v07465, Th2v15805
OG0001972	Bo5g127310, Bo9g137270, Bo1g129690, Bo6g031220, Bo6g029290	Th2v22028
OG0001973	Bo4g109680, Bo4g109690, Bo8g092330, Bo4g015780	Th2v13224, Th2v25861
OG0001974	Bo6g114700, Bo6g092650, Bo8g071530	Th2v21154, Th2v27946
OG0001975	Bo3g095300, Bo9g025790, Bo9g073190, Bo7g009720	Th2v01743
OG0001976	Bo3g135910, Bo2g164280, Bo9g015020	Th2v13991, Th2v24001
OG0001977	Bo9g060020, Bo7g067580, Bo1g022460, Bo3g162270	Th2v16641
OG0001978	Bo6g053700, Bo3g079940, Bo5g098400, Bo01540s020	Th2v19308, Th2v18204, Th2v24614
OG0001979	Bo2g149510, Bo9g009100, Bo7g088790, Bo4g137440	Th2v00463, Th2v06313, Th2v15012
OG0001980	Bo5g136440, Bo1g153390, Bo1g153330, Bo1g153290, Bo9g157390	Th2v09162
OG0001981	Bo2g136900, Bo7g081130, Bo8g065800	Th2v00129, Th2v28702
OG0001982	Bo7g110650, Bo1g041830, Bo7g110640	Th2v30388, Th2v30390, Th2v30787
OG0001983	Bo2g041230, Bo8g051450, Bo1g047760	Th2v05490, Th2v09430
OG0001984	Bo5g020380, Bo8g106340, Bo2g134250, Bo7g078380	Th2v00021, Th2v05432
OG0001985	Bo5g020290, Bo2g134420, Bo9g070240, Bo7g078570	Th2v00027, Th2v05424
OG0001986	Bo6g125770, Bo6g080140	Th2v07785
OG0001986	Bo2g010270, Bo9g171500	Th2v11112
OG0001987	Bo9g176900, Bo1g141120, Bo5g136680	Th2v14367, Th2v22192, Th2v20234
OG0001988	Bo8g101840, Bo7g119470, Bo1g002260, Bo3g149690	Th2v02310, Th2v03263, Th2v12568
OG0001989	Bo5g096880, Bo5g095790, Bo04512s010, Bo1g105030	Th2v19348, Th2v18664, Th2v24599
OG0001990	Bo5g025270, Bo8g067770, Bo2g080620, Bo6g116820	Th2v09941, Th2v29480
OG0001992	Bo4g024580, Bo8g095540, Bo4g103670	Th2v07047, Th2v18125, Th2v12832, Th2v22520
OG0001993	Bo8g010980, Bo5g008830, Bo8g112600, Bo4g164880	Th2v17919, Th2v18878, Th2v01044, Th2v08357
OG0001994	Bo3g135830, Bo6g118800, Bo6g086950, Bo2g082150	Th2v11914, Th2v13979
OG0001995	Bo8g117280, Bo3g052600, Bo2g100430	Th2v07932
OG0001996	Bo2g012160, Bo5g155090, Bo1g158950	Th2v07000, Th2v18162, Th2v24708
OG0001997	Bo7g105630, Bo1g019130, Bo2g130240, Bo7g075540	Th2v16503, Th2v27165
OG0001998	Bo1g017490, Bo7g113110, Bo8g054320, Bo5g004100	Th2v12664
OG0001999	Bo1g046430, Bo3g021300, Bo2g037640	Th2v09481, Th2v09480, Th2v21675
OG0002000	Bo6g121190, Bo2g092430, Bo5g034540	Th2v05718, Th2v20806
OG0002001	Bo2g136600, Bo7g080800, Bo5g019480, Bo8g106850	Th2v00098, Th2v06498, Th2v15195
OG0002002	Bo7g106800, Bo1g021930, Bo1g021880, Bo7g106790, Bo1g021870	Th2v07358, Th2v10722
OG0002004	Bo7g040950, Bo8g032170	Th2v19333, Th2v05847, Th2v20945, Th2v19334
OG0002005	Bo4g107860	Th2v08911
OG0002005	Bo6g076550, Bo8g094310, Bo9g041020, Bo3g036600, Bo4g194350	Th2v19997, Th2v06920, Th2v13344, Th2v25967
OG0002007	Bo9g157440, Bo5g148550, Bo1g153450	Th2v18520
OG0002008	Bo7g111630, Bo1g050890, Bo2g044740, Bo2g044730	Th2v26957, Th2v28361
OG0002009	Bo00796s050, Bo6g116500, Bo8g104620, Bo00831s120	Th2v09963
OG0002010	Bo5g139680, Bo3g062320, Bo1g144850	Th2v08968
OG0002011	Bo6g027680, Bo5g126360, Bo1g123650, Bo3g179800	Th2v21926
OG0002012	Bo1g046450, Bo9g121120, Bo2g037650	Th2v21674
OG0002013	Bo2g101790, Bo3g052500, Bo9g005870	Th2v16278
OG0002014	Bo7g073780, Bo9g062720, Bo1g019970	Th2v27282
OG0002015	Bo5g130430, Bo1g134420, Bo1g134400, Bo6g050690	Th2v00919, Th2v23720
OG0002016	Bo1g039300, Bo7g109740	Th2v26811, Th2v30182, Th2v31505
OG0002017	Bo4g060000, Bo5g008040, Bo8g114250	Th2v08248
OG0002018	Bo3g143200, Bo7g065020, Bo8g081850, Bo7g100800	Th2v11662, Th2v14159, Th2v26727
OG0002019	Bo3g099080, Bo2g168290, Bo9g171980, Bo2g009910	Th2v11765, Th2v13593
OG0002020	Bo5g003970, Bo9g007580, Bo00940s050	Th2v07991
OG0002021	Bo4g018460, Bo6g076200	Th2v13297, Th2v25930, Th2v03522, Th2v06891
OG0002022	Bo6g050700, Bo6g031750, Bo3g066080	Th2v00920
OG0002023	Bo1g124880, Bo5g126540, Bo6g028110, Bo6g039690	Th2v21952
OG0002024	Bo9g178840, Bo1g143780	Th2v20130
OG0002025	Bo8g038280, Bo1g057630	Th2v19364, Th2v24593
OG0002026	Bo3g149320	Th2v12622
OG0002026	Bo4g072040, Bo4g164950	Th2v11010, Th2v29634
OG0002027	Bo6g121000, Bo8g070880, Bo7g059430, Bo5g034300	Th2v30750, Th2v09834, Th2v05728, Th2v20816
OG0002028	Bo7g067720, Bo7g107110	Th2v10748, Th2v16633
OG0002029	Bo9g165850, Bo2g013200	Th2v20417
OG0002029	Bo4g006960	Th2v10900, Th2v07227, Th2v12957, Th2v22655
OG0002030	Bo1g117430, Bo3g071650, Bo5g117370	Th2v25576
OG0002031	Bo2g023160, Bo3g015340, Bo01284s020, Bo3g127290	Th2v21474
OG0002032	Bo9g118960, Bo8g051560, Bo7g111220, Bo1g047830	Th2v21625
OG0002033	Bo6g118230, Bo5g025460, Bo8g067840, Bo8g104390	Th2v09899, Th2v23511
OG0002034	Bo2g057630	Th2v18826
OG0002035	Bo7g111350, Bo3g022110, Bo2g041780	Th2v28297, Th2v20404
OG0002036	Bo8g108260, Bo00758s090, Bo5g016980	Th2v06019, Th2v14728, Th2v04901, Th2v20568
OG0002037	Bo2g127040, Bo3g158710, Bo1g021460	Th2v04241
OG0002038	Bo6g052570	Th2v23575
OG0002039	Bo5g038890, Bo7g057680, Bo6g113060, Bo2g072950	Th2v27897
OG0002040	Bo6g083370, Bo6g121250, Bo2g092480	Th2v05712, Th2v20799, Th2v09858
OG0002041	Bo9g154220, Bo00629s020, Bo3g060430, Bo5g144740	Th2v24640, Th2v11288, Th2v18412
OG0002042	Bo9g176630	Th2v22183
OG0002042	Bo4g025920, Bo3g034430	Th2v03367, Th2v22347
OG0002043	Bo3g021480, Bo1g046520, Bo7g111010	Th2v09453, Th2v05498, Th2v21658
OG0002044	Bo01510s010, Bo6g022590, Bo5g108550, Bo1g036940, Bo1g108830	Th2v24428
OG0002047	Bo8g071540, Bo3g138520, Bo7g057870, Bo5g038660	Th2v27942
OG0002048	Bo4g182860, Bo4g039290, Bo7g042330, Bo5g064370	Th2v01408, Th2v27871
OG0002049	Bo8g067290, Bo2g078980, Bo6g116160	Th2v26107, Th2v09995, Th2v23260
OG0002050	Bo4g012780, Bo8g090850	Th2v03423, Th2v06753, Th2v15452
OG0002052	Bo5g039510, Bo8g073750, Bo00877s030, Bo2g068310	Th2v25060, Th2v25700
OG0002053	Bo6g076760, Bo4g021320, Bo4g194840	Th2v07128, Th2v18053, Th2v13397, Th2v26013
OG0002054	Bo4g120100, Bo8g083520	Th2v06622, Th2v15321
OG0002055	Bo3g141440, Bo7g049960, Bo5g051940, Bo5g051960	Th2v03886, Th2v31422, Th2v28202
OG0002056	Bo5g134720, Bo1g139580, Bo3g064770	Th2v17715, Th2v08694, Th2v14311, Th2v22136
OG0002057	Bo8g067810, Bo6g087760, Bo8g110660	Th2v05924, Th2v21043
OG0002059	Bo9g176100, Bo1g150420, Bo3g060160	Th2v08717, Th2v20307
OG0002060	Bo9g178860, Bo2g006600, Bo1g143770	Th2v20132, Th2v14408, Th2v22236
OG0002061	Bo4g149580, Bo8g101170, Bo1g003050	Th2v03174
OG0002062	Bo00886s030, Bo8g038020	Th2v19405
OG0002063	Bo4g136630, Bo2g052740	Th2v00556, Th2v05278
OG0002064	Bo1g141160, Bo5g136750	Th2v22200, Th2v20222
OG0002065	Bo5g020750, Bo8g012760, Bo6g015780	Th2v07782
OG0002066	Bo1g079000, Bo2g159380, Bo2g159430	Th2v21359
OG0002067	Bo6g120920, Bo5g034230, Bo7g059530	Th2v09828, Th2v05734, Th2v20824, Th2v06933
OG0002068	Bo8g050460, Bo9g097540	Th2v09413, Th2v26818
OG0002069	Bo8g010640, Bo8g114000, Bo4g107700, Bo3g017860, Bo3g017900, Bo02309s020, Bo4g066950, Bo4g066940, Bo4g167970	Th2v07536
OG0002070	Bo3g037300, Bo4g023850, Bo4g023840	Th2v12767, Th2v22454
OG0002071	Bo1g039330	Th2v26816
OG0002071	Bo3g104670	Th2v23958
OG0002072	Bo7g067490, Bo2g124410, Bo01178s020, Bo3g162280, Bo7g107150	Th2v04314
OG0002073	Bo6g119880, Bo2g086400	Th2v04083, Th2v28087
OG0002074	Bo6g018130, Bo1g116160, Bo3g071770, Bo5g117010	Th2v31003
OG0002076	Bo3g012710, Bo3g057100, Bo1g154710	Th2v22918
OG0002077	Bo7g075240	Th2v16516
OG0002077	Bo3g027730	Th2v01349, Th2v26571
OG0002078	Bo9g153980, Bo5g144790, Bo3g060410	Th2v11299, Th2v24637
OG0002079	Bo9g027610, Bo7g006010, Bo1g014900, Bo7g114050	Th2v02162, Th2v05552
OG0002080	Bo3g169090, Bo1g007630, Bo1g007620, Bo3g169080	Th2v02564, Th2v02777
OG0002081	Bo1g039470, Bo7g109860, Bo3g024160	Th2v09387, Th2v30014
OG0002082	Bo00534s110, Bo5g130360	Th2v00913, Th2v26070
OG0002083	Bo4g111060, Bo6g072990, Bo8g091980	Th2v13192, Th2v25834, Th2v06817, Th2v15519
OG0002084	Bo8g092360, Bo00895s070	Th2v06836, Th2v15534, Th2v13230, Th2v25866
OG0002086	Bo7g003220, Bo8g102230, Bo1g051430, Bo7g112050	Th2v02256
OG0002087	Bo3g143850, Bo4g041130, Bo4g041140, Bo4g182430	Th2v26528
OG0002088	Bo2g087660, Bo5g030250	Th2v05799, Th2v20893, Th2v28126
OG0002089	Bo1g004910, Bo4g151420	Th2v12316
OG0002090	Bo00935s060, Bo7g109500, Bo1g038890	Th2v28604, Th2v29871
OG0002091	Bo1g037850, Bo1g037840, Bo7g109490, Bo8g050140, Bo8g050110	Th2v03800, Th2v19801
OG0002092	Bo3g010060, Bo1g158800, Bo5g155280	Th2v07015, Th2v18152, Th2v23127
OG0002093	Bo1g144340, Bo9g183230, Bo3g002150, Bo2g002810	Th2v14452, Th2v20010
OG0002095	Bo1g110180, Bo3g074640	Th2v08459, Th2v19796, Th2v25112
OG0002096	Bo4g173270, Bo8g114440, Bo5g007730	Th2v10458, Th2v01137, Th2v08223
OG0002097	Bo3g009570, Bo2g011650, Bo9g166210	Th2v06966, Th2v18194, Th2v24735
OG0002098	Bo8g011590	Th2v29970
OG0002099	Bo5g004680, Bo4g043890, Bo3g027240	Th2v08062, Th2v27095
OG0002100	Bo5g085440, Bo8g027120, Bo6g044390	Th2v17137, Th2v04691, Th2v10928
OG0002101	Bo4g045850, Bo4g177850, Bo5g005490	Th2v08123, Th2v15998
OG0002102	Bo9g030680, Bo9g033710	Th2v04836, Th2v20476
OG0002103	Bo1g147740, Bo00847s050, Bo7g092660	Th2v11381, Th2v18369
OG0002104	Bo7g110280, Bo9g103560, Bo2g048240	Th2v09308
OG0002105	Bo3g036310, Bo4g018510, Bo4g192890	Th2v03327, Th2v13304, Th2v25938
OG0002106	Bo3g048680, Bo1g027130	Th2v10808, Th2v16711
OG0002107	Bo7g093330, Bo1g151840, Bo5g146880	Th2v11146, Th2v18483
OG0002108	Bo5g021240, Bo6g080470, Bo6g124480	Th2v10208
OG0002109	Bo6g111100	Th2v17213, Th2v20324
OG0002109	Bo6g120930, Bo6g083630	Th2v05733, Th2v20823
OG0002110	Bo6g029260, Bo5g127250, Bo1g128580	Th2v22016
OG0002111	Bo8g117720, Bo5g002670	Th2v26985
OG0002112	Bo3g120940, Bo01948s010, Bo9g106050, Bo2g023790, Bo3g015800	Th2v17950, Th2v18917
OG0002113	Bo06340s010, Bo1g033040, Bo2g107570, Bo9g093790	Th2v16760
OG0002114	Bo6g033150, Bo3g065830, Bo5g131890	Th2v23680
OG0002115	Bo3g012180, Bo9g161810, Bo5g150350, Bo1g155040	Th2v09101
OG0002116	Bo3g055000, Bo5g153970, Bo9g165960, Bo3g009770	Th2v06986, Th2v18174, Th2v23178
OG0002117	Bo1g008620	Th2v01956, Th2v02012
OG0002118	Bo2g007060, Bo3g003500, Bo9g176910	Th2v08782, Th2v14368, Th2v22193, Th2v30858, Th2v20233
OG0002119	Bo5g017370, Bo9g037440	Th2v04920, Th2v06000, Th2v14709
OG0002120	Bo9g035160, Bo4g096840, Bo9g029410	Th2v20491, Th2v06054, Th2v14762, Th2v04848
OG0002121	Bo6g047930, Bo9g088210, Bo2g110560	Th2v17114
OG0002122	Bo9g183120, Bo2g003920, Bo1g144280, Bo5g138090	Th2v08892, Th2v20020
OG0002123	Bo5g007170, Bo8g005940, Bo4g052150, Bo4g176430	Th2v08166
OG0002125	Bo8g066520, Bo5g021020, Bo6g080310, Bo6g125660	Th2v10233, Th2v23426
OG0002126	Bo5g144970, Bo9g010870, Bo7g095150	Th2v11254, Th2v18432
OG0002127	Bo1g017330, Bo3g018830	Th2v11637
OG0002128	Bo5g010720, Bo5g004840, Bo8g004190	Th2v17524, Th2v06172, Th2v14876, Th2v17527
OG0002129	Bo1g009900, Bo3g171080	Th2v02015, Th2v11095
OG0002130	Bo4g190380, Bo3g035130, Bo6g066790, Bo6g071100, Bo4g114050	Th2v03417, Th2v03418, Th2v06750, Th2v15449
OG0002131	Bo3g092210, Bo3g166980, Bo1g006630	Th2v02490, Th2v02905
OG0002132	Bo3g058900, Bo9g010400, Bo7g093660	Th2v18462, Th2v25435
OG0002133	Bo8g049630, Bo7g077270, Bo2g132020, Bo9g067050	Th2v10639, Th2v27196
OG0002134	Bo5g015330, Bo8g107630, Bo01390s050, Bo5g016500, Bo7g075800	Th2v00219
OG0002135	Bo3g017140, Bo00916s030, Bo1g063960	Th2v17912, Th2v18869
OG0002136	Bo4g186770, Bo5g143570, Bo9g154630	Th2v11332
OG0002138	Bo3g029960	Th2v03616
OG0002138	Bo3g029960	Th2v08744
OG0002138	Bo3g029960	Th2v14671
OG0002138	Bo8g082080	Th2v03616
OG0002138	Bo8g082080	Th2v08744
OG0002138	Bo8g082080	Th2v14671
OG0002138	Bo4g186020	Th2v03616
OG0002138	Bo4g186020	Th2v08744
OG0002138	Bo4g186020	Th2v14671
OG0002138	Bo4g034990	Th2v03616
OG0002138	Bo4g034990	Th2v08744
OG0002138	Bo4g034990	Th2v14671
OG0002139	Bo5g136870, Bo3g063980, Bo9g177070	Th2v08768, Th2v20214
OG0002140	Bo9g058820, Bo8g065300	Th2v10306, Th2v01219, Th2v29066
OG0002141	Bo1g151770, Bo5g146780	Th2v11157, Th2v18480
OG0002142	Bo5g051900, Bo3g141390, Bo5g051890	Th2v28194, Th2v03880, Th2v29794
OG0002143	Bo8g007190, Bo8g114480	Th2v01144, Th2v08215
OG0002144	Bo7g057810, Bo2g075260	Th2v27938
OG0002145	Bo4g006860, Bo8g097600, Bo4g098930	Th2v12972, Th2v22671
OG0002146	Bo3g155620, Bo9g024590	Th2v02941, Th2v12183
OG0002147	Bo9g175710, Bo1g139470, Bo3g064830, Bo5g133550	Th2v08683
OG0002148	Bo1g108230, Bo5g103540, Bo3g181440, Bo6g042570, Bo6g026120	Th2v21873, Th2v30024
OG0002150	Bo1g098840, Bo7g032980	Th2v25307, Th2v19553
OG0002151	Bo3g016900, Bo8g100160	Th2v12453
OG0002151	Bo7g114630	Th2v31395
OG0002152	Bo1g047940, Bo3g021870, Bo2g041540	Th2v10271, Th2v21613
OG0002153	Bo7g105250, Bo9g066950, Bo7g077230, Bo2g131930	Th2v10641, Th2v17057
OG0002154	Bo00871s020, Bo3g153130, Bo7g118810	Th2v02372, Th2v03152
OG0002155	Bo6g051130, Bo3g184870, Bo3g184880, Bo2g018440	Th2v23671, Th2v26085
OG0002156	Bo8g049550, Bo9g069340, Bo7g077350	Th2v17050
OG0002157	Bo3g013060, Bo9g157300, Bo1g152210, Bo5g148410	Th2v09157, Th2v18512
OG0002158	Bo7g097620, Bo9g014090	Th2v24143
OG0002159	Bo5g041130, Bo6g094910, Bo6g110840	Th2v25670
OG0002160	Bo3g155740, Bo7g014160, Bo3g093640, Bo9g024660	Th2v02970, Th2v21585, Th2v12191
OG0002161	Bo3g034450, Bo3g034730, Bo4g025510, Bo4g188830	Th2v22348
OG0002162	Bo9g073050, Bo5g018000, Bo8g065820	Th2v06492, Th2v15189, Th2v28696
OG0002163	Bo2g023410, Bo9g150020, Bo2g023390, Bo9g150040, Bo9g150050	Th2v17975, Th2v18952
OG0002164	Bo7g094910, Bo2g155600	Th2v18442, Th2v25457
OG0002165	Bo3g091480, Bo7g117120, Bo1g006830	Th2v02876, Th2v12102
OG0002167	Bo1g046530, Bo3g021500, Bo7g080760, Bo9g120660	Th2v09449
OG0002169	Bo4g170630, Bo5g008010	Th2v08247
OG0002169	Bo3g024230	Th2v15803
OG0002170	Bo2g047610, Bo9g108310, Bo1g040420, Bo7g110490	Th2v09744, Th2v28955
OG0002171	Bo4g107920, Bo6g076310, Bo6g076370	Th2v06906
OG0002172	Bo9g071470, Bo5g019870	Th2v00058
OG0002174	Bo3g039580, Bo8g097750	Th2v07270, Th2v16326
OG0002175	Bo4g039360, Bo4g182820	Th2v01413
OG0002176	Bo01576s020, Bo1g144990	Th2v14531, Th2v26424
OG0002177	Bo2g024740, Bo9g145870	Th2v17899, Th2v18851
OG0002178	Bo9g072730, Bo8g066080	Th2v06509, Th2v15206, Th2v28669
OG0002179	Bo2g020780, Bo3g015130, Bo9g152030	Th2v19046, Th2v21511, Th2v18026, Th2v17662
OG0002180	Bo9g008820, Bo00578s180, Bo6g062190	Th2v00406, Th2v23097
OG0002181	Bo8g091780, Bo4g013360	Th2v06803, Th2v15502, Th2v13176, Th2v25819
OG0002182	Bo3g060510, Bo5g143640, Bo9g154490	Th2v11322, Th2v18401
OG0002183	Bo1g084610, Bo7g063960	Th2v11721, Th2v14228, Th2v26654
OG0002184	Bo9g005970, Bo8g117150, Bo5g003590	Th2v16265
OG0002185	Bo3g055510, Bo1g157500, Bo2g012660, Bo9g163920	Th2v23074
OG0002186	Bo9g023680, Bo7g116470	Th2v02576, Th2v02742, Th2v12007
OG0002187	Bo1g078470, Bo8g077330	Th2v14088, Th2v17341
OG0002187	Bo3g023990	Th2v09366, Th2v26844
OG0002188	Bo4g039960, Bo4g182480, Bo3g144160, Bo5g059810	Th2v01334, Th2v26554
OG0002189	Bo9g183020, Bo2g003980, Bo5g138010, Bo1g144250	Th2v20027
OG0002190	Bo4g141940, Bo9g035520, Bo9g029090	Th2v04864, Th2v20507
OG0002191	Bo6g119770, Bo2g085220	Th2v04074, Th2v28057
OG0002192	Bo2g055420, Bo4g137210	Th2v00480, Th2v06301, Th2v15001
OG0002193	Bo7g095250, Bo9g010900, Bo3g060290, Bo5g144940	Th2v18429, Th2v24624
OG0002194	Bo7g111800, Bo1g051120, Bo3g023030	Th2v09730, Th2v26925
OG0002195	Bo9g120230, Bo8g051420, Bo7g111150	Th2v21641, Th2v09437, Th2v31172
OG0002196	Bo5g003580, Bo01031s030, Bo2g100750	Th2v07946, Th2v16268
OG0002197	Bo3g167340, Bo1g006850, Bo9g024180, Bo3g091440	Th2v02515
OG0002198	Bo2g166140, Bo3g101490, Bo9g174010	Th2v13721
OG0002199	Bo2g140370, Bo4g145610	Th2v28482
OG0002200	Bo4g167910, Bo4g067030, Bo5g008320, Bo8g113970	Th2v01099, Th2v07544, Th2v15738, Th2v08285
OG0002201	Bo9g137020, Bo3g018370, Bo2g026970, Bo3g132950	Th2v21298
OG0002202	Bo6g022240, Bo5g079920, Bo3g179500	Th2v19191, Th2v19192
OG0002203	Bo4g135820, Bo3g044340	Th2v08558, Th2v25218
OG0002204	Bo5g004640, Bo4g043800, Bo4g181820	Th2v16085, Th2v27093
OG0002205	Bo2g134030, Bo8g106290, Bo5g020490	Th2v05442
OG0002206	Bo1g116240, Bo5g117080, Bo6g018120, Bo00641s120	Th2v29434
OG0002207	Bo3g074650, Bo5g111270, Bo6g022190	Th2v00707
OG0002208	Bo5g139840, Bo1g145030, Bo4g130870, Bo8g090310	Th2v03388, Th2v22402
OG0002209	Bo5g136460, Bo1g141020	Th2v08745, Th2v14354, Th2v22178
OG0002210	Bo5g137660, Bo1g144030	Th2v14422, Th2v22250, Th2v08812, Th2v20089
OG0002212	Bo3g178300, Bo6g020930	Th2v08454
OG0002213	Bo4g187260, Bo3g032070, Bo4g030020	Th2v03693, Th2v14587
