Orthogroup	Brassica_oleracea	Arabidopsis_lyrata
OG0001386	Bo7g075700	fgenesh2_kg.8__119__AT5G46750.1
OG0001387	Bo7g005560, Bo9g027840, Bo8g102610	fgenesh2_kg.3__3199__AT2G19730.2
OG0001387	Bo3g178160	fgenesh2_kg.7__1250__AT4G29410.1
OG0001389	Bo3g072010, Bo5g115580, Bo1g114910	fgenesh2_kg.3__2129__AT3G19130.1
OG0001389	Bo5g076310, Bo8g011170, Bo6g018650	fgenesh2_kg.1__4049__AT1G49600.1
OG0001390	Bo2g001060	fgenesh2_kg.4__1000__AT2G30290.1
OG0001390	Bo8g082290, Bo6g066920	scaffold_502367.1
OG0001391	Bo8g015020	scaffold_104464.1
OG0001391	Bo5g122530, Bo1g119130	fgenesh2_kg.3__1969__AT3G17840.1
OG0001392	Bo4g182510, Bo4g039950	fgenesh2_kg.4__1437__AT2G34340.1
OG0001392	Bo5g060920, Bo3g145170, Bo7g045280, Bo7g045290, Bo15430s010	scaffold_103284.1
OG0001393	Bo6g120150	fgenesh2_kg.2__1892__AT1G76120.1
OG0001393	Bo5g030210	fgenesh2_kg.1__2218__AT1G20370.1, scaffold_102281.1
OG0001394	Bo2g137250	scaffold_500385.1
OG0001395	Bo4g104950, Bo6g077180, Bo6g077250	fgenesh1_pm.C_scaffold_5002050
OG0001396	Bo2g009490, Bo2g009480	fgenesh2_kg.6__925__AT5G09690.1
OG0001396	Bo2g166300, Bo9g018160, Bo3g101190	fgenesh2_kg.8__2484__AT5G64560.1
OG0001397	Bo6g077410	fgenesh2_kg.5__2569__AT3G61070.2
OG0001397	Bo4g195760, Bo3g038970, Bo4g024920	fgenesh1_pm.C_scaffold_825000001, fgenesh2_kg.4__2770__AT2G45740.2, scaffold_403451.1
OG0001398	Bo8g079300, Bo5g150070	scaffold_300292.1
OG0001398	Bo9g160360, Bo2g013620, Bo3g012560, Bo3g012580	fgenesh2_kg.6__1734__AT5G17350.1
OG0001399	Bo3g021740, Bo2g041280	fgenesh2_kg.8__1406__AT5G55070.1
OG0001400	Bo3g003120	fgenesh2_kg.6__423__AT5G05000.1
OG0001400	Bo8g117530, Bo5g002990	scaffold_403606.1, scaffold_300016.1, scaffold_300017.1, scaffold_300018.1, Al_scaffold_0006_2264, fgenesh1_pm.C_scaffold_1000118
OG0001401	Bo8g109090, Bo5g013500	fgenesh2_kg.1__1201__AT1G11120.1
OG0001401	Bo4g086630, Bo1g095780	fgenesh2_kg.2__332__AT1G61170.1
OG0001402	Bo4g187940, Bo07022s010, Bo4g173820, Bo1g123220, Bo1g123230, Bo5g004880, Bo8g082730, Bo8g082720, Bo1g139740	fgenesh1_pg.C_scaffold_7002507
OG0001403	Bo4g136440, Bo2g116580, Bo2g051040, Bo5g052450, Bo5g117250, Bo5g030340, Bo2g055710, Bo2g083810, Bo2g083820, Bo4g069140, Bo3g169060, Bo2g083830, Bo3g130240, Bo2g099040, Bo1g136050, Bo8g012850, Bo8g027390, Bo3g045220, Bo9g117500, Bo1g057500, Bo6g081430, Bo8g011630, Bo5g098370, Bo1g055300, Bo3g061690, Bo1g092960, Bo8g089570, Bo4g191160, Bo1g048060, Bo2g049380, Bo3g035610, Bo1g141450	Al_scaffold_0003_3428
OG0001407	Bo8g102430	fgenesh2_kg.3__3161__AT2G20100.1
OG0001407	Bo7g113530, Bo01098s010, Bo1g016710	scaffold_701344.1
OG0001408	Bo6g039490, Bo3g182500	fgenesh2_kg.1__4351__AT1G52700.1
OG0001408	Bo1g126130, Bo5g126790, Bo3g067960	scaffold_301835.1
OG0001409	Bo4g098920, Bo8g097650, Bo6g079230	Al_scaffold_0005_1802, fgenesh2_kg.5__2715__AT3G62100.1
OG0001409	Bo4g197440	fgenesh1_pg.C_scaffold_4002851
OG0001410	Bo9g175760, Bo9g175750, Bo9g175740, Bo3g004080	fgenesh2_kg.6__636__AT5G06870.1
OG0001411	Bo1g051520, Bo7g105120	scaffold_702713.1
OG0001411	Bo9g069490, Bo7g077560	fgenesh2_kg.8__61__AT5G47370.1
OG0001412	Bo8g095800	fgenesh2_kg.5__2595__AT3G61260.1
OG0001412	Bo4g195840, Bo4g024990	fgenesh2_kg.4__2780__AT2G45820.1
OG0001413	Bo4g182290	fgenesh2_kg.4__1401__AT2G33850.1
OG0001413	Bo5g055940, Bo3g143410	fgenesh2_kg.1__3013__AT1G28400.1
OG0001414	Bo2g006530, Bo3g002780, Bo9g180060	scaffold_600380.1
OG0001414	Bo1g143860, Bo5g137370	fgenesh2_kg.3__1080__AT3G10470.1
OG0001415	Bo5g007050, Bo8g005840	fgenesh2_kg.1__551__AT1G05860.1
OG0001415	Bo3g025350	fgenesh2_kg.4__1146__AT2G31600.1, Al_scaffold_0005_2286
OG0001416	Bo9g026240	fgenesh2_kg.3__3414__AT2G18080.1
OG0001416	Bo7g117830, Bo1g005790	fgenesh2_kg.7__447__AT4G36190.1
OG0001417	Bo1g118990	fgenesh2_kg.3__1992__AT3G18035.1
OG0001417	Bo6g015540, Bo5g072750	fgenesh2_kg.1__3954__AT1G48620.1
OG0001418	Bo9g045370	Al_scaffold_0002_562
OG0001418	Bo5g010910, Bo8g059410	scaffold_101110.1
OG0001419	Bo6g083470, Bo6g121030	fgenesh2_kg.2__1993__AT1G77000.1
OG0001419	Bo01074s060	fgenesh2_kg.1__2332__AT1G21410.1
OG0001420	Bo2g052590	fgenesh2_kg.2__844__AT1G66120.1
OG0001421	Bo2g166310, Bo3g101180, Bo9g018170	fgenesh2_kg.8__2486__AT5G64570.1
OG0001421	Bo9g173880, Bo9g152100, Bo6g101290	fgenesh1_pm.C_scaffold_6000738
OG0001422	Bo4g001180, Bo4g198720	fgenesh2_kg.4__2997__AT2G47560.1
OG0001422	Bo8g098030, Bo6g079600	scaffold_503548.1
OG0001423	Bo3g057230, Bo5g148440, Bo1g153230	fgenesh1_pg.C_scaffold_3000327
OG0001424	Bo7g089210	fgenesh2_kg.8__703__AT5G48360.1
OG0001424	Bo3g061320, Bo5g141390	fgenesh2_kg.3__777__AT3G07540.1
OG0001426	Bo8g115700, Bo5g004350	fgenesh1_pm.C_scaffold_1000285
OG0001426	Bo2g120720, Bo7g065820	fgenesh2_kg.8__432__AT5G43890.1
OG0001427	Bo6g112150, Bo2g068320	fgenesh2_kg.2__1312__AT1G70560.1
OG0001427	Bo5g039440, Bo03539s010, Bo5g039430	fgenesh1_pg.C_scaffold_1002142
OG0001428	Bo6g094550, Bo2g068530, Bo6g112380	scaffold_201970.1
OG0001428	Bo5g039290, Bo8g072670	scaffold_102635.1
OG0001429	Bo9g022600	fgenesh2_kg.3__3067__AT2G14760.1
OG0001429	Bo7g116460, Bo1g007780, Bo3g169400	fgenesh2_kg.7__724__AT4G33880.1
OG0001430	Bo4g197130	fgenesh2_kg.4__2864__AT2G46495.1
OG0001431	Bo6g076460, Bo8g093270	fgenesh2_kg.5__2403__AT3G59440.1
OG0001431	Bo4g194250	scaffold_403215.1
OG0001432	Bo9g181930, Bo2g004120	Al_scaffold_0006_259
OG0001432	Bo5g137890	fgenesh2_kg.3__1016__AT3G09910.1
OG0001433	Bo5g002420, Bo8g117910	fgenesh2_kg.1__79__AT1G01540.2
OG0001433	Bo9g003540	Al_scaffold_0006_3882, Al_scaffold_0823_1
OG0001434	Bo5g007310	fgenesh1_pg.C_scaffold_1000487
OG0001434	Bo4g052460, Bo4g176070	fgenesh2_kg.4__1109__AT2G31220.1
OG0001435	Bo1g018070	Al_scaffold_0002_1199, Al_scaffold_0007_1877, scaffold_702646.1
OG0001435	Bo2g130310, Bo7g075560	fgenesh2_kg.8__130__AT5G46620.1
OG0001436	Bo5g121410, Bo3g071320, Bo1g119070, Bo2g158640, Bo7g095950	Al_scaffold_0006_2457, fgenesh2_kg.6__2539__AT5G25475.2
OG0001437	Bo3g184020, Bo6g031420	fgenesh2_kg.1__4422__AT1G53380.1
OG0001437	Bo3g066460, Bo5g127660	fgenesh2_kg.3__1606__AT3G14870.3
OG0001438	Bo8g105350, Bo8g066770	Al_scaffold_0001_1729
OG0001438	Bo2g094860, Bo6g122480	fgenesh2_kg.2__2199__AT1G79000.1
OG0001439	Bo2g014110	Al_scaffold_0006_1710
OG0001440	Bo3g164250, Bo3g164210, Bo9g173810	fgenesh1_pg.C_scaffold_1004111, scaffold_105166.1, fgenesh1_pg.C_scaffold_1004063, scaffold_105370.1
OG0001441	Bo2g011730	fgenesh2_kg.1__3662__AT5G14200.1, fgenesh2_kg.6__1387__AT5G14200.1
OG0001441	Bo2g095850, Bo6g124430	fgenesh2_kg.2__2323__AT1G80560.1
OG0001443	Bo6g086900, Bo6g118870	fgenesh2_kg.2__1733__AT1G74660.1
OG0001443	Bo8g103050, Bo8g068130, Bo5g025880	fgenesh2_kg.1__2061__AT1G18835.1
OG0001444	Bo8g035540	fgenesh1_pg.C_scaffold_8000186
OG0001444	Bo4g130880	fgenesh2_kg.7__2985__AT4G13615.1
OG0001445	Bo5g141480, Bo3g061290, Bo1g147310	scaffold_300885.1
OG0001445	Bo4g133440, Bo8g034250	fgenesh1_pm.C_scaffold_9000074
OG0001446	Bo3g031570	scaffold_300628.1, Al_scaffold_0006_3617
OG0001447	Bo2g155030, Bo4g096580, Bo9g028900	scaffold_200224.1
OG0001447	Bo8g064970, Bo8g107940	fgenesh2_kg.1__1383__AT1G12760.2
OG0001448	Bo9g161440, Bo3g012450	fgenesh2_kg.6__1724__AT5G17260.1
OG0001448	Bo1g154830, Bo5g150170	Al_scaffold_0003_260
OG0001449	Bo3g037710	scaffold_403471.1
OG0001449	Bo9g001100	scaffold_604297.1
OG0001451	Bo3g181270, Bo6g040080, Bo6g026470	fgenesh2_kg.1__4273__AT1G51980.1
OG0001451	Bo5g124900	fgenesh2_kg.3__1810__AT3G16480.1
OG0001452	Bo7g084530, Bo2g140680	fgenesh2_kg.5__520__AT3G27390.1
OG0001452	Bo4g020980, Bo4g140400, Bo6g064650, Bo6g064660	fgenesh2_kg.7__3351__AT5G40640.1
OG0001453	Bo4g106200, Bo8g094920	fgenesh2_kg.5__2476__AT3G60966.1
OG0001453	Bo4g195060, Bo4g023860	scaffold_403384.1, scaffold_403383.1
OG0001454	Bo6g057670	fgenesh1_pm.C_scaffold_7002494
OG0001454	Bo4g026730	fgenesh1_pm.C_scaffold_4001650
OG0001455	Bo4g190050, Bo4g025270	scaffold_402828.1
OG0001455	Bo2g006950, Bo9g177140	fgenesh2_kg.6__468__AT5G05390.1
OG0001456	Bo5g048560, Bo5g090610	fgenesh2_kg.1__3347__AT1G32100.1
OG0001457	Bo6g087670, Bo6g087640, Bo6g117860	scaffold_202294.1
OG0001458	Bo4g183310, Bo4g038570	fgenesh2_kg.4__1571__AT2G35510.1
OG0001458	Bo5g089420, Bo8g030150, Bo5g048840	fgenesh2_kg.1__3367__AT1G32230.1
OG0001459	Bo9g177020, Bo3g003450	Al_scaffold_0003_2693, Al_scaffold_0003_1087, Al_scaffold_0006_2637, Al_scaffold_0004_788, Al_scaffold_0006_3166, fgenesh2_kg.6__501__AT5G05670.1
OG0001459	Bo7g009660	fgenesh2_kg.3__3554__AT2G18770.1
OG0001460	Bo8g032500	fgenesh2_kg.4__250__AT2G23180.1
OG0001460	Bo7g119160	scaffold_700154.1
OG0001460	Bo7g119170	scaffold_700153.1
OG0001461	Bo7g014600	fgenesh2_kg.3__3322__AT2G17370.1
OG0001461	Bo6g120590, Bo2g089930	fgenesh1_pm.C_scaffold_2001603
OG0001462	Bo7g038800, Bo1g101220, Bo1g101150	scaffold_302907.1, scaffold_302905.1
OG0001463	Bo1g025790	scaffold_702198.1, fgenesh1_pg.C_scaffold_7001740
OG0001463	Bo2g104520	scaffold_603789.1, fgenesh2_kg.6__3244__AT4G04720.1
OG0001464	Bo5g041660, Bo5g021350	fgenesh1_pm.C_scaffold_1001348
OG0001464	Bo6g124420, Bo6g080560, Bo2g095790	fgenesh2_kg.2__2315__AT1G80610.1
OG0001465	Bo9g172310	fgenesh2_kg.6__987__AT5G10270.1
OG0001465	Bo3g100670, Bo2g166510, Bo1g101490	scaffold_803223.1
OG0001466	Bo7g095170, Bo2g156280	fgenesh1_pg.C_scaffold_6002254
OG0001466	Bo1g150220, Bo5g144960	fgenesh2_kg.3__590__AT3G05920.1
OG0001467	Bo4g015870	fgenesh2_kg.4__2381__AT2G42300.1
OG0001467	Bo4g109760, Bo6g073190, Bo8g092230	fgenesh2_kg.5__2225__AT3G57800.1
OG0001468	Bo5g086690	Al_scaffold_0001_3431
OG0001468	Bo6g047920, Bo6g108860	scaffold_103732.1
OG0001469	Bo8g076210, Bo4g186740, Bo5g041400	Al_scaffold_0001_2562
OG0001469	Bo5g041340	scaffold_102789.1, Al_scaffold_0001_2559, fgenesh1_pm.C_scaffold_1002056
OG0001470	Bo6g124520	Al_scaffold_0002_2749
OG0001470	Bo8g105920, Bo8g066540, Bo5g021150	scaffold_101753.1
OG0001471	Bo1g016490, Bo1g056880, Bo1g056850, Bo7g071520	scaffold_701313.1
OG0001471	Bo7g113280, Bo7g113270	scaffold_704090.1, scaffold_704088.1
OG0001472	Bo8g009500	fgenesh1_pm.C_scaffold_1000580
OG0001472	Bo4g187340, Bo4g029850	fgenesh2_kg.4__1867__AT2G38010.2
OG0001473	Bo5g004280	scaffold_100363.1
OG0001473	Bo2g120770, Bo9g059470, Bo7g065810, Bo7g066880	fgenesh2_kg.8__418__AT5G43970.1
OG0001474	Bo8g076580	fgenesh2_kg.5__1153__AT3G48000.1
OG0001474	Bo5g039830, Bo8g074980	fgenesh2_kg.1__2595__AT1G23800.1
OG0001475	Bo2g097520	fgenesh2_kg.8__2106__AT5G61320.1, scaffold_200899.1, fgenesh2_kg.2__625__AT1G64940.1
OG0001476	Bo4g041160	fgenesh2_kg.4__1419__AT2G34160.1
OG0001476	Bo5g058510, Bo7g045680, Bo3g143830	fgenesh2_kg.1__3085__AT1G29250.1
OG0001477	Bo01139s060, Bo4g011450	fgenesh2_kg.4__2828__AT2G46210.1
OG0001477	Bo6g077830, Bo4g101220, Bo8g096080	scaffold_503403.1
OG0001478	Bo9g028010, Bo7g005040	fgenesh2_kg.3__3174__AT2G19980.1
OG0001478	Bo9g028000, Bo7g005050	fgenesh2_kg.3__3177__AT2G19970.1
OG0001479	Bo4g170720, Bo3g024280, Bo4g059870	fgenesh2_kg.4__975__AT2G30050.1
OG0001480	Bo5g092890, Bo5g048310	fgenesh2_kg.1__3326__AT1G31850.1
OG0001480	Bo1g020220, Bo7g106470, Bo3g158580	scaffold_702491.1
OG0001482	Bo3g063840, Bo6g012180	fgenesh1_pm.C_scaffold_3000896
OG0001482	Bo9g177360, Bo2g006840, Bo3g003210	fgenesh2_kg.6__437__AT5G05140.1
OG0001483	Bo00915s040, Bo2g018160	scaffold_602049.1
OG0001483	Bo9g036800, Bo9g028670	fgenesh2_kg.2__201__AT1G62800.2
OG0001484	Bo2g046100, Bo2g095570, Bo2g046130	Al_scaffold_0007_2852, fgenesh1_pg.C_scaffold_4002625
OG0001484	Bo4g023920, Bo01392s010, Bo7g007160, Bo7g063490	scaffold_302215.1
OG0001485	Bo5g156480, Bo3g055340	fgenesh2_kg.3__132__AT3G01040.1
OG0001485	Bo3g010290, Bo9g164100, Bo2g012580	fgenesh1_pm.C_scaffold_6001221
OG0001486	Bo9g084620	scaffold_200892.1, scaffold_104660.1, scaffold_400788.1, scaffold_501454.1, Al_scaffold_0006_2622, fgenesh1_pg.C_scaffold_3002450
OG0001487	Bo3g054870	fgenesh2_kg.3__11__AT3G02000.1
OG0001487	Bo2g011670, Bo3g009600, Bo9g166190	fgenesh2_kg.6__1373__AT5G14070.1
OG0001488	Bo7g103990	fgenesh2_kg.7__2737__AT4G15800.1
OG0001488	Bo5g124840, Bo3g068450	scaffold_301945.1
OG0001489	Bo8g106450, Bo8g106400, Bo5g020270, Bo8g106460	fgenesh2_kg.7__3047__AT5G35525.1, Al_scaffold_0001_1541
OG0001490	Bo8g095040, Bo6g076870	fgenesh2_kg.5__2487__AT3G60250.2
OG0001490	Bo3g037350	fgenesh2_kg.4__2659__AT2G44680.1
OG0001491	Bo1g158730, Bo5g156340	scaffold_300109.1
OG0001491	Bo3g010120, Bo2g012410, Bo9g165360	fgenesh1_pm.C_scaffold_6001192
OG0001492	Bo2g110330	scaffold_603397.1, Al_scaffold_0006_3172
OG0001492	Bo6g049460, Bo8g027480	fgenesh2_kg.1__3450__AT1G33230.1
OG0001493	Bo4g065760	fgenesh2_kg.41__3__AT2G29130.1, scaffold_401375.1
OG0001493	Bo9g141020, Bo2g025180, Bo3g017620	fgenesh2_kg.8__1956__AT5G60020.1
OG0001494	Bo1g026920	fgenesh2_kg.7__2096__AT4G22110.2
OG0001494	Bo5g038520	fgenesh2_kg.1__2436__AT1G22430.1
OG0001495	Bo6g120380	fgenesh2_kg.2__1918__AT1G76350.1
OG0001495	Bo7g061470, Bo8g070310, Bo5g030540	fgenesh2_kg.1__2251__AT1G20640.2
OG0001496	Bo5g113750, Bo09687s010, Bo1g112460	scaffold_302326.1
OG0001496	Bo9g142570	fgenesh1_pg.C_scaffold_8002041
OG0001497	Bo1g003400, Bo7g118750, Bo3g153210	fgenesh2_kg.7__270__AT4G37790.1
OG0001497	Bo4g151080	fgenesh2_kg.4__202__AT2G22800.1
OG0001498	Bo4g183380, Bo4g038370	scaffold_402165.1
OG0001498	Bo5g091840, Bo8g030320, Bo5g048350	fgenesh2_kg.1__3330__AT1G31880.1
OG0001499	Bo2g056020	scaffold_400111.1, fgenesh1_pm.C_scaffold_4000089, fgenesh2_kg.4__107__AT2G21840.1, scaffold_400113.1, fgenesh1_pg.C_scaffold_4000111
OG0001500	Bo2g082550, Bo6g086470, Bo6g119370	scaffold_202463.1
OG0001500	Bo8g102700, Bo5g027480	fgenesh2_kg.1__2128__AT1G19450.1
OG0001501	Bo9g043970	scaffold_200557.1
OG0001501	Bo5g012160, Bo8g059580, Bo8g109380	fgenesh2_kg.1__1140__AT1G10640.1
OG0001502	Bo3g010810, Bo9g163640	fgenesh2_kg.6__1579__AT5G15948.1
OG0001502	Bo5g152620, Bo1g157340, Bo3g055620	fgenesh2_kg.3__182__AT3G02468.1
OG0001503	Bo7g005600	fgenesh1_pg.C_scaffold_3002996
OG0001503	Bo1g016300, Bo3g177120, Bo7g113780	fgenesh2_kg.7__1240__AT4G29510.1
OG0001504	Bo8g076950, Bo1g077070, Bo3g113420	fgenesh2_kg.5__1197__AT3G48450.1
OG0001504	Bo3g103610, Bo2g165470	Al_scaffold_0008_2859
OG0001505	Bo3g058850	fgenesh2_kg.3__511__AT3G05230.1
OG0001505	Bo2g155260	scaffold_602898.1
OG0001506	Bo4g184720, Bo3g028590	fgenesh2_kg.4__1616__AT2G35850.1
OG0001506	Bo8g080780, Bo4g125490	scaffold_502307.1
OG0001507	Bo1g128550	scaffold_301787.1
OG0001507	Bo6g029220, Bo6g031080	scaffold_105123.1
OG0001508	Bo2g068240	fgenesh2_kg.2__1305__AT1G70510.1
OG0001508	Bo8g073800, Bo5g039540	fgenesh2_kg.1__2553__AT1G23380.2
OG0001509	Bo3g010710	fgenesh2_kg.6__1557__AT5G15790.1
OG0001509	Bo5g152730	fgenesh1_pg.C_scaffold_3000136
OG0001510	Bo3g055020, Bo5g155020	scaffold_300049.1
OG0001510	Bo3g009780, Bo2g011850, Bo9g165920	fgenesh2_kg.6__1418__AT5G14420.2
OG0001511	Bo5g008590, Bo8g112780	fgenesh1_pm.C_scaffold_1000623
OG0001511	Bo01039s010, Bo4g165420, Bo3g040220	fgenesh2_kg.4__820__AT2G28500.1
OG0001512	Bo1g049470	scaffold_701521.1
OG0001512	Bo9g113920, Bo3g022290, Bo2g041840	scaffold_801991.1, scaffold_801920.1
OG0001513	Bo8g039370, Bo1g057390	fgenesh2_kg.7__2846__AT4G14819.1
OG0001513	Bo3g081250, Bo5g095810	scaffold_302700.1
OG0001514	Bo6g076560	Al_scaffold_0005_2880
OG0001514	Bo3g036620, Bo4g019840, Bo4g194380	fgenesh2_kg.4__2522__AT2G43500.1
OG0001515	Bo1g090470	fgenesh2_kg.2__448__AT1G59900.1
OG0001515	Bo7g054620	scaffold_102761.1
OG0001516	Bo9g025830	fgenesh1_pg.C_scaffold_3003254
OG0001516	Bo3g153870, Bo7g118170	scaffold_700424.1
OG0001517	Bo3g035460, Bo4g013040	scaffold_402928.1
OG0001517	Bo8g091310, Bo4g112610, Bo6g072470	Al_scaffold_0005_2603
OG0001518	Bo7g016220, Bo3g091770	fgenesh2_kg.3__3271__AT2G16900.1
OG0001518	Bo3g167190, Bo1g006720	fgenesh1_pg.C_scaffold_7000492
OG0001519	Bo2g127350, Bo7g073790	fgenesh2_kg.8__225__AT5G45750.1
OG0001519	Bo7g106270, Bo1g019940	fgenesh2_kg.7__2412__AT4G18800.1
OG0001520	Bo3g028440	fgenesh2_kg.2__1471__AT1G72110.1
OG0001521	Bo7g118730, Bo1g003460	Al_scaffold_0007_269
OG0001521	Bo3g042310	fgenesh2_kg.4__207__AT2G22840.1
OG0001522	Bo7g003920	Al_scaffold_0003_3488
OG0001522	Bo7g113450	fgenesh2_kg.7__1291__AT4G29000.1
OG0001523	Bo6g091530, Bo6g115860, Bo2g075690	scaffold_202163.1
OG0001524	Bo6g022410, Bo6g022380	fgenesh2_kg.1__4150__AT1G50640.1
OG0001524	Bo1g108970, Bo3g074840	fgenesh2_kg.3__2255__AT3G20310.1
OG0001526	Bo3g132870, Bo3g132890, Bo1g070930, Bo9g020350	scaffold_501581.1
OG0001527	Bo7g005770, Bo9g027680	Al_scaffold_0008_1407, fgenesh2_kg.3__3223__AT2G19500.1
OG0001527	Bo7g113870	Al_scaffold_0007_1141
OG0001528	Bo11772s010, Bo2g013980, Bo2g062660, Bo9g159820	Al_scaffold_0006_1694
OG0001528	Bo1g153650, Bo5g148780	fgenesh2_kg.3__312__AT3G03660.1
OG0001529	Bo7g088640, Bo2g149400, Bo9g008990	fgenesh2_kg.5__709__AT3G30180.1
OG0001529	Bo4g144150	fgenesh2_kg.7__3518__AT5G38970.1
OG0001530	Bo3g083130, Bo1g098860, Bo7g033260	fgenesh2_kg.397__1__AT3G24310.1, fgenesh2_kg.3__2645__AT3G24310.1
OG0001531	Bo9g043910, Bo1g093180	scaffold_200548.1
OG0001531	Bo8g109240, Bo8g059670	Al_scaffold_0001_1084
OG0001532	Bo9g177510	scaffold_600448.1
OG0001532	Bo1g141530	fgenesh2_kg.3__1109__AT3G10730.1, fgenesh2_kg.532__1__AT3G10730.1
OG0001533	Bo1g134640	fgenesh2_kg.3__1516__AT3G14060.1
OG0001533	Bo3g184500	fgenesh2_kg.1__4497__AT1G54120.1
OG0001534	Bo1g041870, Bo8g051120	fgenesh2_kg.7__1640__AT4G26080.1
OG0001534	Bo9g130660	fgenesh2_kg.8__1613__AT5G57050.1
OG0001535	Bo8g102720	fgenesh2_kg.1__2121__AT1G19400.2
OG0001535	Bo6g086500, Bo6g119310	fgenesh2_kg.2__1790__AT1G75180.3
OG0001536	Bo9g108720, Bo2g046230	Al_scaffold_0008_1691
OG0001536	Bo7g111650, Bo1g050910	fgenesh2_kg.7__1434__AT4G27810.1
OG0001537	Bo4g056240, Bo4g173310, Bo3g024770	fgenesh2_kg.4__1039__AT2G30620.1
OG0001539	Bo3g055480, Bo5g152830	fgenesh2_kg.3__147__AT3G02160.1
OG0001539	Bo2g012640, Bo9g163980	scaffold_601588.1
OG0001540	Bo1g010760, Bo4g144040, Bo3g173510	scaffold_700995.1
OG0001541	Bo5g132550, Bo1g138350, Bo3g065540	Al_scaffold_0005_2032, fgenesh1_pg.C_scaffold_1001058, fgenesh2_kg.3__1423__AT3G13410.1
OG0001542	Bo3g153970	fgenesh2_kg.7__401__AT4G36680.1
OG0001542	Bo9g025930	fgenesh2_kg.3__3461__AT2G18520.1
OG0001543	Bo3g130340	fgenesh1_pg.C_scaffold_5001097
OG0001543	Bo9g140750, Bo3g017760, Bo2g025410	fgenesh2_kg.8__1928__AT5G59780.3
OG0001544	Bo9g094130, Bo3g045560	fgenesh1_pm.C_scaffold_6002560
OG0001544	Bo8g108240, Bo5g016940	fgenesh2_kg.1__1338__AT1G12360.1
OG0001545	Bo6g074910	scaffold_503041.1
OG0001545	Bo8g092730, Bo4g108350, Bo6g074930	scaffold_503043.1
OG0001546	Bo1g011740	fgenesh2_kg.7__1084__AT4G30980.1
OG0001546	Bo8g099910, Bo4g154370	fgenesh2_kg.4__341__AT2G24260.1
OG0001547	Bo3g002070	fgenesh1_pm.C_scaffold_6000163
OG0001547	Bo5g138190	fgenesh2_kg.3__982__AT3G09600.1
OG0001548	Bo7g110450, Bo1g040340	fgenesh2_kg.7__1698__AT4G25620.1
OG0001548	Bo9g107140	fgenesh2_kg.8__1129__AT5G52430.1
OG0001549	Bo7g089650	fgenesh1_pm.C_scaffold_4000387
OG0001550	Bo2g064500, Bo6g110360	scaffold_201838.1
OG0001550	Bo5g045210, Bo8g076370	fgenesh2_kg.1__2661__AT1G26920.1
OG0001551	Bo02711s010, Bo5g155260, Bo4g016120	scaffold_500688.1
OG0001552	Bo5g137330, Bo3g062720, Bo1g143800	fgenesh2_kg.3__1087__AT3G10525.1
OG0001552	Bo2g006560, Bo3g002840, Bo9g178800	fgenesh2_kg.6__362__AT5G04470.1
OG0001553	Bo5g072530, Bo6g011090, Bo6g011100	scaffold_104434.1
OG0001553	Bo5g122910, Bo3g068930	fgenesh2_kg.3__1928__AT3G17510.1
OG0001554	Bo6g116150	fgenesh2_kg.2__1540__AT1G72740.1
OG0001554	Bo8g067280, Bo5g023860, Bo8g104830	scaffold_101953.1
OG0001555	Bo3g185360, Bo6g034660	scaffold_105351.1
OG0001555	Bo3g065520, Bo1g138380, Bo5g132570	fgenesh2_kg.3__1421__AT3G13390.1
OG0001556	Bo3g185790, Bo01075s040	fgenesh2_kg.1__4632__AT1G56110.1
OG0001556	Bo3g065170	fgenesh2_kg.3__1348__AT3G12860.1
OG0001557	Bo2g048350	scaffold_703289.1
OG0001557	Bo3g179910, Bo6g023610, Bo6g023620, Bo9g011040	Al_scaffold_0001_4483
OG0001558	Bo9g058870, Bo4g076670	Al_scaffold_0008_710
OG0001558	Bo7g049720, Bo5g052260	fgenesh1_pg.C_scaffold_6002563
OG0001559	Bo6g030940	fgenesh2_kg.1__4367__AT1G52890.1
OG0001559	Bo1g128450, Bo3g066850, Bo5g127040	fgenesh2_kg.3__1697__AT3G15500.1
OG0001560	Bo8g101150	fgenesh2_kg.4__164__AT2G22425.2
OG0001560	Bo1g003090	fgenesh1_pg.C_scaffold_7000188
OG0001562	Bo16039s010	Al_scaffold_0008_2259
OG0001562	Bo22748s010, Bo11332s010	Al_scaffold_0003_2119
OG0001564	Bo7g105300, Bo7g105310, Bo7g105330, Bo7g105290	Al_scaffold_0007_2426
OG0001564	Bo10051s010, Bo9g033980, Bo7g105770	fgenesh1_pm.C_scaffold_7001984
OG0001565	Bo3g048730	scaffold_603724.1, scaffold_603723.1, scaffold_603722.1
OG0001567	Bo2g068150, Bo6g111020	fgenesh2_kg.2__1292__AT1G70420.1
OG0001567	Bo5g039750, Bo7g056020	fgenesh2_kg.1__2587__AT1G23710.1
OG0001568	Bo9g161480	fgenesh2_kg.6__1719__AT5G17220.1
OG0001568	Bo5g150180	fgenesh2_kg.3__266__AT3G03190.1
OG0001569	Bo6g116180	scaffold_202203.1
OG0001569	Bo8g067310, Bo5g023890	scaffold_101957.1, Al_scaffold_0001_1819
OG0001570	Bo4g013150	fgenesh1_pm.C_scaffold_4001873
OG0001570	Bo00866s020, Bo00866s030	scaffold_502860.1
OG0001571	Bo2g070850, Bo6g094430	fgenesh2_kg.2__1375__AT1G71130.1
