Orthogroup	Brassica_oleracea	Aethionema_arabicum
OG0001531	Bo9g043910, Bo1g093180	AA53G00505
OG0001531	Bo8g109240, Bo8g059670	AA65G00140
OG0001532	Bo9g177510	AA12G00198
OG0001532	Bo1g141530	AA93G00261
OG0001533	Bo1g134640	AA26G00122
OG0001533	Bo6g050910, Bo3g184500, Bo6g033050	AA15G00166
OG0001534	Bo1g041870, Bo8g051120, Bo9g130660	AA44G00681
OG0001535	Bo8g102720	AA39G00223
OG0001535	Bo6g086500, Bo6g119310	AA31G00439
OG0001536	Bo9g108720, Bo2g046230	AA11G00141
OG0001536	Bo7g111650, Bo1g050910	AA142G00004
OG0001537	Bo4g056240, Bo4g173310, Bo3g024770	AA32G00645
OG0001539	Bo3g055480, Bo5g152830	AA10G00390
OG0001539	Bo2g012640, Bo9g163980	AA40G00537
OG0001540	Bo3g074990	AA1372G00001
OG0001541	Bo5g132550, Bo1g138350, Bo3g065540	AA26G00060
OG0001542	Bo3g153970	AA30G00177
OG0001542	Bo9g025930	AA33G00128
OG0001543	Bo3g130340	AA16G00066
OG0001543	Bo9g140750, Bo3g017760, Bo2g025410	AA97G00029
OG0001544	Bo9g094130, Bo3g045560	AA12G00151, AA6G00328
OG0001544	Bo8g108240, Bo5g016940	AA65G00283
OG0001545	Bo8g092730, Bo4g108350, Bo6g074930	AA61G00277
OG0001546	Bo1g011740	AA167G00002
OG0001546	Bo8g099910, Bo4g154370	AA22G00101
OG0001547	Bo3g002070, Bo1g144410, Bo5g138190	AA93G00119
OG0001548	Bo7g110450, Bo1g040340	AA136G00002
OG0001548	Bo9g107140	AA55G00009
OG0001549	Bo7g089690, Bo7g089700, Bo7g089650, Bo7g089640	AA367G00001
OG0001550	Bo6g095230, Bo2g064500, Bo6g110360, Bo5g045210, Bo8g076370	AA39G00610
OG0001552	Bo5g137330, Bo3g062720, Bo1g143800, Bo2g006560, Bo3g002840, Bo9g178800	AA12G00166
OG0001553	Bo5g072530, Bo6g011090, Bo6g011100	AA18G00228
OG0001553	Bo5g122910, Bo3g068930	AA26G00428
OG0001554	Bo6g116150	AA31G00664
OG0001554	Bo8g067280, Bo5g023860, Bo8g104830	AA39G00024
OG0001555	Bo3g185360, Bo6g034660	AA15G00267
OG0001555	Bo3g065520, Bo1g138380, Bo5g132570	AA26G00058
OG0001556	Bo3g185790, Bo01075s040	AA15G00316
OG0001559	Bo6g030940, Bo1g128450, Bo3g066850, Bo5g127040	AA26G00262
OG0001560	Bo8g101150	AA46G00040
OG0001560	Bo1g003090	AA30G00331
OG0001561	Bo2g041370, Bo7g064840, Bo7g097340, Bo7g097330	AA5G00268, AA231G00018
OG0001564	Bo1g017780, Bo7g105300, Bo7g105310, Bo7g105330, Bo7g105290, Bo10051s010, Bo9g033980, Bo7g105770	AA57G00044
OG0001567	Bo2g068150, Bo6g111020	AA38G00051
OG0001567	Bo5g039750, Bo7g056020	AA39G00550
OG0001568	Bo9g161480	AA40G00386
OG0001568	Bo5g150180	AA10G00296
OG0001569	Bo6g116180	AA31G00661
OG0001569	Bo8g067310, Bo5g023890	AA39G00051
OG0001570	Bo4g013150, Bo00866s020, Bo00866s030	AA61G00168
OG0001571	Bo2g070850, Bo6g094430	AA31G00055
OG0001571	Bo8g071630, Bo7g056530	AA39G00494
OG0001572	Bo4g190110	AA29G00237
OG0001572	Bo8g090620	AA61G00095
OG0001573	Bo00875s030, Bo00875s040	AA53G00305
OG0001573	Bo4g036210, Bo4g184550	AA3G00157
OG0001574	Bo3g003340	AA35G00056
OG0001574	Bo1g141300	AA63G00056
OG0001576	Bo2g024570	AA8G00304, AA97G00008
OG0001576	Bo3g120730	AA72G00004
OG0001577	Bo3g012070, Bo9g163150	AA40G00461
OG0001577	Bo3g055850, Bo5g151470	AA10G00332
OG0001578	Bo2g027060, Bo2g027000, Bo2g027120	AA1G00177
OG0001579	Bo8g038070, Bo1g058960, Bo1g103440, Bo5g093080	AA17G00105
OG0001580	Bo5g039500	AA39G00528
OG0001580	Bo8g059630, Bo8g109300	AA65G00129
OG0001581	Bo7g077410, Bo9g069410	AA245G00006
OG0001581	Bo8g049450, Bo1g017580	AA57G00021
OG0001582	Bo3g162640, Bo4g137510, Bo00667s160	AA39G00060, AA39G00001
OG0001583	Bo8g030100	AA9G00126
OG0001584	Bo2g013060, Bo5g151520, Bo1g156180	AA10G00340
OG0001585	Bo3g064100, Bo5g136660	AA63G00002
OG0001585	Bo9g176870, Bo3g003510	AA105G00004
OG0001586	Bo4g195890	AA21G00325
OG0001586	Bo8g095870, Bo4g101440	AA61G00512
OG0001587	Bo6g119780, Bo2g085240	AA31G00386
OG0001587	Bo7g061980	AA116G00013, AA39G00256
OG0001589	Bo6g086410	AA31G00418
OG0001589	Bo7g062250, Bo5g027660	AA39G00237
OG0001590	Bo7g024240, Bo4g038800, Bo4g183140	AA9G00148
OG0001591	Bo3g082070	AA50G00019
OG0001591	Bo3g027200, Bo4g043950	AA32G00466
OG0001592	Bo6g117950	AA31G00572, AA21G00158
OG0001593	Bo3g107060	AA5G00030
OG0001593	Bo3g113730, Bo8g076650, Bo1g073610	AA96G00074
OG0001594	Bo4g052170, Bo3g025180, Bo4g176450	AA32G00594
OG0001594	Bo8g114800, Bo5g007190	AA114G00003
OG0001596	Bo3g185490	AA15G00277
OG0001596	Bo1g138430, Bo5g132630	AA26G00051
OG0001597	Bo8g115810	AA19G00149
OG0001597	Bo9g059560	AA32G00383
OG0001598	Bo4g117130, Bo6g068540, Bo8g088450, Bo4g136080, Bo4g117050	AA53G00940
OG0001599	Bo4g098830	AA61G00576
OG0001599	Bo3g039540, Bo4g198480, Bo00802s110	AA21G00442
OG0001600	Bo8g076850	AA96G00093
OG0001600	Bo3g104690, Bo2g165450	AA4G00051
OG0001601	Bo7g097890	AA5G00207
OG0001601	Bo9g174660, Bo3g004780, Bo2g008960	AA44G00146
OG0001602	Bo8g109630, Bo8g109600, Bo7g045210, Bo5g104820, Bo6g034540	AA3G00091
OG0001603	Bo1g094270	AA53G00501
OG0001603	Bo8g109310	AA65G00128
OG0001604	Bo5g003490, Bo3g052510, Bo9g005850, Bo2g100550	AA32G00277
OG0001606	Bo3g125120	AA53G01177
OG0001606	Bo6g056500, Bo8g030350, Bo4g136030	AA27G00199
OG0001608	Bo7g038940, Bo4g129600	AA87G00350
OG0001609	Bo3g003850	AA119G00015
OG0001609	Bo1g139890, Bo5g136270	AA52G00038
OG0001610	Bo01135s010, Bo7g062490, Bo12465s010	AA33G00207
OG0001611	Bo3g045490, Bo9g093950	AA6G00348
OG0001611	Bo7g108330, Bo1g031810	AA57G00490
OG0001612	Bo1g046670, Bo8g051410	AA10G00438
OG0001612	Bo2g040130, Bo9g120280, Bo3g021630	AA25G00062
OG0001613	Bo7g054530, Bo6g095120, Bo6g110490, Bo2g064700	AA38G00097
OG0001614	Bo1g006520, Bo3g157400, Bo1g020030	AA57G00163
OG0001615	Bo8g077210	AA96G00124
OG0001615	Bo9g017710, Bo2g165710	AA4G00081
OG0001616	Bo9g070270, Bo2g134450	AA53G00643
OG0001616	Bo8g063720, Bo5g020280	AA14G00087
OG0001617	Bo1g134360, Bo5g130400	AA26G00157
OG0001617	Bo6g031670, Bo3g184260	AA15G00137
OG0001618	Bo6g084850, Bo6g120700	AA31G00305
OG0001618	Bo7g059750, Bo8g070540, Bo5g030950	AA39G00329
OG0001619	Bo7g085840, Bo7g085800, Bo9g008310	AA53G01011, AA53G01009
OG0001619	Bo4g140230	AA87G00121
OG0001620	Bo5g004010, Bo5g004000	AA19G00166
OG0001620	Bo9g007650, Bo9g007640	AA32G00357
OG0001621	Bo00534s220, Bo6g014370, Bo6g014340	AA10G00116, AA102G00340, AA102G00339
OG0001622	Bo3g039130, Bo4g010420	AA21G00360
OG0001622	Bo8g096110, Bo6g077860	AA61G00492
OG0001623	Bo7g031060, Bo4g133380	AA524G00001
OG0001624	Bo5g152700, Bo1g157450	AA10G00376
OG0001624	Bo3g010720, Bo9g163790	AA40G00520
OG0001625	Bo9g059830, Bo2g124320, Bo01143s020	AA57G00306
OG0001626	Bo9g059220	AA32G00426
OG0001626	Bo8g002870	AA19G00118
OG0001627	Bo3g037150	AA21G00182
OG0001627	Bo6g076770, Bo8g094670	AA61G00371
OG0001628	Bo5g016470, Bo5g016480	AA65G00317
OG0001628	Bo7g083830, Bo00285s390	AA53G00880
OG0001629	Bo9g097170, Bo7g109890, Bo8g050520, Bo1g039530	AA75G00029
OG0001630	Bo4g143820, Bo4g136480	AA123G00169, AA27G00177
OG0001630	Bo2g052660, Bo6g099670	AA53G01132
OG0001631	Bo8g079550, Bo00884s080, Bo1g083540, Bo7g063900	AA8G00006
OG0001632	Bo9g174870, Bo9g014480, Bo2g161330, Bo7g098350	AA5G00171
OG0001633	Bo7g082700, Bo00285s340	AA53G00867
OG0001633	Bo3g031310, Bo4g186420	AA60G00108
OG0001635	Bo7g014920, Bo3g092260	AA33G00033
OG0001635	Bo1g006600, Bo7g117300	AA79G00017
OG0001637	Bo5g083870, Bo3g047140	AA43G00120
OG0001638	Bo6g016950, Bo00685s030	AA2G00040
OG0001638	Bo1g117460	AA26G00529
OG0001640	Bo1g057260	AA87G00217
OG0001640	Bo1g105250, Bo5g098160	AA17G00038
OG0001641	Bo5g138220	AA93G00117
OG0001641	Bo2g016550, Bo3g013200	AA40G00259
OG0001642	Bo8g114360, Bo4g058480, Bo3g024580, Bo4g173040	AA32G00662
OG0001643	Bo9g037320, Bo9g028460, Bo4g093050, Bo5g017230	AA65G00255
OG0001644	Bo9g035530, Bo6g065060	AA87G00070
OG0001645	Bo4g069290, Bo4g166650	AA32G00846
OG0001646	Bo7g105060, Bo7g077680, Bo2g132450	AA271G00008
OG0001647	Bo3g097830, Bo2g168210	AA4G00287
OG0001647	Bo1g003330, Bo7g118780	AA30G00293
OG0001648	Bo1g147660, Bo5g143120, Bo3g060880	AA29G00077
OG0001648	Bo2g150460, Bo01327s020	AA191G00002
OG0001649	Bo2g023600	AA8G00233
OG0001649	Bo7g116050, Bo1g008330	AA1595G00001
OG0001650	Bo5g003130	AA7G00002
OG0001650	Bo9g004410, Bo3g052910	AA32G00232
OG0001651	Bo9g062610	AA6G00035
OG0001651	Bo3g158500, Bo01880s010, Bo7g106420, Bo1g020150	AA57G00170
OG0001652	Bo4g021680, Bo8g094870, Bo4g106310	AA61G00377
OG0001653	Bo7g095710, Bo9g011210	AA12G00125
OG0001653	Bo9g170060, Bo2g010530	AA44G00413
OG0001654	Bo1g153510	AA10G00222
OG0001655	Bo9g078130, Bo3g048600	AA6G00277
OG0001655	Bo1g025900	AA57G00405
OG0001656	Bo9g174050	AA44G00220
OG0001656	Bo9g018010, Bo7g065500	AA4G00157
OG0001657	Bo5g017290, Bo8g062490, Bo8g108460	AA65G00252
OG0001657	Bo9g037330	AA53G01423
OG0001658	Bo1g003130, Bo3g152870, Bo8g101130, Bo4g149670	AA46G00133
OG0001659	Bo5g007320	AA23G00017
OG0001659	Bo4g176020, Bo4g176030, Bo3g025100	AA32G00607
OG0001660	Bo6g120740, Bo2g091040, Bo2g091050, Bo6g120750, Bo6g083780	AA31G00299
OG0001661	Bo3g031800, Bo4g121650, Bo8g083050	AA62G00018
OG0001662	Bo9g025810	AA372G00002
OG0001662	Bo4g153980, Bo8g100250	AA22G00046
OG0001664	Bo4g039080	AA9G00063
OG0001664	Bo2g121150	AA79G00037
OG0001664	Bo5g065700	AA79G00036
OG0001665	Bo9g173550, Bo2g009670	AA44G00265
OG0001665	Bo3g099410, Bo9g018570, Bo00615s190	AA4G00251
OG0001666	Bo1g019420	AA57G00106
OG0001666	Bo7g075170, Bo9g063060	AA56G00054
OG0001667	Bo8g098150, Bo6g079640, Bo4g098490	AA61G00607
OG0001668	Bo1g045400	AA10G00463
OG0001668	Bo3g021240, Bo2g037630	AA25G00133
OG0001669	Bo4g065890, Bo4g168000	AA32G00793
OG0001670	Bo2g008840, Bo4g181830, Bo2g092650	AA44G00062, AA44G00060
OG0001671	Bo9g023690, Bo9g023710	AA123G00101
OG0001671	Bo7g116480	AA111G00002
OG0001672	Bo1g101290, Bo2g044570, Bo7g039020	AA78G00026
OG0001672	Bo8g023150	AA87G00344
OG0001673	Bo4g015960	AA21G00036
OG0001673	Bo8g092430, Bo6g074510	AA61G00245
OG0001674	Bo9g088620, Bo8g043510, Bo1g054930	AA26G00388
OG0001675	Bo5g105000, Bo3g076320, Bo1g108330	AA26G00758
OG0001676	Bo8g079570, Bo7g099260, Bo8g079560, Bo7g099210	AA13G00085
OG0001677	Bo4g086620, Bo1g095760, Bo3g046860	AA53G00536
OG0001678	Bo6g065010, Bo9g029060, Bo4g096620	AA53G01365
OG0001679	Bo8g092680, Bo6g074880, Bo4g108370, Bo4g016130, Bo3g036070, Bo4g191630	AA21G00044
OG0001681	Bo9g153820, Bo2g017920	AA7G00114
OG0001681	Bo2g010860, Bo3g007550, Bo9g169570	AA44G00462
OG0001682	Bo5g076250, Bo8g011510	AA2G00084
OG0001682	Bo1g115950, Bo5g116750, Bo5g115730, Bo3g071960	AA26G00581
OG0001683	Bo9g119130, Bo3g021720, Bo2g041270	AA25G00043
OG0001683	Bo1g047790, Bo8g051490	AA10G00448
OG0001684	Bo3g009160, Bo3g009170, Bo2g011280, Bo9g166770	AA44G00543, AA44G00542
OG0001685	Bo5g138180, Bo5g030840	AA39G00320
OG0001686	Bo3g044790	AA3G00095, AA3G00094
OG0001686	Bo3g044760, Bo9g088430, Bo9g088450	AA3G00096
OG0001687	Bo9g009480, Bo2g149960, Bo5g141500, Bo3g061270, Bo1g147320	AA29G00131
OG0001688	Bo5g003400	AA7G00024
OG0001688	Bo3g052590, Bo9g005720, Bo2g100440	AA32G00268
OG0001689	Bo4g104820, Bo8g095470	AA61G00451
OG0001690	Bo9g093980	AA6G00342
OG0001690	Bo1g031780, Bo7g108290, Bo3g165660	AA57G00486
OG0001692	Bo1g020340, Bo5g003730	AA7G00071
OG0001693	Bo6g118350, Bo2g080900	AA31G00535
OG0001693	Bo5g025570, Bo8g104300, Bo8g067910	AA39G00141
OG0001694	Bo6g072720	AA61G00178
OG0001694	Bo9g181470, Bo2g005360, Bo00983s010	AA19G00193
OG0001695	Bo7g100610, Bo1g060640, Bo8g080370	AA13G00034
OG0001696	Bo1g019570, Bo3g156990, Bo7g074000, Bo7g074010	AA56G00068
OG0001697	Bo8g104850	AA39G00041
OG0001697	Bo6g116060, Bo6g091370	AA31G00673
OG0001698	Bo4g015820	AA21G00011
OG0001698	Bo6g073280, Bo4g109720, Bo8g092300	AA61G00227
OG0001699	Bo1g139190, Bo1g139210, Bo3g064970, Bo3g064960, Bo3g064930	AA81G00014
OG0001699	Bo5g133420	AA445G00001
OG0001700	Bo1g027120, Bo3g164190	AA57G00428
OG0001701	Bo8g097320, Bo01141s010	AA125G00007
OG0001701	Bo3g039330, Bo4g008150	AA21G00384
OG0001702	Bo8g025640, Bo2g119370	AA50G00027
OG0001703	Bo2g009880, Bo3g005620	AA44G00302
OG0001704	Bo4g078660	AA3G00231
OG0001704	Bo02124s010, Bo8g020530, Bo6g006990	AA31G00399
OG0001705	Bo2g047720	AA55G00007
OG0001705	Bo1g040350, Bo7g110460	AA167G00001
OG0001708	Bo8g104600, Bo8g067590	AA39G00089
OG0001708	Bo2g080540, Bo6g116800	AA31G00611
OG0001709	Bo5g055910, Bo3g143400	AA127G00006
OG0001709	Bo4g042350	AA43G00003
OG0001710	Bo3g068110, Bo1g124940	AA26G00297
OG0001710	Bo6g028120, Bo6g039610	AA15G00046
OG0001712	Bo5g012030	AA65G00107
OG0001712	Bo9g044180	AA53G00472, AA53G00469
OG0001713	Bo7g084570, Bo2g141720	AA87G00106
OG0001714	Bo2g013170, Bo9g163040	AA40G00450
OG0001715	Bo3g109280	AA5G00118
OG0001716	Bo8g099820, Bo4g154580	AA128G00001
OG0001716	Bo1g011410, Bo7g115070, Bo7g014030	AA102G00285
OG0001717	Bo9g009730	AA133G00004
OG0001717	Bo3g060800, Bo5g143170, Bo1g147730	AA29G00067
OG0001718	Bo6g120780	AA31G00297
OG0001718	Bo8g070620, Bo5g032020	AA39G00334
OG0001719	Bo8g105490, Bo5g021910	AA37G00099
OG0001719	Bo6g122640, Bo6g081140	AA31G00780
OG0001720	Bo3g027530, Bo5g057230	AA49G00015, AA49G00016
OG0001721	Bo4g142430, Bo02355s010, Bo9g032550, Bo9g030830	AA53G01313
OG0001722	Bo6g042600	AA2G00213
OG0001722	Bo1g108250, Bo3g077360	AA26G00765
OG0001723	Bo7g106410	AA57G00168
OG0001723	Bo7g072750, Bo9g062660	AA6G00032
OG0001724	Bo8g067030, Bo8g105000	AA39G00023
OG0001724	Bo2g075630, Bo6g115790	AA31G00708
OG0001725	Bo7g110910, Bo1g045220	AA10G00477
OG0001726	Bo3g066540, Bo5g127500, Bo1g129830	AA26G00213
OG0001727	Bo9g028840, Bo00834s020	AA53G01385
OG0001727	Bo5g016700	AA65G00306
OG0001728	Bo7g057900, Bo5g038610	AA39G00439
OG0001728	Bo2g075440, Bo2g075460, Bo6g092610	AA31G00145
OG0001729	Bo6g003200, Bo5g070870, Bo8g021950	AA54G00037
OG0001729	Bo6g121280	AA31G00241
OG0001730	Bo4g014560	AA19G00485
OG0001730	Bo8g091950, Bo6g072980	AA61G00205
OG0001732	Bo5g150280	AA10G00309
OG0001732	Bo9g161670, Bo2g013370	AA40G00408
OG0001733	Bo5g136650, Bo3g064110	AA63G00003
OG0001733	Bo9g176840	AA105G00007
OG0001734	Bo9g011400, Bo7g096100	AA12G00078
OG0001734	Bo3g006920, Bo9g171550	AA44G00366
OG0001735	Bo4g043460	AA3G00328
OG0001735	Bo3g143300, Bo7g048330, Bo5g054710	AA120G00002
OG0001736	Bo7g058170, Bo6g121900, Bo6g081740	AA39G00429, AA3G00120, AA31G00154
OG0001737	Bo7g100630	AA13G00033
OG0001737	Bo7g064930, Bo9g021940, Bo2g167670	AA8G00081
OG0001738	Bo8g015070	AA18G00242
OG0001738	Bo5g122610, Bo3g070210, Bo1g119200	AA26G00452
OG0001739	Bo5g008240, Bo8g114060, Bo8g009620	AA90G00065, AA90G00063
OG0001740	Bo7g014310	AA33G00060
OG0001740	Bo7g117430, Bo1g006410	AA30G00073
OG0001741	Bo2g008760	AA44G00040
OG0001741	Bo2g161570, Bo7g098620	AA5G00148
OG0001742	Bo3g055710	AA10G00354
OG0001742	Bo9g163450, Bo3g010870	AA40G00490
OG0001743	Bo3g185740, Bo6g051550, Bo6g035890, Bo4g040020	AA15G00305
OG0001744	Bo5g034310	AA39G00361
OG0001744	Bo6g083510, Bo6g121010	AA31G00276
OG0001745	Bo6g022340	AA2G00163
OG0001745	Bo1g108980, Bo3g074830	AA26G00699
OG0001746	Bo3g026650, Bo4g045900, Bo5g005390, Bo8g115190, Bo8g004510	AA19G00006
OG0001747	Bo5g126660, Bo1g126030, Bo6g039580, Bo6g028170	AA15G00048
OG0001748	Bo5g016800, Bo8g108110	AA65G00297
OG0001748	Bo9g028760	AA53G01394
OG0001749	Bo3g057010	AA10G00299
OG0001749	Bo2g013470, Bo9g161540	AA40G00388
OG0001750	Bo00758s080, Bo8g108250, Bo5g016960, Bo3g184130, Bo4g094150, Bo10873s010	AA53G01403
OG0001751	Bo2g002330	AA19G00358
OG0001751	Bo5g139580, Bo1g144800	AA93G00070
OG0001752	Bo4g154460, Bo8g099880	AA22G00112
OG0001752	Bo7g114910, Bo1g011680, Bo3g175230	AA102G00258
OG0001753	Bo3g013680, Bo9g153780, Bo2g010910, Bo9g169440	AA44G00479
OG0001754	Bo5g038560	AA39G00437
OG0001754	Bo2g075530, Bo6g114750	AA31G00148
OG0001755	Bo1g034500, Bo1g034510, Bo7g108730	AA54G00314
OG0001756	Bo2g150200, Bo7g089400	AA54G00012
OG0001757	Bo3g135790, Bo2g164190, Bo3g107520	AA5G00065
OG0001758	Bo3g109370, Bo2g161630	AA5G00123
OG0001758	Bo2g008600, Bo3g004300	AA44G00017
OG0001759	Bo2g008700, Bo9g175610	AA44G00033
OG0001760	Bo5g094610, Bo1g057400, Bo8g038360	AA87G00239
OG0001761	Bo3g162340	AA335G00001
OG0001762	Bo2g146570, Bo2g146620, Bo2g146560, Bo06409s010	AA53G01083
OG0001763	Bo8g100360, Bo4g151710	AA22G00026, AA22G00030, AA22G00029, AA22G00028
OG0001764	Bo8g082670, Bo6g067300, Bo9g074330, Bo3g023970	AA36G00042, AA124G00010, AA36G00045, AA36G00041
OG0001765	Bo5g004390	AA19G00125
OG0001765	Bo9g059270	AA32G00413
OG0001766	Bo6g039890, Bo9g074580, Bo2g137140, Bo2g137150, Bo9g074430, Bo9g074570, Bo9g074490	AA53G00781, AA130G00008
OG0001767	Bo3g130130, Bo3g130360, Bo3g130350, Bo9g174230, Bo2g009220	AA44G00197
OG0001768	Bo4g149900, Bo02176s010, Bo00871s010, Bo3g153090, Bo1g003280	AA30G00303
OG0001769	Bo3g182530, Bo01152s010, Bo2g079360, Bo5g130420	AA26G00156, AA26G00155, AA26G00443, AA26G00442
OG0001773	Bo9g103660, Bo00946s020, Bo3g023570, Bo01095s010	AA55G00059
OG0001774	Bo3g034250, Bo4g026620	AA60G00281
OG0001774	Bo6g068500	AA70G00033
OG0001775	Bo2g050460, Bo9g101160, Bo3g023680	AA41G00023
OG0001775	Bo1g039930	AA80G00018
OG0001776	Bo2g012050	AA40G00666
OG0001776	Bo3g055100, Bo04755s010, Bo00851s010, Bo00851s030	AA32G01160
OG0001777	Bo9g143640	AA8G00328
OG0001778	Bo3g028280	AA3G00268
OG0001778	Bo1g001040, Bo7g120840	AA20G00049
OG0001779	Bo5g138060	AA93G00144
OG0001779	Bo9g183040, Bo3g002260	AA19G00249
OG0001780	Bo3g061810	AA93G00162
OG0001780	Bo3g002490	AA19G00223
OG0001781	Bo3g171030, Bo1g009850	AA651G00001
OG0001781	Bo3g181130, Bo6g027650	AA15G00017
OG0001782	Bo3g185350	AA15G00266
OG0001782	Bo3g065530, Bo1g138360, Bo5g132560	AA26G00059
OG0001783	Bo1g040380, Bo8g050950, Bo1g040400	AA55G00001
OG0001784	Bo1g022600, Bo1g022610, Bo1g022590	AA57G00299
OG0001785	Bo6g121140	AA31G00260
OG0001786	Bo3g001450, Bo2g001260, Bo4g187460	AA19G00403
OG0001788	Bo2g017810, Bo1g150100, Bo3g060370, Bo5g144840	AA10G00011
OG0001789	Bo9g181170, Bo7g048650, Bo3g142840, Bo5g052290	AA3G00256
OG0001790	Bo5g151500, Bo1g155140, Bo3g055830	AA10G00335
OG0001790	Bo3g012030	AA40G00467
OG0001791	Bo8g093180, Bo6g076350, Bo4g107940	AA61G00319
OG0001792	Bo3g064020, Bo5g136810, Bo9g062630	AA93G00291
OG0001794	Bo3g092370	AA33G00044
OG0001795	Bo7g021210	AA33G00342
OG0001795	Bo2g087680, Bo8g067920, Bo5g025600	AA39G00147
OG0001796	Bo3g173680, Bo00285s260, Bo3g093890	AA33G00096
OG0001797	Bo4g151410	AA46G00202
OG0001797	Bo3g153550, Bo1g004900, Bo7g118450	AA30G00239
OG0001798	Bo4g149780	AA47G00017
OG0001800	Bo8g108480, Bo8g062470, Bo5g017320	AA53G01425
OG0001801	Bo3g015330, Bo01284s010, Bo2g023140	AA8G00180
OG0001802	Bo3g178410	AA26G00659
OG0001803	Bo8g105260	AA37G00039
OG0001804	Bo5g146940	AA10G00135
OG0001804	Bo9g010120, Bo7g093280	AA40G00045
OG0001805	Bo2g010030, Bo9g171810	AA12G00057, AA44G00335
OG0001805	Bo3g173670, Bo1g011000	AA102G00333
OG0001806	Bo8g110890	AA65G00051
OG0001806	Bo2g166220	AA4G00174
OG0001809	Bo6g112410, Bo5g039280	AA39G00509
OG0001810	Bo8g062480, Bo5g017310	AA65G00251
OG0001811	Bo9g166370, Bo3g064900, Bo1g139320, Bo5g133450	AA679G00001
OG0001812	Bo9g008240, Bo7g084520, Bo2g140660	AA53G00922
OG0001813	Bo3g019220, Bo2g030230, Bo1g040510	AA81G00018, AA44G00625
OG0001814	Bo7g050320, Bo5g043710	AA39G00724
OG0001816	Bo9g071640, Bo2g136030	AA53G00696
OG0001816	Bo5g019740	AA14G00051
OG0001817	Bo5g058450, Bo7g045730, Bo3g143780	AA54G00334
OG0001817	Bo4g182410	AA43G00018
OG0001818	Bo7g012920	AA33G00085
OG0001818	Bo1g006000, Bo7g117730	AA30G00125
OG0001819	Bo8g077750, Bo3g109620	AA13G00135
OG0001819	Bo9g013670, Bo7g096820	AA12G00010
OG0001820	Bo1g037390, Bo7g109270, Bo1g037370, Bo1g037380	AA54G00243
OG0001821	Bo1g011800, Bo4g154280, Bo8g100010	AA102G00242
OG0001822	Bo1g016080, Bo7g005750, Bo9g027720, Bo8g102680	AA33G00235
OG0001823	Bo3g167590, Bo7g117010, Bo1g007050	AA123G00005
OG0001824	Bo6g120120	AA31G00353
OG0001824	Bo5g050750, Bo5g050740	AA39G00281
OG0001825	Bo6g124220, Bo2g095670	AA31G00856
OG0001825	Bo4g046190	AA32G00541
OG0001826	Bo1g138680, Bo5g132960, Bo3g065280, Bo1g138700	AA26G00022
OG0001827	Bo9g082020	AA43G00106
OG0001827	Bo5g138070, Bo1g144270, Bo3g061860	AA93G00143
OG0001828	Bo8g070940, Bo5g034600	AA39G00365
OG0001828	Bo6g121220, Bo2g092440	AA31G00250
OG0001829	Bo3g134410	AA96G00015
OG0001829	Bo2g164070	AA5G00077
OG0001830	Bo8g066800, Bo5g022150, Bo8g105340	AA37G00049
OG0001830	Bo2g094840, Bo6g122440	AA31G00760
OG0001831	Bo3g149160, Bo4g127130	AA87G00295
OG0001831	Bo1g101830, Bo7g040330	AA17G00138, AA17G00137
OG0001832	Bo6g120020	AA31G00359
OG0001832	Bo5g050610, Bo6g069680	AA39G00275
OG0001834	Bo5g005520, Bo8g115130, Bo3g026590, Bo4g045800	AA32G00482
OG0001835	Bo4g013300	AA19G00448
OG0001835	Bo4g111470, Bo8g091580	AA61G00183
OG0001836	Bo1g024030	AA57G00329
OG0001836	Bo9g076240	AA6G00225
OG0001837	Bo9g078220, Bo3g048650, Bo1g027010	AA57G00425
OG0001838	Bo2g034050, Bo7g110790	AA81G00057
OG0001839	Bo3g021220, Bo9g123470	AA25G00147
OG0001839	Bo7g110950	AA10G00473
OG0001840	Bo7g115370, Bo1g011020	AA102G00331
OG0001840	Bo8g099600	AA399G00006
OG0001841	Bo5g072650	AA18G00243
OG0001841	Bo5g122590, Bo3g070230	AA26G00454
OG0001843	Bo8g095010	AA61G00388
OG0001843	Bo3g037340, Bo4g023940, Bo4g195140	AA21G00218
OG0001844	Bo1g007830, Bo3g170480	AA24G00059
OG0001845	Bo5g106250	AA26G00740, AA26G00742
OG0001846	Bo4g045960	AA32G00529
OG0001846	Bo5g005290	AA19G00029
OG0001847	Bo4g195180	AA21G00228
OG0001847	Bo6g076880, Bo8g095050	AA61G00390
OG0001848	Bo5g021160	AA57G00176
OG0001848	Bo2g095940	AA31G00881
OG0001849	Bo1g037180	AA54G00260
OG0001850	Bo9g018530, Bo3g100480, Bo3g005440	AA44G00274
OG0001851	Bo3g042250, Bo8g100240	AA22G00050
OG0001852	Bo6g125560	AA31G00886
OG0001852	Bo5g021140, Bo8g105930	AA37G00172
OG0001853	Bo2g009680, Bo3g005400	AA44G00266
OG0001853	Bo00615s210	AA4G00250
OG0001854	Bo4g173050	AA32G00660
OG0001854	Bo8g114400, Bo5g007790	AA23G00089
OG0001855	Bo4g032370	AA61G00132
OG0001856	Bo8g002760	AA87G00048
OG0001857	Bo6g042530, Bo3g181430	AA2G00222
OG0001857	Bo4g026220	AA26G00772
OG0001858	Bo8g102900	AA39G00197
