Orthogroup	Brassica_oleracea	Camelina_sativa
OG0001585	Bo9g176870, Bo3g003510	Csa08g058650, Csa20g008080, Csa13g007830
OG0001586	Bo4g195890	Csa06g052350, Csa04g064920, Csa05g003350
OG0001586	Bo8g095870, Bo4g101440	Csa07g003540, Csa05g093250, Csa07g003530, Csa16g003300
OG0001587	Bo6g119780, Bo2g085240	Csa09g080300, Csa16g039640, Csa07g047140
OG0001587	Bo7g061980	Csa03g023780, Csa14g025210, Csa17g025750
OG0001589	Bo6g086410	Csa09g079980, Csa16g039270, Csa07g046840
OG0001589	Bo7g062250, Bo5g027660	Csa17g025460, Csa03g023440, Csa03916s010, Csa14g024920
OG0001590	Bo4g038800, Bo4g183140	Csa05g020020, Csa06g037750, Csa04g047550
OG0001591	Bo3g082070	Csa19g036000, Csa15g048630
OG0001591	Bo3g027200, Bo4g043950	Csa05g023250, Csa07g008260, Csa16g008090
OG0001592	Bo6g117950	Csa09g078250, Csa07g040930, Csa16g036510
OG0001593	Bo3g107060	Csa11g099760, Csa02g071120, Csa18g036370
OG0001593	Bo3g113730, Bo8g076650, Bo1g073610	Csa09g048610, Csa06g021740, Csa04g031130
OG0001594	Bo4g052170, Bo3g025180, Bo4g176450	Csa05g029860, Csa07g011510, Csa16g012010
OG0001594	Bo8g114800, Bo5g007190	Csa17g009480
OG0001595	Bo5g014740, Bo5g014730, Bo5g014670	Csa14g014090, Csa17g015420, Csa03g014990
OG0001595	Bo5g014750	Csa14g014150, Csa03g015050
OG0001596	Bo3g185490	Csa03g062340
OG0001596	Bo1g138430, Bo5g132630	Csa19g018630, Csa01g015580
OG0001597	Bo8g115810	Csa03g005150
OG0001597	Bo7g067020, Bo2g120840	Csa18g009720, Csa11g070640, Csa20g070110
OG0001598	Bo4g117130, Bo6g068540, Bo8g088450	Csa04g041320, Csa09g065980
OG0001598	Bo4g136080	Csa04g025800, Csa09g037040
OG0001598	Bo4g117050	Csa09g066090, Csa06g029690
OG0001599	Bo4g098830	Csa16g002380
OG0001599	Bo3g039540, Bo4g198480, Bo00802s110	Csa06g053700, Csa05g002000
OG0001600	Bo8g076850	Csa06g022150, Csa04g033460, Csa09g050380, Csa12g033680
OG0001600	Bo3g104690, Bo2g165450	Csa02g071600, Csa11g100040, Csa18g036700
OG0001601	Bo7g097890	Csa13g027730
OG0001601	Bo9g174660, Bo3g004780, Bo2g008960	Csa13g010220, Csa20g011600
OG0001602	Bo7g045210	Csa05g016270
OG0001602	Bo5g104820	Csa17g042130
OG0001602	Bo6g034540	Csa00549s010, Csa13g018450, Csa14g014210, Csa17g015530, Csa03g015100
OG0001603	Bo1g094270	Csa07g061910, Csa16g052580, Csa05g044770
OG0001603	Bo8g109310	Csa03g014320, Csa17g014510
OG0001604	Bo5g003490	Csa17g003870
OG0001604	Bo3g052510, Bo9g005850, Bo2g100550	Csa08g051970, Csa02g005750
OG0001605	Bo9g157270, Bo3g013070	Csa13g021220, Csa08g010830, Csa20g026730
OG0001606	Bo3g125120	Csa07g028060, Csa05g067470
OG0001606	Bo6g056500, Bo8g030350, Bo4g136030	Csa12g072150, Csa10g040350, Csa11g045430
OG0001607	Bo8g095660, Bo7g093610, Bo8g092670	Csa02g076830, Csa02g073160, Csa18g038100, Csa11g101520
OG0001607	Bo7g110860, Bo7g110230, Bo7g110850, Bo7g117440, Bo9g043760, Bo1g043140	Csa12g025650, Csa11g018050, Csa10g016570
OG0001608	Bo7g038940	Csa15g047140, Csa19g035580, Csa01g029620
OG0001608	Bo4g129600	Csa00382s080, Csa10g032940, Csa12g061590
OG0001609	Bo1g139890, Bo5g136270	Csa15g015490, Csa35575s010, Csa01g012750, Csa19g015820
OG0001610	Bo01135s010, Bo7g062490	Csa01g042390, Csa15g084000, Csa19g056260, Csa19g056240
OG0001610	Bo12465s010	Csa15g083970
OG0001611	Bo3g045490, Bo9g093950	Csa02g016080, Csa08g044240, Csa13g050130
OG0001611	Bo7g108330, Bo1g031810	Csa11g023200, Csa10g020180
OG0001612	Bo1g046670, Bo8g051410	Csa10g016040, Csa12g025100, Csa11g017450
OG0001612	Bo2g040130, Bo9g120280, Bo3g021630	Csa18g026680, Csa11g088470
OG0001613	Bo7g054530	Csa14g031510, Csa17g033670, Csa03g028380
OG0001613	Bo6g095120, Bo6g110490, Bo2g064700	Csa18g026480, Csa07g036650, Csa11g088270, Csa05g088740, Csa16g031450
OG0001614	Bo1g006520	Csa01g041600, Csa15g078090, Csa19g058090
OG0001614	Bo3g157400	Csa12g042860
OG0001614	Bo1g020030	Csa12g042840
OG0001615	Bo8g077210	Csa06g022480, Csa09g050730, Csa04g033810
OG0001615	Bo9g017710, Bo2g165710	Csa11g100450, Csa02g072050, Csa18g037040
OG0001616	Bo9g070270, Bo2g134450	Csa09g002870, Csa04g002770, Csa06g001530
OG0001616	Bo8g063720, Bo5g020280	Csa14g018060, Csa03g018690, Csa17g020470
OG0001617	Bo1g134360, Bo5g130400	Csa01g016900, Csa15g018710
OG0001617	Bo6g031670, Bo3g184260	Csa03g061040, Csa14g064370, Csa17g094240
OG0001618	Bo6g084850, Bo6g120700	Csa09g081330, Csa07g048170, Csa16g040740
OG0001618	Bo7g059750, Bo8g070540, Bo5g030950	Csa14g026200, Csa17g026890, Csa03g024870
OG0001619	Bo7g085840, Bo7g085800, Bo9g008310	Csa04g015720, Csa06g008750
OG0001619	Bo4g140230	Csa11g057700, Csa10g047140, Csa12g079520
OG0001620	Bo5g004000	Csa14g004790, Csa03g004850, Csa17g006760, Csa14g004740, Csa03g004800
OG0001620	Bo9g007650, Bo9g007640	Csa08g049810, Csa13g053580, Csa02g007990
OG0001621	Bo00534s220, Bo6g014370, Bo6g014340	Csa17g024580
OG0001622	Bo3g039130, Bo4g010420	Csa06g052700, Csa04g065300, Csa05g002950
OG0001622	Bo8g096110, Bo6g077860	Csa07g003080, Csa16g003640
OG0001623	Bo7g031060	Csa01g031340, Csa19g039280, Csa15g054130
OG0001623	Bo4g133380	Csa12g065510, Csa10g035920
OG0001624	Bo5g152700, Bo1g157450	Csa19g002950, Csa01g001860, Csa15g001870
OG0001624	Bo3g010720, Bo9g163790	Csa20g023310, Csa13g018600, Csa08g007940
OG0001625	Bo9g059830, Bo2g124320	Csa11g070350, Csa20g071350, Csa18g009420, Csa24260s010
OG0001625	Bo01143s020	Csa11g025490, Csa12g037540, Csa10g022480
OG0001626	Bo9g059220	Csa18g010340, Csa09g038170, Csa11g071390, Csa20g067460
OG0001626	Bo8g002870	Csa17g007490, Csa14g005480, Csa03g005600
OG0001627	Bo3g037150	Csa05g006080, Csa04g062000
OG0001627	Bo6g076770, Bo8g094670	Csa16g005970, Csa07g005080, Csa05g091600
OG0001628	Bo5g016470	Csa14g015890
OG0001628	Bo5g016480	Csa17g017160, Csa03g016710
OG0001628	Bo7g083830, Bo00285s390	Csa06g006450, Csa04g012280, Csa09g011270
OG0001629	Bo9g097170	Csa02g039390, Csa18g021460, Csa11g082120, Csa03438s010
OG0001629	Bo7g109890, Bo8g050520, Bo1g039530	Csa10g033220, Csa10g017960, Csa12g029240, Csa11g019650
OG0001630	Bo4g143820, Bo4g136480	Csa11g051230, Csa10g040970, Csa12g074830
OG0001630	Bo2g052660, Bo6g099670	Csa05g073850, Csa16g023450, Csa07g030050
OG0001631	Bo8g079550	Csa20g071800, Csa06g024180, Csa04g035690
OG0001631	Bo7g063900	Csa11g103680, Csa02g075460, Csa18g040220
OG0001632	Bo9g174870	Csa20g010400, Csa08g056430, Csa13g009970
OG0001632	Bo9g014480, Bo2g161330, Bo7g098350	Csa02g068070, Csa11g094960, Csa18g034460
OG0001633	Bo7g082700, Bo00285s340	Csa09g010090, Csa04g012080, Csa06g006220
OG0001633	Bo3g031310, Bo4g186420	Csa04g050350, Csa06g039470, Csa05g017060
OG0001635	Bo7g014920, Bo3g092260	Csa15g074220, Csa19g053930, Csa01g032730
OG0001635	Bo1g006600, Bo7g117300	Csa12g008230, Csa11g006520, Csa10g006860
OG0001636	Bo9g173530	Csa20g015300, Csa13g011790, Csa08g054560
OG0001636	Bo9g018550, Bo00615s200, Bo3g099440	Csa11g102420, Csa02g073450, Csa18g038950
OG0001637	Bo5g083870	Csa03g039170
OG0001637	Bo3g047140	Csa13g041890, Csa08g034810
OG0001638	Bo6g016950, Bo00685s030	Csa17g080660, Csa14g055060, Csa03g053860
OG0001638	Bo1g117460	Csa19g025950, Csa01g021410, Csa15g025130, Csa05176s010
OG0001639	Bo4g182750, Bo3g027780	Csa05g020670, Csa06g037070, Csa04g046860
OG0001639	Bo5g062450, Bo3g147730, Bo3g147640	Csa17g043100, Csa14g037770, Csa03g033300
OG0001640	Bo1g057260	Csa10g031330, Csa00506s150, Csa11g036860
OG0001640	Bo1g105250, Bo5g098160	Csa01g025520, Csa19g031500
OG0001641	Bo5g138220	Csa01g010340, Csa15g010960
OG0001641	Bo2g016550, Bo3g013200	Csa20g026910, Csa08g011060, Csa08g011040
OG0001642	Bo8g114360	Csa14g008290, Csa03g010290, Csa17g010300
OG0001642	Bo4g058480, Bo3g024580, Bo4g173040	Csa07g012730, Csa16g014470, Csa05g033310
OG0001643	Bo9g037320, Bo9g028460, Bo4g093050	Csa16g055200, Csa09g097090, Csa07g063760
OG0001643	Bo5g017230	Csa29181s010, Csa03g015780, Csa14g014940, Csa17g016260
OG0001644	Bo9g035530	Csa16g056200, Csa09g098270
OG0001644	Bo6g065060	Csa02g054590, Csa10g049780, Csa11g059800, Csa02g054570, Csa11g059780
OG0001645	Bo4g069290, Bo4g166650	Csa17g011200, Csa03g011220, Csa16g016360, Csa05g035720
OG0001646	Bo7g105060	Csa12g048450, Csa10g028150
OG0001646	Bo7g077680, Bo2g132450	Csa11g064180, Csa08116s010, Csa20g082030, Csa18g002270
OG0001647	Bo3g097830, Bo2g168210	Csa02g074700, Csa11g102910
OG0001647	Bo1g003330, Bo7g118780	Csa10g003220, Csa11g003650, Csa12g003490
OG0001648	Bo1g147660, Bo5g143120, Bo3g060880	Csa15g008530
OG0001648	Bo2g150460, Bo01327s020	Csa18g017460, Csa02g035170, Csa11g078350
OG0001649	Bo2g023600	Csa08g015110, Csa20g033380, Csa13g025300
OG0001649	Bo7g116050, Bo1g008330	Csa11g009960, Csa10g009050, Csa12g011600
OG0001650	Bo5g003130	Csa14g002450, Csa17g001170, Csa03g002410
OG0001650	Bo9g004410, Bo3g052910	Csa02g005090, Csa09466s010, Csa08g052570
OG0001651	Bo9g062610	Csa20g077470, Csa11g066520, Csa18g005580
OG0001651	Bo1g020150	Csa10g025250, Csa03564s010, Csa12g042740
OG0001652	Bo4g021680	Csa05g005850, Csa04g062260, Csa06g050760
OG0001652	Bo8g094870, Bo4g106310	Csa07g004970, Csa05g091850, Csa16g005850
OG0001653	Bo7g095710, Bo9g011210	Csa13g033700, Csa08g023460, Csa20g049160
OG0001653	Bo9g170060, Bo2g010530	Csa13g014390, Csa20g017130, Csa08g002740
OG0001654	Bo1g153510	Csa19g005980, Csa01g003520
OG0001654	Bo3g004680, Bo2g008880, Bo9g174820	Csa08g056290, Csa20g011480, Csa13g010090
OG0001655	Bo9g078130, Bo3g048600	Csa13g052170, Csa00511s240, Csa02g012740
OG0001655	Bo1g025900	Csa10g021170, Csa12g034930, Csa11g024150
OG0001656	Bo9g174050	Csa13g011070, Csa20g012560, Csa08g055230
OG0001656	Bo9g018010, Bo7g065500	Csa18g037860, Csa02g072910, Csa11g101340
OG0001657	Bo5g017290, Bo8g062490, Bo8g108460	Csa17g016220, Csa14g014900
OG0001657	Bo9g037330	Csa16g055190, Csa07g063750, Csa09g097080
OG0001658	Bo1g003130, Bo3g152870	Csa12g002970, Csa11g003300, Csa10g002940
OG0001658	Bo8g101130, Bo4g149670	Csa07g052530, Csa09g086760, Csa16g044190
OG0001659	Bo5g007320	Csa14g007590, Csa17g009600, Csa03g009620
OG0001659	Bo3g025100	Csa05g030120, Csa07g011710, Csa16g012440
OG0001660	Bo6g120740, Bo2g091040, Bo2g091050	Csa09g081390, Csa16g040800
OG0001661	Bo3g031800	Csa05g016290, Csa04g051130
OG0001661	Bo4g121650, Bo8g083050	Csa06g028170, Csa04g039740, Csa06008s010, Csa09g062130
OG0001662	Bo9g025810	Csa19g058290, Csa01g041780, Csa15g079330, Csa15g079320
OG0001662	Bo4g153980, Bo8g100250	Csa16g045470, Csa07g053790
OG0001663	Bo4g056270, Bo4g173280, Bo3g024730	Csa05g032080, Csa16g014280, Csa07g012510
OG0001664	Bo4g039080	Csa05g020220, Csa04g047300
OG0001664	Bo2g121150, Bo5g065700	Csa17g048540, Csa03g034460, Csa14g039010
OG0001665	Bo9g173550, Bo2g009670	Csa20g015290, Csa13g011780, Csa08g054570
OG0001665	Bo3g099410, Bo9g018570, Bo00615s190	Csa18g038960, Csa11g102430, Csa02g073440
OG0001666	Bo1g019420	Csa06g046620, Csa11g030180
OG0001666	Bo7g075170, Bo9g063060	Csa00470s010, Csa18g003810, Csa11g065760
OG0001667	Bo8g098150, Bo6g079640, Bo4g098490	Csa05g095160, Csa07g001780, Csa16g001780, Csa03522s010
OG0001668	Bo1g045400	Csa12g025310, Csa10g016260, Csa11g017710
OG0001668	Bo3g021240	Csa02g058820, Csa18g028570, Csa11g089260
OG0001669	Bo4g065890, Bo4g168000	Csa05g035260, Csa07g015390, Csa16g015930
OG0001671	Bo9g023690, Bo9g023710	Csa01g035650, Csa15g070030, Csa19g046160
OG0001671	Bo7g116480	Csa11g050800, Csa11g009130, Csa10g008330, Csa12g009870
OG0001672	Bo1g101290, Bo2g044570, Bo7g039020	Csa15g047090, Csa19g035530, Csa01g029560
OG0001672	Bo8g023150	Csa10g032830, Csa12g060190, Csa12g061460
OG0001673	Bo4g015960	Csa06g048430, Csa05g009210
OG0001673	Bo8g092430	Csa04g044650, Csa09g070700, Csa06g033960
OG0001674	Bo9g088620	Csa15g023020, Csa01g019670, Csa19g023920, Csa14g031780
OG0001674	Bo8g043510, Bo1g054930	Csa12g051980, Csa11g033780, Csa10g029500
OG0001675	Bo5g105000, Bo3g076320, Bo1g108330	Csa15g031370, Csa01g024050, Csa19g028960, Csa16423s010
OG0001676	Bo8g079570	Csa09g053010
OG0001676	Bo7g099260	Csa04g035750
OG0001676	Bo8g079560, Bo7g099210	Csa04g035710
OG0001677	Bo4g086620, Bo1g095760	Csa07g062320, Csa09g095690, Csa16g053060
OG0001677	Bo3g046860	Csa14g013810, Csa03g014730, Csa17g015050, Csa08g035230
OG0001678	Bo6g065010	Csa11g059750, Csa10g049730, Csa02g054540
OG0001678	Bo9g029060, Bo4g096620	Csa16g056180, Csa07g064950, Csa09g098250
OG0001680	Bo3g164180, Bo7g107810, Bo1g027000	Csa11g024080, Csa12g034850
OG0001681	Bo9g153820, Bo2g017920	Csa13g022300, Csa08g012040
OG0001681	Bo2g010860, Bo3g007550, Bo9g169570	Csa13g015030
OG0001682	Bo5g076250, Bo8g011510	Csa17g083210, Csa03g055370, Csa14g055710
OG0001682	Bo1g115950, Bo5g116750, Bo5g115730, Bo3g071960	Csa19g026520, Csa01g022010, Csa15g026740
OG0001683	Bo9g119130, Bo3g021720, Bo2g041270	Csa18g026420, Csa02g057480
OG0001683	Bo1g047790, Bo8g051490	Csa10g015920, Csa12g024980, Csa11g017310, Csa03g051600
OG0001684	Bo3g009160, Bo3g009170, Bo2g011280, Bo9g166770	Csa13g016050, Csa20g018810, Csa08g005310, Csa20g018800, Csa08g005300, Csa13g016040
OG0001685	Bo5g138180	Csa15g011030, Csa01g010420, Csa01g010400, Csa15g011010
OG0001685	Bo5g030840	Csa17g026810, Csa14g026120, Csa03g024790
OG0001686	Bo3g044790	Csa13g047650
OG0001686	Bo3g044760, Bo9g088430, Bo9g088450	Csa02g026290, Csa13g047630
OG0001687	Bo5g141500, Bo3g061270	Csa19g011240, Csa15g009210, Csa01g008490
OG0001687	Bo1g147320	Csa15g009200, Csa19g011230
OG0001688	Bo5g003400	Csa17g003770, Csa14g002910, Csa03g002870
OG0001688	Bo3g052590, Bo9g005720, Bo2g100440	Csa08g052090, Csa13g054850, Csa02g005610
OG0001689	Bo4g104820, Bo8g095470	Csa07g004150
OG0001690	Bo9g093980	Csa08g044280, Csa13g050180, Csa02g015970
OG0001690	Bo1g031780, Bo7g108290, Bo3g165660	Csa12g033820, Csa10g020220, Csa11g023240
OG0001691	Bo5g101120, Bo3g078560	Csa15g031780, Csa01g024470, Csa19g029420
OG0001692	Bo1g020340	Csa04g018110, Csa12g038750, Csa10g022700, Csa11g025690, Csa11g025890, Csa12g038960, Csa10g022880
OG0001692	Bo5g003730	Csa14g004350, Csa17g005350, Csa03g004370
OG0001693	Bo6g118350, Bo2g080900	Csa09g078700, Csa07g044350, Csa16g038030
OG0001693	Bo5g025570, Bo8g104300, Bo8g067910	Csa03g022440, Csa03g022420, Csa14g023900
OG0001694	Bo6g072720	Csa09g069610, Csa04g043530, Csa06g032880
OG0001694	Bo9g181470, Bo2g005360, Bo00983s010	Csa13g006100, Csa20g005210, Csa08g060480
OG0001695	Bo7g100610, Bo1g060640, Bo8g080370	Csa06g025020, Csa09g002450, Csa03086s010, Csa04g036650
OG0001696	Bo1g019570, Bo3g156990	Csa10g026760, Csa06g046400, Csa11g030010
OG0001696	Bo7g074000, Bo7g074010	Csa20g078150, Csa18g003980, Csa11g065920
OG0001697	Bo8g104850	Csa03g021240, Csa17g023180, Csa14g021730
OG0001697	Bo6g116060	Csa09g077180
OG0001697	Bo6g091370	Csa07g039720, Csa16g035310
OG0001698	Bo4g015820	Csa04g057710, Csa05g009370
OG0001698	Bo6g073280, Bo4g109720, Bo8g092300	Csa09g070460, Csa06g033710, Csa04g044390
OG0001699	Bo1g139190, Bo1g139210, Bo3g064970, Bo3g064960, Bo3g064930	Csa15g016370, Csa19g016730, Csa01g013570
OG0001699	Bo5g133420	Csa01g013580, Csa15g016410, Csa15g016420, Csa15g016380
OG0001700	Bo1g027120, Bo3g164190	Csa11g023960, Csa12g034720, Csa10g020960
OG0001701	Bo8g097320, Bo01141s010	Csa07g002790, Csa05g094000, Csa16g002980
OG0001701	Bo3g039330, Bo4g008150	Csa06g053040, Csa05g002640, Csa04g065610
OG0001702	Bo8g025640	Csa10g033330, Csa12g063050, Csa11g041540
OG0001702	Bo2g119370	Csa01g013740, Csa19g036140, Csa01g030180, Csa15g049830
OG0001703	Bo3g099210, Bo9g018730	Csa02g074360, Csa11g102620, Csa18g039190
OG0001703	Bo2g009880, Bo3g005620	Csa20g015760, Csa13g012210, Csa08g054080
OG0001704	Bo4g078660	Csa18g011060, Csa20g066670, Csa11g072140, Csa04253s010
OG0001704	Bo02124s010, Bo8g020530, Bo6g006990	Csa03g047480, Csa14g049860, Csa17g071490
OG0001705	Bo2g047720	Csa02g046560
OG0001705	Bo1g040350, Bo7g110460	Csa10g017280, Csa11g018880, Csa12g026530
OG0001706	Bo8g079040, Bo1g080130	Csa04g035320, Csa09g052510, Csa06g023820, Csa09g052500
OG0001706	Bo3g097620, Bo2g168160	Csa02g074960, Csa11g103140, Csa18g039720
OG0001707	Bo7g100900	Csa04g037140, Csa06g025510
OG0001708	Bo8g104600, Bo8g067590	Csa03g021780, Csa14g022280, Csa17g023720
OG0001708	Bo2g080540, Bo6g116800	Csa07g040610, Csa16g036120, Csa09g077980
OG0001709	Bo5g055910	Csa17g039290
OG0001709	Bo3g143400	Csa14g036070
OG0001709	Bo4g042350	Csa05g021410, Csa07g007450, Csa16g007250
OG0001710	Bo3g068110, Bo1g124940	Csa15g020540, Csa19g022690, Csa01g018510
OG0001710	Bo6g028120, Bo6g039610	Csa03g059510, Csa14g061790, Csa17g092540
OG0001711	Bo3g035710, Bo4g013350	Csa04g056080
OG0001712	Bo5g012030	Csa03g014100, Csa17g014300, Csa14g012140
OG0001712	Bo9g044180	Csa05g047270, Csa07g061540, Csa16g052210
OG0001713	Bo7g084570, Bo2g141720	Csa06g008550, Csa04g015440
OG0001714	Bo5g151380, Bo1g155110	Csa01g002500, Csa15g002580, Csa19g005000
OG0001714	Bo2g013170, Bo9g163040	Csa20g024460, Csa08g008770, Csa13g019370
OG0001715	Bo3g141550, Bo7g049800	Csa17g036150, Csa03g030660
OG0001715	Bo3g109280	Csa02g069880, Csa11g098690, Csa18g035260
OG0001716	Bo8g099820, Bo4g154580	Csa16g046080, Csa09g088610, Csa07g054400
OG0001716	Bo1g011410, Bo7g115070, Bo7g014030	Csa10g011200, Csa12g015780, Csa11g012060
OG0001717	Bo9g009730	Csa02g035330, Csa18g018610, Csa11g078510
OG0001717	Bo3g060800, Bo5g143170, Bo1g147730	Csa19g010450, Csa15g008410, Csa01g007790
OG0001718	Bo6g120780	Csa11g045070, Csa09g081440, Csa07g048280, Csa16g040870
OG0001718	Bo8g070620, Bo5g032020	Csa03g024930, Csa17g026950, Csa14g026260
OG0001719	Bo8g105490, Bo5g021910	Csa17g022060, Csa03g020230
OG0001719	Bo6g122640, Bo6g081140	Csa09g093390, Csa07g058250, Csa09g093370, Csa16g048760
OG0001720	Bo3g027530	Csa05g021280, Csa07g007330, Csa16g007140
OG0001720	Bo5g057230	Csa14g036540, Csa03g032110, Csa14g036560, Csa03g032120
OG0001721	Bo4g142430	Csa02g055160, Csa10g050380, Csa11g061320
OG0001721	Bo02355s010, Bo9g032550, Bo9g030830	Csa09g099130, Csa16g057010, Csa07g065810
OG0001722	Bo6g042600	Csa14g059810, Csa17g090460, Csa03g058470
OG0001722	Bo1g108250, Bo3g077360	Csa19g029070, Csa01g024130, Csa15g031450
OG0001723	Bo7g106410	Csa10g025270, Csa11g028460
OG0001723	Bo7g072750, Bo9g062660	Csa11g066480, Csa18g005550, Csa20g077510
OG0001724	Bo5g023620	Csa14g021470, Csa03g021020, Csa17g022950
OG0001724	Bo8g067030	Csa17g022930
OG0001724	Bo2g075630, Bo6g115790	Csa09g075890
OG0001725	Bo7g110910, Bo1g045220	Csa12g025580, Csa11g017970, Csa10g016500, Csa20g018540, Csa04g024050
OG0001726	Bo3g066540, Bo5g127500, Bo1g129830	Csa15g019440, Csa01g017540, Csa19g021690
OG0001727	Bo9g028840, Bo00834s020	Csa07g064430, Csa09g097830
OG0001727	Bo5g016700	Csa03g016500, Csa17g016950, Csa14g015670
OG0001728	Bo7g057900, Bo5g038610	Csa17g029440, Csa03g026370, Csa14g027700
OG0001729	Bo6g003200, Bo5g070870, Bo8g021950	Csa17g070800, Csa03g046840
OG0001729	Bo6g121280	Csa09g084120, Csa16g041560
OG0001730	Bo4g014560	Csa05g009900, Csa06g047680, Csa04g056190
OG0001730	Bo8g091950, Bo6g072980	Csa09g070010, Csa04g044000
OG0001731	Bo4g142420	Csa02g055140, Csa10g050310, Csa00772s010, Csa11g061290, Csa13g048960, Csa04g032450, Csa08g044010, Csa08g048500, Csa04g016980, Csa07g038120, Csa06g010200, Csa00674s010, Csa01g031740, Csa11g061300, Csa02g055150, Csa00772s020, Csa10g050320
OG0001732	Bo5g150280	Csa19g005180, Csa15g002780, Csa01g002720
OG0001732	Bo9g161670, Bo2g013370	Csa13g019750, Csa20g024840, Csa08g009130
OG0001733	Bo5g136650, Bo3g064110	Csa01g012380, Csa19g015400, Csa15g015070
OG0001733	Bo9g176840	Csa13g007860, Csa20g008110, Csa08g058620
OG0001734	Bo9g011400, Bo7g096100	Csa13g031140, Csa08g022940, Csa20g048560
OG0001734	Bo3g006920, Bo9g171550	Csa20g016490, Csa13g013860, Csa08g002230
OG0001735	Bo4g043460	Csa16g007370, Csa07g007570, Csa05g021530
OG0001735	Bo3g143300, Bo7g048330, Bo5g054710	Csa03g031550, Csa14g035870
OG0001736	Bo7g058170	Csa03g026230, Csa14g027560, Csa03g026220, Csa17g029300
OG0001736	Bo6g121900	Csa07g050910, Csa09g085050, Csa16g042510
OG0001737	Bo7g100630	Csa04g036660, Csa06g025030, Csa09g002440
OG0001737	Bo7g064930, Bo9g021940, Bo2g167670	Csa18g042120, Csa02g076340, Csa11g104540
OG0001738	Bo8g015070	Csa14g054490, Csa17g079160, Csa03g053240
OG0001738	Bo5g122610, Bo3g070210, Bo1g119200	Csa15g024020, Csa01g020480, Csa19g024930
OG0001739	Bo5g008240, Bo8g114060, Bo8g009620	Csa17g010850, Csa14g008860, Csa03g010880, Csa17g010830, Csa03g010870, Csa14g008870, Csa05310s010
OG0001740	Bo7g014310	Csa19g054400, Csa01g032190, Csa15g075810
OG0001740	Bo7g117430, Bo1g006410	Csa12g008040, Csa10g006640, Csa11g006280
OG0001741	Bo2g008760	Csa08g056700, Csa20g010110, Csa13g009710
OG0001741	Bo2g161570, Bo7g098620	Csa18g034760, Csa11g097230, Csa02g068390
OG0001742	Bo3g055710	Csa01g002150, Csa19g004670, Csa15g002220
OG0001742	Bo9g163450, Bo3g010870	Csa08g008250, Csa20g023770, Csa13g018940
OG0001743	Bo3g185740, Bo6g051550, Bo6g035890, Bo4g040020	Csa03g062580, Csa03g062590, Csa14g067830, Csa17g095880
OG0001744	Bo5g034310	Csa03g025190, Csa17g027320, Csa14g026630
OG0001744	Bo6g083510, Bo6g121010	Csa07g048560, Csa16g041170, Csa09g082700
OG0001745	Bo6g022340	Csa03g056610, Csa03g056600, Csa17g088370, Csa14g058960
OG0001745	Bo5g109810, Bo1g108980, Bo3g074830	Csa15g029500, Csa01g023370
OG0001746	Bo5g005390, Bo8g115190, Bo8g004510	Csa14g006540, Csa03g006650, Csa17g008550
OG0001747	Bo5g126660, Bo1g126030	Csa01g018390, Csa19g022560, Csa15g020410
OG0001747	Bo6g039580, Bo6g028170	Csa14g061820, Csa17g092570, Csa03g059540
OG0001748	Bo5g016800, Bo8g108110	Csa03g016280, Csa17g016750, Csa14g015450
OG0001748	Bo9g028760	Csa16g055680, Csa09g097670, Csa07g064290
OG0001749	Bo3g057010	Csa01g002840, Csa19g005270, Csa15g002900
OG0001749	Bo2g013470, Bo9g161540	Csa20g025200, Csa08g009340, Csa13g019950
OG0001750	Bo00758s080, Bo8g108250, Bo5g016960	Csa14g015240, Csa17g016540, Csa03g016060
OG0001750	Bo3g184130, Bo4g094150, Bo10873s010	Csa16g055590, Csa07g064180
OG0001751	Bo2g002330	Csa20g001830, Csa08g062920, Csa13g001610
OG0001751	Bo5g139580, Bo1g144800	Csa01g009710, Csa15g010310, Csa19g012390, Csa04g007700
OG0001752	Bo4g154460, Bo8g099880	Csa09g088480, Csa07g054270, Csa16g045960
OG0001752	Bo7g114910, Bo1g011680, Bo3g175230	Csa11g012300, Csa10g011440
OG0001753	Bo3g013680, Bo9g153780	Csa08g012110, Csa13g022360
OG0001753	Bo2g010910, Bo9g169440	Csa13g015210, Csa08g004520
OG0001754	Bo5g038560	Csa17g029410, Csa03g026350, Csa14g027680
OG0001754	Bo2g075530, Bo6g114750	Csa09g075700, Csa16g034860, Csa07g022010
OG0001755	Bo1g034500, Bo1g034510	Csa11g022570
OG0001755	Bo7g108730	Csa11g022550, Csa15g085590, Csa01g044270, Csa19g048670
OG0001756	Bo2g150200, Bo7g089400	Csa20g041610, Csa11g074800, Csa18g014770
