Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0001686	Bo3g044790	EUTSA_v10028774mg
OG0001686	Bo3g044760, Bo9g088430, Bo9g088450	EUTSA_v10028770mg
OG0001687	Bo2g149960	EUTSA_v10005002mg
OG0001687	Bo5g141500, Bo3g061270	EUTSA_v10021662mg
OG0001688	Bo5g003400	EUTSA_v10009185mg
OG0001688	Bo3g052590, Bo9g005720, Bo2g100440	EUTSA_v10029091mg
OG0001689	Bo4g104820, Bo8g095470	EUTSA_v100058921mg
OG0001690	Bo9g093980	EUTSA_v10029375mg
OG0001690	Bo1g031780, Bo7g108290, Bo3g165660	EUTSA_v10024955mg
OG0001691	Bo5g101120, Bo3g078560	EUTSA_v10021873mg
OG0001692	Bo1g020340	EUTSA_v10023437mg, EUTSA_v10025149mg
OG0001693	Bo6g118350, Bo2g080900	EUTSA_v10018705mg
OG0001693	Bo5g025570, Bo8g104300, Bo8g067910	EUTSA_v10008152mg
OG0001694	Bo6g072720	EUTSA_v10005816mg
OG0001694	Bo9g181470, Bo2g005360, Bo00983s010	EUTSA_v10012694mg
OG0001695	Bo7g100610, Bo1g060640, Bo8g080370	EUTSA_v10010373mg
OG0001696	Bo1g019570, Bo3g156990	EUTSA_v10027225mg
OG0001696	Bo7g074000, Bo7g074010	EUTSA_v10001025mg
OG0001697	Bo8g104850	EUTSA_v10009148mg
OG0001697	Bo6g091370	EUTSA_v10019317mg
OG0001698	Bo4g015820	EUTSA_v10016442mg
OG0001698	Bo6g073280, Bo4g109720, Bo8g092300	EUTSA_v10005862mg
OG0001699	Bo5g133420	EUTSA_v10021149mg
OG0001700	Bo1g027120	EUTSA_v10026418mg
OG0001701	Bo8g097320, Bo01141s010	EUTSA_v10005857mg
OG0001701	Bo3g039330, Bo4g008150	EUTSA_v10001365mg
OG0001702	Bo8g025640	EUTSA_v10026745mg
OG0001703	Bo3g099210, Bo9g018730	EUTSA_v10004688mg
OG0001703	Bo2g009880, Bo3g005620	EUTSA_v10014501mg
OG0001704	Bo4g078660	EUTSA_v10003156mg
OG0001704	Bo02124s010, Bo8g020530, Bo6g006990	EUTSA_v10011258mg
OG0001705	Bo2g047720	EUTSA_v10015376mg, EUTSA_v10016049mg, EUTSA_v10015801mg
OG0001705	Bo1g040350, Bo7g110460	EUTSA_v10025746mg
OG0001706	Bo8g079040, Bo1g080130	EUTSA_v10010875mg
OG0001706	Bo3g097620	EUTSA_v10005224mg
OG0001707	Bo7g100900	EUTSA_v10010302mg
OG0001707	Bo8g081640	EUTSA_v10010279mg
OG0001708	Bo8g104600, Bo8g067590	EUTSA_v10008597mg
OG0001708	Bo2g080540, Bo6g116800	EUTSA_v10019669mg
OG0001709	Bo5g055910, Bo3g143400	EUTSA_v10009195mg
OG0001709	Bo4g042350	EUTSA_v10017477mg
OG0001710	Bo3g068110, Bo1g124940	EUTSA_v10020984mg
OG0001710	Bo6g028120, Bo6g039610	EUTSA_v10011602mg
OG0001711	Bo3g035710, Bo4g013350	EUTSA_v10016972mg
OG0001712	Bo5g012030	EUTSA_v10007260mg
OG0001712	Bo9g044180	EUTSA_v10023376mg
OG0001713	Bo7g084570, Bo2g141720	EUTSA_v10004761mg
OG0001714	Bo5g151380, Bo1g155110	EUTSA_v10020304mg
OG0001714	Bo2g013170, Bo9g163040	EUTSA_v10012966mg
OG0001715	Bo3g141550, Bo7g049800	EUTSA_v10007763mg
OG0001715	Bo3g109280	EUTSA_v10004300mg, EUTSA_v10017970mg, EUTSA_v10016978mg
OG0001716	Bo8g099820, Bo4g154580	EUTSA_v10000173mg
OG0001716	Bo1g011410, Bo7g115070	EUTSA_v10025225mg
OG0001717	Bo9g009730	EUTSA_v10004911mg
OG0001717	Bo3g060800, Bo5g143170, Bo1g147730	EUTSA_v10021475mg
OG0001718	Bo6g120780	EUTSA_v10019530mg, EUTSA_v10018664mg
OG0001718	Bo8g070620, Bo5g032020	EUTSA_v10007857mg
OG0001719	Bo8g105490, Bo5g021910	EUTSA_v10008436mg
OG0001719	Bo6g122640, Bo6g081140	EUTSA_v10018933mg
OG0001720	Bo3g027530	EUTSA_v10016396mg
OG0001720	Bo5g057230	EUTSA_v10009350mg, EUTSA_v10007172mg
OG0001721	Bo4g142430	EUTSA_v10027660mg, EUTSA_v10029146mg
OG0001721	Bo02355s010, Bo9g032550, Bo9g030830	EUTSA_v10023305mg
OG0001722	Bo6g042600	EUTSA_v10011555mg
OG0001722	Bo1g108250, Bo3g077360	EUTSA_v10020874mg
OG0001723	Bo7g106410	EUTSA_v10025529mg
OG0001723	Bo7g072750, Bo9g062660	EUTSA_v10000937mg
OG0001724	Bo8g067030, Bo8g105000	EUTSA_v10006928mg
OG0001724	Bo2g075630, Bo6g115790	EUTSA_v10018044mg
OG0001725	Bo7g110910, Bo1g045220	EUTSA_v10025688mg
OG0001726	Bo3g066540, Bo5g127500, Bo1g129830	EUTSA_v10020786mg
OG0001727	Bo9g028840, Bo00834s020	EUTSA_v10023623mg
OG0001727	Bo5g016700	EUTSA_v10008388mg
OG0001728	Bo7g057900, Bo5g038610	EUTSA_v10007970mg
OG0001728	Bo2g075440, Bo2g075460, Bo6g092610	EUTSA_v10019648mg
OG0001729	Bo5g070870, Bo8g021950	EUTSA_v10011449mg
OG0001729	Bo6g121280	EUTSA_v10018484mg
OG0001730	Bo4g014560	EUTSA_v10016499mg
OG0001730	Bo8g091950, Bo6g072980	EUTSA_v10005884mg
OG0001731	Bo4g142420	EUTSA_v10028265mg, EUTSA_v10028201mg, EUTSA_v10029417mg
OG0001732	Bo5g150280	EUTSA_v10020284mg
OG0001732	Bo9g161670, Bo2g013370	EUTSA_v10012943mg
OG0001733	Bo5g136650, Bo3g064110	EUTSA_v10020430mg
OG0001733	Bo9g176840	EUTSA_v10013295mg
OG0001734	Bo9g011400, Bo7g096100	EUTSA_v10004807mg
OG0001734	Bo3g006920, Bo9g171550	EUTSA_v10014629mg
OG0001735	Bo4g043460	EUTSA_v10017458mg
OG0001735	Bo3g143300, Bo7g048330, Bo5g054710	EUTSA_v10009158mg
OG0001736	Bo7g058170	EUTSA_v10008357mg
OG0001736	Bo6g121900	EUTSA_v10018959mg
OG0001737	Bo7g100630	EUTSA_v10010693mg
OG0001737	Bo7g064930, Bo9g021940, Bo2g167670	EUTSA_v10004725mg
OG0001738	Bo8g015070	EUTSA_v10011861mg
OG0001738	Bo5g122610, Bo3g070210, Bo1g119200	EUTSA_v10021758mg
OG0001739	Bo5g008240, Bo8g114060, Bo8g009620	EUTSA_v10007946mg, EUTSA_v10007947mg
OG0001740	Bo7g014310	EUTSA_v10022695mg
OG0001740	Bo7g117430, Bo1g006410	EUTSA_v10025221mg
OG0001741	Bo2g008760	EUTSA_v10014081mg
OG0001741	Bo2g161570, Bo7g098620	EUTSA_v10004550mg
OG0001742	Bo3g055710	EUTSA_v10021574mg
OG0001742	Bo9g163450, Bo3g010870	EUTSA_v10014759mg
OG0001743	Bo3g185740, Bo6g051550, Bo6g035890, Bo4g040020	EUTSA_v10012384mg
OG0001744	Bo5g034310	EUTSA_v10008635mg
OG0001744	Bo6g083510, Bo6g121010	EUTSA_v10019082mg
OG0001745	Bo6g022340	EUTSA_v10011484mg
OG0001745	Bo5g109810, Bo1g108980, Bo3g074830	EUTSA_v10020720mg
OG0001746	Bo3g026650, Bo4g045900	EUTSA_v10017846mg, EUTSA_v10017883mg, EUTSA_v10002878mg
OG0001746	Bo5g005390	EUTSA_v10007929mg
OG0001747	Bo5g126660, Bo1g126030	EUTSA_v10021746mg
OG0001747	Bo6g039580, Bo6g028170	EUTSA_v10011857mg
OG0001748	Bo5g016800, Bo8g108110	EUTSA_v10009922mg
OG0001748	Bo9g028760	EUTSA_v10023637mg
OG0001749	Bo3g057010	EUTSA_v10021756mg
OG0001749	Bo2g013470, Bo9g161540	EUTSA_v10015011mg
OG0001750	Bo00758s080, Bo8g108250, Bo5g016960	EUTSA_v10008740mg
OG0001750	Bo3g184130, Bo4g094150, Bo10873s010	EUTSA_v10023680mg
OG0001751	Bo2g002330	EUTSA_v10013437mg
OG0001751	Bo5g139580, Bo1g144800	EUTSA_v10020521mg
OG0001752	Bo4g154460, Bo8g099880	EUTSA_v10000464mg
OG0001752	Bo7g114910, Bo1g011680, Bo3g175230	EUTSA_v10025875mg
OG0001753	Bo3g013680, Bo9g153780	EUTSA_v10012507mg
OG0001753	Bo2g010910, Bo9g169440	EUTSA_v10012520mg
OG0001754	Bo5g038560	EUTSA_v10009689mg
OG0001754	Bo2g075530, Bo6g114750	EUTSA_v10019200mg, EUTSA_v10019565mg
OG0001755	Bo1g034500, Bo1g034510	EUTSA_v10025267mg
OG0001755	Bo7g108730	EUTSA_v10027511mg
OG0001756	Bo2g150200, Bo7g089400	EUTSA_v10004814mg
OG0001756	Bo2g150190	EUTSA_v10004803mg
OG0001757	Bo3g135790	EUTSA_v10010609mg
OG0001757	Bo2g164190, Bo3g107520	EUTSA_v10004754mg
OG0001758	Bo3g109370, Bo2g161630	EUTSA_v10003594mg
OG0001758	Bo2g008600, Bo3g004300	EUTSA_v10012565mg
OG0001759	Bo9g014660, Bo7g098850	EUTSA_v10005285mg
OG0001759	Bo2g008700, Bo9g175610	EUTSA_v10014666mg
OG0001760	Bo5g094610	EUTSA_v10021541mg
OG0001761	Bo3g162340	EUTSA_v10024361mg, EUTSA_v10026956mg, EUTSA_v10024354mg
OG0001762	Bo2g146560, Bo06409s010	EUTSA_v10005031mg
OG0001763	Bo8g100360	EUTSA_v10000533mg
OG0001763	Bo4g151710	EUTSA_v10000625mg
OG0001764	Bo8g082670, Bo6g067300, Bo9g074330, Bo3g023970	EUTSA_v10010633mg, EUTSA_v10016118mg, EUTSA_v10014972mg, EUTSA_v10000999mg
OG0001765	Bo5g004390	EUTSA_v10008636mg
OG0001765	Bo9g059270	EUTSA_v10003276mg
OG0001766	Bo6g039890, Bo9g074580, Bo2g137140, Bo2g137150	EUTSA_v10004585mg
OG0001766	Bo9g074430, Bo9g074570, Bo9g074490	EUTSA_v10002851mg
OG0001767	Bo3g130130, Bo3g130360, Bo3g130350	EUTSA_v10013280mg
OG0001767	Bo9g174230, Bo2g009220	EUTSA_v10015828mg
OG0001768	Bo4g149900, Bo02176s010, Bo00871s010	EUTSA_v10000598mg
OG0001768	Bo3g153090, Bo1g003280	EUTSA_v10026139mg
OG0001769	Bo3g182530, Bo01152s010, Bo2g079360, Bo5g130420	EUTSA_v10022171mg
OG0001773	Bo9g103660, Bo00946s020	EUTSA_v10014716mg
OG0001773	Bo3g023570	EUTSA_v10015303mg
OG0001774	Bo3g034250, Bo4g026620	EUTSA_v10016225mg
OG0001774	Bo6g068500	EUTSA_v10010113mg
OG0001775	Bo2g050460, Bo9g101160, Bo3g023680	EUTSA_v10013035mg
OG0001775	Bo1g039930	EUTSA_v10024736mg
OG0001776	Bo2g012050	EUTSA_v10012853mg
OG0001776	Bo3g055100, Bo04755s010, Bo00851s010, Bo00851s030	EUTSA_v10020294mg
OG0001777	Bo9g143640	EUTSA_v10015587mg
OG0001777	Bo3g017320, Bo9g143650	EUTSA_v10013538mg
OG0001778	Bo3g028280	EUTSA_v10016717mg
OG0001778	Bo1g001040, Bo7g120840	EUTSA_v10025205mg
OG0001779	Bo5g138060	EUTSA_v10020958mg
OG0001779	Bo9g183040, Bo3g002260	EUTSA_v10013851mg
OG0001780	Bo3g002490	EUTSA_v10013480mg
OG0001781	Bo3g171030, Bo1g009850	EUTSA_v10024403mg
OG0001781	Bo3g181130, Bo6g027650	EUTSA_v10011238mg
OG0001782	Bo3g185350	EUTSA_v10011369mg
OG0001782	Bo3g065530, Bo1g138360, Bo5g132560	EUTSA_v10020444mg
OG0001783	Bo1g040380	EUTSA_v10026072mg
OG0001783	Bo8g050950, Bo1g040400	EUTSA_v10026034mg
OG0001784	Bo1g022610	EUTSA_v10024347mg
OG0001784	Bo1g022590	EUTSA_v10024326mg
OG0001785	Bo8g071170	EUTSA_v10009601mg
OG0001785	Bo6g121140	EUTSA_v10018295mg
OG0001786	Bo3g001450, Bo2g001260	EUTSA_v10014179mg
OG0001786	Bo4g187460	EUTSA_v10017969mg
OG0001787	Bo3g019190	EUTSA_v10010928mg, EUTSA_v10011084mg
OG0001787	Bo9g072890	EUTSA_v10011008mg, EUTSA_v10011099mg, EUTSA_v10010959mg, EUTSA_v10011107mg
OG0001788	Bo2g017810	EUTSA_v10014774mg
OG0001788	Bo1g150100, Bo3g060370, Bo5g144840	EUTSA_v10021555mg
OG0001789	Bo9g181170	EUTSA_v10014546mg
OG0001789	Bo7g048650, Bo3g142840, Bo5g052290	EUTSA_v10010032mg
OG0001790	Bo5g151500, Bo1g155140, Bo3g055830	EUTSA_v10020933mg
OG0001790	Bo3g012030	EUTSA_v10014571mg
OG0001791	Bo3g109250	EUTSA_v10005470mg
OG0001791	Bo8g093180, Bo6g076350, Bo4g107940	EUTSA_v10006321mg
OG0001792	Bo3g064020, Bo5g136810, Bo9g062630	EUTSA_v10020755mg
OG0001793	Bo6g092680	EUTSA_v10018388mg
OG0001793	Bo6g092700	EUTSA_v10019581mg
OG0001794	Bo3g092370	EUTSA_v10022748mg
OG0001795	Bo7g021210	EUTSA_v10001954mg
OG0001795	Bo2g087680, Bo8g067920, Bo5g025600	EUTSA_v10007318mg
OG0001796	Bo3g173680, Bo00285s260	EUTSA_v10003843mg
OG0001796	Bo3g093890	EUTSA_v10022599mg
OG0001797	Bo4g151410	EUTSA_v10000438mg
OG0001797	Bo3g153550, Bo1g004900, Bo7g118450	EUTSA_v10025742mg
OG0001798	Bo4g149780	EUTSA_v10000004mg
OG0001798	Bo1g087940, Bo9g052020	EUTSA_v10023209mg
OG0001800	Bo8g108480, Bo8g062470, Bo5g017320	EUTSA_v10010010mg
OG0001801	Bo3g015330, Bo01284s010, Bo2g023140	EUTSA_v10014753mg
OG0001802	Bo00969s030, Bo1g110200	EUTSA_v10021218mg
OG0001804	Bo5g146940	EUTSA_v10021255mg
OG0001804	Bo9g010120, Bo7g093280	EUTSA_v10004720mg
OG0001805	Bo2g010030, Bo9g171810	EUTSA_v10013805mg
OG0001805	Bo3g173670, Bo1g011000	EUTSA_v10025784mg
OG0001806	Bo8g110890	EUTSA_v10009349mg
OG0001806	Bo2g166220	EUTSA_v10003716mg
OG0001808	Bo6g094980, Bo6g110720	EUTSA_v10018014mg
OG0001809	Bo6g112410	EUTSA_v10019241mg
OG0001809	Bo5g039280	EUTSA_v10008947mg
OG0001810	Bo8g062480, Bo5g017310	EUTSA_v10009327mg
OG0001811	Bo9g166370	EUTSA_v10014708mg
OG0001811	Bo3g064900, Bo1g139320, Bo5g133450	EUTSA_v10021544mg
OG0001812	Bo9g008240, Bo7g084520, Bo2g140660	EUTSA_v10004747mg
OG0001813	Bo3g019220, Bo2g030230	EUTSA_v10014709mg
OG0001813	Bo1g040510	EUTSA_v10026254mg
OG0001814	Bo2g056320, Bo6g098430, Bo6g106410	EUTSA_v10019740mg
OG0001815	Bo9g014190, Bo9g014180, Bo9g014170	EUTSA_v10028013mg, EUTSA_v10028125mg
OG0001815	Bo2g095960, Bo2g079020	EUTSA_v10019401mg
OG0001815	Bo8g036640	EUTSA_v10023131mg
OG0001816	Bo9g071640, Bo2g136030	EUTSA_v10004674mg
OG0001816	Bo5g019740	EUTSA_v10008286mg
OG0001817	Bo7g045730	EUTSA_v10008914mg
OG0001817	Bo4g182410	EUTSA_v10017316mg
OG0001818	Bo7g012920	EUTSA_v10022795mg
OG0001818	Bo1g006000, Bo7g117730	EUTSA_v10026001mg
OG0001819	Bo8g077750, Bo3g109620	EUTSA_v10010221mg
OG0001819	Bo9g013670, Bo7g096820	EUTSA_v10003876mg
OG0001820	Bo7g109270	EUTSA_v10024521mg
OG0001821	Bo1g011800	EUTSA_v10024754mg
OG0001821	Bo4g154280, Bo8g100010	EUTSA_v10000127mg
OG0001822	Bo1g016080	EUTSA_v10025026mg
OG0001822	Bo7g005750, Bo9g027720, Bo8g102680	EUTSA_v10022653mg
OG0001823	Bo3g167590, Bo7g117010, Bo1g007050	EUTSA_v10024529mg
OG0001824	Bo6g120120	EUTSA_v10018759mg
OG0001824	Bo5g050750, Bo5g050740	EUTSA_v10008036mg
OG0001825	Bo6g124220, Bo2g095670	EUTSA_v10018990mg
OG0001825	Bo4g046190	EUTSA_v10017059mg
OG0001827	Bo9g082020	EUTSA_v10029008mg
OG0001827	Bo5g138070, Bo1g144270, Bo3g061860	EUTSA_v10021608mg
OG0001828	Bo8g070940, Bo5g034600	EUTSA_v10006893mg
OG0001828	Bo6g121220, Bo2g092440	EUTSA_v10018181mg
OG0001829	Bo3g134410	EUTSA_v10010734mg
OG0001829	Bo2g164070	EUTSA_v10004933mg
OG0001830	Bo8g066800, Bo5g022150, Bo8g105340	EUTSA_v10009494mg
OG0001830	Bo2g094840, Bo6g122440	EUTSA_v10018168mg
OG0001831	Bo3g149160, Bo4g127130	EUTSA_v10024836mg
OG0001831	Bo1g101830, Bo7g040330	EUTSA_v10020399mg
OG0001832	Bo5g050610, Bo6g069680	EUTSA_v10010046mg
OG0001833	Bo2g150250	EUTSA_v10001163mg
OG0001833	Bo7g067770	EUTSA_v10003382mg
OG0001834	Bo5g005520, Bo8g115130	EUTSA_v10006865mg
OG0001834	Bo3g026590, Bo4g045800	EUTSA_v10016148mg
OG0001835	Bo4g013300	EUTSA_v10016688mg
OG0001835	Bo4g111470, Bo8g091580	EUTSA_v10005999mg, EUTSA_v10007732mg
OG0001836	Bo1g024030	EUTSA_v10026172mg
OG0001836	Bo9g076240	EUTSA_v10028939mg
OG0001837	Bo9g078220, Bo3g048650	EUTSA_v10028833mg
OG0001837	Bo1g027010	EUTSA_v10025821mg
OG0001838	Bo2g034050	EUTSA_v10014148mg
OG0001838	Bo7g110790	EUTSA_v10025773mg
OG0001839	Bo3g021220, Bo9g123470	EUTSA_v10014150mg
OG0001839	Bo7g110950	EUTSA_v10025796mg
OG0001840	Bo7g115370, Bo1g011020	EUTSA_v10026865mg
OG0001840	Bo8g099600	EUTSA_v10000360mg
OG0001841	Bo5g072650	EUTSA_v10011507mg
OG0001841	Bo5g122590, Bo3g070230	EUTSA_v10020677mg
OG0001843	Bo3g037340, Bo4g023940, Bo4g195140	EUTSA_v10001797mg
OG0001844	Bo1g007830, Bo3g170480	EUTSA_v10025005mg
OG0001845	Bo3g008930, Bo9g169150	EUTSA_v10014186mg
OG0001845	Bo5g106250	EUTSA_v10021160mg
OG0001846	Bo4g045960	EUTSA_v10016736mg
OG0001846	Bo5g005290	EUTSA_v10007787mg
OG0001847	Bo4g195180	EUTSA_v10001587mg
OG0001847	Bo6g076880, Bo8g095050	EUTSA_v10006159mg
OG0001848	Bo5g021160	EUTSA_v10007622mg
OG0001848	Bo2g095940	EUTSA_v10018560mg
OG0001849	Bo1g037180	EUTSA_v10025168mg
OG0001850	Bo9g018530, Bo3g100480	EUTSA_v10004547mg
OG0001850	Bo3g005440	EUTSA_v10014214mg
OG0001851	Bo1g013150	EUTSA_v10027429mg
OG0001851	Bo3g042250, Bo8g100240	EUTSA_v100002610mg
OG0001852	Bo6g125560	EUTSA_v10018763mg
OG0001852	Bo5g021140, Bo8g105930	EUTSA_v10008027mg
OG0001853	Bo2g009680, Bo3g005400	EUTSA_v10014330mg
OG0001853	Bo00615s210	EUTSA_v10004715mg
OG0001854	Bo4g173050	EUTSA_v10016873mg
OG0001854	Bo8g114400, Bo5g007790	EUTSA_v10008025mg
OG0001855	Bo5g017380	EUTSA_v10009383mg
OG0001856	Bo5g004340, Bo8g115710	EUTSA_v10000157mg, EUTSA_v10007562mg
OG0001856	Bo8g002760	EUTSA_v10023030mg
OG0001857	Bo6g042530, Bo3g181430	EUTSA_v10011588mg
OG0001857	Bo4g026220	EUTSA_v10021025mg
OG0001858	Bo8g102900	EUTSA_v10009105mg
OG0001858	Bo3g065880, Bo5g131730, Bo1g134610	EUTSA_v10021763mg
OG0001859	Bo3g074790	EUTSA_v10020208mg
OG0001859	Bo3g179540, Bo5g080020	EUTSA_v10012173mg
OG0001861	Bo4g145980	EUTSA_v10000042mg
OG0001861	Bo3g149890, Bo7g119370, Bo1g002370	EUTSA_v10024369mg
OG0001862	Bo9g077860	EUTSA_v10029023mg
OG0001862	Bo1g025810, Bo7g107750	EUTSA_v10027246mg
OG0001863	Bo3g003080	EUTSA_v10013108mg
OG0001863	Bo3g062820, Bo1g143640, Bo1g141550	EUTSA_v10020407mg
OG0001864	Bo8g092750	EUTSA_v10005818mg
OG0001864	Bo4g016180, Bo3g036140	EUTSA_v10016343mg
OG0001865	Bo8g097420	EUTSA_v10006318mg
OG0001865	Bo4g197270, Bo4g007050	EUTSA_v10001684mg
OG0001866	Bo8g114750, Bo8g114770, Bo8g005970, Bo5g007210	EUTSA_v10008185mg
OG0001867	Bo8g114450	EUTSA_v10009309mg
OG0001867	Bo4g173320, Bo4g056230	EUTSA_v10016515mg
OG0001868	Bo9g154360	EUTSA_v10013699mg
OG0001868	Bo1g150070, Bo00944s030, Bo3g060450	EUTSA_v10020850mg
OG0001869	Bo9g017690, Bo3g103350	EUTSA_v10004831mg
OG0001869	Bo8g077130	EUTSA_v10010679mg
OG0001870	Bo9g078110, Bo3g048580	EUTSA_v10028702mg
OG0001871	Bo8g115760	EUTSA_v10004418mg, EUTSA_v10027666mg
OG0001872	Bo5g145290	EUTSA_v10021849mg
OG0001873	Bo8g109500	EUTSA_v10009594mg
OG0001873	Bo1g091590, Bo9g045270	EUTSA_v10023720mg
OG0001874	Bo00578s190, Bo6g062200	EUTSA_v10027619mg
OG0001874	Bo5g017960	EUTSA_v10009607mg
OG0001875	Bo1g006290	EUTSA_v10026068mg, EUTSA_v10023161mg
OG0001875	Bo1g006320	EUTSA_v10026930mg
OG0001876	Bo6g064970, Bo4g140850	EUTSA_v10027730mg
OG0001876	Bo7g084010, Bo00285s630	EUTSA_v10003842mg
OG0001877	Bo6g078070	EUTSA_v10005844mg
OG0001877	Bo4g143790, Bo6g066710	EUTSA_v10027689mg
OG0001878	Bo8g079730, Bo1g084690	EUTSA_v10010424mg
OG0001879	Bo4g190990	EUTSA_v10016174mg
OG0001879	Bo8g091730, Bo6g072820	EUTSA_v10005764mg
OG0001880	Bo7g095840, Bo2g158590	EUTSA_v10004997mg
OG0001880	Bo3g007020, Bo2g010400, Bo9g171230	EUTSA_v10014836mg
OG0001881	Bo4g186120, Bo3g030030, Bo4g034840	EUTSA_v10017499mg
OG0001881	Bo8g082230, Bo4g124090	EUTSA_v10011130mg
OG0001883	Bo5g021610	EUTSA_v10008662mg, EUTSA_v10021502mg, EUTSA_v10015786mg
OG0001883	Bo6g123990	EUTSA_v10019084mg
OG0001884	Bo6g116400, Bo6g088150	EUTSA_v10018140mg
OG0001884	Bo5g132000, Bo3g065780	EUTSA_v10020092mg
OG0001885	Bo6g019870, Bo1g103510	EUTSA_v10011462mg
OG0001885	Bo3g073400, Bo1g112440, Bo5g113730	EUTSA_v10020590mg
OG0001886	Bo5g127070	EUTSA_v10021635mg
OG0001886	Bo3g182580	EUTSA_v10011821mg
OG0001887	Bo8g073770, Bo7g056200	EUTSA_v10008931mg
OG0001887	Bo2g068290	EUTSA_v10019249mg
OG0001888	Bo6g108960	EUTSA_v10019614mg
OG0001888	Bo2g012060, Bo9g165770	EUTSA_v10013122mg
OG0001889	Bo3g017520, Bo9g141200, Bo2g025060	EUTSA_v10014428mg
OG0001890	Bo4g122850	EUTSA_v10010945mg
OG0001890	Bo4g186360, Bo4g032390	EUTSA_v10017525mg
OG0001891	Bo9g163840, Bo2g012740	EUTSA_v10012544mg
OG0001891	Bo6g095770, Bo6g108520	EUTSA_v10018073mg
OG0001892	Bo5g115230, Bo1g114760	EUTSA_v10022190mg
OG0001892	Bo8g011300	EUTSA_v10011515mg
OG0001893	Bo9g176160	EUTSA_v10012525mg
OG0001893	Bo3g024330, Bo4g170760, Bo4g059750	EUTSA_v10016166mg
OG0001894	Bo3g061840, Bo5g137920	EUTSA_v10020593mg
OG0001895	Bo1g040670	EUTSA_v10024721mg
OG0001895	Bo9g130940	EUTSA_v10013043mg
OG0001896	Bo8g068190, Bo5g026970	EUTSA_v10009547mg
OG0001896	Bo6g086820, Bo6g118950	EUTSA_v10018113mg
OG0001897	Bo4g039970	EUTSA_v10016285mg
OG0001897	Bo3g144040, Bo5g059770, Bo7g045450	EUTSA_v10006884mg
OG0001898	Bo8g116000	EUTSA_v10008668mg
OG0001898	Bo3g029710, Bo9g007630	EUTSA_v10029001mg
OG0001899	Bo6g121830	EUTSA_v10019322mg
OG0001899	Bo5g037470, Bo7g058200	EUTSA_v10009116mg
OG0001900	Bo4g195020	EUTSA_v10001748mg
OG0001900	Bo4g021730	EUTSA_v10001726mg
OG0001900	Bo4g106280, Bo8g094880	EUTSA_v10005886mg
OG0001901	Bo3g013690	EUTSA_v10014461mg
OG0001901	Bo9g169480, Bo3g008740, Bo8g087020	EUTSA_v10014482mg
OG0001902	Bo5g022210, Bo8g066830	EUTSA_v10007531mg
OG0001902	Bo2g094730, Bo6g122380	EUTSA_v10018485mg
OG0001903	Bo7g089370	EUTSA_v10005016mg
OG0001903	Bo3g083950	EUTSA_v10002679mg
OG0001904	Bo1g017700	EUTSA_v10026227mg
OG0001904	Bo9g069290, Bo2g132110	EUTSA_v10001023mg
OG0001905	Bo5g021690, Bo5g021710	EUTSA_v10008440mg
OG0001905	Bo6g080980	EUTSA_v10019001mg
OG0001906	Bo1g019820	EUTSA_v10024510mg
OG0001907	Bo8g068490, Bo5g027410, Bo8g102770	EUTSA_v10008172mg
OG0001907	Bo6g086560	EUTSA_v10018835mg
OG0001908	Bo1g002720, Bo1g002700, Bo9g009410	EUTSA_v10024781mg
OG0001908	Bo7g119050	EUTSA_v10027365mg
OG0001908	Bo7g119060, Bo6g106920	EUTSA_v10019745mg
OG0001909	Bo5g133190, Bo3g065110	EUTSA_v10021053mg
OG0001909	Bo3g185860	EUTSA_v10011617mg
OG0001910	Bo5g019630	EUTSA_v10006609mg
OG0001910	Bo7g080490, Bo2g136330	EUTSA_v10003531mg
OG0001912	Bo5g135080, Bo1g139770	EUTSA_v10020560mg
OG0001912	Bo9g176030	EUTSA_v10013131mg
OG0001913	Bo00576s170, Bo6g067580	EUTSA_v10010956mg
OG0001913	Bo4g030570, Bo4g186920, Bo3g031720	EUTSA_v10017303mg
OG0001914	Bo9g174410	EUTSA_v10013045mg
OG0001914	Bo9g014040, Bo7g097550	EUTSA_v10003872mg
OG0001915	Bo9g177180	EUTSA_v10013241mg
OG0001915	Bo5g136960	EUTSA_v10020437mg
OG0001916	Bo2g138840	EUTSA_v10004359mg
OG0001916	Bo5g017510, Bo8g107400	EUTSA_v10007959mg
OG0001917	Bo2g109080	EUTSA_v10029078mg
OG0001917	Bo1g037250, Bo3g154290, Bo7g109170	EUTSA_v10027272mg
OG0001918	Bo01576s030	EUTSA_v10021281mg
OG0001918	Bo4g027130, Bo3g032610	EUTSA_v10017040mg
OG0001919	Bo9g151920	EUTSA_v10028311mg, EUTSA_v10013988mg
OG0001920	Bo00790s060	EUTSA_v10003869mg
OG0001920	Bo3g005420, Bo9g173460, Bo2g009700	EUTSA_v10013054mg
OG0001921	Bo5g016740	EUTSA_v10007564mg
OG0001921	Bo00834s030	EUTSA_v10023446mg
OG0001922	Bo8g071260, Bo5g035090	EUTSA_v10007136mg
OG0001922	Bo8g025610	EUTSA_v10003888mg
OG0001923	Bo3g032040, Bo06238s010, Bo4g187240	EUTSA_v10016896mg
OG0001924	Bo3g137060, Bo1g076850	EUTSA_v10010656mg
OG0001924	Bo3g107220, Bo9g015170	EUTSA_v10004798mg
OG0001925	Bo10476s010, Bo8g090280	EUTSA_v10010703mg
