Orthogroup	Brassica_rapa	Arabidopsis_halleri
OG0001213	Bra022490	g26075, g31127, g26078
OG0001214	Bra032157, Bra000630	g08707
OG0001214	Bra000631	g08706
OG0001215	Bra015556	g02370
OG0001215	Bra022773, Bra018344	g24257
OG0001216	Bra013334	g15344
OG0001216	Bra025048	g07630
OG0001217	Bra009978, Bra036111	g25696, g25695
OG0001218	Bra030012	g20834, g20839
OG0001219	Bra013356	g30964
OG0001220	Bra030155, Bra010821	g26361
OG0001220	Bra030156, Bra010820	g26360
OG0001221	Bra014110, Bra014115, Bra041158	g17454
OG0001221	Bra021242, Bra022213	g16168
OG0001222	Bra021340	g30450
OG0001222	Bra010012, Bra036126	g28885
OG0001223	Bra016342, Bra024608	g13643
OG0001223	Bra016218, Bra007915	g03783, g03784
OG0001224	Bra000565, Bra002242, Bra006508, Bra002243, Bra020044, Bra006509	g12122
OG0001225	Bra025694	g13955
OG0001225	Bra008165, Bra003789, Bra019813	g01009
OG0001226	Bra021410, Bra001064, Bra040601, Bra026629	g02486
OG0001226	Bra023569, Bra008620	g32414
OG0001227	Bra012458	g08094
OG0001227	Bra038314, Bra004003	g25226
OG0001228	Bra030667	g02350
OG0001228	Bra022785, Bra021622	g24236
OG0001229	Bra032252, Bra014130, Bra018723	g17437
OG0001229	Bra021256, Bra001669	g16152
OG0001230	Bra036868	g23205
OG0001230	Bra033893, Bra023777	g22784
OG0001231	Bra025305, Bra033029, Bra039066, Bra025304	g31777, g18960
OG0001232	Bra026583, Bra017412, Bra024811	g14661
OG0001232	Bra026221, Bra026832, Bra016700	g10158
OG0001233	Bra013398, Bra012543, Bra020961	g15438
OG0001233	Bra025086, Bra021958	g26395
OG0001234	Bra016616, Bra025998	g09876
OG0001234	Bra003642, Bra035035, Bra008359	g01403
OG0001235	Bra016446	g13478
OG0001235	Bra015748, Bra015745, Bra003719, Bra008260	g01195
OG0001236	Bra026819, Bra026204, Bra026203, Bra016694	g10139
OG0001236	Bra024833, Bra026616	g14605
OG0001237	Bra005838	g26060
OG0001237	Bra001379, Bra034145, Bra029867	g05968
OG0001238	Bra036223, Bra025374	g08603
OG0001238	Bra028435, Bra025658	g24695
OG0001239	Bra031897, Bra037798	g07486
OG0001239	Bra028607, Bra009071	g19170
OG0001240	Bra040502, Bra039134, Bra001015	g02600
OG0001241	Bra004074, Bra004253	g21098
OG0001241	Bra036349, Bra017335, Bra025182	g19533
OG0001242	Bra030332	g27430, g27466, g27463, g25852, g27467
OG0001243	Bra022181, Bra021203	g16242
OG0001244	Bra015660	g01322
OG0001244	Bra016400, Bra012298, Bra036022	g13367
OG0001245	Bra036631, Bra020591	g17960
OG0001245	Bra039454, Bra040642, Bra001139	g06283
OG0001246	Bra027864	g28158
OG0001246	Bra019961, Bra018460, Bra031702	g05103
OG0001247	Bra039493, Bra039492	g29491
OG0001247	Bra037189, Bra034965, Bra002089, Bra008982	g26492, g10587
OG0001248	Bra004725	g16519
OG0001248	Bra000272, Bra014559	g17350
OG0001249	Bra015980	g31894
OG0001249	Bra025923	g25869
OG0001250	Bra008987	g10580
OG0001250	Bra040067	g00758
OG0001251	Bra033266	g01784
OG0001251	Bra008535, Bra037386, Bra008540	g19738
OG0001252	Bra005814	g15713, g15709
OG0001253	Bra016147	g17872
OG0001253	Bra011796, Bra010622	g02918
OG0001254	Bra012309, Bra031369	g13796
OG0001254	Bra003661, Bra015639, Bra008341	g01360
OG0001255	Bra023187	g27578
OG0001255	Bra017308, Bra005321, Bra023016	g03458
OG0001256	Bra012067, Bra031811	g07205
OG0001256	Bra038888, Bra036833, Bra012865	g14912
OG0001257	Bra016018	g04061
OG0001258	Bra025786, Bra012200, Bra016483	g13849
OG0001258	Bra003742	g01121
OG0001259	Bra003955, Bra007916, Bra016217	g03785
OG0001259	Bra024607, Bra012378, Bra016343	g13644
OG0001260	Bra007841, Bra032085	g08862
OG0001260	Bra031516, Bra010233, Bra024004	g00847
OG0001261	Bra019180, Bra013879, Bra013878	g10294
OG0001261	Bra028261	g08388
OG0001262	Bra032946, Bra039736, Bra017238, Bra023068	g03546
OG0001262	Bra006959, Bra028542	g20429
OG0001263	Bra032168, Bra039200	g29925
OG0001268	Bra004673, Bra016892	g17286
OG0001268	Bra014598, Bra003306	g16598
OG0001269	Bra026477	g29085
OG0001269	Bra029931, Bra018017, Bra019574	g16753
OG0001270	Bra025963, Bra034290	g25934
OG0001270	Bra017571, Bra025035	g07669
OG0001271	Bra038899, Bra036798, Bra038898, Bra016071	g14882, g14881, g14883, g14884
OG0001272	Bra002917	g09293
OG0001272	Bra035567	g09294
OG0001273	Bra005886, Bra009171	g15547
OG0001273	Bra041023, Bra001411, Bra034828	g05879
OG0001274	Bra004453, Bra021399	g09574
OG0001274	Bra007692, Bra003503	g05328
OG0001275	Bra025650	g08355
OG0001275	Bra003238	g21191
OG0001276	Bra018023	g16747
OG0001276	Bra032138	g08746
OG0001277	Bra000486	g07063
OG0001277	Bra030705, Bra031596, Bra018678	g02452
OG0001278	Bra033296	g01827
OG0001279	Bra004117, Bra022475	g05188
OG0001280	Bra013204, Bra015153	g16445
OG0001281	Bra032084	g08865
OG0001281	Bra011282, Bra023998, Bra010231	g00832
OG0001282	Bra016745, Bra026941	g04770
OG0001282	Bra025203	g20733
OG0001283	Bra012645, Bra040178	g17090
OG0001283	Bra022073, Bra024989	g01130, g27615, g07752
OG0001284	Bra020491, Bra009826	g14130
OG0001284	Bra006085, Bra028554	g10574
OG0001285	Bra027911, Bra038147	g26272
OG0001285	Bra020010, Bra030786	g28835
OG0001286	Bra007621, Bra003462	g05444
OG0001286	Bra004548	g09698
OG0001287	Bra003152, Bra007019	g11374
OG0001287	Bra017183, Bra000003	g03676, g32051
OG0001288	Bra018363	g06922, g06921
OG0001288	Bra007812, Bra015568	g02381
OG0001290	Bra024428	g07359
OG0001290	Bra037574, Bra001713, Bra022336	g21609
OG0001291	Bra028533, Bra006949, Bra019645	g20447
OG0001291	Bra023061	g03534
OG0001292	Bra002939	g28122
OG0001292	Bra033852	g05135, g15497
OG0001292	Bra040886	g26585, g26584, g26581, g26582
OG0001293	Bra009700, Bra026487	g27773
OG0001293	Bra018039, Bra029914, Bra019560	g16726
OG0001294	Bra002745	g16809
OG0001294	Bra013926	g10233
OG0001295	Bra038166, Bra027936	g24781
OG0001295	Bra018575, Bra030763	g18175
OG0001296	Bra035453, Bra010057, Bra039795, Bra039793	g14044, g25343
OG0001297	Bra007801	g28671, g28672
OG0001298	Bra014698, Bra007236	g21235
OG0001298	Bra016988, Bra004576	g32091, g31841
OG0001299	Bra023027, Bra017296	g03476
OG0001299	Bra038460, Bra012719, Bra040579	g23092
OG0001300	Bra035847, Bra038628	g12344
OG0001300	Bra000623	g25548
OG0001301	Bra003770, Bra038153	g26271
OG0001301	Bra020011	g28834
OG0001302	Bra035126	g01525
OG0001302	Bra035103	g01487
OG0001303	Bra032179, Bra039191, Bra039192	g32225, g32224
OG0001304	Bra038954, Bra038953	g31395, g30881
OG0001305	Bra006501, Bra002229	g13135
OG0001305	Bra020791, Bra040239	g06388
OG0001306	Bra025720, Bra016517	g13927
OG0001306	Bra002327, Bra020125	g12042
OG0001307	Bra027635	g22909
OG0001307	Bra025518	g22426, g22422
OG0001308	Bra025755	g13881
OG0001308	Bra008191, Bra003756	g01078
OG0001309	Bra001315	g11657
OG0001309	Bra005712	g19484
OG0001311	Bra002514, Bra031107, Bra009075	g20901
OG0001311	Bra039030	g20900
OG0001313	Bra016225	g03767
OG0001313	Bra023490	g00291
OG0001314	Bra016998, Bra016996, Bra016994	g08549
OG0001315	Bra013386, Bra012551	g15420
OG0001315	Bra027602, Bra025083, Bra021965	g26384
OG0001316	Bra006608, Bra002385, Bra002386, Bra020169	g11974
OG0001317	Bra001365, Bra034119, Bra034118, Bra029844	g05996, g05995
OG0001318	Bra029443	g13256
OG0001319	Bra015259	g29245
OG0001320	Bra029724	g12241, g12259, g12258
OG0001321	Bra034273	g21485
OG0001321	Bra034535, Bra011383, Bra037041	g00687
OG0001322	Bra017732, Bra011643	g00325
OG0001322	Bra002084	g22159
OG0001323	Bra031416	g19816
OG0001323	Bra031767, Bra019859	g04947
OG0001324	Bra031256, Bra001816	g11210
OG0001324	Bra014291, Bra018917	g21938
OG0001325	Bra010953	g26715
OG0001325	Bra030069	g12945
OG0001326	Bra026559, Bra024781	g23615
OG0001326	Bra026866	g04660
OG0001327	Bra040165	g17108, g17107
OG0001327	Bra024754	g02578
OG0001328	Bra030445, Bra014270, Bra018904	g21910
OG0001328	Bra031241, Bra001805, Bra023914	g11180
OG0001330	Bra031607, Bra030708, Bra018666	g31231
OG0001330	Bra035706	g07106
OG0001331	Bra025490	g22463
OG0001331	Bra027768, Bra027675	g22974
OG0001332	Bra019529, Bra033766	g30470
OG0001333	Bra035242, Bra000739	g20658
OG0001333	Bra019285, Bra013717, Bra010539	g10467
OG0001334	Bra007129, Bra003205, Bra014779	g11530
OG0001334	Bra026226, Bra000127	g12484
OG0001335	Bra025736, Bra031079	g13909
OG0001335	Bra011245, Bra011247	g00882
OG0001336	Bra007119, Bra003202	g11518
OG0001336	Bra000125, Bra005058	g12476
OG0001337	Bra036321	g30129, g09201
OG0001337	Bra039903, Bra030498	g01840, g01841
OG0001338	Bra008728, Bra034816, Bra020908, Bra029525, Bra023494	g00284
OG0001338	Bra039125	g02612
OG0001339	Bra010187, Bra023292	g17616
OG0001339	Bra000714	g25322
OG0001340	Bra017509, Bra024966, Bra022099	g07776
OG0001340	Bra012651, Bra040173	g17096
OG0001341	Bra001053, Bra039180, Bra021429	g02508
OG0001342	Bra030702, Bra018684	g02433
OG0001342	Bra011936, Bra035683	g07058
OG0001343	Bra015514, Bra015515, Bra032413, Bra031532, Bra031533	g02307
OG0001344	Bra008198	g01084
OG0001344	Bra033655, Bra035338	g23790
OG0001345	Bra016467, Bra016469, Bra016468	g13545
OG0001345	Bra030980, Bra005199	g03666
OG0001346	Bra003995, Bra004394	g25192
OG0001346	Bra024685, Bra016285	g08058
OG0001347	Bra039676, Bra038128	g15025
OG0001347	Bra021573, Bra027317	g06777
OG0001348	Bra022764	g08476
OG0001348	Bra035839, Bra029215	g12360
OG0001349	Bra027406, Bra021504	g06898
OG0001349	Bra014355, Bra037983	g24847
OG0001350	Bra040469, Bra027109, Bra031471	g19915
OG0001350	Bra018415	g31789
OG0001351	Bra026834, Bra019654	g10163
OG0001351	Bra024805, Bra026580	g14669
OG0001352	Bra035186, Bra008477, Bra003563	g01617
OG0001352	Bra016654, Bra026120	g10021
OG0001353	Bra005592	g03121
OG0001353	Bra015396, Bra032482	g31869
OG0001354	Bra011618, Bra017713, Bra010532	g00368
OG0001354	Bra002061, Bra024512	g22192
OG0001355	Bra016739	g04755
OG0001355	Bra019812	g04756
OG0001355	Bra017333	g19529
OG0001356	Bra007939, Bra003945	g03814
OG0001356	Bra024570, Bra012366	g13678
OG0001357	Bra005785	g03517, g00022
OG0001358	Bra019141, Bra013923	g10238
OG0001358	Bra002723, Bra006814	g16842
OG0001359	Bra016286, Bra024683	g08057
OG0001359	Bra003994, Bra004396	g25191
OG0001360	Bra009624	g19506
OG0001360	Bra001322, Bra029754, Bra034058	g11669
OG0001361	Bra028590, Bra006056, Bra009039	g10503, g19925
OG0001362	Bra011396, Bra037035	g00670
OG0001362	Bra006110, Bra008943	g10639
OG0001364	Bra028249, Bra028247, Bra028250	g24681, g24680
OG0001364	Bra028246	g24679
OG0001365	Bra013726, Bra019275	g10458
OG0001365	Bra039121, Bra040512, Bra001007	g02616
OG0001366	Bra036638	g18734
OG0001366	Bra016767, Bra019775, Bra026965	g04823
OG0001367	Bra015459, Bra032451	g02959, g02234
OG0001367	Bra021723, Bra022852	g07911
OG0001368	Bra027286, Bra033480	g06747
OG0001368	Bra039666, Bra030947	g15045
OG0001369	Bra000404, Bra004939, Bra039313	g09756
OG0001369	Bra014447, Bra007586	g05502
OG0001370	Bra014549, Bra003360	g22898
OG0001370	Bra022860, Bra021720, Bra005651	g07916
OG0001371	Bra004065	g14818
OG0001371	Bra019802, Bra016746	g04772
OG0001372	Bra026417	g04604
OG0001372	Bra002868, Bra028955	g09232
OG0001373	Bra031201, Bra030293	g23964
OG0001373	Bra033602, Bra010697	g02796
OG0001374	Bra036905	g20122
OG0001374	Bra040833, Bra001874, Bra023817	g22739
OG0001375	Bra013952	g10207
OG0001375	Bra013950, Bra027690	g32104
OG0001376	Bra038632, Bra035844, Bra029224	g12351
OG0001376	Bra019551, Bra018051	g16704
OG0001377	Bra017019	g12613
OG0001377	Bra007211, Bra014711	g11641
OG0001378	Bra011937	g25410, g23359
OG0001378	Bra013222, Bra013221	g23358
OG0001379	Bra003699, Bra011019	g01247
OG0001379	Bra015937, Bra012274	g13437
OG0001380	Bra014463, Bra007570	g05526
OG0001380	Bra004920	g09787
OG0001381	Bra000741, Bra035239	g20661
OG0001381	Bra013710, Bra019295	g10472
OG0001382	Bra017244	g03536
OG0001383	Bra028628, Bra006027	g19132
OG0001383	Bra011794, Bra010620	g02921
OG0001384	Bra033933, Bra004037	g14748
OG0001384	Bra001737, Bra037537	g22485
OG0001385	Bra005388, Bra021934	g03374
OG0001385	Bra041029, Bra026228	g18798
OG0001386	Bra013265	g22648
OG0001386	Bra024999	g07740
OG0001387	Bra036710, Bra039014, Bra031093	g20924
OG0001387	Bra024145, Bra010329	g04295
OG0001388	Bra021966, Bra014700, Bra029927, Bra017793, Bra015249, Bra023185	g30888
OG0001389	Bra001735, Bra022389, Bra037538	g22483
OG0001389	Bra040663, Bra018813	g15247
OG0001390	Bra028917	g24230
OG0001390	Bra006952, Bra028535	g20442
OG0001391	Bra014140, Bra019360	g17421
OG0001391	Bra022250, Bra021277	g16119
OG0001392	Bra005436	g03332
OG0001392	Bra032329, Bra010823, Bra030154	g26363
OG0001393	Bra015786	g01163
OG0001393	Bra025814	g13537
OG0001394	Bra014337	g19614, g23610
OG0001395	Bra014484, Bra003421	g31740
OG0001396	Bra031913, Bra037781, Bra024309	g07534
OG0001397	Bra003435	g05522
OG0001397	Bra039320, Bra000401, Bra004932	g09766
OG0001398	Bra032001	g26846
OG0001398	Bra013985, Bra023614, Bra006401, Bra006403	g00035
OG0001399	Bra028992, Bra002934, Bra035551	g09321
OG0001400	Bra032612, Bra033311	g01838
OG0001401	Bra031732, Bra019879	g04991
OG0001401	Bra038575, Bra031448	g19880
OG0001402	Bra019941, Bra013979, Bra015347, Bra038687	g06738
OG0001407	Bra031111	g20878
OG0001407	Bra024164, Bra010337, Bra011083	g04333
OG0001408	Bra030370, Bra030973	g15113
OG0001408	Bra021124, Bra027221, Bra001602	g06659
OG0001409	Bra014411, Bra007661, Bra003484	g05382
OG0001409	Bra040476	g09625
OG0001410	Bra009234, Bra009235, Bra009236, Bra009237, Bra009238, Bra005916	g15623
OG0001411	Bra026255, Bra012663	g17124
OG0001411	Bra017489, Bra024948	g07829
OG0001412	Bra007589	g05499, g17341
OG0001412	Bra039311, Bra004940	g09754
OG0001413	Bra021883	g03292
OG0001413	Bra032906, Bra010876	g12998
OG0001414	Bra028791, Bra005803, Bra009457	g15744
OG0001414	Bra034116, Bra029843	g05998
OG0001415	Bra015458, Bra030629	g02233
OG0001415	Bra022857	g11396
OG0001416	Bra037239	g24963
OG0001416	Bra017751, Bra011669	g03098, g03097
OG0001417	Bra021288	g21545
OG0001417	Bra018744, Bra032258	g17403
OG0001418	Bra027829	g26659
OG0001418	Bra019932, Bra031714, Bra036963, Bra018439	g05061
OG0001419	Bra003692, Bra015699	g01256
OG0001419	Bra016422	g13425
OG0001420	Bra039743	g30289
OG0001420	Bra038189	g25962
OG0001421	Bra031912, Bra024311, Bra037782	g07533
OG0001421	Bra004202	g19142, g19143
OG0001422	Bra004446, Bra021404, Bra010023	g09566
OG0001422	Bra007694, Bra003507	g05325
OG0001423	Bra007286, Bra001095, Bra031951, Bra036411	g06145
OG0001424	Bra037491	g15909
OG0001424	Bra001256, Bra012246, Bra029655	g11812
OG0001425	Bra013123	g25507, g19667
OG0001426	Bra032524, Bra015293	g02048
OG0001426	Bra036002, Bra033703	g17543
OG0001427	Bra016203, Bra007924	g03796
OG0001427	Bra024585, Bra024582	g13662
OG0001428	Bra003942, Bra007943, Bra016187	g03820
OG0001428	Bra016360	g31629
OG0001429	Bra039819	g19632
OG0001429	Bra036969, Bra011476, Bra034587	g00558
OG0001430	Bra039282	g09678
OG0001430	Bra039281	g09677
OG0001431	Bra003376, Bra007450	g22856
OG0001431	Bra035972, Bra037722, Bra034870, Bra019554	g17994
OG0001432	Bra009524, Bra028830	g15846
OG0001432	Bra029804	g06068
OG0001433	Bra033255, Bra032639	g01767
OG0001433	Bra037362	g19720
OG0001434	Bra015480	g02261
OG0001434	Bra018270, Bra021711	g25782
OG0001435	Bra013271	g22639
OG0001435	Bra022049, Bra025010	g07726
OG0001436	Bra022263, Bra001690, Bra021284, Bra020501, Bra009842	g14098, g27404, g14097
OG0001437	Bra039667	g15030
OG0001437	Bra001571, Bra027298	g06762
OG0001438	Bra026708, Bra016634	g09923
OG0001438	Bra008389, Bra035082	g01463
OG0001439	Bra022850	g13255
OG0001440	Bra020852, Bra020853, Bra009402, Bra020849	g24919, g24920, g15031, g24550
OG0001441	Bra023450	g26143, g19277
OG0001441	Bra008463, Bra035169	g01594
OG0001442	Bra040901	g09282, g16845, g07285
OG0001443	Bra003791, Bra015898	g01004
OG0001443	Bra031051, Bra016538, Bra025688	g13961
OG0001444	Bra028361	g24058
OG0001445	Bra001254, Bra040379	g11818
OG0001445	Bra000299, Bra032677, Bra034907	g29550
OG0001446	Bra038104, Bra034221	g08981, g08976, g08975
OG0001446	Bra023105	g08977
OG0001447	Bra027625	g18701
OG0001447	Bra016759, Bra019784, Bra026955	g04794
OG0001448	Bra008567, Bra006392	g00045
OG0001448	Bra021366, Bra032009	g31077
OG0001449	Bra000385	g09817
OG0001449	Bra037315	g28748
OG0001451	Bra014305, Bra030405, Bra018939	g28778
OG0001451	Bra022162	g06564
OG0001452	Bra025273, Bra033007	g20563
OG0001452	Bra025556, Bra028468	g26897
OG0001453	Bra014508, Bra007511	g05614
OG0001453	Bra037644, Bra004847	g32330
OG0001455	Bra017010, Bra004966	g12624
OG0001455	Bra028760, Bra009111	g31683
OG0001458	Bra033139, Bra017317, Bra005336	g03445
OG0001458	Bra035511, Bra023252	g16034
OG0001459	Bra009124, Bra005862	g18482
OG0001459	Bra038817	g22661
OG0001460	Bra039187, Bra038413	g21009
OG0001460	Bra033623	g31474
OG0001460	Bra033622	g31475
OG0001461	Bra002053	g22200
OG0001461	Bra015739, Bra008261	g01203
OG0001462	Bra014994, Bra014993, Bra028349, Bra028354	g24036, g24035
OG0001463	Bra013575	g21798
OG0001463	Bra018504	g21476, g21477
OG0001464	Bra035167, Bra008451	g01587
OG0001465	Bra009045	g10491
OG0001465	Bra024341, Bra031892, Bra028333	g07470
OG0001466	Bra020527	g21862
OG0001466	Bra040245, Bra020799	g06375
OG0001467	Bra004679	g17297
OG0001467	Bra014603, Bra003300, Bra007358	g16608
OG0001468	Bra010209	g17702, g17694
OG0001468	Bra028006	g17693
OG0001469	Bra016311, Bra024652	g30494
OG0001469	Bra016314, Bra024651	g30499, g08002, g08001
OG0001470	Bra035179	g01607
OG0001470	Bra016653, Bra026115	g31658
OG0001471	Bra011101, Bra000763	g32361, g04301
OG0001471	Bra024184, Bra024185	g24688, g24687
OG0001472	Bra030680	g02395
OG0001472	Bra017143, Bra005143	g18341
OG0001473	Bra015286	g02037
OG0001473	Bra027518, Bra033708	g17528
OG0001474	Bra019522, Bra018090	g12878
OG0001474	Bra024619, Bra016330	g13624
OG0001475	Bra008510	g26485, g26480
OG0001476	Bra005449	g03312
OG0001476	Bra032296, Bra030127, Bra010843	g13072
OG0001477	Bra004560	g09712
OG0001477	Bra003457, Bra014430, Bra007615	g05449
OG0001478	Bra036696, Bra039032	g20894
OG0001478	Bra039031	g20897
OG0001479	Bra039126	g02610
OG0001479	Bra021603, Bra022774, Bra018343	g24256
OG0001480	Bra033872, Bra023213	g16075
OG0001480	Bra013374, Bra012557, Bra020975	g15404
OG0001482	Bra001382, Bra029870	g05963
OG0001483	Bra002245, Bra020047	g12125
OG0001484	Bra022633	g31208, g28048
OG0001484	Bra038847, Bra012170	g21624
OG0001485	Bra039149, Bra001025	g02575
OG0001485	Bra006301, Bra008696, Bra023519	g00224
OG0001487	Bra000980	g02677
OG0001487	Bra023448, Bra006236, Bra008782	g19290
OG0001488	Bra012764	g20225
OG0001488	Bra022168, Bra001636	g06550
OG0001489	Bra026795, Bra026181, Bra026796	g10099, g16359
OG0001490	Bra007520, Bra003407	g05601
OG0001490	Bra000359	g31923
OG0001491	Bra039135	g02599
OG0001491	Bra006285, Bra023506, Bra008717	g00259
OG0001492	Bra033173	g25342
OG0001492	Bra040009, Bra036730	g17652
OG0001493	Bra002515, Bra020269, Bra006683	g10950
OG0001495	Bra015758	g01186
OG0001495	Bra012241, Bra016458, Bra025834	g13504, g13506
OG0001496	Bra022434, Bra022446, Bra038225	g22549
OG0001496	Bra002480	g10907
OG0001497	Bra011786, Bra017853, Bra010612	g02934
OG0001497	Bra030200	g20960
OG0001498	Bra017311, Bra005326	g03453
OG0001499	Bra033990	g28099, g23993, g23992, g23990
OG0001500	Bra008184, Bra003761, Bra015858	g01060
OG0001500	Bra025740	g13901
OG0001501	Bra027148	g25431
OG0001501	Bra019912, Bra018429, Bra031724	g05040
OG0001502	Bra008662	g00176
OG0001502	Bra021458, Bra039176, Bra001046	g02521
OG0001503	Bra039010	g20929
OG0001503	Bra011118, Bra024143	g04287
OG0001504	Bra018058, Bra019544	g16697
OG0001504	Bra038620, Bra029233	g12334
OG0001505	Bra039451, Bra001141	g06286
OG0001505	Bra020590	g17959
OG0001506	Bra017286, Bra023034	g03486
OG0001506	Bra006919, Bra033440	g28356
OG0001507	Bra021103	g06704
OG0001507	Bra038096, Bra019009	g15074
OG0001508	Bra007920	g03791
OG0001508	Bra016348, Bra024591, Bra024592, Bra024593	g13654
OG0001509	Bra008675, Bra006321	g00193
OG0001509	Bra039168	g02546
OG0001510	Bra000997, Bra039105	g02647
OG0001510	Bra006253, Bra023465, Bra008758	g19254
OG0001511	Bra011942, Bra035698, Bra000491	g07084
OG0001512	Bra003016, Bra029043, Bra022695, Bra022696	g09439
OG0001513	Bra039709, Bra036906	g20123
OG0001513	Bra001872	g22734
OG0001514	Bra003382	g22845
OG0001514	Bra000308, Bra000307, Bra004767, Bra037708, Bra037711	g18017
