Orthogroup	Brassica_rapa	Arabis_alpina
OG0002581	Bra008037	AALP_AA2G158600
OG0002582	Bra007458	AALP_AA5G250300
OG0002582	Bra004761	AALP_AA4G223700
OG0002584	Bra003873	AALP_AA2G159400
OG0002584	Bra016601	AALP_AA6G036500
OG0002585	Bra020656, Bra037429	AALP_AA8G266400
OG0002585	Bra001215	AALP_AA3G074700
OG0002590	Bra004680	AALP_AA4G207500
OG0002592	Bra003636	AALP_AA2G232300
OG0002593	Bra027077, Bra031401	AALP_AA2G025500
OG0002594	Bra033232, Bra032651, Bra033231	AALP_AA1G009700
OG0002595	Bra004662, Bra004663	AALP_AA4G204600
OG0002596	Bra001486	AALP_AA3G141200
OG0002596	Bra038032	AALP_AA4G004800
OG0002597	Bra016022, Bra003859	AALP_AA1G196400, AALP_AA2G166600
OG0002599	Bra033540	AALP_AAs72355U000200
OG0002600	Bra037418	AALP_AA6G015700
OG0002600	Bra033295	AALP_AA1G000400
OG0002601	Bra021569	AALP_AA3G164100
OG0002602	Bra024466	AALP_AA3G346200
OG0002602	Bra012100	AALP_AA8G505400
OG0002604	Bra002916, Bra014090	AALP_AAs70123U000100
OG0002605	Bra000423, Bra004540	AALP_AA4G252800
OG0002605	Bra014426	AALP_AAs51301U000100
OG0002606	Bra037961, Bra014369	AALP_AA4G021000
OG0002606	Bra021537, Bra027366	AALP_AA3G160700
OG0002607	Bra008283	AALP_AA2G210600
OG0002609	Bra006045	AALP_AA8G094700
OG0002612	Bra030418	AALP_AA4G041900
OG0002613	Bra013573, Bra000804, Bra029514	AALP_AA6G053600
OG0002614	Bra033516	AALP_AA8G501800
OG0002615	Bra018170	AALP_AA5G091900
OG0002615	Bra002616	AALP_AA8G380000
OG0002616	Bra036991, Bra011458, Bra034579	AALP_AA7G203100, AALP_AA7G203400
OG0002617	Bra028705, Bra005928, Bra009284	AALP_AA8G067800
OG0002618	Bra024929, Bra022144	AALP_AA6G102300
OG0002618	Bra021061	AALP_AA6G209200
OG0002619	Bra036488	AALP_AA3G372600
OG0002619	Bra010366, Bra011030, Bra024200	AALP_AA7G125700
OG0002620	Bra008416, Bra003606	AALP_AA2G245800
OG0002621	Bra034087	AALP_AA3G105500
OG0002621	Bra009536, Bra005735	AALP_AA8G024100
OG0002622	Bra001119, Bra040397	AALP_AA3G041600
OG0002622	Bra010007	AALP_AA6G178000
OG0002623	Bra039737	AALP_AA2G074000
OG0002624	Bra037013	AALP_AA7G197300
OG0002624	Bra000541	AALP_AA6G251800
OG0002626	Bra023618, Bra013977	AALP_AA8G184600
OG0002627	Bra019468	AALP_AA5G075400
OG0002627	Bra020203, Bra002423	AALP_AA3G304300
OG0002628	Bra002143	AALP_AA8G198000
OG0002628	Bra031954	AALP_AA3G035600
OG0002629	Bra016885	AALP_AA4G212000
OG0002629	Bra007361	AALP_AA5G232600
OG0002630	Bra011780, Bra017850	AALP_AA7G253900
OG0002631	Bra014388	AALP_AA5G287400
OG0002632	Bra028514, Bra025457	AALP_AA6G314600
OG0002632	Bra027713	AALP_AA5G085700
OG0002633	Bra007747, Bra007745, Bra003525	AALP_AA5G292600
OG0002634	Bra031552, Bra015551	AALP_AA1G068900
OG0002635	Bra026160, Bra016671, Bra026778	AALP_AA1G170800
OG0002636	Bra029023, Bra022725	AALP_AA8G329100
OG0002637	Bra026134, Bra026765	AALP_AA1G174700
OG0002638	Bra001149, Bra040217	AALP_AA3G049600
OG0002639	Bra013428, Bra020949	AALP_AA7G024200
OG0002641	Bra005303, Bra017266	AALP_AA4G132100
OG0002642	Bra023025	AALP_AA4G128300
OG0002642	Bra040093	AALP_AAs66747U002100
OG0002643	Bra026501	AALP_AA3G212800, AALP_AA3G212700
OG0002644	Bra029602, Bra001213	AALP_AA3G074500
OG0002645	Bra005419	AALP_AA4G110000
OG0002646	Bra002138, Bra006442	AALP_AA7G174600
OG0002648	Bra005344	AALP_AA4G125600
OG0002649	Bra018983	AALP_AA4G034300
OG0002650	Bra016043	AALP_AA2G160000
OG0002651	Bra005389, Bra022993, Bra021933	AALP_AA1G313600
OG0002652	Bra014034	AALP_AA4G088500
OG0002652	Bra034429	AALP_AAs41798U000300
OG0002653	Bra033422	AALP_AA5G154400
OG0002653	Bra006933	AALP_AA4G132600
OG0002654	Bra007695	AALP_AA5G284600
OG0002654	Bra032248, Bra018722	AALP_AA4G269600
OG0002655	Bra012143	AALP_AA8G511700
OG0002656	Bra000853, Bra036234	AALP_AA6G039800
OG0002657	Bra001261, Bra029663	AALP_AA3G084600
OG0002658	Bra032864	AALP_AA6G332600
OG0002658	Bra032856	AALP_AA1G288400
OG0002661	Bra039649, Bra018823, Bra027826, Bra018820	AALP_AA8G417600, AALP_AA4G060200, AALP_AA4G060000
OG0002662	Bra034421, Bra036760, Bra028088	AALP_AA8G431300
OG0002663	Bra030723	AALP_AA1G087900
OG0002663	Bra034331	AALP_AA5G026000
OG0002664	Bra004923, Bra004918, Bra000391, Bra000390	AALP_AA4G244200, AALP_AA4G123100, AALP_AA4G244100
OG0002666	Bra015533	AALP_AA1G066200
OG0002667	Bra021128, Bra027217	AALP_AA3G177500
OG0002668	Bra039052, Bra025344	AALP_AA7G107800
OG0002668	Bra033805	AALP_AA6G339600, AALP_AA6G339300
OG0002669	Bra036610, Bra009938	AALP_AA8G257900
OG0002669	Bra039421	AALP_AA3G053300
OG0002672	Bra000545	AALP_AAs63571U000500
OG0002673	Bra024670	AALP_AA1G237800
OG0002674	Bra034407	AALP_AA8G317600
OG0002674	Bra000684	AALP_AA4G017800
OG0002677	Bra033138	AALP_AA6G175700
OG0002679	Bra017604, Bra021970	AALP_AA6G128800
OG0002680	Bra019634, Bra028545, Bra006965	AALP_AA5G160100
OG0002681	Bra024544	AALP_AA1G249300
OG0002681	Bra007977, Bra016140	AALP_AA2G146900
OG0002682	Bra016959	AALP_AA2G241100
OG0002683	Bra034276	AALP_AA6G256000
OG0002684	Bra016958, Bra004595	AALP_AA2G240500
OG0002685	Bra024401	AALP_AA8G489300
OG0002685	Bra028579, Bra006067	AALP_AA8G098300
OG0002686	Bra026885, Bra026935, Bra026886, Bra026887, Bra026889, Bra026931, Bra019703	AALP_AA1G152600, AALP_AA6G117900
OG0002687	Bra039978	AALP_AAs59949U000300
OG0002687	Bra030681	AALP_AA1G071800
OG0002688	Bra006519, Bra020065, Bra002263	AALP_AA8G217600
OG0002690	Bra039319, Bra004933	AALP_AA4G247100
OG0002691	Bra014969, Bra028334	AALP_AAs50963U000100
OG0002692	Bra003599	AALP_AA2G247700
OG0002694	Bra002472, Bra020241	AALP_AA4G265200
OG0002695	Bra001767, Bra038246, Bra035835	AALP_AA3G229500
OG0002697	Bra000244, Bra016902	AALP_AA4G204100
OG0002697	Bra007349, Bra014611, Bra003296	AALP_AA5G222900
OG0002698	Bra034855, Bra009132, Bra028749	AALP_AA3G123300
OG0002699	Bra006223, Bra027955	AALP_AA8G139400
OG0002700	Bra027032, Bra027033	AALP_AA2G015700
OG0002701	Bra004651, Bra004650, Bra016917	AALP_AA4G201900
OG0002702	Bra036249	AALP_AA6G037000
OG0002702	Bra006882	AALP_AA5G143800
OG0002703	Bra022053	AALP_AA6G108500
OG0002703	Bra012631	AALP_AA7G001300
OG0002704	Bra011130	AALP_AA7G145300
OG0002704	Bra011129	AALP_AA7G145100
OG0002706	Bra010293, Bra024090	AALP_AA7G153900
OG0002707	Bra006235	AALP_AAs62659U000100
OG0002708	Bra032504	AALP_AA1G039700
OG0002710	Bra009072	AALP_AA8G093300
OG0002710	Bra031898	AALP_AA8G481800
OG0002712	Bra014915, Bra001905	AALP_AA3G265900
OG0002713	Bra022634, Bra003077, Bra029093	AALP_AA8G312900
OG0002714	Bra013501, Bra013478	AALP_AA8G151200, AALP_AA6G165900
OG0002715	Bra034627, Bra011535	AALP_AA7G171600, AALP_AA7G213200
OG0002716	Bra038607, Bra035858	AALP_AA8G156200
OG0002720	Bra019216, Bra010487, Bra013817	AALP_AA5G169200
OG0002723	Bra018926, Bra014298	AALP_AA3G244600
OG0002724	Bra027446	AALP_AA6G163800
OG0002725	Bra019876	AALP_AA1G122300
OG0002726	Bra017697	AALP_AA7G221400
OG0002726	Bra034675, Bra011585	AALP_AA4G166800
OG0002727	Bra006619, Bra002403, Bra020182	AALP_AA8G233800
OG0002727	Bra021471	AALP_AA5G071500
OG0002729	Bra018353	AALP_AAs72209U000300
OG0002730	Bra013555, Bra038758	AALP_AA7G046000
OG0002732	Bra014834, Bra007053	AALP_AA5G175600
OG0002735	Bra018799	AALP_AA4G063000
OG0002737	Bra021027, Bra013270	AALP_AA7G001600
OG0002740	Bra008222, Bra038550, Bra029227	AALP_AA2G200100, AALP_AA2G200000
OG0002741	Bra015171	AALP_AA3G301100
OG0002743	Bra015979	AALP_AA2G174300
OG0002743	Bra025924, Bra016564	AALP_AA1G199600
OG0002745	Bra031492	AALP_AA2G038300
OG0002745	Bra019897	AALP_AA1G118300
OG0002746	Bra009420, Bra005824	AALP_AA8G042900
OG0002747	Bra002028, Bra009657, Bra037281	AALP_AA3G331100
OG0002748	Bra008985	AALP_AA8G108500
OG0002748	Bra009837, Bra036543	AALP_AA8G428900
OG0002749	Bra011022	AALP_AA7G074800
OG0002749	Bra038320	AALP_AA2G118700
OG0002751	Bra001919	AALP_AA3G274600
OG0002751	Bra032757	AALP_AA4G104500
OG0002752	Bra008652	AALP_AA8G169500
OG0002752	Bra040591	AALP_AA3G019300
OG0002753	Bra024244	AALP_AA8G469600
OG0002753	Bra009373	AALP_AA8G085100
OG0002754	Bra040013	AALP_AA1G338600
OG0002756	Bra016213	AALP_AA2G133700
OG0002756	Bra012375, Bra024602, Bra016345	AALP_AA1G256100
OG0002757	Bra033527	AALP_AA8G398600
OG0002757	Bra001643, Bra022183	AALP_AA3G191300
OG0002758	Bra005623	AALP_AA6G077800
OG0002758	Bra015437	AALP_AA1G052400
OG0002759	Bra001176, Bra040241, Bra020794	AALP_AA3G058600
OG0002760	Bra033439	AALP_AA5G151600
OG0002760	Bra017285	AALP_AA4G130300
OG0002762	Bra032013, Bra001073	AALP_AA3G025900
OG0002764	Bra011660	AALP_AA7G235700
OG0002764	Bra015209	AALP_AA3G339700
OG0002765	Bra018752, Bra014156	AALP_AA8G279800
OG0002765	Bra001702, Bra022311, Bra037591	AALP_AA3G209200
OG0002766	Bra017844, Bra011778	AALP_AA7G253500
OG0002767	Bra027699, Bra027735	AALP_AA5G047000
OG0002768	Bra030586	AALP_AA1G042000
OG0002769	Bra004743	AALP_AA5G241400
OG0002770	Bra005022, Bra017058	AALP_AA4G181100
OG0002775	Bra013807, Bra019225	AALP_AA8G441000
OG0002776	Bra025277, Bra033012	AALP_AA4G255300
OG0002777	Bra039780, Bra006995	AALP_AA5G165200
OG0002778	Bra021372, Bra032016	AALP_AA3G025500
OG0002778	Bra023593, Bra008580, Bra006382	AALP_AA8G181300
OG0002779	Bra001980	AALP_AA3G326300
OG0002779	Bra011558	AALP_AA7G217600
OG0002780	Bra006707, Bra002556, Bra020310	AALP_AA8G389500, AALP_AA8G389400, AALP_AA8G389600
OG0002781	Bra024319	AALP_AA8G479700
OG0002781	Bra009082	AALP_AA8G089900
OG0002782	Bra031445	AALP_AA2G032800
OG0002782	Bra031757	AALP_AA1G122100
OG0002783	Bra006702, Bra002547, Bra020305	AALP_AA5G086300, AALP_AA8G389900
OG0002784	Bra013230, Bra038893, Bra015099	AALP_AA3G291700
OG0002784	Bra032687	AALP_AA7G167700
OG0002785	Bra035081, Bra003629	AALP_AA2G233500, AALP_AA2G235000, AALP_AAs66525U000100
OG0002786	Bra013179	AALP_AA3G299100
OG0002787	Bra008921, Bra023358	AALP_AA8G117900
OG0002789	Bra014715	AALP_AA7G214000
OG0002789	Bra017651	AALP_AA6G037600
OG0002789	Bra011086, Bra011110	AALP_AA7G214300
OG0002790	Bra034011, Bra004211, Bra004098	AALP_AA2G089500
OG0002794	Bra004456, Bra000453	AALP_AA4G265100
OG0002796	Bra002073	AALP_AA2G232000
OG0002797	Bra033419	AALP_AA5G154900
OG0002797	Bra023053	AALP_AAs50165U000100, AALP_AA4G133900, AALP_AAs47660U000100
OG0002801	Bra018595, Bra030745	AALP_AA1G092400
OG0002802	Bra040794, Bra040752	AALP_AA1G285000
OG0002803	Bra010903, Bra032875	AALP_AA1G289900, AALP_AA1G289600
OG0002804	Bra017193	AALP_AA4G147700
OG0002805	Bra032133	AALP_AA6G276300
OG0002805	Bra024069	AALP_AA7G158000
OG0002806	Bra027092	AALP_AA2G032500
OG0002806	Bra038769, Bra020903	AALP_AA7G041400
OG0002807	Bra035083, Bra003627	AALP_AA2G235300
OG0002810	Bra002162	AALP_AA8G201500
OG0002810	Bra040139	AALP_AA3G038300
OG0002811	Bra013694, Bra019300	AALP_AA7G062500
OG0002812	Bra024944	AALP_AA6G104000
OG0002812	Bra012669, Bra026246	AALP_AA6G208300
OG0002813	Bra010533, Bra017711	AALP_AA7G228600
OG0002813	Bra037274	AALP_AA3G334300
OG0002814	Bra016565	AALP_AA1G199500
OG0002814	Bra015978	AALP_AA2G174400
OG0002816	Bra011700, Bra017775	AALP_AA7G242600
OG0002817	Bra028151	AALP_AA6G353400
OG0002818	Bra029301, Bra010041	AALP_AA8G450300
OG0002818	Bra005931, Bra009273	AALP_AA8G070100
OG0002821	Bra013292, Bra040924, Bra021018	AALP_AA7G004000, AALP_AA7G003900
OG0002822	Bra033112, Bra033111, Bra025405	AALP_AAs48786U000100, AALP_AAs67432U000300, AALP_AA5G061800, AALP_AAs67432U000100, AALP_AA1G328800, AALP_AA1G328900, AALP_AA3G187500, AALP_AAs67432U000200
OG0002823	Bra005397	AALP_AA4G114900
OG0002828	Bra026414, Bra010431	AALP_AA7G099700
OG0002828	Bra028971	AALP_AA8G340400
OG0002829	Bra026006	AALP_AA1G188100
OG0002830	Bra035121	AALP_AA2G245000
OG0002830	Bra026064	AALP_AA1G181700
OG0002831	Bra015015, Bra028366	AALP_AA3G277700
OG0002831	Bra034872	AALP_AA4G096600
OG0002832	Bra014906, Bra023175	AALP_AA1G318000
OG0002833	Bra028412, Bra028428, Bra029951	AALP_AA6G348100, AALP_AA6G352300
OG0002835	Bra021982, Bra025075	AALP_AA6G127300
OG0002836	Bra026973, Bra016775, Bra019761	AALP_AA1G133400
OG0002837	Bra015734	AALP_AA2G207700
OG0002837	Bra025858	AALP_AA5G273800
OG0002838	Bra019831, Bra031780	AALP_AA1G126800
OG0002838	Bra028530	AALP_AA1G011500
OG0002839	Bra004785	AALP_AA4G227300
OG0002839	Bra014526	AALP_AA5G252100
OG0002840	Bra033558	AALP_AA7G260700
OG0002841	Bra004085	AALP_AA2G092000
OG0002841	Bra030029	AALP_AA1G264500
OG0002842	Bra013654, Bra019348	AALP_AA3G221100
OG0002842	Bra029427	AALP_AA8G384200
OG0002843	Bra035766, Bra001796, Bra023940, Bra035767	AALP_AA3G237500
OG0002844	Bra006137, Bra023360	AALP_AA8G120000, AALP_AA8G119800, AALP_AA8G119700
OG0002845	Bra016165	AALP_AA2G141100
OG0002845	Bra012355, Bra024559	AALP_AA1G251200
OG0002846	Bra000634	AALP_AA6G206900
OG0002846	Bra010934, Bra032831	AALP_AA8G473700
OG0002847	Bra018459	AALP_AA8G436200
OG0002847	Bra027856	AALP_AA2G054400
OG0002848	Bra021949, Bra025093	AALP_AA2G179400
OG0002849	Bra017443, Bra024875	AALP_AA5G005600
OG0002850	Bra026827, Bra026215, Bra026826	AALP_AA1G160900
OG0002852	Bra025219, Bra032939	AALP_AA5G033500
OG0002852	Bra019797, Bra026948	AALP_AA1G142100
OG0002853	Bra034897	AALP_AA6G234700
OG0002855	Bra014339, Bra017465, Bra024902	AALP_AA5G001100
OG0002855	Bra026165	AALP_AA1G170200
OG0002857	Bra004413	AALP_AA4G272900
OG0002857	Bra014963	AALP_AA3G272400
OG0002858	Bra009007	AALP_AA8G103000
OG0002858	Bra009006, Bra028568	AALP_AA8G103100
OG0002859	Bra005942	AALP_AA8G070600
OG0002859	Bra029321, Bra012935	AALP_AA8G446700
OG0002861	Bra019343, Bra020826	AALP_AA3G221600
OG0002863	Bra019478	AALP_AA8G188100
OG0002867	Bra018686	AALP_AA1G078900
OG0002867	Bra035680, Bra011934	AALP_AA6G220900
OG0002868	Bra025098	AALP_AA6G134500
OG0002870	Bra006565, Bra002312, Bra020111	AALP_AA8G227900
OG0002873	Bra009901, Bra020532	AALP_AA8G245900
OG0002874	Bra010980, Bra032783	AALP_AA1G267100
OG0002875	Bra036999	AALP_AA7G202500
OG0002876	Bra021339	AALP_AA4G016400
OG0002876	Bra039486	AALP_AA8G439200
OG0002877	Bra006257	AALP_AA8G146200
OG0002878	Bra006673	AALP_AA8G396900
OG0002878	Bra033837	AALP_AA5G082700
OG0002884	Bra031131	AALP_AA3G372800
OG0002885	Bra037659, Bra004823, Bra014515	AALP_AA5G255200
OG0002888	Bra032062	AALP_AA6G266700
OG0002888	Bra007833	AALP_AA6G266700
OG0002889	Bra034103	AALP_AA3G111300
OG0002889	Bra005797, Bra009480	AALP_AA8G034900
OG0002890	Bra018695	AALP_AA8G248000
OG0002891	Bra022968, Bra037857, Bra000641	AALP_AA2G219200, AALP_AA6G203300
OG0002892	Bra004734	AALP_AA4G218300
OG0002893	Bra024789	AALP_AAs42659U000100
OG0002895	Bra013371	AALP_AA7G014500
OG0002896	Bra026407	AALP_AA7G100900
OG0002898	Bra035084, Bra008391, Bra003626	AALP_AA2G235400
OG0002900	Bra007409, Bra003349, Bra014561	AALP_AA5G234500
OG0002901	Bra003769	AALP_AA2G193200
OG0002901	Bra025735	AALP_AA1G212300
OG0002903	Bra037403	AALP_AA6G012900
OG0002905	Bra021427, Bra001057	AALP_AA3G020300
OG0002905	Bra008631	AALP_AA8G170800
OG0002906	Bra016933	AALP_AA4G198500
OG0002906	Bra007311	AALP_AA5G215800
OG0002907	Bra039558	AALP_AAs61551U000500
OG0002907	Bra023857	AALP_AA3G252500
OG0002908	Bra014978	AALP_AA3G274300
OG0002908	Bra037058	AALP_AA4G104200
OG0002909	Bra017847	AALP_AA7G253700
OG0002910	Bra039470, Bra002659	AALP_AA8G373200
OG0002911	Bra033151	AALP_AA6G173900
OG0002911	Bra027764	AALP_AA2G000500
OG0002913	Bra026357, Bra003002, Bra022701	AALP_AA8G326300
OG0002914	Bra003004	AALP_AA8G325700
OG0002915	Bra039022	AALP_AA3G362300
OG0002918	Bra036392	AALP_AA3G313800
OG0002918	Bra017610	AALP_AA7G206100
OG0002919	Bra009556, Bra034078	AALP_AA8G020500
OG0002920	Bra011435	AALP_AA7G199200
OG0002921	Bra012331	AALP_AA1G245800
OG0002921	Bra016082	AALP_AA2G153600
OG0002922	Bra012349	AALP_AA1G249400
OG0002922	Bra016143	AALP_AA2G146300
OG0002923	Bra009987	AALP_AA8G265000
OG0002923	Bra001145	AALP_AA3G049200
OG0002925	Bra023621	AALP_AA8G185600
OG0002925	Bra031993, Bra021359, Bra001077	AALP_AA3G065000
OG0002927	Bra022283	AALP_AA3G205600
OG0002928	Bra037237	AALP_AA3G341700
OG0002928	Bra011670	AALP_AA7G237500
OG0002929	Bra029463	AALP_AAs68017U000500
OG0002929	Bra020850	AALP_AA7G051000
OG0002930	Bra020915, Bra038799, Bra013476	AALP_AA6G128000
OG0002930	Bra038798	AALP_AA6G128100
OG0002931	Bra032416, Bra015504	AALP_AA1G062200
OG0002933	Bra009050	AALP_AA8G100800
OG0002934	Bra020848, Bra016838, Bra013692	AALP_AA5G157000
OG0002935	Bra006395	AALP_AA2G144900
OG0002935	Bra032004	AALP_AA3G026900
OG0002937	Bra029159	AALP_AA8G293200
OG0002937	Bra019168	AALP_AA7G081200
OG0002938	Bra027814	AALP_AA2G006800
OG0002940	Bra031521	AALP_AA2G043800
OG0002942	Bra030437	AALP_AA4G045100
OG0002942	Bra031249	AALP_AA3G242100
OG0002943	Bra040838	AALP_AA8G315900
OG0002944	Bra019266	AALP_AA7G067800
OG0002944	Bra035255	AALP_AA6G172200
OG0002945	Bra009003	AALP_AA8G104900
OG0002946	Bra004602	AALP_AA4G195300
OG0002946	Bra007267	AALP_AA5G209800
OG0002947	Bra016396	AALP_AA1G240400
OG0002947	Bra008331	AALP_AA2G220100
OG0002949	Bra006277, Bra008726	AALP_AA8G153900
OG0002951	Bra038678, Bra034814, Bra034813	AALP_AA3G127400
OG0002954	Bra033117	AALP_AA6G181900
OG0002955	Bra014405, Bra007669	AALP_AA5G281000
OG0002956	Bra006364, Bra008606	AALP_AA8G175100
OG0002958	Bra019002	AALP_AA4G032500
OG0002958	Bra021110, Bra027243	AALP_AA3G174100
OG0002960	Bra028611, Bra009074, Bra006038	AALP_AA8G092100
OG0002963	Bra009756	AALP_AA8G420300
OG0002964	Bra000482	AALP_AA6G220200
OG0002965	Bra030199	AALP_AA6G288500
OG0002965	Bra011784, Bra010611	AALP_AA7G254400
OG0002966	Bra017519, Bra024984, Bra021035	AALP_AAs60861U000100
OG0002967	Bra024116	AALP_AA7G148400
OG0002969	Bra019987, Bra030801	AALP_AA1G103700
OG0002970	Bra003204, Bra007126	AALP_AA5G095800
OG0002971	Bra032985, Bra025253	AALP_AA5G039600
OG0002971	Bra028478, Bra030328	AALP_AA6G324100
OG0002973	Bra016686, Bra026813	AALP_AA1G160600
OG0002976	Bra030319	AALP_AA2G164600
OG0002976	Bra010727	AALP_AA7G265500
OG0002977	Bra017066	AALP_AA4G179200
OG0002978	Bra031691, Bra019973	AALP_AA1G105800
OG0002979	Bra002799, Bra006861, Bra002754	AALP_AA8G354900
OG0002980	Bra004165	AALP_AA2G080200
OG0002980	Bra025439	AALP_AA6G353700
OG0002981	Bra022488	AALP_AA3G305600
OG0002983	Bra009951	AALP_AA8G257300
OG0002983	Bra020793, Bra001177	AALP_AA3G058700
OG0002984	Bra007793	AALP_AA6G260900
OG0002984	Bra011344	AALP_AA7G186700
OG0002985	Bra008103	AALP_AA2G172800
OG0002985	Bra025922	AALP_AA1G200800
OG0002986	Bra022272, Bra021287, Bra001695	AALP_AA3G203800
OG0002990	Bra018932, Bra030419	AALP_AA4G042000
OG0002993	Bra014393, Bra007700, Bra003509	AALP_AA5G285600
OG0002994	Bra037678, Bra000332	AALP_AA4G228100
OG0002994	Bra007483	AALP_AA5G253000
OG0002995	Bra039836	AALP_AA3G318700
OG0002995	Bra011508	AALP_AA2G125200
OG0002996	Bra015266	AALP_AA1G031600
OG0002996	Bra006325, Bra036016	AALP_AA6G141700
OG0002999	Bra033759	AALP_AA6G136500
OG0003001	Bra037393	AALP_AA6G013600
OG0003002	Bra039224	AALP_AA6G275700
OG0003002	Bra010280	AALP_AA7G159600
OG0003005	Bra028486, Bra025521, Bra037867	AALP_AA6G321900
OG0003006	Bra030679	AALP_AA1G073700
OG0003007	Bra007831	AALP_AA6G266300
OG0003008	Bra039194	AALP_AA6G284800
OG0003008	Bra011750	AALP_AA7G250400
OG0003010	Bra030677	AALP_AA1G073400
OG0003012	Bra021371	AALP_AA3G025600
OG0003013	Bra011460	AALP_AA7G203800
OG0003013	Bra004086	AALP_AA3G311500
OG0003014	Bra040816	AALP_AA3G306100
OG0003014	Bra035538	AALP_AA6G024300
OG0003017	Bra029607	AALP_AA3G075300
OG0003018	Bra004942	AALP_AA4G248200
OG0003020	Bra002454, Bra020231	AALP_AA8G404800
OG0003021	Bra034049, Bra029742	AALP_AA3G094900
OG0003022	Bra034841	AALP_AAs68751U000200
OG0003026	Bra017008	AALP_AA7G181100
OG0003026	Bra003229	AALP_AA5G202100
OG0003028	Bra036480	AALP_AA4G001700
OG0003029	Bra013487, Bra038791	AALP_AA7G034200
OG0003031	Bra013973	AALP_AA8G186200
OG0003031	Bra031991	AALP_AA3G064800
OG0003032	Bra030799	AALP_AA1G103000
OG0003033	Bra023825	AALP_AA3G257000
OG0003036	Bra008820	AALP_AA8G134000
OG0003037	Bra004611, Bra016944	AALP_AA4G196800, AALP_AA4G196700, AALP_AA4G196600
OG0003038	Bra039219	AALP_AA6G276200
OG0003038	Bra010283, Bra024068, Bra011201	AALP_AA7G158300
OG0003041	Bra007838	AALP_AA6G271400
OG0003041	Bra023993, Bra011284	AALP_AA7G173800
OG0003042	Bra033883	AALP_AA3G264500
OG0003042	Bra036865	AALP_AA6G248500
OG0003043	Bra013529	AALP_AA7G039600
OG0003043	Bra019870, Bra031762	AALP_AA1G123500
OG0003044	Bra015569	AALP_AA1G072700
OG0003045	Bra002042, Bra034842	AALP_AAs49231U000100, AALP_AAs68751U000100
OG0003046	Bra039679, Bra014713	AALP_AA2G250600
OG0003048	Bra027954	AALP_AA4G012800
OG0003049	Bra025826	AALP_AA1G223800, AALP_AA1G223700
OG0003049	Bra015771	AALP_AA2G204600
OG0003052	Bra028729, Bra009203	AALP_AA3G346400
OG0003054	Bra000472, Bra018365	AALP_AAs58904U000200
OG0003055	Bra004657	AALP_AA4G203700
OG0003055	Bra007335	AALP_AA5G221400
OG0003057	Bra040783	AALP_AA4G003400
OG0003058	Bra009709	AALP_AA8G414000
OG0003058	Bra018021	AALP_AA5G112800
OG0003059	Bra031396, Bra031397	AALP_AA6G256900
OG0003060	Bra004138	AALP_AA2G076400
OG0003060	Bra039747	AALP_AA6G160900
OG0003061	Bra029515, Bra000805	AALP_AA6G053800
OG0003062	Bra015258, Bra015257	AALP_AA1G030600
OG0003065	Bra015493, Bra030650	AALP_AA1G060800
OG0003066	Bra037338	AALP_AA6G005900, AALP_AA6G006000
OG0003066	Bra033249, Bra032643	AALP_AA1G005500
OG0003067	Bra024627, Bra012393	AALP_AA1G259500
OG0003068	Bra039095	AALP_AA5G037700
OG0003069	Bra000920	AALP_AA6G022200
OG0003071	Bra000033, Bra017145	AALP_AA4G157600
OG0003071	Bra007045	AALP_AA5G174300
OG0003072	Bra000639, Bra039764	AALP_AA6G204700
OG0003073	Bra027883	AALP_AA4G124200
OG0003074	Bra034155, Bra029880	AALP_AA3G118500
OG0003075	Bra028379, Bra027073	AALP_AA3G055600
OG0003075	Bra031776	AALP_AA6G328900
OG0003077	Bra005513	AALP_AA6G064400
OG0003077	Bra032499, Bra015334	AALP_AA1G040600
OG0003079	Bra005596	AALP_AA6G071000
OG0003080	Bra031134	AALP_AA3G373100
OG0003080	Bra024205, Bra040157	AALP_AA7G124600
OG0003081	Bra020947, Bra020948	AALP_AA7G025200
OG0003083	Bra022408	AALP_AA3G224400
OG0003083	Bra014210, Bra018801	AALP_AA4G063200
OG0003084	Bra013755, Bra019250	AALP_AA7G071000
OG0003087	Bra002954	AALP_AA8G333300
OG0003089	Bra026128	AALP_AA3G188800
OG0003090	Bra017503, Bra041111	AALP_AA6G106600
OG0003091	Bra016721, Bra019699, Bra026874	AALP_AA1G153300
OG0003091	Bra026550	AALP_AA5G023200
OG0003094	Bra010712, Bra011878, Bra031187, Bra030300	AALP_AA7G268500
