Orthogroup	Brassica_rapa	Boechera_stricta
OG0001838	Bra041014	Bostr.7867s0445.1.p, Bostr.7867s0446.1.p
OG0001839	Bra028947, Bra002843	Bostr.26833s0649.1.p
OG0001839	Bra026431, Bra019101	Bostr.7867s0467.1.p
OG0001840	Bra023987, Bra011294	Bostr.7867s1025.1.p
OG0001840	Bra007834	Bostr.8705s0008.1.p
OG0001841	Bra032255	Bostr.25219s0553.1.p
OG0001841	Bra022245, Bra001683	Bostr.19424s0890.1.p
OG0001842	Bra015242, Bra013095	Bostr.18351s0067.1.p
OG0001842	Bra011482, Bra034593, Bra017616	Bostr.7867s1248.1.p
OG0001843	Bra000358, Bra004855, Bra037639	Bostr.25993s0305.1.p
OG0001844	Bra011470, Bra034583	Bostr.7867s1228.1.p
OG0001845	Bra006173, Bra008866	Bostr.2902s0033.1.p
OG0001845	Bra023926	Bostr.19424s0570.1.p
OG0001846	Bra005595	Bostr.23794s0870.1.p
OG0001846	Bra015395	Bostr.25219s0453.1.p
OG0001847	Bra037635	Bostr.25993s0295.1.p
OG0001847	Bra007521	Bostr.13158s0016.1.p
OG0001848	Bra026114	Bostr.7128s0188.1.p
OG0001848	Bra008470	Bostr.20129s0464.1.p
OG0001849	Bra013731	Bostr.7867s0182.1.p
OG0001849	Bra035256	Bostr.25463s0218.1.p
OG0001850	Bra037805, Bra024356	Bostr.0568s0280.1.p
OG0001850	Bra006048	Bostr.18351s0064.1.p, Bostr.13175s0090.1.p
OG0001851	Bra000571, Bra039217	Bostr.27895s0112.1.p
OG0001852	Bra035183	Bostr.20129s0472.1.p
OG0001852	Bra026116, Bra026753	Bostr.7128s0183.1.p
OG0001853	Bra028603, Bra006044	Bostr.13175s0096.1.p
OG0001853	Bra024363	Bostr.0568s0270.1.p
OG0001854	Bra031542, Bra015534	Bostr.25219s0273.1.p
OG0001856	Bra015292, Bra032525	Bostr.26675s0338.1.p
OG0001857	Bra030430, Bra014295	Bostr.26675s0032.1.p
OG0001857	Bra001818, Bra023894	Bostr.19424s0533.1.p
OG0001859	Bra038255, Bra001779	Bostr.19424s0638.1.p
OG0001859	Bra014257, Bra030482	Bostr.26675s0116.1.p
OG0001860	Bra031670	Bostr.4824s0028.1.p, Bostr.25219s0460.1.p, Bostr.25219s0358.1.p, Bostr.12659s0239.1.p, Bostr.25219s0408.1.p
OG0001861	Bra030296	Bostr.5022s0084.1.p
OG0001861	Bra010704, Bra033598, Bra011875	Bostr.25542s0099.1.p
OG0001862	Bra029510	Bostr.2983s0004.1.p
OG0001862	Bra013577, Bra019408	Bostr.10089s0018.1.p
OG0001863	Bra005832	Bostr.13129s0465.1.p
OG0001863	Bra001375, Bra034139	Bostr.19424s0994.1.p
OG0001864	Bra007405	Bostr.20903s0102.1.p
OG0001864	Bra004709, Bra000267	Bostr.25993s0524.1.p
OG0001865	Bra007639	Bostr.13158s0195.1.p
OG0001865	Bra039264, Bra004515	Bostr.25993s0096.1.p
OG0001866	Bra032437, Bra032438, Bra030638, Bra015473	Bostr.25219s0351.1.p
OG0001867	Bra031536	Bostr.25219s0284.1.p
OG0001867	Bra021655, Bra018300	Bostr.24513s0172.1.p
OG0001868	Bra006489, Bra002200	Bostr.26527s0311.1.p
OG0001868	Bra040233, Bra020764, Bra001186	Bostr.2570s0040.1.p
OG0001869	Bra038636	Bostr.0568s0464.1.p
OG0001869	Bra018046	Bostr.18473s0090.1.p
OG0001870	Bra000795	Bostr.25463s0008.1.p
OG0001872	Bra039427	Bostr.2570s0123.1.p
OG0001872	Bra033605	Bostr.25542s0112.1.p
OG0001873	Bra031717	Bostr.13671s0430.1.p
OG0001873	Bra035410, Bra027820	Bostr.10040s0218.1.p
OG0001874	Bra040986, Bra028434	Bostr.2570s0012.1.p, Bostr.10058s0047.1.p
OG0001874	Bra019694	Bostr.13671s0057.1.p
OG0001875	Bra011631	Bostr.7867s1430.1.p
OG0001875	Bra011628	Bostr.7867s1421.1.p
OG0001876	Bra028487, Bra025520	Bostr.7200s0129.1.p
OG0001876	Bra025235, Bra032961	Bostr.0556s0361.1.p
OG0001877	Bra003469	Bostr.13158s0180.1.p
OG0001877	Bra025448, Bra028525	Bostr.3279s0022.1.p
OG0001878	Bra012126	Bostr.0568s0125.1.p
OG0001878	Bra036072, Bra030003	Bostr.6864s0210.1.p
OG0001879	Bra016926	Bostr.11568s0020.1.p
OG0001879	Bra007319, Bra003276	Bostr.20505s0012.1.p
OG0001880	Bra009849, Bra020506	Bostr.29827s0254.1.p
OG0001880	Bra023325, Bra008962	Bostr.20055s0094.1.p
OG0001881	Bra017248, Bra023059, Bra005284	Bostr.23794s0464.1.p
OG0001881	Bra006946, Bra019649	Bostr.11793s0111.1.p
OG0001882	Bra015235	Bostr.18351s0022.1.p
OG0001882	Bra041119	Bostr.18351s0059.1.p
OG0001883	Bra026727, Bra026074	Bostr.7128s0234.1.p
OG0001883	Bra008425, Bra035128	Bostr.20129s0397.1.p
OG0001884	Bra016026, Bra003863	Bostr.10273s0059.1.p
OG0001884	Bra027391, Bra001525	Bostr.28625s0321.1.p
OG0001885	Bra023772	Bostr.26675s0163.1.p
OG0001885	Bra038227, Bra022447	Bostr.19424s0692.1.p
OG0001886	Bra027240	Bostr.28625s0151.1.p
OG0001886	Bra030968, Bra019000	Bostr.0124s0084.1.p
OG0001887	Bra016350, Bra012372	Bostr.12659s0197.1.p
OG0001887	Bra007922	Bostr.10273s0302.1.p
OG0001888	Bra004388	Bostr.2902s0274.1.p
OG0001888	Bra008749	Bostr.2902s0198.1.p
OG0001889	Bra006675, Bra002504, Bra020261	Bostr.26833s0215.1.p
OG0001890	Bra019628	Bostr.11793s0083.1.p
OG0001890	Bra017229, Bra005256	Bostr.23794s0429.1.p
OG0001891	Bra023533	Bostr.2902s0303.1.p
OG0001891	Bra004010, Bra004354	Bostr.10273s0469.1.p, Bostr.29044s0110.1.p
OG0001892	Bra022417, Bra022415, Bra038205	Bostr.19424s0723.1.p
OG0001892	Bra014206	Bostr.26675s0190.1.p
OG0001893	Bra009196	Bostr.13129s0325.1.p
OG0001893	Bra022779, Bra021611, Bra018338	Bostr.29246s0019.1.p
OG0001894	Bra001296, Bra029801	Bostr.22252s0078.1.p
OG0001895	Bra013934	Bostr.7867s0412.1.p
OG0001895	Bra020460, Bra002750	Bostr.26833s0538.1.p
OG0001896	Bra016533, Bra025697	Bostr.7128s0497.1.p
OG0001896	Bra003787, Bra015895	Bostr.3288s0121.1.p
OG0001897	Bra005438	Bostr.23794s0681.1.p
OG0001897	Bra010830, Bra032319, Bra030140	Bostr.15697s0244.1.p
OG0001898	Bra000821, Bra034214	Bostr.2983s0089.1.p
OG0001899	Bra031378, Bra012318	Bostr.12659s0079.1.p
OG0001900	Bra004833	Bostr.25993s0341.1.p
OG0001900	Bra014511, Bra007507	Bostr.29344s0018.1.p
OG0001901	Bra006505	Bostr.26527s0263.1.p
OG0001901	Bra008900, Bra006156	Bostr.2902s0001.1.p
OG0001902	Bra026021, Bra016629	Bostr.7128s0290.1.p
OG0001902	Bra008384, Bra035072	Bostr.20129s0321.1.p
OG0001903	Bra020690, Bra037476	Bostr.2392s0028.1.p
OG0001903	Bra013225	Bostr.19424s0108.1.p
OG0001904	Bra040169	Bostr.30275s0223.1.p
OG0001904	Bra017504, Bra022104	Bostr.28243s0004.1.p
OG0001905	Bra026066	Bostr.7128s0242.1.p
OG0001905	Bra003607	Bostr.20129s0386.1.p
OG0001906	Bra013339	Bostr.30275s0344.1.p
OG0001907	Bra016508, Bra025733, Bra031077	Bostr.7128s0539.1.p
OG0001907	Bra015868, Bra003772	Bostr.3288s0155.1.p
OG0001908	Bra033632	Bostr.25542s0152.1.p
OG0001909	Bra034736, Bra001467	Bostr.3640s0049.1.p
OG0001909	Bra030808	Bostr.6758s0077.1.p
OG0001910	Bra026217	Bostr.13671s0004.1.p
OG0001910	Bra024816, Bra026592, Bra026593	Bostr.0556s0071.1.p
OG0001911	Bra009911	Bostr.15697s0472.1.p, Bostr.15697s0320.1.p, Bostr.15697s0317.1.p, Bostr.29827s0158.1.p
OG0001912	Bra034805, Bra038684	Bostr.19424s1122.1.p
OG0001912	Bra009206	Bostr.13129s0316.1.p
OG0001913	Bra039806, Bra003148	Bostr.11793s0034.1.p
OG0001913	Bra005197, Bra017188, Bra030981	Bostr.23794s0343.1.p
OG0001914	Bra009344	Bostr.13129s0106.1.p
OG0001914	Bra026490, Bra009696	Bostr.10199s0073.1.p
OG0001915	Bra009106	Bostr.13129s0429.1.p
OG0001915	Bra029884	Bostr.19424s1028.1.p
OG0001916	Bra036354	Bostr.0556s0275.1.p
OG0001916	Bra019721, Bra026903	Bostr.13671s0104.1.p
OG0001917	Bra033160	Bostr.25463s0226.1.p
OG0001917	Bra013738, Bra010545, Bra019262	Bostr.7867s0189.1.p
OG0001918	Bra029703	Bostr.22252s0208.1.p
OG0001918	Bra005093, Bra000075	Bostr.23794s0210.1.p
OG0001919	Bra006559	Bostr.26675s0236.1.p
OG0001919	Bra003022	Bostr.26527s0161.1.p, Bostr.26527s0160.1.p
OG0001920	Bra024360	Bostr.0568s0276.1.p
OG0001920	Bra006046, Bra009058, Bra028602	Bostr.13175s0092.1.p
OG0001921	Bra019778	Bostr.13671s0197.1.p
OG0001921	Bra027001	Bostr.22157s0018.1.p
OG0001922	Bra016392, Bra031358	Bostr.12659s0054.1.p
OG0001922	Bra036774	Bostr.6773s0008.1.p
OG0001923	Bra000026, Bra017151	Bostr.23794s0286.1.p
OG0001923	Bra014855	Bostr.0697s0004.1.p
OG0001924	Bra018092, Bra033779	Bostr.18473s0154.1.p
OG0001924	Bra010116, Bra035883	Bostr.0568s0536.1.p
OG0001925	Bra003222, Bra007198	Bostr.20505s0165.1.p
OG0001925	Bra000167, Bra017033	Bostr.23794s0053.1.p
OG0001926	Bra021876	Bostr.23794s0717.1.p
OG0001926	Bra030083, Bra032889	Bostr.15697s0148.1.p
OG0001927	Bra002289, Bra020096	Bostr.26527s0171.1.p
OG0001928	Bra002040, Bra002041, Bra034843	Bostr.19424s1074.1.p
OG0001928	Bra009162	Bostr.13129s0365.1.p
OG0001929	Bra038843, Bra012167, Bra036729	Bostr.18351s0380.1.p
OG0001929	Bra010307, Bra024111	Bostr.7867s0852.1.p
OG0001930	Bra009293	Bostr.13129s0262.1.p
OG0001930	Bra002654, Bra020371	Bostr.26833s0414.1.p
OG0001931	Bra011692	Bostr.7867s1514.1.p
OG0001931	Bra037225	Bostr.18351s0301.1.p
OG0001932	Bra014201	Bostr.26675s0214.1.p
OG0001932	Bra022388, Bra001734, Bra037539	Bostr.19424s0753.1.p
OG0001933	Bra022320, Bra007427, Bra037584, Bra001706	Bostr.19424s0821.1.p
OG0001934	Bra033813	Bostr.18473s0299.1.p
OG0001934	Bra002564	Bostr.26833s0299.1.p
OG0001935	Bra033339, Bra032590	Bostr.4824s0036.1.p
OG0001935	Bra000890	Bostr.16335s0038.1.p
OG0001936	Bra024073	Bostr.7867s0899.1.p
OG0001936	Bra032137	Bostr.27895s0103.1.p
OG0001937	Bra025263, Bra039086	Bostr.0556s0405.1.p
OG0001937	Bra028475, Bra025548	Bostr.7200s0084.1.p
OG0001938	Bra029063, Bra003048	Bostr.26833s0927.1.p
OG0001938	Bra026316	Bostr.7867s0597.1.p
OG0001939	Bra028665, Bra005982	Bostr.13129s0134.1.p
OG0001939	Bra013027	Bostr.10199s0103.1.p
OG0001940	Bra031005, Bra025947	Bostr.7128s0389.1.p
OG0001940	Bra008079, Bra016014	Bostr.10273s0035.1.p
OG0001941	Bra000018, Bra005162, Bra005161, Bra000019	Bostr.23794s0299.1.p
OG0001942	Bra017147, Bra005146	Bostr.23794s0370.1.p, Bostr.23794s0278.1.p
OG0001942	Bra003168	Bostr.0697s0017.1.p
OG0001943	Bra030618	Bostr.25219s0405.1.p
OG0001943	Bra005639	Bostr.24513s0047.1.p
OG0001944	Bra038827	Bostr.18351s0351.1.p
OG0001944	Bra011176, Bra010294	Bostr.7867s0876.1.p
OG0001945	Bra003190	Bostr.0697s0072.1.p
OG0001945	Bra025481	Bostr.23794s0185.1.p
OG0001946	Bra025052	Bostr.8819s0108.1.p
OG0001946	Bra013340, Bra020996	Bostr.30275s0345.1.p
OG0001947	Bra015667	Bostr.20129s0185.1.p
OG0001947	Bra017947	Bostr.12659s0025.1.p
OG0001948	Bra038253, Bra035819	Bostr.19424s0657.1.p
OG0001949	Bra008915	Bostr.20055s0018.1.p
OG0001949	Bra020043, Bra006507, Bra002241	Bostr.26527s0249.1.p
OG0001950	Bra025724	Bostr.7128s0531.1.p
OG0001950	Bra015879	Bostr.3288s0144.1.p
OG0001951	Bra007808	Bostr.26326s0142.1.p
OG0001951	Bra023967, Bra011315	Bostr.7867s1056.1.p
OG0001952	Bra011821, Bra010644, Bra017871	Bostr.25542s0185.1.p
OG0001952	Bra030246	Bostr.19427s0001.1.p
OG0001953	Bra025857	Bostr.7128s0684.1.p
OG0001953	Bra003716, Bra015736, Bra008264	Bostr.20129s0091.1.p
OG0001954	Bra033988, Bra026089	Bostr.7128s0215.1.p
OG0001954	Bra003587, Bra008437, Bra035149	Bostr.20129s0426.1.p
OG0001955	Bra037920, Bra012259, Bra000711	Bostr.25463s0273.1.p
OG0001956	Bra026809	Bostr.0124s0188.1.p
OG0001956	Bra026630, Bra024848	Bostr.0556s0009.1.p
OG0001957	Bra014676, Bra014677, Bra003249, Bra007264, Bra007263, Bra003255, Bra003248	Bostr.20505s0084.1.p, Bostr.20505s0085.1.p
OG0001958	Bra012390	Bostr.12659s0227.1.p
OG0001958	Bra024621	Bostr.12659s0228.1.p
OG0001959	Bra032822, Bra030040	Bostr.15697s0062.1.p
OG0001959	Bra010949, Bra032823, Bra030041	Bostr.15697s0063.1.p
OG0001960	Bra021810, Bra022899, Bra005560	Bostr.23794s0836.1.p
OG0001961	Bra012417, Bra024642	Bostr.12659s0264.1.p
OG0001961	Bra016237	Bostr.10273s0349.1.p
OG0001962	Bra037265, Bra024504	Bostr.18351s0222.1.p
OG0001962	Bra017726	Bostr.7867s1422.1.p
OG0001963	Bra037728, Bra000298	Bostr.25993s0452.1.p
OG0001963	Bra014541, Bra007445	Bostr.20903s0162.1.p
OG0001964	Bra024940	Bostr.14419s0043.1.p
OG0001964	Bra017485, Bra017483	Bostr.14419s0042.1.p
OG0001965	Bra015737	Bostr.20129s0090.1.p
OG0001965	Bra016443, Bra025855, Bra012257	Bostr.7128s0681.1.p
OG0001966	Bra020925, Bra013459	Bostr.10689s0015.1.p
OG0001966	Bra027559, Bra033752	Bostr.3148s0002.1.p
OG0001967	Bra004546	Bostr.25993s0136.1.p, Bostr.13404s0048.1.p
OG0001967	Bra014427	Bostr.13158s0164.1.p
OG0001968	Bra025091, Bra027593	Bostr.5342s0024.1.p
OG0001968	Bra013410	Bostr.30275s0441.1.p
OG0001969	Bra023689, Bra002173	Bostr.26527s0349.1.p
OG0001969	Bra020751, Bra040221	Bostr.2570s0020.1.p
OG0001970	Bra026055	Bostr.7128s0253.1.p
OG0001970	Bra035101, Bra003617	Bostr.20129s0358.1.p
OG0001971	Bra022772, Bra018346	Bostr.29246s0009.1.p
OG0001972	Bra027265, Bra021094	Bostr.28625s0189.1.p
OG0001972	Bra039656, Bra038101	Bostr.0124s0106.1.p
OG0001973	Bra014597, Bra007369	Bostr.20903s0046.1.p
OG0001973	Bra004672	Bostr.25993s0562.1.p
OG0001974	Bra016376, Bra012332	Bostr.12659s0106.1.p
OG0001975	Bra024459, Bra038546, Bra038814	Bostr.18351s0336.1.p, Bostr.18351s0335.1.p, Bostr.18351s0334.1.p
OG0001976	Bra018108	Bostr.18473s0173.1.p
OG0001976	Bra029250, Bra035890	Bostr.0568s0551.1.p
OG0001977	Bra027557, Bra033746	Bostr.3148s0008.1.p
OG0001977	Bra013466, Bra020917	Bostr.10689s0024.1.p
OG0001978	Bra037085	Bostr.0597s0151.1.p
OG0001978	Bra034544	Bostr.19424s0448.1.p
OG0001979	Bra020731, Bra036196, Bra025421	Bostr.0556s0632.1.p
OG0001979	Bra028202	Bostr.11774s0002.1.p
OG0001980	Bra036418	Bostr.2570s0311.1.p
OG0001980	Bra002142	Bostr.26527s0387.1.p
OG0001981	Bra026554, Bra024780	Bostr.0556s0160.1.p
OG0001981	Bra016716, Bra026869, Bra019697	Bostr.13671s0059.1.p
OG0001983	Bra010424, Bra026398	Bostr.7867s0509.1.p
OG0001984	Bra026174, Bra026790	Bostr.7128s0111.1.p
OG0001984	Bra026662, Bra024882	Bostr.7903s0029.1.p
OG0001985	Bra026179	Bostr.7128s0105.1.p
OG0001985	Bra026647, Bra017439, Bra024871	Bostr.7903s0018.1.p
OG0001986	Bra003547	Bostr.20129s0510.1.p
OG0001986	Bra023310, Bra008986	Bostr.23997s0013.1.p
OG0001987	Bra009134	Bostr.13129s0394.1.p
OG0001987	Bra034173, Bra034853	Bostr.19424s1061.1.p
OG0001988	Bra030303, Bra031181	Bostr.5022s0104.1.p
OG0001988	Bra011884, Bra033589, Bra010717	Bostr.25542s0080.1.p
OG0001989	Bra039959, Bra023821	Bostr.19424s0399.1.p
OG0001990	Bra025917, Bra016561	Bostr.7128s0430.1.p
OG0001990	Bra008101, Bra015986	Bostr.10273s0009.1.p
OG0001991	Bra007773	Bostr.5022s0032.1.p
OG0001992	Bra007563, Bra014469	Bostr.13158s0079.1.p
OG0001993	Bra018643, Bra030716, Bra031616	Bostr.25219s0125.1.p
OG0001993	Bra034374	Bostr.27991s0142.1.p
OG0001994	Bra018117	Bostr.18473s0186.1.p
OG0001994	Bra008154	Bostr.3288s0096.1.p
OG0001995	Bra033349, Bra032583	Bostr.4824s0051.1.p
OG0001995	Bra000885, Bra018557	Bostr.16335s0014.1.p, Bostr.10689s0134.1.p
OG0001996	Bra023485	Bostr.2902s0210.1.p
OG0001996	Bra039113, Bra040520	Bostr.1460s0062.1.p
OG0001997	Bra012626, Bra013272	Bostr.30275s0267.1.p
OG0001997	Bra022046, Bra025012	Bostr.4485s0006.1.p
OG0001998	Bra011028, Bra024203, Bra010368	Bostr.7867s0684.1.p
OG0001998	Bra015268	Bostr.26675s0390.1.p
OG0001999	Bra026419, Bra019098	Bostr.7867s0481.1.p
OG0001999	Bra035596	Bostr.26833s0668.1.p
OG0002000	Bra015683, Bra008297	Bostr.20129s0158.1.p
OG0002000	Bra017925	Bostr.12659s0003.1.p
OG0002001	Bra026838	Bostr.13671s0019.1.p
OG0002002	Bra013420, Bra012534, Bra013419	Bostr.5342s0019.1.p, Bostr.30275s0448.1.p
OG0002003	Bra020831	Bostr.3148s0285.1.p, Bostr.21356s0001.1.p
OG0002004	Bra038432	Bostr.3359s0185.1.p
OG0002007	Bra002139	Bostr.26527s0392.1.p
OG0002007	Bra036428	Bostr.2570s0318.1.p
OG0002008	Bra019027, Bra026307	Bostr.7867s0607.1.p
OG0002008	Bra022656	Bostr.11352s0001.1.p, Bostr.26833s0935.1.p
OG0002009	Bra008080, Bra016013	Bostr.10273s0034.1.p
OG0002009	Bra031006, Bra025946	Bostr.7128s0390.1.p
OG0002010	Bra029729, Bra001337, Bra040063	Bostr.22252s0182.1.p
OG0002011	Bra018952	Bostr.0124s0008.1.p
OG0002011	Bra027185, Bra021168	Bostr.28625s0072.1.p
OG0002012	Bra026418	Bostr.7867s0482.1.p
OG0002012	Bra002867, Bra035594	Bostr.26833s0669.1.p
OG0002013	Bra007696, Bra014396	Bostr.13158s0273.1.p
OG0002013	Bra018545, Bra000877, Bra036262	Bostr.2983s0211.1.p
OG0002014	Bra025061, Bra017594	Bostr.8819s0097.1.p
OG0002014	Bra013353	Bostr.30275s0359.1.p
OG0002015	Bra040563	Bostr.0124s0176.1.p
OG0002016	Bra010483, Bra013832, Bra019210	Bostr.7867s0282.1.p
OG0002017	Bra018351	Bostr.29246s0001.1.p
OG0002017	Bra015561, Bra031556	Bostr.25219s0235.1.p
OG0002018	Bra036834, Bra012866	Bostr.6864s0130.1.p
OG0002019	Bra024395, Bra031854	Bostr.0568s0234.1.p
OG0002019	Bra009025	Bostr.13175s0047.1.p
OG0002020	Bra030538, Bra033413	Bostr.26675s0369.1.p
OG0002020	Bra034207, Bra000825	Bostr.2983s0098.1.p
OG0002021	Bra004733	Bostr.25993s0486.1.p
OG0002021	Bra007433, Bra003365	Bostr.20903s0144.1.p
OG0002022	Bra039694	Bostr.7128s0095.1.p
OG0002022	Bra001546	Bostr.28625s0269.1.p
OG0002023	Bra021148, Bra027198	Bostr.28625s0097.1.p
OG0002023	Bra018970, Bra030385	Bostr.0124s0034.1.p
OG0002024	Bra009447	Bostr.13129s0506.1.p
OG0002024	Bra029850, Bra034125	Bostr.22252s0006.1.p
OG0002025	Bra039719, Bra036892	Bostr.0597s0088.1.p
OG0002026	Bra010746	Bostr.25542s0021.1.p
OG0002026	Bra011986, Bra034382	Bostr.12302s0003.1.p
OG0002027	Bra016425, Bra015704	Bostr.20129s0135.1.p
OG0002027	Bra012279, Bra017910	Bostr.25570s0016.1.p
OG0002028	Bra033753	Bostr.29514s0047.1.p
OG0002028	Bra013458, Bra020926, Bra038805	Bostr.10689s0013.1.p
OG0002029	Bra000432, Bra004506	Bostr.25993s0086.1.p
OG0002030	Bra037575, Bra001712, Bra022335	Bostr.19424s0803.1.p
OG0002031	Bra020127, Bra006576, Bra002330	Bostr.26527s0129.1.p
OG0002031	Bra034954	Bostr.0556s0665.1.p
OG0002032	Bra002947	Bostr.26833s0772.1.p
OG0002032	Bra010418, Bra019078, Bra026387	Bostr.7867s0523.1.p
OG0002033	Bra015952	Bostr.3288s0040.1.p
OG0002033	Bra031030	Bostr.7128s0452.1.p
OG0002034	Bra021295, Bra033955	Bostr.18473s0366.1.p, Bostr.18473s0365.1.p
OG0002035	Bra019057	Bostr.7867s0552.1.p, Bostr.2128s0076.1.p
OG0002035	Bra022721	Bostr.26833s0827.1.p
OG0002036	Bra026976, Bra019756	Bostr.13671s0228.1.p, Bostr.22157s0050.1.p
OG0002037	Bra021961	Bostr.8819s0045.1.p
OG0002037	Bra020963, Bra013394	Bostr.30275s0417.1.p
OG0002038	Bra037092	Bostr.24399s0066.1.p, Bostr.24399s0068.1.p
OG0002039	Bra024539, Bra012345	Bostr.12659s0135.1.p
OG0002039	Bra016133, Bra007974	Bostr.10273s0198.1.p
OG0002040	Bra003688, Bra015677, Bra008301	Bostr.20129s0166.1.p
OG0002041	Bra002209, Bra023702	Bostr.26527s0300.1.p
OG0002041	Bra001184, Bra020774	Bostr.2570s0047.1.p
OG0002042	Bra009158	Bostr.13129s0370.1.p
OG0002042	Bra005018, Bra000145	Bostr.23794s0092.1.p
OG0002043	Bra028973	Bostr.26833s0703.1.p
OG0002043	Bra026413, Bra019094	Bostr.7867s0487.1.p
OG0002044	Bra030466, Bra018878	Bostr.26675s0094.1.p
OG0002044	Bra035771, Bra023943	Bostr.19424s0595.1.p
OG0002045	Bra029748	Bostr.2021s0081.1.p
OG0002045	Bra033818	Bostr.22252s0153.1.p
OG0002046	Bra002513, Bra020265, Bra020264	Bostr.26833s0227.1.p, Bostr.26833s0226.1.p
OG0002047	Bra016375	Bostr.12659s0110.1.p
OG0002047	Bra012334, Bra024520	Bostr.12659s0109.1.p
OG0002048	Bra021930, Bra005392	Bostr.23794s0628.1.p
OG0002048	Bra014890, Bra023131	Bostr.15697s0380.1.p
OG0002049	Bra008046, Bra016036	Bostr.10273s0076.1.p
OG0002050	Bra004587	Bostr.9345s0052.1.p
OG0002050	Bra007246	Bostr.20505s0109.1.p
OG0002051	Bra003373, Bra007444, Bra014542	Bostr.20903s0161.1.p
OG0002051	Bra004752, Bra037729	Bostr.25993s0454.1.p
OG0002052	Bra016204, Bra007923	Bostr.10273s0301.1.p
OG0002053	Bra007497, Bra003397	Bostr.29344s0005.1.p
OG0002053	Bra004810, Bra037664	Bostr.25993s0356.1.p
OG0002054	Bra014828, Bra007059	Bostr.0697s0037.1.p
OG0002055	Bra010952, Bra032821	Bostr.15697s0061.1.p
OG0002056	Bra034776, Bra001436	Bostr.19424s1150.1.p
OG0002057	Bra016558	Bostr.7128s0438.1.p
OG0002057	Bra003843, Bra015989	Bostr.10273s0015.1.p
OG0002059	Bra009200	Bostr.13129s0320.1.p
OG0002059	Bra040529, Bra001164	Bostr.2570s0105.1.p
OG0002060	Bra009444, Bra028785	Bostr.13129s0503.1.p
OG0002060	Bra034126	Bostr.22252s0005.1.p
OG0002061	Bra030242, Bra038528	Bostr.19427s0008.1.p
OG0002061	Bra011816	Bostr.25542s0192.1.p
OG0002062	Bra033483	Bostr.0597s0056.1.p
OG0002062	Bra039860	Bostr.0597s0055.1.p
OG0002063	Bra028127	Bostr.9638s0076.1.p
OG0002063	Bra039754	Bostr.26959s0299.1.p
OG0002064	Bra009121	Bostr.13129s0409.1.p
OG0002064	Bra034169, Bra001393, Bra034860	Bostr.19424s1053.1.p
OG0002065	Bra026145, Bra014161, Bra018760	Bostr.26675s0281.1.p
OG0002066	Bra029954	Bostr.18473s0007.1.p
OG0002066	Bra029406	Bostr.5763s0067.1.p
OG0002067	Bra015709	Bostr.20129s0131.1.p
OG0002067	Bra025890, Bra012275	Bostr.25570s0005.1.p
OG0002068	Bra010481	Bostr.7867s0287.1.p
OG0002068	Bra040863	Bostr.15774s0175.1.p
OG0002070	Bra000354	Bostr.25993s0315.1.p
OG0002070	Bra004846, Bra004844, Bra004845	Bostr.25993s0316.1.p
OG0002071	Bra013836	Bostr.7867s0285.1.p
OG0002071	Bra038615	Bostr.0568s0486.1.p
OG0002072	Bra033745, Bra039511	Bostr.3148s0010.1.p
OG0002072	Bra013470	Bostr.10689s0028.1.p
OG0002073	Bra015814, Bra008224	Bostr.20129s0014.1.p
OG0002074	Bra018782	Bostr.26675s0247.1.p
OG0002074	Bra001723, Bra022359	Bostr.19424s0778.1.p
OG0002075	Bra016881, Bra004686, Bra004685	Bostr.2978s0003.1.p
OG0002075	Bra016880, Bra004687	Bostr.2978s0002.1.p
OG0002076	Bra006415	Bostr.26527s0448.1.p
OG0002076	Bra001080, Bra021354	Bostr.19046s0071.1.p
OG0002077	Bra025022	Bostr.8819s0172.1.p
OG0002077	Bra005426, Bra022975, Bra021908	Bostr.15697s0284.1.p, Bostr.23794s0668.1.p
OG0002078	Bra002218	Bostr.26527s0288.1.p
OG0002078	Bra001182	Bostr.2570s0051.1.p
OG0002079	Bra036725, Bra038995	Bostr.18351s0395.1.p
OG0002079	Bra011141, Bra024121	Bostr.7867s0833.1.p
OG0002080	Bra026546, Bra034608, Bra011490	Bostr.7867s1263.1.p
OG0002080	Bra011495, Bra011492, Bra034609	Bostr.7867s1264.1.p
OG0002081	Bra013850, Bra019200	Bostr.7867s0299.1.p
OG0002081	Bra022765	Bostr.15774s0211.1.p
OG0002082	Bra041025	Bostr.0124s0166.1.p
OG0002082	Bra027344	Bostr.28625s0264.1.p
OG0002083	Bra014619, Bra007336	Bostr.20903s0008.1.p
OG0002084	Bra007373, Bra014594	Bostr.20903s0051.1.p
OG0002085	Bra040130	Bostr.2570s0240.1.p
OG0002085	Bra018299	Bostr.24513s0171.1.p
OG0002086	Bra036492, Bra031136	Bostr.7903s0094.1.p
OG0002086	Bra026262, Bra024209	Bostr.7867s1101.1.p
OG0002087	Bra010841	Bostr.15697s0218.1.p
OG0002087	Bra005446, Bra005447, Bra021897	Bostr.23794s0688.1.p
OG0002088	Bra008240, Bra015783	Bostr.20129s0049.1.p
OG0002088	Bra025816	Bostr.7128s0637.1.p
OG0002089	Bra011747	Bostr.7867s1584.1.p, Bostr.7867s1297.1.p, Bostr.7867s1242.1.p
OG0002089	Bra032175	Bostr.27895s0156.1.p
OG0002090	Bra000602	Bostr.15774s0128.1.p
