Orthogroup	Brassica_rapa	Arabidopsis_lyrata
OG0001195	Bra014071	fgenesh1_pg.C_scaffold_7003279
OG0001196	Bra000249, Bra016898	scaffold_403044.1
OG0001196	Bra014589, Bra003315, Bra007376	scaffold_502978.1
OG0001197	Bra020899, Bra020900	fgenesh2_kg.7__2151__AT4G21590.1
OG0001197	Bra013542	fgenesh2_kg.7__2149__AT4G21600.1
OG0001197	Bra013541	fgenesh2_kg.7__2152__AT4G21585.1
OG0001198	Bra039160, Bra001034	scaffold_300149.1
OG0001198	Bra023526, Bra008689	fgenesh2_kg.6__1536__AT5G15580.1
OG0001199	Bra026797, Bra026182	fgenesh2_kg.1__1631__AT1G14860.1
OG0001199	Bra026642, Bra024864	scaffold_500079.1
OG0001200	Bra036694, Bra031110, Bra041041	fgenesh2_kg.3__3163__AT2G20080.1
OG0001200	Bra011065	fgenesh1_pg.C_scaffold_7001090
OG0001201	Bra032773	Al_scaffold_0002_627, Al_scaffold_0007_2919
OG0001202	Bra004158	fgenesh2_kg.2__861__AT1G66260.1
OG0001202	Bra028145	fgenesh2_kg.7__3183__AT5G37720.2
OG0001203	Bra032846, Bra030063, Bra010921	fgenesh2_kg.1__2933__AT1G27740.1
OG0001204	Bra030179, Bra032341	fgenesh1_pm.C_scaffold_5000703, fgenesh2_kg.1__3151__AT1G29880.1
OG0001205	Bra025479, Bra041087, Bra027750, Bra027687	scaffold_200081.1
OG0001206	Bra031930	fgenesh1_pm.C_scaffold_5001216, scaffold_301510.1, fgenesh1_pm.C_scaffold_8000153
OG0001206	Bra025462, Bra028504	scaffold_703766.1
OG0001207	Bra000042, Bra000041, Bra017133	scaffold_402518.1
OG0001207	Bra034859, Bra034170	fgenesh2_kg.3__1161__AT3G11210.1
OG0001208	Bra011969, Bra027010	fgenesh1_pm.C_scaffold_4000628
OG0001208	Bra018657	fgenesh1_pg.C_scaffold_1000662
OG0001209	Bra020402	fgenesh2_kg.8__1710__AT5G57940.2
OG0001209	Bra024067	fgenesh1_pm.C_scaffold_7000887
OG0001209	Bra039221, Bra032132	fgenesh1_pm.C_scaffold_4000263
OG0001210	Bra021900, Bra022970	fgenesh1_pm.C_scaffold_4001201
OG0001210	Bra030134, Bra032310, Bra010832	fgenesh2_kg.1__3100__AT1G29370.1
OG0001211	Bra023639, Bra006423	fgenesh2_kg.6__1782__AT5G17820.1
OG0001211	Bra036445	scaffold_300350.1
OG0001211	Bra001084	fgenesh2_kg.3__313__AT3G03670.1
OG0001213	Bra022490	fgenesh1_pg.C_scaffold_2000727, fgenesh2_kg.2__656__AT1G65170.1, fgenesh1_pm.C_scaffold_2000509
OG0001214	Bra032158, Bra032161	Al_scaffold_0004_325
OG0001214	Bra000631	Al_scaffold_0004_324, fgenesh2_kg.4__285__AT2G23580.1
OG0001215	Bra015556	fgenesh1_pg.C_scaffold_1000578
OG0001215	Bra022773, Bra018344	fgenesh1_pg.C_scaffold_4001104
OG0001216	Bra013334	scaffold_702559.1
OG0001216	Bra025048	scaffold_800265.1, scaffold_800266.1
OG0001217	Bra009978, Bra036111	fgenesh2_kg.6__2744__AT5G27120.1, fgenesh1_pm.C_scaffold_6002205
OG0001218	Bra036847	fgenesh2_kg.3__3030__AT2G14060.1
OG0001218	Bra030012	fgenesh2_kg.7__3609__AT5G38020.1, fgenesh2_kg.3__2416__AT3G21950.1
OG0001219	Bra013356	Al_scaffold_0008_362, Al_scaffold_0378_2, fgenesh1_pg.C_scaffold_8000309
OG0001220	Bra030155, Bra010821	fgenesh2_kg.1__3123__AT1G29660.1
OG0001220	Bra030156, Bra010820	fgenesh2_kg.1__3124__AT1G29670.1
OG0001221	Bra014110, Bra014115, Bra041158	Al_scaffold_0001_4104
OG0001221	Bra021242, Bra022213	fgenesh2_kg.3__1918__AT3G17410.1
OG0001222	Bra021340	Al_scaffold_0001_5055
OG0001222	Bra010012, Bra036126	fgenesh2_kg.6__2803__AT5G28900.1
OG0001223	Bra016342, Bra024608	fgenesh2_kg.1__2571__AT1G23540.1
OG0001223	Bra016218, Bra007915	scaffold_201930.1, fgenesh2_kg.2__1296__AT1G70460.1
OG0001224	Bra000565, Bra002242, Bra006508, Bra002243, Bra020044, Bra006509	fgenesh2_kg.6__1979__AT5G19520.1
OG0001225	Bra025694	scaffold_102112.1
OG0001225	Bra008165, Bra003789, Bra019813	fgenesh2_kg.2__1738__AT1G74710.1
OG0001226	Bra021410, Bra001064, Bra040601, Bra026629	Al_scaffold_0003_210
OG0001226	Bra023569, Bra008620	fgenesh2_kg.6__1636__AT5G16480.1
OG0001227	Bra012458	scaffold_102892.1
OG0001227	Bra038314, Bra004003	scaffold_201784.1
OG0001228	Bra030667	fgenesh1_pm.C_scaffold_1000542
OG0001228	Bra022785, Bra021622	fgenesh1_pg.C_scaffold_346000001, fgenesh1_pg.C_scaffold_4001129
OG0001229	Bra032252, Bra014130, Bra018723	fgenesh2_kg.1__3923__AT1G48330.1
OG0001229	Bra021256, Bra001669	scaffold_302069.1
OG0001230	Bra036868	scaffold_703150.1
OG0001230	Bra033893, Bra023777	fgenesh2_kg.3__2511__AT3G23000.1
OG0001231	Bra025305, Bra033029, Bra039066, Bra025304	fgenesh2_kg.5__567__AT3G27850.1, fgenesh2_kg.5__564__AT3G27830.1, fgenesh2_kg.5__566__AT3G27840.1
OG0001232	Bra026583, Bra017412, Bra024811	fgenesh2_kg.5__169__AT2G02720.1
OG0001232	Bra026221, Bra026832, Bra016700	fgenesh2_kg.1__1570__AT1G14420.1
OG0001233	Bra013398, Bra012543, Bra020961	fgenesh2_kg.7__2349__AT4G19450.1
OG0001233	Bra025086, Bra021958	fgenesh2_kg.8__274__AT5G45275.1, Al_scaffold_0008_347
OG0001234	Bra016616, Bra025998	fgenesh2_kg.1__1870__AT1G17147.1
OG0001234	Bra003642, Bra035035, Bra008359	fgenesh2_kg.2__2136__AT1G78410.1
OG0001235	Bra016446	fgenesh1_pg.C_scaffold_1001895
OG0001235	Bra015748, Bra015745, Bra003719, Bra008260	fgenesh2_kg.2__1930__AT1G76430.1
OG0001236	Bra026819, Bra026204, Bra026203, Bra016694	fgenesh1_pm.C_scaffold_1001236
OG0001236	Bra024833, Bra026616	scaffold_500136.1
OG0001237	Bra005838	fgenesh2_kg.6__434__AT5G05100.1
OG0001237	Bra001379, Bra034145, Bra029867	scaffold_301240.1
OG0001238	Bra036223, Bra025374	fgenesh2_kg.5__665__AT3G29035.1
OG0001238	Bra028435, Bra025658	fgenesh2_kg.7__3461__AT5G39610.1
OG0001239	Bra031897, Bra037798	fgenesh2_kg.8__2521__AT5G64850.1
OG0001239	Bra028607, Bra009071	scaffold_601004.1
OG0001240	Bra001013, Bra039133, Bra040503	fgenesh2_kg.3__105__AT3G01240.1
OG0001240	Bra040502, Bra039134, Bra001015	scaffold_300108.1
OG0001241	Bra004074, Bra004253	Al_scaffold_0002_1416
OG0001241	Bra036349, Bra017335, Bra025182	fgenesh2_kg.5__365__AT3G26100.2
OG0001242	Bra030332	fgenesh1_pm.C_scaffold_7002819, fgenesh1_pm.C_scaffold_1003657, scaffold_801243.1, scaffold_3400007.1, scaffold_3400005.1, fgenesh1_pm.C_scaffold_3002905, scaffold_801244.1
OG0001243	Bra022181, Bra021203	fgenesh2_kg.3__1850__AT3G16830.1
OG0001244	Bra015660	fgenesh2_kg.2__2058__AT1G77640.1
OG0001244	Bra016400, Bra012298, Bra036022	fgenesh2_kg.1__2381__AT1G21910.1
OG0001245	Bra036631, Bra020591	scaffold_602899.1
OG0001245	Bra039454, Bra040642, Bra001139	fgenesh2_kg.3__508__AT3G05200.1
OG0001246	Bra027864	fgenesh2_kg.2__521__AT1G58420.1
OG0001246	Bra019961, Bra018460, Bra031702	scaffold_101066.1
OG0001247	Bra039493, Bra039492	scaffold_501372.1
OG0001247	Bra037189, Bra034965, Bra002089, Bra008982	scaffold_200885.1, fgenesh2_kg.6__1089__AT5G11220.1
OG0001248	Bra004725	scaffold_503053.1
OG0001248	Bra000272, Bra014559	scaffold_403141.1
OG0001249	Bra015980	fgenesh2_kg.2__1628__AT1G73620.1
OG0001249	Bra025923	scaffold_102031.1
OG0001250	Bra008987	fgenesh2_kg.6__1081__AT5G11150.1
OG0001250	Bra040067	scaffold_700979.1
OG0001251	Bra033266	fgenesh2_kg.1__92__AT1G01420.1, fgenesh2_kg.1__94__AT1G01390.1
OG0001251	Bra008535, Bra037386, Bra008540	fgenesh2_kg.6__3597__AT4G01070.1
OG0001252	Bra005814	Al_scaffold_0006_382, Al_scaffold_0006_378, fgenesh1_pm.C_scaffold_6000327
OG0001253	Bra016147	fgenesh2_kg.6__2643__AT5G26780.3
OG0001253	Bra011796, Bra010622	fgenesh2_kg.7__254__AT4G37930.1
OG0001254	Bra012309, Bra031369	fgenesh2_kg.1__2403__AT1G22160.1
OG0001254	Bra003661, Bra015639, Bra008341	fgenesh2_kg.2__2094__AT1G78020.1
OG0001255	Bra023187	Al_scaffold_0001_3592
OG0001255	Bra017308, Bra005321, Bra023016	scaffold_402170.1
OG0001256	Bra012067, Bra031811	Al_scaffold_0008_3299
OG0001256	Bra038888, Bra036833, Bra012865	scaffold_502169.1
OG0001257	Bra016018	scaffold_202240.1
OG0001257	Bra009408, Bra009409, Bra005829, Bra028776	fgenesh2_kg.6__415__AT5G04940.2
OG0001258	Bra025786, Bra012200, Bra016483	fgenesh1_pm.C_scaffold_1001705
OG0001258	Bra003742	fgenesh2_kg.2__1853__AT1G75760.1
OG0001259	Bra003955, Bra007916, Bra016217	fgenesh2_kg.2__1297__AT1G70470.1
OG0001259	Bra024607, Bra012378, Bra016343	fgenesh2_kg.1__2570__AT1G23530.1
OG0001260	Bra007841, Bra032085	fgenesh2_kg.4__371__AT2G24550.1
OG0001260	Bra031516, Bra010233, Bra024004	fgenesh2_kg.7__1019__AT4G31510.1
OG0001261	Bra019180, Bra013879, Bra013878	scaffold_701798.1
OG0001261	Bra028261	fgenesh2_kg.8__1040__AT5G51520.1
OG0001262	Bra032946, Bra039736, Bra017238, Bra023068	fgenesh2_kg.4__1677__AT2G36410.1
OG0001262	Bra006959, Bra028542	fgenesh1_pm.C_scaffold_5001380
OG0001263	Bra031827	scaffold_803439.1
OG0001263	Bra032168, Bra039200	scaffold_400330.1
OG0001264	Bra016028	Al_scaffold_0002_1987
OG0001268	Bra004673, Bra016892	fgenesh1_pg.C_scaffold_4002357
OG0001268	Bra014598, Bra003306	fgenesh2_kg.5__2237__AT3G57930.1
OG0001269	Bra026477	fgenesh2_kg.6__2385__AT5G23900.1
OG0001269	Bra029931, Bra018017, Bra019574	fgenesh1_pg.C_scaffold_5001386
OG0001270	Bra025963, Bra034290	Al_scaffold_0001_1821
OG0001270	Bra017571, Bra025035	fgenesh2_kg.8__174__AT5G46160.2
OG0001271	Bra038899, Bra036798, Bra038898, Bra016071	fgenesh2_kg.5__1488__AT3G51440.1, fgenesh1_pm.C_scaffold_5001244, fgenesh2_kg.5__1486__AT3G51420.1
OG0001272	Bra002917	scaffold_802074.1
OG0001272	Bra035567	fgenesh2_kg.8__1431__AT5G55300.1
OG0001273	Bra005886, Bra009171	fgenesh2_kg.6__566__AT5G06250.2
OG0001273	Bra041023, Bra001411, Bra034828	scaffold_301330.1
OG0001274	Bra004453, Bra021399	fgenesh2_kg.4__2988__AT2G47485.1
OG0001274	Bra007692, Bra003503	fgenesh2_kg.5__2754__AT3G62650.1
OG0001275	Bra025650	fgenesh1_pm.C_scaffold_5001709, fgenesh1_pm.C_scaffold_8000893, scaffold_24700002.1
OG0001276	Bra018023	Al_scaffold_0005_1714
OG0001276	Bra032138	scaffold_400378.1
OG0001277	Bra000486	Al_scaffold_0004_1273
OG0001277	Bra030705, Bra031596, Bra018678	fgenesh2_kg.1__775__AT1G07870.1
OG0001278	Bra033296	fgenesh1_pg.C_scaffold_1000119
OG0001279	Bra004117, Bra022475	Al_scaffold_0007_2115
OG0001280	Bra013204, Bra015153	scaffold_303227.1
OG0001281	Bra032084	fgenesh2_kg.4__373__AT2G24570.1
OG0001281	Bra011282, Bra023998, Bra010231	scaffold_701056.1
OG0001282	Bra016745, Bra026941	scaffold_101447.1
OG0001282	Bra025203	fgenesh2_kg.5__394__AT3G26400.1
OG0001283	Bra012645, Bra040178	fgenesh2_kg.7__2537__AT4G17730.1
OG0001283	Bra022073, Bra024989	fgenesh2_kg.8__107__AT5G46860.1
OG0001284	Bra020491, Bra009826	fgenesh2_kg.6__2508__AT5G25220.1
OG0001284	Bra006085, Bra028554	fgenesh2_kg.6__1072__AT5G11060.1
OG0001285	Bra027911, Bra038147	scaffold_105679.1
OG0001285	Bra020010, Bra030786	fgenesh2_kg.1__1010__AT1G09580.1
OG0001286	Bra007621, Bra003462	fgenesh2_kg.5__2643__AT3G61630.1
OG0001286	Bra004548	fgenesh2_kg.4__2841__AT2G46310.1
OG0001287	Bra003152, Bra007019	fgenesh2_kg.5__1747__AT3G53670.1
OG0001287	Bra017183, Bra000003	fgenesh1_pg.C_scaffold_4001823, scaffold_402393.1
OG0001288	Bra018363	fgenesh2_kg.4__953__AT2G29740.1, scaffold_401449.1
OG0001288	Bra007812, Bra015568	fgenesh2_kg.1__697__AT1G07260.1
OG0001290	Bra024428	fgenesh2_kg.8__2642__AT5G65900.1
OG0001290	Bra037574, Bra001713, Bra022336	fgenesh2_kg.3__2066__AT3G18600.1
OG0001291	Bra028533, Bra006949, Bra019645	fgenesh2_kg.5__1644__AT3G52800.1, Al_scaffold_0278_1
OG0001291	Bra023061	scaffold_402246.1
OG0001292	Bra033852	fgenesh1_pg.C_scaffold_7001929, scaffold_702411.1, scaffold_702413.1
OG0001292	Bra040886	fgenesh1_pm.C_scaffold_6002530, fgenesh1_pg.C_scaffold_6002843, scaffold_603586.1
OG0001293	Bra009700, Bra026487	fgenesh2_kg.5__944__AT5G23660.1
OG0001293	Bra018039, Bra029914, Bra019560	fgenesh2_kg.5__1220__AT3G48740.1
OG0001294	Bra013926	Al_scaffold_0007_1553, fgenesh1_pm.C_scaffold_7001315
OG0001295	Bra038166, Bra027936	Al_scaffold_0001_5178
OG0001295	Bra018575, Bra030763	fgenesh2_kg.1__964__AT1G09210.1, scaffold_100955.1
OG0001296	Bra035453, Bra010057, Bra039795, Bra039793	fgenesh2_kg.8__2136__AT5G27260.1, Al_scaffold_0004_721
OG0001297	Bra007801	scaffold_400678.1, scaffold_400718.1
OG0001298	Bra014698, Bra007236	Al_scaffold_0005_2541
OG0001298	Bra016988, Bra004576	scaffold_402846.1
OG0001299	Bra023027, Bra017296	fgenesh2_kg.4__1607__AT2G35760.1
OG0001299	Bra038460, Bra012719, Bra040579	scaffold_702849.1
OG0001300	Bra035847, Bra038628	fgenesh2_kg.8__2341__AT5G63400.1
OG0001300	Bra000623	fgenesh2_kg.8__916__AT5G50370.1
OG0001301	Bra003770, Bra038153	fgenesh2_kg.1__4800__AT1G57610.2
OG0001301	Bra020011	Al_scaffold_0001_918
OG0001302	Bra035103	Al_scaffold_0002_2633
OG0001303	Bra032179, Bra039191, Bra039192	fgenesh2_kg.4__258__AT2G23260.1, scaffold_400306.1
OG0001304	Bra038954, Bra038953	Al_scaffold_0007_3075, Al_scaffold_0007_3076
OG0001305	Bra006501, Bra002229	fgenesh2_kg.6__1953__AT5G19340.1
OG0001305	Bra020791, Bra040239	scaffold_300672.1
OG0001306	Bra025720, Bra016517	fgenesh1_pg.C_scaffold_1001739
OG0001306	Bra002327, Bra020125	fgenesh2_kg.6__2115__AT5G20730.1
OG0001308	Bra025755	fgenesh2_kg.1__2146__AT1G19660.1
OG0001308	Bra008191, Bra003756	fgenesh2_kg.2__1814__AT1G75380.2
OG0001309	Bra001315	Al_scaffold_0003_929
OG0001309	Bra005712	fgenesh2_kg.6__128__AT5G02170.1
OG0001309	Bra009608	fgenesh2_kg.6__129__AT5G02180.1
OG0001311	Bra002514, Bra031107, Bra009075	scaffold_303857.1, fgenesh1_pm.C_scaffold_3002583
OG0001311	Bra039030	fgenesh2_kg.3__3181__AT2G19930.1
OG0001313	Bra016225	scaffold_201904.1
OG0001313	Bra023490	fgenesh1_pm.C_scaffold_6001171
OG0001314	Bra016998, Bra016996, Bra016994	scaffold_201202.1
OG0001315	Bra013386, Bra012551	fgenesh2_kg.7__2358__AT4G19230.2
OG0001315	Bra027602, Bra025083, Bra021965	Al_scaffold_0008_326
OG0001316	Bra006608, Bra002385, Bra002386, Bra020169	fgenesh2_kg.6__2192__AT5G22060.1
OG0001317	Bra001365, Bra034119, Bra034118, Bra029844	fgenesh1_pm.C_scaffold_3000864, fgenesh2_kg.3__1083__AT3G10490.2
OG0001319	Bra015259	fgenesh1_pm.C_scaffold_1000244
OG0001320	Bra029724	fgenesh1_pg.C_scaffold_8002238, Al_scaffold_0008_2781, fgenesh1_pg.C_scaffold_8002252, fgenesh1_pg.C_scaffold_8002257
OG0001321	Bra034273	fgenesh2_kg.4__494__AT2G25820.1
OG0001321	Bra034535, Bra011383, Bra037041	scaffold_700899.1, Al_scaffold_0004_2818, Al_scaffold_0006_1828
OG0001322	Bra017732, Bra011643	fgenesh2_kg.7__488__AT4G35840.1
OG0001322	Bra002084	scaffold_304093.1
OG0001323	Bra031416	fgenesh2_kg.2__292__AT1G61640.1
OG0001323	Bra031767, Bra019859	scaffold_101236.1
OG0001324	Bra031256, Bra001816	fgenesh2_kg.3__2334__AT3G21160.1
OG0001324	Bra014291, Bra018917	Al_scaffold_0006_3812, fgenesh2_kg.1__4226__AT1G51590.1
OG0001325	Bra010953	scaffold_103046.1
OG0001325	Bra030069	fgenesh2_kg.1__2952__AT1G27970.1
OG0001326	Bra026559, Bra024781	fgenesh1_pm.C_scaffold_5000175
OG0001326	Bra026866	scaffold_101566.1
OG0001327	Bra040165	fgenesh1_pg.C_scaffold_7002172, Al_scaffold_0007_2443, fgenesh1_pg.C_scaffold_9000054
OG0001328	Bra030445, Bra014270, Bra018904	fgenesh2_kg.1__4200__AT1G51355.1
OG0001329	Bra006854, Bra006856, Bra029144, Bra029143	fgenesh2_kg.8__1587__AT5G56820.1
OG0001330	Bra031607, Bra030708, Bra018666	scaffold_100816.1
OG0001330	Bra035706	fgenesh2_kg.4__729__AT2G28360.1
OG0001331	Bra025490	fgenesh2_kg.7__3264__AT5G41570.1
OG0001331	Bra027768, Bra027675	fgenesh2_kg.2__86__AT1G64000.1
OG0001332	Bra019529, Bra033766	scaffold_501759.1
OG0001332	Bra031061	scaffold_102125.1
OG0001333	Bra035242, Bra000739	scaffold_603504.1
OG0001333	Bra019285, Bra013717, Bra010539	scaffold_701976.1
OG0001334	Bra007129, Bra003205, Bra014779	scaffold_502623.1
OG0001334	Bra026226, Bra000127	fgenesh2_kg.5__1058__AT2G39290.1, Al_scaffold_0004_2504
OG0001335	Bra025736, Bra031079	scaffold_102165.1
OG0001335	Bra011245, Bra011247	fgenesh2_kg.7__1069__AT4G31110.1
OG0001336	Bra007119, Bra003202	fgenesh2_kg.5__1904__AT3G54950.1
OG0001336	Bra000125, Bra005058	scaffold_402664.1
OG0001337	Bra036321	fgenesh2_kg.6__3549__AT4G01610.1
OG0001337	Bra039903, Bra030498	scaffold_100161.1, scaffold_100162.1
OG0001338	Bra008728, Bra034816, Bra020908, Bra029525, Bra023494	fgenesh2_kg.6__1472__AT5G14940.1
OG0001339	Bra010187, Bra023292	fgenesh1_pg.C_scaffold_1002869, fgenesh2_kg.1__3422__AT1G32850.1
OG0001339	Bra000714	fgenesh1_pg.C_scaffold_6002724
OG0001340	Bra017509, Bra024966, Bra022099	fgenesh2_kg.8__90__AT5G47060.1
OG0001340	Bra012651, Bra040173	fgenesh1_pm.C_scaffold_7001989
OG0001341	Bra021428	scaffold_300205.1, fgenesh2_kg.3__197__AT3G02590.1
OG0001341	Bra001053, Bra039180, Bra021429	fgenesh2_kg.3__196__AT3G02580.1
OG0001342	Bra030702, Bra018684	fgenesh2_kg.1__756__AT1G07720.1
OG0001342	Bra011936, Bra035683	scaffold_401312.1
OG0001343	Bra015514, Bra015515, Bra032413, Bra031532, Bra031533	Al_scaffold_0001_602, fgenesh2_kg.1__638__AT1G06650.2
OG0001344	Bra008198	scaffold_202487.1
OG0001344	Bra033655, Bra035338	fgenesh2_kg.8__518__AT5G43010.1
OG0001345	Bra016467, Bra016469, Bra016468	fgenesh2_kg.1__2217__AT1G20350.1
OG0001345	Bra030980, Bra005199	fgenesh2_kg.4__1793__AT2G37410.1
OG0001346	Bra003995, Bra004394	fgenesh2_kg.2__1220__AT1G69560.1
OG0001346	Bra024685, Bra016285	fgenesh1_pg.C_scaffold_1002287
OG0001347	Bra039676, Bra038128	fgenesh2_kg.1__4433__AT1G53510.1
OG0001347	Bra021573, Bra027317	fgenesh2_kg.3__1585__AT3G14720.1
OG0001348	Bra022764	Al_scaffold_0063_5, fgenesh2_kg.8__952__AT5G50740.1
OG0001348	Bra035839, Bra029215	fgenesh2_kg.386__2__AT5G63530.2, fgenesh2_kg.8__2357__AT5G63530.2
OG0001349	Bra014355, Bra037983	scaffold_105305.1
OG0001350	Bra040469, Bra027109, Bra031471	scaffold_200511.1
OG0001350	Bra018415	fgenesh2_kg.1__1188__AT1G10960.1
OG0001351	Bra026834, Bra019654	fgenesh2_kg.1__1562__AT1G14370.1
OG0001351	Bra024805, Bra026580	fgenesh2_kg.5__178__AT2G02800.1
OG0001352	Bra035186, Bra008477, Bra003563	fgenesh1_pm.C_scaffold_2001956
OG0001352	Bra016654, Bra026120	fgenesh2_kg.1__1711__AT1G15570.1
OG0001353	Bra005592	scaffold_401795.1
OG0001353	Bra015396, Bra032482	fgenesh2_kg.1__465__AT1G05180.1
OG0001354	Bra011618, Bra017713, Bra010532	fgenesh2_kg.7__532__AT4G35480.1
OG0001354	Bra002061, Bra024512	fgenesh2_kg.3__3330__AT2G17450.1
OG0001355	Bra016739	fgenesh2_kg.1__1422__AT1G13150.1
OG0001355	Bra019812	fgenesh2_kg.1__1421__AT1G13140.1
OG0001355	Bra017333	fgenesh2_kg.5__371__AT3G26125.1
OG0001356	Bra007939, Bra003945	fgenesh2_kg.2__1332__AT1G70720.1
OG0001356	Bra024570, Bra012366	fgenesh2_kg.1__2532__AT1G23205.1
OG0001357	Bra005785	scaffold_402230.1, scaffold_601800.1
OG0001358	Bra019141, Bra013923	fgenesh1_pm.C_scaffold_7001318
OG0001358	Bra002723, Bra006814	fgenesh2_kg.8__1668__AT5G57530.1, scaffold_67500002.1
OG0001359	Bra016286, Bra024683	fgenesh1_pm.C_scaffold_1002091
OG0001359	Bra003994, Bra004396	fgenesh2_kg.2__1221__AT1G69570.1
OG0001360	Bra009624	fgenesh2_kg.6__107__AT5G01060.1
OG0001360	Bra001322, Bra029754, Bra034058	fgenesh1_pm.C_scaffold_3000742, fgenesh1_pm.C_scaffold_710000001
OG0001361	Bra028590, Bra006056, Bra009039	fgenesh2_kg.6__1000__AT5G10360.1, Al_scaffold_0009_103
OG0001362	Bra011396, Bra037035	fgenesh1_pm.C_scaffold_7000667
OG0001362	Bra006110, Bra008943	scaffold_601193.1
OG0001364	Bra028249, Bra028247, Bra028250	scaffold_704095.1, scaffold_704096.1, scaffold_704098.1
OG0001364	Bra028246	fgenesh2_kg.7__3474__AT5G39450.1
OG0001365	Bra013726, Bra019275	fgenesh2_kg.7__1929__AT4G23710.1
OG0001366	Bra036638	scaffold_200251.1
OG0001366	Bra016767, Bra019775, Bra026965	fgenesh1_pm.C_scaffold_1001058
OG0001367	Bra015459, Bra032451	fgenesh2_kg.1__552__AT1G05870.2
OG0001367	Bra021723, Bra022852	fgenesh2_kg.4__1143__AT2G31560.1, fgenesh2_kg.762__2__AT2G31560.1
OG0001368	Bra027286, Bra033480	fgenesh2_kg.3__1625__AT3G14990.1, scaffold_97500002.1
OG0001368	Bra039666, Bra030947	scaffold_105154.1
OG0001369	Bra000404, Bra004939, Bra039313	fgenesh2_kg.4__2777__AT2G45800.1
OG0001369	Bra014447, Bra007586	fgenesh2_kg.5__2591__AT3G61230.1
OG0001370	Bra014549, Bra003360	fgenesh2_kg.5__2355__AT3G59020.2
OG0001370	Bra022860, Bra021720, Bra005651	fgenesh2_kg.4__1151__AT2G31660.1
OG0001371	Bra004065	scaffold_201623.1
OG0001371	Bra019802, Bra016746	scaffold_101445.1
OG0001372	Bra026417	fgenesh2_kg.7__1580__AT4G26610.1
OG0001372	Bra002868, Bra028955	fgenesh2_kg.8__1489__AT5G55910.1
OG0001373	Bra031201, Bra030293	fgenesh2_kg.4__83__AT2G21560.1
OG0001373	Bra033602, Bra010697	fgenesh2_kg.7__122__AT4G39190.1
OG0001374	Bra036905	Al_scaffold_0007_2822
OG0001374	Bra040833, Bra001874, Bra023817	Al_scaffold_0003_2422
OG0001375	Bra013952	fgenesh1_pm.C_scaffold_7001292
OG0001375	Bra013950, Bra027690	fgenesh2_kg.2__54__AT1G64280.1
OG0001376	Bra038632, Bra035844, Bra029224	fgenesh2_kg.8__2348__AT5G63450.1
OG0001376	Bra019551, Bra018051	fgenesh2_kg.5__1202__AT3G48520.1
OG0001377	Bra017019	scaffold_402810.1, fgenesh1_pm.C_scaffold_4001776
OG0001377	Bra007211, Bra014711	fgenesh2_kg.5__2037__AT3G56050.2
OG0001378	Bra011937	scaffold_200577.1, fgenesh1_pg.C_scaffold_3002469, scaffold_303126.1
OG0001378	Bra013222, Bra013221	fgenesh2_kg.3__2736__AT3G25260.1
OG0001379	Bra003699, Bra011019	fgenesh2_kg.2__1981__AT1G76930.1
OG0001380	Bra014463, Bra007570	fgenesh1_pm.C_scaffold_5002079
OG0001380	Bra004920	fgenesh1_pg.C_scaffold_937000001, fgenesh2_kg.4__2751__AT2G45540.1
OG0001381	Bra013710, Bra019295	fgenesh2_kg.7__1942__AT4G23570.3
OG0001383	Bra028628, Bra006027	fgenesh2_kg.6__907__AT5G09590.1
OG0001383	Bra011794, Bra010620	fgenesh2_kg.7__256__AT4G37910.1
OG0001384	Bra033933, Bra004037	fgenesh2_kg.2__1096__AT1G68460.1
OG0001384	Bra001737, Bra037537	fgenesh1_pm.C_scaffold_3001687
OG0001385	Bra005388, Bra021934	fgenesh2_kg.4__1506__AT2G34830.1
OG0001385	Bra041029, Bra026228	scaffold_103413.1
OG0001386	Bra024999	fgenesh2_kg.8__119__AT5G46750.1
OG0001387	Bra036710, Bra039014, Bra031093	fgenesh2_kg.3__3199__AT2G19730.2
OG0001387	Bra024145, Bra010329	fgenesh2_kg.7__1250__AT4G29410.1
OG0001389	Bra001735, Bra022389, Bra037538	fgenesh2_kg.3__2129__AT3G19130.1
OG0001389	Bra040663, Bra018813	fgenesh2_kg.1__4049__AT1G49600.1
OG0001390	Bra028917	fgenesh2_kg.4__1000__AT2G30290.1
OG0001390	Bra006952, Bra028535	scaffold_502367.1
OG0001391	Bra014140, Bra019360	scaffold_104464.1
OG0001391	Bra022250, Bra021277	fgenesh2_kg.3__1969__AT3G17840.1
OG0001392	Bra005436	fgenesh2_kg.4__1437__AT2G34340.1
OG0001392	Bra032329, Bra010823, Bra030154	scaffold_103284.1
OG0001393	Bra015786	fgenesh2_kg.2__1892__AT1G76120.1
OG0001393	Bra025814	fgenesh2_kg.1__2218__AT1G20370.1, scaffold_102281.1
OG0001394	Bra026563, Bra026530, Bra037998, Bra014337	scaffold_500385.1
OG0001395	Bra014484, Bra003421	fgenesh1_pm.C_scaffold_5002050
OG0001396	Bra028621	fgenesh2_kg.6__925__AT5G09690.1
OG0001396	Bra031913, Bra037781, Bra024309	fgenesh2_kg.8__2484__AT5G64560.1
OG0001397	Bra003435	fgenesh2_kg.5__2569__AT3G61070.2
