Orthogroup	Brassica_rapa	Capsella_rubella
OG0001648	Bra040297, Bra029609, Bra001222	Carub.0003s0640.1.p
OG0001648	Bra020663, Bra037437	Carub.0008s0891.1.p
OG0001649	Bra020161, Bra002376	Carub.0006s1959.1.p
OG0001649	Bra037017, Bra011425	Carub.0007s0727.1.p
OG0001650	Bra033323	Carub.0001s0144.1.p
OG0001650	Bra036303, Bra000903	Carub.0006s3528.1.p
OG0001651	Bra017599	Carub.0008s0238.1.p
OG0001651	Bra013366	Carub.0007s2219.1.p
OG0001652	Bra004831	Carub.0004s2701.1.p
OG0001652	Bra007506, Bra014512	Carub.0005s2684.1.p
OG0001653	Bra009862, Bra036552	Carub.0006s2358.1.p
OG0001653	Bra008952, Bra023332	Carub.0006s1007.1.p
OG0001654	Bra031972, Bra036431	Carub.0003s0297.1.p
OG0001654	Bra005968, Bra028672, Bra009318	Carub.0006s0697.1.p
OG0001655	Bra029491, Bra000793	Carub.0006s3224.1.p
OG0001655	Bra013584	Carub.0007s1927.1.p
OG0001656	Bra009382	Carub.0006s0796.1.p
OG0001656	Bra016887, Bra037769	Carub.0008s2501.1.p
OG0001657	Bra019737, Bra016796, Bra026996	Carub.0001s1172.1.p
OG0001657	Bra027044	Carub.0002s0252.1.p
OG0001658	Bra011808, Bra010642	Carub.0007s0205.1.p
OG0001658	Bra038523, Bra030238	Carub.0004s0160.1.p
OG0001659	Bra015481	Carub.0001s0554.1.p
OG0001659	Bra022831	Carub.0004s1246.1.p
OG0001660	Bra015728, Bra008268, Bra008269	Carub.0002s2354.1.p
OG0001661	Bra026910, Bra017179, Bra005187, Bra000005	Carub.0004s1947.1.p
OG0001661	Bra039812, Bra007020	Carub.0005s2029.1.p
OG0001662	Bra038544	Carub.0003s3290.1.p
OG0001662	Bra032140, Bra039216	Carub.0004s0298.1.p
OG0001663	Bra018304, Bra021651	Carub.0004s1174.1.p
OG0001664	Bra005373	Carub.0004s1671.1.p
OG0001664	Bra038405, Bra023160	Carub.0001s2946.1.p
OG0001665	Bra009063, Bra028604	Carub.0006s0849.1.p
OG0001665	Bra024366, Bra031871	Carub.0008s2607.1.p
OG0001666	Bra021012, Bra013296	Carub.0007s2298.1.p
OG0001666	Bra025028, Bra017567	Carub.0008s0166.1.p
OG0001667	Bra000457	Carub.0004s3038.1.p
OG0001667	Bra003511, Bra014390	Carub.0005s2949.1.p
OG0001668	Bra019099, Bra026421	Carub.0007s1431.1.p
OG0001668	Bra028949	Carub.0008s1633.1.p
OG0001669	Bra028387, Bra035656	Carub.0004s1001.1.p
OG0001671	Bra039827, Bra039828	Carub.0003s2885.1.p
OG0001671	Bra036971	Carub.0007s0654.1.p
OG0001672	Bra028344, Bra014983	Carub.0003s2411.1.p
OG0001672	Bra014003	Carub.0007s2852.1.p
OG0001673	Bra004689	Carub.0004s2477.1.p
OG0001673	Bra007380	Carub.0005s2497.1.p
OG0001674	Bra040570, Bra033550	Carub.0007s2525.1.p
OG0001675	Bra031247, Bra001809, Bra023909	Carub.0003s2095.1.p
OG0001676	Bra036057	Carub.0005s1649.1.p
OG0001676	Bra012904	Carub.0005s1650.1.p
OG0001676	Bra036056, Bra012907	Carub.0005s1646.1.p
OG0001677	Bra038574, Bra031450, Bra040665, Bra007765	Carub.0002s0401.1.p
OG0001678	Bra028489	Carub.0007s3430.1.p
OG0001678	Bra027640, Bra040943	Carub.0002s0145.1.p
OG0001679	Bra016870	Carub.0004s2495.1.p
OG0001680	Bra020856, Bra019395, Bra013592	Carub.0007s1918.1.p
OG0001681	Bra002231, Bra020035	Carub.0006s1770.1.p
OG0001681	Bra023367, Bra006142, Bra008910	Carub.0006s1068.1.p
OG0001682	Bra032288, Bra014195	Carub.0001s3868.1.p
OG0001682	Bra037542, Bra022380, Bra001732	Carub.0003s1887.1.p
OG0001683	Bra002933, Bra028991, Bra035552	Carub.0008s1538.1.p
OG0001683	Bra026395, Bra010423	Carub.0007s1396.1.p
OG0001684	Bra023411, Bra006198, Bra006199, Bra023412, Bra008830	Carub.0006s1160.1.p, Carub.0006s1159.1.p
OG0001685	Bra029779	Carub.0003s0871.1.p
OG0001685	Bra025856	Carub.0001s2039.1.p
OG0001686	Bra000713	Carub.0006s2923.1.p
OG0001686	Bra000712, Bra037921	Carub.0006s2921.1.p
OG0001687	Bra029650, Bra001253	Carub.0003s0702.1.p
OG0001687	Bra040378	Carub.0003s0701.1.p
OG0001688	Bra033350	Carub.0001s0193.1.p
OG0001688	Bra000884, Bra036272, Bra018556	Carub.0006s3478.1.p
OG0001689	Bra004898	Carub.0004s2792.1.p
OG0001689	Bra014473, Bra007555	Carub.0005s2748.1.p
OG0001690	Bra029429	Carub.0006s3109.1.p
OG0001690	Bra013651, Bra020830	Carub.0007s1841.1.p
OG0001691	Bra031278	Carub.0003s2139.1.p
OG0001692	Bra013383	Carub.0007s2063.1.p, Carub.0007s2083.1.p
OG0001692	Bra033381	Carub.0001s0239.1.p
OG0001693	Bra015939, Bra008131	Carub.0002s2088.1.p
OG0001693	Bra025666, Bra031035, Bra016553	Carub.0001s1820.1.p
OG0001694	Bra003269	Carub.0005s2395.1.p
OG0001694	Bra028805, Bra005789	Carub.0006s0297.1.p
OG0001695	Bra037167	Carub.0008s2804.1.p
OG0001695	Bra012880, Bra036850	Carub.0005s1730.1.p
OG0001696	Bra013307, Bra021010	Carub.0007s2282.1.p
OG0001696	Bra025040, Bra025039	Carub.0008s0184.1.p
OG0001697	Bra025974, Bra030990	Carub.0001s1722.1.p
OG0001697	Bra008041, Bra003872	Carub.0002s1947.1.p
OG0001698	Bra004676	Carub.0004s2457.1.p
OG0001698	Bra003303, Bra014600, Bra007365	Carub.0005s2474.1.p
OG0001699	Bra038727, Bra038726, Bra001454, Bra001453	Carub.0002s1169.1.p
OG0001699	Bra034754	Carub.0003s1183.1.p
OG0001700	Bra013601, Bra020855	Carub.0007s1910.1.p
OG0001701	Bra014419	Carub.0005s2857.1.p
OG0001701	Bra004530	Carub.0004s2924.1.p
OG0001702	Bra036772	Carub.0007s2902.1.p
OG0001702	Bra035983	Carub.0003s2461.1.p
OG0001703	Bra024384, Bra037818	Carub.0008s2628.1.p
OG0001703	Bra028586, Bra006061	Carub.0006s0892.1.p
OG0001704	Bra041137, Bra033647	Carub.0008s0603.1.p
OG0001704	Bra014049, Bra040259	Carub.0001s3576.1.p
OG0001705	Bra022595	Carub.0008s1258.1.p
OG0001705	Bra013905, Bra019148	Carub.0007s1535.1.p
OG0001706	Bra029971	Carub.0005s1613.1.p
OG0001706	Bra024425, Bra031844	Carub.0008s2676.1.p
OG0001707	Bra036815	Carub.0005s1771.1.p
OG0001708	Bra031008, Bra016575	Carub.0001s1765.1.p
OG0001708	Bra008096, Bra015992	Carub.0002s2016.1.p
OG0001709	Bra010877	Carub.0001s2687.1.p
OG0001709	Bra005466	Carub.0004s1554.1.p
OG0001710	Bra001614, Bra021143	Carub.0003s1563.1.p
OG0001710	Bra018971, Bra030378	Carub.0001s4150.1.p
OG0001711	Bra000232, Bra004630	Carub.0004s2388.1.p
OG0001711	Bra001354	Carub.0003s0951.1.p, Carub.0006s0317.1.p
OG0001712	Bra019923	Carub.0001s1001.1.p
OG0001712	Bra027164	Carub.0002s0503.1.p
OG0001713	Bra033011	Carub.0005s0583.1.p
OG0001714	Bra040609, Bra021408	Carub.0003s0199.1.p
OG0001714	Bra023574, Bra008611	Carub.0006s1479.1.p
OG0001715	Bra030051	Carub.0001s2599.1.p
OG0001715	Bra019618	Carub.0008s2254.1.p
OG0001716	Bra007856, Bra032096	Carub.0004s0377.1.p
OG0001716	Bra011260, Bra024012	Carub.0007s0922.1.p
OG0001717	Bra036148	Carub.0008s0906.1.p
OG0001717	Bra001214, Bra029603, Bra040289	Carub.0003s0630.1.p
OG0001718	Bra015724	Carub.0002s2360.1.p
OG0001718	Bra016434, Bra025872	Carub.0001s2054.1.p
OG0001719	Bra026720, Bra026048	Carub.0001s1623.1.p
OG0001719	Bra035097, Bra003619	Carub.0002s2604.1.p
OG0001720	Bra022963	Carub.0004s1566.1.p
OG0001720	Bra032925	Carub.0001s2720.1.p
OG0001721	Bra025468, Bra025469	Carub.0007s3373.1.p
OG0001721	Bra027745, Bra027691	Carub.0002s0051.1.p
OG0001722	Bra030435	Carub.0001s4041.1.p
OG0001723	Bra012563	Carub.0007s2221.1.p
OG0001723	Bra025064, Bra017597	Carub.0008s0234.1.p
OG0001724	Bra008027, Bra016068	Carub.0002s1915.1.p
OG0001725	Bra019106, Bra026439	Carub.0007s1450.1.p
OG0001725	Bra002827	Carub.0008s1660.1.p
OG0001726	Bra030952	Carub.0001s4241.1.p
OG0001726	Bra001579, Bra027284, Bra021586	Carub.0003s1467.1.p
OG0001727	Bra027618, Bra027000	Carub.0002s0189.1.p
OG0001727	Bra019781	Carub.0001s1242.1.p
OG0001728	Bra012330, Bra040855	Carub.0001s2203.1.p
OG0001728	Bra008015, Bra008016, Bra003887	Carub.0002s1901.1.p
OG0001729	Bra036939, Bra032199, Bra014020	Carub.0001s3501.1.p
OG0001729	Bra015673	Carub.0002s2427.1.p
OG0001730	Bra016909, Bra004656	Carub.0004s2416.1.p
OG0001730	Bra007334, Bra003287	Carub.0005s2437.1.p
OG0001731	Bra025471	Carub.0007s3375.1.p, Carub.0007s3374.1.p
OG0001732	Bra021376, Bra032021	Carub.0003s0221.1.p
OG0001732	Bra008582, Bra023590	Carub.0006s1514.1.p
OG0001733	Bra034849, Bra034850, Bra001399	Carub.0003s1066.1.p
OG0001733	Bra009140	Carub.0006s0475.1.p
OG0001734	Bra036540, Bra009829	Carub.0006s2310.1.p
OG0001734	Bra006088, Bra008991	Carub.0006s0959.1.p
OG0001735	Bra005473	Carub.0004s1542.1.p
OG0001735	Bra010886, Bra030081, Bra032888	Carub.0001s2671.1.p
OG0001736	Bra031385, Bra012321, Bra030235	Carub.0001s2187.1.p
OG0001736	Bra003651	Carub.0002s2516.1.p
OG0001737	Bra012879	Carub.0005s1731.1.p
OG0001737	Bra012072, Bra037170, Bra031812	Carub.0008s2807.1.p
OG0001738	Bra014138	Carub.0001s3757.1.p
OG0001739	Bra015582, Bra031577, Bra030684	Carub.0001s0680.1.p, Carub.0001s0677.1.p
OG0001740	Bra002070, Bra017688	Carub.0003s3162.1.p
OG0001740	Bra017716, Bra028159, Bra011619	Carub.0007s0485.1.p
OG0001741	Bra028685	Carub.0006s0665.1.p
OG0001741	Bra029313, Bra012960	Carub.0008s2211.1.p
OG0001742	Bra021431, Bra039182, Bra001052	Carub.0003s0168.1.p
OG0001742	Bra008643, Bra006340	Carub.0055s0001.1.p, Carub.0006s1432.1.p
OG0001743	Bra030821, Bra037094, Bra038031	Carub.0001s4452.1.p, Carub.0001s4430.1.p
OG0001743	Bra034705	Carub.0003s1245.1.p
OG0001744	Bra017911	Carub.0001s2080.1.p
OG0001744	Bra003695, Bra015703	Carub.0002s2388.1.p
OG0001745	Bra018861	Carub.0001s3967.1.p
OG0001745	Bra035793, Bra038260, Bra001783	Carub.0003s2025.1.p
OG0001746	Bra022885, Bra005584	Carub.0004s1369.1.p
OG0001746	Bra015405, Bra030608	Carub.0001s0456.1.p
OG0001747	Bra027208, Bra021133	Carub.0003s1550.1.p
OG0001747	Bra030376, Bra018973	Carub.0001s4153.1.p
OG0001748	Bra019773, Bra026967	Carub.0001s1223.1.p
OG0001748	Bra036640	Carub.0002s0204.1.p
OG0001749	Bra001074, Bra032012	Carub.0003s0231.1.p
OG0001749	Bra008573	Carub.0006s1538.1.p, Carub.0004s2157.1.p
OG0001750	Bra016780, Bra026975, Bra019758	Carub.0001s1199.1.p
OG0001750	Bra034527	Carub.0002s0214.1.p
OG0001751	Bra028894	Carub.0006s0060.1.p
OG0001751	Bra029739, Bra034046	Carub.0003s0813.1.p
OG0001752	Bra032105, Bra007861	Carub.0004s0365.1.p
OG0001752	Bra024028, Bra011242, Bra010259	Carub.0007s0949.1.p
OG0001753	Bra006504, Bra002235	Carub.0006s1776.1.p
OG0001753	Bra023374, Bra008895	Carub.0006s1086.1.p
OG0001754	Bra040857	Carub.0001s2201.1.p
OG0001754	Bra008019, Bra016078	Carub.0002s1904.1.p
OG0001755	Bra019308	Carub.0005s0075.1.p, Carub.0005s0076.1.p, Carub.0007s1780.1.p, Carub.0003s3446.1.p
OG0001756	Bra037473	Carub.0005s0821.1.p, Carub.0008s0831.1.p
OG0001756	Bra020686	Carub.0005s0820.1.p, Carub.0008s0830.1.p
OG0001757	Bra018120	Carub.0005s1382.1.p
OG0001757	Bra029255, Bra010091, Bra010090	Carub.0008s2316.1.p
OG0001758	Bra028701, Bra005933	Carub.0006s0632.1.p, Carub.0117s0001.1.p
OG0001759	Bra035919, Bra012939	Carub.0008s2228.1.p
OG0001759	Bra028690, Bra009250	Carub.0006s0656.1.p
OG0001760	Bra040831	Carub.0003s2277.1.p
OG0001760	Bra036904, Bra039714, Bra037068, Bra018359	Carub.0007s2733.1.p
OG0001761	Bra020913	Carub.0007s3005.1.p, Carub.0007s3004.1.p
OG0001762	Bra025365, Bra033070	Carub.0005s0750.1.p, Carub.0005s0751.1.p
OG0001763	Bra039206	Carub.0004s0282.1.p, Carub.0004s0281.1.p
OG0001763	Bra032155	Carub.0004s0283.1.p
OG0001764	Bra006989, Bra003130, Bra002742, Bra017692	Carub.0005s1986.1.p
OG0001765	Bra032521, Bra015297	Carub.0001s0343.1.p
OG0001765	Bra027504	Carub.0008s0495.1.p
OG0001766	Bra017370, Bra026539, Bra026535, Bra017373, Bra017365, Bra017368	Carub.0005s0290.1.p, Carub.0005s0291.1.p
OG0001767	Bra018221, Bra038276, Bra018222, Bra009365, Bra028646	Carub.0006s0770.1.p
OG0001768	Bra030222, Bra039921	Carub.0004s0179.1.p
OG0001768	Bra010623, Bra011797	Carub.0007s0227.1.p
OG0001773	Bra028282, Bra029155	Carub.0008s1190.1.p
OG0001773	Bra029154, Bra028283	Carub.0008s1191.1.p
OG0001774	Bra000128, Bra005054	Carub.0004s2135.1.p
OG0001774	Bra003206	Carub.0005s2169.1.p
OG0001775	Bra022551, Bra029171	Carub.0008s1152.1.p
OG0001775	Bra013877	Carub.0007s1578.1.p
OG0001776	Bra023478	Carub.0006s1279.1.p
OG0001776	Bra001004, Bra040699	Carub.0003s0053.1.p
OG0001777	Bra002475	Carub.0008s2121.1.p
OG0001777	Bra006655, Bra002474	Carub.0008s2122.1.p
OG0001778	Bra011902, Bra033556	Carub.0007s0015.1.p
OG0001779	Bra029791	Carub.0003s0890.1.p
OG0001779	Bra009537, Bra005736	Carub.0006s0210.1.p
OG0001780	Bra005775	Carub.0006s0254.1.p
OG0001781	Bra034539, Bra011392	Carub.0007s0761.1.p
OG0001781	Bra014315, Bra018948	Carub.0001s4109.1.p
OG0001782	Bra030850	Carub.0001s4408.1.p
OG0001782	Bra001504, Bra039389, Bra034679	Carub.0003s1277.1.p
OG0001783	Bra013908, Bra010452, Bra013910	Carub.0007s1531.1.p, Carub.0007s1528.1.p
OG0001784	Bra013483, Bra038385, Bra013484	Carub.0007s2051.1.p
OG0001784	Bra013482	Carub.0007s2052.1.p
OG0001785	Bra015687	Carub.0002s2406.1.p
OG0001786	Bra005687, Bra028901	Carub.0006s0041.1.p
OG0001787	Bra017401	Carub.0005s1335.1.p
OG0001788	Bra023715	Carub.0006s1758.1.p
OG0001788	Bra040236, Bra001179, Bra020784	Carub.0003s0546.1.p
OG0001789	Bra009464	Carub.0006s0328.1.p
OG0001789	Bra010922, Bra032845	Carub.0001s2624.1.p
OG0001790	Bra040599, Bra021411, Bra001063	Carub.0003s0188.1.p
OG0001790	Bra006354	Carub.0006s1463.1.p
OG0001791	Bra007441, Bra003369, Bra014546	Carub.0005s2602.1.p
OG0001792	Bra028754	Carub.0006s0448.1.p
OG0001792	Bra001392, Bra034863	Carub.0003s1049.1.p
OG0001794	Bra011609	Carub.0007s0494.1.p
OG0001794	Bra009651	Carub.0003s3136.1.p, Carub.0003s3137.1.p, Carub.0003s3134.1.p
OG0001795	Bra015239	Carub.0003s3538.1.p
OG0001795	Bra016552, Bra025667	Carub.0001s1821.1.p
OG0001796	Bra024484	Carub.0003s3212.1.p
OG0001797	Bra032176	Carub.0004s0250.1.p
OG0001797	Bra010593, Bra011749, Bra017813	Carub.0007s0303.1.p
OG0001798	Bra030229	Carub.0008s0955.1.p
OG0001798	Bra035454, Bra010920, Bra027881	Carub.0002s0632.1.p
OG0001800	Bra031799, Bra016798, Bra019735	Carub.0001s1170.1.p
OG0001801	Bra006575, Bra002329, Bra020126	Carub.0006s1909.1.p
OG0001802	Bra035830, Bra001770, Bra027930, Bra038247	Carub.0001s3945.1.p
OG0001803	Bra016626, Bra026700, Bra008383, Bra035071	Carub.0002s2569.1.p
OG0001803	Bra026018	Carub.0001s1663.1.p
OG0001804	Bra040118, Bra040410	Carub.0003s0405.1.p
OG0001804	Bra036119, Bra009991	Carub.0006s2564.1.p
OG0001805	Bra028570, Bra009008	Carub.0006s0921.1.p
OG0001805	Bra010222, Bra011296	Carub.0007s0881.1.p
OG0001806	Bra031688	Carub.0001s0931.1.p
OG0001806	Bra031920	Carub.0008s2521.1.p
OG0001807	Bra018383	Carub.0004s1055.1.p
OG0001808	Bra003967, Bra016241	Carub.0002s1673.1.p
OG0001809	Bra016185	Carub.0002s1756.1.p, Carub.0002s1755.1.p
OG0001809	Bra024565	Carub.0001s2268.1.p
OG0001810	Bra016797, Bra019736	Carub.0001s1171.1.p
OG0001811	Bra008797	Carub.0006s1204.1.p
OG0001811	Bra001450, Bra034757	Carub.0003s1175.1.p
OG0001812	Bra039082, Bra025272, Bra033006	Carub.0005s0569.1.p
OG0001813	Bra006810, Bra020427	Carub.0008s1813.1.p
OG0001813	Bra013920	Carub.0007s1517.1.p
OG0001814	Bra010973	Carub.0001s2549.1.p
OG0001815	Bra008049, Bra018134, Bra035178	Carub.0004s0737.1.p
OG0001816	Bra017418, Bra026611	Carub.0005s0127.1.p
OG0001816	Bra026208	Carub.0001s1429.1.p
OG0001817	Bra010848	Carub.0001s2736.1.p
OG0001817	Bra021895	Carub.0004s1577.1.p
OG0001818	Bra011655, Bra017742	Carub.0007s0421.1.p
OG0001819	Bra017989, Bra019593	Carub.0005s1570.1.p
OG0001819	Bra036512, Bra009765	Carub.0006s2226.1.p
OG0001820	Bra013750	Carub.0007s1709.1.p
OG0001820	Bra019253	Carub.0007s1710.1.p
OG0001821	Bra011232	Carub.0007s0963.1.p
OG0001821	Bra032118, Bra004643, Bra039237	Carub.0004s0347.1.p
OG0001822	Bra011133	Carub.0007s1078.1.p
OG0001822	Bra040678, Bra036717, Bra031085	Carub.0003s3381.1.p
OG0001823	Bra034648, Bra017672, Bra011555, Bra011554	Carub.0007s0558.1.p
OG0001824	Bra015789	Carub.0002s2298.1.p
OG0001825	Bra035152, Bra008439	Carub.0002s2676.1.p
OG0001825	Bra005614	Carub.0004s1342.1.p
OG0001827	Bra037861	Carub.0006s2706.1.p
OG0001827	Bra029790, Bra001298	Carub.0003s0889.1.p
OG0001828	Bra016415, Bra017931	Carub.0001s2102.1.p
OG0001828	Bra015680, Bra008299	Carub.0002s2416.1.p
OG0001829	Bra018157	Carub.0005s1345.1.p, Carub.0005s1346.1.p
OG0001829	Bra010075, Bra029267	Carub.0008s2303.1.p
OG0001830	Bra016631, Bra026027, Bra026707	Carub.0001s1650.1.p
OG0001830	Bra008387, Bra035078	Carub.0002s2579.1.p
OG0001831	Bra010756, Bra032781	Carub.0007s2802.1.p
OG0001831	Bra023721, Bra014960	Carub.0003s2374.1.p
OG0001832	Bra008235, Bra015798	Carub.0002s2290.1.p
OG0001832	Bra025802	Carub.0001s1975.1.p
OG0001833	Bra020678, Bra020679	Carub.0008s0371.1.p, Carub.0008s0369.1.p, Carub.0008s0367.1.p
OG0001833	Bra033755	Carub.0006s3147.1.p
OG0001834	Bra015417, Bra032468	Carub.0001s0463.1.p
OG0001835	Bra004624	Carub.0004s2379.1.p
OG0001835	Bra014644, Bra007312	Carub.0005s2403.1.p
OG0001836	Bra013517	Carub.0007s2015.1.p
OG0001836	Bra029563	Carub.0006s3313.1.p
OG0001837	Bra029487, Bra000787	Carub.0006s3212.1.p
OG0001837	Bra013593	Carub.0007s1917.1.p
OG0001838	Bra035627	Carub.0008s1712.1.p
OG0001838	Bra041014	Carub.0007s1469.1.p, Carub.0007s1468.1.p
OG0001839	Bra028947, Bra002843	Carub.0008s1646.1.p
OG0001839	Bra026431, Bra019101	Carub.0007s1442.1.p
OG0001840	Bra023987, Bra011294	Carub.0007s0883.1.p
OG0001840	Bra007834	Carub.0004s0440.1.p
OG0001841	Bra032255	Carub.0001s3758.1.p
OG0001841	Bra022245, Bra001683	Carub.0003s1751.1.p
OG0001842	Bra015242, Bra013095	Carub.0003s2973.1.p
OG0001842	Bra011482, Bra034593, Bra017616	Carub.0007s0645.1.p
OG0001843	Bra007517	Carub.0005s2697.1.p
OG0001843	Bra000358, Bra004855, Bra037639	Carub.0004s2722.1.p
OG0001844	Bra011470, Bra034583	Carub.0007s0664.1.p
OG0001845	Bra006173, Bra008866	Carub.0006s1115.1.p
OG0001845	Bra023926	Carub.0003s2076.1.p
OG0001846	Bra005595	Carub.0004s1378.1.p
OG0001846	Bra015395	Carub.0001s0444.1.p
OG0001847	Bra037635	Carub.0004s2734.1.p
OG0001847	Bra007521	Carub.0005s2701.1.p
OG0001848	Bra026114	Carub.0001s1550.1.p, Carub.0007s2212.1.p
OG0001848	Bra008470	Carub.0002s2708.1.p
OG0001849	Bra013731	Carub.0007s1732.1.p
OG0001849	Bra035256	Carub.0006s2985.1.p
OG0001850	Bra037805, Bra024356	Carub.0008s2596.1.p
OG0001850	Bra006048	Carub.0006s0857.1.p
OG0001851	Bra011193	Carub.0007s1017.1.p
OG0001851	Bra000571, Bra039217	Carub.0004s0300.1.p
OG0001852	Bra035183	Carub.0002s2714.1.p
OG0001852	Bra026116, Bra026753	Carub.0001s1545.1.p
OG0001853	Bra028603, Bra006044	Carub.0006s0851.1.p
OG0001853	Bra024363	Carub.0008s2605.1.p
OG0001854	Bra031542, Bra015534	Carub.0001s0617.1.p
OG0001856	Bra015292, Bra032525	Carub.0001s0332.1.p
OG0001857	Bra030430, Bra014295	Carub.0001s4051.1.p
OG0001857	Bra001818, Bra023894	Carub.0003s2119.1.p
OG0001859	Bra038255, Bra001779	Carub.0003s2012.1.p
OG0001859	Bra014257, Bra030482	Carub.0001s3965.1.p
OG0001860	Bra031670	Carub.0006s3057.1.p
OG0001861	Bra030296	Carub.0004s0052.1.p
OG0001861	Bra010704, Bra033598, Bra011875	Carub.0007s0099.1.p
OG0001862	Bra029510	Carub.0006s3247.1.p
OG0001862	Bra013577, Bra019408	Carub.0007s1937.1.p
OG0001863	Bra005832	Carub.0006s0390.1.p
OG0001863	Bra001375, Bra034139	Carub.0003s0994.1.p
OG0001864	Bra007405	Carub.0005s2538.1.p
OG0001864	Bra004709, Bra000267	Carub.0004s2503.1.p
OG0001865	Bra007639	Carub.0005s2866.1.p
OG0001865	Bra039264, Bra004515	Carub.0004s2940.1.p
OG0001866	Bra032437, Bra032438, Bra030638, Bra015473	Carub.0001s0542.1.p
OG0001867	Bra031536	Carub.0001s0607.1.p
OG0001867	Bra021655, Bra018300	Carub.0004s1178.1.p
OG0001868	Bra006489, Bra002200	Carub.0006s1731.1.p
OG0001868	Bra040233, Bra020764, Bra001186	Carub.0003s0563.1.p
OG0001869	Bra038636	Carub.0008s2417.1.p
OG0001869	Bra018046	Carub.0005s1478.1.p
OG0001870	Bra000795	Carub.0006s3227.1.p
OG0001871	Bra032530	Carub.0006s3640.1.p
OG0001872	Bra039427	Carub.0003s0488.1.p
OG0001872	Bra033605	Carub.0007s0115.1.p
OG0001873	Bra031717	Carub.0001s0997.1.p
OG0001873	Bra035410, Bra027820	Carub.0002s0523.1.p
OG0001874	Bra040986, Bra028434	Carub.0007s3647.1.p
OG0001874	Bra019694	Carub.0001s1367.1.p
OG0001875	Bra011631	Carub.0007s0458.1.p
OG0001875	Bra011628	Carub.0007s0469.1.p
OG0001876	Bra028487, Bra025520	Carub.0007s3439.1.p
OG0001876	Bra025235, Bra032961	Carub.0005s0500.1.p
OG0001877	Bra003469	Carub.0005s2850.1.p
OG0001877	Bra025448, Bra028525	Carub.0007s3325.1.p
OG0001878	Bra012126	Carub.0008s2748.1.p
OG0001878	Bra036072, Bra030003	Carub.0005s1665.1.p
OG0001879	Bra016926	Carub.0004s2385.1.p
OG0001879	Bra007319, Bra003276	Carub.0005s2418.1.p
OG0001880	Bra009849, Bra020506	Carub.0006s2340.1.p
OG0001880	Bra023325, Bra008962	Carub.0006s0989.1.p
OG0001881	Bra017248, Bra023059, Bra005284	Carub.0004s1807.1.p
OG0001881	Bra028532	Carub.0005s1925.1.p
OG0001882	Bra015235	Carub.0003s2961.1.p
OG0001882	Bra041119	Carub.0003s2966.1.p
OG0001883	Bra026727, Bra026074	Carub.0001s1598.1.p
OG0001883	Bra008425, Bra035128	Carub.0002s2647.1.p
OG0001884	Bra016026, Bra003863	Carub.0002s1972.1.p
OG0001884	Bra027391, Bra001525	Carub.0003s1342.1.p
OG0001885	Bra023772	Carub.0001s3922.1.p
OG0001885	Bra038227, Bra022447	Carub.0003s1956.1.p
OG0001886	Bra027240	Carub.0003s1520.1.p
OG0001886	Bra030968, Bra019000	Carub.0001s4206.1.p
OG0001887	Bra016350, Bra012372	Carub.0001s2294.1.p
OG0001887	Bra007922	Carub.0002s1726.1.p
OG0001888	Bra004388	Carub.0006s1355.1.p
OG0001888	Bra008749	Carub.0006s1280.1.p
OG0001889	Bra006675, Bra002504, Bra020261	Carub.0008s2095.1.p
OG0001890	Bra019628	Carub.0005s1954.1.p
OG0001890	Bra017229, Bra005256	Carub.0004s1846.1.p
OG0001891	Bra023533	Carub.0006s1384.1.p
OG0001891	Bra004010, Bra004354	Carub.0002s1561.1.p
OG0001892	Bra022417, Bra022415, Bra038205	Carub.0003s1920.1.p
OG0001892	Bra014206	Carub.0001s3898.1.p
OG0001893	Bra009196	Carub.0006s0534.1.p
OG0001893	Bra022779, Bra021611, Bra018338	Carub.0004s1125.1.p
OG0001894	Bra001296, Bra029801	Carub.0003s0898.1.p, Carub.0003s0924.1.p, Carub.0003s0920.1.p
OG0001895	Bra013934	Carub.0007s1501.1.p
OG0001895	Bra020460, Bra002750	Carub.0008s1771.1.p
OG0001896	Bra016533, Bra025697	Carub.0001s1855.1.p
OG0001896	Bra003787, Bra015895	Carub.0002s2154.1.p
OG0001897	Bra005438	Carub.0004s1594.1.p
OG0001897	Bra010830, Bra032319, Bra030140	Carub.0001s2769.1.p
OG0001898	Bra000821, Bra034214	Carub.0006s3354.1.p
OG0001899	Bra035017, Bra012027	Carub.0002s2509.1.p
OG0001899	Bra031378, Bra012318	Carub.0001s2182.1.p
OG0001900	Bra014511, Bra007507	Carub.0005s2685.1.p
OG0001901	Bra006505	Carub.0006s1777.1.p
OG0001901	Bra008900, Bra006156	Carub.0006s1082.1.p
OG0001902	Bra026021, Bra016629	Carub.0001s1660.1.p
OG0001902	Bra008384, Bra035072	Carub.0002s2570.1.p
OG0001903	Bra020690, Bra037476	Carub.0008s0821.1.p
OG0001903	Bra013225	Carub.0003s2559.1.p
OG0001904	Bra040169	Carub.0007s2377.1.p
OG0001904	Bra017504, Bra022104	Carub.0008s0065.1.p
OG0001905	Bra026066	Carub.0001s1606.1.p
OG0001905	Bra003607	Carub.0002s2637.1.p
OG0001906	Bra013339	Carub.0007s2255.1.p
OG0001906	Bra001950	Carub.0003s2477.1.p
OG0001907	Bra016508, Bra025733, Bra031077	Carub.0001s1894.1.p
OG0001907	Bra015868, Bra003772	Carub.0002s2186.1.p
