Orthogroup	Brassica_rapa	Brassica_oleracea
OG0002389	Bra028289	Bo9g104760
OG0002390	Bra039184	Bo8g100620
OG0002390	Bra011767	Bo1g003610
OG0002390	Bra017823	Bo7g118530
OG0002391	Bra016639	Bo8g066690
OG0002391	Bra026059	Bo5g021800
OG0002391	Bra035114	Bo6g123830
OG0002391	Bra008410	Bo2g095260
OG0002392	Bra003915	Bo6g093050
OG0002392	Bra007984	Bo2g074010
OG0002392	Bra016118	Bo6g113250
OG0002392	Bra016371	Bo8g071610
OG0002393	Bra006177	Bo3g008960
OG0002394	Bra011166	Bo1g014540
OG0002394	Bra038563	Bo9g027540
OG0002394	Bra038839	Bo7g002100
OG0002395	Bra023704	Bo2g017660
OG0002395	Bra002211	Bo9g154190
OG0002395	Bra002212	Bo9g154120, Bo9g154160, Bo9g154030, Bo9g154060
OG0002395	Bra023705	Bo2g017720
OG0002396	Bra001600	Bo3g066930
OG0002396	Bra030367	Bo6g039460
OG0002397	Bra038558	Bo9g027490
OG0002397	Bra010302	Bo3g175740
OG0002397	Bra011171	Bo1g014450
OG0002399	Bra032508	Bo8g115540
OG0002399	Bra005494	Bo4g043690
OG0002399	Bra021854	Bo4g181970
OG0002400	Bra032507	Bo8g115530
OG0002400	Bra015318	Bo5g004610
OG0002400	Bra022939	Bo3g027310
OG0002400	Bra021851	Bo4g181920
OG0002401	Bra033538	Bo1g055060
OG0002401	Bra000808	Bo3g048330
OG0002401	Bra029529	Bo9g076640
OG0002402	Bra015140, Bra037440	Bo7g089780
OG0002402	Bra020667	Bo2g150420
OG0002402	Bra029611	Bo5g143090
OG0002403	Bra037671	Bo4g194770
OG0002403	Bra000338	Bo3g037050
OG0002404	Bra040252	Bo1g150310
OG0002404	Bra038926	Bo4g081070
OG0002405	Bra035932	Bo9g014580
OG0002405	Bra009243	Bo9g175690
OG0002406	Bra026090, Bra026737	Bo8g105700
OG0002407	Bra001027	Bo3g055360
OG0002407	Bra023521	Bo2g012600
OG0002408	Bra013563, Bra020870	Bo3g163930
OG0002408	Bra029520	Bo9g077730
OG0002409	Bra005505	Bo4g043810
OG0002409	Bra015323	Bo5g004650
OG0002410	Bra039111	Bo5g155070
OG0002410	Bra008744	Bo9g165710
OG0002411	Bra024735	Bo5g043120
OG0002411	Bra011002	Bo3g138550
OG0002411	Bra038346	Bo2g061320
OG0002412	Bra019889	Bo5g013380
OG0002412	Bra031740	Bo8g109190
OG0002413	Bra032584	Bo8g117290
OG0002413	Bra018559	Bo2g100410
OG0002413	Bra036281	Bo9g005630
OG0002414	Bra036043	Bo8g079370
OG0002414	Bra031830	Bo2g167990
OG0002414	Bra012158	Bo7g063670
OG0002415	Bra004167	Bo6g100970
OG0002415	Bra028150	Bo6g058690, Bo4g136820
OG0002416	Bra039947	Bo5g098070
OG0002416	Bra001866	Bo3g080160
OG0002416	Bra023830	Bo1g105170
OG0002417	Bra006593	Bo3g015510
OG0002417	Bra002354	Bo9g150060
OG0002417	Bra040899	Bo01820s010
OG0002418	Bra016219	Bo6g111040
OG0002418	Bra024609	Bo5g039720
OG0002418	Bra012380	Bo7g056110
OG0002420	Bra037303	Bo9g023980, Bo9g023970
OG0002421	Bra031192	Bo8g101720
OG0002421	Bra011874	Bo1g002400, Bo1g002390, Bo13604s010
OG0002422	Bra028472	Bo6g064700
OG0002422	Bra025268	Bo7g084460
OG0002422	Bra033003	Bo2g140630
OG0002423	Bra007548	Bo8g095330
OG0002423	Bra000374	Bo3g037590
OG0002424	Bra032450	Bo8g114930
OG0002424	Bra021721	Bo4g176210
OG0002425	Bra004517	Bo4g007070
OG0002425	Bra039267	Bo4g197250
OG0002425	Bra007636	Bo8g097370, Bo4g100090
OG0002426	Bra011519	Bo1g007410
OG0002426	Bra017644	Bo7g116810
OG0002427	Bra039525	Bo2g124590
OG0002427	Bra025113	Bo00613s040
OG0002427	Bra013446	Bo1g022200
OG0002428	Bra011713	Bo1g005330
OG0002428	Bra010577	Bo3g153820
OG0002428	Bra039212	Bo8g100290
OG0002428	Bra032147	Bo4g151860
OG0002429	Bra033698	Bo00928s020
OG0002429	Bra032254	Bo5g072610
OG0002429	Bra014136	Bo8g015090
OG0002430	Bra024625	Bo5g039920
OG0002430	Bra016227	Bo6g110890
OG0002430	Bra003957	Bo6g094760
OG0002431	Bra014068	Bo8g019190
OG0002431	Bra035332, Bra027456	Bo9g058600
OG0002432	Bra020346	Bo2g028290
OG0002432	Bra006744	Bo3g018490
OG0002433	Bra010700	Bo3g149930
OG0002433	Bra031196	Bo8g101680
OG0002434	Bra030842	Bo6g051410
OG0002434	Bra034689	Bo5g132620
OG0002434	Bra001501	Bo3g065480
OG0002435	Bra022826	Bo3g024990
OG0002435	Bra018278	Bo4g052620
OG0002435	Bra030645	Bo8g006020
OG0002435	Bra015486	Bo5g007370
OG0002436	Bra035099, Bra003618	Bo6g081130
OG0002436	Bra008402	Bo2g095110
OG0002437	Bra040788	Bo4g136240
OG0002437	Bra027723	Bo9g032180
OG0002437	Bra027707	Bo9g031020
OG0002438	Bra007817	Bo8g099370
OG0002438	Bra011308	Bo1g010860
OG0002439	Bra030859	Bo3g185260
OG0002439	Bra027430	Bo5g132460
OG0002439	Bra039399	Bo1g138280
OG0002440	Bra032986	Bo2g140450
OG0002440	Bra025256	Bo7g084300
OG0002440	Bra025537	Bo4g140610
OG0002441	Bra005280	Bo4g034770
OG0002441	Bra028538	Bo6g066970
OG0002441	Bra019641, Bra006955	Bo8g082330
OG0002442	Bra036405	Bo7g024220
OG0002442	Bra017641	Bo7g116790
OG0002442	Bra011513	Bo1g007470
OG0002443	Bra038114	Bo6g029450
OG0002443	Bra001576	Bo3g066510
OG0002443	Bra027291	Bo5g127570
OG0002444	Bra014684, Bra007253	Bo8g090920
OG0002444	Bra000207	Bo4g012800, Bo3g035210
OG0002445	Bra008520	Bo3g054710, Bo2g097660
OG0002445	Bra033240	Bo5g001090
OG0002446	Bra013969	Bo9g160130
OG0002446	Bra001079	Bo3g057090
OG0002447	Bra013114	Bo3g088560
OG0002447	Bra036403	Bo7g024230
OG0002448	Bra016403	Bo8g071120
OG0002449	Bra040254	Bo1g150340
OG0002449	Bra009924	Bo7g094950
OG0002449	Bra020562	Bo2g155680
OG0002450	Bra014466	Bo4g103610
OG0002450	Bra032659	Bo8g118180
OG0002452	Bra020606	Bo2g152990
OG0002452	Bra027945, Bra009993	Bo7g093260
OG0002452	Bra040407	Bo5g146970
OG0002452	Bra001124	Bo3g058600
OG0002453	Bra038702	Bo1g139530
OG0002453	Bra034770	Bo5g133600
OG0002454	Bra006443	Bo3g013000
OG0002454	Bra023666	Bo2g015370
OG0002455	Bra009181	Bo9g176340
OG0002455	Bra001415	Bo3g064490, Bo3g064370
OG0002455	Bra034824	Bo1g139920, Bo5g136300
OG0002456	Bra032991	Bo2g140510
OG0002456	Bra025260, Bra039089	Bo9g008180
OG0002457	Bra031797, Bra016802	Bo00957s040
OG0002457	Bra034487	Bo4g092670
OG0002458	Bra026242	Bo1g051800
OG0002458	Bra022138	Bo2g132440
OG0002458	Bra017481	Bo9g069590
OG0002459	Bra016507	Bo8g068500
OG0002459	Bra025734	Bo5g027420
OG0002460	Bra011240	Bo1g011700
OG0002460	Bra010260	Bo3g175240
OG0002461	Bra017295, Bra023028	Bo3g028530
OG0002461	Bra016504	Bo8g068560
OG0002461	Bra025744	Bo5g027520
OG0002462	Bra035476	Bo8g027490
OG0002462	Bra041005	Bo6g049490
OG0002462	Bra037916	Bo9g088330
OG0002462	Bra033172	Bo2g109330
OG0002463	Bra014219	Bo8g011120
OG0002463	Bra022430	Bo5g114040
OG0002463	Bra038214	Bo1g114600
OG0002464	Bra036278	Bo9g005670
OG0002464	Bra030511	Bo8g001160
OG0002464	Bra033348	Bo5g003390
OG0002465	Bra030569	Bo8g002940
OG0002465	Bra015314	Bo5g004570
OG0002465	Bra027485	Bo9g059040
OG0002466	Bra008047	Bo2g078990
OG0002466	Bra016035	Bo6g116170
OG0002466	Bra025965	Bo5g023880
OG0002466	Bra016596	Bo8g067300
OG0002467	Bra032480	Bo8g115270
OG0002467	Bra015398	Bo5g005320
OG0002468	Bra026005	Bo8g105140, Bo5g023420
OG0002468	Bra026692	Bo8g105180
OG0002468	Bra040985, Bra016621	Bo8g066930
OG0002469	Bra036562	Bo9g011090
OG0002469	Bra023351	Bo2g010730
OG0002469	Bra008924	Bo9g169740
OG0002470	Bra004998	Bo3g034580, Bo4g188700, Bo4g025730
OG0002471	Bra015725	Bo6g120770
OG0002471	Bra025871, Bra016435	Bo8g070610
OG0002472	Bra035131	Bo2g095470, Bo6g124020
OG0002472	Bra026075	Bo5g021600
OG0002473	Bra015885	Bo6g119070
OG0002473	Bra003782	Bo6g086770
OG0002473	Bra016526	Bo8g068270
OG0002473	Bra025708	Bo5g027070
OG0002474	Bra018428	Bo8g059590
OG0002474	Bra019910	Bo5g012190
OG0002474	Bra031495	Bo1g093110
OG0002475	Bra026266	Bo1g051390
OG0002475	Bra031137	Bo8g102220
OG0002475	Bra036494, Bra036493	Bo7g003210
OG0002476	Bra023017	Bo3g028390
OG0002476	Bra017307	Bo4g183420
OG0002476	Bra005319	Bo4g037330
OG0002477	Bra024421	Bo3g097670
OG0002477	Bra037830	Bo9g018950
OG0002477	Bra017960, Bra029967	Bo1g080190
OG0002478	Bra013649	Bo1g031740
OG0002478	Bra019355	Bo7g108250
OG0002479	Bra040848	Bo4g169360
OG0002479	Bra028792	Bo2g005500, Bo2g006500
OG0002479	Bra028800	Bo2g005200, Bo01000s010
OG0002479	Bra028801	Bo2g005390, Bo01041s020, Bo2g005410
OG0002479	Bra040174, Bra013316	Bo2g005440, Bo00285s160, Bo3g052860, Bo1g017740
OG0002479	Bra028808	Bo2g005330, Bo2g005340
OG0002480	Bra015092	Bo7g031560
OG0002481	Bra039948	Bo5g098060
OG0002481	Bra023829	Bo1g105160
OG0002482	Bra031037	Bo8g067980, Bo8g104280
OG0002482	Bra008136	Bo2g080970
OG0002483	Bra029482	Bo9g078270
OG0002483	Bra019733	Bo5g017360
OG0002484	Bra025852	Bo5g030800
OG0002484	Bra016445	Bo8g070450
OG0002485	Bra032018	Bo5g150250
OG0002485	Bra021374	Bo1g154920
OG0002485	Bra023592	Bo2g013390
OG0002486	Bra021119	Bo1g127350
OG0002486	Bra027231	Bo5g126900
OG0002486	Bra027230	Bo5g126880
OG0002486	Bra021552	Bo1g131110
OG0002486	Bra021118	Bo1g128350
OG0002487	Bra009377	Bo9g174110
OG0002487	Bra009378	Bo9g174100
OG0002487	Bra022450	Bo5g113670
OG0002488	Bra005897	Bo3g003890
OG0002488	Bra038680	Bo1g139810
OG0002488	Bra034812	Bo5g135150
OG0002489	Bra036499	Bo7g003160
OG0002489	Bra026272	Bo1g051330
OG0002489	Bra024215	Bo7g111990
OG0002490	Bra031184	Bo8g101810
OG0002490	Bra033597	Bo7g119380
OG0002490	Bra010714	Bo3g149780
OG0002491	Bra014500	Bo4g105110
OG0002491	Bra037633	Bo4g195200
OG0002491	Bra004867	Bo4g024080
OG0002492	Bra015732	Bo6g120690
OG0002492	Bra008266	Bo2g091010
OG0002492	Bra025863	Bo5g030930
OG0002493	Bra018097, Bra018101	Bo1g072530, Bo3g137010, Bo3g135960, Bo01977s010
OG0002494	Bra011184	Bo1g014280
OG0002494	Bra038549	Bo9g025750
OG0002494	Bra038816	Bo7g009680
OG0002495	Bra013675	Bo1g033120
OG0002495	Bra019332	Bo7g108500
OG0002495	Bra019333	Bo7g108480
OG0002496	Bra013828	Bo1g039260
OG0002496	Bra033790, Bra000613	Bo3g042740
OG0002496	Bra037934	Bo9g096970
OG0002496	Bra022511	Bo2g050860
OG0002497	Bra004915	Bo4g024680
OG0002497	Bra007569	Bo8g095590
OG0002497	Bra003432	Bo6g077380
OG0002498	Bra009483	Bo9g181380
OG0002498	Bra016948	Bo4g190740
OG0002498	Bra000220	Bo3g035470
OG0002499	Bra004344	Bo6g108350
OG0002499	Bra038344	Bo2g061350
OG0002499	Bra004013	Bo6g095820
OG0002499	Bra011017	Bo3g138360
OG0002499	Bra012463	Bo7g052740
OG0002500	Bra025068	Bo7g072700
OG0002500	Bra030361	Bo4g144170
OG0002501	Bra032394	Bo5g063050
OG0002501	Bra021926	Bo4g182800
OG0002501	Bra005398	Bo4g039380
OG0002502	Bra030270	Bo4g148230
OG0002502	Bra011857	Bo1g009960, Bo1g002590
OG0002503	Bra007557, Bra007560	Bo8g095500
OG0002503	Bra004904	Bo4g024560
OG0002503	Bra040314	Bo4g195480
OG0002504	Bra021367	Bo1g154840
OG0002505	Bra027046	Bo9g037340
OG0002505	Bra034506	Bo4g092980
OG0002505	Bra013612	Bo1g027220
OG0002506	Bra025355	Bo7g086940
OG0002506	Bra039045	Bo9g008630
OG0002506	Bra033061	Bo2g146480
OG0002507	Bra030144	Bo7g045370
OG0002507	Bra022972	Bo4g182490, Bo3g027670
OG0002508	Bra034861	Bo5g136760
OG0002508	Bra034168	Bo1g141170
OG0002508	Bra028752	Bo2g007010
OG0002508	Bra005860	Bo3g003410
OG0002509	Bra020225	Bo2g024550
OG0002509	Bra037610	Bo1g063860
OG0002510	Bra009330	Bo9g174650
OG0002510	Bra029359	Bo2g161030
OG0002510	Bra013022	Bo7g097870
OG0002511	Bra014552	Bo4g108190
OG0002511	Bra003356	Bo6g076090
OG0002512	Bra000707	Bo3g044660
OG0002512	Bra033189	Bo2g110470
OG0002512	Bra037912	Bo9g088270
OG0002512	Bra037910	Bo9g088230
OG0002513	Bra031404	Bo1g098480
OG0002513	Bra019851, Bra016833	Bo8g060110
OG0002513	Bra019851, Bra016833	Bo5g014800
OG0002514	Bra037969	Bo6g033090
OG0002514	Bra014367	Bo6g050990
OG0002514	Bra021526	Bo1g134660
OG0002515	Bra022312	Bo5g118860
OG0002515	Bra001703	Bo3g071480
OG0002515	Bra018753	Bo6g015680
OG0002516	Bra030211, Bra027436	Bo5g132540
OG0002516	Bra037109	Bo6g051370
OG0002516	Bra030854	Bo3g185300
OG0002517	Bra041024	Bo1g140980
OG0002517	Bra034831	Bo5g136390
OG0002517	Bra001409	Bo3g064280
OG0002518	Bra008704	Bo3g010240, Bo9g164210
OG0002518	Bra001019, Bra039143	Bo3g055300, Bo5g156420
OG0002519	Bra015483, Bra030640	Bo8g005990
OG0002519	Bra022829	Bo3g025020
OG0002520	Bra018204	Bo3g132770
OG0002520	Bra033809	Bo1g070860
OG0002521	Bra009757	Bo7g096910, Bo02554s010
OG0002521	Bra029947	Bo1g078870
OG0002522	Bra039500	Bo6g056510, Bo6g057560
OG0002523	Bra020573	Bo2g155480
OG0002523	Bra009941	Bo7g094790
OG0002523	Bra039424	Bo5g145260
OG0002523	Bra040535	Bo1g150500
OG0002523	Bra001155	Bo3g059010
OG0002524	Bra008480	Bo2g096080
OG0002524	Bra026757	Bo8g105980
OG0002524	Bra026122	Bo5g021060
OG0002525	Bra017427, Bra024838	Bo7g080140
OG0002525	Bra026817, Bra026201	Bo5g019830
OG0002526	Bra008761	Bo9g165950
OG0002526	Bra023463	Bo2g011830
OG0002527	Bra002982	Bo9g117430
OG0002527	Bra022724	Bo2g041750
OG0002527	Bra029025	Bo3g022100
OG0002528	Bra019777	Bo5g016750
OG0002528	Bra026963	Bo8g108050
OG0002528	Bra016763	Bo01335s010
OG0002529	Bra025702	Bo5g026980
OG0002529	Bra003786	Bo6g086810
OG0002530	Bra010754	Bo3g149170
OG0002530	Bra032771	Bo4g127200
OG0002531	Bra039924	Bo8g100910
OG0002531	Bra030210	Bo4g150960
OG0002531	Bra010617	Bo3g153150
OG0002531	Bra011790	Bo1g003350
OG0002532	Bra029994	Bo1g083530
OG0002532	Bra037120	Bo9g020320
OG0002533	Bra010421	Bo8g051530
OG0002533	Bra029000	Bo3g021820
OG0002534	Bra024212	Bo7g112020
OG0002534	Bra026270	Bo1g051360
OG0002534	Bra010378	Bo8g054190
OG0002535	Bra033495	Bo1g056630
OG0002535	Bra012779	Bo7g103850
OG0002535	Bra001832	Bo3g078640
OG0002536	Bra005239	Bo4g031130
OG0002536	Bra001239	Bo3g061100
OG0002536	Bra029628	Bo5g141800
OG0002536	Bra040364	Bo1g147530
OG0002537	Bra023836	Bo1g105200
OG0002537	Bra031349	Bo5g098110
OG0002538	Bra023284	Bo5g049330
OG0002538	Bra000716	Bo3g044840
OG0002539	Bra004375	Bo6g108790
OG0002539	Bra024703	Bo5g042710
OG0002539	Bra012449	Bo7g054130
OG0002540	Bra026067	Bo5g021680
OG0002540	Bra026723	Bo8g105550
OG0002541	Bra027531	Bo9g059630, Bo2g152960
OG0002541	Bra033722	Bo7g067130
OG0002541	Bra015274	Bo5g004170
OG0002542	Bra012157	Bo7g063680
OG0002542	Bra039051	Bo9g007870
OG0002542	Bra037113	Bo9g020230
OG0002542	Bra037112	Bo9g020210
OG0002542	Bra037115	Bo9g020240, Bo9g020260
OG0002542	Bra033113	Bo2g167970
OG0002543	Bra031029	Bo8g104400
OG0002543	Bra015954	Bo6g118210
OG0002543	Bra003822	Bo6g087410
OG0002544	Bra009745	Bo7g097060
OG0002544	Bra009741	Bo7g097100
OG0002545	Bra009841	Bo7g095960
OG0002545	Bra020500	Bo2g158650
OG0002545	Bra023324	Bo2g010390
OG0002546	Bra000757	Bo3g045510
OG0002546	Bra013653	Bo1g031800
OG0002546	Bra019349	Bo7g108310
OG0002547	Bra035686	Bo4g165530
OG0002547	Bra033832	Bo1g067300
OG0002548	Bra034140	Bo1g141540
OG0002548	Bra009406	Bo9g177520
OG0002548	Bra005833	Bo3g003090, Bo3g003100
OG0002549	Bra038541	Bo8g101280
OG0002549	Bra030259	Bo4g148350
OG0002549	Bra010665	Bo3g151440
OG0002550	Bra035151	Bo6g124210
OG0002550	Bra026091	Bo5g021440
OG0002550	Bra026738	Bo8g105710
OG0002550	Bra016646	Bo8g066610
OG0002551	Bra006583, Bra038199	Bo3g015410
OG0002551	Bra002336	Bo9g150410
OG0002551	Bra020133	Bo2g023220
OG0002552	Bra005819	Bo3g002970
OG0002552	Bra034133	Bo1g142590
OG0002553	Bra010787	Bo3g147780
OG0002553	Bra032366	Bo5g062600
OG0002553	Bra032367	Bo5g062610
OG0002554	Bra035505	Bo02403s010
OG0002554	Bra023294	Bo5g049440
OG0002554	Bra010191	Bo5g086810
OG0002554	Bra023295	Bo5g049450
OG0002555	Bra000695	Bo3g044490
OG0002555	Bra033701	Bo7g065760, Bo3g044460
OG0002556	Bra034112	Bo1g143890, Bo1g143900
OG0002559	Bra033842	Bo9g007540, Bo9g154820, Bo3g126180, Bo5g018030, Bo00842s020, Bo9g036650, Bo01061s030, Bo1g051010, Bo2g114050, Bo1g120500, Bo3g126170, Bo7g078360, Bo7g024160, Bo4g079870, Bo4g079880, Bo2g075180, Bo2g075190, Bo5g025810, Bo4g186550, Bo2g120710, Bo7g025480, Bo2g109140, Bo9g097600, Bo2g134820, Bo4g191430, Bo4g078180, Bo7g029060, Bo1g072360, Bo9g145850
OG0002564	Bra039084	Bo7g084410, Bo9g008230
OG0002564	Bra028474	Bo6g064730
OG0002565	Bra030880	Bo3g184790
OG0002565	Bra021501	Bo1g135020
OG0002565	Bra027408	Bo5g132240
OG0002566	Bra002536	Bo9g140720
OG0002566	Bra006695	Bo2g025480, Bo3g017780
OG0002568	Bra019872	Bo5g013600
OG0002568	Bra016846, Bra031759	Bo8g109020
OG0002569	Bra038442	Bo8g036840
OG0002569	Bra014975	Bo7g039110
OG0002570	Bra022723	Bo2g041760
OG0002570	Bra002984	Bo9g117420
OG0002571	Bra039174	Bo5g152640
OG0002571	Bra023542	Bo2g012820
OG0002572	Bra020037	Bo2g017990
OG0002572	Bra023366	Bo2g010850
OG0002573	Bra019166	Bo7g110290
OG0002573	Bra010467	Bo8g050700
OG0002573	Bra013889	Bo1g040100
OG0002574	Bra002559	Bo9g139480
OG0002574	Bra006709, Bra020313	Bo2g026660
OG0002574	Bra019382	Bo3g132730
OG0002575	Bra040088	Bo3g172290
OG0002575	Bra037050	Bo7g115790
OG0002575	Bra011361	Bo1g010010, Bo1g010220
OG0002575	Bra007782	Bo8g099020
OG0002576	Bra030346	Bo3g091460, Bo4g145410
OG0002576	Bra012387	Bo7g055970
OG0002577	Bra031453	Bo1g094720
OG0002577	Bra041072	Bo8g059790
OG0002577	Bra019883	Bo5g013460
OG0002578	Bra011250	Bo1g011550
OG0002578	Bra010247	Bo3g175050
OG0002578	Bra024020	Bo7g115000
OG0002579	Bra019896	Bo5g013320
OG0002579	Bra027124	Bo9g043660
OG0002580	Bra033404, Bra015279	Bo5g004210
OG0002580	Bra031123, Bra031121	Bo7g003540, Bo8g102360
OG0002581	Bra016602	Bo8g067210
OG0002581	Bra030988	Bo8g104870
OG0002581	Bra008037	Bo2g076880
OG0002582	Bra007458	Bo8g094300
OG0002583	Bra017662, Bra011543	Bo1g007160
OG0002583	Bra013079	Bo3g090180
OG0002584	Bra003873	Bo6g091380
OG0002585	Bra020656	Bo9g072720
OG0002585	Bra037429	Bo7g092600
OG0002585	Bra001215	Bo3g060810
OG0002586	Bra020569	Bo2g155520
OG0002586	Bra036606	Bo9g010610
OG0002587	Bra037250	Bo9g024720
OG0002587	Bra017737	Bo7g117680
OG0002587	Bra011649	Bo1g006090
OG0002588	Bra033280	Bo5g002660
OG0002588	Bra037406	Bo3g053340, Bo9g003930
OG0002589	Bra026198	Bo5g019860
OG0002589	Bra016688	Bo8g066150
OG0002590	Bra004680	Bo3g035980
OG0002591	Bra004083	Bo2g155170
OG0002591	Bra005533, Bra005532	Bo01029s020
OG0002592	Bra035067	Bo6g122350
OG0002592	Bra003636	Bo6g081510
OG0002593	Bra027077	Bo9g040940
OG0002593	Bra031401	Bo1g098520
OG0002594	Bra033232	Bo5g001160
OG0002594	Bra032651	Bo8g118080
OG0002594	Bra033231	Bo5g001180
OG0002595	Bra004662, Bra004663	Bo4g014640
OG0002596	Bra001486	Bo1g138630, Bo3g065310
OG0002596	Bra038032	Bo6g035900
OG0002597	Bra016022	Bo2g079240, Bo6g116430
OG0002597	Bra003859	Bo6g088100
OG0002598	Bra016542	Bo8g068090
OG0002599	Bra033540	Bo1g055050
OG0002599	Bra001645	Bo3g068570
OG0002600	Bra037418	Bo9g004060
OG0002600	Bra033295	Bo5g002800
OG0002601	Bra038129	Bo6g037260
OG0002601	Bra027326	Bo5g129060
OG0002601	Bra021569	Bo1g131140, Bo1g131200
OG0002602	Bra024466	Bo3g094190
OG0002602	Bra012100	Bo2g167770, Bo9g021680, Bo7g064530
OG0002603	Bra030019	Bo1g084880
OG0002603	Bra036091	Bo8g080000
OG0002604	Bra002916	Bo9g120340
OG0002604	Bra014090	Bo8g016740
OG0002605	Bra000423	Bo3g039240
OG0002605	Bra004540	Bo4g009350, Bo4g009270
OG0002606	Bra014369	Bo6g050880
OG0002606	Bra021537	Bo1g134580
OG0002606	Bra027366	Bo5g131650
OG0002607	Bra015717	Bo6g120860
OG0002607	Bra003705	Bo6g083710
OG0002608	Bra014522	Bo4g106460
OG0002608	Bra007495	Bo8g094700
OG0002608	Bra004808	Bo4g021300
OG0002609	Bra006045	Bo2g009690, Bo3g005410
OG0002610	Bra002239	Bo9g153720
OG0002610	Bra008906	Bo9g169540
OG0002610	Bra006148	Bo3g007600
OG0002612	Bra030418	Bo6g042390
OG0002612	Bra031273	Bo5g101200
OG0002613	Bra013573	Bo1g025730
OG0002613	Bra000804	Bo3g048390
OG0002613	Bra029514	Bo9g077830
OG0002614	Bra033516	Bo1g055370
OG0002615	Bra018170	Bo3g134190
OG0002615	Bra002616	Bo9g135680
OG0002616	Bra036991	Bo7g116290
OG0002616	Bra011458	Bo1g007960
OG0002616	Bra034579	Bo3g170550
OG0002617	Bra028705	Bo2g007540
OG0002617	Bra005928	Bo3g004250
OG0002617	Bra009284	Bo9g175250
OG0002618	Bra024929	Bo7g077750
OG0002618	Bra022144	Bo2g133500
OG0002618	Bra021061	Bo8g047240
OG0002619	Bra036488	Bo7g003400
OG0002619	Bra010366	Bo8g054340
OG0002619	Bra011030	Bo1g017470
OG0002619	Bra024200	Bo7g113140
OG0002620	Bra026068	Bo5g021670
OG0002620	Bra008416	Bo2g095350
OG0002620	Bra003606	Bo6g080970
OG0002621	Bra034087	Bo1g144260
OG0002621	Bra005735	Bo3g002270
OG0002622	Bra001119	Bo3g058540
OG0002622	Bra040397	Bo00828s030, Bo00834s060
OG0002622	Bra010007	Bo7g093060
OG0002623	Bra028103	Bo6g057620, Bo4g136300
OG0002623	Bra039737	Bo2g052500
OG0002624	Bra037013	Bo7g116070
OG0002624	Bra000541	Bo3g041880
OG0002625	Bra035388	Bo4g134730
OG0002625	Bra035526	Bo8g030450
OG0002625	Bra036665	Bo9g028410
OG0002626	Bra023618	Bo2g013720
OG0002626	Bra013977	Bo9g160220
OG0002627	Bra019468	Bo3g119580
OG0002627	Bra020203	Bo2g024140
OG0002627	Bra002423	Bo9g148270
OG0002628	Bra002143	Bo9g157380
OG0002628	Bra031954	Bo5g148460
OG0002629	Bra016885	Bo4g191400
OG0002629	Bra007361	Bo8g092260
OG0002630	Bra011780	Bo1g003470
OG0002630	Bra017850	Bo7g118720
OG0002631	Bra014388	Bo4g098470
OG0002632	Bra028514	Bo6g066570
OG0002632	Bra025457	Bo4g142700
OG0002632	Bra027713	Bo9g031090
OG0002633	Bra016539	Bo8g068120
OG0002633	Bra007747, Bra007745	Bo8g098660
OG0002633	Bra003525	Bo6g079860
OG0002634	Bra031552	Bo8g114290
OG0002634	Bra015551	Bo5g007930
OG0002634	Bra018337	Bo4g059740
OG0002635	Bra026160	Bo5g020590
OG0002635	Bra016671	Bo8g066260
OG0002635	Bra026778	Bo8g106200
OG0002636	Bra029023	Bo3g022080
OG0002636	Bra022725	Bo2g041710
OG0002636	Bra019060	Bo7g111320
OG0002636	Bra026365	Bo1g048130
OG0002637	Bra008489	Bo2g096200
OG0002637	Bra026134	Bo5g020860
OG0002637	Bra026765	Bo8g106040
OG0002638	Bra036617	Bo9g010480
OG0002638	Bra001149	Bo3g058950
OG0002638	Bra040217	Bo1g151560
OG0002639	Bra013428	Bo1g022000
OG0002639	Bra020949	Bo3g160910
OG0002640	Bra039408	Bo5g145050
OG0002640	Bra009918	Bo7g095010
OG0002640	Bra036594	Bo9g010790
OG0002641	Bra005303	Bo4g035130
OG0002641	Bra017266	Bo4g185940
OG0002642	Bra023025	Bo3g028490
OG0002642	Bra040093	Bo1g053250
OG0002643	Bra026501	Bo9g014200
OG0002644	Bra029602	Bo5g143180
OG0002644	Bra001213	Bo3g060790
OG0002644	Bra036146	Bo9g009750
OG0002644	Bra037422	Bo7g092640
OG0002644	Bra020651	Bo00847s040
OG0002645	Bra032349	Bo5g061140
OG0002645	Bra005419	Bo4g039760
OG0002646	Bra002138, Bra006442	Bo3g012990
OG0002646	Bra023476, Bra023477	Bo2g012020, Bo2g012030
OG0002647	Bra006300	Bo3g010280
OG0002648	Bra023263	Bo5g088280, Bo5g049020
OG0002648	Bra005344	Bo4g038650
OG0002649	Bra018983	Bo6g030670
OG0002649	Bra030366	Bo6g039450
OG0002650	Bra016043	Bo6g116080
OG0002650	Bra025972, Bra016599	Bo5g023820
OG0002651	Bra005389	Bo4g039270
OG0002651	Bra022993	Bo3g028090
OG0002651	Bra021933	Bo4g182930
OG0002652	Bra014034	Bo8g021730
OG0002652	Bra034429	Bo5g085240
OG0002653	Bra033422	Bo4g125310
OG0002653	Bra006933	Bo01022s020, Bo8g082040
OG0002654	Bra007695	Bo8g098040
OG0002654	Bra032248	Bo5g072550
OG0002654	Bra018722	Bo6g012190
OG0002655	Bra036059	Bo8g079630
OG0002655	Bra012143	Bo9g020340, Bo7g063950
