Orthogroup	Brassica_rapa	Thellungiella_parvula
OG0002510	Bra029359, Bra013022	Sp2g23970.1
OG0002511	Bra004716	Sp4g24950.1
OG0002511	Bra007419, Bra014552, Bra003356	Sp5g04060.1
OG0002512	Bra037912	Sp6g07110.1
OG0002512	Bra037910	Sp6g07120.1
OG0002513	Bra031404	Sp2g02850.1
OG0002513	Bra019851, Bra016833	Sp1g10090.1
OG0002514	Bra037969, Bra014367	Sp1g40620.1
OG0002514	Bra021526	Sp3g12260.1
OG0002515	Bra022312, Bra001703	Sp3g16440.1
OG0002515	Bra018753	Sp1g35700.1
OG0002516	Bra030211, Bra027436	Sp3g11620.1
OG0002516	Bra037109, Bra030854	Sp1g41140.1
OG0002517	Bra041024, Bra034831, Bra001409	Sp3g09790.1
OG0002518	Bra008704	Sp6g28750.1
OG0002518	Bra001019, Bra039143	Sp3g00990.1
OG0002519	Bra015483, Bra030640	Sp1g05010.1
OG0002519	Bra022829	Sp4g13620.1
OG0002520	Bra018204, Bra033809	Sp5g15040.1
OG0002521	Bra009757	Sp2g22940.1
OG0002521	Bra029947	Sp5g12720.1
OG0002522	Bra039500	Sp7g05720.1
OG0002523	Bra009941	Sp2g20960.1
OG0002523	Bra039424, Bra040535, Bra001155	Sp3g04450.1
OG0002524	Bra008480	Sp5g35470.1
OG0002524	Bra026757, Bra026122	Sp1g13910.1
OG0002525	Bra017427, Bra024838	Sp2g13450.1
OG0002525	Bra026817, Bra026201	Sp1g12960.1
OG0002526	Bra008761, Bra023463	Sp6g29630.1
OG0002527	Bra029025	Sp6g16470.1
OG0002528	Bra027612	Sp2g01550.1
OG0002528	Bra019777, Bra026963, Bra016763	Sp1g11200.1
OG0002529	Bra025702	Sp1g16900.1
OG0002529	Bra003786	Sp5g29890.1
OG0002530	Bra010754	Sp7g12110.1
OG0002530	Bra032771	Sp7g12200.1
OG0002531	Bra039924, Bra030210	Sp4g01740.1
OG0002531	Bra010617, Bra011790	Sp7g35490.1
OG0002532	Bra029994	Sp5g12030.1
OG0002532	Bra037120	Sp2g29420.1
OG0002533	Bra010421	Sp1g13240.1, Sp7g24900.1
OG0002533	Bra029000	Sp6g16920.1
OG0002534	Bra024212, Bra026270, Bra010378	Sp7g26240.1
OG0002535	Bra033495, Bra012779	Sp7g13820.1
OG0002535	Bra001832	Sp3g19540.1
OG0002536	Bra005239	Sp4g19130.1
OG0002536	Bra001239, Bra029628, Bra040364	Sp3g06100.1
OG0002537	Bra023836	Sp3g20120.1
OG0002537	Bra031349	Sp5g15100.1, Sp3g20100.1
OG0002538	Bra023284	Sp1g28200.1
OG0002538	Bra000716	Sp6g06820.1
OG0002539	Bra024703, Bra012449	Sp1g22180.1
OG0002540	Bra026067, Bra026723	Sp1g14500.1
OG0002541	Bra027531	Sp2g08970.1
OG0002541	Bra015274	Sp1g02730.1
OG0002542	Bra012157, Bra039051, Bra037113, Bra037112, Bra037115, Bra021614, Bra033113	Sp2g29300.1
OG0002543	Bra031029	Sp1g16400.1
OG0002543	Bra015954, Bra003822	Sp5g29120.1
OG0002544	Bra009745	Sp2g23080.1
OG0002545	Bra009841, Bra020500	Sp2g22070.1
OG0002545	Bra023324	Sp6g32180.1
OG0002546	Bra000757	Sp6g05550.1
OG0002546	Bra013653, Bra019349	Sp7g20960.1
OG0002547	Bra035686	Sp4g11450.1
OG0002547	Bra033832	Sp5g15680.1
OG0002548	Bra034140	Sp3g09040.1
OG0002548	Bra009406, Bra005833	Sp6g37830.1
OG0002549	Bra038541, Bra030259	Sp4g01230.1
OG0002549	Bra010665	Sp7g36160.1
OG0002550	Bra035151	Sp5g34950.1
OG0002550	Bra026091, Bra026738, Bra016646	Sp1g14250.1
OG0002551	Bra006583, Bra038199, Bra002336, Bra020133	Sp6g23640.1
OG0002552	Bra005819	Sp6g38050.1
OG0002552	Bra034133	Sp3g08910.1
OG0002553	Bra010787, Bra032366	Sp7g13920.1
OG0002553	Bra032367	Sp1g26050.1, Sp1g26060.1
OG0002554	Bra010191, Bra023295	Sp1g28080.1
OG0002555	Bra000695, Bra033701	Sp6g07620.1
OG0002564	Bra039084	Sp2g16460.1
OG0002564	Bra028474	Sp7g01140.1
OG0002565	Bra030880	Sp1g40880.1
OG0002565	Bra021501, Bra027408	Sp3g11890.1
OG0002566	Bra002536, Bra006695	Sp6g21410.1
OG0002568	Bra019872, Bra016846, Bra031759	Sp1g09910.1
OG0002569	Bra038442	Sp7g11970.1
OG0002569	Bra014975	Sp3g21440.1
OG0002570	Bra022723, Bra002984	Sp6g16460.1
OG0002571	Bra039174	Sp3g01450.1
OG0002571	Bra023542	Sp6g28250.1
OG0002572	Bra020037	Sp6g25030.1
OG0002572	Bra023366	Sp6g31470.1
OG0002573	Bra019166, Bra010467, Bra013889	Sp7g23430.1
OG0002574	Bra002559, Bra006709, Bra020313	Sp6g21250.1
OG0002574	Bra019382	Sp5g15060.1
OG0002576	Bra030346	Sp7g01980.1
OG0002576	Bra012387	Sp1g21160.1
OG0002577	Bra031453	Sp2g03380.1
OG0002577	Bra041072, Bra019883	Sp1g09770.1
OG0002578	Bra007860	Sp4g03360.1
OG0002578	Bra011250, Bra010247, Bra024020	Sp7g29050.1
OG0002579	Bra019896	Sp1g09570.1
OG0002579	Bra027124	Sp2g03810.1
OG0002580	Bra033404, Bra015279	Sp1g02780.1
OG0002580	Bra031123, Bra031121	Sp3g33670.1
OG0002581	Bra016602, Bra030988	Sp1g15560.1
OG0002581	Bra008037	Sp5g27600.1
OG0002582	Bra007458	Sp5g03620.1
OG0002582	Bra004761	Sp4g25510.1
OG0002583	Bra017662, Bra011543	Sp7g32360.1
OG0002583	Bra013079	Sp3g29600.1
OG0002584	Bra003873	Sp5g27680.1
OG0002584	Bra016601	Sp1g15570.1
OG0002585	Bra020656, Bra037429	Sp2g19590.1
OG0002585	Bra001215	Sp3g05740.1
OG0002586	Bra040530	Sp3g04530.1
OG0002586	Bra020569, Bra036606	Sp2g21030.1
OG0002587	Bra037250	Sp3g31190.1
OG0002587	Bra017737, Bra011649	Sp7g33700.1
OG0002588	Bra033280	Sp1g01120.1
OG0002588	Bra037406	Sp6g01260.1
OG0002589	Bra026198, Bra016688	Sp1g13010.1
OG0002590	Bra004680	Sp4g24480.1
OG0002591	Bra004083, Bra005533, Bra005532	Sp4g15370.1
OG0002592	Bra035067, Bra003636	Sp7g12390.1, Sp5g33860.1
OG0002593	Bra027077, Bra031401	Sp2g02810.1
OG0002594	Bra033232	Sp1g00500.1
OG0002594	Bra032651, Bra033231	Sp1g00490.1
OG0002595	Bra004662, Bra004663	Sp4g24230.1
OG0002596	Bra001486	Sp3g11220.1
OG0002596	Bra038032	Sp1g41570.1
OG0002597	Bra016022, Bra003859	Sp5g27990.1
OG0002598	Bra015907, Bra008153	Sp5g29660.1
OG0002598	Bra016542	Sp1g16770.1
OG0002599	Bra033540	Sp7g14660.1
OG0002599	Bra001645	Sp3g15190.1
OG0002600	Bra037418	Sp6g01450.1
OG0002600	Bra033295	Sp1g01290.1
OG0002601	Bra038129	Sp1g40090.1
OG0002601	Bra027326, Bra021569	Sp3g12860.1
OG0002602	Bra024466	Sp3g31870.1
OG0002602	Bra012100	Sp2g29920.1
OG0002603	Bra030019, Bra036091	Sp5g11640.1
OG0002604	Bra002916	Sp6g00020.1
OG0002604	Bra014090	Sp1g34720.1
OG0002605	Bra000423, Bra004540	Sp4g28420.1
OG0002605	Bra014426	Sp5g01730.1
OG0002606	Bra037961, Bra014369	Sp1g40510.1
OG0002606	Bra021537, Bra027366	Sp3g12440.1
OG0002607	Bra015717, Bra003705, Bra008283	Sp5g31990.1
OG0002608	Bra014522, Bra007495	Sp5g03230.1
OG0002608	Bra004808	Sp4g26220.1
OG0002609	Bra006045	Sp6g33340.1, SpUn0247_0010.1
OG0002610	Bra002239	Sp6g24930.1
OG0002610	Bra008906, Bra006148	Sp6g31410.1
OG0002612	Bra030418	Sp1g38420.1
OG0002612	Bra031273	Sp3g19370.1
OG0002613	Bra013573	Sp7g20070.1
OG0002613	Bra000804, Bra029514	Sp6g04195.1
OG0002614	Bra033516	Sp7g14210.1
OG0002615	Bra018170	Sp5g14670.1
OG0002615	Bra002616	Sp6g20570.1
OG0002616	Bra036991, Bra011458, Bra034579	Sp7g31380.1
OG0002617	Bra028705	SpUn0636_0010.1, SpUn1082_0010.1, SpUn0315_0010.1
OG0002617	Bra005928, Bra009284	Sp4g01010.1
OG0002618	Bra021061	Sp7g16940.1
OG0002619	Bra036488	Sp3g33820.1
OG0002619	Bra010366, Bra011030, Bra024200	Sp7g26440.1
OG0002620	Bra026068	Sp1g14490.1
OG0002620	Bra008416, Bra003606	Sp5g34590.1
OG0002621	Bra034087	Sp3g08150.1
OG0002621	Bra009536, Bra005735	Sp6g39440.1
OG0002622	Bra001119, Bra040397	Sp3g03545.1
OG0002622	Bra010007	Sp2g20080.1
OG0002623	Bra028103	Sp7g05520.1
OG0002623	Bra039737	Sp5g20630.1
OG0002624	Bra037013	Sp7g30970.1
OG0002624	Bra000541	Sp4g07300.1
OG0002625	Bra035388, Bra035526	Sp7g06540.1
OG0002625	Bra036665	Sp3g23380.1
OG0002626	Bra023618, Bra013977	Sp6g26780.1
OG0002627	Bra019468	Sp5g16460.1
OG0002627	Bra020203, Bra002423	Sp6g22710.1
OG0002628	Bra002143	Sp6g26100.1
OG0002628	Bra031954	Sp3g02990.1
OG0002629	Bra016885	Sp4g24460.1
OG0002629	Bra007361	Sp5g04870.1
OG0002630	Bra011780, Bra017850	Sp7g35380.1
OG0002631	Bra014388	Sp5g00660.1
OG0002632	Bra028514, Bra025457	Sp7g00210.1
OG0002632	Bra027713	Sp2g00040.1
OG0002633	Bra007747, Bra007745, Bra003525	Sp5g00090.1
OG0002634	Bra031552, Bra015551	Sp1g05810.1
OG0002634	Bra018337	Sp4g12700.1
OG0002635	Bra026160, Bra016671, Bra026778	Sp1g13490.1
OG0002636	Bra029023, Bra022725	Sp6g16480.1
OG0002636	Bra019060, Bra026365	Sp7g25180.1
OG0002637	Bra008489	Sp5g35620.1
OG0002637	Bra026134, Bra026765	Sp1g13750.1
OG0002638	Bra001149, Bra040217	Sp3g04320.1
OG0002639	Bra013428	Sp7g18340.1
OG0002640	Bra039408	Sp3g04690.1
OG0002640	Bra009918, Bra036594	Sp2g21210.1
OG0002641	Bra005303, Bra017266	Sp4g18290.1
OG0002642	Bra023025	Sp4g17950.1
OG0002642	Bra040093	Sp7g17360.1
OG0002643	Bra026501	Sp2g23790.1
OG0002644	Bra029602, Bra001213	Sp3g05720.1
OG0002644	Bra037422	Sp2g19640.1
OG0002645	Bra032349	Sp1g25860.1
OG0002645	Bra005419	Sp4g16770.1
OG0002646	Bra002138, Bra006442	Sp6g26160.1
OG0002647	Bra006300	Sp6g28640.1
OG0002647	Bra001024, Bra021479	Sp3g01090.1
OG0002648	Bra023263	Sp1g28500.1
OG0002648	Bra005344	Sp4g17620.1
OG0002649	Bra030366	Sp1g39300.1
OG0002650	Bra016043	Sp5g27720.1
OG0002650	Bra025972, Bra016599	Sp1g15610.1
OG0002651	Bra005389, Bra022993, Bra021933	Sp4g17100.1
OG0002652	Bra014034	Sp1g33840.1
OG0002652	Bra034429	Sp1g29900.1
OG0002653	Bra033422	Sp5g09750.1
OG0002654	Bra007695	Sp5g00820.1
OG0002654	Bra032248, Bra018722	Sp1g35270.1
OG0002655	Bra036059	Sp5g11940.1
OG0002655	Bra012143	Sp2g29460.1
OG0002656	Bra000853, Bra036234	Sp6g02960.1
OG0002657	Bra037497	Sp2g18640.1
OG0002657	Bra001261, Bra029663	Sp3g06540.1
OG0002658	Bra032864	Sp1g24200.1
OG0002658	Bra032856	Sp1g24120.1
OG0002659	Bra024441	Sp2g29110.1
OG0002659	Bra029980, Bra036036	Sp5g12230.1
OG0002660	Bra034546, Bra011409, Bra017264	Sp7g30810.1
OG0002660	Bra034295	Sp4g06290.1
OG0002661	Bra018823	Sp1g36850.1, SpUn0137_0030.1
OG0002661	Bra027826	Sp2g04630.1
OG0002662	Bra034421, Bra036760, Bra028088	Sp1g30180.1
OG0002663	Bra030723	Sp1g07060.1
OG0002663	Bra034331	Sp4g10000.1
OG0002664	Bra004923, Bra004918, Bra000391, Bra000390	Sp3g31160.1, Sp4g27540.1
OG0002665	Bra038997, Bra012180	Sp3g32770.1
OG0002665	Bra011136, Bra024125	Sp7g27600.1
OG0002666	Bra005661	Sp6g41190.1
OG0002666	Bra015533	Sp1g05570.1
OG0002667	Bra021128, Bra027217	Sp3g13990.1
OG0002668	Bra039052, Bra025344	Sp2g17280.1
OG0002669	Bra036610, Bra009938	Sp2g20990.1
OG0002669	Bra039421	Sp3g04490.1
OG0002670	Bra033994	Sp5g22540.1
OG0002670	Bra010960, Bra030028	Sp1g23440.1
OG0002671	Bra036352, Bra025178	Sp2g15230.1
OG0002671	Bra019720	Sp1g11930.1
OG0002672	Bra000545	Sp4g02570.1, Sp4g03670.1
OG0002673	Bra024029	Sp7g28860.1
OG0002674	Bra034407	SpUn0654_0010.1
OG0002674	Bra000684	Sp6g08040.1
OG0002675	Bra026331	Sp7g25570.1
OG0002675	Bra026334	Sp7g25560.1
OG0002676	Bra023546	Sp6g28180.1
OG0002677	Bra033138	Sp6g05830.1
OG0002679	Bra017604, Bra021970	Sp2g10350.1
OG0002680	Bra019634, Bra028545, Bra006965	Sp5g09330.1
OG0002681	Bra024544	Sp1g20350.1
OG0002681	Bra007977, Bra016140	Sp5g26570.1
OG0002682	Bra016959	Sp4g23270.1
OG0002683	Bra034276	Sp4g05670.1
OG0002684	Bra016958, Bra004595	Sp4g23310.1
OG0002685	Bra024401	Sp2g28710.1
OG0002685	Bra028579, Bra006067	Sp6g32890.1
OG0002687	Bra039978	Sp4g12120.1
OG0002687	Bra030681	Sp1g06160.1
OG0002688	Bra006519, Bra020065, Bra002263	Sp6g24590.1
OG0002689	Bra039641	Sp1g37190.1
OG0002689	Bra018844	Sp1g37180.1
OG0002689	Bra001768, Bra035834	Sp3g17980.1
OG0002690	Bra008529	Sp6g00730.1
OG0002690	Bra039319, Bra004933	Sp4g27800.1
OG0002691	Bra014969, Bra028334	Sp3g21390.1
OG0002692	Bra026076, Bra026728	Sp1g14430.1
OG0002692	Bra003599	Sp5g34720.1
OG0002693	Bra015150	Sp3g23270.1
OG0002693	Bra027511, Bra035369	Sp7g06260.1
OG0002694	Bra002472, Bra020241	Sp6g22120.1
OG0002695	Bra001767, Bra038246, Bra035835	Sp3g17970.1
OG0002696	Bra019370, Bra013628	Sp7g20640.1
OG0002697	Bra000244, Bra016902	Sp4g24180.1
OG0002697	Bra007349, Bra014611, Bra003296	Sp5g04940.1
OG0002698	Bra034855	Sp3g09530.1
OG0002698	Bra009132, Bra028749	Sp6g37130.1
OG0002699	Bra006223	Sp6g30080.1
OG0002700	Bra027032, Bra027033	Sp2g02040.1
OG0002701	Bra004651	Sp4g24070.1
OG0002701	Bra004650, Bra016917	Sp4g24060.1
OG0002702	Bra006882, Bra012831	Sp5g10370.1
OG0002703	Bra022053	Sp2g11490.1
OG0002703	Bra012631	Sp7g16190.1
OG0002704	Bra010320, Bra011130	Sp7g27480.1
OG0002704	Bra011129	Sp3g22800.1
OG0002705	Bra011920, Bra030855	Sp1g41130.1
OG0002705	Bra027434	Sp3g11650.1
OG0002706	Bra024090	Sp7g28140.1
OG0002707	Bra035544	Sp3g00100.1
OG0002707	Bra006235	Sp6g29940.1
OG0002708	Bra032504	Sp1g03370.1
OG0002708	Bra021843	Sp4g15630.1
OG0002710	Bra009072	Sp6g33480.1
OG0002710	Bra031898	Sp2g27920.1
OG0002711	Bra002140, Bra023667, Bra006445	Sp6g26130.1
OG0002711	Bra036426, Bra031961	Sp3g02910.1
OG0002712	Bra033482	Sp7g12530.1
OG0002712	Bra014915, Bra001905	Sp3g20820.1
OG0002713	Bra026299	Sp7g25890.1
OG0002713	Bra022634, Bra003077, Bra029093	Sp6g15340.1
OG0002714	Bra033740	Sp2g09200.1
OG0002714	Bra013501, Bra013478	Sp7g18950.1
OG0002715	Bra001970	Sp3g29400.1
OG0002715	Bra034627, Bra011535	Sp7g32250.1
OG0002716	Bra018072, Bra018073, Bra019516	Sp5g13800.1
OG0002716	Bra038607, Bra035858	Sp2g26240.1
OG0002717	Bra021766	Sp4g14410.1
OG0002717	Bra030611, Bra015428	Sp1g04350.1
OG0002719	Bra019877	Sp1g09840.1
OG0002719	Bra032240, Bra027094, Bra031443	Sp2g03240.1
OG0002720	Bra019216, Bra010487, Bra013817	Sp7g22590.1
OG0002721	Bra025509	SpUn0010_0120.1, Sp7g00640.1
OG0002721	Bra027652, Bra027797	Sp2g01030.1
OG0002722	Bra025936	Sp1g16010.1
OG0002722	Bra015994	Sp5g28320.1
OG0002723	Bra018926, Bra014298	Sp1g38350.1
OG0002724	Bra027446	Sp2g07200.1
OG0002725	Bra027093, Bra031442	Sp2g03230.1
OG0002725	Bra019876	Sp1g09850.1
OG0002726	Bra034675, Bra011585	Sp7g32870.1
OG0002727	Bra006619, Bra002403, Bra020182	Sp6g22950.1
OG0002727	Bra021471	Sp5g16980.1
OG0002728	Bra026420	Sp7g24540.1
OG0002728	Bra028950, Bra002856	Sp6g17820.1
OG0002729	Bra018353	Sp4g12520.1
OG0002729	Bra002623	Sp6g20400.1
OG0002730	Bra013555, Bra038758	Sp7g19910.1
OG0002731	Bra017582, Bra017583, Bra022013, Bra022016	Sp2g10907.1
OG0002731	Bra017585	Sp2g10900.1
OG0002732	Bra014834, Bra007053	Sp5g08210.1
OG0002734	Bra027708	Sp2g00110.1
OG0002734	Bra028520	Sp7g00110.1
OG0002735	Bra018799	Sp1g36620.1
OG0002735	Bra022410	Sp3g17380.1
OG0002736	Bra040510	Sp3g00760.1
OG0002736	Bra023501, Bra006276	Sp6g29020.1
OG0002737	Bra017536	Sp2g11470.1
OG0002737	Bra021027, Bra013270	Sp7g16160.1
OG0002738	Bra026686, Bra026000	Sp1g15260.1
OG0002739	Bra011544, Bra017663, Bra034638	Sp7g32370.1
OG0002740	Bra008222, Bra038550, Bra029227	Sp5g30860.1
OG0002741	Bra020118	Sp6g23840.1
OG0002741	Bra015171	Sp3g24300.1
OG0002742	Bra025459, Bra019389	Sp7g00280.1
OG0002743	Bra015979	SpUn0647_0010.1
OG0002743	Bra025924, Bra016564	Sp1g16200.1
OG0002744	Bra003928, Bra016144	Sp5g26530.1
OG0002744	Bra024545	Sp1g20360.1
OG0002745	Bra031492	Sp2g04090.1
OG0002745	Bra019897	Sp1g09550.1
OG0002746	Bra009420, Bra005824	Sp6g37950.1
OG0002747	Bra011602	Sp7g33070.1
OG0002747	Bra002028, Bra009657, Bra037281	Sp3g30510.1
OG0002748	Bra009837, Bra036543	Sp2g22160.1
OG0002749	Bra011022	Sp1g22330.1
OG0002749	Bra038320	Sp5g24290.1
OG0002751	Bra001919	Sp3g21490.1
OG0002751	Bra032757	Sp7g11870.1
OG0002752	Bra008652	Sp6g28060.1
OG0002752	Bra040591	Sp3g01560.1
OG0002753	Bra024244	Sp2g26940.1
OG0002753	Bra009373	Sp6g34050.1
OG0002754	Bra040013	Sp1g28710.1
OG0002755	Bra038282	Sp5g15860.1, Sp5g15830.1
OG0002756	Bra016213	Sp5g25590.1
OG0002756	Bra012375, Bra024602, Bra016345	Sp1g20890.1
OG0002757	Bra033527	Sp7g14570.1
OG0002757	Bra001643, Bra022183	Sp3g15100.1
OG0002758	Bra005623	Sp4g14310.1
OG0002759	Bra009892	Sp2g21500.1
OG0002759	Bra001176, Bra040241, Bra020794	Sp3g04890.1
OG0002760	Bra033439	Sp5g09920.1
OG0002760	Bra017285	Sp4g18120.1
OG0002761	Bra032607, Bra033322	Sp1g01460.1
OG0002761	Bra036302	Sp6g01840.1
OG0002762	Bra032013	Sp3g02190.1
OG0002763	Bra005362	Sp4g17400.1
OG0002763	Bra030212	Sp4g01730.1
OG0002764	Bra011660	Sp7g33870.1
OG0002764	Bra015209	Sp3g31380.1
OG0002765	Bra018752, Bra014156	Sp1g35690.1
OG0002765	Bra001702, Bra022311, Bra037591	Sp3g16430.1
OG0002766	Bra017844, Bra011778	Sp7g35320.1
OG0002767	Bra000732	Sp6g06410.1
OG0002767	Bra027699, Bra027735	Sp2g00340.1
OG0002768	Bra030586	Sp1g03560.1
OG0002768	Bra005522, Bra021829, Bra022927	Sp4g15450.1
OG0002769	Bra004743	Sp4g25220.1
OG0002770	Bra005022, Bra017058	Sp4g21960.1
OG0002771	Bra002076, Bra037263, Bra024499	Sp3g31000.1
OG0002772	Bra030790, Bra031676, Bra020005	Sp1g08250.1
OG0002773	Bra010594, Bra017814, Bra011752	Sp7g34950.1
OG0002774	Bra010004	Sp2g20110.1
OG0002774	Bra040394, Bra001115	Sp3g03480.1
OG0002775	Bra013807, Bra019225	Sp7g22480.1
OG0002776	Bra025277, Bra033012	Sp2g16660.1
OG0002777	Bra039780, Bra006995	Sp5g08950.1
OG0002778	Bra021372, Bra032016	Sp3g02150.1
OG0002778	Bra023593, Bra008580, Bra006382	Sp6g27120.1
OG0002779	Bra001980	Sp3g29810.1
OG0002779	Bra011558	Sp7g32520.1
OG0002780	Bra006707, Bra002556, Bra020310	Sp6g21280.1
OG0002781	Bra009082	Sp6g33605.1
OG0002782	Bra031445	Sp2g03270.1
OG0002782	Bra031757	Sp1g09830.1
OG0002783	Bra020305	Sp5g15250.1, Sp6g21320.1
OG0002784	Bra013230, Bra038893, Bra015099	Sp3g22700.1
OG0002784	Bra032687	Sp7g10310.1
OG0002785	Bra035081, Bra003629	Sp5g34030.1
OG0002786	Bra013179	Sp3g23750.1
OG0002786	Bra035378	Sp7g06390.1
OG0002787	Bra020547	Sp2g21590.1
OG0002787	Bra008921, Bra023358	Sp6g31590.1
OG0002788	Bra009190, Bra005894	Sp6g36460.1
OG0002788	Bra034817, Bra038674	Sp3g09930.1
OG0002789	Bra018530	Sp6g02680.1
OG0002789	Bra011086, Bra011110	Sp7g27330.1
OG0002790	Bra034011, Bra004211, Bra004098	Sp5g22180.1
OG0002791	Bra002186, Bra023693, Bra006481	Sp6g25590.1
OG0002792	Bra015336, Bra030577, Bra032498	Sp1g03460.1
OG0002793	Bra038414, Bra039202	Sp4g02470.1
OG0002794	Bra000453	Sp4g29400.1
OG0002795	Bra040326, Bra000368	Sp5g02680.1
OG0002795	Bra004887	Sp4g27130.1
OG0002796	Bra017723, Bra011624	Sp7g33350.1
OG0002796	Bra002073	Sp3g30920.1
OG0002797	Bra033419	Sp5g09700.1
OG0002797	Bra023053	Sp4g18410.1
OG0002799	Bra009800	Sp2g22580.1
OG0002799	Bra009015, Bra006070	Sp6g32800.1
OG0002800	Bra029572	Sp6g03720.1
OG0002800	Bra038783	Sp7g19240.1
OG0002801	Bra018595, Bra030745	Sp1g07510.1
OG0002802	Bra040794, Bra040752	Sp1g34320.1
OG0002803	Bra005488	Sp4g15870.1
OG0002803	Bra010903, Bra032875	Sp1g24300.1
OG0002804	Bra017193	Sp4g19670.1
OG0002805	Bra032133	Sp4g02850.1
OG0002805	Bra024069	Sp7g28410.1
OG0002806	Bra027092	Sp2g03210.1
OG0002807	Bra035083, Bra003627	Sp5g34060.1
OG0002808	Bra007103	Sp5g07590.1
OG0002808	Bra017088	Sp4g21480.1
OG0002809	Bra025789, Bra012206	Sp1g17830.1
OG0002810	Bra002162	Sp6g25830.1
OG0002810	Bra040139	Sp3g03250.1
OG0002811	Bra035232	Sp6g06100.1
OG0002811	Bra013694, Bra019300	Sp7g21380.1
OG0002812	Bra024944	Sp2g12150.1
OG0002812	Bra012669, Bra026246	Sp7g16830.1
OG0002813	Bra010533, Bra017711	Sp7g33230.1
OG0002813	Bra037274	Sp3g30750.1
OG0002814	Bra016565	Sp1g16190.1
OG0002814	Bra015978	Sp5g28810.1
OG0002815	Bra017950	Sp1g19330.1
OG0002815	Bra003679	Sp5g32720.1
OG0002816	Bra028100	Sp3g32000.1
OG0002816	Bra011700, Bra017775	Sp7g34370.1
OG0002817	Bra028151	Sp7g04230.1
OG0002818	Bra029301, Bra010041	Sp2g25090.1
OG0002818	Bra005931, Bra009273	Sp6g35590.1
OG0002819	Bra018025	Sp5g13110.1
OG0002819	Bra009707	Sp2g23470.1
OG0002820	Bra033010	Sp2g16620.1
OG0002820	Bra025561	Sp7g01270.1
OG0002821	Bra013292, Bra040924, Bra021018	Sp7g15890.1
OG0002822	Bra033111, Bra025405	Sp2g18060.1
OG0002823	Bra005397	Sp4g17000.1
OG0002823	Bra032395	Sp1g26340.1
OG0002824	Bra013900, Bra019154	Sp7g23590.1
OG0002824	Bra029129	Sp6g14510.1
OG0002825	Bra023900, Bra031258	Sp3g19150.1
OG0002825	Bra014292	Sp1g38240.1
OG0002827	Bra004461	Sp4g29310.1
OG0002828	Bra026414, Bra010431	Sp7g24610.1
OG0002828	Bra028971	Sp6g17480.1
OG0002829	Bra035042	Sp5g33600.1
OG0002829	Bra026006	Sp1g15170.1
OG0002830	Bra035121	Sp5g34520.1
OG0002830	Bra026064	Sp1g14530.1
OG0002831	Bra028366	Sp3g21940.1
OG0002831	Bra034872	Sp7g11230.1
OG0002832	Bra014906, Bra023175	Sp1g27130.1
OG0002833	Bra028412, Bra028428, Bra029951	Sp7g03880.1, Sp7g13280.1, Sp7g03230.1
OG0002834	Bra013465, Bra020919	Sp7g18800.1
OG0002836	Bra026973, Bra016775, Bra019761	Sp1g10980.1
OG0002837	Bra015734	Sp5g31710.1
OG0002837	Bra025858	Sp1g18650.1
OG0002838	Bra019831, Bra031780	Sp1g10400.1
OG0002838	Bra028530	Sp1g00320.1
OG0002839	Bra004785	Sp4g25870.1
OG0002839	Bra014526	Sp5g03340.1
OG0002840	Bra000591	Sp4g00010.1
OG0002840	Bra033558	Sp7g37470.1
OG0002841	Bra004085	Sp5g22470.1
OG0002841	Bra030029	Sp1g23450.1
OG0002842	Bra013654, Bra019348	Sp7g20970.1
OG0002842	Bra029427	Sp6g05560.1
OG0002843	Bra035766	Sp3g18630.1, Sp3g18650.1, Sp3g18640.1
OG0002843	Bra001796, Bra023940, Bra035767	Sp3g18610.1
OG0002844	Bra008920, Bra006137, Bra023360	Sp6g31570.1
OG0002845	Bra016165	Sp5g26190.1
OG0002845	Bra012355, Bra024559	Sp1g20480.1
OG0002846	Bra000634	Sp6g10450.1
OG0002846	Bra010934, Bra032831	Sp1g23720.1
OG0002847	Bra018459	Sp1g08780.1
OG0002847	Bra027856	Sp2g05040.1
OG0002848	Bra013416	Sp7g18230.1
OG0002848	Bra021949, Bra025093	Sp2g09920.1
OG0002849	Bra017443, Bra024875	Sp2g13010.1
OG0002850	Bra026827	Sp1g12850.1
OG0002852	Bra025219, Bra032939	Sp2g15770.1
OG0002852	Bra019797, Bra026948	Sp1g11470.1
OG0002853	Bra036668	Sp3g22920.1
OG0002853	Bra034897	Sp7g09990.1
OG0002854	Bra005608, Bra005569	Sp4g14980.1
OG0002854	Bra005606, Bra005571	Sp4g14560.1
OG0002855	Bra014339, Bra017465, Bra024902	Sp2g12620.1
OG0002856	Bra035282, Bra033169	Sp6g06760.1
OG0002856	Bra013762	Sp7g22060.1
OG0002857	Bra004413	Sp4g30030.1
OG0002857	Bra014963	Sp3g21240.1
OG0002858	Bra009006, Bra028568	Sp6g32690.1
OG0002859	Bra005942	Sp6g35370.1
OG0002859	Bra029321, Bra012935	Sp2g24840.1
OG0002861	Bra029424	Sp6g05600.1
OG0002861	Bra019343, Bra020826	Sp7g21040.1
OG0002867	Bra018686	Sp1g06460.1
OG0002867	Bra035680, Bra011934	Sp4g11530.1
OG0002868	Bra025098	Sp2g09690.1
OG0002869	Bra023979	Sp7g29670.1
OG0002869	Bra032043, Bra007820	Sp4g04080.1
