Orthogroup	Brassica_rapa	Arabidopsis_thaliana
OG0001852	Bra035183	AT1G80440
OG0001852	Bra026116, Bra026753	AT1G15670
OG0001853	Bra028603, Bra006044	AT5G10050
OG0001853	Bra024363	AT5G65205
OG0001854	Bra031542, Bra015534	AT1G06870
OG0001856	Bra015292, Bra032525	AT1G04170
OG0001856	Bra030556	AT4G18330, AT2G18720
OG0001857	Bra030430, Bra014295	AT1G51660
OG0001857	Bra001818, Bra023894	AT3G21220
OG0001859	Bra038255, Bra001779	AT3G20190
OG0001859	Bra014257, Bra030482	AT1G50610
OG0001861	Bra030296	AT2G21480
OG0001861	Bra010704, Bra033598, Bra011875	AT4G39110
OG0001862	Bra029510	AT4G04630
OG0001862	Bra013577, Bra019408	AT4G21970
OG0001863	Bra005832	AT5G04960
OG0001863	Bra001375, Bra034139	AT3G10710
OG0001864	Bra007405	AT3G58620
OG0001864	Bra004709, Bra000267	AT2G42580
OG0001865	Bra007639	AT3G61900
OG0001865	Bra039264, Bra004515	AT2G46690
OG0001866	Bra032437, Bra032438, Bra030638, Bra015473	AT1G06120, AT1G06090
OG0001867	Bra031536	AT1G06750
OG0001867	Bra021655, Bra018300	AT2G30630
OG0001868	Bra006489, Bra002200	AT5G19000
OG0001868	Bra040233, Bra020764, Bra001186	AT3G06190
OG0001869	Bra038636	AT5G63470
OG0001869	Bra018046	AT3G48590
OG0001870	Bra000795	AT4G04480
OG0001872	Bra039427	AT3G05570
OG0001872	Bra033605	AT4G39235
OG0001873	Bra031717	AT1G10530
OG0001873	Bra035410, Bra027820	AT1G60010
OG0001874	Bra040986, Bra028434	AT5G39500
OG0001874	Bra019694	AT1G13980
OG0001875	Bra011631	AT4G35700
OG0001875	Bra011628	AT4G35610
OG0001876	Bra028487, Bra025520	AT5G41100
OG0001876	Bra025235, Bra032961	AT3G26910
OG0001877	Bra003469	AT3G61760
OG0001877	Bra025448, Bra028525	AT5G42080
OG0001878	Bra012126	AT5G67020
OG0001878	Bra036072, Bra030003	AT3G50340
OG0001879	Bra016926	AT2G41560
OG0001879	Bra007319, Bra003276	AT3G57330
OG0001880	Bra009849, Bra020506	AT5G25540
OG0001880	Bra023325, Bra008962	AT5G11440
OG0001881	Bra028532	AT3G52770
OG0001882	Bra015235	AT2G15770, AT2G15340
OG0001882	Bra041119	AT2G15780
OG0001883	Bra026727, Bra026074	AT1G16240
OG0001883	Bra008425, Bra035128	AT1G79590
OG0001884	Bra016026, Bra003863	AT1G72960
OG0001884	Bra027391, Bra001525	AT3G13870
OG0001885	Bra023772	AT1G50040
OG0001885	Bra038227, Bra022447	AT3G19680
OG0001886	Bra027240	AT3G15480
OG0001886	Bra030968, Bra019000	AT1G52910
OG0001887	Bra016350, Bra012372	AT1G23350
OG0001887	Bra007922	AT1G70540
OG0001888	Bra004388	AT5G15380
OG0001888	Bra008749	AT5G14620
OG0001889	Bra006675, Bra002504, Bra020261	AT5G60200
OG0001890	Bra019628	AT3G53040
OG0001890	Bra017229, Bra005256	AT2G36640
OG0001891	Bra023533	AT5G15700
OG0001891	Bra004010, Bra004354	AT1G68990
OG0001892	Bra022417, Bra022415, Bra038205	AT3G19380
OG0001892	Bra014206	AT1G49780
OG0001893	Bra009196	AT5G06460
OG0001893	Bra022779, Bra021611, Bra018338	AT2G30110
OG0001894	Bra001296, Bra029801	AT3G09880
OG0001895	Bra013934	AT4G25940
OG0001895	Bra020460, Bra002750	AT5G57200
OG0001896	Bra016533, Bra025697	AT1G18900
OG0001896	Bra003787, Bra015895	AT1G74750
OG0001897	Bra005438	AT2G34300
OG0001897	Bra010830, Bra032319, Bra030140	AT1G29470
OG0001898	Bra000821, Bra034214	AT4G03520
OG0001899	Bra035017, Bra012027	AT1G78190
OG0001899	Bra031378, Bra012318	AT1G22270
OG0001900	Bra014511, Bra007507	AT3G60120
OG0001901	Bra006505	AT5G19430
OG0001901	Bra008900, Bra006156	AT5G12310
OG0001902	Bra026021, Bra016629	AT1G16860
OG0001902	Bra008384, Bra035072	AT1G78880
OG0001903	Bra020690, Bra037476	AT5G48580
OG0001903	Bra013225	AT3G25220
OG0001904	Bra017504, Bra022104	AT5G47100
OG0001905	Bra026066	AT1G16320
OG0001905	Bra003607	AT1G79510
OG0001906	Bra013339	AT4G18670
OG0001906	Bra001950	AT3G24480
OG0001907	Bra016508, Bra025733, Bra031077	AT1G19350
OG0001907	Bra015868, Bra003772	AT1G75080
OG0001908	Bra033632	AT4G39650
OG0001908	Bra033631	AT1G69820
OG0001909	Bra034736, Bra001467	AT3G12740
OG0001909	Bra030808	AT1G54320
OG0001910	Bra026217	AT1G14460
OG0001910	Bra024816, Bra026592, Bra026593	AT2G02480
OG0001911	Bra009911	AT1G31630, AT1G33070, AT1G31640, AT5G26580, AT5G27960, AT5G26650
OG0001912	Bra034805, Bra038684	AT3G11850
OG0001912	Bra009206	AT5G06560
OG0001913	Bra039806, Bra003148	AT3G53600
OG0001913	Bra005197, Bra017188, Bra030981	AT2G37430
OG0001914	Bra009344	AT5G08500
OG0001914	Bra026490, Bra009696	AT5G23575
OG0001915	Bra009106	AT5G05350
OG0001915	Bra029884	AT3G10980
OG0001916	Bra036354	AT3G25990
OG0001916	Bra019721, Bra026903	AT1G13450
OG0001917	Bra013738, Bra010545, Bra019262	AT4G23870
OG0001918	Bra029703	AT3G08620
OG0001918	Bra005093, Bra000075	AT2G38610
OG0001919	Bra006559	AT1G49390
OG0001919	Bra003022	AT5G20400, AT5G20550
OG0001920	Bra024360	AT5G65160
OG0001920	Bra006046, Bra009058, Bra028602	AT5G10090
OG0001921	Bra019778	AT1G12640
OG0001921	Bra027001	AT1G63050
OG0001922	Bra016392, Bra031358	AT1G22020
OG0001922	Bra036774	AT1G36370
OG0001923	Bra000026, Bra017151	AT2G37890
OG0001923	Bra014855	AT3G53940
OG0001924	Bra018092, Bra033779	AT3G47980
OG0001924	Bra010116, Bra035883	AT5G62720
OG0001925	Bra003222, Bra007198	AT3G55880
OG0001925	Bra000167, Bra017033	AT2G40095
OG0001926	Bra021876	AT2G33790
OG0001926	Bra030083, Bra032889	AT1G28290
OG0001927	Bra006090	AT5G11110
OG0001927	Bra002289, Bra020096	AT5G20280
OG0001928	Bra002040, Bra002041, Bra034843	AT3G11430
OG0001928	Bra009162	AT5G06090
OG0001929	Bra038843, Bra012167, Bra036729	AT2G19160
OG0001929	Bra010307, Bra024111	AT4G30060
OG0001930	Bra009293	AT5G07070
OG0001930	Bra002654, Bra020371	AT5G58380
OG0001931	Bra011692	AT4G36580
OG0001931	Bra037225	AT2G18330
OG0001932	Bra014201	AT1G49580
OG0001932	Bra022388, Bra001734, Bra037539	AT3G19100
OG0001933	Bra022320, Bra007427, Bra037584, Bra001706	AT3G18410
OG0001934	Bra033813	AT3G46600
OG0001934	Bra002564	AT5G59450
OG0001935	Bra033339, Bra032590	AT5G38700
OG0001935	Bra000890	AT4G02170
OG0001936	Bra024073	AT4G30470
OG0001936	Bra032137	AT2G23910
OG0001937	Bra025263, Bra039086	AT3G27280
OG0001937	Bra028475, Bra025548	AT5G40770
OG0001938	Bra029063, Bra003048	AT5G53540
OG0001938	Bra026316	AT4G27680
OG0001939	Bra028665, Bra005982	AT5G08300
OG0001939	Bra013027	AT5G23250
OG0001940	Bra031005, Bra025947	AT1G17810
OG0001940	Bra008079, Bra016014	AT1G73190
OG0001941	Bra005159, Bra005158	AT2G37790
OG0001941	Bra000018, Bra005162, Bra005161, Bra000019	AT2G37770
OG0001942	Bra017147, Bra005146	AT2G37960
OG0001942	Bra003168	AT3G54060
OG0001943	Bra030618	AT1G05640
OG0001943	Bra005639	AT2G31820
OG0001944	Bra038827	AT2G18860
OG0001944	Bra011176, Bra010294	AT4G30240
OG0001945	Bra003190	AT3G54600
OG0001945	Bra025481	AT2G38860
OG0001946	Bra025052	AT5G45810
OG0001946	Bra013340, Bra020996	AT4G18700
OG0001947	Bra015667	AT1G77500
OG0001947	Bra017947	AT1G21740
OG0001948	Bra038253, Bra035819	AT3G20060
OG0001949	Bra008915	AT5G12110
OG0001949	Bra020043, Bra006507, Bra002241	AT5G19510
OG0001950	Bra015879	AT1G74960
OG0001951	Bra007808	AT2G25250
OG0001951	Bra023967, Bra011315	AT4G32020
OG0001952	Bra011821, Bra010644, Bra017871	AT4G39950
OG0001952	Bra030246	AT2G22330
OG0001953	Bra025857	AT1G20925
OG0001953	Bra003716, Bra015736, Bra008264	AT1G76530, AT1G76520
OG0001954	Bra033988, Bra026089	AT1G15960
OG0001954	Bra003587, Bra008437, Bra035149	AT1G80830
OG0001955	Bra037920, Bra012259, Bra000711	AT4G10480
OG0001956	Bra026809	AT1G14720
OG0001956	Bra026630, Bra024848	AT2G01850
OG0001957	Bra014676, Bra014677, Bra003249, Bra007264, Bra007263, Bra003255, Bra003248	AT3G56700
OG0001958	Bra012390	AT1G23840, AT1G23830
OG0001958	Bra024621	AT1G23850
OG0001959	Bra032822, Bra030040	AT1G27360
OG0001959	Bra010949, Bra032823, Bra030041	AT1G27370
OG0001960	Bra021810, Bra022899, Bra005560	AT2G32730
OG0001961	Bra012417, Bra024642	AT1G24170
OG0001961	Bra016237	AT1G70090
OG0001962	Bra037265, Bra024504	AT2G17620
OG0001962	Bra017726	AT4G35620
OG0001963	Bra037728, Bra000298	AT2G43240
OG0001963	Bra014541, Bra007445	AT3G59360
OG0001964	Bra024940	AT5G47490
OG0001964	Bra017485, Bra017483	AT5G47480
OG0001965	Bra015737	AT1G76510
OG0001965	Bra016443, Bra025855, Bra012257	AT1G20910
OG0001966	Bra027559, Bra033752	AT5G44560
OG0001967	Bra004546	AT2G46330
OG0001967	Bra014427	AT3G61640
OG0001968	Bra025091, Bra027593	AT5G45130
OG0001968	Bra013410	AT4G19640
OG0001969	Bra023689, Bra002173	AT5G18620
OG0001969	Bra020751, Bra040221	AT3G06400
OG0001970	Bra026055	AT1G16460
OG0001970	Bra035101, Bra003617	AT1G79230
OG0001971	Bra022772, Bra018346	AT2G30020
OG0001972	Bra027265, Bra021094	AT3G15270
OG0001972	Bra039656, Bra038101	AT1G53160
OG0001973	Bra014597, Bra007369	AT3G57950
OG0001973	Bra004672	AT2G42180
OG0001974	Bra016376, Bra012332	AT1G22520
OG0001975	Bra024459, Bra038546, Bra038814	AT2G18690, AT2G18680
OG0001976	Bra018108	AT3G47820
OG0001976	Bra029250, Bra035890	AT5G62560
OG0001977	Bra027557, Bra033746	AT5G44480
OG0001977	Bra013466, Bra020917	AT4G20460
OG0001978	Bra037085	AT4G15165
OG0001978	Bra034544	AT3G22110
OG0001979	Bra020731, Bra036196, Bra025421	AT3G30775
OG0001979	Bra028202	AT5G38710
OG0001980	Bra036418	AT3G03980
OG0001980	Bra002142	AT5G18210
OG0001981	Bra026554, Bra024780	AT2G03340
OG0001981	Bra016716, Bra026869, Bra019697	AT1G13960
OG0001982	Bra019131, Bra013943, Bra019132	AT4G26010
OG0001983	Bra010424, Bra026398	AT4G26850
OG0001984	Bra026174, Bra026790	AT1G14970
OG0001984	Bra026662, Bra024882	AT2G01480
OG0001985	Bra026179	AT1G14910
OG0001985	Bra026647, Bra017439, Bra024871	AT2G01600
OG0001986	Bra003547	AT1G80050
OG0001986	Bra023310, Bra008986	AT5G11160
OG0001987	Bra009134	AT5G05790
OG0001987	Bra034173, Bra034853	AT3G11280
OG0001988	Bra030303, Bra031181	AT2G21330
OG0001988	Bra011884, Bra033589, Bra010717	AT4G38970
OG0001989	Bra039959, Bra023821	AT3G22530
OG0001990	Bra025917, Bra016561	AT1G18300
OG0001990	Bra008101, Bra015986	AT1G73540
OG0001991	Bra007773	AT2G22050
OG0001991	Bra036031, Bra036029, Bra036030, Bra007165, Bra003794, Bra036033, Bra036032	AT2G22060
OG0001992	Bra007563, Bra014469	AT3G60800
OG0001993	Bra018643, Bra030716, Bra031616	AT1G08200
OG0001993	Bra034374	AT2G27860
OG0001994	Bra018117	AT3G47710
OG0001994	Bra008154	AT1G74500
OG0001995	Bra033349, Bra032583	AT1G02816
OG0001995	Bra000885, Bra018557	AT4G02370
OG0001996	Bra023485	AT5G14740
OG0001996	Bra039113, Bra040520	AT3G01500
OG0001997	Bra012626, Bra013272	AT4G17980
OG0001997	Bra022046, Bra025012	AT5G46590
OG0001998	Bra011028, Bra024203, Bra010368	AT4G28440
OG0001998	Bra015268	AT1G03810
OG0001999	Bra026419, Bra019098	AT4G26590
OG0001999	Bra035596	AT5G55930
OG0002000	Bra015683, Bra008297	AT1G77240
OG0002000	Bra017925	AT1G21540, AT1G21530
OG0002001	Bra026575, Bra017407, Bra024801	AT2G02870
OG0002001	Bra026838	AT1G14330
OG0002002	Bra013420, Bra012534, Bra013419	AT4G19690
OG0002003	Bra020831	AT5G42232, AT5G42235
OG0002004	Bra038431	AT1G31670, AT1G31690
OG0002004	Bra038432	AT1G31710
OG0002007	Bra002139	AT5G18170
OG0002007	Bra036428	AT3G03910
OG0002008	Bra019027, Bra026307	AT4G27780
OG0002008	Bra022656	AT5G53470
OG0002009	Bra008080, Bra016013	AT1G73200
OG0002009	Bra031006, Bra025946	AT1G17820
OG0002010	Bra029729, Bra001337, Bra040063	AT3G08910
OG0002011	Bra018952	AT1G52190
OG0002011	Bra027185, Bra021168	AT3G16180
OG0002012	Bra026418	AT4G26600
OG0002012	Bra002867, Bra035594	AT5G55920
OG0002013	Bra007696, Bra014396	AT3G62720
OG0002013	Bra018545, Bra000877, Bra036262	AT4G02500
OG0002014	Bra025061, Bra017594	AT5G45720
OG0002014	Bra013353	AT4G18820
OG0002015	Bra001547, Bra027350, Bra021548, Bra021549	AT3G14310
OG0002015	Bra040563	AT1G53830
OG0002016	Bra010483, Bra013832, Bra019210	AT4G24770
OG0002017	Bra018351	AT2G29970
OG0002017	Bra015561, Bra031556	AT1G07200
OG0002018	Bra036834, Bra012866	AT3G51150
OG0002019	Bra024395, Bra031854	AT5G65530
OG0002019	Bra009025	AT5G10520
OG0002020	Bra030538, Bra033413	AT1G03610
OG0002020	Bra034207, Bra000825	AT4G03420
OG0002021	Bra004733	AT2G42960
OG0002021	Bra007433, Bra003365	AT3G59110
OG0002022	Bra039694	AT1G53840
OG0002023	Bra021148, Bra027198	AT3G15950
OG0002023	Bra018970, Bra030385	AT1G52410
OG0002024	Bra009447	AT5G04510
OG0002024	Bra029850, Bra034125	AT3G10540
OG0002025	Bra039719, Bra036892	AT4G14740
OG0002026	Bra010746	AT4G38350
OG0002026	Bra011986, Bra034382	AT1G42470
OG0002027	Bra016425, Bra015704	AT1G76970
OG0002027	Bra012279, Bra017910	AT1G21380
OG0002028	Bra013458, Bra020926, Bra038805	AT4G20360
OG0002029	Bra000432, Bra004506	AT2G46800
OG0002030	Bra037575, Bra001712, Bra022335	AT3G18590
OG0002031	Bra020127, Bra006576, Bra002330	AT5G20810
OG0002031	Bra034954	AT3G43120
OG0002032	Bra002947	AT5G54900
OG0002032	Bra010418, Bra019078, Bra026387	AT4G27000
OG0002033	Bra015952	AT1G73950
OG0002033	Bra031030	AT1G18470
OG0002034	Bra021295, Bra033955	AT3G45690, AT3G45680
OG0002035	Bra019057	AT4G27320
OG0002035	Bra022721	AT5G54430
OG0002036	Bra026976, Bra019756	AT1G12310, AT1G62820
OG0002037	Bra021961	AT5G45280
OG0002037	Bra020963, Bra013394	AT4G19410
OG0002038	Bra037092	AT1G56030, AT1G56040
OG0002039	Bra024539, Bra012345	AT1G22810
OG0002039	Bra016133, Bra007974	AT1G71520
OG0002040	Bra003688, Bra015677, Bra008301	AT1G77310
OG0002041	Bra002209, Bra023702	AT5G19090
OG0002041	Bra001184, Bra020774	AT3G06130
OG0002042	Bra009158	AT5G06050
OG0002042	Bra005018, Bra000145	AT2G39750
OG0002043	Bra028973	AT5G55550
OG0002043	Bra026413, Bra019094	AT4G26650
OG0002044	Bra030466, Bra018878	AT1G50930
OG0002044	Bra035771, Bra023943	AT3G20557
OG0002045	Bra033818	AT3G09110
OG0002046	Bra002513, Bra020265, Bra020264	AT5G60080, AT5G60090
OG0002047	Bra016375	AT1G22570
OG0002047	Bra012334, Bra024520	AT1G22550
OG0002048	Bra021930, Bra005392	AT2G34790
OG0002048	Bra014890, Bra023131	AT1G30760
OG0002049	Bra025966, Bra016597	AT1G17530
OG0002049	Bra008046, Bra016036	AT1G72750
OG0002050	Bra004587	AT2G40800
OG0002050	Bra007246	AT3G56430
OG0002051	Bra003373, Bra007444, Bra014542	AT3G59350
OG0002051	Bra004752, Bra037729	AT2G43230
OG0002052	Bra016204, Bra007923	AT1G70550
OG0002053	Bra007497, Bra003397	AT3G59970
OG0002053	Bra004810, Bra037664	AT2G44160
OG0002054	Bra014828, Bra007059	AT3G54250
OG0002055	Bra010952, Bra032821	AT1G27350, AT1G27330
OG0002056	Bra034776, Bra001436	AT3G12130
OG0002057	Bra016558	AT1G18360
OG0002057	Bra003843, Bra015989	AT1G73480
OG0002059	Bra009200	AT5G06510
OG0002059	Bra040529, Bra001164	AT3G05690
OG0002060	Bra009444, Bra028785	AT5G04540
OG0002060	Bra034126	AT3G10550
OG0002061	Bra030242, Bra038528	AT2G22400
OG0002061	Bra011816	AT4G40000
OG0002062	Bra033483	AT4G14440
OG0002062	Bra039860	AT4G14430
OG0002063	Bra028127	AT5G37550
OG0002063	Bra039754	AT1G66190
OG0002064	Bra009121	AT5G05610
OG0002064	Bra034169, Bra001393, Bra034860	AT3G11200
OG0002065	Bra026145	AT1G15310
OG0002065	Bra014161, Bra018760	AT5G49500
OG0002066	Bra029954	AT3G49410
OG0002066	Bra029406	AT5G24450
OG0002067	Bra015709	AT1G76940
OG0002067	Bra025890, Bra012275	AT1G21320
OG0002068	Bra010481	AT4G24810
OG0002068	Bra040863	AT5G50330
OG0002069	Bra030692, Bra002546, Bra006701, Bra002544	AT1G51840
OG0002070	Bra000354	AT2G44570
OG0002070	Bra004846, Bra004844, Bra004845	AT2G44540, AT2G44550, AT2G44560
OG0002071	Bra013836	AT4G24800
OG0002071	Bra038615	AT5G63190
OG0002072	Bra033745, Bra039511	AT5G44460
OG0002072	Bra013470	AT4G20780
OG0002073	Bra015814, Bra008224	AT1G75800
OG0002074	Bra018782	AT1G49270
OG0002074	Bra001723, Bra022359	AT3G18810
OG0002075	Bra016881, Bra004686, Bra004685	AT2G42350
OG0002075	Bra004687	AT2G42360
OG0002076	Bra006415	AT5G17600
OG0002076	Bra001080, Bra021354	AT3G03550
OG0002077	Bra025022	AT5G46340
OG0002077	Bra005426, Bra022975, Bra021908	AT1G29890, AT2G34410
OG0002078	Bra002218	AT5G19160
OG0002078	Bra001182	AT3G06080
OG0002079	Bra036725, Bra038995	AT2G19350
OG0002079	Bra011141, Bra024121	AT4G29850
OG0002080	Bra026546, Bra034608, Bra011490	AT4G34131
OG0002080	Bra011495, Bra011492, Bra034609	AT4G34135
OG0002081	Bra013850, Bra019200	AT4G24960
OG0002081	Bra022765	AT5G50720
OG0002082	Bra041025	AT1G53700
OG0002082	Bra027344	AT3G14370
OG0002083	Bra014619, Bra007336	AT3G57550
OG0002084	Bra007373, Bra014594	AT3G58000
OG0002086	Bra036492, Bra031136	AT2G20670
OG0002086	Bra026262, Bra024209	AT4G32480
OG0002087	Bra010841	AT1G29230
OG0002087	Bra005446, Bra005447, Bra021897	AT2G34180
OG0002088	Bra008240, Bra015783	AT1G76140
OG0002088	Bra025816	AT1G20380
OG0002089	Bra011747	AT4G37250
OG0002089	Bra032175	AT2G23300
OG0002090	Bra000602	AT5G49945
OG0002090	Bra019229, Bra013792	AT4G24330
OG0002091	Bra013786, Bra019231, Bra002461, Bra010498	AT5G49910, AT4G24280
OG0002092	Bra006278	AT5G15080
OG0002092	Bra040508, Bra039129	AT3G01300
OG0002093	Bra034081	AT3G09710
OG0002093	Bra009554, Bra028854	AT5G03040
OG0002094	Bra031159, Bra030325	AT4G38680
OG0002096	Bra021650	AT2G30575
OG0002096	Bra031537, Bra015529	AT1G06780
OG0002097	Bra006234, Bra023446, Bra008784	AT5G14040
OG0002098	Bra014191	AT1G49475
OG0002098	Bra022374	AT4G01580, AT3G18960
OG0002099	Bra015326	AT1G04550
OG0002099	Bra005508, Bra022934	AT2G33310
OG0002100	Bra034439	AT1G34180
OG0002100	Bra036744, Bra028039, Bra034436	AT1G34190
OG0002101	Bra005579, Bra021776	AT2G32270
OG0002101	Bra015415	AT1G05300
OG0002102	Bra027678, Bra027757	AT1G64090
OG0002103	Bra040288	AT3G06740
OG0002103	Bra020650, Bra037421	AT5G49300
OG0002104	Bra019167	AT4G25400
OG0002104	Bra028275, Bra022562	AT5G51780
OG0002105	Bra003362	AT3G59050
OG0002105	Bra000284, Bra004737, Bra037741	AT2G43020
OG0002106	Bra029481, Bra000785	AT4G04020
OG0002106	Bra013602	AT4G22240
OG0002107	Bra009986	AT5G28040
OG0002107	Bra040116, Bra040416	AT3G04930
OG0002108	Bra026110	AT1G15760
OG0002108	Bra003571, Bra035174	AT1G80520
OG0002109	Bra016214	AT5G42140
OG0002109	Bra015708, Bra003698	AT1G76950
OG0002110	Bra038098	AT1G53090
OG0002110	Bra027259, Bra021100	AT3G15354
OG0002111	Bra032623, Bra033281	AT1G01160
OG0002112	Bra035002	AT3G44260
OG0002112	Bra002400, Bra020179, Bra006616	AT5G22250
OG0002113	Bra013670	AT4G23020
OG0002113	Bra033130, Bra040996	AT4G11780
OG0002114	Bra037976	AT1G54220
OG0002114	Bra001531, Bra027386	AT3G13930
OG0002115	Bra006370, Bra008596	AT5G16770
OG0002115	Bra032028, Bra021382	AT3G02940
OG0002116	Bra000995, Bra040548	AT3G01700
OG0002116	Bra008762	AT5G14380
OG0002117	Bra011398	AT4G32940
OG0002117	Bra007775	AT2G25940
OG0002118	Bra005867, Bra028748, Bra009133	AT5G05780
OG0002119	Bra019732	AT1G11990
OG0002119	Bra027051	AT1G62330
OG0002120	Bra027782, Bra027664	AT1G63840
OG0002121	Bra028005	AT1G33490
OG0002121	Bra033194	AT4G10140
OG0002122	Bra009546, Bra028846	AT5G03200
OG0002122	Bra034086, Bra029788	AT3G09770
OG0002123	Bra015471, Bra030637	AT1G06070
OG0002123	Bra018250, Bra021735	AT2G31370
OG0002124	Bra035863	AT5G63085
OG0002125	Bra016656, Bra026126	AT1G15500
OG0002125	Bra003560, Bra035190	AT1G80300
OG0002126	Bra029210, Bra001172, Bra020800	AT3G05910
OG0002126	Bra036587, Bra009909	AT5G26670
OG0002127	Bra011043	AT4G28630
OG0002127	Bra002664, Bra006776	AT5G58270
OG0002128	Bra019949, Bra019947, Bra019948	AT1G10300
OG0002128	Bra030585	AT1G50920
OG0002129	Bra011386, Bra034536	AT4G32830
OG0002130	Bra016975, Bra000202	AT2G40740
OG0002131	Bra009665	AT2G17110
OG0002131	Bra020807, Bra011597	AT4G35240
OG0002132	Bra001144	AT3G05290
OG0002132	Bra036625, Bra009953	AT5G27520
OG0002133	Bra021039, Bra038845	AT4G17660
OG0002133	Bra024965, Bra017508	AT5G47070
OG0002134	Bra026928, Bra028427	AT1G13120
OG0002135	Bra006642, Bra002440	AT5G22930
OG0002135	Bra037611	AT3G44940
OG0002136	Bra020754	AT3G06380
OG0002136	Bra002179	AT5G18680
OG0002139	Bra034868, Bra001389	AT3G11070
OG0002139	Bra009118	AT5G05520
OG0002140	Bra036335, Bra014037	AT1G45145
OG0002140	Bra027469	AT5G42980
OG0002141	Bra040638, Bra001134, Bra039471	AT3G05020
OG0002141	Bra036109	AT5G27200
OG0002142	Bra032813	AT1G24265
OG0002142	Bra010956, Bra032812	AT1G24267
OG0002143	Bra030660, Bra015520, Bra031534	AT1G06680
OG0002144	Bra012336	AT1G22600
OG0002144	Bra008006	AT1G72100
OG0002145	Bra004494	AT2G46930
OG0002145	Bra007657, Bra014412	AT3G62060
OG0002146	Bra010528	AT4G35630
OG0002146	Bra037264	AT2G17630
OG0002147	Bra009241	AT5G06950
OG0002147	Bra038705, Bra001443, Bra034767	AT3G12250
OG0002148	Bra023898, Bra031260	AT3G21190
OG0002148	Bra030433, Bra018920	AT1G51630
OG0002149	Bra021681, Bra023598, Bra035006, Bra028932	AT3G44320, AT3G44310, AT3G44300
OG0002150	Bra015053	AT3G24550
OG0002151	Bra039223	AT2G24000
OG0002151	Bra024059	AT4G30610
OG0002152	Bra026379	AT4G27100
OG0002152	Bra029006, Bra022743	AT5G54780
OG0002153	Bra012650	AT4G17680
OG0002153	Bra017511, Bra024967, Bra022093	AT5G47050
OG0002154	Bra030220	AT2G22660
OG0002154	Bra010619, Bra017861	AT4G37900
OG0002155	Bra011903	AT1G55230
OG0002155	Bra030875	AT1G55240
OG0002155	Bra020070	AT5G19870
OG0002156	Bra021042	AT4G17560
OG0002156	Bra017498, Bra024957	AT5G47190
OG0002157	Bra002150	AT5G18280
OG0002157	Bra040151, Bra031947	AT3G04080
OG0002158	Bra009689, Bra026495	AT5G23490
OG0002158	Bra009340	AT5G08440
OG0002159	Bra024638	AT1G24140
OG0002159	Bra003965, Bra016230	AT1G70170
OG0002160	Bra010516	AT4G35780
OG0002160	Bra002078, Bra024497, Bra037258	AT2G17700
OG0002161	Bra004985, Bra017028	AT4G03170, AT1G20600
OG0002162	Bra016714	AT1G14020
OG0002163	Bra020145, Bra002357	AT5G21105
OG0002163	Bra040902, Bra002356, Bra002355	AT5G21100
OG0002164	Bra009928, Bra020566	AT5G26990
OG0002165	Bra013058	AT2G16700
OG0002165	Bra017683, Bra011575	AT4G34970
OG0002166	Bra034996	AT3G44190
OG0002166	Bra006613, Bra020176	AT5G22140
OG0002167	Bra026412	AT4G26670
OG0002167	Bra028975, Bra002900	AT5G55510
OG0002168	Bra013320, Bra021005, Bra012590	AT4G18530
OG0002169	Bra022769	AT2G30000, AT1G07170
OG0002170	Bra003121	AT5G52570
OG0002170	Bra013912, Bra019145	AT4G25700
OG0002171	Bra014543	AT3G59340
