Orthogroup	Brassica_rapa	Camelina_sativa
OG0000799	Bra036231, Bra000852, Bra000851, Bra036230	Csa02g040560, Csa13g054040, Csa08g050400
OG0000800	Bra033696	Csa11g071120, Csa18g010100
OG0000800	Bra036882	Csa12g057130, Csa10g031760
OG0000800	Bra033901, Bra001891	Csa15g040670, Csa01g027250
OG0000801	Bra039148, Bra021481	Csa19g002580, Csa01g001490, Csa15g001520
OG0000801	Bra006297, Bra035997	Csa11g043010, Csa12g065480, Csa10g035940
OG0000802	Bra030570, Bra015316	Csa03g005730, Csa14g005610, Csa17g007640
OG0000802	Bra001909, Bra014936	Csa19g033800
OG0000803	Bra033398	Csa17g005480, Csa03g004530, Csa14g004490
OG0000803	Bra028236	Csa12g082150, Csa11g055340, Csa10g045540
OG0000803	Bra036215, Bra025394	Csa04g019750, Csa06g012650, Csa09g022910
OG0000804	Bra008983	Csa19g012870, Csa15g010770
OG0000804	Bra008984, Bra023311, Bra023312	Csa20g016610
OG0000805	Bra021464	Csa19g003030, Csa01g001950, Csa15g002000
OG0000805	Bra023541, Bra008668	Csa20g023370, Csa13g018660, Csa08g008010
OG0000805	Bra008669	Csa08g008000, Csa13g018650, Csa20g023360
OG0000806	Bra033379	Csa03g004330, Csa17g005310, Csa14g004310
OG0000807	Bra019202	Csa02g039140
OG0000807	Bra019202	Csa18g021240
OG0000807	Bra019202	Csa12g029340
OG0000807	Bra019202	Csa11g019740
OG0000807	Bra022517	Csa02g039140
OG0000807	Bra022517	Csa18g021240
OG0000807	Bra022517	Csa12g029340
OG0000807	Bra022517	Csa11g019740
OG0000807	Bra013846	Csa02g039140
OG0000807	Bra013846	Csa18g021240
OG0000807	Bra013846	Csa12g029340
OG0000807	Bra013846	Csa11g019740
OG0000807	Bra000627	Csa02g039140
OG0000807	Bra000627	Csa18g021240
OG0000807	Bra000627	Csa12g029340
OG0000807	Bra000627	Csa11g019740
OG0000807	Bra018047	Csa04g033720, Csa06g022380
OG0000808	Bra011910, Bra037991	Csa14g066140, Csa17g095140
OG0000808	Bra039394, Bra030870	Csa01g015870, Csa03g061900, Csa19g018910, Csa15g017690
OG0000809	Bra009110	Csa13g007360, Csa08g059090, Csa20g006650
OG0000809	Bra004965	Csa06g044760, Csa04g054700, Csa05g012390
OG0000809	Bra003228	Csa09g068280, Csa06g030780, Csa04g042480
OG0000810	Bra037626	Csa09g037140, Csa06g018790, Csa04g025910
OG0000810	Bra002451	Csa02g067740, Csa18g034160, Csa11g094640
OG0000810	Bra034142, Bra038302, Bra037625	Csa04g025870, Csa09g037110
OG0000812	Bra035560, Bra002928	Csa02g057610, Csa18g026540, Csa11g088330
OG0000812	Bra010425	Csa11g017360, Csa12g025020, Csa10g015960
OG0000813	Bra000193, Bra003237	Csa05g012230, Csa05g012150, Csa06g044920, Csa06g045000
OG0000814	Bra013445	Csa11g026110, Csa12g039170, Csa10g023060
OG0000814	Bra021940	Csa06g037440, Csa05g020290
OG0000814	Bra023151	Csa14g038780, Csa17g047380, Csa03g034280
OG0000815	Bra036441	Csa12g065420, Csa10g036030, Csa12g065410, Csa11g042960, Csa15g003360, Csa15g003370, Csa15g034960, Csa01g025590, Csa19g031560
OG0000816	Bra037687	Csa06g050020, Csa04g061480, Csa05g006630
OG0000816	Bra032454	Csa12g046810, Csa14g007090
OG0000816	Bra005645	Csa16g009850, Csa07g011130, Csa05g029440
OG0000817	Bra009764, Bra009761, Bra009763	Csa13g029110
OG0000817	Bra009759	Csa20g040850, Csa13g029100, Csa08g018890
OG0000817	Bra029949	Csa04g034740, Csa09g051810
OG0000818	Bra033661	Csa18g010770, Csa11g071850, Csa20g066960, Csa20g066970
OG0000818	Bra029987	Csa06g024110, Csa04g035610, Csa09g052880
OG0000818	Bra009051	Csa13g011960, Csa08g054390, Csa20g015470
OG0000819	Bra012705, Bra040740	Csa10g029080, Csa11g033360, Csa11g033350, Csa12g051500, Csa11g033270
OG0000819	Bra038484	Csa11g033340, Csa12g051540
OG0000820	Bra025188	Csa04g011610, Csa09g009600, Csa09g009630, Csa06g005860, Csa10g040320, Csa11g045400, Csa12g072110, Csa09g009640, Csa06g005870
OG0000820	Bra025189, Bra025190	Csa06g005880, Csa09g009650
OG0000821	Bra017975	Csa06g023570, Csa09g052190, Csa04g035040
OG0000821	Bra009783, Bra020466	Csa08g021220, Csa13g030400, Csa08g020220, Csa00722s010, Csa08g021230, Csa13g030410
OG0000822	Bra004127	Csa05g057060
OG0000822	Bra014133	Csa17g078970
OG0000822	Bra021262, Bra001674	Csa01g020330
OG0000823	Bra019077	Csa16g044640, Csa09g087170
OG0000823	Bra010417	Csa07g063450, Csa09g096780
OG0000824	Bra014758	Csa06g029860, Csa04g041530, Csa09g066250
OG0000824	Bra000135, Bra017070	Csa06g043510, Csa04g053530, Csa05g013660
OG0000826	Bra025099, Bra025103	Csa18g008670, Csa09g050620, Csa20g072160, Csa18g009000, Csa11g069790, Csa20g072150, Csa20g072090
OG0000828	Bra026988, Bra016787	Csa16g001790, Csa03g015870
OG0000829	Bra012509	Csa03g030230, Csa17g035650, Csa14g034590
OG0000830	Bra011035	Csa12g022010, Csa10g014110
OG0000830	Bra032539, Bra030546, Bra015273	Csa14g004940, Csa03g005030
OG0000831	Bra031690, Bra019789, Bra033776	Csa05g030050
OG0000831	Bra027877, Bra035447	Csa05g054840, Csa07g018060, Csa16g018420
OG0000832	Bra019933	Csa00990s010, Csa17g014140, Csa00990s020, Csa03g013960, Csa17g014130, Csa14g011990
OG0000832	Bra027831, Bra035418, Bra017891, Bra025531	Csa05g048570, Csa16g017440, Csa07g016950
OG0000833	Bra003985	Csa01g010480, Csa15g011090, Csa19g013140
OG0000833	Bra028856	Csa08g061680
OG0000833	Bra028856	Csa13g002860
OG0000833	Bra028856	Csa20g003020
OG0000833	Bra001300	Csa08g061680
OG0000833	Bra001300	Csa13g002860
OG0000833	Bra001300	Csa20g003020
OG0000834	Bra007399, Bra003341	Csa04g045040, Csa09g071120
OG0000834	Bra016869	Csa04g058110, Csa05g009040
OG0000835	Bra000775, Bra029456	Csa02g014390, Csa13g050880, Csa08g044770, Csa08g044780, Csa02g014370, Csa08g044810
OG0000836	Bra000311, Bra027940	Csa04g061360, Csa06g049890, Csa05g006770
OG0000838	Bra012541	Csa10g024730, Csa11g027870, Csa12g042150, Csa11g027890, Csa12g042170
OG0000839	Bra011370	Csa12g013320, Csa11g010570, Csa10g009710
OG0000839	Bra011369	Csa20g046050, Csa13g030680, Csa08g022490
OG0000839	Bra029597, Bra029598, Bra001210	Csa19g010350, Csa15g008320
OG0000840	Bra030359, Bra030360, Bra028235, Bra028224	Csa12g081100, Csa12g079830, Csa12g081090, Csa10g047590, Csa12g082380, Csa10g045310, Csa11g055170, Csa20g025150, Csa02484s010, Csa13g019820, Csa13g019910, Csa02g055010, Csa09g040910, Csa09g040890
OG0000842	Bra004174	Csa16g024210, Csa05g081760, Csa05g072280
OG0000842	Bra022858, Bra004401, Bra004402	Csa07g030830, Csa05g072320, Csa16g024220, Csa10g038500, Csa17g025850, Csa05g072340
OG0000843	Bra031104	Csa01g036630, Csa15g056980, Csa07709s010, Csa19g040040
OG0000844	Bra019384, Bra013608, Bra013609	Csa12g034610, Csa11g023890, Csa10g020870
OG0000845	Bra035525	Csa12g070930, Csa10g040060
OG0000845	Bra010958, Bra030031	Csa14g034790, Csa17g035930
OG0000845	Bra006181, Bra008855	Csa08g004970
OG0000846	Bra033614, Bra011866	Csa10g002090, Csa11g002350, Csa12g002210
OG0000846	Bra030278, Bra031217	Csa16g043530, Csa09g086150, Csa07g051890
OG0000847	Bra039348, Bra039369	Csa19g018390
OG0000847	Bra034706	Csa19g018410
OG0000847	Bra039368, Bra001490, Bra001488	Csa19g018380, Csa01g015320
OG0000848	Bra005004	Csa05g017460
OG0000848	Bra005005	Csa05g013070, Csa04g054050, Csa06g044040
OG0000848	Bra007187, Bra014722	Csa09g067800, Csa06g030400
OG0000849	Bra023030	Csa05g018300, Csa04g049240, Csa06g038390
OG0000849	Bra028855, Bra005744, Bra009555	Csa20g003050, Csa13g002930
OG0000849	Bra034080	Csa15g011110
OG0000850	Bra029013	Csa18g020660, Csa02g037500
OG0000852	Bra030651	Csa14g007800
OG0000852	Bra012642	Csa10g027580, Csa11g030830
OG0000852	Bra004054	Csa07g033670
OG0000853	Bra037260	Csa15g075980, Csa19g054560, Csa01g032020, Csa01g032040, Csa19g054550
OG0000853	Bra011632	Csa10g006410, Csa12g007800, Csa11g006060
OG0000853	Bra011630	Csa12g007820, Csa11g006080, Csa10g006430
OG0000854	Bra033303, Bra033308, Bra033298, Bra033302, Bra033305, Bra033299, Bra032615	Csa14g002230, Csa17g001010, Csa17g001470, Csa03g002230, Csa14g002190, Csa03g002250, Csa17g001000
OG0000855	Bra034590, Bra011477	Csa04g022770, Csa09g062920, Csa06g016700, Csa11g009200, Csa10g008370, Csa11g009160, Csa09g062950
OG0000855	Bra034985	Csa06g016750
OG0000857	Bra002857, Bra002858, Bra002859, Bra031518, Bra035412	Csa16g052260, Csa07g061590, Csa07g061600, Csa05g047220, Csa16239s010, Csa20g023680, Csa05g047230
OG0000858	Bra018936	Csa02g037130, Csa14g060170, Csa17g091860
OG0000858	Bra018935	Csa17g091830
OG0000859	Bra035134	Csa16g049330
OG0000859	Bra026732	Csa17g021720, Csa14g020260
OG0000860	Bra032304	Csa10g044940, Csa12g083610, Csa11g053810, Csa11g053800
OG0000860	Bra028399	Csa10g043050, Csa11g051900
OG0000861	Bra004442, Bra014387	Csa05g001550, Csa04g067760
OG0000862	Bra034075, Bra001302, Bra029780	Csa01g010430, Csa15g011040
OG0000862	Bra005749, Bra009560	Csa20g002920
OG0000863	Bra004951	Csa06g052420, Csa05g003260
OG0000863	Bra008519, Bra037336	Csa13g057020, Csa08g001470
OG0000864	Bra026904, Bra016729, Bra019722	Csa01g004900, Csa19g006320, Csa15g004980, Csa17g018740, Csa14g016380, Csa03g017210
OG0000865	Bra039295, Bra000410	Csa04g065070, Csa05g003180
OG0000865	Bra028493, Bra025505	Csa16g056490, Csa09g098610, Csa07g065270, Csa10g049870, Csa02g054720, Csa11g059900
OG0000866	Bra003984	Csa05g087580, Csa07g036490, Csa16g031280
OG0000866	Bra016706	Csa17g019720, Csa14g017300, Csa03g018020
OG0000867	Bra031436, Bra031437	Csa05g063290, Csa07g026430, Csa17g098880, Csa10g040590, Csa07g062540, Csa16g053210, Csa09g095910, Csa05144s010, Csa03g050700, Csa03g050680
OG0000868	Bra028596	Csa08g054420
OG0000868	Bra011830	Csa11g002930
OG0000868	Bra030253, Bra038538	Csa09g086550, Csa16g043970, Csa07g052330
OG0000869	Bra004816	Csa05g006030, Csa04g062050, Csa06g050560
OG0000870	Bra029854	Csa16g027560, Csa07g030290, Csa05g075090, Csa16g023680
OG0000870	Bra007230, Bra014702, Bra003234	Csa04g042650, Csa06g030950, Csa09g068490
OG0000871	Bra005258	Csa06g039240, Csa04g050140, Csa05g017430
OG0000871	Bra028546, Bra006969, Bra019632	Csa06g027450, Csa09g061280, Csa04g038960, Csa11g016770
OG0000872	Bra018969, Bra030386	Csa03g059440, Csa03836s010, Csa14g061690, Csa17g092400
OG0000872	Bra008230	Csa07g047460, Csa09g080660, Csa16g040040, Csa16g040030
OG0000873	Bra010554	Csa12g005120, Csa11g005390, Csa07g026270, Csa05g063170, Csa17g098690
OG0000873	Bra037236, Bra039919	Csa01g041260, Csa19g057720, Csa15g076620
OG0000874	Bra010569	Csa10g004540, Csa12g004780, Csa11g005090
OG0000874	Bra027119, Bra031477	Csa09g095400, Csa07g062050, Csa16g052750
OG0000879	Bra032185	Csa00395s010, Csa04g018440
OG0000879	Bra039929	Csa16g042690
OG0000880	Bra019485	Csa06g020270, Csa09g042570, Csa04g029250, Csa06g020250, Csa04g029240, Csa09g042550
OG0000880	Bra014312	Csa09g042560
OG0000881	Bra037392, Bra000938	Csa02g002270, Csa13g056220, Csa08g053380
OG0000881	Bra003463	Csa16g003800, Csa07g002970, Csa05g093800
OG0000881	Bra033267	Csa03g001850, Csa14g001780, Csa17g001820
OG0000882	Bra012420	Csa17g033580, Csa03g028280, Csa14g031870
OG0000882	Bra016271, Bra016693, Bra026816, Bra026200	Csa17g020060, Csa03g018380, Csa14g017670
OG0000883	Bra038650	Csa02g072300, Csa18g037240, Csa11g091020
OG0000883	Bra028652, Bra009356	Csa13g010740, Csa08g055610
OG0000885	Bra008211, Bra015830	Csa09g080240, Csa07g047090
OG0000885	Bra016489, Bra025780, Bra012194, Bra012193	Csa03g023750, Csa14g025180, Csa17g025720
OG0000886	Bra021621, Bra018326, Bra022784	Csa05g033540, Csa07g012960, Csa16g014670, Csa08630s010
OG0000886	Bra015540, Bra031549, Bra030668	Csa17g010360, Csa03g010380, Csa14g008370
OG0000887	Bra033571	Csa12g001400, Csa11g001500
OG0000887	Bra013052	Csa01g033260
OG0000887	Bra017687, Bra011577	Csa10g007170, Csa12g008630, Csa11g006870
OG0000888	Bra034586	Csa11g009210, Csa12g009920, Csa10g008380
OG0000888	Bra034584, Bra034585, Bra017609	Csa11g009220, Csa12g016950, Csa02g009780, Csa11g009230, Csa10g008390
OG0000889	Bra011276, Bra011280	Csa15g024770, Csa19g025600
OG0000889	Bra037219, Bra026937, Bra016740, Bra030217, Bra030216	Csa17g018390
OG0000889	Bra016741, Bra016743	Csa17g018370
OG0000890	Bra033491, Bra014945, Bra001911, Bra010760	Csa11g038870, Csa10g032260, Csa12g057590, Csa15g044520, Csa19g033900, Csa09g048680, Csa12g057610
OG0000891	Bra016430	Csa17g027020, Csa14g026330, Csa07990s010, Csa03g024990
OG0000891	Bra008279	Csa07g048390, Csa09g081430, Csa16g040850, Csa07g048260, Csa16g040860, Csa16g041020, Csa07g048410
OG0000892	Bra005098, Bra017112, Bra005099, Bra017113	Csa06g041400, Csa05g014740, Csa04g052350, Csa04g052370, Csa04g052360, Csa04g052330, Csa06g041380, Csa05g014730
OG0000893	Bra018116	Csa04g030660
OG0000893	Bra012930	Csa11g097540, Csa00801s020
OG0000893	Bra012928	Csa02g069700, Csa11g098570, Csa18g035110
OG0000894	Bra026118	Csa17g070770, Csa03g046810, Csa14g049100, Csa03g046800, Csa14g049090
OG0000894	Bra026119	Csa14g018750, Csa03g019410, Csa17g021200
OG0000895	Bra040089	Csa11g001060, Csa08209s010
OG0000895	Bra000525	Csa05g041940, Csa07g060670, Csa05g041950, Csa16g051270
OG0000896	Bra027868, Bra017905, Bra035446	Csa16g018320, Csa07g017970
OG0000897	Bra030613	Csa03g006910
OG0000897	Bra010748, Bra032766	Csa12g058920, Csa10g032510
OG0000898	Bra018172	Csa09g045370
OG0000898	Bra033795	Csa09g045410, Csa06g020850
OG0000898	Bra018177	Csa09g045360
OG0000899	Bra012369	Csa14g030530, Csa03g027170, Csa17g030380
OG0000899	Bra003948, Bra016195, Bra007934	Csa09g071960, Csa07g037540, Csa16g032260, Csa09g071950, Csa07g037530
OG0000900	Bra018409, Bra040761, Bra040760, Bra040758	Csa16g015820, Csa04439s010
OG0000901	Bra025433, Bra028165	Csa11g052030, Csa12g086550, Csa10g043180
OG0000901	Bra040624	Csa05g079560, Csa07g032040, Csa16g025450
OG0000902	Bra038503, Bra040747, Bra012694, Bra012667	Csa11g033030, Csa12g051050
OG0000903	Bra029573	Csa08g049490, Csa13g053300
OG0000903	Bra032197	Csa19g039560
OG0000903	Bra036936	Csa17g070730, Csa03g046780, Csa14g049040
OG0000904	Bra034921	Csa17g070570
OG0000904	Bra013152, Bra040939, Bra037202	Csa20g040840, Csa11g073440, Csa15g062100
OG0000905	Bra032044	Csa07g055060
OG0000905	Bra008698, Bra023518	Csa13g018260
OG0000906	Bra040409, Bra026324, Bra040119, Bra001127, Bra011551, Bra017669, Bra034643	Csa12g008910, Csa10g007460, Csa11g007250, Csa15g005830, Csa19g007030
OG0000907	Bra008553, Bra036326, Bra036327	Csa02g011430, Csa08g052950, Csa13g055730, Csa15g056910, Csa02g004670, Csa02g004650, Csa13g055740
OG0000908	Bra039161	Csa15g001740, Csa19g002800
OG0000908	Bra023970, Bra032033	Csa11g011310
OG0000909	Bra014622, Bra007329	Csa06g033210, Csa09g069950
OG0000909	Bra004649	Csa05g009820
OG0000911	Bra020493	Csa13g031070, Csa20g048520, Csa13g031090, Csa20g048530
OG0000911	Bra015666, Bra031896, Bra024333	Csa03g037800, Csa02g073840, Csa11g102020
OG0000912	Bra019521, Bra018096, Bra033782	Csa06g021600, Csa09g048490, Csa04g030980
OG0000912	Bra029248, Bra010111, Bra035886, Bra035885	Csa18g036110, Csa11g099510, Csa02g070890
OG0000913	Bra019862	Csa14g014100
OG0000913	Bra031764, Bra016839, Bra003030, Bra019867	Csa14g014080, Csa17g015410
OG0000914	Bra032926	Csa05g053820
OG0000916	Bra006172, Bra008867	Csa20g018310
OG0000916	Bra020640, Bra014601, Bra003302	Csa09g070450, Csa04g044380, Csa17g090470
OG0000917	Bra004225, Bra033999	Csa07g032820, Csa05g081410, Csa16g027270
OG0000917	Bra010943	Csa14g034960
OG0000917	Bra032828	Csa17g036110, Csa03g030620
OG0000918	Bra029412, Bra029413	Csa09g077620, Csa16g032650, Csa16g034040, Csa09g072840, Csa07g038310, Csa16g027510, Csa05g081750, Csa10g032550, Csa12g058950, Csa16g034050, Csa16g032640, Csa16g034060
OG0000920	Bra031228, Bra031227, Bra031199, Bra034260, Bra037366, Bra034262, Bra040344, Bra034261	Csa04g062560, Csa05g005570, Csa06g049090, Csa04g060500, Csa05g005580, Csa04g062530, Csa06g051030, Csa06g049080, Csa04g060490, Csa05g044280, Csa05g007570, Csa04g061550
OG0000922	Bra004150	Csa08g019080, Csa08g019090, Csa20g031720, Csa20g031710, Csa20g031700, Csa08g019100, Csa13g029240, Csa20g031690, Csa10g037240, Csa10g037230, Csa10g037250, Csa10g037220, Csa00819s010, Csa13g029230, Csa08g019110, Csa10g037300, Csa10g037260, Csa10g037290, Csa10g037280, Csa10g037270, Csa13g030260, Csa20g042680, Csa13g030250, Csa20g029210, Csa20g042670, Csa20g030260, Csa08g020110, Csa13g028840, Csa13g028830, Csa13g028850, Csa13g028860, Csa13g028820, Csa13g030240, Csa20g030230, Csa20g030240, Csa20g029220, Csa20g042660, Csa20g030250, Csa20g030220
OG0000924	Bra030185	Csa17g027150, Csa17g027160, Csa03g025070, Csa14g024050, Csa10g010990, Csa17g022970, Csa17g029760, Csa03g021040, Csa13g041530
OG0000925	Bra031657	Csa14g010530, Csa17g012570
OG0000925	Bra022819, Bra023110, Bra015047	Csa02g053340, Csa02g053380, Csa10g051720
OG0000925	Bra028521	Csa09g099390
OG0000927	Bra001400	Csa14528s010, Csa01g012400, Csa15g015100
OG0000927	Bra032865, Bra032866	Csa17g037810, Csa21224s010, Csa06725s010, Csa23072s010, Csa14g035620, Csa03g031270
OG0000928	Bra009434	Csa20g005920, Csa13g006680, Csa08g059780, Csa20g081760
OG0000928	Bra011432, Bra034556	Csa12g011510, Csa11g009830, Csa10g008920
OG0000929	Bra040514	Csa15g001050, Csa19g003540, Csa01g001040
OG0000930	Bra017819	Csa11g004250, Csa12g003990, Csa10g003790
OG0000930	Bra011757	Csa12g004000, Csa10g003800, Csa07g030740, Csa05g072180, Csa07g030730, Csa16g024020
OG0000931	Bra013921	Csa11g018660, Csa12g026330
OG0000931	Bra002716, Bra020430	Csa18g030630
OG0000931	Bra038552, Bra024457	Csa19g058440, Csa01g041890, Csa15g079470
OG0000932	Bra026321, Bra019032	Csa12g023010, Csa11g016380, Csa10g015130
OG0000932	Bra003008, Bra029042	Csa02g051840, Csa11g086110, Csa18g025410
OG0000933	Bra014981	Csa01g029530, Csa19g035490
OG0000933	Bra032756, Bra038967	Csa12g060070, Csa12g061310, Csa10g032690
OG0000933	Bra038966, Bra032755, Bra038964	Csa10g032700
OG0000934	Bra009122	Csa16850s010, Csa20g006900, Csa13g007630, Csa08g058830
OG0000934	Bra023210	Csa14g041790, Csa03g036200, Csa17g050080
OG0000935	Bra026170, Bra016675	Csa03g018810, Csa17g020580, Csa14g018160
OG0000935	Bra014327, Bra024891, Bra017460	Csa06g001220, Csa09g001280, Csa04g002350, Csa04g002330, Csa04g002310, Csa04g002290, Csa04g002270
OG0000936	Bra038513	Csa16g043690
OG0000936	Bra030272, Bra030237	Csa07g052060, Csa09g086310, Csa15g071250, Csa16g043710, Csa11g036700, Csa09g086290, Csa15g048500, Csa19g035880, Csa01g029960
OG0000938	Bra001131	Csa01g005690, Csa15g005940, Csa19g007140
OG0000938	Bra036115	Csa08g029680, Csa20g057270
OG0000939	Bra037523	Csa02g031980, Csa11g073950
OG0000939	Bra034244	Csa06g006330
OG0000939	Bra016748	Csa14g015930, Csa17g017220, Csa03g016750
OG0000940	Bra037329	Csa02g001340, Csa13g057120
OG0000940	Bra032641	Csa17g030080, Csa03g026860
OG0000942	Bra000473	Csa16g015220, Csa05g034310
OG0000942	Bra005864, Bra009130	Csa13g007730, Csa20g007990, Csa08g058750
OG0000943	Bra029747	Csa15g010470, Csa01g009850, Csa19g012550
OG0000943	Bra005691	Csa13g001600, Csa08g062950, Csa08g062970
OG0000943	Bra009992	Csa20g057410, Csa13g037930, Csa08g029860
OG0000944	Bra032604	Csa03g002460, Csa17g001190
OG0000944	Bra016170	Csa09g071650, Csa09g072330, Csa16g032670, Csa07g037870
OG0000944	Bra024560, Bra012356	Csa17g030120, Csa14g030280, Csa03g026920
OG0000945	Bra041060, Bra013488	Csa06g005620, Csa04g011380, Csa09g009310
OG0000945	Bra020069, Bra033800, Bra002267, Bra002344, Bra002428	Csa10g020780, Csa12g034480, Csa12g034500, Csa11g023790, Csa12g034490, Csa11g023810, Csa12g038590
OG0000946	Bra037355	Csa02g001790, Csa13g056690, Csa08g001850
OG0000946	Bra003439	Csa05g093030, Csa07g003790, Csa16g003090
OG0000946	Bra004934	Csa05g003480
OG0000947	Bra005784	Csa11g101250
OG0000947	Bra005784	Csa01g010930
OG0000947	Bra005784	Csa15g012560
OG0000947	Bra005784	Csa19g013640
OG0000947	Bra009507	Csa11g101250
OG0000947	Bra009507	Csa01g010930
OG0000947	Bra009507	Csa15g012560
OG0000947	Bra009507	Csa19g013640
OG0000948	Bra008723	Csa08g007170, Csa13g017920, Csa20g021570
OG0000948	Bra040507, Bra006664, Bra001010, Bra039131	Csa01g001220, Csa15g001200, Csa19g003300
OG0000949	Bra016234	Csa05g089130
OG0000949	Bra011080	Csa12g020420, Csa11g014510, Csa10g013530
OG0000949	Bra016235, Bra007896	Csa07g036910, Csa05g089070
OG0000950	Bra036174, Bra036175, Bra037487, Bra020701, Bra020702, Bra020703	Csa18g014490, Csa11g074560, Csa11g074550, Csa20g041300, Csa18g014480
OG0000951	Bra006479, Bra006478	Csa20g027120
OG0000951	Bra002183	Csa08g011270, Csa08g011260, Csa20g027180
OG0000952	Bra020839	Csa12g034190, Csa11g023580, Csa10g020520
OG0000952	Bra020840	Csa11g023590, Csa12g034200, Csa10g020540
OG0000952	Bra013631	Csa12g034210, Csa11g023600, Csa10g020550
OG0000953	Bra026312, Bra026313	Csa11g016290
OG0000953	Bra017992	Csa06g023250, Csa09g051700
OG0000954	Bra005949	Csa13g009720, Csa08g056690, Csa20g010130
OG0000954	Bra012961, Bra035929, Bra029311	Csa18g034740, Csa02g068380, Csa11g097210
OG0000955	Bra038685, Bra001426, Bra034802	Csa01g012990
OG0000955	Bra009210, Bra005900, Bra028727	Csa20g008920, Csa08g057860, Csa13g008640
OG0000956	Bra034864, Bra034166, Bra001391	Csa01g012140, Csa01g012150, Csa19g015160, Csa15g014800
OG0000956	Bra001286	Csa01g009170, Csa15g009830, Csa19g011890
OG0000956	Bra029698	Csa15g076010
OG0000957	Bra009414	Csa13g006870
OG0000957	Bra024903	Csa09g001110
OG0000957	Bra018747	Csa14g054810
OG0000959	Bra007693, Bra003506, Bra014399, Bra014398	Csa05g095030, Csa16g001990, Csa07g002000, Csa07g001990, Csa07g001980
