Orthogroup	Brassica_rapa	Aethionema_arabicum
OG0002447	Bra013114, Bra036403	AA123G00094
OG0002448	Bra016403	AA39G00390
OG0002448	Bra003677, Bra015662	AA31G00209
OG0002449	Bra040254, Bra009924, Bra020562	AA40G00144
OG0002450	Bra014466	AA61G00460
OG0002450	Bra032659	AA1G00115
OG0002452	Bra020606, Bra027945, Bra009993, Bra040407, Bra001124	AA10G00140
OG0002453	Bra038702, Bra034770	AA1399G00002, AA1036G00003, AA59G00028
OG0002454	Bra036427, Bra006443, Bra023666	AA40G00292, AA10G00208
OG0002455	Bra009181	AA119G00012
OG0002455	Bra001415, Bra034824	AA52G00035
OG0002456	Bra032991, Bra025260, Bra039089	AA53G00938
OG0002457	Bra031797, Bra016802, Bra034487	AA53G01433
OG0002458	Bra026242, Bra022138, Bra017481	AA271G00007
OG0002459	Bra016507, Bra025734	AA39G00218
OG0002460	Bra011240, Bra010260	AA102G00257
OG0002461	Bra017295, Bra023028, Bra016504, Bra025744	AA39G00227
OG0002462	Bra035476, Bra041005	AA54G00198
OG0002462	Bra037916, Bra033172	AA3G00101
OG0002463	Bra014219	AA2G00107
OG0002463	Bra022430, Bra038214	AA26G00621
OG0002464	Bra036278, Bra030511, Bra033348	AA7G00023
OG0002465	Bra030569, Bra015314	AA19G00113
OG0002465	Bra027485	AA32G00436
OG0002466	Bra008047, Bra016035	AA31G00662
OG0002466	Bra025965, Bra016596	AA39G00050
OG0002467	Bra032480, Bra015398, Bra005589	AA19G00026
OG0002468	Bra026005, Bra026692, Bra040985, Bra016621	AA31G00722, AA39G00008
OG0002469	Bra036562, Bra023351, Bra008924	AA44G00443
OG0002470	Bra004998	AA29G00284
OG0002471	Bra015725	AA31G00298
OG0002471	Bra025871, Bra016435	AA39G00333
OG0002472	Bra035131	AA31G00828
OG0002472	Bra026075	AA37G00132
OG0002473	Bra015885, Bra003782, Bra016526, Bra025708	AA39G00192
OG0002474	Bra018428, Bra019910	AA65G00116
OG0002474	Bra031495	AA53G00495
OG0002475	Bra026266	AA228G00014
OG0002475	Bra031137, Bra036494, Bra036493	AA33G00332
OG0002476	Bra023017, Bra017307, Bra005319	AA9G00092
OG0002477	Bra024421, Bra037830, Bra017960, Bra029967	AA13G00109
OG0002478	Bra013649, Bra019355	AA57G00478
OG0002480	Bra015092	AA109G00028
OG0002481	Bra039948, Bra023829	AA17G00047
OG0002482	Bra031037	AA39G00152, AA39G00145
OG0002482	Bra008136	AA31G00524
OG0002483	Bra029482	AA6G00286
OG0002483	Bra019733	AA65G00248
OG0002484	Bra025852, Bra016445	AA39G00316
OG0002485	Bra032018, Bra021374	AA10G00306
OG0002485	Bra023592	AA40G00398
OG0002486	Bra021119, Bra027231, Bra027230, Bra021552, Bra021118	AA26G00267
OG0002488	Bra005897	AA119G00025, AA119G00026
OG0002488	Bra038680, Bra034812	AA52G00055
OG0002489	Bra036499	AA33G00348
OG0002489	Bra026272, Bra024215	AA228G00009
OG0002490	Bra014452, Bra031184	AA46G00061
OG0002490	Bra033597, Bra010714	AA20G00039
OG0002491	Bra014500, Bra037633, Bra004867	AA21G00229
OG0002492	Bra015732, Bra008266	AA31G00306
OG0002492	Bra025863	AA39G00327
OG0002493	Bra018097, Bra018101	AA5G00053
OG0002494	Bra011184	AA102G00181
OG0002494	Bra038549, Bra038816	AA33G00157
OG0002495	Bra013675, Bra019332, Bra019333	AA57G00505
OG0002496	Bra013828, Bra033790, Bra000613, Bra037934, Bra022511	AA748G00001
OG0002497	Bra004915	AA21G00285
OG0002497	Bra007569, Bra003432	AA61G00462
OG0002498	Bra009483	AA19G00186
OG0002498	Bra016948, Bra000220	AA81G00064
OG0002499	Bra004344, Bra038344, Bra004013, Bra011017, Bra012463	AA39G00662
OG0002501	Bra032394, Bra021926, Bra005398	AA18G00127
OG0002502	Bra030270, Bra011857	AA30G00377
OG0002503	Bra007557, Bra007560	AA61G00454
OG0002503	Bra004904, Bra040314	AA21G00276
OG0002504	Bra005686, Bra028903	AA19G00405
OG0002505	Bra027046, Bra034506	AA53G01424
OG0002505	Bra013612	AA57G00439
OG0002506	Bra025355, Bra039045, Bra033061	AA53G01069
OG0002507	Bra030144	AA54G00370
OG0002507	Bra022972	AA43G00031
OG0002508	Bra034861, Bra034168, Bra028752, Bra005860	AA35G00068
OG0002509	Bra020225	AA8G00300
OG0002509	Bra037610	AA72G00010
OG0002510	Bra009330, Bra029359, Bra013022	AA5G00209
OG0002511	Bra004716	AA21G00070
OG0002511	Bra007419, Bra014552, Bra003356	AA61G00296
OG0002512	Bra000707, Bra033189, Bra037912, Bra037910	AA3G00110
OG0002513	Bra019851, Bra016833	AA53G00567
OG0002514	Bra037969, Bra014367, Bra021526	AA26G00119
OG0002515	Bra022312, Bra001703	AA26G00504
OG0002515	Bra018753	AA2G00053
OG0002516	Bra030211, Bra027436	AA26G00062
OG0002516	Bra037109, Bra030854	AA15G00259
OG0002518	Bra001019, Bra039143	AA10G00408
OG0002519	Bra015483, Bra030640, Bra022829	AA32G00611
OG0002520	Bra018204, Bra033809	AA16G00033
OG0002521	Bra009757	AA12G00008
OG0002521	Bra029947	AA13G00137
OG0002522	Bra039500	AA60G00158
OG0002523	Bra009941	AA40G00124
OG0002523	Bra039424, Bra040535, Bra001155	AA10G00062
OG0002524	Bra008480	AA31G00895
OG0002524	Bra026757, Bra026122	AA37G00176
OG0002525	Bra017428, Bra017427, Bra024838, Bra026817, Bra026201	AA14G00058
OG0002527	Bra029025	AA11G00012
OG0002528	Bra027612	AA65G00303
OG0002529	Bra025702	AA39G00177
OG0002529	Bra003786	AA31G00473
OG0002530	Bra032771	AA87G00301
OG0002531	Bra039924, Bra030210, Bra010617, Bra011790	AA30G00292
OG0002532	Bra029994, Bra037120	AA8G00005
OG0002533	Bra010421	AA10G00455
OG0002533	Bra029000	AA25G00031
OG0002534	Bra024212, Bra026270, Bra010378	AA33G00335
OG0002535	Bra033495, Bra012779, Bra001832	AA26G00796
OG0002536	Bra005239	AA60G00104
OG0002536	Bra001239, Bra029628, Bra040364	AA29G00101, AA54G00381
OG0002537	Bra023836, Bra031349	AA87G00219, AA17G00042
OG0002538	Bra023284	AA54G00227
OG0002538	Bra000716	AA3G00082
OG0002539	Bra004375	AA47G00025
OG0002539	Bra024703, Bra012449	AA39G00636
OG0002540	Bra026067, Bra026723	AA37G00124
OG0002541	Bra027531	AA32G00376
OG0002543	Bra031029	AA39G00131
OG0002543	Bra015954, Bra003822	AA31G00553
OG0002544	Bra009745, Bra009741	AA5G00325
OG0002545	Bra009841, Bra020500, Bra023324	AA44G00394
OG0002546	Bra000757	AA6G00345
OG0002546	Bra013653, Bra019349	AA57G00488
OG0002547	Bra035686	AA32G00852
OG0002547	Bra033832	AA122G00004, AA16G00080
OG0002548	Bra034140	AA93G00256
OG0002548	Bra009406, Bra005833	AA12G00201
OG0002549	Bra038541, Bra030259	AA46G00117
OG0002549	Bra010665	AA30G00365
OG0002550	Bra035151	AA31G00854
OG0002550	Bra026091, Bra026738, Bra016646	AA37G00153
OG0002551	Bra006583, Bra038199, Bra002336, Bra020133	AA8G00188
OG0002552	Bra005819	AA12G00191
OG0002552	Bra034133	AA93G00243, AA93G00242
OG0002553	Bra032367	AA29G00266
OG0002554	Bra035505, Bra023294, Bra010191, Bra023295	AA54G00219
OG0002555	Bra000695, Bra033701	AA93G00220, AA93G00219
OG0002564	Bra039084	AA53G00931
OG0002564	Bra028474	AA87G00092
OG0002565	Bra030880	AA15G00189
OG0002565	Bra021501, Bra027408	AA26G00088
OG0002566	Bra002536, Bra006695	AA16G00062
OG0002568	Bra019872, Bra016846, Bra031759	AA65G00174
OG0002569	Bra038442	AA87G00310
OG0002569	Bra014975	AA78G00036
OG0002570	Bra022723, Bra002984	AA11G00013
OG0002571	Bra039174	AA10G00369
OG0002571	Bra023542	AA40G00515, AA83G00023
OG0002572	Bra020037	AA7G00119
OG0002572	Bra023366	AA44G00458
OG0002573	Bra019166, Bra010467, Bra013889	AA273G00001
OG0002574	Bra002559, Bra006709, Bra020313	AA1G00172
OG0002574	Bra019382	AA16G00035
OG0002575	Bra040088, Bra037050, Bra011361, Bra007782	AA448G00002
OG0002576	Bra030346, Bra012387	AA39G00557
OG0002577	Bra031453	AA53G00534
OG0002577	Bra041072, Bra019883	AA65G00161
OG0002578	Bra007860	AA22G00116
OG0002578	Bra011250, Bra010247, Bra024020	AA102G00275
OG0002579	Bra019896, Bra027124	AA53G00510
OG0002580	Bra031123, Bra031121	AA33G00317
OG0002581	Bra016602, Bra030988, Bra008037	AA31G00689
OG0002582	Bra007458	AA61G00340
OG0002582	Bra004761	AA21G00123
OG0002583	Bra017662, Bra011543	AA45G00021
OG0002583	Bra013079	AA123G00017
OG0002584	Bra003873	AA31G00687
OG0002584	Bra016601	AA39G00043
OG0002585	Bra020656, Bra037429, Bra001215	AA29G00068
OG0002586	Bra040530	AA10G00054
OG0002586	Bra020569, Bra036606	AA40G00132
OG0002587	Bra037250, Bra017737, Bra011649	AA30G00114
OG0002588	Bra033280, Bra037406	AA32G00178
OG0002589	Bra026198, Bra016688	AA4G00097, AA49G00008
OG0002590	Bra004680	AA93G00027, AA21G00005
OG0002592	Bra035067, Bra003636	AA31G00747
OG0002593	Bra027077, Bra031401	AA53G00570
OG0002594	Bra033232, Bra032651, Bra033231	AA1G00102
OG0002595	Bra004662, Bra004663	AA21G00027
OG0002596	Bra001486, Bra038032	AA15G00307
OG0002597	Bra016022, Bra003859	AA39G00071, AA31G00642
OG0002598	Bra015907, Bra008153	AA31G00498
OG0002598	Bra016542	AA25G00054
OG0002599	Bra033540	AA18G00188
OG0002599	Bra001645	AA26G00387
OG0002600	Bra037418	AA32G00196
OG0002600	Bra033295	AA1G00031, AA1G00028
OG0002601	Bra038129, Bra027326, Bra021569	AA26G00171
OG0002602	Bra024466	AA33G00135
OG0002602	Bra012100	AA8G00049
OG0002603	Bra030019, Bra036091	AA13G00059
OG0002604	Bra002916, Bra014090	AA32G00002
OG0002605	Bra000423, Bra004540, Bra014426	AA21G00370
OG0002606	Bra037961, Bra014369, Bra021537, Bra027366	AA26G00140
OG0002607	Bra015717, Bra003705, Bra008283	AA31G00287
OG0002608	Bra014522, Bra007495, Bra004808	AA21G00179
OG0002609	Bra006045	AA44G00269
OG0002610	Bra002239	AA32G00981
OG0002610	Bra008906, Bra006148	AA44G00468
OG0002612	Bra030418, Bra031273	AA26G00782, AA2G00232
OG0002613	Bra013573	AA57G00390
OG0002614	Bra033516	AA13G00039
OG0002615	Bra018170, Bra002616	AA4G00043
OG0002616	Bra036991, Bra011458, Bra034579	AA100G00008
OG0002617	Bra028705, Bra005928, Bra009284	AA44G00003
OG0002618	Bra024929, Bra022144	AA154G00008
OG0002618	Bra021061	AA54G00199
OG0002619	Bra036488, Bra010366, Bra011030, Bra024200	AA102G00003
OG0002620	Bra026068, Bra008416, Bra003606	AA31G00816
OG0002621	Bra034087, Bra009536, Bra005735	AA93G00145
OG0002622	Bra001119, Bra040397	AA10G00149
OG0002622	Bra010007	AA40G00031
OG0002623	Bra028103, Bra039737	AA53G01154
OG0002624	Bra037013, Bra000541	AA32G01030
OG0002625	Bra035388, Bra035526	AA236G00002
OG0002625	Bra036665	AA76G00020
OG0002626	Bra023618, Bra013977	AA40G00362
OG0002627	Bra019468	AA72G00024
OG0002627	Bra020203, Bra002423	AA8G00280
OG0002628	Bra002143	AA40G00286
OG0002628	Bra031954	AA10G00200
OG0002629	Bra016885, Bra007361	AA61G00223
OG0002630	Bra011780, Bra017850	AA30G00282
OG0002631	Bra014388	AA61G00605
OG0002632	Bra028514, Bra025457, Bra027713	AA53G01277
OG0002633	Bra016539, Bra007747, Bra007745, Bra003525	AA61G00679
OG0002634	Bra031552, Bra015551, Bra018337	AA32G00684
OG0002635	Bra026160, Bra016671, Bra026778	AA53G00598
OG0002636	Bra029023, Bra022725	AA11G00011
OG0002636	Bra019060, Bra026365	AA32G01109
OG0002637	Bra008489	AA89G00046
OG0002637	Bra026134, Bra026765	AA37G00187
OG0002638	Bra036617	AA40G00111
OG0002638	Bra001149, Bra040217	AA10G00071
OG0002639	Bra013428, Bra020949	AA57G00231
OG0002640	Bra039408	AA10G00039
OG0002640	Bra009918, Bra036594	AA40G00150
OG0002641	Bra005303, Bra017266	AA60G00189
OG0002642	Bra023025	AA3G00151
OG0002642	Bra040093	AA53G00284
OG0002643	Bra026501	AA5G00226
OG0002645	Bra032349	AA54G00406
OG0002645	Bra005419	AA18G00105
OG0002646	Bra002138, Bra006442, Bra023476, Bra023477	AA40G00294
OG0002647	Bra006300	AA40G00546
OG0002647	Bra001024, Bra021479	AA10G00401
OG0002648	Bra023263	AA53G00224
OG0002648	Bra005344	AA9G00134
OG0002649	Bra018983	AA15G00059
OG0002650	Bra016043, Bra025972, Bra016599	AA39G00038
OG0002651	Bra005389, Bra022993, Bra021933	AA18G00139
OG0002652	Bra014034, Bra034429	AA54G00110
OG0002653	Bra033422, Bra006933	AA60G00187
OG0002654	Bra007695	AA61G00616
OG0002654	Bra032248, Bra018722	AA21G00536
OG0002655	Bra036059, Bra012143	AA8G00009
OG0002656	Bra000853, Bra036234	AA32G00315
OG0002657	Bra037497, Bra001261, Bra029663	AA29G00147
OG0002658	Bra032864, Bra032856	AA150G00008
OG0002659	Bra024441	AA4G00314
OG0002659	Bra029980, Bra036036	AA13G00098
OG0002660	Bra034546, Bra011409, Bra017264, Bra034295	AA32G01049
OG0002662	Bra034421, Bra036760, Bra028088	AA54G00103
OG0002663	Bra030723, Bra034331	AA32G00950
OG0002664	Bra004923, Bra004918, Bra000391, Bra000390	AA21G00289
OG0002665	Bra038997, Bra012180, Bra011136, Bra024125	AA102G00120
OG0002666	Bra015533	AA23G00082
OG0002667	Bra021128, Bra027217	AA26G00279
OG0002668	Bra039052, Bra025344, Bra033805	AA237G00001
OG0002669	Bra036610, Bra009938, Bra039421	AA40G00127
OG0002670	Bra033994	AA122G00002
OG0002670	Bra010960, Bra030028	AA39G00762
OG0002671	Bra036352, Bra025178, Bra019720	AA65G00344
OG0002673	Bra024670, Bra024029	AA102G00253
OG0002674	Bra034407	AA54G00093
OG0002674	Bra000684	AA9G00186
OG0002675	Bra026331, Bra026334	AA10G00450
OG0002676	Bra023546	AA40G00509
OG0002676	Bra001045	AA10G00365
OG0002677	Bra033138	AA3G00018
OG0002679	Bra017604, Bra021970	AA6G00052
OG0002681	Bra024544	AA39G00482
OG0002681	Bra007977, Bra016140	AA31G00074
OG0002682	Bra016959	AA93G00023
OG0002683	Bra034276	AA1105G00001
OG0002684	Bra016958, Bra004595	AA93G00020
OG0002685	Bra024401, Bra028579, Bra006067	AA4G00281
OG0002687	Bra039978	AA32G00751
OG0002687	Bra030681	AA90G00058
OG0002689	Bra039641, Bra018844	AA2G00140
OG0002689	Bra001768, Bra035834	AA26G00661
OG0002690	Bra008529	AA32G00025
OG0002690	Bra039319, Bra004933	AA21G00314
OG0002691	Bra014969, Bra028334	AA78G00041, AA78G00040
OG0002692	Bra026076, Bra026728	AA37G00134
OG0002692	Bra003599	AA31G00830
OG0002693	Bra015150, Bra027511, Bra035369	AA330G00001
OG0002694	Bra002472, Bra020241	AA8G00326
OG0002696	Bra019370, Bra013628	AA57G00454
OG0002698	Bra034855, Bra009132, Bra028749	AA35G00080
OG0002699	Bra006223, Bra027955	AA53G00395
OG0002701	Bra004651, Bra004650, Bra016917	AA19G00479
OG0002702	Bra036249	AA32G00296
OG0002702	Bra006882, Bra012831	AA18G00097
OG0002703	Bra022053	AA2G00230
OG0002703	Bra012631	AA57G00064
OG0002704	Bra010320, Bra011130, Bra011129	AA102G00110
OG0002705	Bra011920, Bra030855, Bra027434	AA15G00258
OG0002706	Bra010293, Bra024090	AA33G00177
OG0002707	Bra035544	AA32G01201
OG0002707	Bra006235	AA76G00015, AA76G00018, AA40G00619
OG0002708	Bra032504	AA19G00098
OG0002708	Bra021843	AA32G00457
OG0002710	Bra009072	AA73G00014
OG0002710	Bra031898	AA4G00218
OG0002711	Bra002140, Bra023667, Bra006445	AA40G00291
OG0002711	Bra036426, Bra031961	AA10G00205
OG0002712	Bra033482	AA87G00270
OG0002712	Bra014915, Bra001905	AA17G00114
OG0002713	Bra022634, Bra003077, Bra029093	AA11G00152
OG0002714	Bra033740	AA6G00164
OG0002714	Bra013501, Bra013478	AA57G00292
OG0002715	Bra001970	AA123G00027
OG0002715	Bra034627, Bra011535	AA45G00008
OG0002716	Bra018072, Bra018073, Bra019516	AA96G00086
OG0002716	Bra038607, Bra035858	AA4G00046
OG0002717	Bra021766	AA32G00546
OG0002717	Bra030611, Bra015428	AA4G00017
OG0002719	Bra019877, Bra032240, Bra027094, Bra031443	AA53G00542
OG0002720	Bra019216, Bra010487, Bra013817	AA31G00024
OG0002721	Bra025509	AA87G00065
OG0002721	Bra027652, Bra027797	AA53G01358
OG0002722	Bra025936, Bra015994	AA31G00612, AA39G00088
OG0002723	Bra018926, Bra014298	AA26G00778
OG0002724	Bra027446	AA3G00212
OG0002725	Bra027093, Bra031442, Bra019876	AA53G00543
OG0002726	Bra017697	AA67G00018
OG0002726	Bra034675, Bra011585	AA33G00001
OG0002727	Bra006619, Bra002403, Bra020182, Bra021471	AA24G00045
OG0002728	Bra026420, Bra028950, Bra002856	AA25G00131
OG0002729	Bra018353	AA32G00724
OG0002729	Bra002623	AA5G00008
OG0002730	Bra013555, Bra038758	AA57G00373
OG0002731	Bra022012, Bra017582, Bra017583, Bra022013, Bra022016, Bra017585	AA56G00072
OG0002732	Bra014834, Bra007053	AA6G00292
OG0002733	Bra013400, Bra012540	AA57G00209
OG0002734	Bra027708	AA53G01287, AA53G01309
OG0002734	Bra028520	AA87G00017
OG0002735	Bra018799	AA2G00099
OG0002735	Bra022410	AA26G00602, AA86G00009
OG0002736	Bra040510, Bra023501, Bra006276	AA40G00583
OG0002737	Bra017536, Bra021027, Bra013270	AA57G00067
OG0002738	Bra003641	AA31G00719
OG0002738	Bra016617, Bra026686, Bra026000	AA39G00016
OG0002739	Bra011544, Bra017663, Bra034638	AA45G00022
OG0002740	Bra008222, Bra038550, Bra029227	AA31G00380
OG0002741	Bra015171	AA468G00004, AA326G00001
OG0002742	Bra025459, Bra019389	AA61G00325
OG0002743	Bra015979, Bra025924, Bra016564	AA39G00104
OG0002744	Bra003928, Bra016144, Bra024545	AA39G00484
OG0002745	Bra031492	AA53G00509
OG0002745	Bra019897	AA65G00143
OG0002746	Bra009420, Bra005824	AA93G00247
OG0002747	Bra011602, Bra002028, Bra009657, Bra037281	AA33G00035
OG0002748	Bra008985, Bra009837, Bra036543	AA12G00088
OG0002749	Bra011022	AA39G00652
OG0002749	Bra038320	AA47G00044
OG0002750	Bra029600, Bra040286	AA29G00062, AA58G00014
OG0002751	Bra001919	AA78G00029
OG0002751	Bra032757	AA87G00315
OG0002752	Bra008652	AA94G00006, AA40G00495
OG0002752	Bra040591	AA10G00359
OG0002753	Bra024244	AA4G00126
OG0002753	Bra009373	AA31G00660, AA44G00206
OG0002754	Bra040013	AA54G00194
OG0002755	Bra038282	AA16G00100
OG0002755	Bra038407, Bra006677, Bra006679	AA8G00347
OG0002756	Bra016213, Bra012375, Bra024602, Bra016345	AA39G00540
OG0002757	Bra033527	AA18G00178
OG0002757	Bra001643, Bra022183	AA26G00379
OG0002758	Bra005623, Bra015437	AA4G00025
OG0002759	Bra009892	AA40G00183
OG0002759	Bra001176, Bra040241, Bra020794	AA10G00019
OG0002760	Bra033439	AA18G00064
OG0002760	Bra023035, Bra017285	AA60G00206
OG0002761	Bra032607, Bra033322, Bra036302	AA32G00233
OG0002762	Bra032013, Bra001073	AA10G00300
OG0002763	Bra005362	AA9G00159
OG0002764	Bra011660	AA30G00131
OG0002764	Bra015209	AA33G00093
OG0002765	Bra018752, Bra014156	AA2G00054
OG0002765	Bra001702, Bra022311, Bra037591	AA26G00503
OG0002766	Bra017844, Bra011778	AA30G00278
OG0002767	Bra000732	AA3G00055
OG0002767	Bra027699, Bra027735	AA53G01308
OG0002768	Bra030586, Bra005522, Bra021829, Bra022927	AA32G00461
OG0002769	Bra004743	AA61G00304
OG0002771	Bra002076, Bra037263, Bra024499	AA30G00090
OG0002772	Bra030790, Bra031676, Bra020005	AA65G00016
OG0002773	Bra010594, Bra017814, Bra011752	AA30G00241
OG0002773	Bra039193, Bra032177	AA46G00200
OG0002774	Bra010004	AA40G00036
OG0002774	Bra040394, Bra001115	AA10G00154
OG0002775	Bra013807, Bra019225	AA31G00034
OG0002776	Bra025277, Bra033012	AA53G00946
OG0002778	Bra021372, Bra032016, Bra023593, Bra008580, Bra006382	AA40G00399
OG0002779	Bra001980	AA123G00002
OG0002779	Bra011558	AA45G00036
OG0002780	Bra006707, Bra002556, Bra020310	AA1G00174
OG0002781	Bra024319	AA4G00201
OG0002782	Bra031445	AA53G00540
OG0002782	Bra031757	AA65G00169
OG0002783	Bra006702, Bra002547, Bra020305	AA16G00050
OG0002784	Bra013230, Bra038893, Bra015099, Bra032687	AA69G00007
OG0002785	Bra023565	AA31G00764
OG0002786	Bra013179, Bra035378	AA232G00007
OG0002787	Bra020547	AA19G00170
OG0002787	Bra008921, Bra023358	AA44G00448
OG0002788	Bra009190, Bra005894, Bra034817, Bra038674	AA52G00043
OG0002791	Bra002186, Bra023693, Bra006481	AA40G00240
OG0002792	Bra015336, Bra030577, Bra032498	AA19G00089, AA32G00467
OG0002793	Bra038414, Bra039202	AA22G00013, AA22G00022
OG0002794	Bra004456, Bra000453	AA21G00471
OG0002795	Bra040326, Bra000368	AA61G00433
OG0002795	Bra004887	AA21G00253
OG0002796	Bra017723, Bra011624	AA30G00081
OG0002796	Bra002073	AA33G00062
OG0002797	Bra033419	AA18G00040
OG0002797	Bra023053	AA60G00179
OG0002799	Bra009800	AA12G00051
OG0002799	Bra009015, Bra006070	AA44G00325
OG0002800	Bra029572	AA6G00218
OG0002800	Bra038783	AA57G00316
OG0002801	Bra018595, Bra030745	AA53G00362, AA88G00005
OG0002802	Bra040794, Bra040752	AA29G00219
OG0002803	Bra005488	AA3G00278
OG0002803	Bra010903, Bra032875	AA1359G00001
OG0002804	Bra017193	AA60G00044
OG0002805	Bra032133	AA22G00064
OG0002805	Bra024069	AA102G00196
OG0002806	Bra027092, Bra038769, Bra020903	AA57G00363
OG0002807	Bra035083, Bra003627	AA31G00767
OG0002808	Bra007103	AA229G00001
OG0002808	Bra017088	AA60G00261
OG0002809	Bra025789, Bra012206	AA31G00372
OG0002810	Bra002162	AA40G00261
OG0002810	Bra040139	AA10G00180
OG0002811	Bra035232	AA3G00032
OG0002811	Bra013694, Bra019300	AA54G00305
OG0002812	Bra024944	AA338G00002
OG0002812	Bra012669, Bra026246	AA57G00009
OG0002813	Bra010533, Bra017711, Bra037274	AA33G00050
OG0002814	Bra016565	AA39G00105
OG0002814	Bra015978	AA31G00579
OG0002815	Bra017950	AA39G00384
OG0002815	Bra003679	AA31G00216
OG0002816	Bra028100, Bra011700, Bra017775	AA30G00181
OG0002817	Bra028151, Bra025437	AA27G00054
OG0002818	Bra029301, Bra010041	AA5G00114
OG0002818	Bra005931, Bra009273	AA44G00012
OG0002819	Bra018025	AA96G00144
OG0002819	Bra009707, Bra026483	AA5G00256
OG0002820	Bra033010, Bra025561	AA87G00104
OG0002821	Bra013292, Bra040924, Bra021018	AA57G00096, AA57G00089
OG0002823	Bra005397	AA18G00128
OG0002824	Bra013900, Bra019154, Bra029129	AA55G00025
OG0002825	Bra023900, Bra031258, Bra014292	AA2G00217
OG0002827	Bra004461	AA21G00462
OG0002828	Bra026414, Bra010431, Bra028971	AA25G00099
OG0002829	Bra035042, Bra026006	AA15G00300, AA39G00007
OG0002830	Bra035121	AA31G00810
OG0002830	Bra026064	AA37G00121
OG0002831	Bra015015, Bra028366, Bra032718, Bra034872	AA50G00014, AA87G00387
OG0002832	Bra014906, Bra023175	AA53G00003
OG0002833	Bra028412, Bra028428, Bra029951	AA61G00142
OG0002834	Bra013465, Bra020919	AA57G00281, AA6G00156
OG0002835	Bra021982, Bra025075	AA6G00044
OG0002836	Bra026973, Bra016775, Bra019761	AA65G00285
OG0002837	Bra015734, Bra025858	AA39G00324
OG0002839	Bra004785, Bra007477, Bra014526	AA61G00356
OG0002840	Bra000591, Bra033558	AA20G00091
OG0002841	Bra004085	AA973G00002
OG0002841	Bra030029	AA39G00469
