Orthogroup	Brassica_rapa	Tarenaya_hassleriana
OG0003606	Bra029414, Bra010405, Bra009771	Th2v29443, Th2v29442, Th2v21362
OG0003607	Bra014406	Th2v16447
OG0003607	Bra014602, Bra003301, Bra007363	Th2v03480, Th2v13217, Th2v25855
OG0003608	Bra024571, Bra016192, Bra003946	Th2v25715
OG0003609	Bra033749, Bra013464	Th2v16638
OG0003610	Bra000774, Bra020844, Bra013624	Th2v04461, Th2v16729
OG0003611	Bra021584, Bra001578, Bra027285	Th2v00886, Th2v23764, Th2v27399
OG0003612	Bra005040, Bra017074, Bra017072	Th2v22317
OG0003613	Bra023172, Bra040815	Th2v27823
OG0003614	Bra001487, Bra034708	Th2v26198
OG0003615	Bra028126	Th2v00558, Th2v05277
OG0003616	Bra023166, Bra019959	Th2v01427, Th2v27830
OG0003617	Bra034494, Bra027055, Bra016801	Th2v20603
OG0003618	Bra033008, Bra025274, Bra039081	Th2v00298
OG0003619	Bra033600, Bra010701	Th2v03243, Th2v07513, Th2v15760
OG0003620	Bra018640, Bra012009, Bra000503	Th2v07667, Th2v15625, Th2v08370
OG0003621	Bra037565, Bra001718	Th2v26410, Th2v27693, Th2v25584
OG0003622	Bra007706, Bra014389	Th2v13034, Th2v22741
OG0003623	Bra035335, Bra033653	Th2v01224, Th2v29069
OG0003624	Bra004260, Bra032793	Th2v03913
OG0003625	Bra002279, Bra006529	Th2v18047
OG0003626	Bra039240, Bra039225, Bra009494	Th2v29956, Th2v26793, Th2v29954
OG0003627	Bra019725	Th2v07791
OG0003628	Bra004371, Bra012451, Bra016279, Bra024705	Th2v25606, Th2v30961
OG0003629	Bra020884, Bra029577	Th2v04343
OG0003630	Bra017502, Bra022106	Th2v17053, Th2v27204
OG0003631	Bra035868, Bra038602, Bra035867	Th2v14030, Th2v23968
OG0003632	Bra015120	Th2v19589, Th2v25388
OG0003633	Bra003704, Bra016429, Bra025881	Th2v05741, Th2v20832, Th2v09822
OG0003634	Bra001946, Bra032700	Th2v19535
OG0003636	Bra020040, Bra002237, Bra008879	Th2v28996
OG0003637	Bra001307, Bra034069, Bra029767	Th2v14291, Th2v22115
OG0003638	Bra006307, Bra021227	Th2v18277
OG0003640	Bra022406, Bra037534, Bra001740	Th2v29552, Th2v30701
OG0003641	Bra028160	Th2v06294, Th2v14995
OG0003642	Bra025278	Th2v28909, Th2v00303, Th2v06383, Th2v15083
OG0003643	Bra024288, Bra037001, Bra011454, Bra034573	Th2v02601, Th2v02695
OG0003644	Bra017045, Bra017044, Bra000156, Bra005000	Th2v03378, Th2v06701, Th2v15399, Th2v16861, Th2v22371
OG0003645	Bra037192, Bra036797, Bra038900	Th2v11643, Th2v14130, Th2v26759
OG0003646	Bra015296, Bra035992, Bra033694	Th2v16126
OG0003647	Bra027115, Bra018418, Bra031741	Th2v20733
OG0003648	Bra026947	Th2v00241
OG0003649	Bra028220, Bra028219, Bra028425, Bra006873	Th2v05337, Th2v05341
OG0003650	Bra019807	Th2v01414, Th2v10503
OG0003651	Bra038317	Th2v01003, Th2v26168
OG0003652	Bra014407	Th2v10274
OG0003653	Bra014328, Bra024892	Th2v00014, Th2v05440, Th2v06557, Th2v15257
OG0003654	Bra007350, Bra014610, Bra020561	Th2v25845
OG0003655	Bra007209	Th2v22418
OG0003656	Bra002114, Bra014095, Bra006427	Th2v18533, Th2v22886
OG0003658	Bra028096, Bra010576, Bra011709	Th2v02411, Th2v12266
OG0003659	Bra004896	Th2v12050
OG0003660	Bra024605, Bra012377	Th2v14050, Th2v28105, Th2v28106
OG0003661	Bra007869, Bra004399, Bra006657	Th2v25022
OG0003662	Bra016673, Bra014344, Bra026164	Th2v05387
OG0003665	Bra038652, Bra006010, Bra009354	Th2v11837, Th2v24153
OG0003670	Bra015386, Bra005603	Th2v27129
OG0003671	Bra024223, Bra036672, Bra031148	Th2v01545
OG0003672	Bra004226	Th2v03895
OG0003673	Bra032749, Bra014001	Th2v28788
OG0003674	Bra023474	Th2v24715
OG0003675	Bra018293, Bra021665	Th2v10469, Th2v15861
OG0003676	Bra019550, Bra029230	Th2v23949
OG0003677	Bra004454, Bra007690	Th2v13014, Th2v22720
OG0003678	Bra022291, Bra022290, Bra021298	Th2v22050
OG0003679	Bra034309	Th2v08412, Th2v24458, Th2v24459, Th2v24455, Th2v24456
OG0003680	Bra024917, Bra022156	Th2v10605, Th2v17108
OG0003681	Bra023491, Bra040515	Th2v07007, Th2v23144
OG0003682	Bra019928, Bra018436	Th2v06121, Th2v14830
OG0003683	Bra032171, Bra039190	Th2v12319
OG0003684	Bra034048, Bra029740, Bra009637	Th2v19913
OG0003685	Bra001612, Bra001611, Bra027096, Bra001610, Bra027201	Th2v21963, Th2v21964
OG0003686	Bra006587, Bra002346, Bra020139	Th2v18961, Th2v21465
OG0003687	Bra039817, Bra013121	Th2v12000, Th2v12001
OG0003688	Bra000670, Bra038390	Th2v10948
OG0003690	Bra031170, Bra010726	Th2v02298, Th2v12578
OG0003691	Bra039991, Bra015572, Bra031569	Th2v08256
OG0003692	Bra019615, Bra009271, Bra028702	Th2v24037
OG0003693	Bra039057, Bra025617	Th2v11862, Th2v24113
OG0003694	Bra024313, Bra037784, Bra009399	Th2v11801, Th2v13684
OG0003695	Bra029474, Bra013607, Bra019387	Th2v04442, Th2v10812
OG0003696	Bra023136, Bra039869	Th2v27860
OG0003697	Bra009260, Bra012934	Th2v13899, Th2v24050
OG0003698	Bra003610, Bra026722	Th2v23348
OG0003699	Bra019296, Bra013709	Th2v04552
OG0003700	Bra029664	Th2v03588
OG0003703	Bra031189, Bra030299, Bra011877	Th2v03250
OG0003706	Bra000199, Bra007242, Bra014695	Th2v28396
OG0003708	Bra006671, Bra002501, Bra002502	Th2v18833
OG0003711	Bra023243, Bra005335	Th2v10571
OG0003712	Bra023488, Bra006269, Bra008736	Th2v23140
OG0003713	Bra029536	Th2v09040, Th2v23936, Th2v13956, Th2v13981
OG0003714	Bra039241	Th2v12363
OG0003715	Bra040885	Th2v04515, Th2v16762
OG0003716	Bra033879, Bra023201	Th2v01450
OG0003717	Bra000310, Bra004771	Th2v13359, Th2v25978
OG0003718	Bra031095, Bra009348	Th2v13769
OG0003720	Bra015432, Bra021765	Th2v08133
OG0003721	Bra032266, Bra022309	Th2v26373, Th2v27735
OG0003722	Bra025840, Bra036693	Th2v28151
OG0003724	Bra024140, Bra039004	Th2v01199, Th2v02174
OG0003725	Bra040632, Bra004186	Th2v05313, Th2v06293, Th2v14994
OG0003728	Bra009719, Bra029389	Th2v23917
OG0003729	Bra025165, Bra017346	Th2v00199, Th2v28553
OG0003730	Bra025979	Th2v23697, Th2v10024, Th2v23277
OG0003731	Bra010079, Bra018145	Th2v24013, Th2v13967, Th2v13964
OG0003732	Bra034786, Bra017955, Bra014992	Th2v00302
OG0003733	Bra019540, Bra018068	Th2v26809, Th2v30180
OG0003734	Bra010058, Bra029564	Th2v04358, Th2v16658
OG0003735	Bra004706	Th2v05163, Th2v30111
OG0003736	Bra004648, Bra000240	Th2v13183, Th2v25826
OG0003737	Bra029052, Bra029059	Th2v09685, Th2v26966
OG0003738	Bra018633	Th2v08380, Th2v24486
OG0003739	Bra000043	Th2v16989
OG0003740	Bra028625, Bra009396, Bra006029	Th2v13692, Th2v24198
OG0003742	Bra018040, Bra038645	Th2v14077
OG0003743	Bra025031, Bra017569, Bra022023	Th2v16527, Th2v27238
OG0003744	Bra015920, Bra016547	Th2v21002
OG0003745	Bra033836, Bra038280	Th2v18827
OG0003746	Bra008585, Bra006377	Th2v09110, Th2v18575, Th2v22978
OG0003747	Bra032419, Bra018674, Bra031600	Th2v01064
OG0003748	Bra024883, Bra024884, Bra036923	Th2v18647
OG0003749	Bra035355, Bra022484	Th2v05237, Th2v06259, Th2v14960
OG0003750	Bra029731, Bra001336	Th2v14504, Th2v19892
OG0003752	Bra012444, Bra024690	Th2v03993
OG0003753	Bra036129, Bra010003	Th2v25391
OG0003753	Bra001110, Bra040393	Th2v17675
OG0003754	Bra004479	Th2v07253, Th2v27556
OG0003755	Bra040918	Th2v06076, Th2v14785
OG0003756	Bra037675, Bra004792	Th2v25998
OG0003757	Bra028906, Bra029732	Th2v08972
OG0003758	Bra037411, Bra037358	Th2v16409, Th2v19806, Th2v01938, Th2v28569
OG0003759	Bra006750, Bra002630	Th2v17793
OG0003761	Bra036132, Bra020614, Bra020615	Th2v09187, Th2v17671
OG0003762	Bra000124, Bra005059, Bra017085	Th2v03535, Th2v22282
OG0003764	Bra026386	Th2v21624
OG0003765	Bra036240	Th2v16251, Th2v27029
OG0003766	Bra007872, Bra004404	Th2v25017, Th2v25631
OG0003767	Bra009481	Th2v20094
OG0003768	Bra009391, Bra024293, Bra037777	Th2v11807
OG0003769	Bra015085, Bra014056	Th2v16439, Th2v01239
OG0003770	Bra013843	Th2v09400
OG0003771	Bra033662, Bra035961	Th2v10328
OG0003772	Bra030302, Bra041003, Bra033596	Th2v03255
OG0003773	Bra011351, Bra007785	Th2v11125
OG0003774	Bra035005, Bra020181, Bra006618	Th2v17948
OG0003775	Bra013974, Bra021362	Th2v22935
OG0003776	Bra018458, Bra031704, Bra019958	Th2v01428, Th2v27829
OG0003777	Bra007178	Th2v22350, Th2v22352
OG0003778	Bra003993, Bra004397, Bra007867, Bra016289	Th2v24956, Th2v25623
OG0003779	Bra013036, Bra002015	Th2v02898, Th2v12123
OG0003780	Bra001036, Bra039162	Th2v24651
OG0003781	Bra029372	Th2v11846, Th2v13787
OG0003782	Bra003573, Bra003572, Bra035172	Th2v10206, Th2v23403
OG0003783	Bra025154	Th2v28565
OG0003784	Bra027800, Bra027646, Bra040944	Th2v06043, Th2v14752
OG0003785	Bra007842, Bra010438, Bra032505	Th2v11350, Th2v09016
OG0003786	Bra009803	Th2v17453, Th2v21386
OG0003787	Bra009544	Th2v05228
OG0003788	Bra016171, Bra024561	Th2v04055
OG0003789	Bra028058, Bra036753	Th2v10937, Th2v17148
OG0003790	Bra038675, Bra001416	Th2v02144, Th2v12433
OG0003791	Bra013194, Bra035385	Th2v25213, Th2v19635, Th2v08551
OG0003792	Bra019708, Bra004169	Th2v00530, Th2v05296
OG0003793	Bra039566	Th2v19317
OG0003794	Bra040561, Bra030921	Th2v00922, Th2v23715
OG0003795	Bra014513, Bra037657, Bra000351	Th2v13140
OG0003796	Bra021867	Th2v11012, Th2v29619, Th2v30829
OG0003797	Bra005443	Th2v05231
OG0003798	Bra008737, Bra023487	Th2v24706
OG0003799	Bra015648, Bra012305, Bra031361	Th2v27983
OG0003800	Bra034574, Bra037000, Bra034575	Th2v02696
OG0003801	Bra033648, Bra027465	Th2v10315, Th2v01229, Th2v29077
OG0003802	Bra000531, Bra012038	Th2v24465, Th2v07732, Th2v15569
OG0003803	Bra001287	Th2v20083
OG0003804	Bra024369, Bra028592	Th2v13620
OG0003805	Bra037590, Bra032267	Th2v22043
OG0003806	Bra022619, Bra003092	Th2v26949, Th2v28369
OG0003807	Bra001094, Bra036422, Bra031959	Th2v18518
OG0003809	Bra038958, Bra002415, Bra006628	Th2v05259
OG0003810	Bra039946	Th2v12328
OG0003811	Bra040068	Th2v30071, Th2v29959, Th2v31461
OG0003812	Bra027078, Bra031402, Bra021317	Th2v20640
OG0003814	Bra010454	Th2v09751, Th2v28957
OG0003815	Bra025036, Bra022021, Bra017578, Bra012598	Th2v27246, Th2v07394, Th2v10683, Th2v16531
OG0003816	Bra036584	Th2v08588
OG0003816	Bra009905	Th2v11260
OG0003817	Bra027205, Bra021138, Bra001607	Th2v23840, Th2v27323
OG0003818	Bra027432, Bra039400, Bra001506	Th2v23638, Th2v00990, Th2v26155
OG0003819	Bra005959	Th2v24082
OG0003820	Bra026127, Bra008484	Th2v10234, Th2v23427
OG0003821	Bra037342, Bra000971	Th2v16456, Th2v29279
OG0003822	Bra040408, Bra001126	Th2v11139
OG0003823	Bra022165	Th2v26253
OG0003824	Bra022478, Bra004114	Th2v00614
OG0003825	Bra035788, Bra018866	Th2v21805
OG0003826	Bra037603, Bra002427	Th2v18882, Th2v17920, Th2v21224
OG0003827	Bra007245, Bra014691	Th2v28404
OG0003829	Bra020142, Bra006591	Th2v17980, Th2v18959
OG0003830	Bra021875, Bra010889, Bra032885, Bra030079	Th2v01285, Th2v26474
OG0003831	Bra009221, Bra009220	Th2v17708
OG0003832	Bra036290, Bra033340	Th2v07914
OG0003833	Bra013081, Bra034635	Th2v02827, Th2v12077
OG0003834	Bra010210, Bra028009	Th2v04667, Th2v17118
OG0003835	Bra000346, Bra004812	Th2v30770, Th2v30725, Th2v30856
OG0003836	Bra024767	Th2v03938
OG0003837	Bra020635, Bra029599, Bra001212, Bra040285	Th2v09004, Th2v11376, Th2v18375
OG0003838	Bra008052, Bra016031	Th2v05946, Th2v21067
OG0003840	Bra000238, Bra004646, Bra007326	Th2v03462, Th2v06811, Th2v15509
OG0003841	Bra008909, Bra006143	Th2v17558, Th2v19213
OG0003843	Bra028934, Bra002822	Th2v05531, Th2v09515
OG0003844	Bra012245, Bra025839	Th2v04111
OG0003846	Bra006927, Bra012801, Bra033428	Th2v31459
OG0003847	Bra018693	Th2v10474, Th2v15866
OG0003848	Bra011312, Bra032034	Th2v02061
OG0003849	Bra037178, Bra036830	Th2v11657, Th2v14156, Th2v26730
OG0003850	Bra002629, Bra018161	Th2v18709
OG0003851	Bra016683	Th2v00051
OG0003852	Bra028257, Bra029170, Bra028256	Th2v23501
OG0003854	Bra005174	Th2v16945
OG0003854	Bra028879, Bra009605	Th2v08937, Th2v19965
OG0003855	Bra013004	Th2v13831, Th2v24108
OG0003856	Bra004063, Bra010971	Th2v28265
OG0003857	Bra038533, Bra010647, Bra011823	Th2v02352
OG0003858	Bra030576	Th2v16077
OG0003859	Bra012431	Th2v24996, Th2v25648
OG0003860	Bra009282	Th2v24024
OG0003861	Bra005233	Th2v06229, Th2v14930
OG0003863	Bra028601	Th2v13637, Th2v24239, Th2v29352
OG0003864	Bra019885, Bra031734	Th2v20693
OG0003865	Bra015163, Bra013181	Th2v19629
OG0003866	Bra012672, Bra009567	Th2v27222
OG0003867	Bra018784	Th2v23468, Th2v30341
OG0003869	Bra020470	Th2v21374
OG0003870	Bra025937	Th2v17439
OG0003870	Bra032047	Th2v30613
OG0003871	Bra033986, Bra030024, Bra032807	Th2v03903
OG0003872	Bra038290, Bra002481, Bra020249	Th2v18838, Th2v17883, Th2v21248
OG0003873	Bra021839, Bra015329	Th2v08065
OG0003874	Bra024120, Bra011143	Th2v01685, Th2v12472
OG0003876	Bra025919, Bra031023, Bra031024, Bra031022, Bra016563	Th2v09939
OG0003877	Bra032542, Bra015263	Th2v16184
OG0003878	Bra015170, Bra013157	Th2v08538, Th2v19655, Th2v25201
OG0003879	Bra021935, Bra022994, Bra032410	Th2v01403, Th2v27864
OG0003881	Bra028939, Bra030847, Bra038006, Bra037106	Th2v23629
OG0003882	Bra002998, Bra022708	Th2v09639, Th2v28305
OG0003883	Bra001259, Bra029660, Bra040017, Bra040016	Th2v18304
OG0003888	Bra010223, Bra009726	Th2v14110, Th2v26781
OG0003889	Bra038464	Th2v28386
OG0003889	Bra004580	Th2v06743, Th2v15442
OG0003890	Bra007623	Th2v07192, Th2v12912, Th2v22607
OG0003890	Bra037383, Bra000944	Th2v24538, Th2v16389
OG0003897	Bra013798, Bra000604	Th2v03805, Th2v30212
OG0003898	Bra037469, Bra020683	Th2v24806
OG0003899	Bra005985	Th2v13798
OG0003900	Bra025480, Bra027685	Th2v04833
OG0003901	Bra014930, Bra033487	Th2v19418
OG0003905	Bra020904, Bra013545	Th2v04386, Th2v10779
OG0003906	Bra039370, Bra039347, Bra034704, Bra001489	Th2v01016, Th2v23601, Th2v26194
OG0003908	Bra012351, Bra024548	Th2v25586
OG0003909	Bra033593	Th2v02311
OG0003909	Bra015833	Th2v03260, Th2v04068, Th2v05836, Th2v20932
OG0003911	Bra026187	Th2v00040
OG0003912	Bra009922, Bra036596	Th2v04023, Th2v25031
OG0003913	Bra022279	Th2v10004
OG0003914	Bra005200, Bra003143, Bra039800, Bra007009	Th2v03671, Th2v14617, Th2v16972
OG0003917	Bra025419, Bra020734	Th2v00457
OG0003918	Bra014705, Bra007224, Bra003231	Th2v06732, Th2v15428, Th2v22435
OG0003919	Bra011405	Th2v01950, Th2v17583
OG0003920	Bra021682, Bra018286	Th2v10489, Th2v15878
OG0003921	Bra003539, Bra013510	Th2v09734
OG0003922	Bra002489, Bra020257	Th2v18835
OG0003923	Bra023123, Bra014885	Th2v27863
OG0003925	Bra010168	Th2v10559, Th2v10560
OG0003926	Bra028539	Th2v30315
OG0003927	Bra024397	Th2v11509, Th2v31054
OG0003928	Bra014448, Bra007585	Th2v12862, Th2v22556, Th2v12861, Th2v22555
OG0003929	Bra010214	Th2v11935, Th2v11936, Th2v01913, Th2v01914
OG0003930	Bra013302, Bra025032	Th2v16529
OG0003931	Bra014239, Bra038230	Th2v08455
OG0003932	Bra020946	Th2v16606
OG0003932	Bra013432	Th2v04270
OG0003935	Bra031200	Th2v02428, Th2v12231
OG0003936	Bra007492, Bra004804	Th2v06953
OG0003937	Bra030803, Bra019983	Th2v24327
OG0003938	Bra018588	Th2v00780, Th2v06188, Th2v14892
OG0003939	Bra000334, Bra004794	Th2v06945, Th2v13384, Th2v26000
OG0003940	Bra038112, Bra030951, Bra039662	Th2v00885
OG0003941	Bra024461, Bra028098	Th2v03049
OG0003942	Bra007149, Bra014767	Th2v22313, Th2v31429
OG0003943	Bra002848	Th2v09496
OG0003944	Bra027058, Bra034474	Th2v20612
OG0003945	Bra015799	Th2v28112
OG0003947	Bra016501, Bra031312	Th2v12549
OG0003948	Bra033651, Bra027466	Th2v29082
OG0003949	Bra036142, Bra020639	Th2v11367
OG0003950	Bra026287, Bra024231	Th2v21766
OG0003951	Bra001174, Bra040242	Th2v18427, Th2v11264, Th2v24629
OG0003953	Bra034321, Bra000526	Th2v17974, Th2v08421, Th2v07719, Th2v15581
OG0003954	Bra007771	Th2v20072
OG0003955	Bra013405	Th2v16601
OG0003956	Bra017665, Bra034640	Th2v12085
OG0003958	Bra022581, Bra019153	Th2v09767
OG0003960	Bra013848	Th2v31408
OG0003961	Bra033742, Bra027545	Th2v05154
OG0003962	Bra037860, Bra039693, Bra000647	Th2v04773, Th2v17173
OG0003964	Bra005252, Bra005248	Th2v11083, Th2v22372
OG0003965	Bra035836, Bra038646	Th2v23934
OG0003966	Bra021076, Bra023021	Th2v29198
OG0003967	Bra017632, Bra034613, Bra011504	Th2v02569, Th2v12034
OG0003968	Bra035407, Bra004319, Bra004031	Th2v24854
OG0003969	Bra032315	Th2v01333, Th2v10385, Th2v26543
OG0003972	Bra026921	Th2v20364
OG0003974	Bra040988, Bra025665, Bra025664	Th2v00405
OG0003975	Bra038010, Bra034683	Th2v23625, Th2v26159
OG0003976	Bra011676	Th2v02435
OG0003977	Bra004935, Bra007580	Th2v12856, Th2v22550
OG0003978	Bra016638, Bra035111, Bra008408	Th2v10130
OG0003979	Bra013876, Bra019181	Th2v23496, Th2v26871
OG0003980	Bra027805, Bra027638, Bra035278	Th2v20413, Th2v27234, Th2v27235
OG0003981	Bra013524, Bra038776	Th2v24545, Th2v16662, Th2v16663
OG0003983	Bra018425, Bra027127	Th2v04989
OG0003984	Bra016968	Th2v28403
OG0003985	Bra001590, Bra027261	Th2v23788, Th2v27373, Th2v22017
OG0003986	Bra007464	Th2v06924
OG0003987	Bra033591, Bra011882, Bra033592	Th2v03261
OG0003988	Bra009531, Bra005762, Bra028836	Th2v08833, Th2v20034
OG0003989	Bra040811, Bra032735	Th2v19489, Th2v28795
OG0003990	Bra036273	Th2v16293
OG0003991	Bra030580, Bra015337	Th2v16074
OG0003992	Bra038162, Bra027934	Th2v06178, Th2v14882
OG0003993	Bra013064, Bra037297	Th2v02807
OG0003994	Bra018592, Bra031648, Bra030747	Th2v00759, Th2v05133, Th2v05134, Th2v00755, Th2v00758, Th2v25426
OG0003996	Bra024094, Bra010295, Bra024093	Th2v01726, Th2v02138
OG0003997	Bra013664, Bra029419	Th2v04508, Th2v16752
OG0003998	Bra032059, Bra007832	Th2v01830
OG0003999	Bra025529	Th2v21456, Th2v21451, Th2v21460, Th2v10791
OG0004000	Bra022192	Th2v26303, Th2v27668
OG0004001	Bra030233, Bra038520	Th2v03169, Th2v12724
OG0004002	Bra040577, Bra038456, Bra012723	Th2v29511
OG0004004	Bra019053, Bra022714, Bra029028, Bra002994	Th2v05459
OG0004005	Bra020618, Bra010006	Th2v17678, Th2v25393
OG0004006	Bra010529, Bra017725, Bra010530, Bra011627, Bra017724	Th2v02472, Th2v02937
OG0004007	Bra007717, Bra014380, Bra004426	Th2v07326, Th2v13060, Th2v22767
OG0004008	Bra021695	Th2v01155, Th2v15895
OG0004009	Bra032154, Bra017796	Th2v12277
OG0004010	Bra038569, Bra027098	Th2v04970
OG0004011	Bra023903, Bra001812	Th2v29095
OG0004013	Bra006020, Bra011451	Th2v02675
OG0004015	Bra005066	Th2v03547, Th2v06630, Th2v15329, Th2v29162
OG0004016	Bra020951	Th2v10732
OG0004016	Bra013426	Th2v16603
OG0004017	Bra034218	Th2v16191
OG0004017	Bra029541	Th2v04349
OG0004018	Bra006224, Bra036307, Bra018109, Bra023441, Bra008792, Bra020688	Th2v24742
OG0004019	Bra013888, Bra030369, Bra019171, Bra022556	Th2v09320
OG0004020	Bra000077, Bra014835	Th2v03760
OG0004021	Bra022132, Bra024942	Th2v10620, Th2v17088
OG0004022	Bra010360, Bra036677	Th2v02240, Th2v12530
OG0004024	Bra009944, Bra020576	Th2v11210, Th2v18455
OG0004025	Bra020765	Th2v24646
OG0004026	Bra015193, Bra029176	Th2v09337
OG0004027	Bra037339, Bra033246	Th2v16417
OG0004028	Bra018375	Th2v07490, Th2v15782
OG0004029	Bra002510, Bra020262	Th2v17876, Th2v21262
OG0004031	Bra014189, Bra037545, Bra022372, Bra001728	Th2v29547, Th2v29975
OG0004032	Bra028982	Th2v21653
OG0004033	Bra026823, Bra026610	Th2v00076
OG0004034	Bra010810, Bra032336	Th2v10394
OG0004035	Bra002562, Bra020315	Th2v17838
OG0004036	Bra036280, Bra036279	Th2v07927
OG0004037	Bra018829, Bra018830	Th2v19106
OG0004038	Bra022368	Th2v29133, Th2v30397
OG0004039	Bra017290	Th2v03598
OG0004040	Bra038160, Bra027892	Th2v24392, Th2v24402
OG0004041	Bra018677, Bra030706, Bra031598	Th2v08310, Th2v07590, Th2v15699
OG0004042	Bra018748, Bra021301, Bra001699	Th2v26363, Th2v27747
OG0004043	Bra003608, Bra008415	Th2v05645
OG0004044	Bra022659, Bra003049, Bra026315	Th2v28353
OG0004045	Bra029726, Bra001342	Th2v08981, Th2v14516, Th2v19873
OG0004046	Bra008139, Bra015917	Th2v09869
OG0004047	Bra002566	Th2v18772
OG0004048	Bra003109, Bra022613, Bra029106	Th2v26922, Th2v28961
OG0004049	Bra021058, Bra002302	Th2v18999
OG0004050	Bra035566, Bra019088	Th2v21650
OG0004051	Bra024870, Bra017438	Th2v00028
OG0004052	Bra007440, Bra000292, Bra037731, Bra004749, Bra015238	Th2v06903, Th2v13313, Th2v25946
OG0004053	Bra014699	Th2v28377, Th2v06739, Th2v15438, Th2v25145
OG0004054	Bra026301, Bra010392	Th2v28371
OG0004055	Bra038078, Bra012775	Th2v18230, Th2v26242
OG0004056	Bra004675, Bra016890	Th2v06829, Th2v15527, Th2v13220, Th2v13219, Th2v25857
OG0004057	Bra039036, Bra033078, Bra025652	Th2v05370
OG0004059	Bra007460, Bra037712, Bra004766	Th2v03341, Th2v06922
OG0004060	Bra033347, Bra030510, Bra010872, Bra010873, Bra032585	Th2v07924, Th2v16299
OG0004061	Bra026666, Bra017451, Bra024888	Th2v00018, Th2v25732
OG0004062	Bra008471, Bra018133, Bra035177, Bra003568	Th2v23409
OG0004064	Bra008821, Bra001459, Bra038736, Bra034750	Th2v22035, Th2v08664, Th2v11621
OG0004065	Bra000347, Bra037661	Th2v13160, Th2v07123, Th2v18057, Th2v07122, Th2v31292
OG0004066	Bra005975, Bra028669, Bra009327	Th2v24109
OG0004067	Bra040705	Th2v23209
OG0004068	Bra008243	Th2v05794, Th2v20888
OG0004068	Bra025820	Th2v04097
OG0004069	Bra002332, Bra006578	Th2v17996, Th2v18973
OG0004070	Bra003654, Bra035016	Th2v04208
OG0004071	Bra027352, Bra001543, Bra029725, Bra029723	Th2v23709, Th2v23710
OG0004072	Bra017919, Bra016419, Bra008292	Th2v05723, Th2v20811
OG0004073	Bra010740, Bra000587, Bra031152	Th2v12601, Th2v03297, Th2v29390
OG0004074	Bra004822, Bra015780	Th2v28129
OG0004075	Bra013415, Bra022280	Th2v25555
OG0004076	Bra035988, Bra039925	Th2v16124
OG0004080	Bra006635, Bra020213, Bra037601	Th2v17922
OG0004082	Bra007404, Bra014562, Bra003345	Th2v06864, Th2v13265, Th2v25899
OG0004083	Bra013794, Bra013793	Th2v28602
OG0004084	Bra036910, Bra039708	Th2v05139
OG0004085	Bra024568, Bra016357	Th2v25720
OG0004086	Bra020781	Th2v11302, Th2v24635
OG0004087	Bra036824, Bra012861	Th2v11650, Th2v13437
OG0004088	Bra022170	Th2v02517, Th2v02793
OG0004090	Bra005801, Bra009463, Bra009462	Th2v20114
OG0004091	Bra018713, Bra033681	Th2v25534
OG0004092	Bra017995, Bra039868	Th2v01399
OG0004093	Bra025801, Bra003733, Bra008234	Th2v11054, Th2v04089, Th2v28115
OG0004094	Bra021157	Th2v23859, Th2v27308
OG0004095	Bra040953, Bra032876, Bra030074	Th2v01278, Th2v10343
OG0004096	Bra010989, Bra024756, Bra004307	Th2v03957, Th2v29883
OG0004097	Bra000048, Bra005123, Bra006875, Bra012838	Th2v14563, Th2v16994
OG0004098	Bra002875, Bra028716, Bra009230	Th2v08692, Th2v17718, Th2v17719, Th2v17720
OG0004099	Bra038143, Bra030925	Th2v23728
